Running Forward KL,Real Det Return,Real Sto Return,Itration,Running Reverse KL
46.6571,1838.52,1169.0,62,14.0448
45.7745,1896.13,1585.23,63,13.2803
45.739,2103.06,1577.02,64,13.5586
45.3963,2540.18,2387.51,65,15.8981
45.4553,2822.42,2030.06,66,14.9041
45.7723,1961.16,1782.07,67,14.8305
46.1644,936.5,851.45,68,13.2629
45.5717,2476.58,2179.37,69,16.9123
45.2706,2473.76,2611.31,70,15.1976
45.1094,2653.84,2395.11,71,13.7473
44.8011,2750.26,2343.94,72,14.4543
43.7978,2899.04,2261.5,73,14.0651
44.5237,1713.42,2248.35,74,13.8751
44.9943,2331.63,1688.91,75,12.2745
46.3388,2900.14,2890.61,76,17.0112
46.08,2837.76,2836.66,77,16.3365
44.9233,2625.73,2362.01,78,12.2632
44.8725,2854.72,2900.63,79,15.068
45.9683,3002.33,2880.57,80,15.4339
44.2741,2434.17,2021.52,81,13.7611
44.4056,2907.25,2435.2,82,12.366
45.5218,2904.94,2932.12,83,16.4087
44.6869,3176.18,3161.83,84,16.6901
44.1097,3118.81,2828.57,85,13.8887
44.9216,3081.61,2832.66,86,13.8615
44.3845,2991.08,3002.77,87,14.0144
44.9991,3218.76,3210.63,88,15.3167
44.96,3168.89,3280.18,89,15.8652
44.5645,3262.35,3279.76,90,15.3365
44.7553,3138.76,3137.59,91,13.8533
44.1285,3335.87,3353.24,92,13.7817
43.7976,3269.16,3401.39,93,12.899
44.1259,3487.19,3454.55,94,14.0911
51.5444,-6.12,-5.21,95,29.7837
44.3823,3225.69,3243.46,96,15.0948
43.1348,1002.07,2864.44,97,13.5453
44.0376,3606.26,3471.48,98,15.4766
44.4469,3265.29,3285.41,99,15.6529
44.1482,3437.44,3398.82,100,14.8294
43.8877,3412.5,3371.89,101,14.5995
44.3816,3293.87,3165.2,102,13.528
43.2515,3580.84,3540.67,103,12.7067
44.1523,3262.97,3275.26,104,12.8793
43.8618,3366.36,3291.91,105,14.4299
43.9893,3446.08,3376.55,106,14.8263
43.3237,3510.45,3460.72,107,14.9979
44.0928,3399.03,3430.77,108,15.2516
43.6232,3554.56,3562.97,109,14.1826
43.7821,3537.57,3464.47,110,14.9035
42.7955,3613.04,3507.08,111,13.0103
43.1622,3540.01,3460.34,112,13.8078
43.6301,3524.18,3526.88,113,15.1318
43.6512,3531.44,3473.05,114,13.1789
43.3104,3852.17,3541.98,115,13.7693
43.3089,3544.27,3547.45,116,14.045
42.8793,3582.45,3558.52,117,12.8345
43.6713,3622.53,3558.42,118,15.1762
43.273,3571.4,3557.78,119,14.3803
43.0526,3502.09,3399.15,120,12.9697
42.8084,3592.64,3606.73,121,14.3823
43.08,3647.7,3649.84,122,14.692
42.5601,3634.06,3646.96,123,14.478
43.0539,3559.11,3555.44,124,14.4135
42.9246,3576.23,3556.35,125,12.1692
42.9092,3660.76,3736.38,126,14.1491
43.4413,3522.66,3552.32,127,15.3266
43.4114,3612.56,3645.87,128,15.724
43.5523,3663.05,3628.89,129,16.0834
42.4292,3600.3,3554.21,130,13.0007
42.8981,3653.5,3592.25,131,14.2106
42.4379,3616.6,3591.49,132,13.2369
42.132,3821.4,3669.06,133,12.958
42.1501,3664.33,3670.08,134,12.9549
42.3763,3566.62,3623.28,135,14.7443
40.6727,4099.75,3946.82,136,12.5475
41.6546,3771.76,3370.37,137,11.3223
41.4702,3767.04,3776.27,138,13.3395
41.9792,3865.53,3693.58,139,13.1408
41.9719,3798.27,3750.51,140,12.9715
42.5003,3737.34,3714.13,141,14.5832
41.8945,4050.08,3815.74,142,12.0057
41.1148,4030.12,3878.13,143,11.9628
41.9058,3717.94,3673.09,144,13.8323
42.2005,3761.47,3734.16,145,13.7664
41.9603,3721.57,3290.98,146,13.3655
39.8869,4041.66,4007.33,147,11.5479
42.1894,3952.37,3794.8,148,13.8139
42.1895,3965.08,3190.14,149,11.4471
42.4884,3802.02,3402.23,150,13.8872
40.8793,4194.38,3796.73,151,11.2002
42.286,3600.87,3295.96,152,13.1545
41.0552,3971.5,3904.43,153,12.7583
41.2375,3995.45,3903.87,154,12.739
41.8178,3966.08,3868.64,155,13.9204
41.7573,4106.6,3919.14,156,14.516
42.157,3624.99,3660.71,157,14.3199
41.3128,3658.37,3408.97,158,13.6066
42.4264,3728.6,3558.07,159,14.3182
42.0164,3602.32,3608.51,160,13.4635
40.8016,4009.05,3853.43,161,12.4847
42.2266,3660.48,3637.63,162,13.1017
41.5232,3778.67,3770.9,163,12.7081
42.1805,3633.29,3557.29,164,12.0037
42.5218,3653.1,3570.54,165,14.6509
41.8992,3990.67,3759.71,166,13.5849
42.082,3759.84,3733.42,167,13.2573
41.5671,3749.2,3584.67,168,12.3604
41.2927,3704.2,3631.94,169,12.7426
41.6455,3839.54,3594.84,170,13.9142
40.7949,4045.66,3845.6,171,12.8528
42.0843,3562.41,3550.65,172,13.5866
42.3417,3270.88,3367.64,173,12.4996
42.1755,3636.84,3524.12,174,12.7566
41.7087,3710.97,3664.75,175,12.6861
41.8923,3779.74,3605.18,176,13.9057
41.661,3548.72,3540.4,177,11.6983
42.4929,3732.23,3577.42,178,14.9439
42.2946,3701.45,3609.35,179,14.3072
41.6934,3178.17,3630.52,180,12.6585
41.3066,3664.18,3674.67,181,12.9324
41.2578,3902.19,3800.56,182,12.2857
40.0489,3766.7,3515.44,183,11.5385
41.468,3201.74,3354.02,184,11.983
40.4094,3846.27,3762.2,185,12.2793
41.2792,3922.02,3768.69,186,11.5759
40.8984,3246.05,3737.25,187,13.32
41.0643,3996.29,3580.4,188,12.4465
40.9503,3735.67,3651.92,189,12.2977
41.7399,3716.14,3669.19,190,12.4097
42.3143,3787.59,3679.69,191,14.8765
41.4871,3820.61,3599.75,192,13.5116
41.1036,3757.98,3779.04,193,11.551
41.0825,3338.57,3573.21,194,11.9999
41.8538,3659.43,3648.94,195,13.0416
41.7501,3781.5,3713.56,196,13.3533
41.7945,3707.57,3732.17,197,13.4153
41.5664,3719.98,3748.24,198,14.2633
41.8909,3668.38,3655.54,199,12.7076
41.1118,3716.62,3682.14,200,12.4738
41.6335,3637.6,3672.5,201,13.7401
41.2476,3726.21,3736.06,202,13.3877
40.9907,3759.68,3740.51,203,13.7626
40.4402,3911.47,3728.25,204,13.436
41.5036,3829.44,3754.07,205,13.302
41.7583,3839.9,3649.95,206,13.8249
40.2874,3800.31,3790.68,207,13.2597
40.5182,4047.76,3904.37,208,12.8045
40.2277,3901.08,3621.48,209,12.8286
40.267,3807.52,3786.7,210,12.7146
40.225,3867.66,3871.8,211,13.0061
40.7509,3876.35,3871.34,212,13.4616
41.112,3800.65,3812.49,213,13.6356
41.0515,3900.13,3856.74,214,13.2019
41.0604,3880.61,3685.45,215,13.2607
40.839,3863.63,3863.13,216,12.9457
40.3876,3989.31,3903.96,217,13.0537
40.6933,3996.52,3918.82,218,12.5577
40.9531,3914.92,3898.09,219,13.0419
40.6749,3953.73,3890.78,220,13.3741
41.0904,3827.18,3792.81,221,12.8016
40.5226,3859.33,3892.89,222,12.1878
41.2376,3814.23,3736.27,223,13.0678
41.3222,3808.2,3679.76,224,12.0434
40.7914,3750.32,3403.29,225,12.2949
41.7019,3688.87,3729.82,226,12.7055
41.3809,3672.06,3672.23,227,12.9606
40.496,3686.82,3654.4,228,12.348
40.8986,3807.57,3810.51,229,12.5491
40.3676,3800.84,3684.63,230,11.8306
40.6573,3830.51,3784.21,231,11.805
40.4986,3877.01,3735.88,232,12.2231
41.2354,3865.1,3745.4,233,12.2948
40.537,3935.1,3816.59,234,12.4707
40.4633,3685.02,3626.56,235,12.2812
40.4504,3995.33,3752.19,236,12.3084
40.4037,3777.33,3867.91,237,12.6699
40.2326,3898.06,3808.74,238,11.7626
39.9159,3884.22,3777.86,239,11.9095
40.403,3932.22,3869.29,240,11.8938
40.34,3936.34,3829.04,241,12.465
40.2877,3974.63,3881.76,242,12.2135
40.5085,3944.38,3801.32,243,12.7925
40.7655,3922.17,3840.19,244,12.5198
40.8398,3878.57,3820.67,245,12.3552
41.1002,3588.43,3552.06,246,12.3315
40.915,3834.68,3420.27,247,12.4803
40.6156,3840.15,3834.21,248,12.5052
40.8449,3796.54,3881.7,249,12.7731
40.2248,3960.39,3752.08,250,12.1671
40.9609,3902.76,3897.23,251,13.4637
40.6846,3607.22,3463.98,252,12.1237
40.7895,3837.08,3806.43,253,12.2152
41.8078,3651.97,3399.2,254,15.3033
55.5746,9.61,8.18,255,45.4553
43.5216,2461.17,2460.89,256,24.7474
42.1273,3709.81,3386.6,257,16.0406
41.9685,3734.12,3696.8,258,16.3455
41.6833,2348.11,2965.98,259,14.7766
41.9652,1543.97,2542.73,260,16.3566
41.6711,3801.56,3155.28,261,12.353
42.0094,2131.44,2787.0,262,12.6769
41.2196,3238.93,2969.32,263,11.4031
41.2535,3278.19,3404.45,264,13.6175
40.7245,3700.41,3724.84,265,14.4044
41.2497,3775.57,3714.99,266,17.6325
41.0004,3824.66,3366.06,267,13.9556
40.9903,3078.9,3271.07,268,15.379
40.3989,3770.31,3387.44,269,13.1508
40.9869,3135.73,3203.34,270,19.2218
40.8074,2457.83,3003.48,271,19.502
40.5512,2007.66,3432.33,272,12.6484
40.8252,3203.54,2720.9,273,12.0114
40.8265,2943.85,2908.25,274,12.9532
40.3734,2627.57,3456.75,275,14.2218
40.8721,3801.48,3095.49,276,16.7609
41.2727,3855.54,3543.33,277,14.2422
41.3717,3777.7,3573.03,278,15.2792
41.1434,3751.84,3765.0,279,13.82
41.0009,3853.76,3772.31,280,13.4736
41.2032,3820.39,3669.73,281,13.7772
40.9464,3853.07,3681.17,282,14.0895
40.599,3806.59,3588.98,283,13.1764
40.6122,3858.14,3645.77,284,13.5284
40.3054,3936.52,3258.67,285,14.1843
41.0568,3884.09,3587.26,286,14.2116
40.6505,3895.35,3265.27,287,12.3907
40.7177,3889.36,3630.25,288,13.1069
40.816,3898.85,3750.87,289,13.6238
41.1647,3883.49,3847.87,290,13.6151
41.4001,3868.95,3711.34,291,14.7209
41.2256,3820.72,3810.39,292,14.6093
41.0405,3891.29,3766.99,293,14.3225
41.2537,3869.76,3814.42,294,13.9971
41.4492,3813.9,3708.15,295,14.575
41.3066,3851.49,3719.34,296,14.863
41.5357,3804.88,3791.57,297,15.1314
41.3512,3848.05,3760.68,298,16.4579
41.1827,3905.39,3674.31,299,15.2382
41.1427,3796.45,3757.35,300,16.3832
42.0401,401.91,2408.35,301,21.2432
41.1824,3750.05,3741.5,302,14.3992
41.2149,3850.84,3815.61,303,14.1049
40.9183,3850.13,3777.06,304,14.9934
41.0062,3850.58,3802.32,305,14.2862
40.9539,3793.92,3797.07,306,15.4164
40.83,3790.88,3795.14,307,14.5684
40.5424,3893.4,3549.34,308,13.6005
40.5308,3787.92,3767.72,309,13.881
40.5835,3818.39,3813.84,310,13.3462
40.2807,3917.25,3801.5,311,12.8043
40.2526,4036.67,3769.33,312,12.8167
40.2834,4004.11,3834.49,313,12.8087
40.1261,4040.1,3468.15,314,13.0407
39.7529,4093.45,3666.29,315,14.1949
39.7482,3994.9,3703.14,316,12.5791
40.3149,4025.48,3685.24,317,16.8746
39.6795,4183.64,3777.14,318,13.2927
39.7727,3937.3,3860.34,319,13.4635
40.0659,3913.86,3679.47,320,14.0832
39.9544,3924.62,3874.77,321,13.8445
40.925,3876.83,3616.62,322,13.8716
54.9729,1014.02,1138.59,323,36.6137
41.3017,773.18,3014.11,324,14.7484
40.8546,3951.11,3740.61,325,14.9887
40.2506,3911.29,3301.67,326,16.468
41.2006,3866.86,3425.42,327,14.8024
40.955,3864.69,3407.28,328,15.5105
40.5148,3870.7,3842.78,329,15.6253
40.6195,3891.36,3417.85,330,15.5229
54.0859,7.83,6.24,331,38.2738
55.1107,4.27,4.33,332,44.8516
57.3231,45.69,45.58,333,58.7847
45.0414,3094.21,3131.03,334,20.7692
46.6724,2230.67,2007.23,335,42.5385
45.1854,2594.3,2375.27,336,20.269
56.3145,47.65,45.56,337,137.5643
54.9146,87.84,81.05,338,67.7363
58.2532,1009.89,1009.43,339,66.3071
44.944,2897.55,2762.05,340,36.6709
46.4307,1220.79,1137.94,341,38.2392
43.7755,2801.4,2194.69,342,27.5517
57.1175,1007.66,1005.59,343,61.3524
55.1383,32.32,32.82,344,62.3094
56.9219,998.15,996.88,345,61.2925
57.0838,999.22,998.54,346,60.0603
57.4452,1020.76,1020.8,347,79.9565
43.4363,2462.48,2518.18,348,22.7751
44.0999,2360.28,1999.08,349,28.5155
41.1987,3911.17,3677.14,350,16.6727
41.4212,3851.12,3423.14,351,18.548
41.0506,3977.18,3931.85,352,18.5274
41.141,3792.02,3743.37,353,15.8554
41.5545,3857.44,3654.15,354,18.9025
41.2694,3967.87,3941.37,355,16.9738
41.1101,3973.97,3916.65,356,15.5592
40.4947,4037.27,3962.26,357,15.585
41.077,3966.07,3933.62,358,15.4183
40.0236,3991.87,3660.03,359,14.8335
40.1934,3577.89,3960.23,360,15.0644
40.3234,4043.98,3933.49,361,14.5946
40.3647,4029.72,3971.35,362,16.4604
40.1982,3306.01,3971.95,363,15.4875
40.141,4000.26,3922.48,364,15.3683
39.8593,4093.01,3990.54,365,15.345
40.7486,4010.03,3851.4,366,14.1035
39.6991,4031.03,3985.32,367,13.9393
39.9003,4029.39,3903.14,368,13.9743
40.3024,3956.39,3926.28,369,14.4194
40.2204,3947.16,3786.94,370,14.2535
39.9923,3940.22,3928.92,371,15.6437
40.1055,3945.78,3937.41,372,17.7873
40.0878,3990.47,3947.04,373,13.945
39.9213,3945.48,3763.51,374,13.9368
40.2907,3934.31,3940.39,375,18.6809
40.4614,3922.38,3897.35,376,13.7553
40.5851,3988.98,3968.52,377,17.72
39.8351,3987.88,3971.34,378,13.7614
40.3758,3973.76,3947.4,379,17.2474
40.2566,3970.2,3465.09,380,14.2234
40.2083,3953.66,3960.39,381,15.9384
41.0446,3966.45,3462.41,382,14.7021
40.8999,4007.29,3189.5,383,19.7408
39.8597,4009.06,3673.89,384,14.3043
40.7755,4019.46,3849.79,385,17.441
40.4346,3985.37,3516.84,386,14.0604
40.1691,3997.32,3956.05,387,14.5155
40.7519,4024.27,3993.11,388,14.4156
40.1343,4044.15,4022.31,389,14.2587
40.2248,3983.79,3959.56,390,14.4554
40.3795,4016.0,3964.36,391,14.5247
40.2772,3975.03,3950.65,392,13.864
41.0216,3985.55,3926.84,393,16.4584
40.1032,4007.86,3795.56,394,14.308
40.5551,3956.89,3759.97,395,15.7293
40.4615,4016.99,3478.82,396,18.6193
39.9211,3994.91,3967.46,397,15.6196
39.9409,4008.83,3972.52,398,15.6035
40.4257,4031.6,4019.65,399,18.961
40.7229,4008.95,4006.42,400,15.365
