Running Reverse KL,Reward Loss,Itration,Running Update Time,Running Forward KL,Real Det Return,Real Sto Return,Running Env Steps
15.4204,-5058.9150390625,150,150,156.7967,2171.39,1831.33,750000
15.4243,-5111.41357421875,151,151,156.6115,2237.2,1873.78,755000
15.6303,-5143.0654296875,152,152,156.7341,2234.6,1865.61,760000
15.5935,-5240.37109375,153,153,156.7803,2200.41,1822.13,765000
15.1714,-5261.3037109375,154,154,156.716,2184.88,1821.69,770000
15.3225,-5293.13427734375,155,155,156.8757,2213.96,1847.32,775000
15.2017,-5355.9765625,156,156,156.5529,2201.57,1833.46,780000
15.2917,-5403.8642578125,157,157,156.6575,2188.84,1825.44,785000
15.1786,-5457.83447265625,158,158,156.6033,2222.61,1831.91,790000
15.1098,-5488.1572265625,159,159,156.5431,2171.53,1809.42,795000
15.1818,-5553.32080078125,160,160,156.6791,2154.19,1825.22,800000
15.2899,-5575.650390625,161,161,156.5569,2228.98,1866.35,805000
15.0557,-5631.61328125,162,162,156.5799,2217.21,1848.73,810000
15.3063,-5721.95166015625,163,163,156.5715,2251.72,1847.81,815000
15.1944,-5751.2021484375,164,164,156.7817,2239.6,1851.22,820000
15.2439,-5819.73681640625,165,165,156.6951,2223.66,1847.91,825000
15.3343,-5878.8388671875,166,166,156.7668,2185.37,1827.39,830000
15.0535,-5877.7236328125,167,167,156.599,2182.9,1838.94,835000
15.1937,-5975.7294921875,168,168,156.6793,2240.89,1852.66,840000
15.1696,-6030.13037109375,169,169,156.5127,2207.38,1845.72,845000
15.3646,-6058.24853515625,170,170,156.6894,2217.82,1859.95,850000
15.339,-6147.48486328125,171,171,156.5777,2210.83,1869.29,855000
15.4416,-6206.62255859375,172,172,156.6471,2283.06,1872.05,860000
15.2851,-6223.65576171875,173,173,156.5734,2246.18,1872.14,865000
15.5845,-6301.2001953125,174,174,156.7219,2265.16,1915.29,870000
15.2396,-6342.90576171875,175,175,156.5237,2188.78,1840.76,875000
15.1506,-6417.8623046875,176,176,156.6394,2231.18,1862.62,880000
15.2591,-6447.35302734375,177,177,156.8161,2250.54,1873.93,885000
15.1757,-6491.4130859375,178,178,156.5156,2244.16,1869.24,890000
15.5053,-6497.1240234375,179,179,156.6176,2262.93,1906.96,895000
15.264,-6571.3994140625,180,180,156.6364,2216.1,1872.59,900000
15.1869,-6621.09375,181,181,156.7925,2215.91,1870.62,905000
15.1562,-6708.37353515625,182,182,156.6139,2240.25,1877.84,910000
15.6875,-6725.05224609375,183,183,156.6656,2267.33,1918.71,915000
15.2647,-6749.3388671875,184,184,156.5731,2237.85,1867.96,920000
14.7662,-6797.01123046875,185,185,156.6903,2147.23,1797.97,925000
15.3942,-6853.70166015625,186,186,156.6708,2251.57,1893.62,930000
15.39,-6874.1279296875,187,187,156.6317,2277.48,1918.98,935000
15.0591,-6991.20068359375,188,188,156.8666,2163.05,1811.93,940000
15.1093,-6978.55322265625,189,189,156.5333,2251.64,1882.99,945000
15.3484,-7083.85546875,190,190,156.8323,2205.81,1858.73,950000
15.3498,-7058.69677734375,191,191,156.7478,2228.28,1876.86,955000
15.578,-7146.0361328125,192,192,156.6669,2272.84,1907.74,960000
15.0996,-7213.9990234375,193,193,156.6264,2210.4,1894.31,965000
15.4018,-7263.30224609375,194,194,156.6276,2281.45,1910.98,970000
15.2728,-7297.21142578125,195,195,156.8129,2263.67,1891.16,975000
14.9379,-7332.2802734375,196,196,156.8383,2196.73,1857.95,980000
15.1848,-7442.744140625,197,197,156.6422,2281.8,1910.24,985000
15.2812,-7443.84521484375,198,198,156.782,2262.14,1886.43,990000
15.2763,-7497.20458984375,199,199,156.5202,2233.72,1860.18,995000
15.0118,-7568.01513671875,200,200,156.6721,2258.25,1878.2,1000000
15.0151,-7629.85009765625,201,201,156.7063,2236.93,1870.65,1005000
14.945,-7688.73291015625,202,202,156.4838,2223.29,1868.33,1010000
15.0088,-7722.78271484375,203,203,156.8268,2243.6,1857.37,1015000
15.012,-7756.4619140625,204,204,156.5838,2253.78,1892.63,1020000
15.0739,-7812.373046875,205,205,156.8241,2230.72,1859.63,1025000
15.001,-7864.0830078125,206,206,156.6528,2199.15,1840.89,1030000
14.7718,-7921.56201171875,207,207,156.7259,2216.39,1834.95,1035000
15.0858,-7998.6875,208,208,156.666,2192.91,1838.18,1040000
14.9476,-8019.75146484375,209,209,156.6571,2200.07,1850.67,1045000
14.9786,-8092.294921875,210,210,156.6663,2243.15,1855.57,1050000
15.1758,-8154.46875,211,211,156.5886,2218.67,1826.92,1055000
14.886,-8186.49853515625,212,212,156.6241,2217.71,1847.19,1060000
14.8349,-8249.65625,213,213,156.7735,2217.51,1837.43,1065000
14.7389,-8278.61328125,214,214,156.6216,2199.58,1830.72,1070000
14.9028,-8345.115234375,215,215,156.6395,2232.93,1856.33,1075000
14.7093,-8362.8779296875,216,216,156.5821,2192.17,1831.49,1080000
14.7927,-8425.4013671875,217,217,156.6861,2185.27,1796.37,1085000
15.0423,-8411.03125,218,218,156.55,2222.33,1869.96,1090000
14.9017,-8439.6884765625,219,219,156.616,2210.94,1878.14,1095000
15.0609,-8473.5537109375,220,220,156.69,2241.81,1854.68,1100000
14.7437,-8492.9423828125,221,221,156.6071,2189.94,1846.85,1105000
14.9482,-8558.1435546875,222,222,156.4702,2216.08,1846.62,1110000
14.4793,-8529.8515625,223,223,156.6138,2132.09,1815.47,1115000
14.9377,-8558.3857421875,224,224,156.6557,2203.59,1783.17,1120000
14.5996,-8600.6474609375,225,225,156.5342,2184.27,1839.31,1125000
14.6351,-8638.49609375,226,226,156.588,2136.81,1830.23,1130000
14.8096,-8683.8310546875,227,227,156.6407,2218.05,1850.15,1135000
14.8143,-8713.6162109375,228,228,156.6189,2175.16,1848.73,1140000
14.9342,-8721.677734375,229,229,156.6191,2212.44,1836.97,1145000
14.9037,-8768.8642578125,230,230,156.6492,2233.6,1893.6,1150000
14.6843,-8782.83203125,231,231,156.6055,2202.56,1876.31,1155000
14.8226,-8828.6572265625,232,232,156.6375,2221.26,1845.41,1160000
14.6151,-8857.5029296875,233,233,156.5211,2151.42,1812.05,1165000
14.6664,-8880.19921875,234,234,156.5383,2222.0,1853.83,1170000
15.1837,-8938.8046875,235,235,156.6805,2219.32,1862.17,1175000
14.7805,-8952.5703125,236,236,156.5487,2199.0,1849.41,1180000
14.909,-9006.0634765625,237,237,156.653,2194.05,1842.67,1185000
14.5667,-9008.81640625,238,238,156.663,2199.57,1824.54,1190000
14.8102,-9075.8310546875,239,239,156.6144,2213.66,1874.45,1195000
14.6019,-9090.63671875,240,240,156.5212,2205.29,1825.72,1200000
14.6962,-9143.0087890625,241,241,156.5779,2217.55,1846.05,1205000
14.4413,-9167.044921875,242,242,156.6705,2206.33,1854.27,1210000
14.8732,-9192.9423828125,243,243,156.6255,2227.17,1834.15,1215000
14.7432,-9241.544921875,244,244,156.5591,2201.64,1832.35,1220000
14.8946,-9259.94921875,245,245,156.6469,2220.02,1855.33,1225000
14.651,-9305.677734375,246,246,156.62,2227.7,1851.41,1230000
14.587,-9322.2998046875,247,247,156.5563,2208.38,1823.36,1235000
14.8551,-9358.005859375,248,248,156.4621,2158.68,1863.22,1240000
14.7555,-9407.7548828125,249,249,156.4806,2096.72,1855.46,1245000
14.5846,-9438.9677734375,250,250,156.5203,2250.0,1843.75,1250000
14.9848,-9461.9267578125,251,251,156.5636,2200.29,1828.23,1255000
14.8691,-9477.25,252,252,156.4467,2207.84,1822.61,1260000
14.793,-9527.3974609375,253,253,156.6377,2230.05,1867.51,1265000
14.5302,-9546.4736328125,254,254,156.5488,2198.51,1862.54,1270000
14.7122,-9583.4326171875,255,255,156.4761,2228.26,1842.49,1275000
14.5865,-9646.048828125,256,256,156.6035,2238.17,1839.1,1280000
14.912,-9666.5791015625,257,257,156.4292,2235.54,1859.91,1285000
14.8838,-9711.4404296875,258,258,156.5242,2219.22,1850.8,1290000
14.8976,-9740.576171875,259,259,156.6848,2252.54,1856.28,1295000
14.9052,-9782.58984375,260,260,156.6154,2234.7,1856.84,1300000
14.8352,-9818.310546875,261,261,156.5401,2227.31,1866.69,1305000
14.8364,-9851.80078125,262,262,156.5108,2170.45,1842.33,1310000
14.3226,-9807.1904296875,263,263,156.6532,1944.25,1794.75,1315000
14.3379,-9814.787109375,264,264,156.5962,2076.27,1742.31,1320000
14.9597,-9898.3740234375,265,265,156.6536,2157.39,1784.05,1325000
17.9791,-9475.3525390625,266,266,159.2055,-332.4,-263.15,1330000
15.4052,-10060.0478515625,267,267,156.7585,1919.62,1683.25,1335000
14.2859,-10068.9296875,268,268,156.8177,673.16,773.92,1340000
21.2944,-10093.1220703125,269,269,157.5797,-800.75,-924.74,1345000
13.7225,-10070.5146484375,270,270,157.4962,205.56,60.0,1350000
23.8905,-9381.126953125,271,271,158.7402,-446.82,-208.53,1355000
23.5063,-9414.4560546875,272,272,158.1526,-864.55,-540.21,1360000
16.8434,-9762.447265625,273,273,159.4543,-1039.7,-976.58,1365000
18.5407,-9711.0791015625,274,274,158.2345,-170.25,-217.08,1370000
15.3433,-9385.9033203125,275,275,157.4302,-8.15,-46.8,1375000
13.9049,-9168.3173828125,276,276,157.4968,-247.69,-276.45,1380000
21.9161,-10111.427734375,277,277,159.7883,-1203.92,-1130.21,1385000
18.6127,-9546.7109375,278,278,159.016,-339.26,-341.85,1390000
40.0628,-8973.8720703125,279,279,159.8254,-507.1,-475.49,1395000
15.8028,-9347.025390625,280,280,158.8048,-437.96,-254.93,1400000
15.1128,-9768.19921875,281,281,158.2033,341.09,449.69,1405000
14.8976,-9487.3447265625,282,282,158.3072,-100.2,-162.1,1410000
21.3544,-9093.400390625,283,283,158.154,-480.5,-387.2,1415000
15.4855,-10178.02734375,284,284,157.5413,-347.36,-271.02,1420000
14.9713,-10039.130859375,285,285,157.937,-345.77,-232.97,1425000
16.6914,-9660.693359375,286,286,158.51,-265.26,-285.72,1430000
14.3832,-9603.328125,287,287,158.8148,-78.1,-131.53,1435000
16.8397,-9837.513671875,288,288,158.9643,63.53,2.3,1440000
13.0238,-10321.2744140625,289,289,156.984,158.08,304.32,1445000
15.4402,-10192.0556640625,290,290,157.0864,-213.03,-57.63,1450000
15.1375,-10861.6708984375,291,291,156.7445,1424.92,1256.63,1455000
14.9002,-10871.4765625,292,292,156.7234,1170.6,1287.4,1460000
14.7367,-10753.416015625,293,293,156.5566,1447.57,1191.86,1465000
14.1339,-10711.251953125,294,294,156.4359,1443.11,1416.86,1470000
14.2588,-10752.0234375,295,295,156.7324,1274.99,1127.9,1475000
14.7746,-10344.9384765625,296,296,157.2917,-451.85,-365.31,1480000
14.2701,-10231.609375,297,297,157.7258,-462.68,-363.66,1485000
14.2754,-10513.0048828125,298,298,156.9285,-405.26,319.96,1490000
13.3895,-10697.5625,299,299,156.8443,518.16,1152.2,1495000
19.0879,-10298.5771484375,300,300,157.7948,99.01,-44.87,1500000
13.1563,-10932.4111328125,301,301,157.3481,87.57,200.04,1505000
13.7577,-11325.5791015625,302,302,157.5194,386.22,649.04,1510000
13.6266,-11196.779296875,303,303,157.0189,1086.65,836.28,1515000
22.3394,-10165.4736328125,304,304,159.2715,-325.05,-140.85,1520000
14.5874,-11409.8515625,305,305,157.2714,914.49,906.47,1525000
14.6923,-10912.57421875,306,306,156.6688,287.36,680.95,1530000
14.8702,-11179.2578125,307,307,156.8619,1023.47,1376.36,1535000
12.5081,-10471.4404296875,308,308,157.3457,370.04,475.46,1540000
13.6889,-11563.962890625,309,309,157.2056,856.98,913.98,1545000
12.1033,-10696.5537109375,310,310,157.2712,668.74,531.06,1550000
14.0501,-11224.8330078125,311,311,156.9259,1440.3,1201.59,1555000
13.1742,-11387.439453125,312,312,156.9133,1219.56,908.0,1560000
15.9687,-11655.5693359375,313,313,157.892,60.05,236.55,1565000
14.7944,-11396.798828125,314,314,157.4797,479.67,561.86,1570000
14.6561,-11675.451171875,315,315,157.3787,588.93,562.02,1575000
14.2492,-11511.703125,316,316,156.7443,599.27,855.49,1580000
14.7947,-11824.9228515625,317,317,157.0727,619.88,695.23,1585000
15.0905,-11570.2822265625,318,318,157.1327,835.25,855.66,1590000
14.3892,-11423.4892578125,319,319,157.0767,937.56,851.2,1595000
14.4342,-11652.6181640625,320,320,157.2571,763.07,640.71,1600000
14.7075,-11378.3037109375,321,321,156.7425,1852.8,1440.66,1605000
14.9181,-11490.083984375,322,322,156.968,1348.33,1153.87,1610000
15.5004,-11404.6474609375,323,323,156.7892,1993.08,1577.95,1615000
15.8838,-11361.228515625,324,324,156.9088,1856.06,1588.0,1620000
15.8924,-11497.8583984375,325,325,156.7442,1886.01,1502.82,1625000
16.4701,-11884.111328125,326,326,157.0185,1565.62,1429.14,1630000
16.1982,-12342.83984375,327,327,157.9691,644.79,599.2,1635000
14.2853,-11543.0048828125,328,328,156.9302,1685.28,1401.01,1640000
15.9005,-11469.8583984375,329,329,157.0772,1843.35,1614.91,1645000
16.2847,-11716.8486328125,330,330,157.3068,1513.19,1402.95,1650000
13.2271,-12283.671875,331,331,157.9002,433.95,303.53,1655000
15.6975,-11588.6953125,332,332,156.8648,2025.47,1652.81,1660000
15.4528,-11660.095703125,333,333,156.8126,1834.85,1561.18,1665000
15.9777,-11779.54296875,334,334,157.23,961.72,489.31,1670000
15.8976,-11542.94140625,335,335,156.8192,2065.98,1694.39,1675000
15.8225,-11468.248046875,336,336,156.7079,2085.6,1724.68,1680000
15.7442,-11462.830078125,337,337,156.9387,2107.61,1729.38,1685000
15.6942,-11590.138671875,338,338,156.6982,2150.91,1811.03,1690000
15.5883,-11585.5302734375,339,339,156.7912,2124.27,1812.89,1695000
14.8165,-11594.875,340,340,156.84,2054.89,1685.29,1700000
15.5953,-11678.232421875,341,341,156.7982,2103.96,1716.46,1705000
15.6797,-11714.5791015625,342,342,156.7071,2173.08,1808.51,1710000
15.0865,-11715.7626953125,343,343,156.7621,1983.06,1686.94,1715000
13.9909,-11375.826171875,344,344,156.9297,-50.09,956.15,1720000
15.2223,-11707.0224609375,345,345,156.717,2083.87,1751.5,1725000
14.7266,-11753.5185546875,346,346,156.8084,1825.68,1544.54,1730000
15.7533,-11831.767578125,347,347,156.7387,2075.79,1760.25,1735000
15.6136,-11864.3681640625,348,348,156.9243,2136.42,1802.61,1740000
15.3225,-11784.6103515625,349,349,156.7548,2111.07,1788.82,1745000
15.6427,-11761.2509765625,350,350,156.7219,2090.5,1758.22,1750000
15.7092,-11833.7548828125,351,351,157.0013,2145.03,1786.44,1755000
15.4974,-11855.28515625,352,352,156.801,2130.8,1780.62,1760000
15.5334,-11783.388671875,353,353,156.8896,2067.22,1774.23,1765000
15.4838,-11927.2099609375,354,354,156.8718,2102.44,1777.53,1770000
15.3202,-11985.8916015625,355,355,156.8014,2075.21,1756.84,1775000
15.2297,-12206.3564453125,356,356,157.0318,2064.21,1616.16,1780000
15.2918,-12600.4609375,357,357,156.9679,1364.99,1224.33,1785000
15.8646,-12092.7216796875,358,358,156.8,1912.22,1593.86,1790000
15.3351,-12920.1455078125,359,359,157.7599,802.02,789.86,1795000
16.145,-12106.197265625,360,360,156.7727,2112.08,1788.56,1800000
15.6673,-11965.1142578125,361,361,156.6448,2038.12,1698.54,1805000
14.5449,-12600.322265625,362,362,157.3844,1404.93,1214.16,1810000
14.8311,-12563.9033203125,363,363,157.3297,1051.45,902.7,1815000
15.4001,-12525.20703125,364,364,156.8672,1713.46,1345.89,1820000
16.0948,-12132.73046875,365,365,156.929,2166.71,1818.81,1825000
15.7616,-12197.6728515625,366,366,156.9528,2175.45,1843.33,1830000
15.4223,-12226.4541015625,367,367,156.778,2142.18,1844.63,1835000
15.3848,-12251.453125,368,368,156.9731,2147.56,1802.08,1840000
15.1691,-12220.5869140625,369,369,156.8821,2137.69,1815.68,1845000
15.1985,-12311.7734375,370,370,156.7075,2174.11,1831.37,1850000
15.0526,-12288.3701171875,371,371,156.7708,2147.39,1814.63,1855000
15.0021,-12371.3017578125,372,372,156.7577,2138.52,1819.97,1860000
14.9501,-12352.01953125,373,373,156.6978,2152.31,1815.53,1865000
15.2119,-12358.216796875,374,374,156.6736,2169.87,1844.96,1870000
15.1268,-12379.55078125,375,375,156.8107,2147.63,1834.43,1875000
15.0676,-12416.681640625,376,376,156.7432,2158.2,1841.02,1880000
15.4317,-12477.861328125,377,377,156.8944,2192.45,1867.88,1885000
15.4023,-12472.7900390625,378,378,156.7466,2187.22,1873.57,1890000
15.2748,-12501.9609375,379,379,156.7039,2165.98,1855.23,1895000
15.3839,-12534.240234375,380,380,156.7723,2183.28,1850.44,1900000
15.3386,-12584.9326171875,381,381,156.7379,2175.57,1836.77,1905000
15.2157,-12589.50390625,382,382,156.6959,2158.55,1837.23,1910000
15.0683,-12599.6220703125,383,383,156.6622,2170.2,1815.09,1915000
15.3139,-12603.4775390625,384,384,156.8601,2184.26,1849.46,1920000
15.1537,-12663.1025390625,385,385,156.8136,2148.5,1823.39,1925000
15.3709,-12751.05859375,386,386,156.8255,2206.6,1868.53,1930000
