Real Det Return,Running Reverse KL,Itration,Running Forward KL,Running Env Steps,Running Update Time,Reward Loss,Real Sto Return
2049.73,171.3919,48,328.4754,240000,48,-22557.056640625,3399.88
1144.47,203.7211,49,322.9232,245000,49,-25391.455078125,2302.67
560.51,201.5762,50,326.9083,250000,50,-26391.21484375,1826.41
487.15,184.1531,51,331.8419,255000,51,-26345.55859375,2078.42
1113.63,177.9741,52,326.9091,260000,52,-26551.9296875,1805.65
2605.29,168.9436,53,316.4169,265000,53,-24726.197265625,3189.89
3565.55,109.7275,54,307.2188,270000,54,-17847.92578125,3834.41
2133.12,149.8187,55,311.3457,275000,55,-21000.841796875,3782.98
1603.32,155.7942,56,315.7323,280000,56,-24392.7734375,3098.38
3964.08,155.0302,57,315.8854,285000,57,-22988.455078125,3059.68
2266.8,145.0978,58,312.4787,290000,58,-26610.767578125,3706.61
954.41,183.4219,59,320.6702,295000,59,-29775.818359375,2452.35
976.65,110.9178,60,305.1358,300000,60,-20459.576171875,2623.63
1995.06,125.4247,61,317.2107,305000,61,-22961.91796875,4679.34
2173.06,152.8999,62,307.6885,310000,62,-24576.30859375,3972.86
1329.51,163.5445,63,306.6559,315000,63,-27537.25390625,3086.84
2295.8,150.3339,64,314.1774,320000,64,-28666.556640625,4193.41
4487.5,91.9033,65,295.5011,325000,65,-17893.13671875,4656.64
3193.03,184.3129,66,311.0425,330000,66,-30512.78125,4230.98
1172.89,105.5813,67,301.0702,335000,67,-22335.568359375,4308.08
651.59,210.294,68,324.4606,340000,68,-36051.18359375,2670.17
2177.7,165.589,69,311.0867,345000,69,-31767.09765625,3575.79
3060.6,176.7622,70,316.019,350000,70,-32831.8671875,2624.72
2389.53,152.0563,71,315.2687,355000,71,-30511.416015625,4299.7
1271.65,220.3647,72,322.8877,360000,72,-39763.23828125,3081.35
3052.69,96.5021,73,306.9233,365000,73,-22694.865234375,4406.26
1515.06,134.3691,74,308.0446,370000,74,-29302.9296875,3420.72
1781.12,171.3543,75,305.7969,375000,75,-32514.544921875,3820.84
1638.6,157.1301,76,307.1076,380000,76,-32890.7890625,3301.02
2223.83,111.5938,77,312.082,385000,77,-25571.748046875,4368.48
928.1,196.1234,78,310.4577,390000,78,-35840.109375,3135.95
2645.2,112.83,79,305.5096,395000,79,-27103.84375,3970.4
1852.23,161.99,80,308.9539,400000,80,-34199.33984375,3692.21
2148.37,107.4619,81,304.894,405000,81,-29737.681640625,4270.39
3329.65,97.3395,82,305.9291,410000,82,-26633.033203125,4956.67
3727.61,106.4714,83,302.4691,415000,83,-28747.052734375,4480.84
4981.64,107.2329,84,300.8931,420000,84,-29467.921875,4895.56
4050.6,128.6469,85,310.7731,425000,85,-31643.076171875,4687.64
4266.84,108.0872,86,313.4786,430000,86,-29625.578125,4972.12
4006.04,105.6392,87,306.9865,435000,87,-31313.576171875,4993.89
3755.58,107.6109,88,306.8837,440000,88,-31550.76171875,4529.48
4165.04,127.211,89,310.8707,445000,89,-34492.328125,3148.46
3290.88,98.5784,90,306.9084,450000,90,-30665.978515625,4820.34
4478.97,109.1823,91,314.0754,455000,91,-32717.490234375,4304.69
1433.3,134.3037,92,315.9079,460000,92,-37574.546875,3226.39
5023.12,106.9564,93,307.1888,465000,93,-33156.85546875,4372.12
4528.97,104.8921,94,308.1602,470000,94,-35574.5234375,4932.78
2552.24,122.3427,95,311.5144,475000,95,-37482.94921875,4907.7
4346.78,118.443,96,312.9755,480000,96,-39029.5703125,4974.62
1085.26,149.5164,97,316.9173,485000,97,-42974.3125,4661.96
4770.99,99.6155,98,304.5668,490000,98,-36301.73046875,4999.24
4534.48,108.4795,99,309.0975,495000,99,-39937.49609375,5062.45
3020.33,104.4305,100,307.9391,500000,100,-38407.546875,5108.96
2666.06,98.5318,101,305.6856,505000,101,-40226.76953125,4837.51
4082.42,89.5753,102,296.8256,510000,102,-38282.59375,4833.07
4460.52,91.8541,103,301.2742,515000,103,-40612.51171875,4836.0
4931.41,97.362,104,301.9368,520000,104,-42437.625,4815.14
2552.16,103.4932,105,308.7164,525000,105,-43567.36328125,4621.14
1932.21,97.1828,106,304.5315,530000,106,-43723.88671875,4938.76
1345.36,105.6571,107,318.047,535000,107,-45900.390625,5111.23
1945.09,109.2891,108,319.9311,540000,108,-47664.48046875,4809.89
4721.09,101.4058,109,307.3334,545000,109,-47327.4921875,5146.57
4185.38,114.9249,110,315.2257,550000,110,-50087.18359375,4910.83
2688.84,122.4997,111,319.9539,555000,111,-49214.6328125,3268.08
5012.8,97.0046,112,311.3241,560000,112,-49215.43359375,5075.31
3998.99,96.0336,113,307.2448,565000,113,-50574.828125,5082.0
2800.36,98.6406,114,306.5415,570000,114,-51461.515625,4583.57
1587.76,106.4907,115,308.2217,575000,115,-52062.29296875,3983.53
2012.32,104.0985,116,310.1822,580000,116,-53131.171875,4937.55
4422.33,115.6519,117,317.2941,585000,117,-52302.9453125,4801.31
1735.48,99.0517,118,310.9037,590000,118,-54044.48828125,4752.61
2624.14,117.0607,119,312.3318,595000,119,-55693.53125,4608.68
2112.75,101.2887,120,314.4643,600000,120,-56119.84765625,4926.54
1851.01,123.0957,121,322.4326,605000,121,-57174.16015625,4020.65
1825.25,97.4041,122,305.5027,610000,122,-55689.67578125,4944.33
1364.19,101.8614,123,310.0771,615000,123,-55569.81640625,4580.08
1919.77,110.355,124,310.9928,620000,124,-57944.06640625,4919.52
3016.61,96.5543,125,306.5994,625000,125,-57443.58984375,4921.0
3226.97,106.5071,126,311.1884,630000,126,-60635.73046875,5122.43
2390.27,97.1085,127,306.0295,635000,127,-59023.12109375,4880.6
1564.2,113.3052,128,301.7044,640000,128,-58374.265625,4449.75
3410.86,95.8284,129,309.4532,645000,129,-59095.8671875,5001.28
3743.26,97.1739,130,306.6042,650000,130,-60566.6953125,5088.07
3601.81,97.9339,131,307.5179,655000,131,-62295.359375,5051.15
3771.37,98.0463,132,308.2538,660000,132,-62649.77734375,5069.33
2659.4,98.7875,133,308.3612,665000,133,-61686.66015625,5157.2
2945.51,93.9949,134,297.3173,670000,134,-61312.1875,5135.53
3829.47,93.8484,135,308.5762,675000,135,-63807.07421875,4891.01
3573.98,98.7363,136,301.3327,680000,136,-63503.78125,5011.25
1718.39,123.3443,137,310.03,685000,137,-64512.75390625,4285.35
4222.35,101.0257,138,311.136,690000,138,-65187.203125,5100.01
3193.51,93.3129,139,300.6054,695000,139,-63681.84375,5100.77
2972.21,92.0651,140,309.3423,700000,140,-65426.375,5070.71
4966.64,90.8775,141,300.1248,705000,141,-65648.3828125,5110.71
1960.36,95.9135,142,309.278,710000,142,-67479.765625,4967.18
4675.39,96.8605,143,307.5719,715000,143,-67130.953125,4921.96
4169.14,96.2103,144,311.9344,720000,144,-68457.84375,5026.66
4569.03,100.2059,145,309.5631,725000,145,-68439.28125,5022.65
5128.7,97.3984,146,306.7182,730000,146,-69784.8203125,5102.1
1063.16,106.1764,147,309.1603,735000,147,-70156.3515625,4066.34
3815.59,93.3385,148,304.8007,740000,148,-69915.453125,5080.05
3670.66,102.7603,149,297.5296,745000,149,-69179.0859375,4768.06
5056.45,91.3432,150,305.5804,750000,150,-70140.671875,5126.98
3819.82,100.7645,151,312.0666,755000,151,-72734.8828125,5154.69
1459.18,98.6123,152,309.1318,760000,152,-71648.5390625,5042.52
5023.32,97.9736,153,304.7652,765000,153,-70849.78125,5152.68
4576.33,95.6083,154,306.5825,770000,154,-72391.3046875,4745.54
5108.38,104.6604,155,308.8355,775000,155,-73168.734375,4985.82
4145.87,96.2954,156,306.9385,780000,156,-73310.7109375,4841.08
5126.81,108.4806,157,306.4063,785000,157,-71810.9296875,4770.72
5192.67,97.8466,158,310.8336,790000,158,-74488.5234375,5116.43
4858.76,102.5245,159,311.3851,795000,159,-75043.234375,5216.02
5148.3,98.2987,160,309.7908,800000,160,-74873.34375,5128.07
4722.88,95.7664,161,301.6141,805000,161,-75753.0859375,5136.78
4196.52,98.7527,162,309.2229,810000,162,-76846.4296875,5012.63
5194.23,113.9741,163,309.4583,815000,163,-76211.09375,5049.89
5084.32,110.8412,164,309.177,820000,164,-76386.2421875,5084.37
5312.33,121.1017,165,308.2587,825000,165,-74720.546875,4882.99
4943.87,105.2562,166,314.7033,830000,166,-78723.765625,4910.28
5166.84,99.3805,167,306.9093,835000,167,-78362.2109375,5062.0
3357.81,100.8935,168,313.2643,840000,168,-79444.8671875,4904.95
4866.75,92.9705,169,308.9539,845000,169,-79355.71875,5075.37
4684.35,113.8531,170,313.193,850000,170,-80146.4609375,4865.42
4773.84,102.972,171,314.9462,855000,171,-80627.2578125,4942.2
5170.59,99.6909,172,310.8129,860000,172,-80965.4921875,5100.11
4394.88,97.5525,173,305.9462,865000,173,-79897.8984375,5075.12
4632.16,104.5603,174,312.5065,870000,174,-81900.7734375,5120.05
5243.68,105.2644,175,312.1178,875000,175,-80492.3984375,5188.04
4874.24,97.9596,176,310.6041,880000,176,-82250.828125,5062.72
4878.1,94.5204,177,308.3038,885000,177,-80866.3984375,4783.46
4759.27,94.5113,178,304.2907,890000,178,-81529.2890625,5131.28
5187.02,123.572,179,317.4373,895000,179,-82654.8984375,4763.98
5194.29,100.8804,180,308.7126,900000,180,-82453.859375,5154.69
4325.79,116.4001,181,313.3703,905000,181,-80878.15625,4519.05
5171.77,100.8566,182,310.6707,910000,182,-83731.5546875,5105.7
4803.89,96.9459,183,304.0396,915000,183,-83937.7109375,5109.86
5038.7,101.3298,184,305.1712,920000,184,-82796.5390625,4986.86
4662.39,93.385,185,298.8639,925000,185,-83494.7578125,4916.71
4223.54,94.4253,186,301.2653,930000,186,-83873.8984375,5098.9
4253.7,115.9887,187,313.7493,935000,187,-84435.796875,5000.95
5215.82,104.8413,188,307.1214,940000,188,-81767.3671875,4845.74
3168.45,111.2798,189,311.2112,945000,189,-83130.9140625,4729.87
4798.29,108.9995,190,312.3253,950000,190,-83815.7578125,5052.27
3144.85,118.3381,191,313.8035,955000,191,-85000.3828125,5139.15
2573.23,91.0956,192,301.9862,960000,192,-84509.578125,5012.63
4820.91,94.5275,193,309.2591,965000,193,-85052.9140625,4510.91
3278.16,93.8089,194,310.7527,970000,194,-85779.203125,4799.42
4871.44,100.1452,195,316.2748,975000,195,-86078.5078125,5165.62
3396.18,90.3789,196,304.7716,980000,196,-84781.171875,4847.58
3930.43,98.3579,197,307.2547,985000,197,-86085.8125,5146.81
3395.03,97.1526,198,304.3355,990000,198,-85760.265625,4910.47
4316.56,108.376,199,313.8135,995000,199,-84723.203125,5042.42
3564.83,102.3322,200,311.6409,1000000,200,-85766.6640625,5046.27
4270.2,107.275,201,310.5704,1005000,201,-85734.65625,4703.85
3638.83,92.2798,202,302.5115,1010000,202,-85469.078125,4972.68
5161.38,107.09,203,307.4539,1015000,203,-84166.1015625,4950.7
4950.98,122.1409,204,311.1463,1020000,204,-84034.9921875,4484.75
5009.83,124.556,205,307.3749,1025000,205,-84804.8984375,4821.86
2725.1,118.1172,206,311.5809,1030000,206,-84427.6015625,4733.98
2507.83,90.03,207,300.3649,1035000,207,-86105.34375,4681.36
4478.85,92.0015,208,305.2973,1040000,208,-86508.015625,5203.96
4086.15,90.3187,209,305.5032,1045000,209,-87371.484375,4787.72
5229.8,99.8156,210,308.863,1050000,210,-87863.2265625,4992.53
4269.91,95.0594,211,306.6573,1055000,211,-88436.890625,4139.27
3552.0,98.6935,212,311.4185,1060000,212,-87547.453125,5009.01
4798.69,98.9015,213,304.0198,1065000,213,-88126.65625,5086.37
4937.67,100.1467,214,307.8236,1070000,214,-89665.6640625,5118.71
4783.53,90.8903,215,301.6237,1075000,215,-88438.2109375,4576.48
4894.23,114.0853,216,308.0327,1080000,216,-87853.96875,4700.39
4598.46,122.4522,217,310.7447,1085000,217,-87534.5859375,4921.91
4937.93,111.2615,218,311.7482,1090000,218,-89044.5234375,4864.87
5157.67,113.9841,219,307.2507,1095000,219,-87994.78125,5203.92
4534.78,103.0489,220,308.0627,1100000,220,-89145.0078125,4566.07
4909.39,109.243,221,308.8706,1105000,221,-87856.640625,4991.48
5294.22,99.7512,222,302.459,1110000,222,-89305.7890625,5032.61
5330.8,113.8508,223,304.4677,1115000,223,-87837.6640625,4858.22
5122.69,99.5538,224,305.5292,1120000,224,-88870.015625,4740.78
5369.06,96.8537,225,301.3889,1125000,225,-88781.5234375,4738.5
5323.67,91.5354,226,299.0321,1130000,226,-89024.53125,5247.92
5103.87,100.3538,227,302.5821,1135000,227,-89534.75,5063.31
5094.64,95.6324,228,299.1327,1140000,228,-89778.3046875,5267.77
5400.37,97.1676,229,298.6953,1145000,229,-87988.6328125,5290.26
5070.19,104.5757,230,304.4619,1150000,230,-89649.96875,4972.85
5293.44,121.9211,231,308.2574,1155000,231,-89585.4921875,4810.79
5306.24,109.9957,232,309.2371,1160000,232,-90319.96875,5287.37
5075.26,101.9024,233,302.155,1165000,233,-89109.296875,4757.72
5268.72,108.8575,234,311.5968,1170000,234,-90109.9609375,5192.96
4496.01,99.6838,235,301.9105,1175000,235,-90379.8828125,5277.74
4952.11,108.3363,236,309.6937,1180000,236,-91069.265625,5272.85
4354.22,99.6697,237,309.1795,1185000,237,-91199.09375,4873.75
4523.03,107.466,238,313.031,1190000,238,-91026.2890625,5007.17
602.73,122.6687,239,317.2832,1195000,239,-90857.0078125,3779.81
723.62,122.2527,240,309.7162,1200000,240,-88837.90625,4663.38
627.38,127.1349,241,317.585,1205000,241,-90658.4140625,4159.04
2917.38,119.5053,242,316.7381,1210000,242,-89167.6953125,4222.37
4499.71,148.4661,243,317.649,1215000,243,-90082.890625,3511.63
3169.28,148.2252,244,315.8214,1220000,244,-90899.5234375,4526.0
2460.06,119.6367,245,316.1995,1225000,245,-91196.921875,4101.86
3627.93,113.1117,246,311.0613,1230000,246,-90699.9609375,4284.14
5122.66,118.8165,247,310.8186,1235000,247,-90941.6640625,4282.74
4121.39,105.2352,248,312.0698,1240000,248,-91337.2890625,4959.96
4385.82,105.0991,249,312.2053,1245000,249,-91704.078125,4990.78
4067.06,101.5768,250,311.3268,1250000,250,-91034.4921875,5135.7
3271.03,95.1443,251,307.9406,1255000,251,-90330.0,4764.22
3269.61,91.0827,252,306.2257,1260000,252,-89960.421875,4655.75
2317.06,120.4099,253,318.5925,1265000,253,-90630.078125,3297.24
4255.59,111.7268,254,318.9237,1270000,254,-92479.6171875,5250.45
950.1,109.138,255,313.6251,1275000,255,-92278.703125,4314.02
3294.14,111.4682,256,313.5266,1280000,256,-92162.546875,4852.27
3287.45,97.2808,257,313.2237,1285000,257,-91015.828125,4327.84
2654.55,102.6761,258,309.8904,1290000,258,-91788.25,4717.38
4493.24,111.3616,259,310.8947,1295000,259,-91955.765625,4987.33
4117.9,102.2116,260,301.7083,1300000,260,-89869.140625,5015.52
5273.13,97.0739,261,302.3591,1305000,261,-92899.21875,5059.94
5220.08,91.0372,262,299.6514,1310000,262,-92822.0859375,5154.57
2662.82,96.2841,263,303.0997,1315000,263,-92720.90625,5002.56
5213.48,98.9097,264,301.9768,1320000,264,-92078.2734375,5239.94
5062.06,99.8141,265,302.7114,1325000,265,-91496.34375,5153.85
4439.51,94.704,266,304.6307,1330000,266,-93303.4453125,5118.53
4637.77,93.1704,267,302.4286,1335000,267,-92416.8984375,5248.96
4778.77,100.5916,268,306.1936,1340000,268,-91203.515625,5071.11
4357.3,90.1399,269,305.0409,1345000,269,-92648.578125,4961.37
1013.16,94.7192,270,307.2133,1350000,270,-92895.3828125,5248.3
4516.7,95.2372,271,300.5038,1355000,271,-92215.5234375,4909.05
3491.41,92.3713,272,300.483,1360000,272,-92274.8671875,4995.57
4969.22,89.9439,273,298.3063,1365000,273,-91692.8046875,5128.12
5184.99,92.4438,274,303.0425,1370000,274,-92550.4375,5293.77
4110.47,94.5092,275,295.2023,1375000,275,-91381.265625,5208.99
5262.84,95.9577,276,296.0806,1380000,276,-90187.9140625,5137.45
3044.35,99.2969,277,296.3603,1385000,277,-90328.8046875,4866.02
3927.17,98.1305,278,296.6137,1390000,278,-91598.8984375,5269.74
619.88,115.5035,279,304.0175,1395000,279,-90903.28125,4204.16
1751.83,85.3431,280,297.5251,1400000,280,-92388.140625,3701.06
3595.38,88.946,281,290.8361,1405000,281,-92049.390625,5139.93
4052.74,174.9927,282,299.6786,1410000,282,-93095.5703125,5028.85
4581.15,92.4965,283,298.308,1415000,283,-93504.515625,4804.97
3863.54,179.0812,284,302.7297,1420000,284,-93358.203125,5154.99
5442.83,99.3377,285,296.6938,1425000,285,-93178.6875,5368.28
3917.19,129.3641,286,313.0381,1430000,286,-92883.1953125,5167.91
5364.27,96.2846,287,300.2601,1435000,287,-92730.0390625,4992.44
2363.92,212.5192,288,318.2015,1440000,288,-94694.6640625,4185.55
2977.35,117.0987,289,318.4836,1445000,289,-94244.21875,3603.41
1935.29,153.0193,290,337.179,1450000,290,-93523.0859375,3342.34
4932.26,108.5405,291,320.8555,1455000,291,-93860.9140625,3888.13
3723.17,148.0669,292,333.3783,1460000,292,-94625.921875,3009.73
411.95,189.7523,293,349.2535,1465000,293,-94198.6953125,1924.44
5444.61,150.7351,294,332.37,1470000,294,-92522.2578125,3833.83
3256.68,164.5556,295,336.5626,1475000,295,-91825.859375,2278.2
2848.08,167.1095,296,337.8845,1480000,296,-94176.3359375,2948.97
5162.08,194.2136,297,351.3616,1485000,297,-92440.2421875,3494.06
3425.77,231.0157,298,354.539,1490000,298,-90718.71875,1609.54
3821.92,183.8214,299,353.3306,1495000,299,-91504.9375,2457.13
4466.84,136.1199,300,330.5664,1500000,300,-92954.2265625,3944.61
4095.07,106.867,301,309.302,1505000,301,-92954.1796875,4479.15
3977.05,125.3144,302,316.5305,1510000,302,-90644.046875,3272.8
3162.37,135.954,303,314.125,1515000,303,-87126.984375,2686.76
2999.71,134.2654,304,303.0977,1520000,304,-87136.9140625,2953.94
2905.65,158.1237,305,310.5473,1525000,305,-84376.53125,2605.21
1399.63,205.7779,306,347.8477,1530000,306,-85064.3828125,914.74
3168.92,139.9746,307,326.3126,1535000,307,-90662.8984375,3923.56
1479.67,196.9956,308,344.7214,1540000,308,-83486.9921875,2892.39
2987.27,205.6155,309,346.7972,1545000,309,-80467.5859375,2952.38
364.82,314.5398,310,394.1951,1550000,310,-75176.484375,612.47
836.82,297.9174,311,369.3597,1555000,311,-82986.7734375,1139.27
2159.22,202.4165,312,317.6789,1560000,312,-84559.3828125,2178.22
1621.64,338.9055,313,342.8601,1565000,313,-81944.953125,1428.72
963.73,360.1085,314,359.8332,1570000,314,-81571.140625,1041.03
910.89,266.1132,315,353.8983,1575000,315,-83667.921875,1245.91
844.18,364.6864,316,386.416,1580000,316,-83777.2421875,895.3
831.75,364.1207,317,372.1745,1585000,317,-81158.0546875,728.53
1159.16,399.8007,318,372.8065,1590000,318,-84189.15625,1050.32
163.62,438.4956,319,474.6668,1595000,319,-86438.3671875,214.89
239.37,572.2506,320,434.475,1600000,320,-81417.140625,283.39
137.04,418.9207,321,504.9121,1605000,321,-85544.6171875,135.63
593.6,435.0486,322,438.7439,1610000,322,-84949.9921875,569.79
183.56,403.7889,323,465.6077,1615000,323,-83667.2734375,244.22
129.46,416.694,324,492.0344,1620000,324,-80322.0078125,151.57
798.18,384.4787,325,441.3394,1625000,325,-86051.453125,765.05
158.27,485.6296,326,505.0608,1630000,326,-85095.953125,152.75
131.38,369.5107,327,436.0245,1635000,327,-81979.53125,346.09
127.41,415.5519,328,535.5076,1640000,328,-82497.578125,111.09
113.82,392.0819,329,592.9138,1645000,329,-84621.0859375,105.7
145.53,299.143,330,516.815,1650000,330,-86639.375,146.39
140.08,376.0344,331,527.3389,1655000,331,-86239.3125,141.97
148.71,411.8082,332,544.0595,1660000,332,-88847.640625,152.69
85.37,516.691,333,524.827,1665000,333,-92184.71875,81.93
59.7,1010.486,334,668.7565,1670000,334,-96951.53125,61.89
159.72,2343.6399,335,562.1909,1675000,335,-95808.1875,146.84
63.86,1647.9334,336,738.2602,1680000,336,-98795.8203125,63.69
64.24,1656.6461,337,745.9032,1685000,337,-98746.28125,64.24
64.32,1337.8782,338,724.5936,1690000,338,-98644.859375,64.23
89.09,1303.6895,339,578.1648,1695000,339,-96978.5546875,91.39
63.6,1586.4702,340,751.0928,1700000,340,-98966.171875,64.39
64.82,1256.2832,341,720.459,1705000,341,-98282.609375,65.16
65.2,1096.3023,342,729.9051,1710000,342,-99101.515625,63.95
64.03,1139.5761,343,749.6984,1715000,343,-99130.6953125,64.96
68.13,1557.8345,344,728.7593,1720000,344,-98968.3984375,65.13
66.57,1622.7269,345,780.2742,1725000,345,-99175.25,64.93
60.11,1379.356,346,757.1218,1730000,346,-99151.2109375,64.31
62.59,2440.823,347,798.2442,1735000,347,-99136.09375,63.12
64.45,1629.9141,348,759.3848,1740000,348,-99152.515625,64.36
64.64,903.3877,349,780.5507,1745000,349,-99247.9921875,66.48
65.88,778.8083,350,742.5573,1750000,350,-99081.8515625,65.35
252.69,559.2508,351,530.7785,1755000,351,-95322.75,249.76
289.88,1891.1865,352,533.9538,1760000,352,-98183.640625,282.55
308.44,504.9001,353,523.3255,1765000,353,-92493.484375,314.72
339.36,718.2978,354,520.2859,1770000,354,-92293.6171875,352.59
278.63,465.3171,355,522.5048,1775000,355,-93206.359375,276.76
392.66,1143.5014,356,516.0924,1780000,356,-94221.59375,386.67
336.63,498.7931,357,525.7357,1785000,357,-84405.78125,335.49
349.41,668.9913,358,517.0727,1790000,358,-96023.9375,350.0
162.56,737.5666,359,527.4715,1795000,359,-93864.859375,150.41
62.66,514.3559,360,619.0805,1800000,360,-94326.9375,62.85
68.47,803.0853,361,697.3865,1805000,361,-97015.9140625,68.66
65.09,948.4307,362,669.1199,1810000,362,-97455.40625,64.97
61.5,1500.1017,363,708.2233,1815000,363,-96899.6640625,61.61
64.06,1302.2255,364,684.9234,1820000,364,-97995.453125,64.51
63.61,1675.8603,365,775.656,1825000,365,-98942.453125,63.78
61.23,2171.3154,366,675.0024,1830000,366,-98925.6484375,61.31
64.24,993.6066,367,732.6371,1835000,367,-98922.078125,63.42
61.48,1781.3911,368,782.5551,1840000,368,-99282.515625,61.82
60.82,1582.0063,369,756.6061,1845000,369,-99352.0078125,60.84
63.98,1882.3219,370,647.3472,1850000,370,-98273.6875,63.2
60.03,1979.3411,371,679.5137,1855000,371,-98998.3125,60.06
61.21,760.7706,372,742.0741,1860000,372,-99282.21875,61.79
62.35,2937.5425,373,759.3151,1865000,373,-99639.328125,59.93
59.57,1536.292,374,751.0503,1870000,374,-99606.6484375,59.68
60.36,1686.4209,375,687.398,1875000,375,-94257.3359375,61.27
58.9,592.6287,376,722.7146,1880000,376,-98248.09375,59.33
61.64,1231.6157,377,699.2791,1885000,377,-98427.0078125,61.59
60.07,645.6431,378,750.1315,1890000,378,-99650.6171875,61.15
62.72,1277.5765,379,714.6228,1895000,379,-98613.2265625,62.55
60.29,1286.9219,380,730.85,1900000,380,-98210.25,60.97
60.99,1070.3923,381,713.5952,1905000,381,-96946.953125,61.25
59.75,548.0116,382,759.4484,1910000,382,-99709.7890625,60.14
60.66,639.1929,383,760.6714,1915000,383,-99676.078125,60.89
60.03,764.1362,384,693.5088,1920000,384,-98766.7890625,59.71
60.62,1009.418,385,728.7541,1925000,385,-99165.7421875,60.18
62.51,1051.9337,386,730.4112,1930000,386,-99155.2265625,61.97
59.69,718.5426,387,695.0028,1935000,387,-98453.21875,60.44
62.11,688.6946,388,685.4532,1940000,388,-96387.9921875,62.39
58.41,539.6897,389,682.9644,1945000,389,-97549.0078125,59.67
61.95,482.8639,390,699.381,1950000,390,-90645.0859375,62.0
61.9,486.7321,391,665.4251,1955000,391,-93348.296875,61.59
60.63,465.1632,392,684.2655,1960000,392,-93077.265625,60.59
60.76,456.992,393,675.0068,1965000,393,-92997.375,60.82
60.79,459.0387,394,648.5247,1970000,394,-94185.8203125,60.96
62.01,491.2156,395,688.1092,1975000,395,-96860.4453125,62.16
61.79,458.6918,396,691.294,1980000,396,-96235.6171875,61.47
62.09,495.4284,397,692.9129,1985000,397,-96620.9140625,62.38
62.28,536.1249,398,706.3546,1990000,398,-98192.3515625,62.4
60.95,550.0608,399,702.5228,1995000,399,-98300.1328125,61.13
61.1,595.8649,400,739.0893,2000000,400,-99287.6328125,61.38
59.93,534.1847,401,712.6106,2005000,401,-98136.15625,59.72
60.31,652.1433,402,732.2089,2010000,402,-99192.640625,60.2
60.45,498.4114,403,722.7418,2015000,403,-94955.0078125,60.68
