Real Det Return,Running Forward KL,Running Env Steps,Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Update Time
1642.58,53.9807,440000,-5683.05419921875,556.69,88,22.615,88
1088.45,56.1682,445000,-5909.23876953125,765.34,89,23.7816,89
1155.69,58.2185,450000,-6344.9619140625,689.65,90,25.081,90
899.06,59.7214,455000,-6587.171875,544.01,91,26.5775,91
1097.32,57.5275,460000,-6528.25830078125,667.74,92,24.9798,92
1507.95,56.997,465000,-6577.93505859375,789.01,93,25.0117,93
1700.85,53.3179,470000,-6037.892578125,1099.9,94,22.1699,94
1242.3,56.9877,475000,-6728.99169921875,545.13,95,25.3966,95
1099.56,55.9565,480000,-6734.79443359375,679.68,96,24.1217,96
1195.38,52.1211,485000,-6274.68359375,938.74,97,21.3889,97
1669.97,51.4516,490000,-6416.0458984375,907.82,98,21.914,98
1157.64,57.2337,495000,-7165.9541015625,672.04,99,24.648,99
1208.32,58.6084,500000,-7661.6669921875,553.23,100,25.7449,100
1147.82,58.5741,505000,-7727.33251953125,552.23,101,25.076,101
1131.38,59.158,510000,-7967.62890625,548.94,102,26.1534,102
1712.13,51.8973,515000,-6515.5458984375,996.11,103,20.8117,103
1268.57,59.3311,520000,-8119.9853515625,771.77,104,26.0823,104
1936.35,47.7537,525000,-5923.7373046875,1142.69,105,18.5905,105
2196.28,47.8667,530000,-6458.1123046875,1234.31,106,19.4661,106
1705.97,54.2457,535000,-8000.88330078125,623.74,107,23.2178,107
1777.81,52.4431,540000,-7328.279296875,1028.44,108,20.6577,108
1706.91,51.378,545000,-7514.77880859375,696.22,109,20.931,109
1630.91,49.2133,550000,-7014.43115234375,1298.71,110,19.1173,110
1611.18,53.2791,555000,-8142.69384765625,731.98,111,22.4709,111
2059.11,49.9925,560000,-7647.9375,1025.57,112,19.9965,112
1874.82,48.1109,565000,-6328.27197265625,1127.65,113,18.6343,113
2042.75,51.535,570000,-8276.9375,1043.88,114,22.5268,114
2386.07,47.7607,575000,-6479.09765625,1532.28,115,18.5568,115
1555.29,52.238,580000,-8657.369140625,1321.53,116,22.3634,116
2037.65,44.8277,585000,-5818.21337890625,1586.26,117,15.739,117
1706.78,55.1347,590000,-9495.296875,1342.97,118,23.7627,118
1537.74,48.4272,595000,-8324.1728515625,916.88,119,20.3959,119
2441.36,48.6557,600000,-8323.193359375,1336.36,120,19.7585,120
2286.58,47.517,605000,-7117.48876953125,1349.53,121,17.7588,121
1922.74,51.6537,610000,-8992.1201171875,1080.0,122,20.6301,122
1534.21,49.3564,615000,-8572.4609375,859.67,123,18.882,123
2058.45,50.4813,620000,-8626.2763671875,991.89,124,20.0468,124
1681.35,47.8297,625000,-9021.4306640625,899.0,125,19.2428,125
1525.22,49.6286,630000,-9157.7578125,657.46,126,19.9476,126
1169.31,58.3358,635000,-10902.025390625,493.03,127,24.743,127
1592.6,49.3135,640000,-9104.5634765625,926.7,128,18.1654,128
2062.97,46.3143,645000,-8302.9326171875,1076.8,129,17.3166,129
1923.73,50.0231,650000,-9376.1015625,1565.33,130,19.9754,130
1828.79,47.9384,655000,-9057.0927734375,1306.75,131,19.116,131
1752.52,49.0805,660000,-9406.98828125,630.41,132,18.5246,132
2111.6,49.0378,665000,-9735.40234375,1381.8,133,18.7936,133
2732.25,44.6022,670000,-7328.0986328125,1603.73,134,16.4905,134
2684.11,50.4616,675000,-9724.5,1381.13,135,19.2329,135
1834.68,45.1345,680000,-8904.580078125,886.6,136,16.2,136
1355.6,51.1167,685000,-10755.1904296875,767.8,137,20.929,137
1088.1,56.4382,690000,-12270.0234375,610.78,138,23.551,138
1926.88,46.4395,695000,-9464.6787109375,1553.03,139,16.8539,139
2353.34,43.4643,700000,-8161.66064453125,1738.52,140,15.3416,140
2567.31,48.4818,705000,-10032.05859375,1330.79,141,17.4084,141
2242.18,46.8006,710000,-9278.7421875,1752.39,142,16.632,142
2445.83,42.0128,715000,-6770.27197265625,1861.96,143,16.8733,143
2565.7,43.9232,720000,-7443.025390625,1721.13,144,16.0971,144
2577.16,44.2318,725000,-7681.330078125,1962.7,145,16.4266,145
2564.44,42.1123,730000,-7417.416015625,1922.21,146,15.9171,146
2571.42,47.2239,735000,-10461.5498046875,1308.06,147,17.0429,147
2509.74,42.1442,740000,-7643.7607421875,1838.85,148,14.0388,148
2666.85,42.8258,745000,-9027.669921875,2111.0,149,14.4885,149
3010.14,43.5436,750000,-6727.7431640625,1990.26,150,18.1236,150
2573.34,45.3527,755000,-8978.7109375,1734.92,151,16.1417,151
2706.74,47.856,760000,-10865.1630859375,1560.66,152,17.8199,152
2860.72,45.5886,765000,-8593.1376953125,1735.87,153,15.753,153
1755.24,47.9718,770000,-11250.5380859375,1381.89,154,16.6796,154
2239.73,51.3971,775000,-12715.486328125,1648.92,155,19.0175,155
1981.19,47.3727,780000,-11187.064453125,1417.21,156,16.2261,156
2594.01,49.3137,785000,-11216.265625,1748.23,157,18.5348,157
2606.62,44.5138,790000,-9059.87890625,1299.0,158,14.8948,158
2365.37,42.3091,795000,-8948.9970703125,1651.32,159,12.6263,159
2612.87,42.157,800000,-9580.060546875,1599.82,160,14.2576,160
2884.49,47.8115,805000,-12918.9716796875,1597.83,161,17.5908,161
2406.41,46.1406,810000,-10534.48046875,975.17,162,16.9099,162
2938.84,43.7934,815000,-10694.3486328125,1685.32,163,14.0407,163
1802.93,49.1513,820000,-13030.3564453125,1198.89,164,17.3439,164
2730.01,43.1767,825000,-9413.6279296875,1913.44,165,14.6031,165
2504.9,45.5305,830000,-10524.142578125,1210.17,166,15.5834,166
2120.19,44.1385,835000,-9665.92578125,1730.8,167,15.116,167
2306.6,49.6889,840000,-15007.2939453125,1272.35,168,18.8816,168
2468.41,43.4372,845000,-9713.7490234375,2070.0,169,16.2105,169
2808.43,42.1108,850000,-10279.5908203125,1678.02,170,14.8934,170
2979.8,44.5183,855000,-11977.6708984375,1531.62,171,17.4486,171
2167.49,45.8762,860000,-12089.5634765625,1296.09,172,16.9865,172
2837.32,44.6971,865000,-10652.2802734375,1648.4,173,17.3979,173
2823.74,42.2984,870000,-9461.3056640625,2066.57,174,15.3962,174
2905.37,45.477,875000,-10657.919921875,1659.27,175,17.1093,175
3058.43,43.0508,880000,-10071.2255859375,1710.58,176,14.6808,176
3149.56,47.0177,885000,-14021.5380859375,2210.54,177,17.5768,177
1572.33,44.599,890000,-13790.0791015625,1339.6,178,15.3304,178
2701.36,43.0357,895000,-8776.1943359375,2045.39,179,14.8803,179
2008.59,47.941,900000,-15169.4453125,1457.85,180,17.4309,180
3000.13,41.735,905000,-10015.5966796875,2490.42,181,14.9482,181
2986.61,43.7198,910000,-9035.81640625,2099.6,182,16.8987,182
3266.72,41.1282,915000,-8838.3427734375,2298.95,183,15.1749,183
3337.32,40.846,920000,-10066.357421875,2146.25,184,13.0201,184
2905.01,42.233,925000,-9867.12109375,2582.87,185,15.8326,185
2691.27,41.947,930000,-9981.2216796875,2147.63,186,15.1047,186
3003.96,42.9492,935000,-7594.75341796875,1904.2,187,15.2879,187
2879.6,39.6298,940000,-9645.865234375,2090.25,188,14.7861,188
2639.72,40.8898,945000,-9658.3798828125,1709.38,189,14.0457,189
3090.57,43.5534,950000,-11333.3505859375,2299.59,190,17.4798,190
2451.07,46.6289,955000,-15945.7744140625,1771.44,191,15.7863,191
3008.51,42.9705,960000,-13335.7978515625,1759.1,192,14.3396,192
2713.26,46.3086,965000,-12461.291015625,1874.62,193,20.1369,193
2953.56,42.7447,970000,-11559.6884765625,1482.55,194,13.8551,194
2482.38,46.2505,975000,-14015.41796875,1809.89,195,16.1525,195
3194.19,39.4158,980000,-11104.302734375,2407.36,196,13.2739,196
2125.15,43.5298,985000,-14513.318359375,1685.99,197,13.6221,197
2856.85,41.92,990000,-11087.591796875,1901.47,198,15.7908,198
3107.93,39.252,995000,-10601.9580078125,2462.36,199,13.2825,199
2922.88,40.2298,1000000,-12459.2412109375,2356.37,200,14.4633,200
2878.8,47.2749,1005000,-17608.72265625,1542.37,201,17.5922,201
2515.97,40.6811,1010000,-10311.5380859375,2007.2,202,15.9373,202
2695.78,43.1252,1015000,-13804.5400390625,2327.2,203,15.7282,203
2747.52,40.0238,1020000,-11053.9169921875,2263.92,204,14.0392,204
2898.52,45.3763,1025000,-16648.890625,1798.87,205,15.5512,205
2646.8,44.4128,1030000,-13782.92578125,1529.4,206,14.058,206
2645.4,45.5114,1035000,-15157.748046875,2273.98,207,16.0621,207
2187.58,44.5724,1040000,-15029.576171875,1650.62,208,14.6087,208
2470.31,40.7439,1045000,-11718.2216796875,2286.91,209,13.6445,209
2652.35,46.7594,1050000,-18745.02734375,2013.46,210,15.8884,210
2738.55,42.7731,1055000,-13411.755859375,1805.83,211,13.8882,211
2512.84,43.6234,1060000,-17830.62109375,1672.76,212,13.7697,212
2773.46,41.1325,1065000,-11700.22265625,2202.61,213,13.1158,213
2723.82,43.1938,1070000,-13794.8935546875,1931.67,214,13.6201,214
2934.38,43.5973,1075000,-16680.73828125,2001.49,215,14.8607,215
2269.38,43.6563,1080000,-16032.037109375,2425.78,216,13.6552,216
2884.95,43.4971,1085000,-15959.814453125,1979.76,217,14.1109,217
2638.08,40.8431,1090000,-14559.4638671875,1996.46,218,12.1462,218
2701.81,43.9444,1095000,-17525.75,1622.74,219,13.3808,219
3131.17,42.3456,1100000,-15449.224609375,2113.15,220,12.9408,220
2916.22,40.5957,1105000,-11840.986328125,2156.76,221,12.3852,221
2656.38,45.1331,1110000,-20336.970703125,1630.5,222,15.3023,222
3259.97,39.7993,1115000,-12141.8115234375,2314.21,223,12.2562,223
3088.0,45.995,1120000,-21264.259765625,2164.03,224,15.6546,224
2595.32,41.8228,1125000,-15580.7880859375,1457.13,225,13.7944,225
2266.1,41.5858,1130000,-14747.3193359375,1962.79,226,13.6499,226
2739.08,43.5128,1135000,-19491.37109375,2118.12,227,14.5109,227
3340.62,41.457,1140000,-14975.525390625,2395.74,228,13.7864,228
2958.21,45.6614,1145000,-22561.203125,2263.94,229,15.811,229
2432.14,43.3505,1150000,-19257.671875,2061.54,230,13.3666,230
2898.21,41.4237,1155000,-15258.8037109375,2206.59,231,14.5093,231
2660.41,42.1819,1160000,-17077.734375,2220.2,232,12.9862,232
2827.12,40.9795,1165000,-14833.0615234375,2204.53,233,12.1705,233
2862.91,43.0123,1170000,-20453.162109375,2679.19,234,13.6236,234
3165.8,39.7506,1175000,-13832.1259765625,2332.55,235,12.9172,235
3560.09,38.4411,1180000,-12134.30078125,2248.98,236,11.8451,236
3262.7,42.0019,1185000,-14357.6103515625,2317.41,237,14.8555,237
2412.95,39.1182,1190000,-15983.115234375,2092.19,238,10.6598,238
2728.88,39.9128,1195000,-15210.009765625,2148.32,239,12.326,239
2544.75,42.3975,1200000,-18266.771484375,1866.05,240,13.1891,240
2357.67,47.5509,1205000,-25344.576171875,1469.53,241,16.4228,241
2910.26,41.5324,1210000,-18048.404296875,2187.33,242,12.5301,242
2852.41,39.9939,1215000,-16876.39453125,2160.45,243,11.6405,243
2524.34,41.9931,1220000,-17503.728515625,1887.98,244,13.3355,244
2700.49,40.2457,1225000,-17852.015625,1298.29,245,11.5681,245
2864.07,41.9088,1230000,-20647.6328125,2130.46,246,12.5259,246
3359.85,39.9952,1235000,-17451.830078125,2831.2,247,11.7513,247
2543.13,39.4974,1240000,-19581.19921875,1608.71,248,11.3707,248
3448.16,38.4819,1245000,-11885.205078125,2735.89,249,11.6359,249
3266.32,40.1786,1250000,-18719.46875,1705.06,250,12.0212,250
3033.85,39.0216,1255000,-16408.609375,1808.39,251,10.6429,251
2959.89,39.2255,1260000,-14184.83203125,1778.08,252,12.751,252
3439.25,40.0864,1265000,-16088.7509765625,2594.14,253,12.2876,253
3443.92,39.5014,1270000,-15816.787109375,2797.24,254,13.1307,254
3088.61,40.4624,1275000,-18058.61328125,2343.32,255,11.1796,255
3083.28,42.0361,1280000,-19060.19140625,2054.02,256,13.018,256
2640.54,40.8972,1285000,-18243.4609375,2494.78,257,12.3218,257
2794.98,37.2207,1290000,-12909.9140625,2755.09,258,12.3217,258
2788.13,37.1352,1295000,-16320.4326171875,2142.15,259,9.695,259
3199.1,41.7648,1300000,-20837.796875,2457.63,260,11.6356,260
3664.72,38.8114,1305000,-17061.5078125,2587.0,261,11.6438,261
3606.03,39.2062,1310000,-19601.779296875,1992.22,262,11.4086,262
3394.32,37.6536,1315000,-15458.2802734375,2597.96,263,11.3872,263
3440.69,37.9718,1320000,-15742.4111328125,2242.44,264,11.2006,264
3355.45,41.5521,1325000,-24668.771484375,2244.64,265,12.8949,265
2809.9,40.9698,1330000,-19178.51171875,2147.34,266,11.8258,266
3003.86,39.3938,1335000,-20349.29296875,2569.93,267,11.0887,267
3165.7,37.1493,1340000,-16079.7978515625,1936.77,268,9.3607,268
3193.85,37.4713,1345000,-15729.3623046875,2049.28,269,8.9948,269
3180.61,37.9915,1350000,-15054.55859375,1865.87,270,11.2765,270
2830.7,37.1377,1355000,-18213.462890625,2521.2,271,8.6417,271
3700.21,41.032,1360000,-21830.990234375,2653.04,272,11.3221,272
3549.78,39.3946,1365000,-17187.861328125,2457.7,273,11.6781,273
2388.56,40.9332,1370000,-22812.236328125,2170.98,274,10.3383,274
3273.88,40.8638,1375000,-24070.447265625,2577.87,275,12.0555,275
3689.55,38.2543,1380000,-17531.482421875,2889.84,276,10.0424,276
3397.37,39.5066,1385000,-19052.220703125,2842.84,277,10.4028,277
3600.74,36.4402,1390000,-17112.296875,2081.08,278,8.7734,278
3658.85,36.3706,1395000,-14519.5146484375,2535.11,279,8.9592,279
3548.92,38.3005,1400000,-17934.2734375,2561.21,280,10.4376,280
3621.8,38.1708,1405000,-19532.267578125,2269.36,281,10.0493,281
3499.5,36.6384,1410000,-15140.513671875,2263.22,282,9.4985,282
3677.55,36.9393,1415000,-14132.228515625,2483.27,283,9.8097,283
2418.14,40.5417,1420000,-20538.865234375,2365.51,284,10.7836,284
3300.6,39.1428,1425000,-18873.794921875,2569.65,285,9.7424,285
2578.98,38.5425,1430000,-19797.51171875,1832.58,286,9.8582,286
1781.06,43.3301,1435000,-26958.63671875,1439.13,287,11.8036,287
2774.87,39.6439,1440000,-21727.951171875,1874.26,288,9.6914,288
3553.3,36.9075,1445000,-14176.79296875,2936.64,289,11.4354,289
3595.16,39.5849,1450000,-21483.693359375,2632.54,290,10.4311,290
3095.82,37.8999,1455000,-17170.134765625,2170.4,291,9.111,291
3103.58,38.2305,1460000,-19912.26171875,3051.5,292,10.6082,292
3134.48,39.5001,1465000,-23279.41015625,2624.11,293,10.3554,293
3461.93,38.5413,1470000,-19112.08203125,2658.87,294,10.6593,294
2930.27,40.4472,1475000,-23528.5234375,1798.21,295,10.7548,295
3860.42,38.4483,1480000,-19276.353515625,2748.29,296,10.8188,296
3486.08,38.8054,1485000,-20959.255859375,2233.56,297,9.8629,297
3566.58,37.4333,1490000,-17574.365234375,2323.61,298,9.5802,298
3482.42,38.3215,1495000,-19485.03515625,2503.05,299,11.0035,299
3644.59,40.4818,1500000,-27527.84375,2583.91,300,11.1656,300
3673.09,38.0047,1505000,-16752.365234375,2490.43,301,12.0652,301
3347.03,39.1486,1510000,-22070.603515625,2675.45,302,10.6727,302
3352.97,39.7372,1515000,-19578.369140625,2634.9,303,12.4276,303
3304.7,39.8822,1520000,-24555.0703125,2496.23,304,10.1882,304
3357.77,38.4473,1525000,-21121.947265625,2619.85,305,10.3354,305
3170.1,37.5572,1530000,-18498.728515625,2768.31,306,10.4747,306
3089.79,38.789,1535000,-21048.369140625,2232.98,307,10.6665,307
3560.43,37.8339,1540000,-17565.6328125,2998.85,308,12.3629,308
3377.9,40.106,1545000,-23517.103515625,2776.7,309,11.0944,309
3414.02,37.2838,1550000,-20189.513671875,2654.07,310,10.2692,310
3650.1,38.5998,1555000,-20510.951171875,2592.61,311,12.0185,311
3488.53,38.9879,1560000,-21280.138671875,2837.66,312,11.891,312
3308.76,35.2607,1565000,-19054.759765625,2449.9,313,10.0983,313
3045.64,39.4217,1570000,-24238.83984375,2777.5,314,10.8311,314
3449.25,36.7662,1575000,-17059.63671875,2681.57,315,10.8248,315
3430.42,38.245,1580000,-17609.068359375,2447.39,316,11.2196,316
3652.03,39.3554,1585000,-22347.73046875,2693.38,317,11.8201,317
3532.02,40.3423,1590000,-25003.552734375,2074.37,318,10.2411,318
2924.55,39.7372,1595000,-23689.0,1401.32,319,10.1407,319
2798.63,42.3927,1600000,-30601.828125,2540.18,320,12.1067,320
3442.17,39.8373,1605000,-25785.865234375,2165.25,321,11.3205,321
2730.19,38.8845,1610000,-25403.427734375,2428.09,322,8.6586,322
2348.14,42.0068,1615000,-31094.546875,1714.46,323,12.0172,323
3526.1,39.3041,1620000,-25707.638671875,2310.83,324,10.5822,324
3656.26,37.6412,1625000,-20720.076171875,2607.74,325,10.7197,325
3759.13,40.1826,1630000,-25872.572265625,2044.77,326,10.5641,326
3180.86,39.907,1635000,-23755.84375,2475.03,327,9.7057,327
3646.5,39.4932,1640000,-25882.955078125,2551.09,328,10.53,328
2915.1,38.1396,1645000,-20031.173828125,2899.93,329,9.483,329
3216.47,38.8051,1650000,-21803.212890625,2881.67,330,10.964,330
3328.58,38.3553,1655000,-25161.73828125,2271.63,331,9.6129,331
3396.74,38.4278,1660000,-26628.1015625,2455.16,332,10.4804,332
3444.21,36.9794,1665000,-23217.19921875,2811.74,333,10.0358,333
3588.93,37.4709,1670000,-23588.470703125,2662.85,334,9.0251,334
3372.68,39.5608,1675000,-23571.60546875,2231.92,335,10.7063,335
3022.02,39.4065,1680000,-23887.533203125,2090.99,336,10.5867,336
3514.13,40.3287,1685000,-24973.529296875,2977.74,337,11.9335,337
3109.1,38.8123,1690000,-27030.5859375,2447.7,338,9.9552,338
3049.99,39.6169,1695000,-25872.251953125,2252.45,339,9.6047,339
2844.1,39.3943,1700000,-28534.939453125,1817.09,340,10.7313,340
3557.6,37.3282,1705000,-21317.46484375,2754.44,341,11.3729,341
3337.65,36.9521,1710000,-21181.7578125,2543.6,342,10.5718,342
3843.25,39.0874,1715000,-24071.244140625,2508.11,343,11.9192,343
2995.27,41.0949,1720000,-30282.771484375,1765.46,344,10.8556,344
3335.5,39.8975,1725000,-29601.552734375,2482.17,345,10.9766,345
2909.05,37.34,1730000,-24604.693359375,2665.94,346,9.7596,346
2996.3,37.4441,1735000,-26238.537109375,2321.01,347,9.2451,347
3740.71,36.2559,1740000,-22796.55078125,2699.99,348,11.0413,348
3484.38,38.6898,1745000,-28439.6015625,2800.84,349,11.0956,349
3524.38,37.1939,1750000,-24865.107421875,3199.89,350,9.0849,350
3275.98,36.4109,1755000,-25554.296875,2533.11,351,10.778,351
3248.93,38.1635,1760000,-27532.767578125,2307.04,352,10.4353,352
3156.06,38.9263,1765000,-28324.814453125,2335.21,353,10.4885,353
3690.7,37.2862,1770000,-26401.58203125,2738.89,354,10.163,354
3480.17,37.3621,1775000,-29643.1875,2265.07,355,9.008,355
3387.88,35.0344,1780000,-23394.244140625,2356.25,356,7.4192,356
3735.85,36.0782,1785000,-21005.845703125,2805.58,357,10.4059,357
3419.89,36.4608,1790000,-25529.814453125,2655.52,358,9.0323,358
3773.12,34.3288,1795000,-21401.86328125,2690.73,359,8.2204,359
3140.1,39.6924,1800000,-30204.099609375,2555.41,360,12.4185,360
3673.06,38.4902,1805000,-30281.37890625,2004.97,361,10.8488,361
3718.21,38.4942,1810000,-26939.62109375,2522.99,362,10.7019,362
3672.42,35.4416,1815000,-23066.13671875,2837.08,363,10.9206,363
3442.08,38.4678,1820000,-26686.62890625,2362.07,364,11.4285,364
2525.3,36.7191,1825000,-25983.744140625,2276.25,365,9.4018,365
3711.78,34.6352,1830000,-21748.1875,3051.35,366,10.2028,366
3446.81,38.0116,1835000,-27771.30859375,2720.65,367,9.6496,367
3916.6,38.3825,1840000,-32323.8515625,2982.63,368,11.001,368
3652.11,40.3943,1845000,-34041.64453125,2596.06,369,12.2869,369
3591.87,38.249,1850000,-29855.216796875,2668.3,370,11.0857,370
3116.34,36.346,1855000,-21560.6484375,2303.14,371,11.4998,371
3741.43,36.6664,1860000,-25997.1953125,2857.32,372,10.3742,372
3323.24,38.5671,1865000,-27714.2890625,2545.99,373,10.9622,373
3830.46,39.2007,1870000,-27977.970703125,2728.83,374,10.9033,374
3947.89,38.3052,1875000,-30305.904296875,3143.43,375,11.2449,375
3768.22,40.4147,1880000,-29476.314453125,2733.74,376,12.0964,376
3945.99,36.6665,1885000,-22369.8515625,2198.01,377,10.3891,377
3976.95,39.3184,1890000,-27484.55078125,2770.51,378,11.3329,378
3435.68,35.3856,1895000,-21724.091796875,2655.7,379,10.0646,379
3489.77,38.5453,1900000,-30358.693359375,2673.21,380,10.0065,380
3380.79,35.7748,1905000,-21509.69140625,2466.12,381,9.3122,381
3669.03,35.9893,1910000,-25547.84765625,2984.14,382,9.3175,382
3337.17,38.0218,1915000,-29357.390625,3319.53,383,9.7797,383
3395.68,36.5913,1920000,-26198.4140625,2270.91,384,9.0571,384
3639.64,36.287,1925000,-26694.490234375,2775.49,385,8.1559,385
3609.62,34.962,1930000,-25972.154296875,2184.62,386,9.5452,386
3646.32,36.3637,1935000,-24281.28515625,2303.41,387,10.3498,387
3696.77,34.9019,1940000,-21957.353515625,2307.72,388,9.3773,388
3575.93,38.1696,1945000,-31863.236328125,2072.6,389,10.1673,389
2641.78,38.9329,1950000,-33704.23828125,2345.13,390,9.5792,390
3732.35,38.0245,1955000,-28180.755859375,2502.83,391,9.1952,391
2748.33,40.2214,1960000,-37388.82421875,1898.08,392,10.6755,392
3462.01,39.5366,1965000,-32418.728515625,2574.71,393,9.973,393
