Reward Loss,Running Env Steps,Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return,Itration,Running Update Time
-6678.34423828125,185000,217.5675,596.14,337.8439,839.23,37,37
-7317.3359375,190000,207.2316,655.74,328.3182,788.2,38,38
-6222.529296875,195000,192.8679,1105.39,326.758,1492.18,39,39
-6051.4423828125,200000,191.6868,739.25,336.6578,999.29,40,40
-7789.60009765625,205000,229.8779,846.77,331.1947,1915.34,41,41
-2516.0439453125,210000,130.7753,3121.31,313.0897,2935.17,42,42
-6734.43408203125,215000,192.5547,714.18,316.9282,1355.08,43,43
-7334.37255859375,220000,210.3681,553.63,334.7955,1138.02,44,44
-5645.541015625,225000,169.6203,559.8,321.2204,1304.64,45,45
-5043.32470703125,230000,147.3106,864.23,309.3087,1877.83,46,46
-7341.017578125,235000,180.9131,616.15,314.3861,1455.24,47,47
-6987.86376953125,240000,168.8494,2665.47,306.5396,2042.76,48,48
-7538.259765625,245000,183.5526,1387.26,319.395,2150.45,49,49
-6079.24560546875,250000,157.8731,2410.93,306.9625,3359.07,50,50
-8151.734375,255000,202.483,2889.26,326.5242,1624.7,51,51
-6939.42333984375,260000,177.4066,3216.02,323.6233,1846.72,52,52
-5514.11767578125,265000,142.1838,2230.06,299.6555,2566.61,53,53
-7150.1669921875,270000,190.5232,3433.51,310.642,1703.81,54,54
-7378.69677734375,275000,185.7259,3345.24,310.8434,1702.48,55,55
-5058.96875,280000,146.2294,4818.94,301.2369,2615.83,56,56
-7426.1005859375,285000,188.1468,4738.21,320.0589,2401.29,57,57
-3552.704345703125,290000,103.7061,5201.35,291.3139,3175.44,58,58
-7379.3291015625,295000,175.8745,4970.22,306.4601,2329.58,59,59
-5913.9501953125,300000,145.1369,4026.44,303.2884,3197.92,60,60
-10221.572265625,305000,256.4096,3659.04,325.1589,3187.68,61,61
-7090.4541015625,310000,164.6979,4795.98,291.8192,3388.97,62,62
-4337.369140625,315000,106.3922,1939.2,278.1278,3160.52,63,63
-7331.5732421875,320000,175.7034,2256.76,295.6279,2619.34,64,64
-2380.864501953125,325000,76.8239,4092.59,277.7457,4400.66,65,65
-3467.3662109375,330000,88.3574,2371.24,270.5603,3774.97,66,66
-3087.05810546875,335000,77.8741,2402.95,267.2444,3455.38,67,67
-3353.692138671875,340000,70.5762,4279.79,263.7202,4319.7,68,68
-4834.93408203125,345000,92.2123,1656.25,271.3798,4286.95,69,69
-2874.67724609375,350000,74.813,512.26,260.3902,3533.66,70,70
-3067.742919921875,355000,71.8294,4436.59,266.4547,4444.49,71,71
-3900.67578125,360000,83.3039,3783.28,269.4868,3826.41,72,72
-7703.80322265625,365000,152.6832,1453.53,290.0108,2868.97,73,73
-10725.65625,370000,234.0658,1140.15,318.3174,2924.96,74,74
-5588.1875,375000,110.6834,3731.41,289.865,3764.63,75,75
-6469.12890625,380000,132.0278,2249.56,281.9549,4088.01,76,76
-5633.51708984375,385000,119.2843,4986.95,284.4543,3800.29,77,77
-2099.922607421875,390000,62.266,4943.99,270.3753,4630.06,78,78
-3522.304443359375,395000,87.6475,4449.95,282.3511,4060.47,79,79
-4418.28515625,400000,91.4971,5247.93,287.1092,4497.88,80,80
-3464.918212890625,405000,75.3901,5211.92,278.3996,4677.43,81,81
-3794.90625,410000,76.3107,5216.83,266.5649,4772.34,82,82
-6121.47265625,415000,117.6301,1934.34,280.2339,3713.66,83,83
-4009.3564453125,420000,67.6816,1069.99,268.0305,3866.25,84,84
-4064.583740234375,425000,78.012,3780.14,274.8023,3823.45,85,85
-4417.87646484375,430000,90.4329,3870.5,272.0588,4844.7,86,86
-4676.73681640625,435000,102.8247,2493.47,282.7383,4713.68,87,87
-4685.53759765625,440000,87.6865,1632.87,273.0515,3710.87,88,88
-5839.61865234375,445000,107.2827,4570.43,290.3739,3828.29,89,89
-3635.2763671875,450000,74.3951,3191.34,270.614,3552.95,90,90
-5244.48486328125,455000,100.1528,2104.87,270.2186,4430.13,91,91
-4733.38427734375,460000,93.7413,4063.95,279.1089,3563.24,92,92
-4588.6240234375,465000,81.385,4619.72,273.7958,4697.3,93,93
-3574.390869140625,470000,62.0914,3912.54,270.897,4311.0,94,94
-4595.3271484375,475000,74.4817,2953.35,266.8405,5139.04,95,95
-4398.03515625,480000,72.013,2062.82,267.9834,4092.31,96,96
-3703.649658203125,485000,61.3865,811.7,266.1764,4117.12,97,97
-6463.5927734375,490000,122.0752,1121.51,267.5019,4270.38,98,98
-4243.29931640625,495000,73.6643,1445.32,267.1666,4927.62,99,99
-3153.861572265625,500000,52.8189,1763.08,261.828,4548.52,100,100
-4512.6875,505000,74.9149,4242.96,268.5354,4968.09,101,101
-3860.3916015625,510000,63.3865,5275.16,263.128,4449.77,102,102
-5586.947265625,515000,89.7301,5110.84,276.056,4976.41,103,103
-5095.876953125,520000,75.7658,5180.29,271.0027,4870.24,104,104
-3534.755615234375,525000,55.2603,4789.63,262.5476,4831.12,105,105
-3619.457763671875,530000,57.6949,4269.83,265.8283,4846.15,106,106
-4945.7119140625,535000,69.1866,5051.51,272.1159,4666.19,107,107
-4846.24951171875,540000,69.5525,5292.45,265.4295,4846.87,108,108
-4137.1396484375,545000,63.2585,5071.47,271.796,4621.08,109,109
-4432.970703125,550000,62.9976,5290.96,268.0582,5135.0,110,110
-4224.416015625,555000,56.5902,5214.89,266.309,4975.28,111,111
-4600.279296875,560000,55.6081,5198.18,263.8434,4815.17,112,112
-5464.42333984375,565000,74.8652,5008.55,268.7987,4708.76,113,113
-4395.90380859375,570000,59.7708,5172.46,269.2457,4631.77,114,114
-5232.80322265625,575000,72.7013,5206.42,264.8667,4656.31,115,115
-5217.05615234375,580000,69.6765,3609.69,275.7443,3307.23,116,116
-7056.8095703125,585000,104.7726,3817.01,282.1985,3504.09,117,117
-7464.48095703125,590000,101.7432,4695.02,286.4477,3753.51,118,118
-7929.072265625,595000,110.518,4898.73,291.3429,2371.45,119,119
-6143.31201171875,600000,76.5981,5217.71,274.1532,4486.46,120,120
-8307.51171875,605000,119.7232,4992.36,285.3594,3110.06,121,121
-5516.619140625,610000,70.4586,5180.72,278.9305,5046.91,122,122
-6287.93359375,615000,76.8651,5097.88,274.028,4662.95,123,123
-5905.337890625,620000,64.4358,5171.87,273.2352,5015.1,124,124
-8461.36328125,625000,113.1452,5099.33,283.2232,4067.68,125,125
-5861.23583984375,630000,59.4928,3637.59,271.449,3752.52,126,126
-5494.69384765625,635000,63.1565,5235.3,266.95,4897.72,127,127
-5716.53125,640000,63.9264,3928.22,265.1781,4443.71,128,128
-6801.82568359375,645000,71.7696,5230.48,268.7948,5101.38,129,129
-7041.56591796875,650000,77.1215,5249.11,281.7444,4718.99,130,130
-6897.99365234375,655000,76.4682,5190.3,276.4065,4600.44,131,131
-6536.99365234375,660000,63.0572,4794.21,271.7482,5119.66,132,132
-6936.947265625,665000,67.6596,5241.6,269.4829,4939.87,133,133
-6886.41552734375,670000,63.6533,5169.03,273.0017,5067.31,134,134
-8018.53076171875,675000,72.4954,5137.51,275.7569,4738.46,135,135
-7826.80517578125,680000,71.5528,5163.69,277.6559,4589.54,136,136
-7356.1767578125,685000,71.7433,5288.61,277.1273,4963.56,137,137
-8487.80078125,690000,86.6353,5123.0,276.9397,4267.56,138,138
-8000.24609375,695000,82.5819,3839.0,278.6035,4820.56,139,139
-7777.07861328125,700000,75.8617,4841.1,273.1496,4669.97,140,140
-8991.0869140625,705000,82.8491,4976.86,277.4485,3677.82,141,141
-7768.09033203125,710000,65.8954,5301.86,271.1056,4888.89,142,142
-8425.6064453125,715000,77.4626,5228.31,268.2376,4921.91,143,143
-8525.216796875,720000,76.6528,5293.16,274.8507,3627.37,144,144
-8638.333984375,725000,64.9115,3877.92,274.3022,4232.38,145,145
-9082.5771484375,730000,89.1416,5173.08,280.3649,4636.6,146,146
-8948.9150390625,735000,65.7751,4578.29,268.1333,4861.31,147,147
-9265.9375,740000,88.15,3057.42,273.3679,4749.3,148,148
-10529.4931640625,745000,99.8853,3186.48,282.3293,3243.24,149,149
-9747.0009765625,750000,86.3833,5318.64,278.4325,3947.4,150,150
-9699.064453125,755000,92.1155,1785.52,281.8379,4017.56,151,151
-9813.39453125,760000,73.0866,3701.1,276.3143,3673.35,152,152
-9138.4169921875,765000,68.2847,5348.8,272.9648,4062.18,153,153
-9550.7353515625,770000,66.9991,5351.71,275.5357,4958.6,154,154
-9381.1484375,775000,66.5327,5283.97,274.2016,4999.2,155,155
-11009.78125,780000,92.8461,5061.72,279.6797,4941.24,156,156
-10951.9267578125,785000,81.1831,3519.55,279.2593,3895.64,157,157
-10591.1181640625,790000,82.1223,2498.93,280.1668,4114.39,158,158
-10273.5947265625,795000,67.1011,4241.51,271.21,4776.45,159,159
-10801.6923828125,800000,64.8688,1755.96,274.5961,3916.73,160,160
-11165.859375,805000,85.5542,1948.77,278.533,4123.06,161,161
-11208.6025390625,810000,83.783,2214.13,274.262,3484.87,162,162
-11289.1845703125,815000,82.9627,1987.38,276.2728,4097.86,163,163
-11032.9931640625,820000,63.9863,1972.53,272.6471,4227.33,164,164
-11211.0498046875,825000,86.8812,3939.32,279.6105,4696.17,165,165
-11086.1328125,830000,69.5982,1750.79,269.4483,3120.05,166,166
-11748.03125,835000,88.9286,2220.08,275.1641,3577.21,167,167
-12197.6962890625,840000,100.3652,2498.95,284.6853,4237.33,168,168
-11662.6787109375,845000,73.1922,4002.42,274.9836,4551.78,169,169
-12928.1513671875,850000,130.2324,4913.92,291.1573,4732.02,170,170
-11573.224609375,855000,64.0496,5396.06,269.7769,4633.96,171,171
-11826.2578125,860000,72.2653,5404.74,273.935,4752.94,172,172
-11784.408203125,865000,74.3463,5338.06,278.0621,5040.35,173,173
-12018.1962890625,870000,84.817,4465.4,278.8086,4490.68,174,174
-12805.82421875,875000,107.3788,5380.44,276.8892,4511.29,175,175
-12467.8935546875,880000,91.6314,5405.98,282.6753,4197.65,176,176
-12273.759765625,885000,72.8856,5010.89,277.755,4785.71,177,177
-12845.619140625,890000,78.8948,5334.19,275.1205,4746.37,178,178
-12670.5439453125,895000,72.6897,5388.85,276.582,5029.5,179,179
-12128.5400390625,900000,63.2677,5378.91,269.8689,5049.84,180,180
-12362.326171875,905000,73.5838,5413.42,275.2776,5184.27,181,181
-12360.6318359375,910000,71.3674,4147.76,271.5944,4637.41,182,182
-13062.0302734375,915000,92.4953,4566.67,276.2623,4877.47,183,183
-12577.697265625,920000,78.5942,5384.27,272.8675,4864.02,184,184
-13082.1220703125,925000,85.9539,5390.11,272.0904,5126.89,185,185
-13079.3251953125,930000,85.4207,5366.67,273.2171,5155.15,186,186
-13190.4541015625,935000,70.317,5368.01,274.3301,5014.84,187,187
-13074.6171875,940000,72.6921,5354.04,271.2074,4626.92,188,188
-13528.6220703125,945000,85.7909,4373.2,278.662,4953.32,189,189
-13525.9453125,950000,76.0532,1017.66,278.6979,4443.33,190,190
-13783.1337890625,955000,89.8908,5429.41,280.0123,4863.18,191,191
-13706.0625,960000,69.6844,5412.19,271.5535,5266.78,192,192
-13584.849609375,965000,74.0049,5347.17,271.9599,5170.64,193,193
-14069.8173828125,970000,78.4087,5441.66,279.4501,5361.35,194,194
-14052.744140625,975000,76.1217,5430.71,275.8971,4917.18,195,195
-14365.8994140625,980000,82.6918,5444.12,278.7754,4878.18,196,196
-14138.283203125,985000,79.5363,5388.51,276.9408,5297.07,197,197
-14706.5126953125,990000,73.8341,5429.28,276.4967,5292.44,198,198
-14919.8095703125,995000,71.1227,5094.24,278.0997,4906.7,199,199
-14864.734375,1000000,79.8634,5395.65,280.9906,5227.53,200,200
-14903.560546875,1005000,67.8651,3989.96,275.3758,4835.53,201,201
-14521.7822265625,1010000,75.9923,5394.51,274.3882,5115.41,202,202
-15308.91015625,1015000,62.644,4883.61,273.5088,5126.32,203,203
-15140.0283203125,1020000,81.4083,5315.07,275.8055,5257.19,204,204
-14903.783203125,1025000,72.5889,5319.26,275.9894,5021.86,205,205
-15158.7890625,1030000,69.1672,5300.46,275.0542,5259.97,206,206
-15202.666015625,1035000,70.8394,5384.05,279.1953,4512.55,207,207
-15015.2890625,1040000,88.1946,4557.72,279.3798,4799.98,208,208
-15275.6064453125,1045000,76.1544,5335.07,284.4493,4739.36,209,209
-15066.443359375,1050000,67.0204,5312.26,272.2018,4829.73,210,210
-14956.3330078125,1055000,86.8517,5246.58,282.3443,4324.1,211,211
-14992.830078125,1060000,69.361,2245.64,278.7224,4225.85,212,212
-14771.1484375,1065000,69.6216,5067.74,276.9442,4757.1,213,213
