Real Det Return,Itration,Real Sto Return,Running Forward KL,Running Reverse KL
3442.81,175,3140.86,27.0306,12.9748
3479.44,176,3301.07,26.8025,14.3003
3459.36,177,3376.94,26.9625,13.7568
3465.22,178,3332.81,26.8647,13.9724
3435.91,179,3365.39,26.9586,14.75
3454.17,180,3413.22,26.6932,14.293
3467.56,181,3426.91,26.5477,13.5497
3442.54,182,3250.26,26.6699,13.3192
3455.25,183,3338.39,26.8561,13.9178
3424.7,184,3252.03,26.9018,14.1734
3467.02,185,3420.89,26.8294,15.0478
3456.54,186,3423.25,27.0136,15.0916
3454.73,187,2977.36,27.3086,20.0413
3459.72,188,3421.71,26.2755,13.8885
3465.93,189,3436.58,26.7386,14.4728
3450.65,190,3390.0,26.1137,13.9606
3451.09,191,3413.87,26.1826,14.1622
3465.17,192,3424.11,26.5597,14.6058
3455.12,193,3261.86,26.6632,14.6571
3439.64,194,3372.27,26.7961,14.4489
3470.89,195,3415.83,27.0765,15.2623
3445.54,196,3397.97,26.2643,13.7923
3440.34,197,3395.02,26.4735,14.2764
3478.79,198,3409.23,26.6201,13.6154
3446.41,199,3234.6,26.9072,13.8387
