Real Sto Return,Running Update Time,Reward Loss,Real Det Return,Itration,Running Env Steps,Running Forward KL,Running Reverse KL
3479.15,96,-31985.474609375,5243.73,96,480000,298.2488,117.3411
2957.05,97,-33522.45703125,3585.94,97,485000,317.5479,165.2748
4768.35,98,-26413.935546875,5263.3,98,490000,289.6152,108.7237
4480.55,99,-28622.48046875,5035.86,99,495000,288.3697,126.9829
4563.86,100,-24265.525390625,4636.11,100,500000,293.7609,108.5484
4626.97,101,-36958.37890625,5277.4,101,505000,306.713,125.9766
5033.65,102,-32859.890625,5074.23,102,510000,288.7898,114.1025
5155.47,103,-33547.3046875,4645.56,103,515000,288.9804,99.1304
5176.95,104,-30830.2734375,5161.37,104,520000,284.6968,100.6409
4330.27,105,-38176.50390625,4390.35,105,525000,294.2113,114.9995
4928.31,106,-39137.3515625,5272.9,106,530000,293.7678,111.3502
5239.64,107,-34139.15625,5307.11,107,535000,284.3936,100.3493
4878.52,108,-36335.16015625,3289.5,108,540000,288.519,106.4182
4433.29,109,-38595.984375,5058.71,109,545000,294.6708,105.7029
4936.31,110,-38330.17578125,5288.91,110,550000,297.1767,127.9174
4566.21,111,-35397.5390625,5114.38,111,555000,301.7718,146.7601
4638.95,112,-36290.9296875,5348.77,112,560000,298.2017,147.5025
5249.69,113,-39258.18359375,5327.88,113,565000,291.4872,109.0613
5037.22,114,-42723.02734375,5340.76,114,570000,295.417,117.2876
4913.0,115,-41614.2109375,4778.44,115,575000,296.1205,137.3846
5034.49,116,-38912.7890625,5305.96,116,580000,283.3657,100.4054
4571.1,117,-36665.12109375,5369.57,117,585000,289.5864,113.9685
5020.39,118,-37966.9140625,4711.71,118,590000,287.8086,103.0048
4782.77,119,-43424.5625,5235.93,119,595000,291.5364,116.421
5176.1,120,-44144.3671875,5105.95,120,600000,289.7928,111.1873
4882.19,121,-43316.87890625,5353.11,121,605000,296.1139,117.6294
4522.39,122,-47951.45703125,5250.26,122,610000,295.8227,121.0288
4773.52,123,-46233.23828125,5301.97,123,615000,290.1176,128.272
5012.09,124,-44991.40234375,5285.11,124,620000,288.6112,110.669
3885.75,125,-49172.83203125,4839.35,125,625000,299.8849,123.601
4761.98,126,-46660.6015625,5367.26,126,630000,293.8959,117.9026
4825.38,127,-46597.765625,5078.91,127,635000,290.0433,104.8724
4913.23,128,-46118.125,5342.52,128,640000,296.2931,136.2364
4967.81,129,-49817.80078125,5111.78,129,645000,294.381,134.1183
5109.7,130,-46944.9453125,5215.92,130,650000,289.1064,114.263
5090.25,131,-44586.61328125,5372.98,131,655000,287.133,109.5324
5052.75,132,-47636.93359375,5332.37,132,660000,289.5317,109.2684
4162.56,133,-49833.3359375,5220.25,133,665000,287.3111,102.4917
5031.06,134,-47258.828125,5386.28,134,670000,281.0828,101.7785
3827.22,135,-45718.6640625,2498.49,135,675000,285.8038,116.9344
5300.76,136,-45689.64453125,5439.28,136,680000,280.9388,103.6234
5175.18,137,-50518.2421875,5033.17,137,685000,284.1868,120.8091
5134.07,138,-51914.8359375,5204.74,138,690000,280.5591,100.4479
4522.13,139,-52131.78515625,5323.29,139,695000,285.837,106.9113
5194.62,140,-52547.94921875,5302.81,140,700000,281.6993,101.1184
5196.47,141,-49240.9296875,5229.04,141,705000,275.6165,89.7112
5142.5,142,-49980.453125,5339.42,142,710000,288.1171,106.534
5183.48,143,-49028.82421875,5232.61,143,715000,279.9414,97.0265
4922.43,144,-53361.3984375,5007.3,144,720000,283.9237,97.8744
5206.51,145,-53152.8984375,5296.52,145,725000,289.1516,97.9944
5187.38,146,-55396.16796875,5306.34,146,730000,287.3208,102.8968
5243.44,147,-54025.48046875,5277.44,147,735000,279.7417,100.9817
4969.74,148,-54934.875,5385.84,148,740000,292.8343,115.1624
5279.11,149,-50127.44140625,5343.99,149,745000,279.1165,100.8783
5198.19,150,-52490.27734375,5246.65,150,750000,274.3718,89.6194
5000.29,151,-52892.265625,5381.89,151,755000,280.2696,111.6146
5253.45,152,-54477.15625,5410.42,152,760000,283.3676,100.9428
5230.87,153,-55454.96875,5347.7,153,765000,286.3187,102.8783
5128.09,154,-56343.45703125,5293.97,154,770000,285.4611,97.7099
5049.08,155,-57641.27734375,5236.36,155,775000,281.972,94.8303
5123.63,156,-57606.7578125,5323.57,156,780000,282.9759,98.15
5230.05,157,-54700.51953125,5193.89,157,785000,278.6461,98.8844
5109.35,158,-59203.71484375,5189.21,158,790000,282.3733,98.6548
5170.96,159,-56140.375,5235.21,159,795000,285.9692,111.7622
4751.13,160,-57736.24609375,5247.57,160,800000,279.9821,88.882
5110.22,161,-57144.7890625,5296.1,161,805000,284.8657,96.3884
4922.15,162,-60525.77734375,5247.97,162,810000,283.4049,106.9304
5220.87,163,-60248.9609375,5249.82,163,815000,280.7703,97.1262
5070.16,164,-58523.62109375,5334.58,164,820000,282.0363,107.6648
5179.08,165,-57926.203125,5251.95,165,825000,278.3751,87.7207
4803.61,166,-60748.26171875,5244.06,166,830000,282.1315,94.4441
5201.66,167,-62039.80078125,5313.77,167,835000,285.3279,96.1984
5136.59,168,-62341.390625,5259.69,168,840000,278.0404,89.6493
5131.44,169,-57782.32421875,5282.47,169,845000,274.4993,84.347
5232.0,170,-59150.66015625,5396.07,170,850000,280.3582,90.3694
5258.32,171,-60480.31640625,5359.58,171,855000,278.6888,95.0515
5081.36,172,-59589.1796875,5356.6,172,860000,281.372,94.5888
5228.74,173,-61937.5078125,5322.13,173,865000,282.515,91.9168
5210.64,174,-61029.09375,5338.51,174,870000,285.5014,95.1541
4817.19,175,-61925.32421875,5240.75,175,875000,287.6889,105.4344
5222.28,176,-62225.94140625,5364.89,176,880000,282.4526,92.7411
5246.7,177,-61821.7265625,5308.04,177,885000,281.7879,93.624
5295.47,178,-60387.296875,5357.95,178,890000,284.9021,91.0811
5323.99,179,-63141.78515625,5386.74,179,895000,287.267,102.9715
5259.23,180,-65351.07421875,5287.78,180,900000,293.0226,104.5139
5299.91,181,-63683.03125,5307.19,181,905000,291.3754,103.7124
5361.48,182,-64999.890625,5430.03,182,910000,289.2488,100.6652
5296.1,183,-62068.234375,5419.84,183,915000,288.5692,106.7986
5253.4,184,-65789.6953125,5371.11,184,920000,278.8184,91.3893
5231.81,185,-69691.859375,5361.21,185,925000,288.5821,99.7418
5299.94,186,-64822.3515625,5441.11,186,930000,273.9052,84.268
5295.67,187,-65672.15625,5338.27,187,935000,283.6899,93.4101
5019.0,188,-68111.6796875,5276.65,188,940000,283.0394,102.5977
5283.8,189,-70287.453125,5425.51,189,945000,286.2782,103.3659
5188.16,190,-68479.0546875,5298.53,190,950000,283.672,96.9836
5328.78,191,-69663.140625,5443.91,191,955000,285.6452,95.6329
5052.52,192,-71257.296875,5205.66,192,960000,288.3261,105.6155
4483.36,193,-69371.0703125,5144.03,193,965000,283.9997,101.5618
5339.47,194,-69532.7734375,5451.1,194,970000,283.1854,96.8816
5052.3,195,-66329.9375,5415.05,195,975000,275.0441,89.1776
5091.84,196,-70065.5546875,5431.65,196,980000,280.1547,83.9977
5352.74,197,-72072.2265625,5445.08,197,985000,288.9927,102.882
5302.57,198,-72825.5390625,5415.93,198,990000,284.4924,95.2354
5051.9,199,-74086.9140625,5325.81,199,995000,283.3511,89.529
5100.72,200,-73704.3984375,5392.81,200,1000000,284.4983,93.7149
5340.94,201,-71439.890625,5389.34,201,1005000,282.1261,94.6596
4810.87,202,-72688.65625,5431.24,202,1010000,282.0254,101.4976
5211.54,203,-73718.3203125,5347.86,203,1015000,285.4464,104.7373
5171.81,204,-74255.8671875,5372.81,204,1020000,281.1402,80.4055
4990.46,205,-73329.0703125,5200.5,205,1025000,280.2244,85.3292
5082.65,206,-73160.6484375,5359.38,206,1030000,277.0609,80.4791
4872.24,207,-74654.8671875,5335.14,207,1035000,281.6248,95.7021
5031.71,208,-74796.125,5425.58,208,1040000,283.7455,109.2601
5006.95,209,-76126.5234375,5283.38,209,1045000,282.519,95.0186
4830.2,210,-76640.4609375,5310.87,210,1050000,284.0429,95.4442
4815.04,211,-77221.9296875,5260.39,211,1055000,276.2077,82.2295
5247.02,212,-78702.640625,5322.64,212,1060000,284.0354,93.5337
5168.5,213,-78612.015625,4975.92,213,1065000,280.9342,83.9254
5154.77,214,-77263.1171875,5144.32,214,1070000,280.4134,91.2361
4878.46,215,-78837.2265625,5195.26,215,1075000,288.7239,111.4594
4157.24,216,-80594.109375,4108.48,216,1080000,294.298,126.9818
4517.87,217,-81434.421875,3648.49,217,1085000,296.6815,128.7066
3649.57,218,-83524.8046875,4525.93,218,1090000,313.4948,190.4378
3352.58,219,-83169.84375,2641.18,219,1095000,319.9377,234.2723
4295.48,220,-82243.6640625,4386.56,220,1100000,288.123,132.7528
3946.45,221,-83966.0390625,3413.72,221,1105000,308.0242,190.7129
2782.14,222,-87737.390625,2275.24,222,1110000,340.1313,307.8404
1013.41,223,-86588.96875,1555.56,223,1115000,369.6081,308.1524
1791.24,224,-88352.1015625,1693.63,224,1120000,372.6707,385.1639
1918.1,225,-81930.03125,970.15,225,1125000,326.9609,245.0257
4112.54,226,-82642.9453125,4885.33,226,1130000,305.0351,237.5806
4616.02,227,-78603.0859375,5234.98,227,1135000,286.2777,114.3141
4027.41,228,-76594.7578125,5419.37,228,1140000,278.6652,120.0475
579.03,229,-91056.2890625,650.59,229,1145000,395.3091,416.9745
1122.05,230,-90092.40625,541.8,230,1150000,371.7644,435.1261
1587.61,231,-87239.359375,3020.71,231,1155000,331.5398,364.3506
1521.03,232,-79448.7578125,1862.94,232,1160000,331.0065,311.8837
3039.64,233,-74690.703125,4038.55,233,1165000,291.7672,196.1688
2995.93,234,-81118.7265625,1813.17,234,1170000,303.9743,301.1039
2996.96,235,-81743.359375,3099.05,235,1175000,329.0491,312.1845
3603.02,236,-79484.0390625,4211.58,236,1180000,303.6149,178.5354
999.55,237,-83830.3125,745.15,237,1185000,371.7747,279.6097
1273.73,238,-71136.265625,1754.56,238,1190000,347.7495,270.1954
1327.73,239,-73440.953125,1388.28,239,1195000,363.3509,274.3803
772.87,240,-41625.0625,560.07,240,1200000,397.3953,433.3514
729.13,241,-59265.5703125,376.53,241,1205000,439.685,551.5698
1258.12,242,-71098.109375,1340.4,242,1210000,356.4392,340.3265
1720.63,243,-82557.8046875,4703.53,243,1215000,312.336,207.8815
3068.1,244,-76394.796875,2524.53,244,1220000,322.9455,207.4865
1816.18,245,-66631.28125,1187.1,245,1225000,343.4497,279.359
1055.84,246,-75336.140625,1409.42,246,1230000,405.3541,405.4432
1273.87,247,-80323.875,1175.4,247,1235000,381.7041,375.3471
2759.76,248,-78777.765625,3035.98,248,1240000,345.1897,224.4933
4872.68,249,-88400.078125,5073.89,249,1245000,348.1895,180.9841
1771.35,250,-80919.3828125,2106.11,250,1250000,365.5849,246.8099
2118.73,251,-82663.5625,2732.67,251,1255000,364.7176,216.4891
3431.37,252,-78988.203125,4012.48,252,1260000,366.1229,187.1175
2996.31,253,-77318.1015625,4444.61,253,1265000,364.5327,193.3361
1812.03,254,-84636.703125,2372.07,254,1270000,381.2828,342.7041
3825.21,255,-91847.265625,3695.19,255,1275000,369.7482,195.43
2797.23,256,-87883.0546875,2912.88,256,1280000,389.6489,339.8927
2562.1,257,-82785.375,3518.77,257,1285000,357.7689,185.2797
3896.38,258,-85480.4609375,3662.37,258,1290000,344.598,208.2302
3897.64,259,-80312.203125,3786.19,259,1295000,343.793,226.3879
4038.53,260,-83270.6796875,3665.36,260,1300000,343.4646,156.6042
1632.08,261,-93115.328125,1436.83,261,1305000,409.4414,636.8514
1859.38,262,-89308.8515625,1910.76,262,1310000,379.3495,446.6639
4270.71,263,-89626.953125,2734.87,263,1315000,358.2877,545.1213
1696.2,264,-91623.71875,2255.9,264,1320000,380.2741,668.9014
2168.81,265,-90515.9609375,2000.38,265,1325000,392.5188,743.5213
2290.78,266,-90722.65625,2031.88,266,1330000,368.3467,494.5327
1369.63,267,-90260.6796875,1221.9,267,1335000,389.3745,528.4607
738.57,268,-88246.7421875,1004.48,268,1340000,422.2721,654.6987
1026.74,269,-91610.0859375,1120.34,269,1345000,397.4879,811.2525
1208.15,270,-90001.03125,1120.18,270,1350000,400.1415,901.3433
1434.24,271,-93098.6171875,1344.32,271,1355000,388.4836,872.8331
1156.05,272,-93456.6796875,1024.73,272,1360000,397.5021,916.9793
1034.08,273,-91427.671875,683.25,273,1365000,413.9771,948.6741
1752.29,274,-85667.0625,1431.93,274,1370000,372.2702,575.7895
1101.15,275,-92370.3515625,1061.92,275,1375000,390.0767,720.9128
1581.52,276,-85748.484375,1538.22,276,1380000,387.1215,463.4643
2295.63,277,-85560.3828125,2621.94,277,1385000,359.5533,269.4714
1764.72,278,-87128.578125,2124.19,278,1390000,378.6143,370.2025
2046.15,279,-87415.71875,1667.97,279,1395000,417.1116,485.714
978.38,280,-89500.484375,913.14,280,1400000,426.7524,578.9108
1101.59,281,-89480.953125,794.26,281,1405000,424.6708,571.6219
1178.9,282,-90712.6640625,1187.28,282,1410000,409.4348,509.2052
1374.11,283,-85271.3359375,827.1,283,1415000,439.4177,526.8176
893.66,284,-84940.9453125,752.6,284,1420000,444.1286,696.5935
300.14,285,-92486.53125,352.39,285,1425000,471.1874,712.2939
397.72,286,-93048.125,341.04,286,1430000,494.6542,844.3453
880.13,287,-87830.84375,809.17,287,1435000,402.3715,792.7508
730.22,288,-92543.90625,751.7,288,1440000,409.2376,974.9021
576.16,289,-91220.0703125,597.7,289,1445000,415.2825,1094.2253
553.88,290,-95858.828125,699.32,290,1450000,438.4413,1231.2401
1287.79,291,-87977.40625,1573.95,291,1455000,410.6437,779.8971
510.26,292,-93309.6484375,577.78,292,1460000,413.3946,1330.1202
759.41,293,-94065.1171875,608.68,293,1465000,451.9242,1494.5179
428.82,294,-97240.875,460.87,294,1470000,477.6463,1919.5631
492.49,295,-97502.3828125,442.49,295,1475000,468.0834,1629.4979
334.94,296,-97811.0,352.53,296,1480000,486.0267,1809.4373
438.58,297,-97961.4765625,438.97,297,1485000,467.3807,1765.0854
383.1,298,-97560.2265625,379.38,298,1490000,464.4086,1932.5589
454.21,299,-97326.5546875,452.82,299,1495000,433.2216,2049.7194
586.96,300,-94015.59375,698.25,300,1500000,406.0287,1810.7619
568.45,301,-94932.625,586.01,301,1505000,417.4726,1958.0937
672.65,302,-95951.7734375,714.85,302,1510000,413.3694,1947.9209
575.47,303,-94750.84375,499.75,303,1515000,409.9395,1614.5196
855.25,304,-97016.140625,790.65,304,1520000,406.822,1925.6536
835.48,305,-94933.90625,801.19,305,1525000,396.7408,1878.8185
992.31,306,-94996.265625,1079.0,306,1530000,398.7633,1543.0855
728.32,307,-96973.484375,694.97,307,1535000,419.5424,1892.5855
783.66,308,-97200.5234375,800.13,308,1540000,429.1505,1913.053
708.39,309,-96756.9375,725.68,309,1545000,405.9975,1669.6136
723.47,310,-97377.59375,690.88,310,1550000,415.4143,2015.1152
675.24,311,-96561.921875,671.15,311,1555000,402.5951,1618.0714
975.59,312,-97478.203125,1036.36,312,1560000,411.7418,1818.3488
968.1,313,-97085.0234375,937.55,313,1565000,398.6639,1660.0415
1863.07,314,-96990.109375,1472.14,314,1570000,389.5683,1558.8417
1016.53,315,-94599.5078125,1131.31,315,1575000,373.5973,1671.7613
1027.1,316,-95664.4296875,1005.78,316,1580000,382.2041,1662.4141
791.05,317,-95861.7890625,775.79,317,1585000,393.0258,1880.5048
992.84,318,-96764.859375,897.17,318,1590000,399.3295,1857.6284
647.31,319,-97563.9609375,619.59,319,1595000,412.3437,1861.9652
524.66,320,-98214.4140625,540.32,320,1600000,457.3646,2004.1228
520.02,321,-97869.4609375,496.91,321,1605000,436.7769,2136.792
411.59,322,-98077.171875,378.52,322,1610000,476.1499,2038.3444
579.61,323,-97770.421875,559.64,323,1615000,442.3055,1858.2829
380.46,324,-98257.984375,376.46,324,1620000,483.6015,1995.701
857.31,325,-97679.328125,676.12,325,1625000,421.3743,1975.9013
436.03,326,-98380.3046875,431.82,326,1630000,470.7232,2120.273
578.48,327,-98203.5234375,566.66,327,1635000,429.9475,1814.8236
473.05,328,-98144.1953125,524.94,328,1640000,465.2919,1780.3684
662.99,329,-98090.421875,636.43,329,1645000,425.2093,1350.3819
516.47,330,-97699.125,474.22,330,1650000,460.2963,1812.6953
616.89,331,-98240.015625,473.22,331,1655000,441.8332,1404.4704
412.43,332,-97986.6640625,411.46,332,1660000,457.2286,1419.2857
547.73,333,-97821.3046875,599.35,333,1665000,445.8278,1315.5641
444.36,334,-97473.078125,427.42,334,1670000,473.9391,1364.7021
451.11,335,-96864.546875,478.97,335,1675000,425.5444,1302.0589
352.34,336,-98402.71875,346.9,336,1680000,462.7612,1308.3665
445.0,337,-98240.1484375,420.6,337,1685000,470.0123,1872.9377
325.01,338,-98831.671875,325.05,338,1690000,505.8596,1572.3485
407.44,339,-98721.15625,416.35,339,1695000,483.8424,1915.4906
377.59,340,-98819.875,386.18,340,1700000,499.1616,1276.6228
452.79,341,-98748.8046875,454.57,341,1705000,468.458,1959.3207
403.29,342,-98882.5390625,401.59,342,1710000,493.4107,1829.1684
308.34,343,-99064.390625,307.1,343,1715000,515.8043,1989.779
300.32,344,-99070.15625,302.39,344,1720000,559.6016,2156.3258
337.4,345,-99124.7265625,342.89,345,1725000,522.5432,2074.663
313.27,346,-99173.015625,316.42,346,1730000,526.434,2120.8891
369.53,347,-99140.03125,367.85,347,1735000,473.313,1378.0413
338.07,348,-99151.875,367.82,348,1740000,501.2192,1571.9573
321.24,349,-99221.6953125,326.56,349,1745000,499.5147,1524.5732
274.1,350,-99266.4140625,275.45,350,1750000,544.0912,1423.739
290.49,351,-99009.921875,289.82,351,1755000,539.9412,1373.0465
322.26,352,-99251.453125,324.33,352,1760000,519.9844,1360.2345
289.55,353,-99244.3359375,284.83,353,1765000,537.3658,1664.2508
293.19,354,-99246.671875,293.71,354,1770000,519.2585,1724.675
312.54,355,-98662.2265625,305.73,355,1775000,526.7643,1212.0997
305.4,356,-99328.8046875,304.15,356,1780000,538.6672,1681.5187
292.52,357,-99331.7265625,291.31,357,1785000,536.3694,1465.2296
300.25,358,-99301.953125,298.28,358,1790000,518.7347,1540.4749
332.21,359,-99292.2421875,331.36,359,1795000,511.1109,1630.8709
319.7,360,-99331.3203125,318.04,360,1800000,540.444,1699.4661
325.47,361,-98814.390625,326.71,361,1805000,537.3546,1968.8014
278.39,362,-99177.1015625,278.56,362,1810000,538.3325,1821.326
298.82,363,-99342.3984375,299.89,363,1815000,531.3806,2192.5367
274.89,364,-99301.046875,274.63,364,1820000,539.7035,2096.7235
289.06,365,-99251.140625,294.0,365,1825000,537.5511,1852.5566
322.37,366,-99281.4375,320.38,366,1830000,539.5486,2323.0951
323.17,367,-99231.5625,322.03,367,1835000,536.5247,1856.2022
296.09,368,-99173.140625,294.57,368,1840000,530.849,991.963
323.16,369,-99361.8671875,323.31,369,1845000,556.5657,1093.3139
312.33,370,-98929.6015625,312.13,370,1850000,534.9286,880.2455
325.45,371,-98647.2421875,325.76,371,1855000,534.6684,833.0112
332.24,372,-99169.65625,328.9,372,1860000,544.3543,933.8953
303.3,373,-99107.09375,304.52,373,1865000,544.896,928.19
286.94,374,-97835.046875,292.24,374,1870000,536.3122,812.3399
254.33,375,-97128.6171875,252.1,375,1875000,572.6522,800.2671
274.83,376,-95914.8828125,271.57,376,1880000,548.8901,699.2162
250.37,377,-92322.4453125,252.14,377,1885000,562.5209,569.5832
249.59,378,-93374.28125,249.3,378,1890000,577.3525,583.9547
262.98,379,-91317.625,261.33,379,1895000,543.753,609.7607
245.52,380,-94914.4140625,246.97,380,1900000,560.8097,668.6736
276.57,381,-92843.4296875,276.75,381,1905000,550.5676,674.0815
273.09,382,-94276.21875,267.02,382,1910000,539.6995,625.5412
287.01,383,-95121.5859375,279.17,383,1915000,529.905,589.6946
282.93,384,-97430.9765625,282.69,384,1920000,537.5444,622.3072
264.66,385,-98988.84375,266.55,385,1925000,537.2077,864.8779
258.95,386,-99310.8046875,259.19,386,1930000,537.7774,977.4261
268.96,387,-90394.53125,278.67,387,1935000,520.0456,529.4385
265.23,388,-98840.5859375,260.27,388,1940000,525.0203,966.9047
262.06,389,-98759.921875,258.97,389,1945000,524.1753,767.0267
257.22,390,-99079.390625,256.4,390,1950000,525.6757,858.542
284.98,391,-84318.6484375,285.55,391,1955000,527.7217,413.8392
300.87,392,-98214.4453125,302.23,392,1960000,527.8711,663.612
302.17,393,-88886.6796875,301.88,393,1965000,523.2181,518.7289
297.8,394,-93970.953125,301.21,394,1970000,527.6898,570.3026
282.48,395,-95265.8671875,281.93,395,1975000,533.4519,597.2237
237.66,396,-80591.5625,239.19,396,1980000,539.8168,759.4658
253.64,397,-91919.7109375,252.69,397,1985000,522.0788,836.5893
245.32,398,-99065.796875,244.13,398,1990000,527.9582,763.1632
245.35,399,-95381.765625,246.35,399,1995000,541.8887,564.3248
244.47,400,-93602.0078125,232.88,400,2000000,530.2468,548.799
253.93,401,-97225.9296875,250.0,401,2005000,532.837,747.7304
272.83,402,-91667.7421875,268.94,402,2010000,525.8823,489.9709
285.89,403,-97055.8203125,288.92,403,2015000,534.6265,886.6245
