Running Update Time,Reward Loss,Running Env Steps,Itration,Real Sto Return,Real Det Return,Running Reverse KL,Running Forward KL
33,-973.0572509765625,165000,33,3156.5,3410.63,18.2367,44.5028
34,-1009.4366455078125,170000,34,3434.8,3390.63,19.5447,44.1324
35,-1041.796875,175000,35,3278.41,3385.72,18.7291,44.5674
36,-1047.4949951171875,180000,36,3407.6,3332.71,19.3886,44.8898
37,-1023.8864135742188,185000,37,3410.53,3386.29,18.0461,44.7656
38,-1073.0225830078125,190000,38,3381.28,3435.05,17.506,44.441
39,-1114.61279296875,195000,39,3413.55,3299.52,17.9095,44.3827
40,-1093.8372802734375,200000,40,3402.17,3378.91,16.7839,44.2633
41,-1165.17138671875,205000,41,3465.95,3485.08,17.9426,44.2902
42,-1203.86376953125,210000,42,3525.65,3507.02,19.2114,44.7065
43,-1218.475341796875,215000,43,3527.61,3454.74,17.9422,44.5778
44,-1239.0552978515625,220000,44,3378.44,3480.42,17.8476,44.1233
45,-1271.44775390625,225000,45,3463.13,3430.61,17.3337,44.2428
46,-1279.3426513671875,230000,46,3556.27,3464.86,17.6317,43.979
47,-1359.6463623046875,235000,47,3501.77,3370.84,19.1489,44.7517
48,-1347.1722412109375,240000,48,3573.31,3503.03,19.0375,44.3009
49,-1376.596923828125,245000,49,3611.77,3519.63,17.8997,43.8087
50,-1386.990234375,250000,50,3535.18,3524.16,17.5577,44.3438
51,-1367.27490234375,255000,51,3632.05,3626.87,17.6574,43.5689
52,-1424.446533203125,260000,52,3592.7,3494.63,17.8633,43.9422
53,-1460.7572021484375,265000,53,3559.68,3559.72,17.671,44.2143
54,-1514.9171142578125,270000,54,3470.56,3692.19,19.2349,44.2908
55,-1481.803955078125,275000,55,3691.04,3696.25,18.4739,43.5767
56,-1542.5960693359375,280000,56,3526.15,3552.2,17.5056,43.8665
57,-1510.98828125,285000,57,3738.91,3786.71,18.0115,43.4557
58,-1544.993408203125,290000,58,3423.76,3650.57,17.5512,44.0241
59,-1574.267578125,295000,59,3671.28,3673.64,17.3091,43.6815
60,-1606.8707275390625,300000,60,3250.23,3548.77,17.0422,43.9964
61,-1681.737060546875,305000,61,3602.24,3620.93,17.3839,43.6021
62,-1565.3895263671875,310000,62,3657.84,3743.03,17.2072,42.8826
63,-1627.8485107421875,315000,63,3675.37,3712.35,17.9759,43.6531
64,-1711.2930908203125,320000,64,3649.03,3644.41,17.1185,43.5735
65,-1756.9578857421875,325000,65,3650.74,3665.79,19.7309,43.9601
66,-1772.23486328125,330000,66,3681.4,3728.82,18.6165,43.7306
67,-2080.73291015625,335000,67,2675.27,3714.26,20.4151,43.7395
68,-1667.280029296875,340000,68,3727.53,3818.72,17.7552,43.3439
69,-1807.571044921875,345000,69,3555.73,3607.16,15.9966,43.5512
70,-1836.0548095703125,350000,70,3740.97,3760.49,16.4469,43.1313
71,-1879.6097412109375,355000,71,3671.62,3729.88,18.4203,43.447
72,-1914.8685302734375,360000,72,3719.67,3737.28,18.2557,42.9419
73,-1917.43310546875,365000,73,3746.7,3753.4,17.6919,43.3808
74,-1916.8507080078125,370000,74,3755.97,3795.8,18.5901,43.4945
75,-1938.9615478515625,375000,75,3762.56,3766.09,18.6258,43.3067
76,-1978.06982421875,380000,76,3721.19,3773.25,18.0441,43.4773
77,-1946.194580078125,385000,77,3703.01,3741.62,17.5795,43.0554
78,-2024.287841796875,390000,78,3793.37,3792.3,18.7941,42.9757
79,-1960.5682373046875,395000,79,3803.5,3853.18,17.175,42.7074
80,-2077.44775390625,400000,80,3744.04,3808.33,18.3791,43.5179
81,-2042.922119140625,405000,81,3776.06,3794.63,18.2187,43.0844
82,-2121.075927734375,410000,82,3794.87,3813.15,19.483,43.2281
83,-2110.731201171875,415000,83,3802.76,3806.15,17.947,42.9149
84,-2163.751953125,420000,84,3661.52,3666.18,17.5008,43.5149
85,-2131.249755859375,425000,85,3808.54,3874.38,18.3176,42.6509
86,-2168.172119140625,430000,86,3766.52,3804.27,18.412,42.7024
87,-2181.843017578125,435000,87,3810.07,3903.65,17.4769,42.675
88,-2214.529541015625,440000,88,3808.41,3847.72,17.9013,42.8371
89,-2228.5390625,445000,89,3762.82,3836.67,17.051,42.8176
90,-2276.51953125,450000,90,3779.32,3830.24,17.5598,42.6597
91,-2292.07861328125,455000,91,3780.2,3748.64,17.1769,42.5961
92,-2310.367431640625,460000,92,3788.13,3823.5,17.0314,42.5265
93,-2406.64404296875,465000,93,3656.75,3666.27,16.4452,43.5071
94,-2431.10498046875,470000,94,3811.66,3824.95,18.716,42.8217
95,-2393.2939453125,475000,95,3813.91,3841.86,17.4181,42.9392
96,-2430.177734375,480000,96,3775.32,3810.94,16.7304,42.8685
97,-2527.898681640625,485000,97,3814.08,3867.61,18.6142,43.0194
98,-2460.39111328125,490000,98,3814.08,3802.66,17.357,42.824
99,-2356.349365234375,495000,99,3816.27,3867.71,16.2782,41.892
100,-2768.61474609375,500000,100,3268.25,3834.14,18.9285,42.9637
101,-2535.115234375,505000,101,3512.47,3848.87,16.5195,42.7847
102,-2946.315185546875,510000,102,3566.63,3920.16,18.9231,42.7305
103,-2852.832763671875,515000,103,2184.22,2601.34,19.0731,43.3628
104,-2873.989990234375,520000,104,3667.08,3880.45,17.2676,42.791
105,-2865.1953125,525000,105,3622.02,3860.37,17.8788,42.9197
106,-2625.586669921875,530000,106,3834.49,3892.9,16.2064,42.4468
107,-2667.74462890625,535000,107,3479.13,3843.83,17.2766,42.6233
108,-3024.02197265625,540000,108,3566.64,3858.97,17.2067,42.7213
109,-2806.88623046875,545000,109,3765.14,3889.29,17.0257,42.7969
110,-3429.92041015625,550000,110,3154.75,3650.66,19.6135,42.6998
111,-2820.800537109375,555000,111,3918.42,3936.29,18.3681,42.5232
112,-3337.77685546875,560000,112,3080.1,3146.19,22.9937,43.1124
113,-3376.490478515625,565000,113,3591.97,3340.21,19.7225,42.6609
114,-2934.542724609375,570000,114,3781.07,3746.15,17.6794,42.4955
115,-3364.54736328125,575000,115,3593.61,3806.92,20.8794,43.1502
116,-3156.483642578125,580000,116,3863.37,3920.67,17.5475,42.1857
117,-3463.59130859375,585000,117,3085.79,3133.14,20.4117,42.5039
118,-3133.5185546875,590000,118,3856.98,3931.82,16.859,42.2922
119,-3067.2392578125,595000,119,3567.1,3825.43,16.8773,42.8632
120,-3753.48046875,600000,120,3276.22,2248.44,21.2736,42.9027
121,-3320.38818359375,605000,121,3397.85,3888.44,18.1618,42.741
122,-3196.26904296875,610000,122,3375.01,2321.46,16.6445,43.1819
123,-3224.254150390625,615000,123,3655.12,3857.91,17.242,42.8032
124,-3213.112548828125,620000,124,3623.04,3791.2,16.8404,43.1985
125,-3411.71630859375,625000,125,3817.2,3882.78,17.6203,42.9015
126,-3336.70166015625,630000,126,3877.26,3914.48,18.2233,42.7974
127,-3297.872314453125,635000,127,3658.84,3896.69,16.4025,42.6191
128,-3460.147216796875,640000,128,3652.91,3736.87,15.5721,43.215
129,-3394.470458984375,645000,129,3771.31,3272.56,16.3597,42.9672
130,-3551.127685546875,650000,130,3673.44,3890.14,15.5515,42.861
131,-3316.869384765625,655000,131,3798.19,3933.49,16.1986,42.0853
132,-3390.8544921875,660000,132,3862.38,3554.81,16.4319,42.384
133,-3275.671630859375,665000,133,3712.24,3882.61,16.2789,42.3454
134,-3590.49755859375,670000,134,3820.06,3878.2,17.2482,43.0623
135,-3544.1787109375,675000,135,3873.55,3923.57,16.6806,42.1347
136,-3497.05126953125,680000,136,3840.53,3958.83,17.062,42.2083
137,-3522.31982421875,685000,137,3786.07,3939.2,15.8242,42.0544
138,-3754.18603515625,690000,138,3928.21,3946.63,16.3569,42.3764
139,-3696.9970703125,695000,139,3798.91,3923.37,15.7424,42.2095
140,-3734.78125,700000,140,3890.04,3928.85,16.4481,42.3292
141,-3738.486328125,705000,141,3848.61,3973.36,16.2721,42.3515
142,-3777.447998046875,710000,142,3822.03,3911.33,16.7327,42.4139
143,-3854.460693359375,715000,143,3859.44,3940.08,16.2295,42.62
144,-3838.103515625,720000,144,3780.86,3872.02,16.5111,42.7331
145,-3863.37744140625,725000,145,3879.46,3941.99,16.933,42.2537
146,-3803.532470703125,730000,146,3868.29,3884.39,16.3794,42.2492
147,-3958.439208984375,735000,147,3858.21,3922.43,17.5474,42.803
148,-3936.035888671875,740000,148,3860.05,3905.51,16.3464,42.3027
149,-3909.2333984375,745000,149,3911.06,3977.23,15.6471,41.8926
150,-3900.369140625,750000,150,3941.47,3965.39,16.8656,42.1167
151,-3856.3291015625,755000,151,3726.91,4000.88,16.0444,42.0429
152,-4103.30322265625,760000,152,3981.51,4003.98,18.2824,42.1955
153,-4067.421630859375,765000,153,3947.78,3970.3,16.2122,41.8653
154,-4065.7724609375,770000,154,3898.74,3962.42,16.6877,42.2325
155,-3940.26171875,775000,155,3853.64,3899.31,15.4327,41.6629
156,-4238.89111328125,780000,156,3834.92,3777.31,15.8327,42.1999
157,-4478.31591796875,785000,157,3876.99,3932.63,14.6315,42.4137
158,-4258.34326171875,790000,158,3898.17,3948.46,16.7728,42.3554
159,-4270.19970703125,795000,159,3982.25,4027.13,16.8556,41.8352
160,-4350.66943359375,800000,160,3941.39,3975.5,17.6836,42.4716
161,-4313.97705078125,805000,161,3945.32,3962.72,16.9907,42.2561
162,-4394.9794921875,810000,162,3718.68,3942.78,16.5162,42.1547
163,-4419.6396484375,815000,163,3847.17,3928.44,16.5095,42.5476
164,-4382.33251953125,820000,164,3951.82,3965.97,17.3756,42.2125
165,-4458.28369140625,825000,165,3835.17,3889.01,15.155,42.2745
166,-4585.79248046875,830000,166,3895.46,3955.84,16.2215,42.2879
167,-4388.19091796875,835000,167,3916.16,3999.88,15.2522,41.5012
168,-4520.63671875,840000,168,3876.04,3982.73,15.3325,42.0191
169,-4605.35595703125,845000,169,3912.73,4007.49,16.7355,42.1429
170,-4528.2001953125,850000,170,4012.35,4039.21,16.4989,41.6639
171,-4633.00634765625,855000,171,3816.0,4001.47,16.114,42.3227
172,-4644.3818359375,860000,172,3975.08,4012.05,16.3448,42.0668
173,-4707.63623046875,865000,173,3926.71,4019.67,16.3208,42.0128
174,-4792.99267578125,870000,174,3912.12,3968.42,16.0024,41.9834
175,-4761.64013671875,875000,175,3913.83,3961.71,15.2281,41.6952
176,-4918.10791015625,880000,176,3905.78,3973.54,16.5645,42.3304
177,-4889.92529296875,885000,177,3931.31,3944.13,16.7201,42.3993
178,-4962.955078125,890000,178,3796.57,3998.75,15.5262,41.8226
179,-4879.099609375,895000,179,3976.66,3998.76,16.4423,41.7341
180,-4984.455078125,900000,180,3984.87,4016.87,16.3116,42.0103
181,-4879.7734375,905000,181,3893.11,3961.64,15.7407,42.0858
182,-4996.34716796875,910000,182,3778.91,4022.9,16.18,41.7273
183,-5111.5537109375,915000,183,3939.73,4016.79,16.3665,41.9663
184,-5089.21484375,920000,184,3977.72,4097.29,15.7038,41.8943
185,-5123.1494140625,925000,185,3994.23,4024.38,16.8199,41.875
186,-5070.6474609375,930000,186,3980.02,3998.09,17.2747,41.8544
187,-5315.9169921875,935000,187,3947.65,4014.77,17.092,42.1579
188,-5394.509765625,940000,188,3915.95,3979.66,15.9518,41.6571
189,-5252.916015625,945000,189,4006.4,4036.55,17.6629,42.1531
190,-5135.32568359375,950000,190,4014.99,4105.27,16.07,41.3388
191,-5215.439453125,955000,191,3973.74,4038.57,15.9887,41.4928
192,-5382.48388671875,960000,192,3935.48,4033.01,15.5156,41.7649
193,-5521.849609375,965000,193,3975.26,4043.24,16.3206,41.9417
194,-5454.6396484375,970000,194,4007.28,4037.32,16.9059,41.8227
195,-5582.6611328125,975000,195,3967.81,3974.96,16.409,41.9242
196,-5728.68603515625,980000,196,3990.89,4055.38,15.5673,41.9232
197,-5658.32421875,985000,197,3925.96,4033.56,15.5993,42.1615
198,-5600.0029296875,990000,198,3961.2,4055.13,15.4846,41.8209
199,-5678.4990234375,995000,199,4009.42,4050.12,16.4472,41.5773
200,-5797.62158203125,1000000,200,3970.94,4054.84,15.5237,41.6894
201,-5779.1572265625,1005000,201,3987.66,4058.94,15.464,41.339
202,-5799.26611328125,1010000,202,4058.44,4066.08,16.2086,41.5493
203,-5936.5126953125,1015000,203,3999.06,4080.9,15.8885,41.5327
204,-6102.52001953125,1020000,204,4042.99,4063.0,15.1963,41.6451
205,-6054.07421875,1025000,205,4042.89,4041.15,16.0284,41.3399
206,-5971.8662109375,1030000,206,4017.2,4087.28,15.6386,41.3145
207,-5915.55029296875,1035000,207,4078.27,4079.39,15.892,41.3314
208,-6012.8876953125,1040000,208,4065.96,4098.44,16.7685,41.3598
209,-6025.943359375,1045000,209,4047.27,4073.58,15.7653,41.4148
210,-6059.978515625,1050000,210,4052.12,4098.31,15.8179,41.2304
211,-6072.19970703125,1055000,211,4034.0,4118.9,15.8636,41.304
212,-6117.48681640625,1060000,212,4091.0,4109.07,15.7951,41.3394
213,-6158.857421875,1065000,213,4024.08,4065.14,15.771,41.1832
214,-6213.6943359375,1070000,214,4050.0,4116.86,15.8203,41.3811
215,-6173.40283203125,1075000,215,3836.5,4095.36,15.3674,41.2534
216,-6369.8623046875,1080000,216,3820.59,4060.58,15.7484,41.3256
217,-6244.73046875,1085000,217,4048.75,4105.91,15.043,41.3112
218,-6314.89404296875,1090000,218,4017.83,4112.77,15.7781,41.2433
219,-6366.505859375,1095000,219,4036.87,4098.37,15.7796,41.4249
220,-6519.8935546875,1100000,220,4041.2,4099.54,15.8631,41.4617
221,-6489.09130859375,1105000,221,4046.18,4091.14,15.2776,41.1818
222,-6461.50341796875,1110000,222,4071.37,4160.19,15.7658,41.3875
223,-6588.52734375,1115000,223,4043.39,4117.95,15.3417,41.379
224,-6645.90283203125,1120000,224,4068.94,4073.17,15.4942,41.4455
225,-6606.3798828125,1125000,225,4058.98,4167.13,15.538,41.0254
226,-6593.9208984375,1130000,226,4058.94,4111.67,15.3767,41.0553
227,-6564.06689453125,1135000,227,4072.54,4172.47,14.8165,40.986
228,-6747.3369140625,1140000,228,4068.08,4137.88,15.3918,41.3508
229,-6698.2841796875,1145000,229,4066.99,4185.05,15.349,40.9806
230,-6682.4580078125,1150000,230,4073.52,4134.78,15.0978,41.2217
231,-6789.50146484375,1155000,231,3686.82,4166.8,15.4048,41.1148
232,-6824.19384765625,1160000,232,4062.01,4145.69,15.5955,41.161
233,-6832.85498046875,1165000,233,4047.02,4194.06,14.535,40.9721
234,-6932.4560546875,1170000,234,4094.43,4184.95,15.1133,40.8412
235,-7157.9228515625,1175000,235,4109.56,4159.41,15.2355,41.0906
236,-7085.78271484375,1180000,236,4078.71,4131.5,14.8149,40.9415
237,-7195.14453125,1185000,237,4080.24,4172.43,14.81,41.1003
238,-7163.46630859375,1190000,238,4091.6,4121.54,15.2649,41.1033
239,-7126.19287109375,1195000,239,4095.4,4156.99,14.8659,40.9956
240,-7142.353515625,1200000,240,4107.86,4175.84,15.0029,40.837
241,-7170.0576171875,1205000,241,3886.41,4175.83,14.3422,41.0371
242,-7171.62744140625,1210000,242,4131.91,4220.64,15.1899,40.6381
243,-7335.29052734375,1215000,243,4094.78,4172.1,15.068,41.0088
244,-7308.70458984375,1220000,244,3977.17,4209.27,15.0905,40.7229
245,-7847.2607421875,1225000,245,4106.65,4147.37,14.0775,40.9108
246,-7528.32421875,1230000,246,4111.7,4176.03,14.8996,40.7663
247,-7508.0361328125,1235000,247,4103.44,4184.17,15.16,40.8806
248,-7557.494140625,1240000,248,4133.05,4146.33,14.3003,40.513
249,-7882.68603515625,1245000,249,3884.76,4157.22,14.0656,40.8027
250,-7605.72802734375,1250000,250,4099.76,4154.9,14.9158,40.6781
251,-7494.05712890625,1255000,251,3885.28,4208.2,14.5169,40.6585
252,-7783.7080078125,1260000,252,3911.13,4158.67,14.1698,40.7106
253,-7652.47998046875,1265000,253,4173.55,4219.6,15.2529,40.7005
254,-7853.6484375,1270000,254,4053.35,4122.62,15.0556,40.7003
255,-7840.3515625,1275000,255,3875.82,4118.76,15.3001,40.9255
256,-8289.681640625,1280000,256,3821.92,4071.61,15.3076,40.9799
257,-7935.74462890625,1285000,257,4065.28,4112.3,15.4277,40.855
258,-11473.71875,1290000,258,869.67,1358.17,19.8579,44.6942
259,-9051.455078125,1295000,259,3401.48,3591.77,14.8782,42.3178
260,-8432.3251953125,1300000,260,4051.71,4149.83,16.4183,41.2184
261,-7943.55126953125,1305000,261,4048.66,4216.35,15.2052,40.8472
262,-8319.08203125,1310000,262,4080.95,4156.92,15.2046,40.8818
263,-8532.44921875,1315000,263,4097.39,4090.26,15.6366,40.7576
264,-8488.4638671875,1320000,264,4113.26,4163.89,15.9637,40.8042
265,-8581.54296875,1325000,265,4074.34,4146.1,14.8964,40.6593
266,-8677.197265625,1330000,266,4069.47,4181.25,14.67,40.9045
267,-8685.3486328125,1335000,267,4088.94,4150.29,14.7197,40.8487
268,-8559.880859375,1340000,268,3942.35,3952.03,15.0852,40.7334
269,-8652.4443359375,1345000,269,4119.41,3933.45,15.3519,40.6468
270,-8793.37890625,1350000,270,4091.09,4168.67,14.386,40.9321
271,-8633.970703125,1355000,271,3893.25,4176.72,15.3305,41.1217
272,-8841.2314453125,1360000,272,4111.55,4175.87,15.0261,41.2517
273,-8785.0263671875,1365000,273,4116.41,4204.79,14.9046,40.8897
274,-8618.81640625,1370000,274,4123.5,4242.09,14.7728,40.7938
275,-8819.4638671875,1375000,275,4131.64,4213.72,15.1784,41.145
276,-8706.0595703125,1380000,276,3913.87,4263.13,15.1323,40.7575
277,-8802.818359375,1385000,277,4122.55,4264.12,15.4035,40.7199
278,-8944.2060546875,1390000,278,4129.99,4260.38,15.3429,40.896
279,-9009.7138671875,1395000,279,4078.86,4202.94,15.1774,40.8815
280,-9038.97265625,1400000,280,4168.71,4248.43,15.3215,40.3928
281,-9055.6953125,1405000,281,3939.92,4304.75,15.0951,40.8656
282,-9125.2744140625,1410000,282,4170.58,4325.34,15.3025,40.9559
283,-9092.8857421875,1415000,283,4160.78,4312.9,15.1003,40.7471
284,-9232.7158203125,1420000,284,4154.85,4293.42,15.274,41.1575
285,-9310.326171875,1425000,285,3992.94,4266.28,14.9073,40.8659
286,-9293.83984375,1430000,286,4174.51,4253.91,15.2706,40.6859
287,-9475.099609375,1435000,287,4189.98,4294.75,15.0165,40.8819
288,-9493.6533203125,1440000,288,4194.39,4257.11,15.4358,40.7029
289,-9365.8662109375,1445000,289,4192.14,4288.63,15.3008,40.3969
290,-9625.3876953125,1450000,290,4019.29,4233.86,15.0427,40.661
291,-11561.4013671875,1455000,291,3512.97,3814.66,19.9101,43.8243
292,-12890.7431640625,1460000,292,2066.31,1764.14,21.0709,43.6595
293,-10838.458984375,1465000,293,3432.34,3379.23,15.4092,42.4783
294,-12220.2412109375,1470000,294,2845.1,3283.88,18.0261,43.6578
295,-11449.4287109375,1475000,295,3087.07,4071.96,19.513,42.0149
296,-11417.5068359375,1480000,296,3809.24,3843.29,18.3028,42.3327
297,-12221.4541015625,1485000,297,3313.42,3529.31,16.6034,44.0262
298,-10619.3388671875,1490000,298,3993.21,3845.34,16.3783,41.619
299,-10411.677734375,1495000,299,3963.14,2757.79,15.5015,41.4104
300,-11036.765625,1500000,300,3904.56,4140.0,16.3317,41.4291
301,-10699.099609375,1505000,301,3890.1,4146.84,16.5458,41.3527
302,-12551.9990234375,1510000,302,3709.57,4118.73,16.9364,41.389
303,-10584.767578125,1515000,303,3933.19,4179.11,15.7891,40.9408
304,-13658.916015625,1520000,304,3956.7,4178.31,16.8588,41.3034
305,-10699.5087890625,1525000,305,3771.81,4179.7,15.5034,40.6509
306,-10673.0390625,1530000,306,3954.05,4177.11,15.8447,40.7826
307,-10805.7802734375,1535000,307,3962.73,4124.79,15.9375,40.9931
308,-10757.060546875,1540000,308,3987.95,4169.78,15.7591,40.5642
309,-10808.1171875,1545000,309,3763.7,4113.88,15.8545,40.7495
310,-10914.228515625,1550000,310,3947.5,4152.25,15.9137,40.8446
311,-11152.84375,1555000,311,3924.79,4162.26,16.0109,41.006
312,-12445.046875,1560000,312,4104.35,4139.16,14.0934,40.9427
313,-12442.78515625,1565000,313,3762.72,4184.67,13.8929,41.0562
314,-11974.2001953125,1570000,314,3943.27,4167.47,14.5656,40.6873
315,-12006.2607421875,1575000,315,4158.27,4224.91,14.7191,40.6706
316,-12251.8779296875,1580000,316,3927.42,4111.4,15.6324,40.8727
317,-11239.1142578125,1585000,317,3972.89,4140.61,15.3146,40.6732
318,-11407.1328125,1590000,318,3942.03,4095.33,15.2552,40.6253
319,-12320.2021484375,1595000,319,4086.45,4061.96,14.3008,40.9825
320,-12380.96484375,1600000,320,4161.4,4123.13,14.4085,40.8256
321,-11638.0927734375,1605000,321,4157.92,4133.83,15.3633,40.8773
322,-11888.5673828125,1610000,322,3713.35,4102.43,15.2349,40.5468
323,-12386.62109375,1615000,323,4169.5,4174.21,15.1186,40.7196
324,-12693.1806640625,1620000,324,3930.17,4094.76,14.9568,41.2324
325,-12810.431640625,1625000,325,3944.6,4130.69,15.9859,40.9549
326,-11989.8388671875,1630000,326,4186.51,4239.29,15.4665,40.6395
327,-12100.8388671875,1635000,327,3971.65,4187.25,15.6664,40.7898
328,-12161.37109375,1640000,328,3970.21,4214.37,15.1489,40.7437
329,-12027.12109375,1645000,329,3933.91,4147.95,15.6909,40.5759
330,-12364.353515625,1650000,330,4105.96,4142.6,15.7164,40.8112
331,-12269.689453125,1655000,331,3729.3,4150.87,15.6295,40.784
332,-12249.185546875,1660000,332,4155.97,4180.86,15.2867,40.633
333,-12411.1728515625,1665000,333,3992.18,4273.11,15.6235,40.8632
334,-12601.8974609375,1670000,334,3959.13,4209.56,15.0102,40.4381
335,-12301.66015625,1675000,335,4254.62,4300.46,15.634,40.4865
336,-12521.59765625,1680000,336,4179.5,4266.98,15.5901,40.6685
337,-12636.0234375,1685000,337,4160.35,4225.1,14.7778,40.3928
338,-12769.4580078125,1690000,338,4138.92,4199.31,15.1153,40.5692
339,-12600.234375,1695000,339,4202.9,4232.17,15.0946,40.4107
340,-12869.181640625,1700000,340,4183.0,4231.22,15.1522,40.5962
341,-12889.958984375,1705000,341,4194.55,4313.06,14.8002,40.5907
342,-12836.775390625,1710000,342,4198.49,4288.02,15.2979,40.6394
343,-12949.201171875,1715000,343,4243.44,4271.5,15.8022,41.0275
344,-12909.8671875,1720000,344,4247.52,4318.63,15.6697,40.6619
345,-13319.880859375,1725000,345,4158.13,4179.04,14.9488,40.5991
346,-13006.09375,1730000,346,4265.66,4344.61,15.8212,40.4485
347,-13116.884765625,1735000,347,4257.82,4361.0,15.4438,40.3183
348,-13333.5126953125,1740000,348,4211.2,4319.97,15.2319,40.4552
349,-13302.3720703125,1745000,349,4263.37,4345.38,15.7365,40.3573
350,-13343.86328125,1750000,350,4287.96,4316.96,15.7389,40.7117
351,-13444.205078125,1755000,351,4264.3,4318.01,15.8397,40.8007
352,-16855.50390625,1760000,352,3371.79,3734.26,28.1421,42.9536
353,-14916.5947265625,1765000,353,3810.42,3949.11,16.269,41.203
354,-15161.2275390625,1770000,354,3887.76,3928.58,16.4061,42.0526
355,-14691.08984375,1775000,355,3972.92,4003.53,16.2802,41.8708
356,-14548.50390625,1780000,356,4111.29,4046.54,15.9957,40.8818
357,-14620.25390625,1785000,357,3963.75,4252.76,16.1828,41.2589
358,-14184.4951171875,1790000,358,4093.41,4158.41,15.7841,40.9813
359,-14399.6572265625,1795000,359,4172.74,4223.74,16.2617,40.6679
360,-14410.814453125,1800000,360,4159.75,4182.12,15.7931,41.1968
361,-14441.349609375,1805000,361,4136.76,4095.81,15.7007,41.002
362,-14498.0615234375,1810000,362,4181.61,4218.36,16.0034,40.9645
363,-14682.005859375,1815000,363,4155.84,4176.54,15.7464,40.9865
364,-14765.0810546875,1820000,364,3912.91,4125.37,16.0738,41.0896
365,-14886.0263671875,1825000,365,4153.69,4160.09,16.3606,41.0707
366,-17752.7890625,1830000,366,2945.56,4147.46,21.4169,41.4658
367,-16539.900390625,1835000,367,3795.51,4163.21,17.0696,41.0987
368,-16276.6279296875,1840000,368,4147.13,4163.22,18.1173,41.0773
369,-16113.048828125,1845000,369,3801.79,4206.52,17.0563,40.8863
370,-16174.8212890625,1850000,370,3917.14,4098.3,18.1283,41.0532
371,-17693.330078125,1855000,371,3770.79,4142.41,23.3477,40.9886
372,-16215.3447265625,1860000,372,3987.83,4169.92,16.4356,40.6532
373,-16484.49609375,1865000,373,3772.9,4177.2,19.1262,40.8941
374,-15392.947265625,1870000,374,4008.51,4191.73,15.6233,40.7005
375,-15417.1064453125,1875000,375,4201.96,4267.92,15.3683,40.6983
376,-15401.162109375,1880000,376,4224.05,4250.12,15.6921,40.417
377,-15330.1904296875,1885000,377,4225.55,4243.1,15.5954,40.856
378,-15808.4462890625,1890000,378,4250.2,4324.85,15.7013,40.6819
379,-15405.96484375,1895000,379,4280.05,4343.67,15.6573,40.5693
380,-20635.5390625,1900000,380,2311.98,3602.88,34.5244,42.6814
381,-23912.80859375,1905000,381,716.33,1151.63,59.9566,45.5526
382,-28679.822265625,1910000,382,475.82,410.44,54.5383,47.1027
383,-21342.06640625,1915000,383,3057.44,3089.97,27.8364,43.8665
384,-18884.962890625,1920000,384,3790.54,3883.93,22.8446,43.7562
385,-20552.775390625,1925000,385,3498.78,3435.77,23.1422,44.6409
