Real Det Return,Running Env Steps,Real Sto Return,Running Reverse KL,Reward Loss,Running Forward KL,Itration,Running Update Time
3718.14,1365000,2383.78,46.0129,-6364.35107421875,71.5192,273,273
3816.13,1370000,2913.89,45.7608,-6528.03955078125,70.9622,274,274
3723.52,1375000,3651.66,50.2126,-6176.18798828125,73.202,275,275
3546.24,1380000,3051.31,51.5256,-6334.35107421875,74.8692,276,276
3865.92,1385000,3277.34,48.2253,-7007.93603515625,70.561,277,277
3086.3,1390000,2253.06,43.9916,-7214.53662109375,69.857,278,278
3645.62,1395000,2527.24,45.124,-6813.26953125,70.1826,279,279
3033.94,1400000,1638.39,39.8175,-7890.88720703125,69.1476,280,280
2611.73,1405000,1841.4,41.0256,-7207.10693359375,68.5059,281,281
1914.89,1410000,1519.91,44.0856,-7297.4892578125,69.1672,282,282
3332.21,1415000,2527.48,55.1476,-6906.82568359375,74.4753,283,283
3887.56,1420000,2088.78,46.0763,-7212.7548828125,70.2506,284,284
3884.22,1425000,3292.38,55.5817,-6659.63916015625,74.3668,285,285
3101.76,1430000,2403.68,41.2223,-6871.5390625,68.0756,286,286
4410.84,1435000,3700.56,55.247,-6829.56103515625,73.9548,287,287
4453.53,1440000,3616.66,53.0312,-6512.90673828125,75.7893,288,288
3655.55,1445000,3651.34,50.0891,-6670.98388671875,73.8158,289,289
4004.9,1450000,2645.89,48.1981,-6726.2734375,71.3955,290,290
4057.6,1455000,2892.44,40.6794,-7633.0439453125,68.6756,291,291
3730.72,1460000,2474.17,41.1626,-7590.38671875,68.9532,292,292
3206.77,1465000,2626.52,42.1165,-7209.90625,69.1528,293,293
3936.52,1470000,3760.93,38.5491,-8130.779296875,68.4814,294,294
3207.24,1475000,2655.42,51.8295,-6605.818359375,75.729,295,295
3962.09,1480000,3187.18,43.3115,-7272.47705078125,70.4904,296,296
3518.12,1485000,3375.48,50.7142,-6940.75634765625,72.198,297,297
3795.9,1490000,3317.74,46.1545,-7143.99658203125,70.4663,298,298
3246.14,1495000,2236.63,45.7404,-7723.36376953125,69.7494,299,299
3287.81,1500000,3168.52,45.7239,-7295.07177734375,70.8464,300,300
4041.75,1505000,3460.05,52.4996,-7393.20166015625,72.9013,301,301
4198.89,1510000,3401.19,51.3073,-7314.7607421875,73.3743,302,302
3612.97,1515000,2581.65,45.3334,-7312.4931640625,71.8608,303,303
3083.25,1520000,2975.51,41.1265,-8152.958984375,68.3772,304,304
3570.75,1525000,2664.1,36.4357,-8349.9697265625,68.0703,305,305
3591.42,1530000,3464.17,34.8293,-8617.298828125,67.3656,306,306
2278.9,1535000,2921.51,40.1055,-8404.126953125,68.2376,307,307
4348.26,1540000,3353.72,41.9533,-8281.5908203125,69.1384,308,308
4107.18,1545000,3794.15,48.0884,-7689.451171875,72.2494,309,309
4193.86,1550000,3348.11,49.634,-7564.5224609375,72.6344,310,310
4500.72,1555000,3273.49,49.5177,-7754.75390625,73.1248,311,311
3962.93,1560000,3072.34,38.6111,-8261.537109375,68.136,312,312
3674.58,1565000,2776.14,44.729,-8165.802734375,70.2333,313,313
4450.17,1570000,2976.83,45.6078,-8125.6435546875,70.0218,314,314
3401.29,1575000,2635.15,47.1479,-7935.7734375,71.0263,315,315
3924.38,1580000,3054.94,35.3029,-8654.1767578125,68.3429,316,316
3867.76,1585000,3412.24,45.17,-8269.8037109375,71.1398,317,317
3227.96,1590000,2520.97,38.1868,-8423.8359375,68.1771,318,318
3947.85,1595000,2385.43,51.6426,-7775.54296875,74.2215,319,319
4367.02,1600000,2945.36,43.2439,-8447.8876953125,69.0442,320,320
3561.55,1605000,2978.94,49.5358,-8200.8193359375,73.201,321,321
4231.68,1610000,3154.52,43.5583,-8224.6689453125,69.7869,322,322
4232.7,1615000,4005.76,49.3051,-8205.7021484375,71.1768,323,323
4240.04,1620000,3779.44,43.6473,-8647.9921875,70.2429,324,324
4078.47,1625000,3000.88,42.7475,-8793.7109375,69.3151,325,325
3155.89,1630000,2953.17,46.5646,-8654.81640625,70.1054,326,326
4479.87,1635000,3496.58,49.1479,-8418.798828125,72.3732,327,327
4700.36,1640000,4262.67,51.0264,-8451.818359375,72.8326,328,328
3347.84,1645000,3659.94,43.2613,-8853.6767578125,70.2179,329,329
4294.47,1650000,4114.38,50.0457,-8454.4267578125,72.9768,330,330
4203.17,1655000,2814.64,46.2158,-8892.705078125,70.8174,331,331
4267.74,1660000,3644.24,54.0822,-8508.25,80.321,332,332
3936.26,1665000,4198.74,50.123,-8555.5107421875,72.9821,333,333
4185.79,1670000,3112.2,34.4364,-9932.3955078125,67.8845,334,334
3661.98,1675000,3203.12,50.4894,-8972.1943359375,73.8198,335,335
4013.45,1680000,2297.77,41.8567,-9511.708984375,68.3307,336,336
3671.41,1685000,3512.64,44.7513,-9345.9462890625,69.7193,337,337
4523.99,1690000,3747.73,48.8285,-8950.3125,72.046,338,338
4316.95,1695000,4049.69,44.5545,-9247.890625,69.9976,339,339
4875.99,1700000,3669.33,55.857,-8691.6220703125,80.8486,340,340
4305.58,1705000,3665.86,50.1718,-9244.37890625,72.3265,341,341
5010.59,1710000,3958.34,45.667,-9551.830078125,70.9869,342,342
3924.55,1715000,3059.83,51.6429,-9397.4931640625,72.4143,343,343
4677.96,1720000,3597.99,45.581,-9663.63671875,70.5144,344,344
4638.91,1725000,4010.2,54.2387,-9452.4130859375,75.2439,345,345
4563.42,1730000,4420.29,53.5196,-9889.103515625,75.7361,346,346
4757.89,1735000,3918.39,53.4679,-9373.9482421875,73.3997,347,347
4464.43,1740000,3738.25,42.059,-10095.8935546875,69.7489,348,348
4486.99,1745000,3625.83,55.763,-9533.44921875,77.6064,349,349
3442.1,1750000,3177.61,44.2338,-10073.6533203125,69.7958,350,350
4002.21,1755000,3976.32,56.127,-9891.619140625,78.6162,351,351
4066.88,1760000,2954.77,34.0545,-10681.416015625,67.3289,352,352
4334.26,1765000,4472.16,52.3807,-9870.939453125,73.5016,353,353
4475.21,1770000,4096.84,50.008,-9996.0419921875,71.479,354,354
3895.59,1775000,3293.07,46.2489,-9983.0478515625,71.9097,355,355
4771.66,1780000,3971.61,54.9909,-10021.515625,74.6808,356,356
4746.53,1785000,4001.19,49.6106,-10466.341796875,70.3544,357,357
4202.62,1790000,3869.58,54.8437,-9765.0205078125,73.8526,358,358
4548.81,1795000,4384.48,53.2973,-10043.61328125,72.3715,359,359
4087.94,1800000,3986.0,55.0962,-9937.6005859375,74.9998,360,360
4739.84,1805000,4330.09,48.9066,-10293.03515625,70.1462,361,361
4867.17,1810000,4393.86,59.6466,-10087.60546875,78.1148,362,362
4022.59,1815000,4258.78,48.1319,-10309.8955078125,69.4012,363,363
4613.94,1820000,3646.97,49.9819,-10224.6787109375,71.5688,364,364
4709.87,1825000,4132.93,49.4293,-9892.6396484375,70.5181,365,365
5215.83,1830000,4157.61,60.2114,-10028.8642578125,78.7199,366,366
4433.7,1835000,3581.04,61.6052,-9947.4150390625,80.3579,367,367
5084.21,1840000,4171.63,50.9605,-10153.3623046875,70.3801,368,368
4896.09,1845000,3555.7,52.3038,-10165.7197265625,71.8917,369,369
4264.93,1850000,4078.77,48.177,-10374.857421875,70.675,370,370
5089.18,1855000,4317.13,54.0321,-10430.1064453125,72.6191,371,371
4707.51,1860000,4555.85,61.0352,-10197.13671875,79.388,372,372
4690.32,1865000,4316.53,52.744,-10272.2578125,72.493,373,373
4240.13,1870000,4073.98,54.128,-10302.1845703125,71.5204,374,374
4716.16,1875000,3490.57,62.8062,-10356.04296875,80.0939,375,375
4171.98,1880000,4009.3,50.8344,-10828.67578125,71.3055,376,376
4965.07,1885000,4284.67,56.5374,-10881.595703125,74.1376,377,377
4713.33,1890000,4065.61,55.73,-10729.3525390625,74.3953,378,378
4249.84,1895000,3791.38,52.3902,-10694.166015625,72.2016,379,379
4717.84,1900000,4273.63,49.7239,-10890.2587890625,70.6017,380,380
4808.5,1905000,3523.96,52.8122,-10664.3232421875,72.7783,381,381
5088.63,1910000,4208.71,49.3499,-10957.7431640625,70.5252,382,382
4939.42,1915000,4542.3,55.6028,-10962.8046875,73.1767,383,383
4440.86,1920000,4162.81,44.4043,-11266.919921875,68.6379,384,384
5134.18,1925000,4664.82,55.3626,-11045.9580078125,74.5022,385,385
4749.92,1930000,4340.4,52.6274,-11068.8095703125,71.6226,386,386
4252.98,1935000,3332.44,56.6281,-10915.466796875,74.2131,387,387
4829.79,1940000,4223.57,58.9535,-10906.587890625,77.0574,388,388
5360.66,1945000,4678.89,49.74,-11203.134765625,70.5448,389,389
5003.52,1950000,4625.0,53.7895,-11007.103515625,71.9732,390,390
5393.29,1955000,4237.68,57.1139,-11047.203125,76.4483,391,391
