Running Forward KL,Running Env Steps,Itration,Reward Loss,Running Update Time,Running Reverse KL,Real Sto Return,Real Det Return
72.7422,305000,61,-793.5753784179688,61,31.4434,251.63,884.57
73.9206,310000,62,-812.618896484375,62,31.0656,192.56,876.23
74.6297,315000,63,-840.7884521484375,63,31.7923,263.45,848.76
72.6674,320000,64,-848.7891235351562,64,31.8167,288.87,1001.41
73.9085,325000,65,-873.19970703125,65,31.6159,254.68,988.45
73.57,330000,66,-889.2883911132812,66,31.3195,286.64,682.21
73.4903,335000,67,-908.5368041992188,67,30.9613,259.62,690.85
74.1383,340000,68,-930.8836669921875,68,32.0513,238.32,898.58
72.2723,345000,69,-943.2936401367188,69,31.1631,243.85,988.03
73.9094,350000,70,-955.6661987304688,70,30.8881,236.77,903.24
75.2202,355000,71,-984.3074951171875,71,31.4716,283.0,945.79
75.1158,360000,72,-1012.5441284179688,72,31.9697,277.94,839.11
74.5423,365000,73,-1025.6839599609375,73,31.8897,254.14,958.66
73.8276,370000,74,-1033.9578857421875,74,31.5733,284.42,955.98
74.8946,375000,75,-1069.65673828125,75,32.0308,271.6,904.13
74.0828,380000,76,-1074.849853515625,76,31.3411,292.2,859.61
74.0573,385000,77,-1117.8985595703125,77,32.3793,257.53,953.89
73.6344,390000,78,-1130.5372314453125,78,31.4039,282.15,958.23
73.3975,395000,79,-1152.68896484375,79,31.7692,283.84,894.45
73.7288,400000,80,-1169.125732421875,80,31.2645,247.09,860.37
75.2887,405000,81,-1178.622802734375,81,31.3971,287.17,1008.69
73.8397,410000,82,-1208.542236328125,82,31.6149,297.24,859.22
73.1567,415000,83,-1235.2218017578125,83,31.5745,238.05,948.15
73.6736,420000,84,-1255.623291015625,84,31.2683,274.4,986.43
71.168,425000,85,-1266.5,85,30.8967,241.11,874.58
72.5924,430000,86,-1287.7138671875,86,31.0218,291.7,922.27
73.6557,435000,87,-1314.46630859375,87,31.7809,274.15,993.93
73.8748,440000,88,-1348.47802734375,88,31.4438,318.2,991.36
73.1889,445000,89,-1373.52734375,89,30.8613,297.25,962.33
74.0745,450000,90,-1384.588134765625,90,31.1227,304.47,909.95
74.6481,455000,91,-1426.422119140625,91,31.7584,281.46,967.22
73.1721,460000,92,-1454.9747314453125,92,31.179,266.09,908.53
73.9254,465000,93,-1463.646240234375,93,31.5326,304.51,1010.42
75.0366,470000,94,-1491.8897705078125,94,31.8602,290.7,905.91
74.7579,475000,95,-1516.4913330078125,95,31.7957,279.06,997.65
73.0296,480000,96,-1541.1451416015625,96,31.4351,313.2,946.9
74.2536,485000,97,-1583.140380859375,97,31.6086,257.25,902.01
74.1625,490000,98,-1611.882080078125,98,31.6194,272.4,962.22
73.8828,495000,99,-1610.2738037109375,99,31.2744,320.04,837.0
74.6026,500000,100,-1641.0389404296875,100,31.598,313.74,848.76
74.291,505000,101,-1690.8104248046875,101,31.4779,267.52,1006.17
73.9813,510000,102,-1717.551025390625,102,31.345,291.6,1000.49
74.2159,515000,103,-1743.638671875,103,31.8006,275.13,915.17
73.2364,520000,104,-1765.3333740234375,104,31.4585,208.2,912.99
73.4915,525000,105,-1782.7796630859375,105,31.2865,272.01,998.08
74.5105,530000,106,-1806.305908203125,106,31.1543,263.23,896.28
75.3025,535000,107,-1864.2847900390625,107,31.4895,302.64,939.26
74.2617,540000,108,-1894.7723388671875,108,31.2575,253.16,957.07
73.7742,545000,109,-1930.159912109375,109,31.8447,290.2,947.84
74.072,550000,110,-1929.84765625,110,31.7926,304.03,908.32
75.5416,555000,111,-2007.040771484375,111,31.7091,289.25,988.7
74.9266,560000,112,-1993.958984375,112,31.5502,262.86,961.13
75.4704,565000,113,-2041.7332763671875,113,31.7084,316.89,995.24
74.0701,570000,114,-2066.0166015625,114,31.3707,305.83,949.1
75.4258,575000,115,-2112.24365234375,115,31.426,302.76,914.46
75.3094,580000,116,-2151.458984375,116,31.7031,303.83,895.65
75.2961,585000,117,-2179.55615234375,117,31.5331,262.37,952.05
74.7741,590000,118,-2188.71044921875,118,31.1128,268.51,999.52
75.513,595000,119,-2262.976318359375,119,31.6445,283.99,955.23
74.259,600000,120,-2296.865234375,120,31.1772,236.48,910.85
74.5471,605000,121,-2333.730224609375,121,31.5263,305.29,910.69
74.3063,610000,122,-2354.08349609375,122,31.0065,282.93,953.09
75.1687,615000,123,-2390.56103515625,123,31.8898,315.13,1001.21
73.749,620000,124,-2398.98291015625,124,31.4747,309.4,866.59
74.3377,625000,125,-2447.0087890625,125,31.4054,286.98,1010.8
74.943,630000,126,-2508.178955078125,126,31.1222,301.64,1011.08
74.7129,635000,127,-2524.31005859375,127,31.3224,279.99,712.8
74.1294,640000,128,-2568.22900390625,128,31.6348,329.94,956.23
75.1676,645000,129,-2608.985595703125,129,31.4709,288.98,903.0
74.5553,650000,130,-2652.745849609375,130,31.3626,301.91,909.45
75.1825,655000,131,-2701.79833984375,131,31.4311,295.19,1005.78
75.3837,660000,132,-2756.107421875,132,31.962,319.25,953.85
74.6924,665000,133,-2812.4443359375,133,31.256,277.53,1012.81
75.0331,670000,134,-2787.012451171875,134,31.0121,313.92,902.75
74.6103,675000,135,-2815.69921875,135,30.8176,272.0,852.86
74.2649,680000,136,-2886.242919921875,136,30.9773,293.73,849.36
74.8839,685000,137,-2933.259521484375,137,30.9046,269.93,903.81
74.4292,690000,138,-3046.564453125,138,31.6011,324.12,1001.43
73.8111,695000,139,-3021.37646484375,139,31.2259,235.48,960.36
75.0396,700000,140,-3077.380615234375,140,31.2424,238.32,763.66
74.8006,705000,141,-3048.591064453125,141,31.2748,270.59,1016.92
75.2668,710000,142,-3133.28369140625,142,31.1746,288.01,993.04
73.0268,715000,143,-3148.49658203125,143,31.0512,314.84,1010.27
75.2568,720000,144,-3274.66259765625,144,31.6632,296.6,951.25
74.655,725000,145,-3341.491943359375,145,31.2499,290.5,952.52
75.5677,730000,146,-3355.248779296875,146,31.7338,312.56,949.84
74.9929,735000,147,-3415.8427734375,147,31.3893,276.19,1001.64
74.3233,740000,148,-3471.55029296875,148,31.4532,295.24,954.08
75.2862,745000,149,-3511.413330078125,149,31.806,270.44,949.35
75.4346,750000,150,-3569.3583984375,150,31.3848,300.46,959.19
75.2877,755000,151,-3622.468505859375,151,31.2179,287.93,813.75
74.3463,760000,152,-3621.88330078125,152,31.037,268.5,907.73
74.262,765000,153,-3710.406005859375,153,30.7796,274.74,812.13
74.3847,770000,154,-3760.60107421875,154,30.7724,258.36,903.26
74.3153,775000,155,-3853.755615234375,155,31.6004,307.19,944.36
74.6868,780000,156,-3833.6875,156,31.3158,284.55,859.61
74.8516,785000,157,-3922.11474609375,157,31.497,329.12,990.78
74.5058,790000,158,-3955.82763671875,158,31.3032,306.04,993.54
75.3439,795000,159,-3984.719482421875,159,31.0708,275.85,852.12
75.5511,800000,160,-4105.07763671875,160,31.4116,290.35,897.15
75.4384,805000,161,-4110.2578125,161,31.2552,284.46,864.31
74.8524,810000,162,-4208.4248046875,162,30.986,264.75,937.1
73.97,815000,163,-4261.69482421875,163,31.7245,321.0,930.96
74.7462,820000,164,-4301.5498046875,164,31.1328,258.14,878.53
75.3424,825000,165,-4379.50439453125,165,30.9814,257.96,754.72
75.0748,830000,166,-4502.86279296875,166,31.3195,294.63,989.38
75.4345,835000,167,-4478.59423828125,167,31.1241,258.8,952.47
74.2589,840000,168,-4533.99365234375,168,30.9271,321.45,1010.06
74.9896,845000,169,-4615.6025390625,169,30.725,242.86,759.94
74.7396,850000,170,-4669.728515625,170,31.0788,267.55,900.14
75.4856,855000,171,-4796.056640625,171,31.1233,298.83,1006.65
74.9684,860000,172,-4822.69482421875,172,31.2863,309.5,816.83
74.3642,865000,173,-4878.0244140625,173,31.0724,310.99,1004.81
75.4515,870000,174,-4939.05517578125,174,31.3696,329.46,965.94
74.2744,875000,175,-4966.37060546875,175,31.019,330.18,1008.23
75.3305,880000,176,-5109.2998046875,176,31.0368,287.92,1004.69
76.5552,885000,177,-5110.8349609375,177,31.313,223.16,859.37
75.2553,890000,178,-5260.89794921875,178,30.7281,301.91,953.49
76.1999,895000,179,-5295.9892578125,179,30.74,221.9,850.13
74.6867,900000,180,-5377.7509765625,180,30.9859,309.47,953.82
75.2937,905000,181,-5446.43994140625,181,31.0911,250.48,953.22
75.6216,910000,182,-5495.0673828125,182,31.6025,344.49,956.09
75.0263,915000,183,-5643.24609375,183,31.0108,292.35,1005.56
74.7062,920000,184,-5576.80224609375,184,31.0855,320.16,899.69
73.8139,925000,185,-5676.90576171875,185,30.9944,333.81,954.97
75.0618,930000,186,-5710.98828125,186,30.6228,312.48,816.85
74.8833,935000,187,-5814.0048828125,187,30.345,321.94,919.29
74.6482,940000,188,-5957.80322265625,188,31.4885,320.15,958.37
74.8139,945000,189,-5961.197265625,189,30.7653,300.22,907.5
74.3198,950000,190,-6017.615234375,190,30.3797,268.41,978.21
74.2033,955000,191,-6108.75830078125,191,30.8315,284.18,1007.29
74.6464,960000,192,-6192.3046875,192,30.2412,296.02,964.87
75.1818,965000,193,-6341.068359375,193,30.9874,302.17,902.47
74.5138,970000,194,-6377.4072265625,194,30.5085,269.24,1014.86
75.1741,975000,195,-6480.06298828125,195,30.7436,267.75,762.82
73.9598,980000,196,-6496.572265625,196,30.4229,326.72,1009.2
75.4446,985000,197,-6677.08447265625,197,30.9746,267.57,964.34
75.0192,990000,198,-6742.2314453125,198,30.8035,298.34,1008.12
75.0437,995000,199,-6770.54296875,199,30.5177,280.33,961.76
75.316,1000000,200,-6960.99560546875,200,30.7513,286.42,865.01
75.466,1005000,201,-7121.84326171875,201,30.9333,210.23,865.07
74.8474,1010000,202,-7173.1220703125,202,30.6458,262.68,813.5
75.7041,1015000,203,-7297.455078125,203,30.6609,258.2,967.53
74.7623,1020000,204,-7145.0380859375,204,30.3698,266.95,912.01
74.6661,1025000,205,-7391.09423828125,205,30.6555,242.96,962.53
75.2548,1030000,206,-7399.2041015625,206,30.4013,274.7,910.69
75.3287,1035000,207,-7584.08251953125,207,30.4414,300.59,862.15
74.5338,1040000,208,-7770.16552734375,208,30.3095,236.83,958.96
75.9292,1045000,209,-7788.625,209,30.6359,225.39,961.52
75.4014,1050000,210,-7817.16455078125,210,30.2976,215.65,919.53
74.873,1055000,211,-7870.494140625,211,30.7049,298.48,1013.65
74.7863,1060000,212,-8092.33642578125,212,30.3518,301.45,907.02
74.4254,1065000,213,-8133.92724609375,213,30.5837,273.55,912.95
75.2224,1070000,214,-8148.5185546875,214,30.7666,274.3,962.71
74.6544,1075000,215,-8198.755859375,215,30.2482,292.25,966.8
74.3807,1080000,216,-8351.86328125,216,30.2615,244.74,911.3
75.2354,1085000,217,-8445.744140625,217,30.4177,227.32,913.3
74.9781,1090000,218,-8720.4248046875,218,30.289,276.62,864.64
74.976,1095000,219,-8802.421875,219,30.8023,269.5,862.52
74.9146,1100000,220,-8915.0078125,220,30.5371,258.31,915.06
74.8627,1105000,221,-8923.1494140625,221,30.4852,294.95,911.08
75.8859,1110000,222,-9033.939453125,222,30.794,250.6,916.18
75.1515,1115000,223,-9268.501953125,223,30.2342,260.02,863.77
74.953,1120000,224,-9262.7177734375,224,30.446,276.22,960.98
75.889,1125000,225,-9390.5244140625,225,30.5568,281.72,910.74
74.6043,1130000,226,-9372.8447265625,226,30.7531,288.37,858.97
75.0313,1135000,227,-9598.1923828125,227,30.8681,284.44,709.56
74.5686,1140000,228,-9735.9501953125,228,30.7113,257.84,813.08
75.2086,1145000,229,-9901.041015625,229,30.5754,282.89,861.22
75.0208,1150000,230,-9867.794921875,230,30.42,256.23,909.2
74.9089,1155000,231,-10039.689453125,231,30.6167,272.74,955.66
74.0696,1160000,232,-10066.6474609375,232,30.1717,230.27,955.54
75.1104,1165000,233,-10248.8232421875,233,30.34,224.91,812.3
75.3361,1170000,234,-10251.56640625,234,30.4078,285.49,1002.72
74.6219,1175000,235,-10476.07421875,235,30.4576,264.63,1009.61
75.2649,1180000,236,-10491.1748046875,236,30.5198,277.37,864.53
74.4626,1185000,237,-10731.025390625,237,30.7173,275.37,909.75
75.0268,1190000,238,-10762.78125,238,30.7907,193.26,760.83
74.1429,1195000,239,-10832.064453125,239,30.3661,213.89,908.11
75.4676,1200000,240,-11074.5810546875,240,30.6295,285.52,912.84
75.3729,1205000,241,-11032.7587890625,241,30.4775,250.84,859.39
74.3967,1210000,242,-11228.4736328125,242,30.4741,249.6,907.83
74.6677,1215000,243,-11238.2587890625,243,30.3646,270.72,955.59
75.3343,1220000,244,-11377.505859375,244,30.6436,306.22,953.03
75.4473,1225000,245,-11465.755859375,245,30.4226,252.98,959.35
74.7934,1230000,246,-11493.5810546875,246,30.472,248.62,864.52
75.4664,1235000,247,-11536.724609375,247,30.7155,247.49,911.06
75.8734,1240000,248,-11872.6650390625,248,30.5129,246.34,1010.95
75.2016,1245000,249,-11822.03125,249,30.2533,275.99,1004.85
74.8067,1250000,250,-11920.056640625,250,30.1803,217.47,1009.69
75.5924,1255000,251,-12042.3642578125,251,30.2461,234.51,959.68
74.5457,1260000,252,-12277.7265625,252,30.412,225.08,808.73
75.3297,1265000,253,-12150.9384765625,253,30.2844,212.6,813.94
74.4716,1270000,254,-12289.8583984375,254,30.4242,243.68,1013.64
74.6035,1275000,255,-12338.7548828125,255,30.4675,237.16,661.54
75.4516,1280000,256,-12519.689453125,256,30.1599,211.08,797.59
74.9806,1285000,257,-12423.6416015625,257,30.1173,212.53,810.06
75.0445,1290000,258,-12497.8525390625,258,30.268,182.89,554.29
74.8147,1295000,259,-12683.5908203125,259,30.2878,220.97,907.43
74.8439,1300000,260,-12948.6748046875,260,30.2327,248.5,713.63
73.9337,1305000,261,-13053.548828125,261,30.2017,231.19,711.44
74.8669,1310000,262,-12974.1416015625,262,30.4006,170.01,715.71
74.1452,1315000,263,-12912.0849609375,263,29.7609,229.3,907.36
74.5618,1320000,264,-13155.84375,264,30.689,266.68,910.13
74.8184,1325000,265,-13257.4501953125,265,30.4734,178.04,662.25
75.3099,1330000,266,-13323.87109375,266,30.5552,265.31,944.94
75.2167,1335000,267,-13423.4853515625,267,30.554,269.17,809.36
74.9675,1340000,268,-13612.2607421875,268,30.563,245.21,791.58
75.0716,1345000,269,-13706.8681640625,269,30.6705,236.57,761.46
75.9388,1350000,270,-14000.287109375,270,30.6103,206.2,708.33
75.9167,1355000,271,-13773.5419921875,271,30.5009,265.04,663.72
75.5165,1360000,272,-13965.16015625,272,30.5079,229.96,854.95
74.6611,1365000,273,-13985.6162109375,273,30.0063,251.68,915.77
74.5573,1370000,274,-14269.0244140625,274,30.3236,295.43,834.93
74.8616,1375000,275,-14309.2236328125,275,30.3252,221.53,707.23
74.9007,1380000,276,-14382.337890625,276,30.1942,163.36,810.28
75.3913,1385000,277,-14442.6630859375,277,30.3094,249.02,867.57
75.0494,1390000,278,-14638.5908203125,278,30.3933,227.2,857.5
74.4354,1395000,279,-14452.029296875,279,30.2106,259.38,667.34
76.1009,1400000,280,-14616.716796875,280,30.2873,211.76,813.01
75.1379,1405000,281,-14686.0517578125,281,30.1221,289.37,711.09
75.5261,1410000,282,-14671.80078125,282,30.4255,243.59,766.09
75.5696,1415000,283,-14912.900390625,283,30.5383,169.92,819.42
75.3684,1420000,284,-14757.5224609375,284,30.3816,252.18,862.19
74.7797,1425000,285,-15098.2861328125,285,30.4458,227.59,708.13
75.281,1430000,286,-15083.60546875,286,30.2743,207.94,767.22
74.4408,1435000,287,-15167.3623046875,287,30.1902,280.05,811.46
74.6586,1440000,288,-15317.1865234375,288,30.0286,297.76,861.21
75.0712,1445000,289,-15661.7109375,289,30.4509,244.06,808.63
75.7898,1450000,290,-15733.4287109375,290,30.6849,253.34,766.64
75.0674,1455000,291,-15345.9814453125,291,30.2412,228.88,856.39
74.0195,1460000,292,-15595.595703125,292,30.0915,273.14,912.31
75.113,1465000,293,-15826.23046875,293,30.2474,198.29,960.33
75.4771,1470000,294,-15636.6962890625,294,30.3155,265.86,808.2
74.4487,1475000,295,-15906.169921875,295,29.8663,232.75,912.89
74.9225,1480000,296,-15862.1962890625,296,30.3459,292.42,914.93
74.5934,1485000,297,-16123.2587890625,297,30.4797,260.65,912.54
75.9489,1490000,298,-16412.673828125,298,30.5016,195.39,758.06
75.3043,1495000,299,-16206.4248046875,299,30.5027,259.4,670.33
75.9098,1500000,300,-16487.724609375,300,30.466,237.02,807.22
75.2315,1505000,301,-16565.677734375,301,30.5642,186.47,762.08
74.9967,1510000,302,-16548.373046875,302,30.706,227.07,762.28
75.7158,1515000,303,-16491.37890625,303,30.9127,247.04,676.18
74.8931,1520000,304,-16826.70703125,304,30.7948,226.4,911.6
75.1205,1525000,305,-16634.7734375,305,30.8461,198.56,874.17
75.3695,1530000,306,-17003.43359375,306,30.6034,272.39,856.36
75.1769,1535000,307,-16854.1328125,307,30.4265,235.16,803.63
75.3816,1540000,308,-17063.45703125,308,30.6604,238.99,854.5
75.6161,1545000,309,-17281.109375,309,30.9233,302.06,950.98
74.4336,1550000,310,-17234.51953125,310,30.5316,279.33,862.17
75.2844,1555000,311,-17320.376953125,311,30.8482,234.81,803.86
75.7658,1560000,312,-17465.943359375,312,30.7839,260.85,957.68
75.0868,1565000,313,-17502.80859375,313,30.7786,225.27,908.06
75.1419,1570000,314,-17487.78125,314,30.515,299.0,906.26
74.2129,1575000,315,-17592.484375,315,30.6201,244.07,855.62
74.7921,1580000,316,-17571.431640625,316,30.7072,199.65,861.19
75.0676,1585000,317,-17894.984375,317,30.4825,239.77,1004.75
75.3456,1590000,318,-17955.86328125,318,30.4807,267.87,862.6
75.1977,1595000,319,-17734.90234375,319,30.225,260.49,910.83
75.3178,1600000,320,-17681.92578125,320,30.3288,282.0,906.64
75.6886,1605000,321,-18198.216796875,321,31.0304,317.5,1010.79
75.2519,1610000,322,-18159.095703125,322,30.4131,292.11,907.83
75.5455,1615000,323,-17958.283203125,323,30.5801,257.46,961.22
75.0996,1620000,324,-18101.650390625,324,30.3504,221.1,965.23
74.782,1625000,325,-18032.005859375,325,30.6035,252.62,906.69
74.8173,1630000,326,-18033.2578125,326,30.9553,314.96,853.86
75.0269,1635000,327,-17945.45703125,327,30.4696,238.63,913.78
74.6749,1640000,328,-18265.6171875,328,30.4589,319.5,802.02
75.6134,1645000,329,-18358.298828125,329,31.0435,247.95,915.0
75.1341,1650000,330,-18035.759765625,330,30.0905,269.51,811.34
74.4588,1655000,331,-18351.5390625,331,30.7474,248.84,702.63
75.3474,1660000,332,-18240.25390625,332,30.265,268.7,810.45
74.7917,1665000,333,-18388.1015625,333,30.7938,274.91,902.14
75.4365,1670000,334,-18400.400390625,334,30.7115,231.51,806.63
74.722,1675000,335,-18394.501953125,335,30.5508,270.38,913.98
74.6413,1680000,336,-18487.380859375,336,30.4603,294.85,860.85
75.6059,1685000,337,-18496.541015625,337,30.5689,229.53,963.19
75.214,1690000,338,-18470.8359375,338,30.2409,235.85,910.19
75.368,1695000,339,-18472.49609375,339,30.4684,275.87,806.04
74.0216,1700000,340,-18509.94921875,340,30.2888,195.72,911.8
74.4674,1705000,341,-18623.83203125,341,30.2808,278.02,714.44
75.1536,1710000,342,-18638.83203125,342,30.4981,176.39,859.98
74.4684,1715000,343,-18356.71484375,343,30.8322,235.47,763.3
74.4212,1720000,344,-18550.701171875,344,30.1123,209.64,914.6
75.1866,1725000,345,-18559.52734375,345,30.5003,278.63,762.45
75.1368,1730000,346,-18692.107421875,346,30.5455,287.31,903.29
75.5431,1735000,347,-18805.134765625,347,30.6464,267.41,908.75
74.4212,1740000,348,-18726.392578125,348,30.217,232.59,960.74
74.374,1745000,349,-18718.125,349,30.6318,271.48,964.11
74.9802,1750000,350,-18850.43359375,350,30.3924,267.75,963.02
74.9812,1755000,351,-18730.568359375,351,30.7422,285.25,812.57
75.0008,1760000,352,-18810.37890625,352,30.3607,261.55,859.58
75.3451,1765000,353,-18808.890625,353,30.6515,266.72,1006.84
75.4062,1770000,354,-18816.248046875,354,30.3435,255.08,1010.15
75.2519,1775000,355,-18883.044921875,355,31.3601,275.92,947.23
74.5079,1780000,356,-18859.154296875,356,30.5184,218.9,759.18
75.5183,1785000,357,-18816.3828125,357,30.4508,252.09,913.21
75.6098,1790000,358,-18814.625,358,30.5865,266.96,707.02
75.4202,1795000,359,-18945.271484375,359,30.6664,231.75,906.95
74.8599,1800000,360,-18833.892578125,360,30.328,190.05,959.31
75.1008,1805000,361,-19037.033203125,361,30.6573,193.14,691.59
75.8815,1810000,362,-18975.572265625,362,30.7457,296.53,809.59
75.2203,1815000,363,-18975.666015625,363,30.4407,233.21,873.43
76.2682,1820000,364,-18935.53125,364,30.5802,269.15,862.33
74.8574,1825000,365,-18995.6484375,365,30.3166,270.82,864.05
74.3721,1830000,366,-18937.587890625,366,30.4278,241.85,961.19
75.0472,1835000,367,-18947.89453125,367,30.8556,281.99,908.18
74.6236,1840000,368,-18886.703125,368,30.1101,301.9,804.02
75.1442,1845000,369,-18941.720703125,369,30.8726,273.81,854.82
74.6583,1850000,370,-19115.455078125,370,30.3928,286.39,906.36
75.0637,1855000,371,-19023.90625,371,30.7076,231.52,952.3
75.0834,1860000,372,-18890.92578125,372,30.5222,193.93,811.7
74.7755,1865000,373,-18927.263671875,373,30.6631,282.14,661.56
75.3929,1870000,374,-19097.814453125,374,30.6766,256.45,1004.94
75.5103,1875000,375,-19146.900390625,375,30.8573,220.54,759.02
75.8998,1880000,376,-19031.2890625,376,30.6694,240.11,609.03
75.0776,1885000,377,-19141.56640625,377,30.5498,199.88,809.03
75.0181,1890000,378,-19022.314453125,378,30.5135,220.24,801.83
75.4766,1895000,379,-19125.50390625,379,30.8532,302.34,951.85
75.7503,1900000,380,-19026.328125,380,30.4742,300.86,867.41
75.0223,1905000,381,-19082.34375,381,30.9383,214.95,904.66
75.6694,1910000,382,-19189.990234375,382,30.5948,166.73,963.6
75.3629,1915000,383,-19116.17578125,383,30.9706,229.92,679.33
75.3132,1920000,384,-19055.13671875,384,30.3489,273.29,895.69
74.4969,1925000,385,-19029.533203125,385,30.2567,259.47,829.03
76.1316,1930000,386,-19182.947265625,386,30.9761,231.01,912.5
76.5629,1935000,387,-19199.798828125,387,30.8194,262.52,862.04
75.9228,1940000,388,-19199.5625,388,30.4347,211.32,827.71
75.122,1945000,389,-19123.912109375,389,30.6987,312.27,807.83
75.3241,1950000,390,-19146.2734375,390,30.7801,252.39,955.72
74.8548,1955000,391,-19134.46484375,391,30.3819,301.79,893.53
74.7721,1960000,392,-19058.646484375,392,30.6145,289.05,863.59
74.8074,1965000,393,-19191.060546875,393,30.9465,261.33,945.32
75.5966,1970000,394,-19218.482421875,394,30.4963,212.76,784.64
74.6232,1975000,395,-19123.515625,395,30.6303,200.93,566.83
75.3901,1980000,396,-19132.1328125,396,30.807,299.3,904.16
75.5943,1985000,397,-19150.544921875,397,30.9909,224.16,943.38
74.1433,1990000,398,-19110.13671875,398,30.8464,315.14,902.82
75.9184,1995000,399,-19270.42578125,399,31.2433,284.91,798.0
75.8797,2000000,400,-19210.990234375,400,30.7856,226.85,1000.41
75.8338,2005000,401,-19228.01171875,401,31.1442,263.11,756.69
75.9305,2010000,402,-19182.2890625,402,31.2084,273.86,610.81
75.4728,2015000,403,-19236.34375,403,31.3023,288.18,675.28
75.5098,2020000,404,-19194.81640625,404,31.0071,199.41,796.14
75.8938,2025000,405,-19260.91015625,405,31.2219,297.13,894.85
75.5286,2030000,406,-19173.744140625,406,31.0724,263.46,747.64
74.6819,2035000,407,-19187.703125,407,30.5375,316.77,896.68
