Itration,Real Sto Return,Running Forward KL,Running Reverse KL,Real Det Return
89,1222.81,35.2629,18.3441,1222.39
90,2796.4,28.349,15.3664,2675.96
91,2648.77,30.4938,15.2968,2609.7
92,2641.91,30.1704,14.8376,2555.09
93,2755.3,30.1186,15.7753,2695.35
94,2921.25,28.4543,15.8911,2836.35
95,2505.18,28.183,19.7877,3121.52
96,3225.4,26.4596,15.5976,3185.79
97,3248.23,27.1016,14.7691,3241.89
98,3050.47,25.8603,13.4901,3010.2
99,3209.62,24.0861,12.3933,3195.81
100,3282.69,25.6475,14.7651,3264.5
101,3123.2,25.0444,13.797,3080.81
102,3200.59,25.2123,14.0615,3176.62
103,2496.49,27.3237,15.1703,3211.4
104,2748.11,25.8394,14.6556,3189.32
105,1660.58,27.5477,21.5344,1985.69
106,1444.27,27.4628,17.7655,3229.68
107,2290.69,27.5731,45.2594,3299.26
108,3234.02,24.66,13.3369,3262.42
109,1223.92,28.7409,18.5697,1187.4
110,3036.64,27.1652,16.4163,3214.14
111,2580.03,27.9226,25.753,3429.85
112,3236.16,26.6369,15.5261,3362.73
113,3252.65,27.1089,14.9068,3422.71
114,3459.33,26.9406,17.0285,3520.67
115,3318.11,26.228,14.3749,3361.3
116,3464.03,25.967,16.4921,3499.07
117,3456.52,27.4701,17.3126,3471.97
118,3086.5,26.7382,15.0453,3420.49
119,1604.49,29.1532,30.2052,1390.49
120,3201.59,25.7578,14.921,3303.64
121,3455.57,25.9414,15.6893,3477.6
122,2282.91,28.9075,16.9862,3443.03
123,2972.52,26.7227,14.6389,3443.11
124,3340.43,25.2369,14.1392,3379.91
125,3285.43,25.2664,13.7711,3349.4
126,3407.01,26.1849,15.1252,3437.7
127,3393.56,26.6676,14.8372,3418.47
128,3364.44,24.8112,14.5262,3399.77
129,3366.57,26.4267,15.0268,3417.51
130,3334.3,26.6415,14.7009,3380.84
131,3278.15,24.1513,12.9603,3438.04
132,3426.06,25.2507,15.2498,3469.87
133,3398.98,26.9407,16.2225,3428.13
134,3278.01,24.3513,13.5784,3345.73
135,3395.33,25.8449,15.3322,3389.85
136,3383.72,25.754,15.2824,3390.16
137,3378.78,24.9685,14.9852,3380.81
138,3364.23,24.2736,14.0502,3395.47
139,3354.92,26.1733,15.0081,3401.3
140,3343.96,25.3836,13.9113,3381.93
141,3381.07,25.8005,14.4271,3443.65
142,3384.0,25.8635,14.2196,3419.37
143,3364.2,25.1232,13.3872,3419.22
144,3340.67,24.8612,13.9575,3432.29
145,3360.49,25.9293,14.2051,3442.32
146,3397.16,24.6686,13.443,3485.43
147,3380.22,27.1147,14.8577,3421.39
148,3347.56,25.931,13.8598,3400.97
149,3394.94,26.0425,15.2559,3448.02
150,3311.24,25.8961,13.3732,3393.99
151,3403.35,24.1306,13.1432,3443.55
152,3374.63,24.5768,13.6983,3438.61
153,3423.04,25.5127,13.5944,3468.89
154,3423.47,26.4876,15.1277,3486.51
155,3373.58,22.8465,12.2781,3441.32
156,3381.87,24.0264,12.6617,3378.85
157,3397.5,24.4861,12.9635,3450.7
158,3465.69,24.6825,12.8599,3458.92
159,3419.86,26.2486,14.0514,3469.34
160,3281.99,25.7245,13.7241,3446.15
161,3345.5,25.107,13.0638,3387.98
162,3376.14,24.0825,13.1025,3371.91
163,3427.81,24.6257,13.754,3423.38
164,3412.81,26.1601,14.906,3412.25
165,3437.69,26.0618,14.5539,3445.54
166,3160.27,24.6968,12.9859,3412.86
167,3399.01,23.3472,11.8542,3415.04
168,3394.44,23.1861,12.0329,3432.13
169,3307.45,23.364,12.9038,3452.0
170,2230.43,25.9999,16.3304,3376.23
171,3368.72,25.911,14.1501,3462.0
172,3369.9,23.7072,12.1483,3408.24
173,3347.21,25.8878,15.1958,3341.03
174,3460.34,24.9893,14.2585,3513.61
175,3421.49,23.4072,12.0994,3471.31
176,3436.02,24.4094,13.0512,3472.65
177,3439.57,23.0587,12.3322,3475.54
178,3396.0,24.3906,13.2317,3428.79
179,3399.98,24.7963,13.1065,3479.91
180,3201.02,26.7616,14.1245,3478.39
181,2918.0,25.5089,13.5735,3445.83
182,3467.17,25.1582,13.321,3498.61
183,3211.39,25.333,14.3097,3428.04
184,3400.61,23.9737,11.8964,3505.2
185,2252.12,26.6548,25.4952,3330.02
186,3014.75,28.4394,17.368,3447.27
187,3415.68,24.24,12.9028,3412.08
188,3413.23,22.6494,12.4616,3457.07
189,3331.7,24.3755,13.0795,3437.91
190,3358.89,24.0475,13.0042,3465.32
191,3421.49,25.1433,13.6218,3459.02
192,3448.28,25.7326,13.3892,3470.69
193,2954.41,25.0179,14.0447,3419.89
194,3298.57,24.0213,13.16,3442.33
195,3414.1,24.8599,13.0864,3481.14
196,3332.39,24.2879,13.1141,3372.44
197,3321.65,23.8101,11.946,3353.11
198,3374.42,24.0521,12.9089,3417.72
199,3274.36,23.74,13.3147,3479.58
