Running Forward KL,Real Det Return,Itration,Running Reverse KL,Real Sto Return,Reward Loss,Running Env Steps,Running Update Time
269.968,2479.69,55,140.0029,4586.77,-33062.2109375,275000,55
258.2177,3432.11,56,72.2128,4873.79,-16746.248046875,280000,56
269.6431,1619.47,57,115.9985,4294.55,-31824.572265625,285000,57
267.7271,1609.78,58,110.0798,3872.16,-30295.68359375,290000,58
259.8822,3226.0,59,72.1237,3891.82,-18557.212890625,295000,59
257.7822,4156.07,60,68.3489,3780.17,-18756.28515625,300000,60
263.1771,4236.23,61,77.824,4664.91,-19393.310546875,305000,61
253.9631,4896.44,62,63.0585,4411.11,-18351.931640625,310000,62
250.7013,3358.18,63,58.5536,4616.68,-17133.271484375,315000,63
252.3269,3540.53,64,69.7273,4595.23,-22653.64453125,320000,64
262.0488,4651.62,65,65.6264,4292.25,-19579.865234375,325000,65
254.6305,5108.17,66,57.9612,4184.41,-20178.048828125,330000,66
264.6161,4378.9,67,73.827,4592.6,-25062.4921875,335000,67
266.2728,2635.7,68,109.3041,4538.2,-32716.03125,340000,68
254.8246,3683.59,69,68.1133,5106.83,-24567.9453125,345000,69
265.6192,3589.86,70,85.5983,5177.82,-28101.0703125,350000,70
256.238,4565.19,71,64.3507,4664.27,-21887.015625,355000,71
271.0003,3840.1,72,98.3865,4228.89,-33714.625,360000,72
267.9851,3226.87,73,94.3303,4027.32,-30610.404296875,365000,73
281.428,4227.55,74,154.9139,4245.2,-41106.9453125,370000,74
272.7568,4596.05,75,109.4786,3691.65,-32989.30859375,375000,75
328.9994,2584.68,76,271.9962,2139.38,-51779.59375,380000,76
271.0799,5321.74,77,80.9175,4013.19,-26669.515625,385000,77
264.5939,4817.96,78,81.9364,4904.59,-31364.896484375,390000,78
261.4202,4419.25,79,72.4103,4465.48,-30863.044921875,395000,79
253.5121,5174.6,80,69.2492,5109.02,-28750.8125,400000,80
261.4386,4701.7,81,75.987,4846.79,-31015.677734375,405000,81
262.0998,5344.02,82,71.7033,5296.15,-30579.673828125,410000,82
269.9221,3818.84,83,86.9836,4433.48,-35176.875,415000,83
257.661,4925.23,84,69.914,4892.82,-31597.572265625,420000,84
264.7327,4216.7,85,83.7569,4659.05,-33270.58203125,425000,85
263.4442,5295.44,86,84.9229,5262.61,-35796.5,430000,86
262.5476,4120.43,87,72.7577,5042.56,-34025.37109375,435000,87
261.8133,3634.21,88,88.5126,3857.88,-37135.34375,440000,88
260.7111,5237.88,89,89.1617,5403.9,-35894.5546875,445000,89
261.0485,5078.89,90,70.0953,4521.88,-31775.2890625,450000,90
257.3256,3940.39,91,60.4662,4958.9,-31773.09375,455000,91
269.718,4376.98,92,92.9316,4969.38,-37966.15625,460000,92
260.2546,3462.6,93,81.5898,5329.54,-36226.89453125,465000,93
263.4833,4852.8,94,80.668,4716.22,-38801.421875,470000,94
264.4397,5205.89,95,83.0681,5233.64,-37738.41015625,475000,95
264.3531,4502.71,96,88.3502,4890.14,-40677.80859375,480000,96
268.0469,4219.62,97,75.6262,5066.21,-39420.81640625,485000,97
264.9319,4974.45,98,74.3651,5045.9,-39885.5625,490000,98
261.4039,5234.12,99,69.235,5012.1,-40469.46875,495000,99
265.2653,5138.21,100,74.6393,5246.99,-40304.3984375,500000,100
257.4032,5275.4,101,93.2295,5214.54,-43488.6875,505000,101
256.4227,5110.0,102,63.2915,5186.33,-40265.28515625,510000,102
265.3364,4919.42,103,71.556,5250.71,-42676.9453125,515000,103
255.2428,4914.34,104,61.0841,5273.2,-42364.3515625,520000,104
259.5146,5405.47,105,69.1542,5026.04,-43438.2578125,525000,105
264.2073,5344.04,106,67.2736,4747.61,-42963.24609375,530000,106
266.7576,5321.75,107,100.0916,4018.45,-47111.75390625,535000,107
266.188,5296.1,108,82.0504,4688.4,-47776.60546875,540000,108
263.3771,3587.57,109,70.3515,4738.32,-47723.03125,545000,109
269.8607,5178.87,110,72.4405,4690.37,-47036.97265625,550000,110
254.6744,5329.39,111,58.4096,4803.39,-43967.4609375,555000,111
255.8509,4630.03,112,56.197,4524.7,-45631.48828125,560000,112
261.4169,4140.93,113,84.4267,4604.61,-48584.953125,565000,113
257.5206,5098.03,114,63.9708,4309.56,-44472.2265625,570000,114
258.6327,4963.84,115,78.9044,4247.65,-49826.2109375,575000,115
259.3917,4567.35,116,81.5204,4307.06,-46534.5859375,580000,116
287.6793,4982.03,117,161.8422,2435.92,-56892.34375,585000,117
252.421,5192.24,118,55.2559,4751.95,-44902.8046875,590000,118
262.3134,2741.07,119,89.3298,4445.12,-52532.3125,595000,119
262.3316,4785.93,120,76.4289,4782.6,-51866.65625,600000,120
270.8949,5278.21,121,101.3117,3185.8,-52408.95703125,605000,121
271.5453,5283.95,122,83.8092,4367.99,-49109.30078125,610000,122
287.6469,2859.79,123,117.5787,4557.96,-56176.48046875,615000,123
269.3141,3568.81,124,74.5767,4396.16,-53841.87109375,620000,124
261.4656,5445.17,125,62.8453,5062.68,-53526.625,625000,125
263.0425,5343.34,126,69.5754,4705.04,-53006.9453125,630000,126
287.5961,2620.75,127,122.1814,4703.83,-59432.6171875,635000,127
254.0829,5052.43,128,55.5924,4996.16,-48217.29296875,640000,128
254.5667,5046.46,129,61.0165,4892.55,-49049.64453125,645000,129
255.9751,5402.0,130,58.0375,4965.09,-49987.12890625,650000,130
263.1348,4983.92,131,78.9271,4994.8,-54721.96875,655000,131
249.7668,5397.84,132,50.8702,5108.49,-52153.0,660000,132
263.7766,5349.76,133,65.586,5107.95,-56903.57421875,665000,133
256.792,5334.34,134,65.2575,4492.59,-52113.2578125,670000,134
254.0775,5400.59,135,55.8125,4603.05,-54311.76171875,675000,135
262.2671,5412.22,136,68.2306,5192.72,-56330.7578125,680000,136
255.8292,5412.16,137,54.2933,5266.47,-53440.8515625,685000,137
256.7706,5294.78,138,68.4597,4701.29,-53552.63671875,690000,138
260.0314,5257.54,139,63.7803,3709.7,-54996.32421875,695000,139
259.401,5119.94,140,87.2725,4049.72,-57331.69140625,700000,140
259.3227,5373.08,141,87.145,4541.08,-55130.421875,705000,141
266.566,5197.39,142,99.1807,4361.42,-58087.359375,710000,142
267.6752,5455.99,143,112.7234,3887.98,-58181.55859375,715000,143
269.6452,5252.87,144,88.3692,4579.76,-59269.13671875,720000,144
254.7351,5124.61,145,49.2101,5089.42,-54025.9296875,725000,145
259.2864,4995.72,146,82.3019,4989.4,-57845.4765625,730000,146
255.0911,5410.4,147,52.5798,4911.4,-58353.84765625,735000,147
282.6614,5450.46,148,128.6553,4423.12,-60996.04296875,740000,148
264.4742,4857.73,149,64.0408,4933.78,-61569.68359375,745000,149
258.6715,5221.07,150,53.8604,5004.2,-59598.32421875,750000,150
267.0994,5211.91,151,84.9321,5265.17,-62888.9609375,755000,151
262.6962,5515.56,152,73.1004,4456.98,-62034.76171875,760000,152
265.5353,5221.82,153,74.5673,4837.23,-62965.26953125,765000,153
278.9981,5418.29,154,145.2022,4428.64,-65715.421875,770000,154
258.7241,4597.65,155,64.3471,4707.11,-60106.2734375,775000,155
258.8996,3699.18,156,58.1505,4526.98,-57975.21875,780000,156
266.8864,5482.54,157,68.7887,4920.35,-61260.32421875,785000,157
263.3842,5444.33,158,58.773,4804.75,-61482.40625,790000,158
266.621,5399.53,159,69.6315,5298.01,-63617.30078125,795000,159
261.1484,5384.72,160,62.9037,5286.45,-63360.98046875,800000,160
263.2896,5435.58,161,61.5227,5177.5,-63073.6171875,805000,161
256.9044,5428.33,162,54.9709,5224.21,-58576.33984375,810000,162
261.1323,5451.98,163,67.6034,5033.82,-63869.01171875,815000,163
261.088,5417.66,164,75.2356,5345.6,-64691.04296875,820000,164
272.6791,5439.45,165,92.1723,5187.78,-64287.05859375,825000,165
265.0691,5154.2,166,68.0488,5345.14,-65011.3125,830000,166
260.8498,5483.17,167,59.3238,5268.67,-65256.69921875,835000,167
261.7884,5125.01,168,61.943,5160.84,-65078.203125,840000,168
266.631,5430.26,169,76.1835,4862.71,-67764.71875,845000,169
259.8994,5412.78,170,61.6772,4908.17,-64390.6640625,850000,170
267.7666,5440.59,171,66.2519,5109.18,-69795.59375,855000,171
265.6388,4944.78,172,74.4571,5227.62,-66822.2578125,860000,172
265.1629,5451.22,173,66.5167,5118.36,-69415.1796875,865000,173
275.0882,5467.18,174,67.1946,4190.34,-65534.33984375,870000,174
274.8575,5456.04,175,103.2002,5026.98,-68885.046875,875000,175
268.8366,4840.52,176,66.4166,4793.18,-68441.1796875,880000,176
272.1067,5392.85,177,79.2742,5123.41,-69625.8671875,885000,177
267.123,5381.57,178,84.3152,5066.22,-70393.828125,890000,178
266.9254,5276.39,179,59.1725,5273.07,-69194.9140625,895000,179
263.4848,4295.8,180,59.8142,5161.18,-70067.65625,900000,180
271.4398,5427.57,181,62.6048,4949.81,-71290.625,905000,181
263.278,5301.17,182,60.4687,5179.46,-71877.8515625,910000,182
280.7304,5411.86,183,84.7179,4922.06,-71500.96875,915000,183
276.2216,4265.37,184,83.3113,4896.5,-72519.1484375,920000,184
274.8636,5447.64,185,88.6136,5351.76,-71285.7265625,925000,185
272.4009,5244.02,186,69.5113,5132.33,-76368.9375,930000,186
272.8968,5436.71,187,66.0189,5222.9,-70873.96875,935000,187
288.4746,5491.88,188,149.504,4459.91,-70779.46875,940000,188
260.274,5431.78,189,58.962,4601.31,-69878.7109375,945000,189
276.0113,5421.36,190,70.9604,5039.53,-68734.4765625,950000,190
280.3879,5557.3,191,156.2219,5261.62,-71750.9765625,955000,191
275.8454,5468.76,192,84.9446,4804.1,-71581.4765625,960000,192
266.7614,5298.94,193,63.288,5004.71,-73688.3828125,965000,193
311.7114,5342.33,194,168.1196,3435.09,-75759.390625,970000,194
329.1518,3887.9,195,176.7553,4996.98,-80037.5546875,975000,195
294.0961,4884.63,196,117.0389,4396.16,-74260.640625,980000,196
253.396,5392.78,197,58.5469,5344.25,-71762.9375,985000,197
257.8453,5225.71,198,63.9061,5107.14,-67511.6015625,990000,198
260.2504,5332.03,199,67.5863,5291.21,-65068.859375,995000,199
312.0561,5130.23,200,221.9085,2874.07,-73465.875,1000000,200
327.8361,4737.67,201,289.4349,1892.88,-74280.5390625,1005000,201
303.9695,4987.17,202,187.4363,2152.06,-70100.46875,1010000,202
294.5179,4349.33,203,194.8634,2886.5,-71239.46875,1015000,203
287.2288,4056.51,204,176.3929,3065.8,-70538.734375,1020000,204
304.7507,4036.82,205,183.171,2685.57,-72663.2890625,1025000,205
276.4039,5484.31,206,101.1358,3984.62,-74970.625,1030000,206
274.1941,5361.89,207,122.3254,4490.05,-72977.78125,1035000,207
301.8838,4471.11,208,224.518,2823.19,-73035.6328125,1040000,208
276.2679,3738.03,209,144.7083,3129.88,-75519.2421875,1045000,209
262.8858,5406.8,210,69.1526,4322.04,-77798.5078125,1050000,210
277.2328,5055.96,211,99.1968,4044.76,-78427.2265625,1055000,211
288.488,5023.81,212,161.3784,4205.65,-78069.203125,1060000,212
266.3769,5454.07,213,69.868,4948.67,-80187.0703125,1065000,213
267.9173,5463.46,214,77.4549,4993.4,-79779.015625,1070000,214
261.8381,5501.71,215,69.6173,5132.43,-79065.0859375,1075000,215
268.0032,4718.93,216,100.1217,4935.19,-79353.0,1080000,216
263.7305,5496.83,217,63.7803,5161.2,-78426.703125,1085000,217
270.3306,4826.6,218,99.9591,4806.1,-79872.96875,1090000,218
264.7383,5109.14,219,67.1691,5098.76,-80073.3359375,1095000,219
267.5714,5259.87,220,82.4081,5031.84,-79360.578125,1100000,220
306.2307,2811.78,221,187.4362,2384.51,-76502.5859375,1105000,221
400.2259,772.6,222,275.5754,648.74,-84449.2578125,1110000,222
314.5703,5051.86,223,131.6506,4344.85,-71247.7890625,1115000,223
285.3305,5257.41,224,105.7138,4822.58,-76543.5078125,1120000,224
256.9089,4397.47,225,66.6438,4097.58,-71072.9453125,1125000,225
307.1903,2106.68,226,159.4428,2899.01,-79223.8046875,1130000,226
263.748,4764.42,227,78.3099,4229.65,-81147.671875,1135000,227
254.2709,5426.99,228,64.9803,4944.46,-71142.4296875,1140000,228
258.7709,2408.74,229,79.5138,3367.65,-63430.44921875,1145000,229
307.51,2180.89,230,176.953,2068.04,-68301.328125,1150000,230
336.1874,1460.95,231,220.319,1852.78,-76981.09375,1155000,231
320.8428,2405.1,232,171.7001,2553.16,-78219.953125,1160000,232
314.2916,2590.41,233,184.0726,2827.71,-84506.8515625,1165000,233
320.8294,1683.88,234,206.6095,2149.26,-83472.6796875,1170000,234
330.737,1276.02,235,227.6155,1484.61,-85258.828125,1175000,235
363.4095,1522.95,236,262.4203,827.9,-88621.359375,1180000,236
272.892,4579.63,237,94.2613,4185.63,-85182.8125,1185000,237
285.6212,5035.82,238,130.717,3776.02,-86005.8125,1190000,238
265.5052,4608.36,239,84.7481,4568.38,-77871.265625,1195000,239
249.1818,5083.61,240,64.9116,4833.56,-77105.765625,1200000,240
252.9677,4412.67,241,64.952,4203.47,-72871.2578125,1205000,241
278.845,4705.46,242,167.0636,3314.27,-82260.6171875,1210000,242
317.7411,3603.62,243,215.1995,1641.21,-84904.9375,1215000,243
328.1339,2512.67,244,251.6076,3128.12,-85124.46875,1220000,244
486.1725,246.87,245,333.8265,234.95,-88507.7578125,1225000,245
371.3793,925.5,246,305.2112,846.69,-84259.6796875,1230000,246
311.5217,1291.28,247,248.816,2503.2,-83252.1484375,1235000,247
285.8979,4122.36,248,142.6604,4464.13,-84851.796875,1240000,248
307.4879,1832.81,249,195.6218,3090.41,-83258.9765625,1245000,249
288.6542,4772.32,250,151.5058,4229.7,-82391.4921875,1250000,250
272.1812,3881.23,251,103.1421,5076.11,-77754.859375,1255000,251
268.224,3881.08,252,100.3679,4295.33,-78370.0,1260000,252
284.8759,2823.26,253,143.5869,3502.82,-78534.125,1265000,253
292.5636,1974.98,254,187.4564,3661.83,-81180.5546875,1270000,254
302.7823,1985.44,255,182.903,1530.36,-82740.7734375,1275000,255
422.9812,564.41,256,265.6842,1121.25,-80063.953125,1280000,256
276.682,4002.88,257,120.8868,2491.07,-82369.296875,1285000,257
289.9837,3439.11,258,146.9316,4155.55,-81961.2109375,1290000,258
260.0079,5027.13,259,87.4222,3970.1,-78810.546875,1295000,259
273.1038,4571.5,260,113.0752,4120.29,-77463.1875,1300000,260
268.3647,5038.75,261,100.1714,4886.81,-73420.8828125,1305000,261
287.8634,4587.45,262,142.4663,4765.06,-80008.7734375,1310000,262
288.8006,5225.41,263,142.1183,4543.91,-82109.3046875,1315000,263
315.4077,3854.66,264,189.5683,4086.94,-79021.171875,1320000,264
294.5512,5227.96,265,135.2727,4015.01,-83342.4375,1325000,265
333.4168,2587.01,266,227.944,2555.53,-83088.8671875,1330000,266
325.8728,3291.2,267,205.7215,3903.44,-83137.5625,1335000,267
317.0695,4810.46,268,175.9302,4571.12,-85863.0078125,1340000,268
341.1771,3778.47,269,216.9648,2910.79,-83115.6171875,1345000,269
349.0378,1602.45,270,224.4357,1704.8,-82801.0078125,1350000,270
330.4171,3454.93,271,199.6747,3452.47,-85660.5546875,1355000,271
330.0359,4127.64,272,182.9935,2999.7,-84073.640625,1360000,272
338.426,3657.17,273,180.6958,2582.58,-83650.8828125,1365000,273
322.5197,4505.15,274,164.9351,4465.31,-85242.390625,1370000,274
346.1483,4404.05,275,228.0164,3046.47,-84626.9921875,1375000,275
319.9934,3424.41,276,173.3301,4005.04,-87467.28125,1380000,276
334.3436,4428.11,277,182.3106,4710.47,-90386.2265625,1385000,277
329.8787,3726.78,278,196.995,4543.7,-92379.2578125,1390000,278
339.613,3741.27,279,172.2055,4348.72,-89548.671875,1395000,279
348.1544,3402.51,280,204.6607,2406.2,-88082.140625,1400000,280
353.234,3266.61,281,201.6053,3087.14,-86768.3515625,1405000,281
358.3127,4351.72,282,216.3663,4006.15,-89558.2578125,1410000,282
346.5586,3359.43,283,192.4554,3403.91,-91834.8671875,1415000,283
360.5869,4980.05,284,196.367,4230.26,-89337.7890625,1420000,284
363.8389,4511.48,285,208.6453,4291.67,-90628.59375,1425000,285
351.2313,4300.33,286,191.2323,4139.77,-89424.1875,1430000,286
355.2281,2773.4,287,233.1224,2368.16,-86982.515625,1435000,287
355.3839,5063.38,288,222.3901,5293.03,-91323.140625,1440000,288
375.9426,3441.45,289,239.3928,3113.19,-87834.046875,1445000,289
360.0712,4116.08,290,208.4118,3704.38,-91212.8046875,1450000,290
376.6024,2990.73,291,237.886,3027.44,-88703.6328125,1455000,291
383.2766,3065.26,292,240.0781,2949.34,-86946.046875,1460000,292
383.7937,4303.65,293,237.2345,4168.37,-84822.7578125,1465000,293
385.7944,4843.39,294,226.4242,3494.63,-90521.8984375,1470000,294
384.5513,4087.18,295,219.0865,3812.9,-88456.4375,1475000,295
390.729,3131.63,296,245.4814,3854.38,-89228.4609375,1480000,296
416.3255,2011.69,297,289.4648,2120.29,-77793.0625,1485000,297
369.9928,4321.21,298,221.1533,4311.32,-82143.4140625,1490000,298
361.0878,3792.93,299,214.4431,3971.94,-87051.7578125,1495000,299
362.0631,2961.62,300,260.3844,3196.38,-81075.375,1500000,300
350.4721,4073.6,301,144.9769,3994.13,-87617.78125,1505000,301
361.4269,3116.31,302,225.6161,3109.31,-85683.6640625,1510000,302
347.4564,4386.54,303,175.7613,4199.09,-85691.59375,1515000,303
349.1604,3754.78,304,162.9396,4314.55,-79326.0703125,1520000,304
410.6166,1856.18,305,274.6583,1905.2,-84532.0703125,1525000,305
406.6464,1881.01,306,604.8942,1544.27,-84724.765625,1530000,306
365.2352,2420.3,307,168.2125,3215.44,-83749.3828125,1535000,307
383.4147,2428.12,308,220.115,2220.41,-83775.515625,1540000,308
383.1492,2454.41,309,293.8731,2693.99,-84725.6796875,1545000,309
405.6895,1120.76,310,346.3191,1381.27,-86170.65625,1550000,310
420.889,2006.19,311,372.8378,1399.66,-83868.2421875,1555000,311
423.2006,1065.68,312,283.0652,1098.55,-88360.734375,1560000,312
401.7092,1745.97,313,243.2715,2252.65,-83830.3828125,1565000,313
398.9189,1496.09,314,222.8103,2053.73,-83343.359375,1570000,314
390.6641,2333.61,315,201.4046,2288.32,-87903.421875,1575000,315
418.6524,2036.6,316,271.0876,1405.57,-83176.2265625,1580000,316
431.339,1835.51,317,1375.0989,1720.49,-87673.6328125,1585000,317
429.0215,1189.86,318,314.4235,1226.06,-87760.625,1590000,318
422.0735,1189.04,319,293.6266,1247.92,-87302.140625,1595000,319
448.3574,911.37,320,300.7782,773.85,-88579.46875,1600000,320
444.2062,811.49,321,579.5074,871.42,-88711.5625,1605000,321
442.5534,1597.68,322,304.2204,1009.3,-85113.46875,1610000,322
439.5899,942.23,323,297.4827,1294.63,-86958.5625,1615000,323
443.9169,595.41,324,310.9313,621.07,-88156.6796875,1620000,324
478.5332,543.02,325,318.8139,465.12,-85295.90625,1625000,325
485.8556,466.68,326,319.6672,387.36,-81564.453125,1630000,326
479.6228,416.07,327,339.7799,440.72,-84136.9765625,1635000,327
487.5966,353.46,328,384.2945,383.96,-76253.6875,1640000,328
499.8624,329.81,329,381.9448,304.07,-84983.0703125,1645000,329
501.9235,307.78,330,351.7762,305.85,-83764.546875,1650000,330
509.0129,291.0,331,401.6081,319.23,-71293.8828125,1655000,331
490.7918,314.74,332,347.4262,306.37,-82234.3203125,1660000,332
505.0033,286.84,333,410.4535,290.95,-82724.4375,1665000,333
508.7471,305.09,334,322.4058,350.39,-82138.5390625,1670000,334
507.5396,299.37,335,382.4653,299.32,-79170.171875,1675000,335
507.9143,334.34,336,362.9341,321.57,-76584.3984375,1680000,336
514.4305,312.33,337,333.0003,302.64,-82149.9921875,1685000,337
520.7152,284.57,338,335.413,262.91,-83718.2109375,1690000,338
524.1686,288.73,339,338.5135,296.05,-78261.96875,1695000,339
508.5827,277.64,340,342.5965,291.39,-82499.328125,1700000,340
505.8757,302.92,341,342.3809,333.28,-85106.2265625,1705000,341
510.3669,403.23,342,360.7456,377.51,-81523.734375,1710000,342
499.8688,420.07,343,353.8697,395.63,-85264.78125,1715000,343
506.8943,331.08,344,350.9475,313.21,-85532.28125,1720000,344
506.0838,343.51,345,521.6724,321.36,-81482.0390625,1725000,345
506.9024,377.99,346,370.6451,346.73,-86754.484375,1730000,346
506.1019,382.42,347,557.2693,366.79,-85134.5078125,1735000,347
501.6108,326.62,348,463.9751,317.84,-87293.03125,1740000,348
511.0714,316.68,349,504.048,337.7,-87334.5546875,1745000,349
503.637,381.83,350,378.3323,370.24,-84983.3359375,1750000,350
515.0706,361.4,351,404.4393,401.46,-88518.7578125,1755000,351
515.1663,361.71,352,399.8439,377.21,-86549.453125,1760000,352
512.1462,329.56,353,434.8337,338.25,-88777.140625,1765000,353
519.5165,384.54,354,379.0615,361.38,-85402.5703125,1770000,354
516.2583,327.77,355,394.981,332.03,-78163.1875,1775000,355
517.4703,264.85,356,400.4637,273.2,-88833.0078125,1780000,356
520.7404,309.32,357,383.6859,301.88,-85917.8984375,1785000,357
506.882,377.21,358,387.4423,365.83,-86999.234375,1790000,358
501.7145,345.77,359,979.9451,360.2,-86059.6953125,1795000,359
520.6545,342.18,360,477.1953,333.39,-87825.0625,1800000,360
521.8804,306.85,361,425.9726,293.44,-88164.421875,1805000,361
510.2384,304.52,362,394.6174,301.91,-88128.4609375,1810000,362
496.7965,373.11,363,436.5725,372.35,-88104.609375,1815000,363
508.8455,288.13,364,438.0764,282.7,-87788.53125,1820000,364
525.2984,254.77,365,436.4682,275.65,-87666.4609375,1825000,365
525.4988,263.07,366,585.9392,266.21,-88199.59375,1830000,366
513.875,236.82,367,545.9382,245.14,-85833.6484375,1835000,367
541.9403,246.21,368,478.6679,253.33,-88475.2421875,1840000,368
527.7117,270.58,369,397.5635,260.67,-89663.0703125,1845000,369
519.6163,298.73,370,546.7596,286.46,-89161.15625,1850000,370
532.7117,237.22,371,392.4274,251.54,-88617.96875,1855000,371
553.1959,246.57,372,474.2601,250.45,-89266.7421875,1860000,372
547.618,245.8,373,419.6026,242.68,-89333.4921875,1865000,373
533.0752,242.06,374,724.5147,237.8,-90086.3671875,1870000,374
556.0284,261.85,375,895.3691,259.22,-91924.2734375,1875000,375
536.8804,264.19,376,471.2554,259.29,-90262.140625,1880000,376
533.2624,253.34,377,370.4286,256.23,-90287.53125,1885000,377
545.5158,245.13,378,564.1838,242.55,-91805.6484375,1890000,378
546.9925,230.28,379,425.5363,225.44,-91723.609375,1895000,379
531.7415,278.86,380,414.1764,284.98,-88604.296875,1900000,380
564.1765,239.36,381,491.6577,246.92,-91934.0703125,1905000,381
556.6982,277.54,382,483.909,281.91,-91202.7265625,1910000,382
542.6079,214.23,383,482.0267,228.33,-90157.296875,1915000,383
561.9445,254.21,384,426.8696,253.76,-92468.859375,1920000,384
556.4257,237.06,385,445.298,238.7,-90781.6328125,1925000,385
565.1286,221.2,386,1763.3579,222.16,-94357.8125,1930000,386
552.0533,231.15,387,1054.7198,234.05,-92177.6796875,1935000,387
555.3505,250.31,388,476.2695,250.45,-90948.0625,1940000,388
551.451,229.82,389,881.9036,230.14,-92492.03125,1945000,389
561.7578,237.68,390,439.1139,236.06,-92028.859375,1950000,390
561.2477,234.1,391,459.9548,234.94,-92963.7734375,1955000,391
562.548,233.2,392,619.49,234.09,-92473.1953125,1960000,392
552.8973,236.14,393,440.52,232.79,-89383.2890625,1965000,393
559.1617,256.66,394,400.5562,258.01,-92374.859375,1970000,394
542.2168,269.93,395,460.4844,271.39,-90316.6640625,1975000,395
553.0657,264.54,396,592.9122,262.3,-92528.96875,1980000,396
556.969,265.9,397,640.207,265.72,-93331.5625,1985000,397
556.3472,259.07,398,628.0962,257.12,-92458.4453125,1990000,398
560.6456,247.32,399,480.5845,246.72,-91545.0,1995000,399
541.544,265.96,400,424.2578,261.74,-90558.6015625,2000000,400
547.541,242.01,401,416.9898,244.06,-90328.625,2005000,401
562.7158,235.72,402,940.9161,236.33,-92395.6953125,2010000,402
550.2974,256.02,403,434.0216,253.89,-90973.71875,2015000,403
