Running Forward KL,Real Sto Return,Running Env Steps,Running Reverse KL,Real Det Return,Running Update Time,Reward Loss,Itration
49.3372,3187.16,1975000,24.8394,3822.26,395,-5445.09521484375,395
51.2208,2376.3,1980000,23.9878,2954.61,396,-7979.9931640625,396
52.2134,1929.34,1985000,22.8347,2960.97,397,-8217.7919921875,397
49.5728,2852.99,1990000,25.5917,3961.0,398,-6694.0078125,398
51.7088,3434.21,1995000,29.4894,4065.67,399,-6156.22705078125,399
53.5355,2719.07,2000000,32.2138,3455.55,400,-6693.693359375,400
52.7705,2993.44,2005000,30.3001,3539.55,401,-5792.380859375,401
51.4738,2876.55,2010000,29.3523,3938.63,402,-6663.24169921875,402
50.4279,2468.93,2015000,24.0535,3152.34,403,-7733.8955078125,403
49.781,2923.99,2020000,24.9277,3395.74,404,-6875.18017578125,404
51.4055,2675.68,2025000,24.1474,3501.54,405,-8017.79248046875,405
52.3214,3206.58,2030000,30.6333,4350.78,406,-5337.72021484375,406
51.5662,3223.57,2035000,28.8564,4148.36,407,-5195.41455078125,407
51.7445,2696.43,2040000,26.1985,3316.43,408,-6312.90966796875,408
54.2521,2164.24,2045000,24.6441,3034.02,409,-9448.0830078125,409
50.7235,2935.48,2050000,25.2935,3475.67,410,-5779.8486328125,410
50.4096,1998.38,2055000,23.6985,3755.61,411,-6850.86767578125,411
51.7416,2354.89,2060000,27.3499,3639.24,412,-6342.09814453125,412
51.3101,3227.25,2065000,26.4516,4492.63,413,-6058.71533203125,413
50.1344,2416.74,2070000,24.4037,3382.07,414,-6650.3447265625,414
50.5477,1686.46,2075000,21.9876,3153.71,415,-7125.85107421875,415
51.3023,1434.97,2080000,23.9822,2695.52,416,-7819.40966796875,416
52.5461,1939.13,2085000,27.6521,2738.57,417,-6145.14453125,417
51.8987,1721.07,2090000,22.9803,3315.33,418,-6982.1435546875,418
53.1302,1892.37,2095000,24.4859,4202.0,419,-7554.71435546875,419
50.9256,2445.32,2100000,28.5483,4191.09,420,-5347.55029296875,420
52.2747,2370.22,2105000,26.5519,4003.43,421,-6957.650390625,421
50.3334,2680.2,2110000,23.6945,3555.99,422,-6680.25439453125,422
51.8645,3672.54,2115000,39.8697,3912.97,423,-5909.8125,423
52.3762,3739.27,2120000,30.0027,4573.84,424,-5886.826171875,424
53.8999,3054.89,2125000,30.1959,3689.19,425,-6305.03759765625,425
51.929,2454.67,2130000,22.595,3090.18,426,-7616.25244140625,426
52.5503,2825.04,2135000,26.1581,4075.86,427,-7568.08642578125,427
53.5844,2863.53,2140000,26.7458,3622.58,428,-7886.15625,428
52.7331,1798.03,2145000,26.011,3965.46,429,-7117.17529296875,429
53.0256,3438.13,2150000,29.6945,3641.67,430,-6479.70654296875,430
52.2925,1943.05,2155000,25.7365,3115.04,431,-6716.28662109375,431
50.3451,2508.19,2160000,26.9713,3697.6,432,-8176.1533203125,432
51.9271,2239.07,2165000,30.1584,3093.83,433,-7353.5458984375,433
51.8724,1895.49,2170000,23.1285,3385.47,434,-7696.4638671875,434
52.6936,2498.69,2175000,26.2613,3338.57,435,-7283.89404296875,435
51.7649,2923.01,2180000,25.0983,3252.32,436,-6672.2109375,436
50.6704,2824.22,2185000,23.6011,3426.78,437,-7401.72412109375,437
50.1157,2529.15,2190000,20.7186,3008.02,438,-7813.87841796875,438
49.5759,2407.62,2195000,22.9331,3008.1,439,-6340.20361328125,439
52.5263,1916.7,2200000,23.6121,3160.61,440,-8035.98681640625,440
52.6788,3013.46,2205000,29.4536,3639.3,441,-5069.24169921875,441
49.8998,2472.92,2210000,21.5613,2601.56,442,-7836.70703125,442
50.8288,2315.93,2215000,22.0377,2805.55,443,-7579.693359375,443
51.0292,2159.57,2220000,23.4774,2924.27,444,-6348.49267578125,444
52.1304,2311.46,2225000,24.5692,3972.51,445,-7344.11279296875,445
52.6573,1573.48,2230000,23.79,2175.74,446,-7129.47216796875,446
53.2226,2827.68,2235000,26.3857,3923.54,447,-6150.4609375,447
51.2477,2590.3,2240000,25.588,3211.38,448,-6669.53955078125,448
54.1522,3536.52,2245000,32.774,4263.0,449,-5799.55810546875,449
52.472,3372.88,2250000,22.5793,4062.74,450,-7639.2177734375,450
51.1922,2830.1,2255000,23.8236,3521.54,451,-6896.0263671875,451
51.7536,2584.42,2260000,22.6576,3883.91,452,-6788.9638671875,452
52.8708,3177.0,2265000,24.7757,3653.51,453,-6916.7841796875,453
51.8055,3092.32,2270000,26.8038,3729.68,454,-6541.41357421875,454
53.0119,3501.5,2275000,30.0631,4125.73,455,-6386.384765625,455
51.9748,3003.37,2280000,25.5833,3229.43,456,-6841.5322265625,456
52.0939,2435.11,2285000,22.1177,3066.02,457,-8499.69140625,457
54.081,3132.84,2290000,25.6692,3866.1,458,-7593.07080078125,458
52.3584,3320.93,2295000,26.3746,4273.4,459,-6913.32373046875,459
52.1253,2361.26,2300000,26.2086,3922.7,460,-6114.0751953125,460
54.0149,3624.72,2305000,30.7172,4308.21,461,-6380.65478515625,461
53.4634,3543.2,2310000,30.4357,4326.59,462,-5362.16259765625,462
52.9567,3490.61,2315000,28.6208,3824.18,463,-6675.41748046875,463
52.1488,3314.79,2320000,31.3209,4481.12,464,-5212.57568359375,464
53.0546,3775.0,2325000,30.2693,4466.95,465,-6342.07861328125,465
53.2368,3370.23,2330000,30.1203,4429.59,466,-6486.9375,466
51.8457,3083.41,2335000,30.2571,3881.41,467,-6388.73388671875,467
50.8713,3192.53,2340000,26.1815,4367.91,468,-6905.9091796875,468
53.4103,3431.89,2345000,33.1539,4176.29,469,-6089.1552734375,469
54.8142,3896.98,2350000,34.4649,4500.15,470,-5775.560546875,470
52.4602,4024.35,2355000,31.0021,4393.47,471,-5974.00390625,471
54.6364,3444.2,2360000,28.9198,3866.84,472,-7031.09765625,472
52.7453,3605.93,2365000,31.3272,4608.26,473,-6317.38232421875,473
55.0222,3258.97,2370000,31.0688,4174.72,474,-6844.87255859375,474
51.6269,3219.2,2375000,24.7705,3800.46,475,-7231.50048828125,475
52.0151,3769.26,2380000,28.774,4489.47,476,-6495.68798828125,476
53.9558,3875.63,2385000,34.8663,4722.42,477,-6013.6357421875,477
52.6771,3763.48,2390000,30.0975,4281.35,478,-7081.81982421875,478
53.7492,3500.51,2395000,33.4709,3891.33,479,-6263.6015625,479
53.8454,3678.88,2400000,31.3119,3862.92,480,-6200.310546875,480
52.4585,3248.72,2405000,29.5335,4213.31,481,-6844.73193359375,481
52.6134,2303.14,2410000,28.1703,2857.25,482,-7156.3779296875,482
54.0359,3334.59,2415000,32.7532,4194.92,483,-5832.1103515625,483
52.0548,3209.61,2420000,30.5048,3776.55,484,-6373.83740234375,484
53.0514,2903.89,2425000,29.6617,3088.98,485,-6540.08349609375,485
54.7041,3076.97,2430000,41.955,3978.81,486,-7675.61181640625,486
53.2745,2814.73,2435000,30.8393,4249.22,487,-5595.0234375,487
52.1398,3381.98,2440000,53.105,4351.17,488,-7160.4853515625,488
52.2627,3189.45,2445000,30.4083,4172.53,489,-6785.24951171875,489
50.9836,3220.08,2450000,25.6225,3977.77,490,-7731.373046875,490
52.7823,3148.43,2455000,30.3771,3966.31,491,-5558.119140625,491
53.6176,2997.12,2460000,31.853,3780.26,492,-5613.9130859375,492
54.3605,2469.01,2465000,29.2617,3566.12,493,-8130.5,493
53.8415,3016.55,2470000,27.2598,3574.15,494,-7961.94873046875,494
54.0546,2627.77,2475000,31.1299,4549.64,495,-6894.13916015625,495
53.1725,3292.5,2480000,33.4531,3691.95,496,-7457.08642578125,496
54.2145,3370.96,2485000,30.879,4510.99,497,-6999.18408203125,497
53.4172,2657.83,2490000,29.0978,3905.49,498,-7124.18896484375,498
51.0956,3004.32,2495000,28.2695,3842.71,499,-7171.59375,499
54.6291,3442.7,2500000,30.8978,4599.86,500,-6896.96728515625,500
53.2932,3851.56,2505000,35.6561,4667.04,501,-5854.86572265625,501
55.4803,3983.27,2510000,36.536,4543.7,502,-6188.85107421875,502
55.5763,3760.24,2515000,34.747,4564.34,503,-6984.58837890625,503
54.6123,4059.93,2520000,35.3712,4660.15,504,-5792.52197265625,504
56.6463,2357.82,2525000,31.3064,3320.54,505,-8919.7158203125,505
54.3368,3716.71,2530000,29.0888,4238.92,506,-7437.955078125,506
55.3239,3704.61,2535000,34.8413,4736.17,507,-6239.86669921875,507
53.5649,3333.08,2540000,29.7674,4625.67,508,-6686.01025390625,508
54.4516,3248.24,2545000,31.4948,4341.52,509,-6667.7822265625,509
55.7811,2115.19,2550000,29.3918,2550.02,510,-7401.390625,510
55.2676,3177.59,2555000,30.2985,3804.8,511,-7751.52978515625,511
55.4947,3597.83,2560000,32.0445,3684.49,512,-8134.927734375,512
56.5114,3470.06,2565000,30.8803,4009.9,513,-7982.6943359375,513
54.9324,2175.95,2570000,29.8049,3188.08,514,-8452.298828125,514
55.5386,3312.2,2575000,32.7955,3179.48,515,-7894.4013671875,515
56.858,3920.88,2580000,37.5268,3569.69,516,-6299.662109375,516
56.1484,2874.65,2585000,30.951,4183.98,517,-7277.48486328125,517
56.245,3123.38,2590000,32.8423,3154.45,518,-6869.96240234375,518
55.585,3777.2,2595000,32.9497,4247.41,519,-6378.39501953125,519
61.1781,1587.5,2600000,48.7503,1960.69,520,-8115.25537109375,520
59.597,2943.13,2605000,33.4967,3396.78,521,-6765.787109375,521
59.8909,3992.51,2610000,37.3667,4821.72,522,-5925.15966796875,522
59.2006,4204.84,2615000,41.0832,4977.95,523,-5898.99072265625,523
59.4088,3622.68,2620000,41.0979,4344.08,524,-5530.47021484375,524
59.204,4150.73,2625000,38.7681,4779.71,525,-5803.6015625,525
58.6309,1788.17,2630000,29.9493,2336.38,526,-9584.9501953125,526
62.4518,3942.43,2635000,40.1181,4416.41,527,-7395.26806640625,527
62.2411,4563.27,2640000,47.6287,5007.01,528,-6349.59619140625,528
63.1468,4187.23,2645000,45.557,5079.73,529,-6210.6787109375,529
59.2853,4038.26,2650000,40.882,5373.68,530,-6010.55419921875,530
57.8209,4663.07,2655000,36.2691,5151.62,531,-6980.833984375,531
58.5541,4268.13,2660000,41.9494,4997.93,532,-6314.74560546875,532
56.9509,4293.72,2665000,37.6979,5050.36,533,-6310.97607421875,533
57.7584,4099.88,2670000,39.4442,5015.91,534,-6053.94677734375,534
56.758,3555.21,2675000,34.931,4398.75,535,-7035.56103515625,535
58.3969,4008.61,2680000,38.457,4564.3,536,-6958.85205078125,536
57.3097,2644.76,2685000,34.2617,2947.97,537,-7637.18115234375,537
59.3927,4109.63,2690000,44.0114,4815.63,538,-7181.56005859375,538
59.9869,4088.26,2695000,42.2809,4918.44,539,-7003.99365234375,539
59.1563,3273.86,2700000,41.975,4063.27,540,-8454.447265625,540
59.7233,3718.69,2705000,42.8138,4506.8,541,-7096.6083984375,541
59.3975,4532.37,2710000,43.2703,5109.06,542,-6489.68798828125,542
58.3187,4500.39,2715000,42.6284,4226.53,543,-6513.31005859375,543
58.8186,4266.8,2720000,38.7139,4792.85,544,-6780.38037109375,544
58.1907,4178.86,2725000,41.5925,4871.05,545,-6607.974609375,545
57.1573,4070.26,2730000,37.1903,4880.4,546,-7318.42578125,546
55.6861,4084.26,2735000,33.8901,4967.17,547,-6431.07958984375,547
56.7261,3218.6,2740000,35.5245,4542.63,548,-8100.4580078125,548
58.0252,4436.33,2745000,35.4165,4516.9,549,-7937.734375,549
55.6976,4393.74,2750000,34.7438,4537.66,550,-6840.00830078125,550
55.356,3619.8,2755000,33.5135,4830.33,551,-6672.29931640625,551
57.2919,4404.86,2760000,35.9887,4939.36,552,-6997.46142578125,552
55.8048,3878.4,2765000,34.6376,4478.13,553,-6866.1220703125,553
56.4054,3676.45,2770000,34.8969,4340.57,554,-7321.58642578125,554
55.5274,3973.87,2775000,33.1667,4964.84,555,-7515.29296875,555
57.7641,3678.01,2780000,36.5601,4568.04,556,-7823.8955078125,556
56.1811,3635.64,2785000,34.4165,3764.38,557,-8362.2216796875,557
57.4994,4280.36,2790000,40.7741,4460.59,558,-7378.45458984375,558
57.9092,4061.53,2795000,38.2235,4739.58,559,-8182.89453125,559
56.8506,3836.53,2800000,36.0363,4384.14,560,-7338.474609375,560
55.3679,3658.64,2805000,34.034,4318.28,561,-7721.17333984375,561
57.3418,4431.76,2810000,37.4825,4710.03,562,-7724.25732421875,562
56.5156,4385.55,2815000,34.1744,4046.73,563,-7626.3369140625,563
55.9936,4008.64,2820000,32.7731,4072.78,564,-7496.52783203125,564
60.4238,3839.61,2825000,48.2591,4683.54,565,-8193.041015625,565
56.003,3912.95,2830000,34.3925,4656.0,566,-7786.12841796875,566
57.7555,3816.69,2835000,34.7369,4346.26,567,-8890.9228515625,567
56.3396,4164.89,2840000,36.3466,4970.85,568,-7866.3740234375,568
56.6468,3259.37,2845000,34.0413,4055.36,569,-7824.484375,569
57.9739,4083.25,2850000,38.9035,5119.05,570,-7389.10791015625,570
58.6005,3434.71,2855000,43.7026,5058.08,571,-7883.40771484375,571
58.862,4054.31,2860000,42.4834,4539.73,572,-7833.34912109375,572
58.3066,3400.16,2865000,36.7877,3907.5,573,-8217.6982421875,573
57.999,3991.61,2870000,38.453,4974.07,574,-7913.6005859375,574
59.4908,4491.57,2875000,41.7649,4966.87,575,-7617.1484375,575
57.573,4007.15,2880000,34.7679,3967.27,576,-7546.00341796875,576
57.7339,3893.31,2885000,37.2359,4788.66,577,-8452.4248046875,577
58.6757,4142.0,2890000,40.139,4490.01,578,-7421.890625,578
60.4726,4192.06,2895000,39.4662,4801.25,579,-8005.22021484375,579
60.3865,3648.49,2900000,39.2346,4799.54,580,-8141.4013671875,580
58.1733,4003.77,2905000,38.6076,4871.31,581,-7721.5390625,581
58.2427,4322.59,2910000,41.0315,4910.36,582,-7559.06689453125,582
58.4243,4312.3,2915000,42.4577,4487.59,583,-8013.60498046875,583
58.3616,4268.97,2920000,41.1943,4596.77,584,-7375.14208984375,584
57.9278,3537.84,2925000,38.071,4956.14,585,-8228.40234375,585
59.9341,4056.23,2930000,40.7071,4991.25,586,-7546.32470703125,586
58.8504,3961.14,2935000,40.2799,4459.06,587,-8186.75048828125,587
55.8968,3333.43,2940000,32.638,3316.01,588,-7374.03125,588
57.5232,4557.58,2945000,37.1553,4558.21,589,-7737.435546875,589
56.5711,4033.43,2950000,37.543,4566.92,590,-8536.2900390625,590
58.4643,4019.31,2955000,39.5367,4955.81,591,-7533.33935546875,591
59.6899,4317.8,2960000,41.1907,5274.78,592,-7612.49072265625,592
59.422,4152.73,2965000,40.8225,4461.75,593,-7915.447265625,593
56.8659,4094.43,2970000,35.7069,4488.78,594,-7875.58447265625,594
58.6731,4406.03,2975000,38.3443,4867.38,595,-7810.025390625,595
58.0274,3483.49,2980000,38.302,4457.35,596,-8334.544921875,596
57.9255,4568.69,2985000,38.8209,4953.34,597,-8027.263671875,597
59.0579,3993.67,2990000,38.2392,5002.58,598,-7814.13525390625,598
62.885,4659.9,2995000,43.6945,4913.33,599,-7804.36474609375,599
