Real Sto Return,Running Forward KL,Running Reverse KL,Real Det Return,Itration
1825.52,47.3894,41.5762,1798.71,258
1216.31,47.242,15.6782,1461.52,259
1793.56,47.7481,14.4101,1825.85,260
1582.51,46.5736,14.3313,1097.21,261
1183.82,46.7896,16.3455,1718.93,262
875.62,46.7389,20.9425,307.19,263
434.49,47.1958,15.3579,424.99,264
1265.42,46.9433,21.1396,1080.36,265
1505.14,46.7178,20.0766,1498.62,266
891.58,47.2307,34.3492,1142.08,267
527.48,47.1039,15.3704,457.58,268
1015.76,47.3566,15.1672,872.87,269
1799.18,47.1833,19.9381,1331.72,270
848.06,47.3135,24.2495,1137.43,271
1513.46,46.9246,16.01,1168.84,272
676.78,47.2391,29.571,869.78,273
729.61,47.7071,34.2028,1046.05,274
599.52,47.8706,31.626,793.79,275
476.6,47.7029,21.9177,826.11,276
1480.03,47.8689,25.9447,1011.08,277
477.67,48.9429,39.9797,1060.64,278
682.73,47.7762,32.1363,928.53,279
1362.73,47.258,14.4186,909.31,280
999.19,48.3375,24.5871,738.24,281
1272.16,47.4371,19.2558,1314.25,282
979.74,47.4386,20.243,1527.67,283
1630.75,48.3225,20.8629,1697.54,284
1112.38,47.9526,17.6939,1681.26,285
817.9,49.0186,16.4922,1086.98,286
1027.4,48.1662,24.9969,1288.96,287
1246.89,48.6583,23.213,1414.32,288
1333.79,48.0938,22.7631,1152.03,289
976.08,49.7254,25.7527,973.47,290
788.69,49.9572,31.6437,955.99,291
573.81,49.0381,15.1986,645.4,292
599.91,48.3883,26.364,639.83,293
393.55,50.1013,27.1448,491.57,294
273.02,48.9671,25.6783,217.33,295
443.99,50.3771,39.3604,656.11,296
299.91,49.9761,20.2934,390.6,297
404.0,50.1632,24.282,532.42,298
459.63,50.6962,25.9636,381.68,299
1109.48,49.0044,37.314,857.15,300
635.17,49.6696,29.9394,1783.11,301
813.93,49.409,36.635,402.35,302
1033.0,48.6655,41.5205,688.67,303
797.66,49.2701,34.564,1428.99,304
383.13,51.3669,57.7978,110.46,305
295.85,49.7693,33.3181,284.41,306
616.66,48.5738,26.133,626.57,307
642.16,47.9655,27.6211,571.2,308
909.48,48.9729,34.8884,731.26,309
842.36,47.9554,37.3152,315.18,310
493.7,46.4706,24.524,1807.95,311
844.76,48.7241,35.5755,1680.6,312
569.51,48.0119,23.0773,477.34,313
1331.11,47.4077,25.1072,1708.47,314
930.03,47.0451,30.8914,1331.3,315
1060.17,48.1007,40.0299,693.89,316
385.8,49.7165,33.6306,749.0,317
282.29,48.5295,42.5329,320.08,318
171.16,51.4821,37.5097,240.45,319
295.42,48.7204,37.8933,119.99,320
193.95,48.3469,32.7637,44.74,321
741.6,49.1543,37.1477,578.98,322
975.34,48.8687,34.7889,1615.44,323
1398.74,47.6,22.065,2026.18,324
653.06,49.3268,29.3128,623.64,325
952.08,49.0149,42.9705,797.71,326
1510.56,48.7412,31.9039,2012.13,327
1653.03,47.0015,24.7141,2813.15,328
768.12,48.0085,38.7163,806.85,329
1519.09,48.6115,40.2301,1093.08,330
649.79,51.0443,37.4557,625.16,331
994.4,48.5538,30.824,1124.09,332
840.14,46.6389,22.0641,972.34,333
659.02,48.0415,28.5397,1058.9,334
758.11,48.3751,25.491,1342.51,335
2122.77,46.4802,16.3244,1224.96,336
1109.93,47.665,22.5059,1027.79,337
1286.55,46.5764,22.4101,1679.82,338
1475.14,47.2897,17.6376,2231.73,339
1390.49,47.2131,20.7365,1050.54,340
1644.42,46.2891,14.2815,1778.07,341
1298.02,46.265,40.3192,1104.27,342
1645.99,46.8531,18.3005,1926.16,343
1404.49,47.1976,20.6475,1793.17,344
1474.58,45.8673,14.5733,1505.85,345
1442.38,46.2654,27.1632,861.33,346
2036.04,46.0837,22.6205,1200.2,347
2622.63,47.0041,17.6358,2923.54,348
1978.77,47.0365,16.6651,1370.68,349
1972.99,47.2984,15.4191,2498.55,350
2239.13,47.0985,15.55,2158.95,351
1974.46,46.7456,16.7871,1996.22,352
1895.88,44.585,13.5709,1876.45,353
1170.92,46.096,14.3235,1127.02,354
1646.29,46.1545,16.3541,1535.59,355
1499.61,47.61,21.3986,1216.85,356
