Real Sto Return,Running Env Steps,Real Det Return,Running Update Time,Running Forward KL,Reward Loss,Itration,Running Reverse KL
10339.08,675000,10541.5,135,145.4729,-3307.046875,135,18.5604
10666.79,680000,11046.15,136,144.855,-3329.865966796875,136,18.6578
10138.84,685000,10679.66,137,144.7656,-3267.394287109375,137,16.3664
10737.93,690000,11065.63,138,145.6436,-3390.6123046875,138,19.9326
10472.74,695000,10407.36,139,143.913,-3466.031494140625,139,16.8224
9746.24,700000,10796.25,140,143.6943,-3411.630126953125,140,16.9789
10774.52,705000,11209.75,141,144.174,-3368.5791015625,141,17.4641
10644.59,710000,11169.08,142,143.3823,-3315.30517578125,142,17.6438
10759.79,715000,11289.3,143,143.4935,-3381.525634765625,143,18.8193
10508.23,720000,11341.1,144,144.6233,-3553.981201171875,144,19.066
10895.54,725000,11347.11,145,143.851,-3471.1689453125,145,18.6644
10653.06,730000,10916.78,146,144.4867,-3499.234619140625,146,18.9155
10631.51,735000,11218.01,147,143.0525,-3538.706787109375,147,17.9095
10693.67,740000,11204.2,148,143.961,-3631.935546875,148,18.3256
9604.0,745000,10078.66,149,146.1376,-3866.92578125,149,18.0055
10179.54,750000,10610.18,150,144.8813,-3739.222412109375,150,18.612
10146.88,755000,10985.16,151,144.2437,-3740.8408203125,151,16.4567
10257.38,760000,11052.76,152,144.0517,-3735.016845703125,152,16.3597
10703.23,765000,11009.38,153,143.492,-3666.16162109375,153,17.15
10663.35,770000,11128.25,154,143.5859,-3621.00390625,154,18.4774
10608.23,775000,10902.47,155,145.1244,-3884.061279296875,155,17.9741
10558.54,780000,10951.6,156,144.2914,-3770.257080078125,156,18.1981
10819.09,785000,11222.82,157,144.0525,-3934.17041015625,157,19.3188
10810.65,790000,11135.17,158,144.1498,-3920.355712890625,158,19.2253
10548.24,795000,10841.77,159,144.7953,-3945.431640625,159,18.281
10447.73,800000,11180.81,160,144.019,-4015.93212890625,160,17.4787
10324.59,805000,10738.76,161,144.1151,-4087.03466796875,161,18.5816
10766.92,810000,11102.55,162,144.5662,-4030.552978515625,162,19.4569
10449.18,815000,11225.5,163,144.3779,-4144.27783203125,163,17.8357
10569.82,820000,10689.51,164,144.1338,-4202.7080078125,164,17.8641
10507.22,825000,10991.71,165,145.4518,-4214.14013671875,165,19.2393
10589.05,830000,11028.1,166,145.5795,-4122.9287109375,166,18.1203
8287.24,835000,8872.88,167,145.807,-4408.87060546875,167,15.4489
10401.25,840000,11293.32,168,143.806,-4297.9345703125,168,16.4009
10653.61,845000,11048.2,169,144.2326,-4254.13427734375,169,18.8598
10729.55,850000,10810.82,170,143.7269,-4292.734375,170,17.0854
10389.8,855000,11208.66,171,143.5747,-4228.66748046875,171,16.7663
9300.83,860000,9906.76,172,144.4295,-4347.6767578125,172,17.5736
10166.5,865000,10584.6,173,145.0541,-4532.92724609375,173,17.7527
10317.8,870000,10759.66,174,144.3031,-4497.55615234375,174,17.8149
10429.21,875000,10789.77,175,144.3308,-4542.20068359375,175,18.0224
10668.47,880000,11084.88,176,144.4645,-4483.921875,176,18.9654
10955.65,885000,11246.8,177,144.3141,-4462.404296875,177,19.2221
10854.59,890000,11353.86,178,143.9883,-4515.67724609375,178,18.2105
10257.06,895000,10381.47,179,145.4324,-4556.58349609375,179,18.9528
11046.67,900000,11421.45,180,143.1857,-4619.2958984375,180,17.2868
10678.56,905000,11041.01,181,145.3948,-4476.75537109375,181,18.9416
10749.17,910000,11117.37,182,144.6423,-4641.1181640625,182,18.731
10832.57,915000,11355.44,183,143.9309,-4575.060546875,183,18.6181
9548.82,920000,9907.61,184,144.8821,-4813.62060546875,184,16.9287
10882.67,925000,11201.5,185,144.0797,-4612.26611328125,185,19.3936
10637.14,930000,11435.89,186,143.6714,-4584.93505859375,186,18.634
10348.3,935000,11008.91,187,144.5428,-4708.8564453125,187,18.1078
10367.57,940000,11091.45,188,143.6215,-4814.01025390625,188,18.0204
10606.56,945000,10963.61,189,144.9817,-4706.35498046875,189,18.7689
9310.5,950000,10508.19,190,144.6632,-5096.62890625,190,14.5833
9518.3,955000,9864.24,191,143.5337,-4738.36474609375,191,17.4294
10854.54,960000,11432.6,192,143.7679,-4865.080078125,192,17.0799
11000.8,965000,11315.26,193,144.2201,-4941.46630859375,193,18.9269
10336.62,970000,11127.14,194,143.4243,-4775.3994140625,194,17.1579
10856.01,975000,10215.96,195,144.9958,-5021.98046875,195,15.1361
8973.1,980000,10050.96,196,144.4222,-5153.53369140625,196,16.255
10466.65,985000,11392.97,197,144.3125,-5117.650390625,197,15.8752
10080.82,990000,10226.29,198,146.047,-5118.52783203125,198,18.4493
10766.1,995000,11282.23,199,144.6235,-4916.9951171875,199,18.6921
11024.39,1000000,11415.91,200,143.9746,-5058.8193359375,200,19.5104
10963.58,1005000,11354.28,201,144.5938,-5085.08203125,201,19.4506
10688.49,1010000,11171.72,202,145.0451,-5085.76513671875,202,19.6849
10704.7,1015000,11510.1,203,144.0371,-5190.33837890625,203,16.7445
10950.17,1020000,11369.66,204,144.0361,-5199.140625,204,17.9355
10969.57,1025000,10667.87,205,144.2065,-5149.8408203125,205,16.4152
10901.42,1030000,11227.52,206,144.7755,-4992.6796875,206,19.7068
10339.15,1035000,11402.63,207,143.9887,-5052.86962890625,207,18.4518
10963.78,1040000,11399.55,208,144.5989,-5191.39208984375,208,19.1401
11152.29,1045000,11537.89,209,144.0636,-5139.3486328125,209,18.9408
10947.86,1050000,11516.87,210,144.3528,-5241.1767578125,210,18.9387
10912.12,1055000,11508.38,211,143.2397,-5133.20166015625,211,19.0017
10961.93,1060000,11432.59,212,144.1232,-5242.1396484375,212,19.4961
10971.64,1065000,11477.72,213,143.8919,-5082.20849609375,213,18.4882
10849.15,1070000,11316.29,214,144.6646,-5269.66552734375,214,18.9734
10950.14,1075000,11365.94,215,144.3083,-5173.1728515625,215,18.6905
11069.79,1080000,11521.22,216,144.0062,-5237.28857421875,216,18.9752
10963.71,1085000,11369.83,217,143.9728,-5194.015625,217,19.0417
11164.07,1090000,11620.38,218,144.0622,-5282.03125,218,19.0502
10919.05,1095000,11472.9,219,143.9353,-5202.2373046875,219,18.0917
10739.06,1100000,11161.2,220,144.6015,-5272.96435546875,220,18.711
11053.9,1105000,11478.25,221,142.8029,-5213.3974609375,221,18.1578
11057.35,1110000,11527.89,222,143.6786,-5201.46630859375,222,18.0483
10874.99,1115000,11579.99,223,143.8435,-5255.974609375,223,18.4279
10893.74,1120000,11227.53,224,144.195,-5266.46337890625,224,18.0611
10392.66,1125000,11415.8,225,144.6012,-5329.89599609375,225,18.8064
11219.01,1130000,11559.72,226,143.4936,-5310.59130859375,226,18.1787
10878.09,1135000,11593.28,227,143.6369,-5339.9736328125,227,17.5308
11009.1,1140000,11415.35,228,145.4894,-5500.8623046875,228,20.0672
10983.73,1145000,11419.3,229,144.7111,-5358.64697265625,229,19.0064
11045.25,1150000,11499.15,230,144.198,-5369.48681640625,230,18.7811
10789.72,1155000,11504.4,231,143.5613,-5266.39892578125,231,18.099
11129.23,1160000,11490.15,232,143.7377,-5418.28369140625,232,18.5954
11020.7,1165000,11703.6,233,143.4938,-5447.7626953125,233,17.9734
10996.42,1170000,11381.86,234,144.4272,-5470.60791015625,234,18.5121
11246.67,1175000,11618.94,235,144.5634,-5461.787109375,235,18.6479
11076.36,1180000,11489.92,236,144.2225,-5638.88232421875,236,19.7082
11055.35,1185000,11431.92,237,145.0644,-5657.8310546875,237,18.3263
10753.39,1190000,11469.07,238,144.6381,-5690.9267578125,238,18.403
11216.09,1195000,11330.2,239,143.5423,-5570.5654296875,239,17.4294
10978.69,1200000,11358.6,240,143.9421,-5658.55810546875,240,19.148
10767.22,1205000,11098.88,241,142.9659,-5573.00537109375,241,17.9804
11190.94,1210000,11163.66,242,144.2904,-5630.8974609375,242,18.4826
11154.66,1215000,11648.6,243,143.5369,-5659.28759765625,243,18.6469
11098.79,1220000,11592.4,244,143.8702,-5615.86572265625,244,18.6874
11136.04,1225000,10776.92,245,144.0664,-5675.1826171875,245,18.3251
11248.94,1230000,11667.97,246,144.1743,-5782.0322265625,246,17.7222
11206.58,1235000,11629.47,247,144.1093,-5721.416015625,247,17.7999
11080.91,1240000,11455.3,248,143.7566,-5760.89111328125,248,18.1146
10906.73,1245000,10901.46,249,144.0478,-5837.8662109375,249,18.04
10319.32,1250000,10843.98,250,143.9356,-5859.05322265625,250,17.8004
11271.88,1255000,11623.74,251,143.7077,-5840.72900390625,251,18.249
10481.43,1260000,11370.0,252,144.1115,-5948.40185546875,252,18.6801
10354.08,1265000,11377.13,253,143.0654,-5828.0283203125,253,17.5243
8655.68,1270000,9373.53,254,144.2312,-5878.4306640625,254,16.4603
10034.05,1275000,10540.04,255,144.0496,-5873.33837890625,255,17.0472
10945.39,1280000,11538.49,256,143.7783,-5860.2080078125,256,17.2325
10659.27,1285000,11423.45,257,143.7715,-5938.69970703125,257,17.9242
10985.55,1290000,11471.19,258,143.8751,-5976.66748046875,258,18.0569
10939.26,1295000,11433.92,259,144.7933,-6131.7578125,259,18.7217
10474.73,1300000,10476.32,260,144.0994,-6011.115234375,260,17.3775
10732.91,1305000,10727.53,261,144.0352,-6027.84326171875,261,16.7354
10897.33,1310000,11448.8,262,144.523,-6079.3984375,262,18.393
10492.38,1315000,11239.55,263,143.5887,-5969.77685546875,263,17.2796
10516.08,1320000,11365.11,264,144.3277,-6142.412109375,264,18.2812
11041.21,1325000,11514.07,265,143.4734,-5996.548828125,265,17.3028
11096.19,1330000,11538.85,266,143.6052,-6083.0771484375,266,18.7751
11106.38,1335000,11645.32,267,143.6666,-6068.9091796875,267,18.1557
11243.98,1340000,11623.87,268,143.262,-5960.72998046875,268,18.0371
10961.41,1345000,10963.37,269,144.331,-6101.01904296875,269,18.374
10935.73,1350000,11608.56,270,144.0075,-6144.8310546875,270,16.3269
11014.35,1355000,11410.84,271,143.8427,-6153.7822265625,271,18.134
11039.99,1360000,10946.19,272,143.6333,-6169.841796875,272,18.3932
10635.33,1365000,11621.86,273,143.1807,-6144.447265625,273,17.7139
10910.18,1370000,11505.33,274,143.6628,-6176.080078125,274,18.3044
11109.25,1375000,11282.94,275,143.0259,-6119.59619140625,275,18.1612
10280.74,1380000,11394.32,276,143.8576,-6331.45166015625,276,18.0684
11019.95,1385000,11516.88,277,144.8207,-6408.57568359375,277,18.989
10793.16,1390000,11317.21,278,143.309,-6251.2021484375,278,18.1811
11097.17,1395000,11543.76,279,143.4879,-6236.7060546875,279,17.8573
11094.02,1400000,11721.1,280,143.4771,-6142.15771484375,280,18.3748
11181.37,1405000,11543.63,281,143.4286,-6279.900390625,281,18.329
10977.64,1410000,11149.89,282,143.5621,-6244.80712890625,282,18.5204
11177.26,1415000,11652.17,283,143.7585,-6269.49951171875,283,18.1331
11198.57,1420000,11635.4,284,144.0134,-6178.09033203125,284,18.4647
10824.61,1425000,11430.47,285,143.5142,-6151.55810546875,285,17.6393
10871.21,1430000,11699.44,286,143.9407,-6261.98583984375,286,17.5573
10942.79,1435000,10886.96,287,143.8898,-6263.22314453125,287,17.1106
11033.55,1440000,11589.7,288,143.7937,-6524.0703125,288,18.8597
10499.73,1445000,11338.1,289,143.496,-6356.201171875,289,16.8527
10485.36,1450000,11248.27,290,143.7279,-6347.8994140625,290,18.5337
11105.1,1455000,11635.92,291,143.9862,-6348.1455078125,291,18.6781
10953.87,1460000,11776.81,292,143.6446,-6290.9140625,292,17.8865
10896.5,1465000,11552.94,293,144.2541,-6441.078125,293,19.0533
11456.54,1470000,11672.23,294,143.3215,-6376.2265625,294,18.7543
11329.85,1475000,11804.36,295,143.581,-6407.64697265625,295,18.4029
11255.31,1480000,11712.44,296,143.7922,-6533.25927734375,296,19.2795
11199.32,1485000,11827.88,297,143.8833,-6551.3251953125,297,18.8124
11166.25,1490000,11494.47,298,143.4909,-6409.77099609375,298,17.8385
10804.34,1495000,11689.48,299,144.4132,-6516.37939453125,299,17.9899
10894.22,1500000,11500.49,300,143.8181,-6509.47509765625,300,17.6594
11150.52,1505000,11630.42,301,144.2741,-6818.08544921875,301,18.6423
10628.36,1510000,11507.42,302,142.9617,-6493.54541015625,302,18.2481
10833.85,1515000,11521.23,303,144.8523,-6514.408203125,303,18.2807
11198.45,1520000,11442.95,304,143.5587,-6647.978515625,304,18.7061
10664.83,1525000,11407.49,305,143.4288,-6624.2568359375,305,17.5073
10689.77,1530000,11812.21,306,143.8829,-6723.39208984375,306,19.0094
10891.0,1535000,11861.75,307,143.0072,-6589.87060546875,307,18.7212
11359.99,1540000,11924.94,308,143.5743,-6713.60302734375,308,17.9024
10635.82,1545000,9962.06,309,143.8932,-6605.376953125,309,17.0146
11170.56,1550000,11856.84,310,143.2176,-6851.744140625,310,18.4312
10910.49,1555000,10921.4,311,143.821,-6749.15478515625,311,17.1336
11326.97,1560000,11838.73,312,143.414,-6458.40869140625,312,17.5412
11007.19,1565000,11164.98,313,143.9566,-6705.8935546875,313,17.4065
11012.4,1570000,10745.79,314,143.3553,-6622.7958984375,314,18.5852
11396.37,1575000,10944.13,315,143.6255,-6771.88232421875,315,19.1012
11206.04,1580000,11558.37,316,144.2835,-6931.74853515625,316,18.7787
10492.46,1585000,11925.31,317,143.4564,-6596.580078125,317,16.7105
10798.65,1590000,11437.55,318,143.9035,-6615.63037109375,318,18.0106
11410.28,1595000,11965.65,319,143.6308,-6737.490234375,319,18.8128
11245.57,1600000,11886.19,320,143.4942,-6836.39697265625,320,16.6057
10607.99,1605000,11853.7,321,143.7804,-6968.29736328125,321,18.0878
10436.28,1610000,11392.99,322,143.5666,-6852.205078125,322,18.6923
10975.82,1615000,11218.25,323,143.6376,-6728.58447265625,323,17.9963
10718.51,1620000,11830.33,324,142.9661,-6922.0244140625,324,17.6168
11326.36,1625000,12151.84,325,143.0913,-6774.28759765625,325,17.8005
11291.01,1630000,12077.31,326,143.3911,-6954.72412109375,326,17.657
11453.01,1635000,11899.86,327,143.671,-7033.5439453125,327,17.9656
10984.01,1640000,11618.21,328,143.223,-7042.013671875,328,20.5633
10813.52,1645000,11509.79,329,142.7941,-7050.38818359375,329,18.0936
10959.3,1650000,11125.82,330,143.9602,-7021.3427734375,330,17.6943
10840.83,1655000,10242.24,331,143.5555,-6975.763671875,331,19.3329
11045.66,1660000,10578.26,332,142.8422,-7013.228515625,332,18.6505
10994.39,1665000,11475.04,333,143.3958,-6912.982421875,333,19.409
11268.5,1670000,9063.01,334,143.4954,-7140.33837890625,334,19.6633
11127.75,1675000,11536.17,335,142.3292,-7060.689453125,335,18.7535
11233.1,1680000,11646.71,336,142.111,-7006.1201171875,336,17.6865
11151.51,1685000,11500.18,337,142.6427,-6960.1826171875,337,17.5903
10331.63,1690000,9520.9,338,142.6194,-7197.39013671875,338,17.0156
11627.02,1695000,12169.53,339,142.712,-7064.54248046875,339,17.4745
11445.88,1700000,11840.03,340,142.3776,-7298.83056640625,340,17.3015
11314.53,1705000,11958.95,341,143.5421,-7037.7431640625,341,17.8202
11684.12,1710000,12240.92,342,142.662,-7129.24462890625,342,18.5693
11014.41,1715000,11336.86,343,142.721,-6934.5703125,343,16.6962
11431.01,1720000,11690.96,344,143.79,-6939.787109375,344,18.1938
11379.52,1725000,11987.4,345,143.2867,-7275.84765625,345,19.1893
11333.35,1730000,12046.57,346,142.7728,-7349.29345703125,346,18.1759
11400.73,1735000,12162.22,347,142.8603,-7009.94921875,347,21.0667
11020.65,1740000,11898.0,348,143.0912,-7267.458984375,348,17.3829
11030.89,1745000,11985.71,349,142.2324,-7142.9951171875,349,17.185
11473.47,1750000,11663.44,350,142.2488,-7302.23828125,350,18.1355
11454.14,1755000,11753.71,351,142.0583,-7403.55859375,351,19.836
11837.46,1760000,11457.62,352,142.9765,-7123.1728515625,352,18.8311
11355.61,1765000,12032.6,353,142.9679,-7297.20068359375,353,19.6337
11097.28,1770000,12261.91,354,142.3452,-7339.68310546875,354,19.7542
11878.07,1775000,12301.44,355,142.0854,-7526.91357421875,355,19.2862
10211.8,1780000,11346.3,356,142.3679,-7313.64892578125,356,18.6565
11236.72,1785000,11990.32,357,142.8356,-7285.10400390625,357,19.1591
11125.88,1790000,11891.42,358,142.6664,-7370.8876953125,358,18.3646
10859.88,1795000,12121.43,359,142.8743,-7393.18359375,359,16.163
11728.4,1800000,11742.31,360,142.8159,-7610.92822265625,360,18.8743
11460.58,1805000,12080.5,361,142.886,-7096.59521484375,361,18.153
11245.61,1810000,12282.21,362,141.3438,-7558.048828125,362,19.6377
11144.31,1815000,11986.21,363,143.0322,-7372.65087890625,363,17.1802
10228.48,1820000,11999.12,364,142.6253,-7540.51025390625,364,17.8589
10402.9,1825000,9552.14,365,143.1526,-7534.64990234375,365,20.1072
11036.6,1830000,12011.57,366,142.5226,-7792.3037109375,366,18.8486
11829.87,1835000,12562.61,367,142.5262,-7437.703125,367,19.4786
11680.21,1840000,11381.1,368,143.4702,-7323.10693359375,368,18.466
11545.94,1845000,12350.92,369,142.9561,-7542.13525390625,369,19.7163
10753.04,1850000,11484.86,370,143.3258,-7755.62548828125,370,17.5255
11408.18,1855000,12405.21,371,144.3576,-7437.755859375,371,18.453
11787.75,1860000,12023.24,372,142.9023,-7807.0625,372,18.9689
11629.62,1865000,11740.84,373,142.0101,-7828.26611328125,373,18.5327
11862.5,1870000,11113.5,374,142.8401,-7505.501953125,374,19.6781
11498.76,1875000,11535.57,375,142.8592,-7908.09326171875,375,18.8456
11829.07,1880000,11678.87,376,143.7765,-7686.90673828125,376,20.0013
11412.79,1885000,11072.88,377,143.2028,-7837.79736328125,377,18.8909
10936.41,1890000,9643.16,378,143.666,-7924.521484375,378,17.2777
11392.04,1895000,11754.5,379,143.6294,-7656.244140625,379,20.2527
10449.18,1900000,10304.23,380,142.3879,-7784.3544921875,380,17.4911
11186.37,1905000,11276.64,381,142.3168,-7950.86865234375,381,19.0454
11010.7,1910000,12025.35,382,142.3539,-7933.771484375,382,17.8342
11052.39,1915000,11685.09,383,142.5572,-7880.654296875,383,21.2927
