Reward Loss,Running Env Steps,Running Reverse KL,Real Det Return,Running Forward KL,Itration,Running Update Time,Real Sto Return
-3931.875244140625,1920000,18.1128,4047.21,44.0546,384,384,3803.62
-4014.677490234375,1925000,17.3198,3989.55,43.481,385,385,3636.85
-4345.31689453125,1930000,15.2732,3730.76,43.4943,386,386,3598.67
-4048.224365234375,1935000,17.3746,3722.43,43.5285,387,387,3388.99
-4152.27587890625,1940000,16.5974,3799.43,43.9096,388,388,3130.5
-4246.91796875,1945000,16.1168,3851.3,43.6575,389,389,3632.98
-3996.20703125,1950000,18.2032,4061.51,43.6693,390,390,3744.37
-4076.80029296875,1955000,18.3866,3988.78,43.4061,391,391,3146.13
-4290.67041015625,1960000,18.3542,4036.13,43.2455,392,392,4005.28
-4180.83056640625,1965000,17.9079,3939.89,43.5918,393,393,3644.36
-4052.175537109375,1970000,18.4958,3990.51,43.5671,394,394,3936.56
-4125.7255859375,1975000,17.8345,3989.34,43.3724,395,395,3519.47
-4205.28515625,1980000,16.5031,4052.59,43.687,396,396,3481.71
-4192.98876953125,1985000,17.9607,3862.68,44.0399,397,397,3710.97
-4239.81494140625,1990000,18.4836,3969.26,43.9629,398,398,3881.99
-4243.32568359375,1995000,19.0889,4006.68,43.746,399,399,4000.94
-4495.19921875,2000000,21.994,4034.52,43.9875,400,400,3786.86
-4449.17431640625,2005000,20.3951,3937.06,44.3515,401,401,3953.32
-4182.2958984375,2010000,18.3848,3777.62,43.9457,402,402,3884.44
-4540.568359375,2015000,17.8484,3922.23,43.8791,403,403,3976.49
-4247.37548828125,2020000,18.5176,4105.25,43.5161,404,404,3868.2
-4384.916015625,2025000,17.7827,4107.46,43.9835,405,405,3903.49
-4276.13427734375,2030000,19.6952,4078.46,43.9729,406,406,3933.07
-4369.8759765625,2035000,19.3143,4078.1,44.2549,407,407,3766.05
-4569.46484375,2040000,17.6807,4143.16,43.841,408,408,3940.36
-4294.08056640625,2045000,18.6556,4012.26,44.2194,409,409,3925.08
-4245.63720703125,2050000,19.1228,4144.37,44.1341,410,410,3980.51
-4388.53955078125,2055000,18.0943,4128.08,44.0647,411,411,3690.91
-4374.86328125,2060000,17.9731,4103.65,43.8993,412,412,3997.37
-4425.8125,2065000,18.3724,3998.31,43.8723,413,413,4037.25
-4346.748046875,2070000,19.1177,4086.1,44.242,414,414,4073.5
-4451.787109375,2075000,18.0589,4064.55,43.6838,415,415,3652.33
-4377.84130859375,2080000,19.3122,4063.61,44.239,416,416,3801.2
-4427.306640625,2085000,19.5324,3966.72,44.0823,417,417,4089.83
-4637.7314453125,2090000,17.954,4058.0,43.7897,418,418,4004.07
-4377.18115234375,2095000,19.5239,4076.09,43.8268,419,419,4010.26
-4517.33837890625,2100000,18.9772,4104.1,44.0007,420,420,3971.34
-4505.66845703125,2105000,19.329,4170.28,43.7747,421,421,4068.72
-4538.51611328125,2110000,19.0294,3658.83,44.453,422,422,3967.41
-4639.0703125,2115000,19.1498,4144.7,43.9079,423,423,3822.66
-4807.572265625,2120000,18.6666,4141.14,43.8288,424,424,4043.28
-4752.46142578125,2125000,18.0309,3971.41,43.7498,425,425,4077.92
-4751.56298828125,2130000,17.6135,4160.18,43.3588,426,426,4008.4
-4711.560546875,2135000,18.624,4146.83,43.5933,427,427,4146.3
-4788.38330078125,2140000,18.418,4217.77,43.7806,428,428,4048.87
-4632.0224609375,2145000,20.477,4138.55,43.7928,429,429,4029.77
-4747.33935546875,2150000,19.0899,4018.82,44.2987,430,430,3993.24
-4760.67431640625,2155000,19.2576,4058.92,44.2502,431,431,3651.22
-4628.6669921875,2160000,19.7079,4108.44,44.0509,432,432,3852.51
-4821.11279296875,2165000,18.2635,4019.82,44.0936,433,433,3925.9
-4747.56005859375,2170000,18.5814,4209.25,43.7299,434,434,4162.11
-4810.39501953125,2175000,18.648,4092.64,44.0566,435,435,4048.74
-4981.95068359375,2180000,16.6578,4019.1,43.6533,436,436,3976.32
-4865.044921875,2185000,18.9807,4068.56,43.8802,437,437,3595.66
-4919.79736328125,2190000,18.1796,4153.2,43.8761,438,438,3968.16
-4886.41064453125,2195000,18.0694,4130.84,43.5357,439,439,4001.92
-4986.173828125,2200000,17.4873,4063.58,43.3547,440,440,4027.09
-4966.08984375,2205000,18.0229,3965.32,43.3299,441,441,3899.73
-5034.5625,2210000,19.0474,3771.09,44.0483,442,442,4097.19
-4926.13427734375,2215000,18.8448,4163.57,43.7996,443,443,4032.24
-4993.9013671875,2220000,19.4521,3857.54,44.3222,444,444,3688.54
-5398.4970703125,2225000,18.9227,3591.76,43.4338,445,445,3880.11
-5065.57421875,2230000,18.2609,4180.74,43.5082,446,446,3935.3
-5294.94921875,2235000,19.875,3879.8,43.9341,447,447,3877.47
-5285.45166015625,2240000,18.424,4126.73,44.113,448,448,3922.3
-5291.1005859375,2245000,19.4669,4127.78,44.0027,449,449,4069.82
-5299.14453125,2250000,18.3204,3965.01,43.534,450,450,4098.45
-5430.83154296875,2255000,20.1885,3860.73,43.8418,451,451,4105.43
-5284.01806640625,2260000,19.2477,4128.18,44.0347,452,452,3640.83
-5400.17138671875,2265000,18.467,4108.1,43.7305,453,453,4008.22
-5469.50146484375,2270000,17.5534,4079.16,43.6356,454,454,3942.78
-5508.27880859375,2275000,20.6409,4101.08,43.6069,455,455,4179.56
-5354.4619140625,2280000,18.4797,4047.86,43.6498,456,456,4010.86
-5605.498046875,2285000,19.7655,4032.8,43.8473,457,457,3835.04
-5458.50390625,2290000,17.8234,4085.74,43.3278,458,458,4141.91
-5826.91650390625,2295000,26.4715,4242.88,43.8074,459,459,3040.36
-5757.3203125,2300000,23.3346,4171.21,44.0335,460,460,3770.21
-5539.5419921875,2305000,19.4711,4200.42,43.6063,461,461,4030.97
-5628.68017578125,2310000,18.5548,4139.35,43.6878,462,462,3960.12
-5530.17236328125,2315000,19.0954,4189.67,43.522,463,463,4150.17
-5664.517578125,2320000,18.499,4097.08,43.9436,464,464,4054.26
-5575.06298828125,2325000,18.8569,4057.52,43.6199,465,465,4123.87
-5598.10205078125,2330000,19.1296,4092.53,43.528,466,466,4147.93
-5652.26220703125,2335000,18.9897,4049.3,43.8306,467,467,4136.91
-5500.69140625,2340000,18.5661,4181.99,43.6162,468,468,4172.85
-5648.55078125,2345000,19.3619,4116.01,43.8882,469,469,4113.67
-5723.0263671875,2350000,18.4941,4060.59,43.651,470,470,3917.74
-5692.2451171875,2355000,18.6596,4175.35,43.1218,471,471,4117.34
-5763.29931640625,2360000,18.5939,4217.33,43.3199,472,472,4052.36
-5636.2822265625,2365000,19.2509,4168.13,43.9256,473,473,4091.71
-5734.84033203125,2370000,19.5801,4218.15,43.8678,474,474,4168.44
-5659.04345703125,2375000,19.2992,4105.96,43.7577,475,475,3825.55
-5922.0615234375,2380000,19.2654,4070.37,43.9756,476,476,4039.16
-5825.42138671875,2385000,18.8026,4028.95,43.8993,477,477,4147.85
-5810.68310546875,2390000,19.7191,4085.23,43.6295,478,478,4169.1
-5912.09423828125,2395000,19.3147,4187.72,44.0397,479,479,4171.5
-5865.99658203125,2400000,19.0586,4132.01,43.9471,480,480,4106.77
-5779.4267578125,2405000,20.4427,4226.11,43.9582,481,481,4227.62
-6045.05517578125,2410000,19.3647,4022.18,43.8646,482,482,4170.02
-6006.65478515625,2415000,19.951,4104.09,44.0745,483,483,4159.79
-6000.25732421875,2420000,19.1321,4153.05,43.9597,484,484,4109.32
-5969.86669921875,2425000,20.2453,4118.7,43.9476,485,485,4141.71
-6086.197265625,2430000,20.1919,4270.59,43.4986,486,486,4190.31
-5974.43212890625,2435000,19.4309,4045.95,43.4253,487,487,4203.78
-6192.4892578125,2440000,19.1215,4117.11,43.6771,488,488,3991.72
-6155.7578125,2445000,20.0408,4245.38,43.8121,489,489,4229.46
-6154.333984375,2450000,18.8376,3947.14,43.5265,490,490,4201.48
-6224.81201171875,2455000,20.5754,4021.16,43.7846,491,491,4002.89
-6104.89111328125,2460000,19.068,4155.6,43.81,492,492,3972.31
-6111.19580078125,2465000,18.7107,3949.56,43.5472,493,493,4163.3
-6164.94970703125,2470000,19.1544,3553.36,43.8613,494,494,4124.37
-6273.72900390625,2475000,20.6601,3844.83,43.5045,495,495,4129.59
-6158.0830078125,2480000,18.5892,4133.4,43.5557,496,496,4089.68
-6449.12353515625,2485000,22.0685,3998.84,43.9389,497,497,4087.02
-6323.365234375,2490000,18.9891,4278.22,43.7372,498,498,4169.04
-6395.458984375,2495000,19.0454,3925.97,43.8233,499,499,4091.17
-6302.56640625,2500000,19.5744,4334.39,43.7537,500,500,4269.66
-6318.69287109375,2505000,19.2278,3952.16,43.8961,501,501,4162.43
-6400.4140625,2510000,18.1988,4051.03,43.6841,502,502,3974.75
-6280.54345703125,2515000,18.8991,4299.53,43.8712,503,503,4111.34
-6454.04833984375,2520000,18.5717,4235.98,43.1565,504,504,4227.34
-6425.291015625,2525000,18.9855,3663.19,43.7482,505,505,4162.21
-6362.23486328125,2530000,18.2664,3960.13,43.7462,506,506,4153.07
-6607.95166015625,2535000,18.8001,3658.82,43.7188,507,507,4081.89
-6909.33203125,2540000,18.7044,3716.46,43.9277,508,508,3954.23
-6580.90087890625,2545000,19.4674,3783.3,43.8398,509,509,4049.62
-6557.041015625,2550000,18.1495,4160.25,44.1025,510,510,4029.23
-6589.24267578125,2555000,18.5852,3472.99,44.2958,511,511,3956.02
-6575.59716796875,2560000,17.9026,3897.93,43.0997,512,512,3694.61
-7055.751953125,2565000,27.6846,3517.09,44.0467,513,513,3950.95
-6549.07275390625,2570000,17.9959,3291.85,43.9402,514,514,3957.36
-6766.1689453125,2575000,19.0641,4058.72,44.0747,515,515,4005.47
-6633.18701171875,2580000,18.2026,3380.31,43.8995,516,516,3927.07
-6629.23779296875,2585000,18.2993,3304.1,43.9068,517,517,4074.84
-6610.0927734375,2590000,18.0244,3459.8,43.6783,518,518,4028.15
-6662.57568359375,2595000,17.8469,3227.97,43.8964,519,519,4044.57
-6623.13720703125,2600000,18.1596,3586.18,43.5271,520,520,3824.73
-6793.77392578125,2605000,18.5729,4021.53,43.5682,521,521,4098.21
-6939.5126953125,2610000,21.7692,4209.37,43.3524,522,522,4076.88
-6916.43505859375,2615000,18.5273,3694.52,43.7126,523,523,3952.89
-6914.52685546875,2620000,17.7269,3645.66,43.594,524,524,4183.48
-6909.46142578125,2625000,18.3318,3945.74,43.8162,525,525,4086.12
-6822.16943359375,2630000,17.4465,4020.83,43.5096,526,526,3928.8
-6904.39453125,2635000,18.6013,4056.79,43.3937,527,527,4133.75
-6938.00732421875,2640000,17.9761,4089.64,43.7659,528,528,4023.55
-6805.216796875,2645000,18.6909,4230.88,43.725,529,529,4051.43
-6740.19873046875,2650000,18.2905,3894.2,43.811,530,530,4156.08
-7030.00048828125,2655000,18.227,4166.04,43.835,531,531,4204.23
-6880.1318359375,2660000,18.0559,4107.27,43.6965,532,532,4010.09
-7068.75048828125,2665000,18.2157,4112.33,43.7758,533,533,4144.05
-6873.9599609375,2670000,17.4776,4074.85,43.3727,534,534,4125.33
-6951.73388671875,2675000,18.5299,4178.4,43.6317,535,535,4159.11
-7090.064453125,2680000,18.7804,4041.94,43.5317,536,536,4008.55
-7005.11669921875,2685000,17.857,4076.22,43.6318,537,537,4113.29
-7076.29296875,2690000,18.387,4139.82,43.6792,538,538,4100.74
-7241.85986328125,2695000,18.4956,3963.45,43.874,539,539,4138.85
-7383.56884765625,2700000,18.5034,4063.03,43.8004,540,540,4104.38
-7290.2236328125,2705000,18.0832,3812.61,43.6182,541,541,4097.03
-7212.544921875,2710000,18.8342,4079.54,44.009,542,542,3981.28
-7209.1083984375,2715000,19.0312,4135.66,43.6539,543,543,4178.87
-7317.7666015625,2720000,19.4347,4330.81,43.1481,544,544,4162.34
-7229.47802734375,2725000,18.3428,4251.09,43.4912,545,545,4119.32
-7443.76611328125,2730000,24.6494,4117.04,43.728,546,546,3785.85
-7381.89013671875,2735000,19.2893,4100.08,43.5119,547,547,4119.51
-7314.50927734375,2740000,18.5991,4309.43,43.448,548,548,4226.84
-7398.546875,2745000,17.965,4142.19,43.3378,549,549,3938.68
-7399.6259765625,2750000,18.0048,4250.73,43.3634,550,550,4153.62
-7333.34814453125,2755000,18.0569,4235.13,43.3876,551,551,3864.26
-7304.94287109375,2760000,17.9593,4293.79,43.3376,552,552,4067.76
-7353.0869140625,2765000,19.2608,4295.12,43.4487,553,553,4125.51
-7351.99755859375,2770000,17.7681,4303.04,43.1645,554,554,4005.04
-7436.43798828125,2775000,18.0741,4309.86,43.2844,555,555,4238.28
-7435.97021484375,2780000,18.8479,4266.42,43.8491,556,556,4223.91
-7423.06005859375,2785000,19.4815,4278.2,43.2588,557,557,4322.77
-7422.0048828125,2790000,18.7508,4294.62,43.2883,558,558,4275.68
-7441.54052734375,2795000,20.2483,4257.03,43.0163,559,559,4284.4
-7413.18310546875,2800000,18.4734,4332.0,43.7633,560,560,4126.53
-7709.4677734375,2805000,19.856,4226.93,43.8117,561,561,4257.51
-7564.36083984375,2810000,18.5763,4266.21,43.0968,562,562,4053.89
-7581.89013671875,2815000,18.4697,4230.43,43.3883,563,563,4052.3
-7588.6123046875,2820000,21.526,3986.11,43.2653,564,564,4002.06
-7571.044921875,2825000,18.0722,3967.0,43.0189,565,565,3826.97
-7812.47314453125,2830000,19.4263,4073.95,43.4528,566,566,4098.78
-7640.41259765625,2835000,18.9713,3900.85,43.6964,567,567,3913.17
-7814.3466796875,2840000,19.0948,4045.22,44.095,568,568,3931.99
-7765.30224609375,2845000,17.7422,3572.55,43.5743,569,569,3347.48
-7608.54736328125,2850000,20.2729,4206.24,43.5722,570,570,4163.13
-7710.06640625,2855000,17.8627,4133.92,43.5592,571,571,4104.63
-7801.57666015625,2860000,16.7577,4053.41,43.081,572,572,4159.64
-7658.8896484375,2865000,18.7059,4227.13,43.3487,573,573,4057.0
-7833.22900390625,2870000,18.7985,4285.88,43.4773,574,574,3903.39
-7779.3984375,2875000,17.8806,4261.53,43.0406,575,575,4052.65
-7859.7841796875,2880000,17.2167,4280.34,43.3038,576,576,4138.08
-7909.681640625,2885000,17.623,4265.56,43.344,577,577,3966.11
-7935.595703125,2890000,17.1427,4122.65,43.1026,578,578,4087.69
-7728.90185546875,2895000,19.2724,4220.56,43.2104,579,579,4050.73
-7899.62939453125,2900000,16.6174,4031.39,43.1312,580,580,3654.77
-7883.3388671875,2905000,18.5369,4131.5,43.5895,581,581,4115.23
-7962.451171875,2910000,17.8211,4117.39,43.1497,582,582,3982.21
-7754.16748046875,2915000,18.1593,3974.78,43.5268,583,583,4074.14
-8144.10302734375,2920000,16.7657,3890.42,43.3597,584,584,4022.9
-7941.16162109375,2925000,17.573,4020.21,43.8918,585,585,4057.65
-8064.67041015625,2930000,18.0823,3774.23,43.7653,586,586,4181.82
-7860.95166015625,2935000,19.0567,3872.62,43.043,587,587,3427.02
-7919.17578125,2940000,19.1591,4268.83,43.2789,588,588,4156.11
-7817.212890625,2945000,18.9409,3919.62,43.1149,589,589,4252.44
-8024.2998046875,2950000,18.271,4353.14,43.0897,590,590,4008.73
-8031.2900390625,2955000,18.5103,3759.15,43.4286,591,591,3742.82
-7886.28515625,2960000,17.9532,3665.7,42.4357,592,592,4110.82
-8053.23583984375,2965000,19.5407,4113.6,43.0538,593,593,3996.22
-7969.736328125,2970000,19.2292,3932.38,43.5681,594,594,4258.79
-8092.28125,2975000,19.5859,4114.81,43.3127,595,595,4014.23
-8187.89404296875,2980000,18.0222,4103.54,42.938,596,596,4159.84
-7964.447265625,2985000,18.7732,4111.75,42.7698,597,597,3790.51
-8013.6669921875,2990000,20.1277,4350.22,43.1324,598,598,3977.16
-7991.40771484375,2995000,19.6659,4072.71,43.4567,599,599,4167.61
-8146.3974609375,3000000,19.2173,3827.83,43.1692,600,600,4001.53
-8062.28466796875,3005000,18.7402,3920.64,43.2158,601,601,4278.43
-8281.6064453125,3010000,18.536,4122.61,43.2871,602,602,3891.05
-8018.01025390625,3015000,18.7611,4297.52,43.1074,603,603,4216.01
-8038.46826171875,3020000,20.1435,4379.49,42.8578,604,604,4390.29
-8185.57080078125,3025000,22.0071,4253.81,43.2193,605,605,3365.09
-8204.650390625,3030000,20.054,4245.9,43.3987,606,606,3979.11
-8132.50244140625,3035000,19.8574,4150.64,43.1156,607,607,4128.13
-8016.1630859375,3040000,19.8574,4333.85,43.4433,608,608,4276.93
-8090.1650390625,3045000,20.2403,4161.73,43.6077,609,609,4172.03
-8036.68017578125,3050000,20.2078,3997.45,43.8141,610,610,4100.04
-7782.44140625,3055000,19.2851,3447.69,43.2545,611,611,4042.01
-7997.7041015625,3060000,19.9887,4279.22,43.5386,612,612,3669.34
-8178.37353515625,3065000,19.5997,4279.76,43.2266,613,613,4380.08
-8095.654296875,3070000,19.1413,4322.76,43.324,614,614,4338.71
-8052.91259765625,3075000,19.1753,4356.66,42.5356,615,615,4390.57
-8119.21142578125,3080000,20.3865,4335.07,42.885,616,616,4361.44
-8045.79931640625,3085000,19.2091,4383.65,43.2647,617,617,4082.97
-8299.1328125,3090000,18.91,4273.39,42.6302,618,618,4331.7
-8154.9033203125,3095000,19.6341,4106.7,43.3003,619,619,4150.3
-8252.4892578125,3100000,19.183,4295.73,43.0304,620,620,4393.36
-8252.6337890625,3105000,20.0359,4312.46,42.8214,621,621,4373.79
-8220.6279296875,3110000,18.5563,4167.81,43.2649,622,622,4194.3
-8571.5361328125,3115000,19.2885,4351.97,42.9355,623,623,4416.69
-8525.4697265625,3120000,19.0651,4322.36,43.2136,624,624,4386.07
-8301.283203125,3125000,19.7649,4339.05,43.4787,625,625,4300.01
-8507.4228515625,3130000,19.3105,4289.42,43.2812,626,626,4114.31
-8500.8154296875,3135000,19.1328,4258.12,43.6198,627,627,4124.61
-8415.6708984375,3140000,19.2317,4232.08,43.6177,628,628,4245.06
-8549.4189453125,3145000,20.861,4223.75,43.4054,629,629,4325.95
-8500.966796875,3150000,20.198,4396.44,43.4473,630,630,4283.97
-8639.6962890625,3155000,20.1134,4301.05,43.3229,631,631,4217.31
-8854.1123046875,3160000,21.5751,4300.21,43.3686,632,632,4243.01
-8803.9140625,3165000,20.2431,4387.48,43.8219,633,633,4265.94
-8871.9296875,3170000,19.9914,4290.12,42.9912,634,634,4277.03
-8785.4375,3175000,20.2173,4372.5,43.4895,635,635,4340.08
-8730.5712890625,3180000,19.8882,4422.31,43.0816,636,636,4238.67
-8666.970703125,3185000,19.3989,4357.32,42.9847,637,637,4371.26
-8649.5673828125,3190000,19.5701,4432.32,43.6334,638,638,4394.16
-8595.7236328125,3195000,19.1821,4387.88,43.5278,639,639,4352.4
-8828.67578125,3200000,19.6252,4280.57,43.2692,640,640,4314.53
-8659.6513671875,3205000,19.9701,4430.93,43.2329,641,641,4216.77
-8788.818359375,3210000,19.684,4305.82,43.2052,642,642,4053.94
-8820.3349609375,3215000,20.5011,4307.56,43.7636,643,643,4346.29
-8773.025390625,3220000,20.0468,4285.4,43.4044,644,644,4182.16
-8833.6552734375,3225000,20.0063,4295.69,43.2889,645,645,4081.73
-8986.6513671875,3230000,19.3198,4328.73,43.3774,646,646,4336.52
-8964.994140625,3235000,19.5687,4274.86,43.4094,647,647,4286.12
-9013.6728515625,3240000,18.5802,4329.27,42.9562,648,648,4226.03
-8871.4833984375,3245000,17.8902,4299.39,42.7878,649,649,4190.51
-9100.2001953125,3250000,19.0074,4287.64,43.2681,650,650,4302.72
-9061.013671875,3255000,18.4105,4272.21,42.9983,651,651,4261.3
-9026.1025390625,3260000,19.0738,4332.83,42.901,652,652,4044.71
-9163.1728515625,3265000,17.1823,4151.14,42.3897,653,653,4184.65
-9128.48046875,3270000,19.0154,4241.23,43.0806,654,654,4215.63
-9260.009765625,3275000,19.4429,4267.28,42.9074,655,655,4282.44
-9074.2763671875,3280000,18.5744,4164.4,43.2824,656,656,4219.35
-9139.05859375,3285000,19.3911,4069.8,43.4384,657,657,4066.33
-9005.5498046875,3290000,19.0139,4165.54,43.1278,658,658,3754.83
-9222.828125,3295000,19.5987,4255.53,42.9505,659,659,4108.98
-9225.0244140625,3300000,18.1292,3921.11,43.0227,660,660,4129.57
-9254.9755859375,3305000,18.3615,4192.51,43.1547,661,661,4241.4
-9304.794921875,3310000,18.8976,4144.98,42.9803,662,662,4288.55
-9332.9755859375,3315000,19.3748,4123.18,42.9938,663,663,4287.26
-9445.2490234375,3320000,19.6261,3966.93,43.0742,664,664,4127.14
-9398.9521484375,3325000,19.6359,4057.86,43.1932,665,665,4180.67
-9504.791015625,3330000,19.9921,4317.39,43.2331,666,666,4319.0
-9246.4375,3335000,19.2869,4202.01,43.4179,667,667,4168.92
-9438.9658203125,3340000,19.2202,4215.44,43.1696,668,668,4282.75
-9438.1533203125,3345000,17.9769,4221.89,43.045,669,669,4101.76
-9363.0078125,3350000,19.4248,3903.65,43.8862,670,670,3988.19
-9589.7509765625,3355000,18.8335,4151.0,42.9862,671,671,3980.48
-9602.845703125,3360000,18.3696,4215.49,43.3511,672,672,4260.37
-9626.9013671875,3365000,19.8614,4161.7,43.0275,673,673,4088.49
-9596.2880859375,3370000,18.8679,4220.23,43.3745,674,674,4306.37
-9586.353515625,3375000,19.4029,4163.64,43.392,675,675,4291.21
-9454.259765625,3380000,19.4442,4137.89,43.4322,676,676,4103.47
-9670.890625,3385000,19.7995,4173.93,43.4871,677,677,4219.23
-9857.1787109375,3390000,18.7629,4114.23,43.2183,678,678,4288.12
-9731.9794921875,3395000,18.83,4253.49,43.2674,679,679,4096.97
-9806.5341796875,3400000,19.3601,4205.89,43.5001,680,680,4159.76
-9709.3408203125,3405000,19.4669,4316.25,43.0058,681,681,4182.52
-9823.0947265625,3410000,19.7451,3740.05,43.3992,682,682,3913.37
-9810.591796875,3415000,19.1406,4268.24,43.556,683,683,4041.73
-9990.4462890625,3420000,19.4245,4300.55,43.0818,684,684,3963.37
-9930.1171875,3425000,19.1197,4093.14,43.2091,685,685,3910.59
-9603.138671875,3430000,17.3075,4300.69,43.3199,686,686,4017.42
-9815.65625,3435000,18.1722,4161.91,43.1544,687,687,4325.15
-10012.1142578125,3440000,18.6143,3203.77,43.1084,688,688,4095.22
-9658.3251953125,3445000,19.8954,4308.09,43.3584,689,689,4210.26
-9828.8720703125,3450000,19.2476,4239.1,43.4751,690,690,3819.74
-9428.62109375,3455000,20.0361,4304.02,43.3972,691,691,4345.83
-9946.5029296875,3460000,18.5255,4268.83,43.5536,692,692,4108.63
-9848.1484375,3465000,20.086,4114.14,43.5633,693,693,3832.87
-9917.287109375,3470000,18.8689,4146.51,43.6684,694,694,4283.81
-10128.5283203125,3475000,18.7022,3154.82,43.7755,695,695,3603.88
-10100.125,3480000,19.511,4303.94,43.2788,696,696,4151.37
-9740.2216796875,3485000,19.3406,4399.39,43.1962,697,697,4263.26
-9836.01171875,3490000,19.2907,4263.51,43.4838,698,698,4183.35
-9790.3515625,3495000,18.1727,4231.72,43.0361,699,699,4145.46
-9887.7392578125,3500000,18.7049,4260.16,43.3594,700,700,3901.62
-9948.65234375,3505000,18.8224,4284.93,43.714,701,701,4263.08
-10020.080078125,3510000,19.9972,4174.53,43.5694,702,702,4193.77
-9923.6494140625,3515000,18.8443,4284.88,43.6701,703,703,4221.7
-9918.5732421875,3520000,18.7246,4260.4,43.1478,704,704,4117.89
-10157.4970703125,3525000,18.3084,4326.98,43.495,705,705,4161.1
-10038.3720703125,3530000,17.9109,4262.39,43.1841,706,706,4148.1
-10317.9267578125,3535000,18.7866,4182.11,43.2678,707,707,3905.5
-10202.546875,3540000,18.5936,4229.01,43.4714,708,708,4120.0
-10190.546875,3545000,20.2703,4035.73,43.7365,709,709,3726.29
-10100.7099609375,3550000,17.8432,4265.25,43.1273,710,710,3869.34
-10337.359375,3555000,19.1955,4243.65,43.3255,711,711,3835.35
-10532.28125,3560000,17.677,4221.19,43.4113,712,712,3979.92
-10127.8310546875,3565000,18.3209,4215.33,43.3369,713,713,4023.69
-10449.9306640625,3570000,17.9377,4257.29,43.1016,714,714,3960.74
-10179.951171875,3575000,18.4876,4184.07,43.2123,715,715,4283.54
-9973.75390625,3580000,17.9257,4323.71,43.1123,716,716,4091.65
-10011.8857421875,3585000,18.5105,4369.0,42.2025,717,717,3774.76
-10235.826171875,3590000,16.8391,4137.27,43.0058,718,718,3518.51
-10205.05078125,3595000,16.3597,4236.49,42.6944,719,719,4117.98
-9803.10546875,3600000,18.5732,4156.19,43.1909,720,720,4338.31
-10183.677734375,3605000,17.1896,3301.43,43.0275,721,721,3783.3
-10260.013671875,3610000,15.5924,4233.42,43.67,722,722,3513.47
-10259.666015625,3615000,17.6045,3779.13,42.8327,723,723,3453.14
-10265.958984375,3620000,16.4893,4319.79,43.0495,724,724,4094.54
-10477.30078125,3625000,16.5148,3949.7,42.985,725,725,3573.33
-10547.68359375,3630000,17.1958,3991.87,43.2542,726,726,3862.71
-10514.251953125,3635000,16.2578,4190.77,42.8408,727,727,3438.6
-10572.0908203125,3640000,16.0066,3646.16,43.3622,728,728,3815.56
-10388.326171875,3645000,16.5098,4024.35,43.0867,729,729,3537.98
-10517.0068359375,3650000,15.86,1376.98,43.3178,730,730,3118.0
-10457.0791015625,3655000,16.59,4325.84,43.4743,731,731,3681.92
-10255.0283203125,3660000,15.9539,4322.2,43.13,732,732,3857.27
-10439.5693359375,3665000,15.7481,4361.76,43.1718,733,733,3990.03
-10464.3349609375,3670000,16.4317,4313.41,43.1315,734,734,3863.6
-10447.3779296875,3675000,16.3352,3617.46,43.0901,735,735,3401.18
-10539.09375,3680000,16.0847,1694.83,42.7739,736,736,3191.11
-10728.876953125,3685000,16.5617,4305.15,44.0149,737,737,3354.27
-10366.68359375,3690000,15.2618,3037.93,43.3303,738,738,3019.24
-10532.94921875,3695000,17.1456,4191.69,43.1982,739,739,3458.23
-10542.1728515625,3700000,16.3918,3893.14,43.0548,740,740,2744.24
-10735.1533203125,3705000,17.0842,2287.9,43.5311,741,741,2492.88
-10821.7529296875,3710000,18.2165,4377.21,43.0973,742,742,4012.05
-10942.5888671875,3715000,17.8884,3077.75,43.9875,743,743,2017.67
-10891.66796875,3720000,16.3776,3606.78,43.7114,744,744,2615.69
-10667.109375,3725000,19.168,4348.12,43.1956,745,745,4212.65
-10897.37109375,3730000,17.9014,4291.54,43.0933,746,746,3672.52
-10785.705078125,3735000,17.9736,4346.29,43.1939,747,747,3834.55
-10697.9921875,3740000,18.5058,4222.35,43.1494,748,748,4071.79
-10946.9599609375,3745000,18.0922,4344.48,43.0896,749,749,4291.8
-10988.73828125,3750000,18.2648,1851.55,43.3092,750,750,3441.21
-10712.5419921875,3755000,18.1099,4318.02,43.2121,751,751,4357.27
-10792.4990234375,3760000,17.2125,4387.09,43.1382,752,752,4177.0
-10835.5859375,3765000,19.5207,4294.39,43.6213,753,753,4101.17
-10707.76953125,3770000,18.4936,4309.46,43.1684,754,754,4261.19
-10932.1171875,3775000,19.2806,4323.93,43.388,755,755,4138.13
-11014.9169921875,3780000,18.5456,4311.54,43.1439,756,756,4155.76
-10789.3310546875,3785000,20.1729,4171.65,43.6825,757,757,4164.01
-10775.35546875,3790000,18.5115,4236.06,43.1626,758,758,4156.38
-10845.908203125,3795000,18.4754,4313.47,43.1943,759,759,4077.18
-10937.6826171875,3800000,18.4823,4333.92,43.4817,760,760,4173.08
-10671.0380859375,3805000,17.8091,4322.44,42.5825,761,761,4049.35
-11032.3642578125,3810000,18.7235,4240.8,42.9787,762,762,4151.29
-10887.68359375,3815000,17.7738,4357.75,42.427,763,763,4041.19
-11188.990234375,3820000,20.6324,4309.21,43.4861,764,764,4000.39
-11046.7119140625,3825000,19.1935,4279.88,42.9528,765,765,4273.75
