Running Reverse KL,Real Det Return,Real Sto Return,Itration,Running Forward KL
25.64,1722.1,841.21,109,61.7977
24.9537,1719.22,848.16,110,59.4115
24.7113,1968.56,1238.06,111,59.0375
26.4976,1970.09,1271.79,112,59.1082
29.9103,2264.06,1350.48,113,60.2523
25.7056,1710.34,1075.5,114,59.6003
24.7439,2061.23,1223.1,115,58.3941
30.36,2382.63,1473.3,116,60.2054
28.1541,2247.53,1574.35,117,59.0945
27.5185,2484.64,1645.48,118,60.2426
24.6823,2145.52,1599.98,119,57.409
30.8658,2508.17,1777.6,120,59.7931
27.1118,2465.12,1535.96,121,60.308
27.6727,2630.35,1903.81,122,59.2193
30.8393,2625.57,1616.18,123,60.0073
30.624,2471.16,1499.98,124,59.2194
26.142,2444.87,1435.44,125,60.2058
26.0064,2502.67,1658.78,126,58.3996
35.2888,2482.39,1853.52,127,62.9993
28.3524,2031.39,1514.88,128,59.4197
28.4508,2494.7,1928.17,129,59.8353
27.6857,1686.2,1310.71,130,61.0968
25.5922,1982.18,1207.79,131,61.0941
33.3874,2896.51,1799.45,132,61.3688
31.3608,2910.45,1616.32,133,59.2958
31.5534,2487.25,1801.46,134,60.0392
30.6255,2947.41,1757.41,135,59.8195
31.1868,2580.69,1848.68,136,60.439
35.3412,2226.0,1660.77,137,60.6346
26.0227,2916.25,1926.71,138,59.4539
32.695,2288.54,1347.23,139,60.368
28.5883,2405.99,1893.29,140,57.0635
29.5519,2026.68,1925.51,141,60.258
30.9254,2730.1,2202.16,142,60.6504
37.2774,2880.2,2185.68,143,61.4709
38.9231,2825.58,2287.69,144,63.0246
31.3776,2842.34,1717.43,145,60.2784
34.058,2771.6,2550.17,146,60.9127
36.2854,3195.12,2184.74,147,61.5454
35.1192,3359.81,2412.81,148,60.311
37.9281,3364.31,2504.62,149,61.4138
38.5263,3202.25,2406.56,150,61.5893
31.5045,2511.12,1887.77,151,60.7858
33.3549,3202.13,2492.53,152,60.8628
40.3812,3470.75,2656.19,153,62.8217
40.2098,3249.66,2361.18,154,63.1054
41.1414,3495.35,2555.9,155,64.2657
34.3419,3729.65,2540.92,156,61.0698
37.0143,3108.47,2290.51,157,61.4371
38.2392,3526.0,2797.32,158,61.8087
43.7924,3624.53,2812.95,159,64.4763
41.0945,3127.62,2381.55,160,62.9741
36.4676,2748.74,2077.72,161,63.267
39.3835,3115.66,2574.29,162,64.4888
45.6474,3592.71,2746.04,163,65.4519
32.5863,2581.9,1951.42,164,63.031
32.092,2799.52,3023.89,165,61.8283
36.0927,2913.55,2374.79,166,62.3175
33.2968,3285.79,2323.77,167,60.6375
35.7447,3340.23,2701.59,168,62.5333
36.2668,3604.05,2441.55,169,62.4533
35.4039,3159.9,1958.11,170,63.4238
43.1517,3351.22,3107.17,171,65.573
33.0148,3085.17,2557.27,172,61.7541
45.3825,3282.73,2743.35,173,67.1842
33.8623,3559.42,3127.29,174,62.5854
42.2586,3519.91,2771.35,175,64.0613
37.2558,3199.41,2663.2,176,63.1855
39.7956,3396.48,2388.44,177,64.2871
33.8705,3800.28,2385.7,178,61.964
41.7212,3541.07,2957.82,179,64.1554
33.4572,3245.43,2591.06,180,63.0862
38.376,4004.68,3406.74,181,63.8149
40.2043,3881.08,2751.56,182,64.3688
39.6079,3483.23,3100.33,183,64.1723
45.3512,3135.34,2503.17,184,66.906
38.7002,3688.14,3198.93,185,63.7512
30.3342,2034.43,2373.39,186,62.978
34.5055,2708.23,2803.6,187,64.2545
38.343,3140.42,2759.25,188,64.0566
47.3766,3648.83,3101.28,189,67.7613
43.856,3554.92,2666.79,190,67.3487
35.8772,3530.7,2916.2,191,63.8059
46.819,3289.61,3486.64,192,68.0179
38.7154,4207.5,3294.35,193,64.5514
31.8314,3258.1,2354.58,194,62.9247
35.7911,3614.85,2886.35,195,63.5594
48.5036,4304.54,3263.81,196,68.6898
44.478,4104.55,3406.67,197,65.8806
43.0862,3737.34,3193.81,198,66.6335
51.8507,3141.17,2872.53,199,69.7018
41.9302,3928.01,3331.87,200,64.0445
42.4699,3283.31,3470.05,201,64.8976
42.5173,3260.44,2810.48,202,64.7129
35.2982,3263.07,3317.54,203,63.7718
45.5975,3719.09,3765.32,204,66.6361
44.6715,4062.68,3588.16,205,65.6429
37.6686,4531.6,3618.19,206,64.3867
39.3789,4112.01,2795.86,207,64.6153
40.216,4096.87,3700.49,208,64.7634
40.9169,3340.14,3588.55,209,65.3903
42.1913,3082.2,2857.29,210,65.2434
41.7511,4073.79,3628.42,211,64.7343
45.7479,4061.24,3219.04,212,66.3434
37.3411,4000.58,3845.45,213,64.8785
43.8391,3670.66,2763.17,214,66.6018
47.5982,4720.89,3765.87,215,68.9964
45.2758,4675.9,4029.84,216,67.0046
48.5188,4157.1,4119.12,217,67.9706
42.3426,4072.86,3160.65,218,66.5732
51.9797,4708.0,4123.09,219,70.4881
43.5138,4332.76,3570.44,220,66.5297
37.5789,4409.01,4005.89,221,65.1393
49.2079,4230.26,3179.59,222,69.6297
44.3524,3979.42,3827.81,223,66.8058
44.9499,3004.1,3661.88,224,67.5622
40.6125,3425.88,2706.52,225,65.8555
41.3653,3906.25,2929.73,226,65.7382
38.3264,4188.4,3245.69,227,66.4428
39.9641,3070.65,3194.76,228,66.7143
47.6799,4226.46,3750.79,229,69.1528
51.5351,4097.58,3912.63,230,70.0918
43.9765,4153.24,3643.14,231,67.9903
51.1349,3894.89,2626.99,232,72.1325
45.782,4805.92,3046.97,233,68.287
42.9916,4510.35,3697.09,234,66.9776
46.1542,4562.56,4231.28,235,67.6538
52.0616,3975.49,3154.84,236,70.353
48.0573,4895.13,4350.79,237,66.9103
49.9432,4302.26,3530.62,238,69.0645
54.0425,4885.1,3866.61,239,71.4708
54.259,4380.49,3879.02,240,71.547
45.3935,4249.61,3817.59,241,67.2301
42.81,2864.81,3757.54,242,66.3335
47.4931,4616.22,3515.34,243,67.891
48.2566,4366.43,4269.33,244,68.1741
49.999,4445.11,4125.16,245,68.3652
51.1727,4581.86,3722.16,246,68.7783
54.7207,4799.05,4157.25,247,70.7955
52.4095,4212.87,3557.89,248,68.624
49.6365,4185.07,3828.38,249,67.6641
52.8488,4681.49,3603.68,250,69.8446
58.1377,4955.44,3727.61,251,72.1523
58.4624,4967.71,4706.76,252,72.3518
49.2903,4140.01,3442.54,253,67.7197
51.1148,4965.29,4380.65,254,68.6036
57.5219,4470.68,4276.4,255,70.546
55.3202,4976.11,4206.05,256,69.3646
56.4039,5254.6,3821.61,257,69.0422
58.2257,5295.46,4432.15,258,72.3066
61.1361,5439.07,4833.22,259,73.3051
64.7317,5142.5,4508.54,260,74.1866
56.3474,5030.14,4585.96,261,70.2199
59.9253,5230.67,4850.03,262,72.7097
53.0198,4197.29,4207.8,263,69.0877
53.3661,5006.59,4116.7,264,69.7403
53.8995,4334.36,4545.45,265,69.1891
56.055,5072.6,3875.12,266,70.7588
52.9016,5328.87,4687.81,267,69.0771
59.7785,5199.2,5003.45,268,74.1214
53.4482,5122.04,4516.67,269,69.2851
52.484,5363.68,4023.88,270,68.0819
55.1101,5457.48,4170.73,271,70.4487
55.4708,5400.26,5189.59,272,69.2883
60.1038,4929.4,4580.97,273,74.6801
49.0437,4957.63,4549.84,274,67.7246
56.2267,5363.23,4922.66,275,70.1053
62.43,5157.1,5070.77,276,74.9308
57.6903,4708.93,4227.49,277,69.9146
53.247,4518.9,5220.76,278,69.2516
59.3419,5531.14,4821.17,279,70.9386
66.0558,5630.03,4793.4,280,76.2239
61.279,5567.98,4916.23,281,71.1132
65.4505,5448.75,4747.87,282,74.3464
64.145,5105.13,5087.46,283,74.8135
59.3764,5615.07,4370.35,284,71.4882
63.777,5079.57,4956.83,285,75.8426
52.8092,4512.96,4774.84,286,68.1565
63.8826,5159.18,4566.71,287,75.0905
59.2539,5219.27,3481.3,288,72.0396
61.8985,5366.35,4740.54,289,72.3092
55.9659,5391.89,4602.05,290,68.6853
65.3525,5603.93,4701.54,291,75.9131
69.8625,5606.86,4904.8,292,75.8649
64.8588,5484.69,5178.45,293,74.9904
67.2,5541.42,5030.4,294,76.4251
67.3748,5024.35,4869.9,295,76.435
60.811,5426.87,4998.58,296,71.0537
57.5656,5462.65,4742.41,297,71.35
54.8013,5707.52,4629.36,298,69.0933
68.8255,5580.26,5308.61,299,77.0694
66.1554,5668.69,5341.34,300,77.3766
68.2332,5589.38,5161.86,301,78.0924
64.6271,5165.34,4255.25,302,73.0555
69.7845,5397.82,4735.15,303,78.3351
58.6175,5735.88,4726.23,304,70.7995
68.7674,5461.35,4876.32,305,78.3019
61.0158,4945.72,5174.21,306,71.4952
65.5328,5738.45,5121.37,307,75.8504
67.3434,5550.21,4985.8,308,77.8093
67.2729,5144.82,5134.29,309,78.0217
66.3608,5769.7,5221.74,310,73.9245
65.8485,5583.17,4787.84,311,74.8608
67.6289,5525.76,4878.64,312,77.3366
66.8518,5519.01,5289.81,313,77.4317
68.5765,5354.09,5160.77,314,77.4098
58.7783,5066.06,5063.13,315,71.3496
62.604,5687.26,4758.03,316,73.2149
56.9973,5471.51,4662.16,317,70.4408
69.2601,5266.38,4989.19,318,77.6332
67.1617,5449.33,5232.64,319,77.8364
68.1925,5551.27,5342.96,320,78.1978
66.7399,5686.65,4941.29,321,74.8913
69.5309,5224.35,4870.64,322,79.0306
70.9827,5835.78,4949.71,323,78.9113
69.8804,5302.22,5283.15,324,77.0256
61.8077,5434.15,4892.07,325,73.1656
62.3768,5715.62,4746.26,326,71.3852
72.8665,5599.11,5216.3,327,78.7221
65.2884,4973.76,4792.77,328,72.7764
70.7934,5435.33,5279.52,329,78.5038
71.5319,5509.13,4832.96,330,75.3667
70.0141,5188.14,4567.18,331,77.3416
70.3926,5633.31,4786.09,332,77.7836
59.458,6026.92,5216.52,333,71.2762
61.926,5787.21,4681.44,334,71.6286
67.5098,5853.93,5464.77,335,75.4418
68.6733,5619.13,5175.09,336,76.9513
65.9068,5989.29,4698.86,337,73.5751
69.844,5810.54,5100.37,338,77.354
66.7736,5482.68,5461.68,339,76.6572
70.3865,5470.17,4934.13,340,78.0455
67.4961,5986.14,4976.67,341,77.8362
66.2979,5514.28,5527.69,342,74.6237
67.4781,5731.24,5303.73,343,77.3269
69.7754,5627.9,5487.76,344,77.491
71.4185,5719.49,5016.36,345,78.2161
67.9323,5632.52,5111.17,346,75.6148
71.9933,5684.15,5329.92,347,77.9187
69.378,5851.31,4993.98,348,77.6499
69.3639,6001.39,5235.98,349,77.5002
72.384,5666.22,5140.65,350,79.8469
66.7349,5939.04,5576.55,351,77.1204
71.265,5972.79,4943.06,352,77.3567
69.5887,5990.37,5089.56,353,77.8761
72.7927,5745.42,5381.09,354,78.8739
70.0094,6017.93,5240.45,355,75.5076
62.9776,5701.23,4593.14,356,71.7731
68.632,6000.09,5497.59,357,77.6701
67.4386,6040.89,4867.55,358,76.705
69.0448,5789.38,4907.1,359,77.964
66.4129,5957.98,5336.95,360,76.5169
69.5769,5795.42,5201.49,361,77.6557
69.9513,6026.4,5158.82,362,77.7567
64.9108,5928.79,5393.15,363,74.4327
59.6927,5533.41,5607.46,364,71.4333
68.5904,5706.96,5664.9,365,77.7054
71.9105,5530.73,5642.82,366,78.8398
71.3042,5737.6,5618.27,367,78.315
70.1508,6032.67,4928.27,368,78.5807
68.629,5764.57,5295.19,369,77.5712
74.2086,5665.85,5550.04,370,78.8818
63.4377,5934.47,5203.4,371,72.8836
72.7685,6031.65,5175.61,372,78.8431
