Running Env Steps,Running Forward KL,Real Det Return,Running Reverse KL,Reward Loss,Itration,Real Sto Return,Running Update Time
335000,45.0335,4610.09,20.1233,-338.3017272949219,67,3902.82,67
340000,45.6865,4503.82,21.9148,-341.4875793457031,68,4437.28,68
345000,44.9213,4472.09,21.4177,-344.3415832519531,69,4392.43,69
350000,45.6485,4639.81,22.8013,-364.1430358886719,70,4477.48,70
355000,44.6878,4661.82,21.6741,-365.4635925292969,71,4508.97,71
360000,45.7133,4624.9,22.1601,-375.7718811035156,72,4475.84,72
365000,46.3571,4582.0,22.6422,-396.32403564453125,73,4482.49,73
370000,45.644,4802.17,22.0925,-397.54718017578125,74,4591.87,74
375000,45.4681,4738.42,22.3582,-392.1304016113281,75,4572.11,75
380000,46.5232,4653.45,23.388,-418.8433837890625,76,4572.55,76
385000,45.4802,4614.08,21.9005,-437.76007080078125,77,4512.3,77
390000,44.5053,4587.84,21.4415,-412.8492431640625,78,4515.15,78
395000,45.1695,4711.61,22.4332,-449.885009765625,79,4529.91,79
400000,46.8691,4671.57,24.7518,-492.2669677734375,80,4504.37,80
405000,46.0275,4614.17,22.8512,-468.97100830078125,81,4511.18,81
410000,45.9353,4617.41,21.3283,-487.26373291015625,82,4516.7,82
415000,45.49,4624.4,21.8121,-495.3857727050781,83,4624.52,83
420000,44.5852,4646.45,21.3109,-488.00531005859375,84,4556.68,84
425000,45.2688,4713.57,22.0993,-510.08551025390625,85,4575.6,85
430000,45.5306,4748.42,21.845,-520.5221557617188,86,4625.7,86
435000,45.9378,4740.33,22.9464,-522.7999877929688,87,4577.33,87
440000,45.1821,4528.79,20.7111,-542.1761474609375,88,4271.2,88
445000,46.1264,4617.7,22.5921,-559.0531616210938,89,4523.94,89
450000,44.7883,4771.37,22.4932,-573.674072265625,90,4609.9,90
455000,45.0834,4773.23,21.4524,-558.4859008789062,91,4638.43,91
460000,45.2157,4706.71,21.0716,-583.8645629882812,92,4410.34,92
465000,44.8277,4807.76,21.3459,-582.5751953125,93,4649.34,93
470000,45.6038,4696.45,21.9994,-597.5458374023438,94,4545.92,94
475000,45.7462,4745.34,22.4424,-614.6647338867188,95,4466.84,95
480000,46.8344,4740.16,23.1496,-648.5991821289062,96,4623.1,96
485000,46.1994,4718.89,23.4888,-662.2453002929688,97,4586.69,97
490000,45.9462,4846.88,21.6431,-614.497314453125,98,4590.61,98
495000,45.9095,4789.66,22.7148,-675.3294067382812,99,4646.94,99
500000,46.0899,4802.82,22.654,-680.4036865234375,100,4571.06,100
505000,45.7023,4796.23,22.7266,-710.0645141601562,101,4588.13,101
510000,45.5304,4815.37,21.9949,-710.4472045898438,102,4398.34,102
515000,45.2223,4801.72,22.5656,-735.132080078125,103,4680.34,103
520000,45.3128,4740.69,22.1282,-715.267578125,104,4611.83,104
525000,45.1533,4680.18,21.1604,-745.1858520507812,105,4604.6,105
530000,45.5572,4821.53,21.9174,-752.9564819335938,106,4660.35,106
535000,45.0332,4798.44,22.479,-771.460205078125,107,4651.8,107
540000,45.8848,4799.59,22.1146,-783.7081909179688,108,4616.0,108
545000,45.7748,4870.62,22.98,-820.2549438476562,109,4660.78,109
550000,45.9052,4740.39,21.7124,-796.8307495117188,110,4592.19,110
555000,46.1878,4741.53,22.721,-821.989501953125,111,4599.05,111
560000,45.9817,4685.41,22.1767,-835.4974975585938,112,4539.96,112
565000,45.6918,4872.44,21.9921,-850.8070068359375,113,4669.76,113
570000,45.9738,4870.94,22.7338,-850.8644409179688,114,4671.53,114
575000,46.2636,4811.14,22.7348,-863.6869506835938,115,4607.48,115
580000,45.8953,4818.95,21.9569,-875.9946899414062,116,4695.69,116
585000,46.4338,4861.55,22.6073,-897.7486572265625,117,4650.12,117
590000,45.8974,4976.18,22.2104,-890.0097045898438,118,4743.96,118
595000,46.1336,4949.09,23.1004,-946.406982421875,119,4686.17,119
600000,46.4209,4934.64,22.6876,-968.5042114257812,120,4668.47,120
605000,45.1116,5015.01,20.8977,-905.4505615234375,121,4701.75,121
610000,46.7803,4867.1,23.2889,-1009.7186279296875,122,4670.03,122
615000,46.0722,4832.63,23.3603,-1065.778076171875,123,4664.19,123
620000,46.6993,4866.08,23.6102,-1035.116455078125,124,4683.79,124
625000,46.2379,4896.0,22.891,-1051.423828125,125,4716.29,125
630000,44.8787,4957.03,21.3857,-1007.537841796875,126,4699.39,126
635000,46.3181,4926.68,22.5467,-1051.3785400390625,127,4714.36,127
640000,45.678,4964.34,21.3355,-1088.4410400390625,128,4520.35,128
645000,46.7191,4983.2,23.2941,-1114.655029296875,129,4707.0,129
650000,45.7429,5000.87,21.8129,-1089.6063232421875,130,4717.29,130
655000,46.0879,4951.63,22.6578,-1140.467041015625,131,4786.54,131
660000,46.0295,4920.16,20.9323,-1154.9281005859375,132,4745.37,132
665000,46.2844,4999.41,22.3086,-1176.6826171875,133,4725.89,133
670000,46.3095,5009.9,22.6012,-1149.8140869140625,134,4748.84,134
675000,46.4802,5077.73,22.2541,-1195.436279296875,135,4843.7,135
680000,45.8739,4949.76,21.2462,-1221.6729736328125,136,4564.75,136
685000,45.8023,5093.63,22.0676,-1168.1903076171875,137,4859.09,137
690000,46.0053,4981.09,22.3761,-1231.7178955078125,138,4734.28,138
695000,45.4354,4959.75,21.1179,-1231.787109375,139,4748.2,139
700000,46.0958,4986.81,21.3892,-1248.4539794921875,140,4790.01,140
705000,46.8424,5056.26,23.5025,-1296.6654052734375,141,4813.49,141
710000,46.0627,5054.15,22.586,-1283.63134765625,142,4808.16,142
715000,46.4364,4996.34,21.7723,-1265.5267333984375,143,4741.02,143
720000,46.2173,5048.69,22.473,-1335.783447265625,144,4789.39,144
725000,45.2252,5057.66,21.2338,-1316.8060302734375,145,4821.71,145
730000,46.3122,5080.38,22.3375,-1333.17822265625,146,4773.86,146
735000,46.1216,5066.26,21.8419,-1351.4337158203125,147,4671.65,147
740000,45.6469,5058.92,21.5156,-1377.412841796875,148,4846.24,148
745000,46.3548,4974.99,22.3417,-1369.51416015625,149,4432.2,149
750000,46.4,5100.76,21.7643,-1360.0426025390625,150,4813.03,150
755000,45.8076,5051.56,21.8541,-1409.321044921875,151,4816.3,151
760000,46.5753,5035.72,21.842,-1473.5938720703125,152,4491.84,152
765000,45.5376,5022.55,21.6555,-1437.41064453125,153,4850.16,153
770000,45.0922,5095.05,20.288,-1429.4876708984375,154,4884.07,154
775000,45.3264,5101.37,20.5621,-1454.4537353515625,155,4877.33,155
780000,46.3748,5076.95,22.7218,-1588.4195556640625,156,4858.69,156
785000,46.2262,5107.66,22.3838,-1559.4117431640625,157,4878.91,157
790000,46.1531,5106.34,21.7228,-1554.6302490234375,158,4859.76,158
795000,45.5662,5065.55,21.9225,-1555.0621337890625,159,4671.11,159
800000,45.4272,5079.05,20.5965,-1569.7950439453125,160,4819.73,160
805000,45.6273,5014.35,20.6785,-1566.7269287109375,161,4761.56,161
810000,45.1108,5070.99,21.2308,-1644.4735107421875,162,4834.29,162
815000,45.3287,5014.94,20.2572,-1640.719482421875,163,4736.38,163
820000,46.2433,4960.53,22.835,-1715.49267578125,164,4624.01,164
825000,45.7578,5084.67,21.7758,-1694.2916259765625,165,4865.97,165
830000,45.8956,5020.91,22.1335,-1689.208251953125,166,4811.93,166
835000,45.6545,5019.83,20.8017,-1698.431884765625,167,4782.79,167
840000,45.2534,5095.66,20.3889,-1677.0975341796875,168,4839.3,168
845000,45.7184,5124.03,21.1395,-1741.3006591796875,169,4880.02,169
850000,45.8473,5105.63,20.5311,-1737.1146240234375,170,4830.74,170
855000,45.7581,5128.31,20.8327,-1731.0030517578125,171,4864.15,171
860000,45.6772,5063.45,21.4781,-1788.996337890625,172,4716.41,172
865000,46.2645,5142.32,21.3339,-1847.2923583984375,173,4867.35,173
870000,45.3467,5033.63,20.116,-1848.420654296875,174,4907.4,174
875000,45.8212,5046.05,21.4462,-1829.9569091796875,175,4877.77,175
880000,45.7984,5018.25,20.8958,-1912.953369140625,176,4807.37,176
885000,45.7662,5000.62,21.4203,-1880.2945556640625,177,4798.02,177
890000,45.5841,5050.83,20.0629,-1862.868896484375,178,4855.08,178
895000,46.5205,5039.62,21.8148,-2027.8577880859375,179,4900.62,179
900000,45.942,5157.1,21.4661,-2016.7613525390625,180,4710.39,180
905000,45.7285,5126.25,21.9361,-1960.034912109375,181,4954.41,181
910000,46.2347,5093.06,22.5708,-2090.71337890625,182,4941.57,182
915000,46.291,5010.51,21.9199,-2046.9285888671875,183,4869.68,183
920000,46.5397,5065.89,23.1306,-2099.682373046875,184,4907.74,184
925000,46.4753,5099.86,22.1571,-2106.681396484375,185,4931.2,185
930000,45.88,5144.83,21.0014,-2104.63818359375,186,4913.69,186
935000,46.6858,5204.9,22.5164,-2247.532958984375,187,4814.66,187
940000,46.6424,5126.7,22.2414,-2223.0087890625,188,4875.0,188
945000,45.4663,5155.33,20.9541,-2160.63330078125,189,4900.97,189
950000,47.1015,4962.84,22.0978,-2175.556640625,190,4673.98,190
955000,44.6275,5073.89,20.1676,-2162.421630859375,191,4905.28,191
960000,45.2988,5024.55,19.9059,-2197.646484375,192,4872.2,192
965000,45.8938,5114.59,19.6871,-2107.582763671875,193,4912.78,193
970000,45.189,5113.71,21.1263,-2261.65869140625,194,4905.61,194
975000,45.556,5045.94,20.4228,-2224.289794921875,195,4913.28,195
980000,45.8552,5149.17,20.5216,-2297.650634765625,196,4934.0,196
985000,45.9488,5063.59,20.4777,-2277.824462890625,197,4854.31,197
990000,46.4433,5098.71,22.4288,-2422.465087890625,198,4906.91,198
995000,46.1064,5122.33,21.6988,-2453.662109375,199,4892.57,199
1000000,45.5761,5051.37,20.6243,-2437.78466796875,200,4866.07,200
1005000,46.0912,5090.7,20.1504,-2413.733154296875,201,4896.4,201
1010000,45.6125,5080.65,20.1305,-2449.609375,202,4906.04,202
1015000,45.8281,5096.28,20.8323,-2509.587646484375,203,4940.57,203
1020000,46.333,5072.35,20.4674,-2538.834716796875,204,4899.32,204
1025000,46.4585,5119.16,21.0507,-2572.2197265625,205,4728.06,205
1030000,45.566,5131.17,20.8605,-2544.161376953125,206,4986.49,206
1035000,45.7106,5190.69,20.8993,-2618.618896484375,207,4995.8,207
1040000,46.0679,5085.44,19.5325,-2557.97265625,208,4964.48,208
1045000,46.6292,4469.58,19.1637,-2576.63330078125,209,4770.89,209
1050000,46.0199,5139.07,19.3933,-2547.107177734375,210,4990.29,210
1055000,45.8795,1684.15,19.4417,-2635.8828125,211,4267.21,211
1060000,45.9789,389.16,20.3366,-2726.849853515625,212,4502.83,212
1065000,45.9682,2648.78,17.3414,-2537.49609375,213,4737.58,213
1070000,46.4436,5142.02,20.5591,-2764.969970703125,214,4913.92,214
1075000,46.2148,5082.71,20.4926,-2814.5126953125,215,4892.87,215
1080000,45.3721,5127.11,19.919,-2773.609375,216,4963.59,216
1085000,45.9712,5127.94,20.1541,-2861.758056640625,217,4921.01,217
1090000,46.0427,5172.13,20.6563,-2909.9580078125,218,4953.83,218
1095000,45.6318,5122.94,20.6397,-2910.890869140625,219,4931.57,219
1100000,46.3517,5109.75,20.8185,-3029.170654296875,220,4942.58,220
1105000,45.4755,5213.16,19.0684,-2934.802001953125,221,4992.26,221
1110000,46.3132,5212.33,19.913,-3019.943359375,222,4978.69,222
1115000,46.0876,5156.74,20.6085,-3031.568115234375,223,4969.06,223
1120000,46.3124,5087.56,21.0765,-3099.02783203125,224,4888.44,224
1125000,45.6573,5241.0,20.8139,-3040.045654296875,225,4984.2,225
1130000,46.3417,5212.54,20.8727,-3060.008544921875,226,4981.07,226
1135000,45.4631,5212.82,19.9788,-3098.37060546875,227,5011.17,227
1140000,46.6264,5182.09,21.6652,-3217.1884765625,228,5019.31,228
1145000,45.9119,5142.57,20.4688,-3161.230712890625,229,4968.93,229
1150000,46.0759,5207.51,18.9446,-3080.803955078125,230,4963.65,230
1155000,45.9202,5084.69,20.304,-3179.730712890625,231,4968.53,231
1160000,46.064,5142.67,20.539,-3266.848876953125,232,4922.65,232
1165000,45.5684,5131.77,19.4224,-3186.458984375,233,4935.05,233
1170000,46.3244,5100.84,19.9485,-3224.521484375,234,4937.8,234
1175000,48.6941,376.05,19.4811,-1673.5806884765625,235,591.94,235
1180000,49.9721,271.2,16.1312,-1272.1304931640625,236,278.15,236
1185000,52.7414,327.31,32.6956,-1599.1036376953125,237,128.91,237
1190000,49.6088,364.51,22.9893,-1434.052490234375,238,357.56,238
1195000,48.7347,449.83,20.6008,-1601.0966796875,239,431.08,239
1200000,47.3599,415.94,14.3167,-2180.635009765625,240,760.59,240
1205000,47.1993,3355.48,17.1252,-2378.606201171875,241,2914.9,241
1210000,46.833,4476.45,23.8706,-2934.59375,242,4289.82,242
1215000,46.0525,4601.99,21.6985,-3078.7939453125,243,4510.49,243
1220000,46.3215,4731.8,23.6192,-3246.848388671875,244,4536.32,244
1225000,45.8787,4635.97,22.53,-3406.966064453125,245,4488.58,245
1230000,45.4666,4836.13,21.561,-3386.639892578125,246,4607.63,246
1235000,44.8586,5064.92,21.7358,-3446.053955078125,247,4851.6,247
1240000,45.5985,4873.4,21.2535,-3646.08251953125,248,4670.81,248
1245000,45.6829,5113.48,21.7376,-3684.517822265625,249,4842.86,249
1250000,45.9849,5025.5,21.8025,-3791.39794921875,250,4844.58,250
1255000,46.1089,4968.66,21.8614,-3859.680908203125,251,4844.53,251
1260000,45.132,5091.77,21.2591,-3778.052978515625,252,4859.62,252
1265000,45.5811,5093.49,21.0495,-3685.910400390625,253,4874.28,253
1270000,46.2788,4961.51,21.3604,-3822.29833984375,254,4839.81,254
1275000,44.4961,4790.85,21.1333,-3511.576416015625,255,4892.86,255
1280000,45.893,4423.11,21.2465,-3838.104736328125,256,4630.69,256
1285000,45.2361,4955.64,20.9413,-3715.1279296875,257,4866.61,257
1290000,45.3259,4837.67,20.2155,-3809.059814453125,258,4900.91,258
1295000,47.5523,5048.77,23.0526,-4051.358642578125,259,4565.01,259
1300000,46.7545,5050.65,21.8157,-3930.222412109375,260,4838.96,260
1305000,44.9146,5051.21,20.7994,-3800.728271484375,261,4954.05,261
1310000,46.0181,5055.9,20.8212,-3926.67626953125,262,4902.82,262
1315000,46.5564,5142.76,21.3051,-3891.96875,263,4870.1,263
1320000,46.2424,5130.38,21.184,-3986.3759765625,264,4841.48,264
1325000,45.46,5131.52,20.9526,-4114.41796875,265,4864.69,265
1330000,45.3682,5097.44,20.1639,-4035.5791015625,266,4882.68,266
1335000,44.8292,5104.18,19.6912,-3924.41552734375,267,4905.37,267
1340000,44.4398,5105.89,19.4118,-3864.311767578125,268,4900.82,268
1345000,44.6024,5098.38,19.0214,-3851.05517578125,269,4860.91,269
1350000,45.459,5138.59,20.0601,-4024.19482421875,270,4789.27,270
1355000,44.909,5101.02,19.5121,-4051.16943359375,271,4921.72,271
1360000,45.4754,5141.42,19.8448,-4130.095703125,272,4837.65,272
1365000,45.3212,5154.54,19.3436,-4122.34814453125,273,4792.98,273
1370000,44.6074,5113.24,19.6389,-4213.78369140625,274,4881.0,274
1375000,45.3102,5217.65,19.5562,-4135.37353515625,275,4896.86,275
1380000,45.7519,5135.97,20.6783,-4398.46826171875,276,4933.38,276
1385000,45.205,5203.32,19.817,-4353.9833984375,277,4949.96,277
1390000,45.0873,5140.4,20.5883,-4427.30859375,278,4953.7,278
1395000,44.9331,5115.9,19.4993,-4309.080078125,279,4918.34,279
1400000,44.8199,4792.37,19.2519,-4300.56103515625,280,4695.37,280
1405000,45.6666,5003.01,18.4624,-4398.2421875,281,4038.69,281
1410000,44.7858,5133.68,20.091,-4484.16162109375,282,4920.11,282
1415000,44.9806,4992.49,19.0315,-4333.08642578125,283,4627.26,283
1420000,44.7595,5147.07,18.6929,-4348.197265625,284,4664.95,284
1425000,45.1976,4970.16,19.018,-4387.548828125,285,4921.22,285
1430000,45.0569,5055.78,19.4878,-4498.04345703125,286,4937.4,286
1435000,45.2334,4962.04,19.196,-4510.7880859375,287,4912.42,287
1440000,45.0422,2237.78,19.3835,-4610.0537109375,288,4474.3,288
1445000,45.0397,5203.82,19.7809,-4719.69677734375,289,4991.29,289
1450000,44.9947,5202.46,19.2695,-4700.41259765625,290,4923.59,290
1455000,44.7855,5233.69,19.462,-4841.56103515625,291,4924.89,291
1460000,44.7538,5270.43,20.0487,-4867.06787109375,292,4974.61,292
1465000,45.3489,5277.2,19.2575,-4816.84375,293,4972.77,293
1470000,44.9932,5214.54,18.9103,-4809.61767578125,294,4884.8,294
1475000,45.0013,4994.38,19.833,-4896.68505859375,295,4888.53,295
1480000,46.0483,4891.61,20.1724,-4766.43212890625,296,4847.38,296
1485000,50.4208,287.12,17.2984,-1822.6956787109375,297,285.83,297
1490000,49.5108,329.35,17.7711,-1848.845947265625,298,536.49,298
1495000,45.8422,3978.18,23.5741,-3178.06689453125,299,3094.46,299
1500000,45.9414,4802.9,21.0155,-4791.79833984375,300,4584.01,300
1505000,44.996,5030.16,21.1023,-5113.14599609375,301,4815.68,301
1510000,44.7406,4848.43,21.0164,-4761.40087890625,302,4390.1,302
1515000,44.1272,4983.14,18.2993,-4819.64453125,303,3882.89,303
1520000,44.1824,5042.26,18.727,-4921.36328125,304,4472.8,304
1525000,43.6314,5141.96,18.7286,-4841.837890625,305,4752.97,305
1530000,44.3953,5118.83,19.2329,-5070.55029296875,306,4897.17,306
1535000,43.8687,5117.54,18.8574,-5112.2197265625,307,4875.63,307
1540000,43.8943,5084.89,19.4453,-5111.6455078125,308,4923.44,308
1545000,44.364,3074.67,18.6696,-4485.29443359375,309,4183.79,309
1550000,44.4627,4553.09,17.5843,-4972.29296875,310,4906.19,310
1555000,45.4226,2573.11,17.5928,-4797.8251953125,311,4697.19,311
1560000,45.3298,4970.72,18.0265,-5058.228515625,312,4697.36,312
1565000,45.1781,5047.05,19.6185,-5237.1201171875,313,4731.17,313
1570000,45.467,5003.07,19.131,-5205.2685546875,314,4977.07,314
1575000,45.0664,5062.43,19.1724,-5321.4365234375,315,4955.76,315
1580000,44.5579,5075.92,18.8448,-5293.63134765625,316,4942.5,316
1585000,44.3845,5054.01,18.5177,-5343.84716796875,317,4958.73,317
1590000,44.826,5014.65,19.1788,-5265.71826171875,318,4963.15,318
1595000,44.496,5067.23,19.2554,-5417.7236328125,319,4970.69,319
1600000,44.6176,5136.35,19.3072,-5501.73779296875,320,5009.02,320
1605000,45.0299,4960.63,18.7628,-5336.76904296875,321,4943.17,321
1610000,44.5207,5015.07,18.4177,-5281.4794921875,322,4957.82,322
1615000,44.6355,5060.07,19.3663,-5416.06982421875,323,4945.24,323
1620000,45.02,5040.4,19.0588,-5464.1318359375,324,4898.11,324
1625000,45.0513,4959.59,19.5333,-5470.3525390625,325,4990.12,325
1630000,44.9802,5063.98,18.983,-5573.50830078125,326,4932.47,326
1635000,45.7192,4960.11,19.9436,-5554.44091796875,327,5012.89,327
1640000,44.5929,4869.0,18.9368,-5542.31640625,328,4959.9,328
1645000,44.8502,5061.07,19.3382,-5713.69287109375,329,4989.19,329
1650000,45.3126,5005.75,19.972,-5742.63720703125,330,5010.62,330
1655000,45.826,5027.34,19.7973,-5914.7578125,331,4974.58,331
1660000,45.9992,5079.24,20.7089,-5985.61572265625,332,5058.41,332
1665000,45.0659,4962.57,19.438,-5649.34912109375,333,5005.33,333
1670000,44.8356,5059.34,19.5231,-5843.56396484375,334,5023.73,334
1675000,45.8828,5250.21,19.9874,-6097.47021484375,335,5050.32,335
1680000,45.3873,4960.2,19.9823,-5781.32373046875,336,4998.91,336
1685000,44.6273,5028.5,19.0344,-5852.26904296875,337,4947.33,337
1690000,45.4576,5115.58,19.609,-5933.8984375,338,4982.9,338
1695000,45.3712,5118.8,20.1426,-6121.693359375,339,4979.13,339
1700000,44.9892,5058.6,19.8298,-5920.19677734375,340,4977.9,340
1705000,45.2203,5169.05,19.9082,-6215.98486328125,341,4985.41,341
1710000,44.6286,5092.06,19.6065,-6114.51708984375,342,5008.6,342
1715000,45.1373,5019.84,19.6374,-6113.9345703125,343,5013.5,343
1720000,44.9249,5053.17,19.0014,-6086.47412109375,344,5002.59,344
1725000,45.6677,5085.73,20.3498,-6224.33984375,345,5033.47,345
1730000,45.5833,5025.07,19.6363,-6178.759765625,346,4989.88,346
1735000,45.4091,5033.05,19.7419,-6330.71240234375,347,5003.34,347
1740000,44.5276,5031.18,19.1068,-6199.689453125,348,4981.61,348
1745000,45.5866,5184.82,20.3146,-6529.92333984375,349,4981.49,349
1750000,45.3747,5051.68,18.9951,-6212.884765625,350,4961.25,350
1755000,45.6432,5168.2,19.3128,-6465.3447265625,351,4965.22,351
1760000,44.5793,5108.71,19.0053,-6127.958984375,352,4994.03,352
1765000,44.8491,4918.44,19.557,-6019.25244140625,353,4947.05,353
1770000,45.5004,5135.51,20.3009,-6600.59619140625,354,5041.99,354
1775000,45.2911,5007.68,19.2973,-6196.11865234375,355,5000.31,355
1780000,44.563,5049.4,19.3688,-6400.74169921875,356,4760.6,356
1785000,45.0921,4879.43,19.9931,-6145.8291015625,357,4991.59,357
1790000,45.1144,4956.69,19.2332,-6481.9150390625,358,4903.25,358
1795000,45.281,5036.85,20.1576,-6559.54248046875,359,4977.9,359
1800000,44.622,4987.2,19.6417,-6738.126953125,360,4971.95,360
1805000,44.7414,5097.34,18.9749,-6687.15087890625,361,4770.01,361
1810000,47.3214,4898.16,25.3839,-6873.087890625,362,4777.32,362
1815000,46.5659,4770.25,23.227,-6025.64697265625,363,4538.97,363
1820000,46.3179,4814.08,22.4624,-6648.04443359375,364,4663.52,364
1825000,47.0518,4244.57,22.6954,-7545.435546875,365,4778.71,365
1830000,45.8159,4850.57,21.4166,-6652.0068359375,366,4825.52,366
1835000,46.8128,5091.39,22.2713,-7724.66748046875,367,4695.45,367
1840000,46.2154,5285.09,21.8198,-7576.65380859375,368,5044.85,368
1845000,47.2019,5046.21,30.9368,-6200.4462890625,369,2948.98,369
1850000,46.9244,3951.95,55.8092,-5757.99267578125,370,3208.85,370
1855000,46.1227,4725.84,29.7735,-5215.533203125,371,3175.4,371
1860000,46.6727,4949.32,24.2683,-7135.00048828125,372,4771.09,372
1865000,46.7889,5018.98,22.3102,-6578.37939453125,373,3933.03,373
1870000,46.1892,4997.24,22.4833,-7127.982421875,374,4842.03,374
1875000,44.1015,5113.43,19.6268,-7115.69384765625,375,4932.19,375
1880000,43.7141,5242.84,19.5544,-6919.62451171875,376,4940.54,376
1885000,43.0093,5011.08,18.6962,-6860.3544921875,377,4804.79,377
1890000,44.5536,5046.65,19.4247,-7230.77978515625,378,4802.08,378
1895000,44.5047,5124.79,20.0025,-7085.39599609375,379,4801.89,379
1900000,44.5854,5129.59,29.8286,-6676.2841796875,380,4894.89,380
1905000,43.8247,5029.62,20.9725,-6772.05078125,381,4595.69,381
1910000,45.0432,5314.87,20.3247,-7400.833984375,382,5063.84,382
1915000,44.9235,5337.52,20.1272,-7398.2509765625,383,4906.38,383
1920000,45.4838,5311.74,20.1725,-7521.13671875,384,5110.72,384
