Running Reverse KL,Running Forward KL,Running Env Steps,Real Sto Return,Itration,Real Det Return,Running Update Time,Reward Loss
94.1611,282.1817,505000,3728.6,101,2500.85,101,-39129.6484375
93.8678,276.7048,510000,3723.38,102,4285.62,102,-38975.3203125
105.0941,287.5621,515000,4246.26,103,3918.45,103,-41937.86328125
128.6157,278.3039,520000,2953.29,104,2660.13,104,-43188.0234375
88.6594,275.0035,525000,4381.18,105,4498.06,105,-41564.93359375
142.5572,292.157,530000,4289.64,106,4051.24,106,-47833.2421875
93.5215,282.7273,535000,5006.0,107,5041.41,107,-45567.25390625
93.6291,283.1183,540000,4881.73,108,5179.08,108,-44294.3125
79.7212,271.8072,545000,5022.01,109,4941.76,109,-41818.6328125
91.0729,276.3846,550000,4655.82,110,4893.71,110,-45326.31640625
77.9209,271.327,555000,4983.41,111,5123.35,111,-44689.55078125
76.8745,268.2499,560000,4999.21,112,4908.49,112,-43632.92578125
81.9568,273.2495,565000,5090.13,113,4797.24,113,-46147.37890625
85.5943,275.2763,570000,5101.14,114,4875.7,114,-45587.0625
79.1942,269.6494,575000,4683.81,115,5180.43,115,-48391.828125
78.9104,274.9456,580000,5003.67,116,5135.4,116,-48144.3984375
110.1863,281.336,585000,4103.83,117,4989.61,117,-51214.4609375
84.44,276.6042,590000,4794.26,118,5048.56,118,-52289.328125
82.8544,272.7723,595000,4931.99,119,5222.79,119,-51057.33203125
94.1518,276.3442,600000,4730.4,120,4844.42,120,-54174.1875
82.7574,273.1204,605000,4837.14,121,4277.2,121,-53558.21484375
96.6273,275.7421,610000,4508.13,122,4698.55,122,-54636.40625
104.4823,278.8873,615000,4222.71,123,4387.51,123,-54833.72265625
82.9928,278.0296,620000,4458.69,124,4527.3,124,-57369.18359375
126.1205,285.5035,625000,4473.25,125,4549.21,125,-57333.71484375
91.8112,277.4722,630000,4333.56,126,5071.35,126,-58638.3828125
75.8742,273.2872,635000,4390.09,127,5179.04,127,-57824.921875
94.8036,277.9034,640000,4012.12,128,5064.72,128,-60056.421875
81.5136,275.9824,645000,4309.36,129,4522.14,129,-60150.27734375
106.5296,283.2513,650000,4695.67,130,4836.36,130,-60431.21484375
118.74,289.973,655000,4143.76,131,1802.05,131,-63312.0859375
77.3353,270.9151,660000,4855.2,132,3745.52,132,-59845.76953125
82.3894,274.0911,665000,4264.67,133,4312.47,133,-62254.1484375
110.11,278.4347,670000,4931.12,134,4224.8,134,-63672.25390625
70.8135,266.9561,675000,4448.77,135,3626.74,135,-61846.71484375
116.1405,279.7694,680000,3453.03,136,4408.28,136,-64835.21875
81.427,268.6465,685000,5087.51,137,5229.78,137,-60625.65625
88.3194,278.1137,690000,4427.57,138,5020.15,138,-61980.2734375
103.1839,274.5179,695000,4443.65,139,4605.82,139,-61629.46484375
75.0499,267.107,700000,4768.19,140,5188.88,140,-62413.19921875
106.8975,282.606,705000,4090.77,141,5233.64,141,-65021.859375
89.0756,273.8497,710000,4737.52,142,4802.65,142,-64717.859375
67.7672,262.1405,715000,5078.44,143,5167.9,143,-62764.3125
81.1679,266.3448,720000,4954.96,144,4629.66,144,-63263.32421875
81.2368,266.3983,725000,4769.8,145,5084.05,145,-67043.171875
91.3939,277.2907,730000,4986.68,146,4752.37,146,-67791.828125
70.3646,262.9272,735000,4668.69,147,5236.46,147,-65648.875
85.3165,269.5974,740000,4838.45,148,4083.44,148,-67571.453125
66.0649,261.8998,745000,4988.56,149,5047.3,149,-67895.7421875
88.8965,263.3097,750000,4563.09,150,5255.09,150,-67023.7890625
73.2304,268.3883,755000,4890.08,151,3100.86,151,-69762.34375
68.0039,260.9795,760000,4938.1,152,5184.38,152,-69689.84375
70.9562,263.7476,765000,4696.97,153,4651.43,153,-71451.8984375
69.5207,262.3763,770000,5008.47,154,3644.9,154,-70215.0859375
86.9038,267.0767,775000,4863.46,155,5020.13,155,-73215.8203125
95.4557,269.2158,780000,4777.22,156,5079.83,156,-72396.734375
98.612,275.6315,785000,4245.78,157,4661.46,157,-74719.5859375
82.0678,267.5264,790000,5023.45,158,4404.97,158,-73578.328125
96.8147,264.9462,795000,5113.95,159,3744.12,159,-73186.5625
81.4922,267.3131,800000,4566.75,160,5168.61,160,-73887.6953125
76.9336,263.3789,805000,5094.28,161,5038.18,161,-75966.59375
80.066,263.1159,810000,4546.02,162,5194.55,162,-75062.328125
72.5805,267.9583,815000,4937.15,163,5245.44,163,-74889.6328125
99.9957,270.6826,820000,4453.29,164,3829.53,164,-75074.1328125
64.0079,256.5152,825000,4979.39,165,5251.39,165,-74935.7890625
63.8559,254.5068,830000,5091.62,166,4871.08,166,-76801.34375
69.3524,262.2943,835000,4802.54,167,3903.94,167,-77499.7421875
63.8895,264.4349,840000,4580.54,168,4931.37,168,-76691.703125
62.6652,255.0163,845000,4994.51,169,5195.96,169,-78522.9375
72.753,265.2843,850000,4914.5,170,4822.03,170,-79060.7890625
69.2433,262.1674,855000,5090.83,171,5232.49,171,-77720.21875
69.119,259.8829,860000,4759.39,172,4924.21,172,-81483.9453125
71.802,259.3797,865000,5025.19,173,5097.9,173,-78745.203125
77.0283,267.3774,870000,4919.81,174,4272.96,174,-80521.5078125
81.4563,265.321,875000,4519.91,175,5225.66,175,-81441.15625
64.1229,257.4661,880000,5039.13,176,5158.78,176,-79497.828125
99.0686,269.3541,885000,4482.25,177,3602.98,177,-83037.21875
73.5484,266.0996,890000,4913.58,178,5267.6,178,-83336.2265625
71.1801,267.3115,895000,5005.6,179,5228.37,179,-82584.4140625
66.8008,259.2105,900000,4344.74,180,5262.22,180,-82809.4609375
63.8478,263.3459,905000,4985.99,181,5149.35,181,-81917.203125
63.6274,259.383,910000,5100.11,182,4850.91,182,-81908.4140625
82.2168,266.2633,915000,4843.06,183,5303.03,183,-82650.0390625
66.7122,264.4896,920000,4879.99,184,5192.95,184,-81582.2890625
68.6488,266.3024,925000,5054.5,185,5248.94,185,-84056.9375
76.1068,267.0042,930000,4989.1,186,2749.25,186,-83012.453125
65.9821,264.38,935000,4928.07,187,5276.78,187,-82017.390625
63.2495,262.8535,940000,4982.31,188,4724.93,188,-84210.4296875
63.7471,261.6773,945000,5070.58,189,5224.84,189,-83192.671875
84.2017,264.4984,950000,5043.81,190,5071.87,190,-83252.1328125
73.3931,264.0141,955000,5047.81,191,4956.8,191,-84695.2421875
63.8858,260.4322,960000,5071.7,192,5249.58,192,-84354.859375
70.8921,263.3412,965000,4978.56,193,4788.9,193,-85160.0
68.628,261.905,970000,5077.15,194,5236.83,194,-83885.578125
68.595,265.1106,975000,4984.78,195,5049.74,195,-83629.6328125
59.1707,255.4684,980000,5059.11,196,5247.27,196,-84678.34375
79.6237,257.868,985000,5126.23,197,3532.64,197,-83402.09375
89.5011,265.9155,990000,4834.08,198,5262.98,198,-86490.171875
77.804,265.6547,995000,4112.99,199,5287.17,199,-85759.0625
63.9107,258.8487,1000000,5097.74,200,5245.88,200,-85214.2109375
63.3464,260.529,1005000,5098.58,201,5250.14,201,-85386.328125
62.0869,254.2039,1010000,5042.73,202,5251.82,202,-84287.9765625
65.102,259.8257,1015000,4660.25,203,5298.26,203,-85959.6953125
58.3422,257.1518,1020000,5098.68,204,5281.29,204,-86149.390625
66.9694,261.76,1025000,5116.31,205,5287.07,205,-87033.453125
77.0155,266.2261,1030000,4610.2,206,4804.85,206,-87310.453125
71.091,261.3973,1035000,4726.91,207,5081.56,207,-86047.25
76.2448,265.5504,1040000,5206.72,208,5325.52,208,-86758.34375
77.6486,266.2044,1045000,5047.3,209,4987.85,209,-86559.0234375
117.0584,275.8062,1050000,4150.27,210,4980.66,210,-86013.9296875
101.1927,265.2779,1055000,4843.37,211,4851.64,211,-86025.515625
71.0497,258.8713,1060000,4773.09,212,4610.33,212,-84658.0390625
91.3874,268.4402,1065000,4519.55,213,5287.63,213,-87079.6171875
71.6812,261.6811,1070000,4933.07,214,4606.14,214,-86515.859375
69.9326,262.268,1075000,4970.4,215,5160.62,215,-88315.6796875
76.2674,265.7789,1080000,4840.78,216,3908.45,216,-86952.75
84.403,263.7837,1085000,4828.38,217,4848.67,217,-88408.78125
78.6433,267.1383,1090000,4981.85,218,5217.71,218,-88440.046875
99.6236,268.3998,1095000,5255.02,219,4885.8,219,-88647.640625
77.9981,263.1295,1100000,4961.93,220,5334.99,220,-87507.15625
77.8743,264.9794,1105000,4966.74,221,4820.85,221,-89246.6015625
71.457,262.7481,1110000,4921.08,222,5351.39,222,-89822.6796875
85.2995,263.7267,1115000,4514.04,223,5340.76,223,-86632.65625
89.6933,267.8745,1120000,4432.17,224,5055.94,224,-87858.40625
78.3158,261.8642,1125000,4762.26,225,5299.98,225,-88288.8046875
107.6955,270.4326,1130000,4821.9,226,4638.04,226,-88454.109375
111.3424,270.4609,1135000,4846.6,227,5190.7,227,-90123.9296875
99.1267,275.2111,1140000,5057.41,228,5345.07,228,-89491.03125
115.7421,273.8855,1145000,3564.75,229,4534.75,229,-89672.0859375
98.9003,269.7205,1150000,4030.35,230,3082.32,230,-88891.734375
69.3032,261.8099,1155000,4995.95,231,5310.46,231,-89785.765625
109.1882,268.8979,1160000,4843.91,232,5341.73,232,-86554.0859375
93.2447,264.8267,1165000,4059.11,233,5143.37,233,-86985.09375
63.557,262.9045,1170000,4852.86,234,3529.82,234,-89765.40625
78.1576,270.6334,1175000,4578.87,235,4760.2,235,-89536.3203125
71.7813,264.3613,1180000,4826.92,236,4955.82,236,-89018.4453125
77.4501,267.37,1185000,3783.01,237,1502.39,237,-85560.296875
77.9664,262.9197,1190000,4620.25,238,4944.98,238,-85515.421875
86.9468,273.2551,1195000,3941.98,239,2890.76,239,-85500.0859375
65.9706,266.1301,1200000,4904.06,240,5178.76,240,-87649.3515625
70.1066,256.4252,1205000,4901.5,241,5431.67,241,-91167.34375
98.2925,272.6228,1210000,4234.39,242,5184.77,242,-78542.5234375
62.6937,256.3724,1215000,5257.61,243,4058.15,243,-86185.375
83.8264,262.7033,1220000,4332.62,244,4753.28,244,-79904.484375
149.9055,283.3524,1225000,2525.81,245,1303.62,245,-63562.625
100.1867,268.6668,1230000,4561.09,246,4335.71,246,-79841.8515625
111.9483,271.3968,1235000,3291.76,247,3514.76,247,-71466.0
105.672,269.4198,1240000,4976.85,248,4387.91,248,-76244.734375
111.0106,273.7149,1245000,3885.14,249,2702.86,249,-79162.2734375
109.3972,278.7322,1250000,4517.07,250,1908.27,250,-78299.28125
114.7121,286.8772,1255000,4124.67,251,4280.02,251,-77646.375
95.198,275.4324,1260000,3594.96,252,3443.94,252,-82511.234375
140.9783,286.2406,1265000,3299.3,253,2027.67,253,-73391.4140625
119.8957,282.7553,1270000,3928.01,254,1657.64,254,-75016.984375
259.6293,340.952,1275000,999.17,255,810.31,255,-45996.49609375
224.0035,312.1263,1280000,2657.2,256,1022.43,256,-55756.2578125
212.9889,299.5085,1285000,2258.77,257,1229.54,257,-60182.32421875
139.222,277.0723,1290000,4374.01,258,1603.58,258,-79202.828125
109.8536,274.4758,1295000,4330.41,259,1945.39,259,-79713.8515625
83.9925,267.0605,1300000,4710.2,260,4580.62,260,-87271.625
78.9351,273.9365,1305000,5052.79,261,4896.2,261,-93128.9140625
100.6147,272.456,1310000,5049.79,262,5289.93,262,-84570.7265625
265.756,336.8445,1315000,1131.7,263,1101.0,263,-53297.4296875
108.2389,265.4982,1320000,4276.36,264,4313.05,264,-78112.890625
126.9949,282.2798,1325000,3576.69,265,5370.38,265,-79350.9453125
138.2757,279.1728,1330000,3915.22,266,4781.19,266,-73436.0078125
181.3717,283.4026,1335000,3304.62,267,2390.34,267,-76909.828125
154.9421,278.9722,1340000,3068.39,268,5051.46,268,-77766.1015625
142.3703,273.9485,1345000,4263.54,269,5044.71,269,-77251.828125
160.4606,281.2668,1350000,3633.26,270,4289.27,270,-73298.2265625
202.1169,277.1612,1355000,2965.12,271,4155.78,271,-76021.4375
153.7328,270.3357,1360000,3839.67,272,5153.68,272,-81325.46875
226.9126,282.7254,1365000,2962.26,273,4206.29,273,-76139.8515625
293.5549,312.2156,1370000,1953.23,274,1206.95,274,-74809.65625
211.7064,291.3671,1375000,2668.2,275,3227.53,275,-79834.5078125
154.0282,281.7649,1380000,5018.43,276,2971.58,276,-89846.78125
119.402,274.8392,1385000,4574.48,277,4580.74,277,-90271.1171875
106.9013,277.9274,1390000,4688.71,278,5231.68,278,-93411.5546875
82.8414,268.9046,1395000,4999.93,279,4961.58,279,-92745.34375
88.5885,271.7041,1400000,4889.0,280,5219.68,280,-96746.4609375
83.7768,270.4606,1405000,4208.71,281,5180.78,281,-96586.671875
150.979,297.3814,1410000,3861.18,282,3875.46,282,-88291.984375
181.2417,317.6881,1415000,3561.15,283,2709.55,283,-87332.734375
238.7782,346.6407,1420000,1840.9,284,840.19,284,-70486.375
220.4996,350.9394,1425000,2843.0,285,2501.04,285,-68568.984375
275.7246,357.6367,1430000,2531.15,286,2450.54,286,-76568.421875
219.0016,337.05,1435000,2868.55,287,2718.54,287,-79130.828125
224.8281,337.0765,1440000,3316.75,288,3769.85,288,-84910.6484375
173.8397,325.4291,1445000,3341.71,289,4295.08,289,-84712.65625
132.5385,322.1775,1450000,3940.71,290,4496.23,290,-89969.0078125
289.5535,357.1667,1455000,2810.7,291,2111.31,291,-77447.734375
173.1171,326.7074,1460000,4081.71,292,3330.83,292,-89040.90625
173.8242,342.7527,1465000,3462.48,293,2875.6,293,-89864.75
180.7494,340.9932,1470000,4377.72,294,3983.28,294,-92807.6015625
202.359,338.5459,1475000,3657.99,295,4506.8,295,-90913.8828125
155.5744,337.6196,1480000,3907.69,296,4710.9,296,-94177.171875
176.9173,352.9373,1485000,3720.3,297,3928.89,297,-90238.671875
192.7062,362.6849,1490000,5011.51,298,4990.24,298,-97344.640625
231.6327,376.2449,1495000,4650.35,299,4746.08,299,-97680.6796875
240.0647,381.8844,1500000,5035.66,300,5033.13,300,-97865.671875
287.185,386.2125,1505000,4943.49,301,4926.92,301,-98035.296875
287.2216,386.3992,1510000,4086.3,302,4616.03,302,-97051.40625
333.3483,398.9567,1515000,3964.85,303,4185.68,303,-98319.609375
270.4584,404.8561,1520000,4159.16,304,3657.08,304,-89766.7265625
265.8973,399.7475,1525000,4304.32,305,4549.97,305,-95463.234375
279.445,403.8023,1530000,3821.69,306,3592.04,306,-94587.625
277.4906,411.9068,1535000,3037.55,307,2937.76,307,-88359.9453125
279.0397,428.7741,1540000,3745.02,308,3283.91,308,-90704.71875
294.5181,421.9463,1545000,4255.42,309,4628.49,309,-98390.703125
342.5987,437.3939,1550000,2828.27,310,2824.34,310,-84789.4921875
242.4211,405.0012,1555000,3539.97,311,3263.05,311,-93628.15625
265.9795,429.6156,1560000,2038.02,312,1463.22,312,-85061.21875
250.6149,428.2533,1565000,3963.37,313,4534.01,313,-91945.59375
227.9964,429.7854,1570000,3729.44,314,4141.19,314,-92290.796875
263.0557,433.6951,1575000,4100.51,315,3462.01,315,-91112.0078125
486.1051,431.434,1580000,977.1,316,830.18,316,-82392.859375
238.6311,426.0816,1585000,3356.97,317,2940.39,317,-90856.421875
305.0016,439.6185,1590000,4902.06,318,4905.77,318,-98994.796875
296.0518,408.2686,1595000,2303.79,319,2599.83,319,-90789.0390625
275.5831,438.4201,1600000,624.06,320,651.96,320,-72892.8828125
264.8177,459.4342,1605000,430.35,321,484.41,321,-74648.3359375
313.6124,486.7098,1610000,424.72,322,380.68,322,-87475.5234375
1733.1273,493.7093,1615000,585.01,323,528.22,323,-91933.046875
312.6422,453.1908,1620000,697.02,324,651.1,324,-74734.0
240.4535,455.8538,1625000,776.19,325,943.46,325,-70098.5234375
250.1365,444.093,1630000,907.82,326,762.22,326,-70594.1953125
235.6993,441.762,1635000,953.94,327,884.25,327,-73547.859375
255.7447,446.3681,1640000,547.85,328,827.45,328,-74971.703125
257.8789,472.5388,1645000,697.58,329,708.12,329,-75717.6953125
231.0014,438.831,1650000,592.31,330,766.22,330,-73727.96875
283.095,443.1256,1655000,578.19,331,649.7,331,-72925.1875
248.966,439.3022,1660000,866.45,332,878.44,332,-79007.3984375
295.5987,463.7729,1665000,750.41,333,707.96,333,-74721.375
495.3652,413.9021,1670000,954.78,334,1131.17,334,-79786.3203125
283.3683,435.4357,1675000,543.31,335,485.95,335,-72353.9453125
261.6675,440.5616,1680000,505.83,336,537.94,336,-77329.6875
275.5735,421.1389,1685000,662.9,337,738.22,337,-81082.625
271.0595,423.1894,1690000,553.44,338,554.71,338,-80166.0
347.6272,447.0293,1695000,748.96,339,751.64,339,-80585.890625
289.1767,442.3147,1700000,465.41,340,602.42,340,-78764.8828125
398.4301,423.1072,1705000,520.22,341,537.73,341,-80413.453125
333.1564,426.7629,1710000,675.95,342,567.63,342,-72860.6953125
387.1646,421.592,1715000,663.88,343,673.69,343,-84540.8515625
299.7354,422.2766,1720000,646.91,344,524.07,344,-84770.7890625
326.3566,429.9178,1725000,561.02,345,459.09,345,-66319.15625
252.1476,420.4507,1730000,667.39,346,620.84,346,-81934.2734375
300.4607,442.2239,1735000,450.68,347,501.47,347,-79989.015625
266.4019,430.6321,1740000,535.69,348,627.84,348,-82635.40625
430.0623,438.3842,1745000,469.98,349,547.1,349,-79974.3359375
269.2088,438.2178,1750000,470.07,350,499.78,350,-82492.609375
248.6306,436.4299,1755000,650.96,351,615.84,351,-84473.8515625
426.314,473.4004,1760000,478.73,352,442.09,352,-91216.578125
375.2819,448.6283,1765000,403.67,353,400.18,353,-83891.7265625
290.6268,450.5821,1770000,427.78,354,512.92,354,-82965.1953125
395.5502,431.5407,1775000,484.58,355,407.82,355,-91021.140625
316.2368,453.8084,1780000,284.95,356,321.86,356,-86492.6953125
560.3968,449.3667,1785000,352.55,357,301.77,357,-90463.953125
288.7241,487.1294,1790000,298.79,358,262.46,358,-88065.9453125
346.5746,521.5852,1795000,161.91,359,160.09,359,-88501.421875
256.5239,466.1149,1800000,264.33,360,276.26,360,-82564.3125
306.2553,514.8467,1805000,119.2,361,112.72,361,-86227.0703125
444.7021,542.8647,1810000,106.63,362,110.3,362,-65583.6796875
366.3371,567.3088,1815000,84.69,363,84.21,363,-72295.03125
316.3525,558.1053,1820000,87.48,364,87.84,364,-77144.78125
318.9312,547.371,1825000,87.46,365,86.55,365,-82649.8515625
267.046,551.2904,1830000,81.24,366,80.71,366,-82093.203125
284.4176,558.4311,1835000,73.55,367,74.13,367,-78815.75
362.4174,573.9462,1840000,90.78,368,87.08,368,-73903.046875
274.9507,560.9468,1845000,71.64,369,73.36,369,-80159.671875
383.9483,560.2834,1850000,75.44,370,82.54,370,-88228.09375
548.8511,605.2916,1855000,65.34,371,63.16,371,-96510.5625
266.2954,560.6356,1860000,65.36,372,65.54,372,-80688.5625
441.326,576.1319,1865000,69.25,373,69.0,373,-93602.03125
498.9446,592.559,1870000,64.63,374,64.47,374,-95923.09375
470.3731,565.3681,1875000,69.72,375,68.84,375,-93286.109375
444.5845,630.7974,1880000,62.66,376,62.31,376,-94739.0234375
484.5911,607.2572,1885000,61.73,377,61.42,377,-94745.40625
534.6625,616.6794,1890000,64.37,378,67.45,378,-96753.046875
615.1374,653.6847,1895000,61.7,379,64.83,379,-95198.015625
477.8802,587.212,1900000,73.35,380,67.83,380,-90667.9609375
689.0666,600.4757,1905000,62.91,381,62.64,381,-96945.453125
621.1193,604.6122,1910000,61.35,382,60.41,382,-98665.8828125
730.049,614.0444,1915000,61.94,383,60.15,383,-98123.96875
362.9869,561.5363,1920000,69.84,384,74.07,384,-92890.0078125
459.8874,587.136,1925000,65.64,385,65.99,385,-91651.1328125
500.3918,576.4012,1930000,66.91,386,66.65,386,-98308.671875
382.2577,556.1658,1935000,65.22,387,65.17,387,-94395.421875
650.5726,619.4208,1940000,65.24,388,66.0,388,-96033.25
783.4127,594.7606,1945000,63.85,389,64.8,389,-98525.1875
531.2602,564.7626,1950000,67.41,390,67.63,390,-98235.890625
1146.8116,627.4253,1955000,69.54,391,70.59,391,-98779.765625
1026.2392,612.583,1960000,71.12,392,74.07,392,-98411.8984375
1719.6066,638.8792,1965000,61.64,393,61.26,393,-95686.3515625
669.638,577.2798,1970000,68.7,394,68.18,394,-98048.171875
938.2098,560.5498,1975000,76.45,395,73.86,395,-97321.8515625
600.967,583.4466,1980000,98.02,396,87.7,396,-98220.9765625
748.7447,581.0468,1985000,73.01,397,72.42,397,-97338.984375
455.2245,601.5839,1990000,65.0,398,64.12,398,-98037.3828125
556.5824,610.4575,1995000,68.95,399,67.97,399,-98161.9921875
585.9971,625.0115,2000000,75.2,400,76.04,400,-97726.328125
594.4454,599.8587,2005000,75.48,401,73.83,401,-95638.640625
482.352,590.0563,2010000,67.98,402,67.5,402,-97843.53125
575.4599,572.0375,2015000,84.05,403,83.92,403,-96780.6875
626.1095,583.1113,2020000,80.99,404,80.59,404,-97399.171875
