Real Sto Return,Running Env Steps,Running Update Time,Itration,Reward Loss,Real Det Return,Running Forward KL,Running Reverse KL
1258.47,395000,79,79,-2361.2265625,1186.9,27.0645,14.8057
1934.02,400000,80,80,-1969.023681640625,2014.46,24.3607,14.5231
2735.29,405000,81,81,-1223.7357177734375,2665.59,23.4687,14.7365
1756.35,410000,82,82,-2734.64990234375,1413.71,23.6556,19.3555
1407.2,415000,83,83,-1291.1617431640625,576.94,22.8071,15.8964
2896.99,420000,84,84,-1357.841064453125,2901.87,25.1143,17.8469
2563.16,425000,85,85,-1801.8294677734375,2571.2,25.8833,20.7843
2592.49,430000,86,86,-1839.1505126953125,2577.77,25.786,16.4656
2244.94,435000,87,87,-2074.906494140625,2522.82,25.0821,25.1226
2479.07,440000,88,88,-2073.75439453125,2410.78,24.9094,16.836
2718.6,445000,89,89,-1594.7974853515625,2709.2,24.6955,15.5004
2626.66,450000,90,90,-1719.77001953125,2602.96,24.1141,16.0376
911.97,455000,91,91,-3370.303955078125,807.41,25.9182,20.5405
2615.11,460000,92,92,-1734.8829345703125,2638.72,26.8872,21.3801
505.74,465000,93,93,-4165.6953125,523.85,27.077,16.5432
2996.76,470000,94,94,-1817.5765380859375,2994.3,25.2722,17.371
3069.99,475000,95,95,-1757.35205078125,3048.05,26.0432,19.5049
2550.76,480000,96,96,-2095.478271484375,2688.13,24.7653,18.0318
3044.67,485000,97,97,-1794.75244140625,3101.49,23.3613,16.266
2516.49,490000,98,98,-1337.13330078125,2779.08,25.1552,18.6143
313.02,495000,99,99,-2225.7529296875,72.96,26.5878,19.1457
145.79,500000,100,100,-1878.03173828125,144.08,28.1374,21.098
2776.16,505000,101,101,-1767.60693359375,2869.8,19.9942,16.7852
1007.59,510000,102,102,-4898.30322265625,1007.57,40.0784,40.3184
1006.99,515000,103,103,-5027.8134765625,1007.27,39.165,32.1673
2564.95,520000,104,104,-2380.1962890625,2579.68,26.5175,19.9426
2548.12,525000,105,105,-2246.7236328125,2562.04,26.3212,19.2998
1026.92,530000,106,106,-5157.25146484375,1024.23,37.914,36.4134
1016.61,535000,107,107,-5288.05615234375,1016.3,38.5283,33.0787
1278.23,540000,108,108,-4584.34619140625,1075.46,27.8281,24.3867
2871.12,545000,109,109,-2297.939208984375,2634.35,25.9343,17.5312
2809.37,550000,110,110,-1345.38525390625,2796.98,24.3809,19.4532
2812.36,555000,111,111,-1937.8648681640625,2808.56,24.7825,18.2283
2704.94,560000,112,112,-2396.516845703125,2724.87,26.5881,20.2276
2513.92,565000,113,113,-2493.895751953125,2506.18,26.7499,19.4026
2701.73,570000,114,114,-1892.03564453125,2705.49,24.9161,17.1687
2524.12,575000,115,115,-1679.944580078125,2491.94,24.6042,17.6899
1554.36,580000,116,116,-1990.593994140625,1578.53,25.5922,17.1533
1286.46,585000,117,117,-4819.13720703125,1008.82,28.8205,22.7786
1031.76,590000,118,118,-5701.62890625,1030.79,38.0126,26.2971
2924.78,595000,119,119,-2308.31494140625,2894.06,25.7796,17.4869
728.26,600000,120,120,-4794.1630859375,723.05,25.7172,31.6053
1059.86,605000,121,121,-1575.385498046875,1148.2,22.8524,15.869
1022.28,610000,122,122,-6030.95556640625,1017.98,37.9964,33.8518
1019.95,615000,123,123,-5956.17529296875,1017.07,37.6904,37.3725
2429.14,620000,124,124,-2901.240478515625,2415.4,26.8064,16.7073
2450.56,625000,125,125,-2198.43359375,2450.1,25.5196,15.0777
2486.64,630000,126,126,-3279.1962890625,2317.57,27.7065,21.4382
1143.45,635000,127,127,-6164.85595703125,1034.27,33.3873,32.8147
2730.6,640000,128,128,-1677.167236328125,2726.93,25.2013,21.3341
342.66,645000,129,129,-4856.8505859375,308.96,26.9629,27.2656
2529.81,650000,130,130,-3191.373779296875,2547.43,27.3272,19.6134
1014.76,655000,131,131,-6578.4287109375,1013.79,36.4851,40.9026
2002.31,660000,132,132,-2538.940185546875,1770.16,28.265,20.7575
368.27,665000,133,133,-3220.094970703125,1961.14,29.3319,22.0044
740.88,670000,134,134,-2743.388427734375,2262.32,28.8291,19.8771
2457.99,675000,135,135,-2879.022216796875,2462.25,27.422,19.8555
688.36,680000,136,136,-4407.244140625,757.47,28.4526,19.2429
2120.39,685000,137,137,-3909.661865234375,2155.38,27.8625,15.737
2603.9,690000,138,138,-2117.778564453125,2600.06,25.381,16.7823
2796.21,695000,139,139,-2074.93017578125,2791.69,24.4504,17.3542
384.78,700000,140,140,-4018.8544921875,674.29,27.8175,22.5086
1457.67,705000,141,141,-2202.5146484375,1922.11,24.6488,19.1372
1770.33,710000,142,142,-3859.476806640625,2099.07,27.8164,18.3273
323.42,715000,143,143,-4038.896240234375,168.29,29.812,18.3564
1993.09,720000,144,144,-2762.42236328125,2462.5,27.2116,20.3782
1036.59,725000,145,145,-4726.95556640625,1975.03,26.2768,23.3172
147.51,730000,146,146,-3199.736572265625,148.33,28.2318,19.8805
1026.37,735000,147,147,-7246.1787109375,1026.43,34.4478,35.1666
78.57,740000,148,148,-2572.2294921875,77.84,24.207,13.9778
2706.86,745000,149,149,-2293.340087890625,2701.27,24.2078,16.8238
141.12,750000,150,150,-6608.96484375,82.47,27.4548,89.9731
40.11,755000,151,151,-2641.01318359375,39.95,27.3362,19.7968
2183.21,760000,152,152,-4079.56005859375,2184.6,28.8581,17.8672
2007.31,765000,153,153,-4013.943359375,1996.64,28.8189,20.243
372.95,770000,154,154,-6962.32568359375,350.51,29.7075,24.9787
994.84,775000,155,155,-7781.275390625,994.81,38.5489,53.1717
246.19,780000,156,156,-4997.3525390625,157.23,27.1685,12.8867
71.59,785000,157,157,-3800.481201171875,69.86,27.2278,17.4351
2257.32,790000,158,158,-3633.677978515625,2396.42,26.5505,17.2595
1466.58,795000,159,159,-5230.29638671875,1598.61,26.051,20.2797
2500.65,800000,160,160,-3460.126708984375,2465.48,28.0675,18.3005
2284.51,805000,161,161,-3741.71923828125,2282.97,27.902,22.6614
76.21,810000,162,162,-7651.884765625,70.91,32.3921,39.4823
273.83,815000,163,163,-7690.6376953125,273.53,31.5623,63.1141
396.86,820000,164,164,-7954.849609375,398.8,33.2959,63.5613
493.19,825000,165,165,-5420.19482421875,498.31,29.1311,18.7745
343.62,830000,166,166,-7096.96044921875,345.29,31.9581,21.0408
813.54,835000,167,167,-6638.10791015625,1214.97,26.9122,16.0499
2472.25,840000,168,168,-3830.970947265625,2433.07,27.3879,17.8476
1058.57,845000,169,169,-8938.0791015625,1057.87,36.0774,35.5418
2253.09,850000,170,170,-4393.9453125,2217.1,26.7304,20.8255
1040.04,855000,171,171,-8631.7451171875,1040.55,34.3202,27.8125
2701.15,860000,172,172,-2906.076416015625,2633.22,24.024,17.5776
970.73,865000,173,173,-9070.947265625,971.05,39.276,48.1996
984.82,870000,174,174,-9163.82421875,984.51,38.326,44.5954
992.99,875000,175,175,-9094.9990234375,992.73,38.9616,32.693
977.96,880000,176,176,-9269.7958984375,977.87,37.4321,51.6874
1012.19,885000,177,177,-9315.7353515625,1011.96,38.1253,39.1097
1015.0,890000,178,178,-9463.7490234375,1015.28,37.6492,35.2328
1032.01,895000,179,179,-9242.27734375,1031.9,38.1651,36.9045
1019.94,900000,180,180,-9776.2197265625,1019.63,37.2461,39.8427
2618.15,905000,181,181,-2751.134033203125,2486.24,24.3874,17.4178
524.42,910000,182,182,-6842.07177734375,497.43,27.9792,45.1971
262.0,915000,183,183,-3467.988037109375,264.22,23.8528,15.5428
995.65,920000,184,184,-9690.400390625,995.79,36.5201,46.6167
1000.27,925000,185,185,-9984.521484375,1000.19,41.122,53.8792
218.21,930000,186,186,-9555.7685546875,267.41,29.0441,85.8843
289.21,935000,187,187,-9664.5869140625,290.43,30.0472,79.0633
295.28,940000,188,188,-8525.28515625,278.65,30.8251,82.7313
650.46,945000,189,189,-7846.7763671875,699.87,27.6746,28.917
934.86,950000,190,190,-7742.93505859375,737.53,26.6293,29.0777
1895.46,955000,191,191,-4089.14111328125,2792.26,23.1213,18.867
147.21,960000,192,192,-9481.6494140625,148.23,31.2546,34.1719
571.87,965000,193,193,-8679.95703125,550.17,26.3718,45.1144
981.43,970000,194,194,-11059.2333984375,981.82,40.4685,51.0985
980.01,975000,195,195,-11159.384765625,979.98,39.9971,55.095
2527.84,980000,196,196,-4322.685546875,2536.92,26.1063,20.1961
851.93,985000,197,197,-6680.837890625,755.7,27.3853,17.2488
973.09,990000,198,198,-11438.0234375,973.01,38.4844,54.5102
60.7,995000,199,199,-8816.943359375,59.77,29.1487,45.3461
