Real Det Return,Reward Loss,Running Forward KL,Itration,Running Update Time,Running Env Steps,Running Reverse KL,Real Sto Return
2724.55,-1388.0279541015625,60.0045,118,118,590000,25.5892,1590.53
2631.4,-1394.959716796875,59.2225,119,119,595000,26.0231,1780.51
2568.78,-1420.091064453125,59.1934,120,120,600000,25.9238,1237.29
2743.24,-1489.6644287109375,61.031,121,121,605000,26.0245,2161.0
2493.08,-1451.73876953125,59.8648,122,122,610000,26.888,1854.4
2330.69,-1374.4814453125,60.1263,123,123,615000,29.7574,2435.56
2995.32,-1433.8199462890625,59.7648,124,124,620000,27.2845,2332.79
2623.4,-1343.5020751953125,59.0551,125,125,625000,28.4617,2134.72
2899.78,-1470.195556640625,59.0914,126,126,630000,26.2482,1795.28
3103.41,-1340.8780517578125,58.4499,127,127,635000,28.8908,2079.27
2843.99,-1519.8447265625,59.5587,128,128,640000,26.6828,1898.1
2790.19,-1575.0196533203125,59.7409,129,129,645000,25.6682,1941.46
3260.91,-1539.7879638671875,59.8027,130,130,650000,27.1849,1867.64
3137.7,-1488.8870849609375,60.1373,131,131,655000,29.0563,1971.25
3264.31,-1636.17919921875,59.502,132,132,660000,25.728,2358.24
2743.0,-1523.2607421875,58.7908,133,133,665000,27.3733,2146.32
2776.21,-1571.14111328125,58.9022,134,134,670000,28.0789,2213.93
3251.12,-1527.3995361328125,59.5652,135,135,675000,28.8317,2510.44
3326.79,-1538.13427734375,58.5418,136,136,680000,30.2271,2238.92
3374.52,-1512.317626953125,59.0654,137,137,685000,29.3857,2118.23
3196.05,-1569.458251953125,59.5029,138,138,690000,29.9883,2451.36
3260.35,-1666.5701904296875,60.0096,139,139,695000,31.0682,2613.89
3180.84,-1528.8931884765625,60.8952,140,140,700000,34.3445,2563.08
3375.45,-1549.5352783203125,58.5451,141,141,705000,31.9227,2311.06
3286.39,-1603.9334716796875,62.8297,142,142,710000,35.8545,2564.34
3145.71,-1618.79638671875,60.344,143,143,715000,30.2691,2631.35
2987.01,-1967.40478515625,60.9431,144,144,720000,27.0056,2274.1
3443.46,-1734.112060546875,59.7644,145,145,725000,30.2168,2465.26
3068.83,-1674.7503662109375,59.8838,146,146,730000,32.5772,2556.01
2959.08,-1906.545654296875,60.4131,147,147,735000,25.8132,2013.81
2828.72,-1736.731689453125,61.5681,148,148,740000,32.6507,2349.83
3134.47,-1685.1212158203125,59.2313,149,149,745000,31.138,2692.27
2986.64,-1857.6729736328125,59.6565,150,150,750000,28.8159,2287.46
2987.38,-1972.2916259765625,60.3318,151,151,755000,27.0012,2149.72
3153.28,-1909.9859619140625,59.2786,152,152,760000,27.85,2133.41
2886.65,-1902.0589599609375,60.3373,153,153,765000,28.0687,1710.49
3000.86,-2018.086669921875,60.006,154,154,770000,26.9567,2518.93
2554.43,-2086.149169921875,60.6692,155,155,775000,26.6085,2137.08
2975.88,-1936.2384033203125,59.7284,156,156,780000,29.1034,2113.36
3083.9,-2125.1416015625,60.4352,157,157,785000,29.0984,2554.24
2570.04,-1985.9949951171875,60.0666,158,158,790000,28.2528,2578.66
3233.2,-2047.698486328125,60.3484,159,159,795000,29.0402,2019.52
3023.47,-2326.7099609375,61.6803,160,160,800000,25.2178,2039.43
3066.48,-2284.701416015625,59.8763,161,161,805000,25.4798,2110.55
2454.15,-2502.425048828125,62.1048,162,162,810000,24.2697,1599.88
3243.23,-2160.0859375,60.4812,163,163,815000,29.8073,2487.01
2444.01,-2183.253173828125,59.9187,164,164,820000,26.5256,2197.84
2948.94,-2126.200927734375,59.4413,165,165,825000,29.6402,1995.48
2250.95,-2494.4306640625,60.3844,166,166,830000,25.1152,2145.29
3198.17,-2294.958984375,59.7496,167,167,835000,27.6942,2216.14
2407.86,-2307.83935546875,60.1596,168,168,840000,26.5648,1757.03
2447.02,-2225.19921875,60.9033,169,169,845000,30.6627,2214.4
2875.42,-2465.94775390625,60.5853,170,170,850000,25.6467,2230.02
3011.98,-2558.442626953125,61.0009,171,171,855000,25.678,2254.52
3045.9,-2805.51953125,61.8591,172,172,860000,25.7141,2138.08
2966.45,-2590.26953125,59.9903,173,173,865000,25.2525,1989.5
2911.23,-2454.4609375,59.8719,174,174,870000,27.59,2320.76
2651.87,-2488.09814453125,59.5636,175,175,875000,26.7911,2325.99
3541.29,-2617.8095703125,60.6226,176,176,880000,27.2032,2464.6
3050.3,-2678.570556640625,60.4944,177,177,885000,26.9052,2559.41
3250.48,-2489.78271484375,60.0313,178,178,890000,30.7273,2551.36
3266.14,-2413.287109375,59.9339,179,179,895000,30.9673,2648.19
3019.66,-2582.6171875,59.6567,180,180,900000,28.3661,1987.91
2947.97,-2644.1181640625,60.6569,181,181,905000,28.7826,2363.03
3588.25,-2733.7822265625,60.6643,182,182,910000,28.028,2300.03
3104.76,-2910.593505859375,59.8566,183,183,915000,24.8615,2516.92
3442.07,-2667.001708984375,59.4362,184,184,920000,28.9582,3075.82
2866.06,-2950.1904296875,60.4441,185,185,925000,25.9798,2481.62
2805.08,-2886.619384765625,59.7877,186,186,930000,27.3147,2335.71
2575.46,-2995.044189453125,60.9004,187,187,935000,27.1905,1836.63
3631.68,-2790.529052734375,60.6351,188,188,940000,29.957,2447.35
3711.67,-3140.680908203125,60.5937,189,189,945000,24.9312,2160.64
3531.67,-2889.070556640625,60.2711,190,190,950000,30.5,1842.3
2735.98,-2862.032958984375,60.945,191,191,955000,31.9676,2019.62
2863.87,-3411.881591796875,61.5024,192,192,960000,24.8045,1934.84
3046.0,-3027.120849609375,59.4783,193,193,965000,26.3182,1788.88
3541.49,-2750.744873046875,60.8493,194,194,970000,35.0964,1885.11
3129.4,-3025.306884765625,59.6425,195,195,975000,28.7981,2672.98
3108.29,-3141.410888671875,59.5738,196,196,980000,29.2651,2264.6
3177.28,-3048.7490234375,60.083,197,197,985000,30.6693,2042.79
3411.2,-3166.546875,61.6056,198,198,990000,31.5209,2599.15
3203.71,-3067.1806640625,60.2617,199,199,995000,33.2256,2685.98
3321.15,-3248.724365234375,59.4843,200,200,1000000,27.8537,2512.93
3502.28,-3346.237548828125,60.6105,201,201,1005000,29.5274,2658.86
3588.06,-3305.664306640625,61.0596,202,202,1010000,34.31,2621.79
3885.69,-3282.3740234375,60.9848,203,203,1015000,29.5699,2360.68
3550.54,-3666.232421875,60.8296,204,204,1020000,27.1942,2448.24
3070.45,-3779.9677734375,61.0737,205,205,1025000,26.1888,2669.31
3629.72,-3256.8349609375,61.5648,206,206,1030000,35.4289,2346.51
3524.85,-3984.4609375,61.9061,207,207,1035000,24.8662,2328.4
3285.71,-3467.668701171875,61.1946,208,208,1040000,33.1256,2519.01
3559.39,-3498.295654296875,60.1323,209,209,1045000,30.3176,2679.62
3368.98,-3506.67919921875,60.4954,210,210,1050000,32.7176,2271.59
3360.65,-3680.942138671875,60.0494,211,211,1055000,29.4514,1981.84
3402.15,-3757.968505859375,60.255,212,212,1060000,31.7596,2568.26
3681.95,-4020.536376953125,61.4868,213,213,1065000,27.5157,2807.94
3701.64,-3738.707763671875,60.8101,214,214,1070000,33.2205,2393.08
3200.91,-3817.849609375,61.3275,215,215,1075000,33.1662,2464.47
3549.77,-3820.740478515625,60.8274,216,216,1080000,32.2772,2175.45
3666.21,-3826.77001953125,61.3688,217,217,1085000,34.5724,2413.92
3632.95,-3927.091552734375,60.9399,218,218,1090000,34.0251,1747.6
3351.97,-3952.2548828125,60.9844,219,219,1095000,33.5471,2492.64
2950.39,-4052.218994140625,61.9311,220,220,1100000,36.0217,2426.04
3225.59,-4192.67333984375,60.7796,221,221,1105000,31.1561,2519.39
3430.15,-4280.1865234375,60.9575,222,222,1110000,29.9593,2615.22
3479.49,-4141.34033203125,61.848,223,223,1115000,35.6954,2712.84
3343.29,-4328.2880859375,61.0473,224,224,1120000,30.7761,2764.95
2504.78,-4503.5107421875,61.4265,225,225,1125000,29.2229,1634.4
3692.4,-4207.529296875,62.3087,226,226,1130000,36.3229,2456.79
3616.52,-4485.22509765625,61.0262,227,227,1135000,29.4547,2552.51
3114.68,-4388.166015625,60.6399,228,228,1140000,32.7653,2194.94
3438.34,-4416.67333984375,60.1876,229,229,1145000,32.2652,2553.67
3437.01,-4365.41357421875,61.4013,230,230,1150000,35.4488,2554.03
3578.61,-4588.0009765625,60.3835,231,231,1155000,31.1223,2461.03
2857.03,-4749.7578125,60.3659,232,232,1160000,30.9462,2200.66
3114.87,-4649.5869140625,61.4045,233,233,1165000,33.205,2828.79
3614.98,-4630.6337890625,62.4704,234,234,1170000,37.9858,2935.87
3291.79,-4697.52783203125,63.0231,235,235,1175000,37.8933,2375.72
3146.66,-4954.837890625,61.4065,236,236,1180000,30.6142,1936.39
3721.53,-4894.54150390625,61.758,237,237,1185000,33.7593,2952.51
3657.31,-5004.5361328125,62.188,238,238,1190000,34.3705,2912.96
3695.22,-5022.86962890625,61.8922,239,239,1195000,34.5516,2888.97
3441.75,-5019.4033203125,60.3043,240,240,1200000,32.8309,2921.73
3782.38,-5079.8310546875,61.0427,241,241,1205000,32.3226,2686.98
3557.55,-4980.2890625,61.4978,242,242,1210000,36.3627,2644.67
3711.19,-5239.31787109375,61.5947,243,243,1215000,31.8096,2722.61
3165.94,-5350.97705078125,62.7951,244,244,1220000,35.1109,3091.62
3881.88,-5185.3076171875,61.7038,245,245,1225000,36.2147,2390.17
3632.3,-5281.322265625,61.6309,246,246,1230000,33.4299,2969.54
3762.73,-5355.09228515625,62.1238,247,247,1235000,34.8291,2928.76
3735.39,-5219.00732421875,62.4931,248,248,1240000,37.7272,2352.66
3788.47,-5666.927734375,61.5466,249,249,1245000,31.1222,3118.76
3208.73,-5517.20361328125,63.071,250,250,1250000,37.3355,2987.3
3894.14,-5528.09765625,62.7824,251,251,1255000,39.3574,3195.54
3392.43,-5680.47998046875,61.6681,252,252,1260000,33.7705,3079.6
3571.55,-5445.54296875,63.3416,253,253,1265000,38.9598,2747.06
3845.95,-5615.05224609375,63.3033,254,254,1270000,38.2032,2620.87
3776.72,-5855.89404296875,62.114,255,255,1275000,34.4859,2882.33
3644.55,-5610.94482421875,65.6375,256,256,1280000,41.666,2725.08
3865.35,-5791.52099609375,63.9732,257,257,1285000,38.8633,2784.89
3424.25,-5900.13427734375,62.4283,258,258,1290000,36.0161,2504.57
3663.08,-6046.82666015625,61.8462,259,259,1295000,34.3264,3002.34
3683.73,-5959.65234375,63.0623,260,260,1300000,39.046,2548.48
3710.05,-5923.7900390625,62.9126,261,261,1305000,35.9358,2217.1
3567.16,-6030.8984375,62.1802,262,262,1310000,34.963,2950.57
3839.6,-6057.2177734375,62.2431,263,263,1315000,35.9621,2921.75
3057.63,-6459.77099609375,62.2355,264,264,1320000,32.418,2459.75
3489.21,-6142.658203125,62.1865,265,265,1325000,33.814,3311.82
3319.52,-6252.01416015625,62.685,266,266,1330000,36.1485,2659.36
3920.82,-6185.4609375,63.1018,267,267,1335000,38.3223,3058.02
3847.4,-6131.89306640625,64.3666,268,268,1340000,39.1886,2721.63
3565.04,-6502.7451171875,61.5894,269,269,1345000,30.956,2905.98
3380.66,-6589.849609375,62.4783,270,270,1350000,33.0891,2385.22
3690.85,-6541.82958984375,62.5515,271,271,1355000,34.951,2926.55
3297.62,-6345.3876953125,62.9068,272,272,1360000,38.0251,3019.82
3415.5,-6654.44189453125,62.1349,273,273,1365000,32.4459,2804.4
3747.03,-6457.21826171875,64.1196,274,274,1370000,42.0737,2885.87
3184.3,-6717.74267578125,62.6917,275,275,1375000,33.1519,2443.99
3158.7,-7029.53466796875,62.3352,276,276,1380000,28.8698,2552.83
3393.5,-6769.78271484375,62.5039,277,277,1385000,35.396,2485.06
3366.37,-6895.54443359375,61.4568,278,278,1390000,30.2984,2821.7
3329.34,-6923.19287109375,63.1256,279,279,1395000,36.3112,2899.7
3407.46,-6775.3515625,62.2997,280,280,1400000,34.2407,3208.56
3742.63,-6922.34326171875,63.4018,281,281,1405000,34.8605,2687.51
3467.3,-7131.916015625,62.0636,282,282,1410000,29.7287,1857.54
3381.39,-7068.3896484375,63.4209,283,283,1415000,35.3936,2647.6
3674.65,-6980.896484375,65.5361,284,284,1420000,41.6908,2878.2
3732.38,-7028.0625,64.726,285,285,1425000,40.9279,3005.48
3527.51,-7169.63037109375,62.3058,286,286,1430000,36.0147,2424.05
3592.35,-7375.29296875,63.118,287,287,1435000,34.8488,2747.18
3065.73,-7363.60546875,62.9978,288,288,1440000,33.0553,2135.2
3749.57,-7462.87451171875,63.8292,289,289,1445000,35.2871,3021.76
3742.5,-7490.3701171875,62.6013,290,290,1450000,32.7676,2773.36
3431.18,-7511.080078125,62.866,291,291,1455000,33.3062,2474.37
3914.83,-7802.56640625,63.76,292,292,1460000,33.9723,2818.98
4114.53,-7619.921875,63.2411,293,293,1465000,39.3703,3034.54
3369.57,-7728.6767578125,63.0621,294,294,1470000,35.6112,2959.01
3550.66,-7806.2958984375,63.1936,295,295,1475000,37.3922,2417.86
3258.93,-7963.08447265625,62.189,296,296,1480000,34.1617,2876.6
3360.82,-7882.95751953125,62.4703,297,297,1485000,33.886,2999.09
3303.81,-8011.78564453125,63.9453,298,298,1490000,38.9797,2800.98
3319.07,-7810.609375,63.3548,299,299,1495000,37.0415,2964.03
3947.13,-7970.28173828125,63.4365,300,300,1500000,37.9205,3274.09
4066.09,-8013.80712890625,62.5895,301,301,1505000,30.6317,2553.13
4037.57,-7984.21875,65.0612,302,302,1510000,39.1624,3077.61
4019.09,-8198.0888671875,62.7944,303,303,1515000,31.3471,3165.02
3652.11,-8333.9462890625,63.7465,304,304,1520000,34.093,2954.72
4191.28,-8354.65234375,62.1023,305,305,1525000,33.3395,3574.49
3677.37,-8345.697265625,64.5828,306,306,1530000,39.2288,2862.2
3329.05,-8477.41796875,63.1749,307,307,1535000,36.5541,2639.5
3607.68,-8388.7412109375,64.0198,308,308,1540000,39.136,3063.69
3565.54,-8561.4482421875,63.9341,309,309,1545000,39.3954,3241.62
3673.21,-8484.548828125,65.205,310,310,1550000,40.8271,2592.74
3496.47,-8593.748046875,62.0269,311,311,1555000,35.1405,2940.86
3933.77,-8709.701171875,62.57,312,312,1560000,33.3227,3294.99
4010.58,-8642.556640625,61.8684,313,313,1565000,34.3275,2911.16
3717.66,-8883.9619140625,62.7085,314,314,1570000,32.9033,3022.27
2785.84,-8766.197265625,62.7208,315,315,1575000,32.2443,3230.05
3483.4,-8822.248046875,63.3157,316,316,1580000,36.814,2683.08
3764.07,-8710.9130859375,64.9359,317,317,1585000,41.9672,2789.68
3721.2,-8968.8740234375,63.4511,318,318,1590000,38.2385,2714.41
3376.74,-8890.642578125,64.3494,319,319,1595000,37.2541,3313.12
3148.73,-9022.2587890625,63.3916,320,320,1600000,35.5913,3033.89
3498.64,-9165.9052734375,63.1062,321,321,1605000,36.2626,3214.69
3740.84,-9142.421875,64.2298,322,322,1610000,37.8072,3015.48
4095.32,-9043.458984375,61.9819,323,323,1615000,36.4392,3282.4
3753.23,-9336.36328125,65.7969,324,324,1620000,42.4892,2673.24
3877.66,-9395.8525390625,64.0066,325,325,1625000,39.3177,3184.5
3617.76,-9465.4794921875,64.9614,326,326,1630000,40.9979,2634.18
3907.07,-9332.6826171875,66.3128,327,327,1635000,44.6213,2854.75
3843.4,-9489.8125,64.5555,328,328,1640000,39.9334,3017.84
3472.99,-9587.8916015625,63.383,329,329,1645000,38.3522,2712.24
4079.66,-9432.869140625,64.9642,330,330,1650000,42.1794,3354.22
3621.31,-9620.685546875,66.0005,331,331,1655000,45.7827,3071.38
3777.5,-9755.5634765625,63.8164,332,332,1660000,37.8336,3175.21
4157.33,-9719.1259765625,66.119,333,333,1665000,45.1131,3475.73
4056.32,-9888.486328125,63.5996,334,334,1670000,40.2744,2817.79
3873.9,-9922.5478515625,66.7698,335,335,1675000,46.3685,3309.16
3608.41,-10017.2919921875,66.4282,336,336,1680000,42.0354,3233.91
4315.67,-10012.5390625,67.369,337,337,1685000,45.0321,3382.52
4315.02,-10119.720703125,64.9364,338,338,1690000,39.4075,3408.26
4286.23,-10033.64453125,68.3515,339,339,1695000,48.8005,3737.96
4261.0,-10235.0009765625,65.1157,340,340,1700000,43.3289,3412.22
3962.14,-10149.3125,66.1905,341,341,1705000,44.5811,3270.28
4332.97,-10158.2734375,67.4712,342,342,1710000,48.7695,3554.4
4044.73,-10215.6787109375,66.047,343,343,1715000,43.2459,3344.85
4245.39,-10541.203125,67.9143,344,344,1720000,50.4703,3563.17
4346.96,-10195.1103515625,66.5184,345,345,1725000,42.9383,3151.4
4346.49,-10365.0458984375,67.4386,346,346,1730000,49.2488,3849.68
4233.52,-10281.7080078125,68.7583,347,347,1735000,49.8183,3710.65
3950.32,-10440.130859375,66.8154,348,348,1740000,48.546,3316.84
4340.45,-10550.75,67.4,349,349,1745000,49.0584,2916.11
4355.23,-10919.58984375,68.237,350,350,1750000,51.5986,3724.1
4149.5,-10766.9453125,67.1087,351,351,1755000,49.1856,3860.92
4594.01,-10557.8818359375,69.0727,352,352,1760000,50.7449,3636.58
4612.01,-10740.3544921875,68.6133,353,353,1765000,50.5718,3541.87
4223.38,-10654.2587890625,67.4852,354,354,1770000,46.5019,3137.02
4323.7,-10845.43359375,69.6705,355,355,1775000,51.3111,3760.52
4273.36,-10741.5439453125,70.4168,356,356,1780000,49.6669,3163.85
4332.43,-10792.25390625,71.2572,357,357,1785000,51.8303,3562.91
4562.42,-10870.0966796875,71.3873,358,358,1790000,53.7995,3764.36
4549.06,-11011.212890625,70.091,359,359,1795000,51.3162,3062.12
4492.73,-11033.3671875,72.2782,360,360,1800000,55.6895,3245.35
4283.51,-11015.3427734375,72.8858,361,361,1805000,56.4088,3602.96
4961.29,-11173.8564453125,68.7807,362,362,1810000,48.3498,3826.54
3586.56,-11415.685546875,73.2231,363,363,1815000,56.4939,3069.23
4321.8,-11465.5458984375,71.3814,364,364,1820000,52.8973,2813.47
4220.28,-11451.421875,74.7868,365,365,1825000,58.7168,3654.97
4403.75,-11177.185546875,73.1766,366,366,1830000,52.1323,3919.38
3736.46,-11466.640625,69.8887,367,367,1835000,51.9439,3615.73
4267.31,-11846.015625,76.922,368,368,1840000,60.9755,3236.28
3834.03,-11236.564453125,68.631,369,369,1845000,46.5878,2785.87
4020.54,-11395.51953125,75.7304,370,370,1850000,59.8579,3020.16
4075.39,-11382.0224609375,73.9222,371,371,1855000,55.8036,3095.58
4017.53,-11670.802734375,73.6663,372,372,1860000,58.8569,3312.57
4304.66,-11660.962890625,76.6559,373,373,1865000,60.2481,3757.19
4753.35,-11366.83984375,70.6538,374,374,1870000,52.6129,3742.22
3911.52,-11427.576171875,74.787,375,375,1875000,57.204,3880.41
3298.51,-11835.99609375,76.4029,376,376,1880000,59.392,3428.61
3831.12,-11651.337890625,75.7303,377,377,1885000,58.5427,3565.26
3368.18,-11615.08984375,74.2305,378,378,1890000,58.1551,3243.57
4101.16,-11820.9248046875,76.652,379,379,1895000,59.2205,3884.5
3580.39,-11972.5380859375,77.808,380,380,1900000,63.4132,2788.5
3894.61,-11927.802734375,76.6896,381,381,1905000,62.3136,3331.91
3949.34,-12185.4501953125,78.6053,382,382,1910000,64.1552,3358.28
4040.06,-12213.2685546875,79.2272,383,383,1915000,63.2433,3444.67
3174.94,-12190.1015625,78.3819,384,384,1920000,66.428,3037.03
3716.55,-12255.6103515625,78.5395,385,385,1925000,63.5073,3695.69
4297.63,-12269.724609375,76.289,386,386,1930000,62.3364,4107.64
3879.85,-12508.724609375,78.6894,387,387,1935000,65.632,3391.98
