Real Det Return,Itration,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Running Forward KL,Real Sto Return
4600.94,81,127.9686,-8227.041015625,405000,81,316.565,4595.11
4898.16,82,119.7865,-7676.0419921875,410000,82,308.7758,4795.31
4448.39,83,130.1363,-8096.0380859375,415000,83,310.6445,4874.89
4347.47,84,129.6096,-8218.078125,420000,84,309.3252,4921.33
3913.88,85,127.9765,-8593.8173828125,425000,85,314.485,3785.57
4681.88,86,125.7058,-8727.5595703125,430000,86,310.832,4745.29
5156.24,87,124.114,-8653.556640625,435000,87,309.102,5050.94
4282.09,88,121.6648,-8549.4384765625,440000,88,312.2079,4628.25
3812.06,89,130.8122,-9113.306640625,445000,89,310.4276,4384.0
4379.92,90,117.3801,-8604.115234375,450000,90,304.4031,4227.06
4567.36,91,122.3078,-8704.1572265625,455000,91,306.5751,4740.48
5167.07,92,124.2116,-9033.4892578125,460000,92,308.1383,4884.41
4116.34,93,147.4474,-10373.94921875,465000,93,322.9961,4784.0
4999.41,94,130.4235,-9957.8095703125,470000,94,316.2239,4915.45
4432.57,95,126.8821,-9558.435546875,475000,95,305.3462,4856.28
5063.28,96,133.8477,-10296.3447265625,480000,96,312.4841,5067.35
4053.74,97,135.3935,-10256.5390625,485000,97,309.4914,4801.99
4001.8,98,132.791,-10799.2138671875,490000,98,315.9361,4362.82
2581.59,99,133.703,-10462.2978515625,495000,99,317.3977,4737.47
4442.77,100,119.4952,-10367.55859375,500000,100,303.081,4911.42
3228.13,101,126.8555,-10955.6162109375,505000,101,303.6023,4871.12
3550.77,102,139.8373,-11344.453125,510000,102,311.8854,4548.11
4286.8,103,133.9759,-11352.228515625,515000,103,309.6926,4963.11
4998.03,104,115.5332,-10592.5693359375,520000,104,302.2497,5179.45
2828.88,105,169.6711,-12124.583984375,525000,105,319.9251,3058.18
3828.34,106,133.4893,-11799.6884765625,530000,106,313.3844,3928.25
5083.76,107,127.7069,-11698.30859375,535000,107,307.226,4309.02
3466.65,108,127.6751,-11862.06640625,540000,108,305.4471,4797.25
4663.4,109,137.2261,-12321.2587890625,545000,109,311.2594,3193.14
4251.48,110,117.6128,-11981.384765625,550000,110,306.3369,3912.28
4109.79,111,137.7672,-12512.314453125,555000,111,312.4663,4986.17
3647.06,112,156.4293,-13037.201171875,560000,112,323.1252,3402.72
4858.78,113,127.6641,-12404.5947265625,565000,113,310.2787,4574.01
4944.91,114,122.3772,-12295.05859375,570000,114,309.5377,4373.47
3279.81,115,181.2408,-13624.673828125,575000,115,340.3284,4282.48
4057.09,116,113.7764,-12109.1689453125,580000,116,305.9306,4476.32
4388.87,117,119.7399,-12160.953125,585000,117,308.3404,4838.08
3396.57,118,123.7575,-12239.92578125,590000,118,309.3091,5128.38
3577.7,119,119.1295,-12180.5625,595000,119,306.5291,5123.86
4413.31,120,105.6229,-12141.4677734375,600000,120,302.1261,5098.69
5238.44,121,128.1934,-12399.5703125,605000,121,307.0466,4415.21
5195.96,122,116.4445,-12352.794921875,610000,122,305.2787,5023.73
5215.92,123,115.6647,-12310.453125,615000,123,300.9157,4944.79
3930.56,124,162.0694,-13883.2607421875,620000,124,338.1683,3890.57
4232.01,125,140.6188,-13458.4677734375,625000,125,318.3525,4250.57
4919.27,126,140.2186,-13592.611328125,630000,126,312.8005,4520.73
4865.22,127,121.0609,-13033.5859375,635000,127,312.4056,4887.75
4784.87,128,107.9685,-12922.5849609375,640000,128,306.8972,4865.92
3579.58,129,137.1918,-13724.693359375,645000,129,316.0064,3809.06
4865.07,130,122.5084,-13190.25390625,650000,130,305.383,4857.08
3622.12,131,128.1633,-13719.8681640625,655000,131,315.6198,4706.61
4782.05,132,119.7946,-13490.966796875,660000,132,307.2595,3994.69
4965.71,133,133.114,-13883.6435546875,665000,133,316.8497,4554.94
5123.23,134,100.5533,-12855.7421875,670000,134,298.6388,4894.96
4999.41,135,135.6175,-13855.794921875,675000,135,308.3568,4542.11
5059.11,136,117.6354,-14208.25390625,680000,136,307.9964,5042.79
5070.25,137,115.4824,-13836.4462890625,685000,137,302.6517,5086.74
4783.58,138,112.0176,-14155.6572265625,690000,138,305.2854,4609.12
4748.68,139,122.8178,-14243.87890625,695000,139,307.0035,3838.69
5012.5,140,119.6681,-14455.978515625,700000,140,306.597,5024.16
5226.93,141,115.0782,-14000.0361328125,705000,141,302.7585,4884.15
5149.92,142,129.5692,-14317.5244140625,710000,142,304.832,5044.19
5291.06,143,109.7384,-14315.1376953125,715000,143,297.2651,5043.06
5111.92,144,113.5967,-14599.943359375,720000,144,301.2121,5141.64
5202.29,145,111.0607,-14500.40625,725000,145,298.9323,5115.28
5229.62,146,103.6472,-14121.83203125,730000,146,296.8539,4919.29
4555.37,147,119.1504,-14627.1865234375,735000,147,300.6558,4549.09
4877.95,148,154.1341,-14890.3232421875,740000,148,310.6999,4697.09
4779.02,149,111.6118,-14866.4189453125,745000,149,299.2,4731.66
4926.09,150,121.7198,-15287.037109375,750000,150,304.6496,5072.63
5327.77,151,115.4111,-14612.22265625,755000,151,296.9003,4910.58
5262.49,152,112.6822,-14731.7998046875,760000,152,298.0277,4682.64
5088.69,153,118.2812,-14927.416015625,765000,153,299.7976,4606.84
4813.19,154,102.5296,-14844.1943359375,770000,154,298.4447,5075.28
5094.37,155,110.4305,-14713.8828125,775000,155,297.837,4778.08
5313.17,156,113.5674,-15246.9599609375,780000,156,295.6262,4791.96
5267.72,157,119.7188,-15212.7783203125,785000,157,303.6248,4388.24
5066.33,158,124.3061,-15239.255859375,790000,158,293.3802,4567.78
5145.97,159,118.6319,-15151.0322265625,795000,159,295.3496,4828.88
5246.59,160,115.9142,-15541.1806640625,800000,160,300.8701,4884.3
5311.55,161,104.9311,-15359.3193359375,805000,161,292.8621,4903.83
5298.91,162,105.7947,-15201.068359375,810000,162,295.7566,4719.35
5083.55,163,128.0918,-15649.4560546875,815000,163,299.9245,4597.76
5367.33,164,129.2809,-15775.0380859375,820000,164,302.6425,5021.62
5282.65,165,112.2843,-15799.9013671875,825000,165,304.6641,4389.71
5298.13,166,113.7098,-15658.2392578125,830000,166,296.3764,5031.48
5038.82,167,134.2593,-15971.5380859375,835000,167,299.5762,4637.36
5263.0,168,120.8025,-15816.3994140625,840000,168,294.2275,4983.65
5311.25,169,100.6923,-15780.203125,845000,169,291.0931,4809.68
5355.67,170,121.4561,-15509.6318359375,850000,170,295.3927,4772.33
5160.4,171,112.0392,-16242.8662109375,855000,171,297.8642,4911.98
5345.78,172,107.4816,-15861.2001953125,860000,172,292.5337,4831.76
5152.02,173,108.5898,-16138.08984375,865000,173,300.9824,4660.08
2941.81,174,126.6553,-16099.220703125,870000,174,298.7927,3916.62
5192.11,175,137.5263,-16564.736328125,875000,175,316.3957,3856.48
4163.79,176,113.7719,-16224.751953125,880000,176,298.9843,4312.77
3840.62,177,118.8168,-15917.0693359375,885000,177,296.1776,4785.28
5308.36,178,124.2148,-16231.3388671875,890000,178,298.7983,5062.67
5365.4,179,94.332,-16133.0341796875,895000,179,287.2757,4806.28
4692.7,180,106.9693,-16448.462890625,900000,180,301.3231,4448.74
4896.97,181,97.8145,-16130.3828125,905000,181,293.9908,4836.89
4597.97,182,108.6258,-16128.10546875,910000,182,299.7381,4816.86
4942.42,183,123.9306,-16134.3818359375,915000,183,293.5655,4813.84
5291.32,184,189.9264,-16396.669921875,920000,184,317.6679,3902.22
4839.51,185,131.8704,-16659.58203125,925000,185,303.46,4523.04
5364.18,186,134.7582,-16612.810546875,930000,186,297.2468,4563.92
5163.25,187,118.3965,-16696.84375,935000,187,300.888,4580.75
5194.3,188,107.0847,-16524.58203125,940000,188,296.5973,4859.54
5286.28,189,117.711,-16709.13671875,945000,189,295.1047,4250.96
5373.41,190,102.2682,-16652.03125,950000,190,292.7204,5064.38
5277.64,191,99.2162,-16393.228515625,955000,191,294.533,3940.86
5211.97,192,91.434,-16642.2421875,960000,192,290.9365,4936.71
5481.44,193,107.6504,-16690.26953125,965000,193,292.3878,5053.39
5397.35,194,92.7145,-16415.625,970000,194,291.0758,4913.43
4012.94,195,93.5713,-16294.9794921875,975000,195,286.3271,5126.72
5348.3,196,106.5613,-16826.30859375,980000,196,292.6814,4820.52
4134.51,197,88.8532,-16546.5,985000,197,291.3473,4901.6
4987.37,198,93.2021,-16628.814453125,990000,198,292.8401,4691.07
5335.3,199,95.1381,-16613.765625,995000,199,290.3175,5027.82
5388.74,200,87.9316,-16885.998046875,1000000,200,285.4209,4868.77
5344.74,201,105.9631,-16849.8046875,1005000,201,290.2736,5019.35
5275.75,202,105.4171,-16780.28125,1010000,202,293.137,5051.3
5485.08,203,102.9213,-16729.4765625,1015000,203,287.6529,5174.99
5440.03,204,90.2269,-16988.26171875,1020000,204,285.1342,4601.6
5464.45,205,105.8136,-16966.328125,1025000,205,294.3217,5120.64
5411.48,206,106.7335,-17163.74609375,1030000,206,291.9442,4721.68
5446.58,207,109.6947,-16805.83984375,1035000,207,291.9888,5113.53
5456.11,208,86.9968,-17080.06640625,1040000,208,286.2085,5140.45
5471.85,209,109.4095,-17274.630859375,1045000,209,291.8883,4850.64
4615.32,210,113.9892,-17270.751953125,1050000,210,293.5266,4673.73
5428.11,211,95.7894,-17393.4140625,1055000,211,291.8965,5057.35
5512.82,212,90.3175,-17422.72265625,1060000,212,284.4282,5131.2
5469.69,213,91.9606,-17487.76953125,1065000,213,292.1962,5066.4
5372.58,214,89.9166,-17370.357421875,1070000,214,290.5518,5040.97
5464.97,215,102.2891,-17432.365234375,1075000,215,288.2487,4952.21
5479.91,216,111.3657,-17510.078125,1080000,216,292.8884,4756.77
5462.17,217,93.2284,-17594.005859375,1085000,217,288.247,5119.1
5418.36,218,145.9573,-17278.9453125,1090000,218,298.9636,4623.25
5439.35,219,115.557,-17502.359375,1095000,219,295.0572,4561.42
4898.96,220,106.3157,-17587.55078125,1100000,220,290.7421,5112.5
5204.44,221,90.7884,-17528.51171875,1105000,221,285.9191,4852.6
5204.43,222,92.8868,-17692.462890625,1110000,222,287.7352,5108.12
4967.62,223,111.8673,-17540.775390625,1115000,223,295.5746,5118.82
5202.35,224,104.6592,-17600.283203125,1120000,224,297.3033,4546.77
5404.13,225,98.0448,-17607.337890625,1125000,225,296.1393,4992.86
5172.03,226,100.546,-17853.640625,1130000,226,296.1884,4426.47
5371.1,227,108.1526,-17747.162109375,1135000,227,301.2864,4409.85
5017.14,228,108.7175,-17906.541015625,1140000,228,301.6899,4960.42
5454.97,229,95.1721,-17924.201171875,1145000,229,297.1537,4473.43
5175.99,230,106.9985,-17852.16015625,1150000,230,303.8755,4657.25
1933.04,231,122.5942,-17949.5625,1155000,231,301.8401,4803.3
4869.9,232,108.7896,-17966.61328125,1160000,232,292.245,4639.52
3607.35,233,128.8241,-17845.53515625,1165000,233,306.8668,4542.15
2782.2,234,103.0385,-18040.0078125,1170000,234,296.9203,4573.33
4522.52,235,95.9074,-18147.833984375,1175000,235,291.1353,5163.03
2109.58,236,111.8791,-17997.404296875,1180000,236,295.9326,4742.34
5084.59,237,103.3952,-18135.998046875,1185000,237,292.4826,5219.4
2197.13,238,108.9774,-18133.9453125,1190000,238,292.1988,4891.28
5220.61,239,113.4979,-18054.203125,1195000,239,294.1195,4364.5
4708.62,240,115.2529,-18038.623046875,1200000,240,291.8708,4915.3
3466.11,241,175.7007,-17637.634765625,1205000,241,302.4488,4289.05
1988.76,242,113.345,-17994.47265625,1210000,242,290.948,3922.79
5215.9,243,140.2763,-17854.79296875,1215000,243,293.3147,3997.45
903.12,244,145.6284,-17894.9609375,1220000,244,298.6298,3261.98
1621.17,245,137.4106,-17817.25,1225000,245,301.4641,3610.21
4910.13,246,154.2416,-17720.095703125,1230000,246,301.9654,4747.24
2803.09,247,110.6607,-18173.423828125,1235000,247,298.0696,4432.67
3404.42,248,116.3035,-17916.263671875,1240000,248,290.6696,3185.03
4366.46,249,108.9157,-17868.248046875,1245000,249,292.9709,3773.04
2227.88,250,144.8613,-17533.99609375,1250000,250,297.948,3556.63
2957.85,251,179.6275,-17480.224609375,1255000,251,304.3109,3757.18
590.68,252,248.4454,-16997.66015625,1260000,252,342.6419,1243.68
3386.43,253,120.0739,-17267.26953125,1265000,253,295.7738,3195.88
2750.23,254,145.4262,-16890.353515625,1270000,254,304.2762,3045.82
2227.63,255,117.0083,-17550.669921875,1275000,255,295.6496,4641.55
5124.49,256,122.6256,-17260.09375,1280000,256,302.1368,3135.26
4884.16,257,131.6584,-17193.1171875,1285000,257,298.7952,3125.8
4061.87,258,139.0336,-17229.71875,1290000,258,301.3594,3337.15
4431.23,259,129.7207,-17265.228515625,1295000,259,299.0267,3884.6
4908.07,260,136.8742,-17194.5078125,1300000,260,299.0689,3906.51
2019.13,261,116.4268,-17731.349609375,1305000,261,296.5839,4208.93
2771.3,262,128.3414,-17545.06640625,1310000,262,294.8508,3817.0
2295.52,263,110.6039,-17833.759765625,1315000,263,290.685,4564.9
4034.51,264,118.1189,-17857.07421875,1320000,264,293.8499,4684.07
4818.05,265,109.3016,-17914.81640625,1325000,265,289.5915,4316.54
4387.97,266,107.4749,-18204.046875,1330000,266,290.2671,4521.49
4134.05,267,107.9284,-18366.658203125,1335000,267,288.042,4776.08
2918.53,268,109.5311,-18024.765625,1340000,268,294.0838,4071.24
3610.86,269,119.4266,-18178.67578125,1345000,269,291.9954,4474.69
1580.74,270,109.0829,-18135.298828125,1350000,270,288.1878,4167.94
2912.33,271,149.2018,-17665.6484375,1355000,271,309.476,3789.41
1339.06,272,116.7468,-18300.015625,1360000,272,293.7341,4377.21
2283.0,273,131.3481,-18021.052734375,1365000,273,301.5393,3808.14
3334.02,274,103.0264,-18212.80859375,1370000,274,295.746,4886.98
2374.8,275,110.793,-18110.197265625,1375000,275,295.0524,4045.39
3841.76,276,96.9169,-18488.697265625,1380000,276,284.0559,4277.23
5113.57,277,92.6593,-18554.9453125,1385000,277,286.622,4727.42
4857.38,278,99.1962,-17928.599609375,1390000,278,290.3224,4432.92
4017.73,279,90.2999,-18595.0859375,1395000,279,281.728,4169.56
5330.02,280,95.4369,-18578.173828125,1400000,280,281.4363,4745.62
4769.3,281,98.8277,-18029.94921875,1405000,281,287.2885,3975.52
5323.5,282,114.6248,-18356.701171875,1410000,282,293.9774,4909.89
2242.46,283,116.0578,-18319.009765625,1415000,283,297.0704,4372.75
4198.69,284,111.2969,-18786.576171875,1420000,284,292.843,4691.27
5318.21,285,99.2098,-18763.43359375,1425000,285,287.8387,4946.49
4832.33,286,128.4601,-18603.046875,1430000,286,302.5823,4786.45
4416.5,287,124.2289,-18748.03515625,1435000,287,299.449,5057.05
2088.11,288,152.3944,-18526.587890625,1440000,288,325.7123,2825.08
2575.31,289,155.9544,-18835.1015625,1445000,289,310.6949,3776.76
2712.83,290,143.4924,-18849.4375,1450000,290,312.6113,4087.41
2924.15,291,144.1474,-18988.09765625,1455000,291,309.264,4819.49
4640.72,292,143.4466,-18847.728515625,1460000,292,312.7353,4374.06
4629.99,293,124.6114,-18285.453125,1465000,293,304.1569,3874.6
5252.52,294,132.4754,-18188.80859375,1470000,294,305.5057,4409.3
4577.6,295,112.5297,-18213.748046875,1475000,295,297.9654,4266.55
4944.75,296,137.9076,-18596.6640625,1480000,296,311.2881,4815.52
5157.61,297,151.0885,-18157.548828125,1485000,297,316.2492,5301.25
4943.88,298,135.5787,-17997.7578125,1490000,298,305.8845,4835.07
4772.69,299,123.5932,-18358.84765625,1495000,299,303.7185,4793.64
5083.71,300,125.2551,-18219.72265625,1500000,300,303.0164,5003.07
2779.05,301,127.4234,-18367.87109375,1505000,301,302.8317,3918.2
3369.54,302,115.6866,-18244.642578125,1510000,302,289.6361,4927.0
2792.38,303,167.9834,-17775.935546875,1515000,303,325.1074,3205.38
2258.5,304,154.2805,-17898.544921875,1520000,304,322.7405,4091.0
3344.8,305,165.2655,-18131.787109375,1525000,305,325.8948,4202.71
3500.33,306,130.4674,-18571.484375,1530000,306,300.8313,4414.18
4989.3,307,131.4097,-18471.0546875,1535000,307,298.3473,4704.68
3117.56,308,148.9918,-17875.751953125,1540000,308,307.8593,4112.66
4479.25,309,135.4428,-18131.55078125,1545000,309,304.1508,4816.31
4930.03,310,123.616,-17974.2890625,1550000,310,305.9207,4412.02
4585.19,311,150.5856,-17933.736328125,1555000,311,313.1441,3765.73
3946.59,312,147.7897,-17780.685546875,1560000,312,319.4509,4067.08
4303.17,313,131.5533,-17957.216796875,1565000,313,310.1329,4294.58
4728.43,314,134.6829,-18583.791015625,1570000,314,314.9092,4758.83
4198.62,315,158.479,-17977.275390625,1575000,315,320.2989,3574.35
4113.79,316,127.8932,-18222.111328125,1580000,316,304.322,4743.65
3549.3,317,201.948,-18765.1171875,1585000,317,331.5154,3517.13
962.86,318,343.7414,-18103.0546875,1590000,318,385.289,1231.2
1966.77,319,282.1847,-18190.853515625,1595000,319,359.8301,2126.56
2236.68,320,226.4195,-18022.052734375,1600000,320,345.4493,3016.16
3548.35,321,171.6446,-17850.421875,1605000,321,322.4601,3509.02
3161.79,322,195.2922,-17287.12109375,1610000,322,337.806,2946.27
1947.34,323,236.7419,-17334.95703125,1615000,323,375.08,1475.96
2192.68,324,216.1349,-17167.888671875,1620000,324,376.1027,1954.77
2416.81,325,232.6967,-16997.431640625,1625000,325,372.1696,2403.97
2219.43,326,184.4474,-17148.953125,1630000,326,365.304,2610.32
1293.28,327,264.4705,-18318.39453125,1635000,327,364.521,1280.54
2038.51,328,244.5192,-18178.36328125,1640000,328,367.3958,1767.16
3727.68,329,156.4646,-19037.01953125,1645000,329,321.7637,3519.66
4110.86,330,153.0804,-18945.01953125,1650000,330,354.268,4546.68
3234.27,331,216.4622,-18556.8359375,1655000,331,354.8225,3841.19
3828.18,332,166.9504,-18442.0625,1660000,332,354.5937,4006.96
4024.2,333,176.9826,-18506.505859375,1665000,333,357.4233,3754.03
3317.16,334,181.2391,-19004.767578125,1670000,334,360.3406,3772.36
4723.87,335,241.3582,-19205.39453125,1675000,335,339.3281,4531.23
5083.85,336,189.113,-19132.716796875,1680000,336,349.8175,4822.67
4966.46,337,196.2015,-19347.82421875,1685000,337,353.1221,5045.35
4416.88,338,208.9957,-19000.28125,1690000,338,347.81,3910.5
2512.38,339,254.1285,-19018.630859375,1695000,339,351.6812,3397.27
4104.58,340,227.2561,-18401.02734375,1700000,340,350.607,4003.75
4884.09,341,204.5125,-19252.986328125,1705000,341,349.3825,5091.82
4915.5,342,212.3103,-19359.01171875,1710000,342,354.5575,5162.2
5106.07,343,277.6921,-19426.251953125,1715000,343,359.8657,5118.78
4971.12,344,243.3329,-19525.162109375,1720000,344,356.6061,5167.37
5177.63,345,261.453,-19401.578125,1725000,345,368.5375,5173.71
5136.68,346,260.7931,-19183.62109375,1730000,346,367.6064,5137.11
5042.89,347,265.9855,-19441.21875,1735000,347,379.421,5046.38
5083.06,348,276.1121,-19475.615234375,1740000,348,379.5397,5073.01
3634.19,349,207.9262,-18770.931640625,1745000,349,369.3046,4623.95
4892.57,350,226.2856,-19393.849609375,1750000,350,362.4336,5119.0
4384.91,351,305.5589,-19121.1875,1755000,351,374.5056,4590.39
4214.79,352,321.3311,-19127.216796875,1760000,352,358.6444,4169.69
4855.26,353,208.0905,-19325.21875,1765000,353,362.067,4470.94
4206.96,354,195.634,-19472.904296875,1770000,354,358.6848,4360.18
3272.16,355,265.5777,-18949.90234375,1775000,355,359.2362,3725.57
3838.51,356,274.1844,-18573.009765625,1780000,356,351.1723,3901.74
3030.28,357,247.2713,-18738.79296875,1785000,357,372.0237,3447.95
5032.07,358,254.7214,-17336.79296875,1790000,358,331.7264,4140.05
5023.01,359,160.9908,-18543.59375,1795000,359,328.9361,4773.43
4758.92,360,167.9304,-18490.87890625,1800000,360,330.8823,4652.39
4837.39,361,185.386,-18229.6328125,1805000,361,329.8582,4802.38
4299.54,362,204.7518,-17597.529296875,1810000,362,320.834,3617.41
4156.31,363,225.5922,-18315.658203125,1815000,363,322.995,3180.23
5076.9,364,169.4724,-18657.373046875,1820000,364,333.5793,4986.36
4398.23,365,172.5172,-17854.37109375,1825000,365,331.6527,3418.96
4388.4,366,266.4345,-18672.96875,1830000,366,358.8215,5112.27
4987.14,367,178.8241,-19010.5390625,1835000,367,342.719,5078.01
4606.54,368,216.5866,-18446.037109375,1840000,368,364.4785,4655.13
4883.39,369,174.1086,-18890.994140625,1845000,369,343.9958,4708.02
5067.34,370,190.3341,-19100.818359375,1850000,370,348.2055,4886.35
5065.33,371,193.9111,-19106.513671875,1855000,371,358.8217,4844.7
5112.01,372,215.9513,-19337.357421875,1860000,372,375.4922,5109.81
5097.36,373,209.1285,-19317.55859375,1865000,373,386.0505,5094.45
5183.47,374,194.1447,-19271.009765625,1870000,374,347.3879,5047.07
5176.59,375,217.5393,-19512.6953125,1875000,375,353.3273,4412.5
4723.12,376,197.9846,-19568.1875,1880000,376,391.5787,4856.38
5202.69,377,229.3591,-19577.28515625,1885000,377,344.9596,4897.08
4764.45,378,207.4781,-19165.619140625,1890000,378,379.0364,4804.68
5103.33,379,221.4854,-19095.4140625,1895000,379,361.5364,5130.78
5126.72,380,223.4038,-19630.86328125,1900000,380,348.6537,4912.56
4560.71,381,293.3038,-19146.6015625,1905000,381,351.9731,4969.36
4951.7,382,204.5866,-19419.13671875,1910000,382,346.1132,4926.29
5071.32,383,196.3863,-19555.244140625,1915000,383,343.1965,4706.29
4809.41,384,197.6145,-19310.619140625,1920000,384,344.6915,5082.61
5000.19,385,197.2267,-19595.65625,1925000,385,349.7854,5043.35
5029.01,386,213.9732,-19302.837890625,1930000,386,335.7728,5096.89
4717.63,387,185.7949,-19472.267578125,1935000,387,334.7345,4862.17
4384.06,388,595.1194,-19420.634765625,1940000,388,371.0682,4753.71
5107.45,389,205.7329,-19713.69140625,1945000,389,346.4031,4574.87
3426.3,390,417.2125,-19278.216796875,1950000,390,374.4599,3819.76
4418.02,391,205.7171,-19695.708984375,1955000,391,354.0246,4730.76
4385.79,392,296.9512,-18723.548828125,1960000,392,364.4756,3983.36
4936.71,393,207.0525,-19624.21484375,1965000,393,358.7553,4756.2
