Running Reverse KL,Reward Loss,Running Env Steps,Itration,Real Sto Return,Running Forward KL,Real Det Return,Running Update Time
28.6887,-633.7926635742188,255000,51,1075.58,64.8551,2114.73,51
29.916,-676.7394409179688,260000,52,1335.98,67.522,2403.9,52
38.0485,-599.3759765625,265000,53,2018.91,66.0895,2513.65,53
26.8684,-682.14501953125,270000,54,910.27,63.8957,2148.09,54
41.1654,-574.1138305664062,275000,55,1671.8,67.4848,3107.58,55
34.2286,-647.19580078125,280000,56,1518.51,65.2987,1815.1,56
27.7712,-696.1441040039062,285000,57,1545.12,64.1893,1615.47,57
28.1413,-736.9179077148438,290000,58,1127.41,64.3907,1937.49,58
47.709,-608.2523193359375,295000,59,1808.76,69.6556,3037.06,59
48.2362,-639.6068115234375,300000,60,2218.38,70.0096,3227.45,60
38.7869,-689.1581420898438,305000,61,1411.1,67.4989,1787.17,61
42.0634,-723.3141479492188,310000,62,1249.94,68.8885,1926.62,62
39.7496,-691.2860717773438,315000,63,2217.49,66.2487,2898.56,63
42.5272,-711.6784057617188,320000,64,2611.35,67.5934,3664.17,64
46.5775,-714.5472412109375,325000,65,2306.79,69.1393,3249.48,65
52.4424,-698.48193359375,330000,66,2582.71,74.412,3280.45,66
38.3317,-733.6575927734375,335000,67,1466.74,67.3859,1909.35,67
62.7746,-755.468994140625,340000,68,2527.41,83.3894,3031.6,68
41.7962,-729.796630859375,345000,69,2815.27,68.0146,3512.41,69
51.1732,-756.4032592773438,350000,70,2464.31,74.3467,2828.07,70
48.2354,-791.5377197265625,355000,71,3228.36,69.9107,3737.84,71
46.4618,-754.683837890625,360000,72,2592.52,70.6286,3894.51,72
54.3188,-790.1441040039062,365000,73,3539.81,72.4304,3883.0,73
40.7132,-799.6603393554688,370000,74,3098.21,66.0343,4005.82,74
39.274,-841.4688110351562,375000,75,2662.31,66.0618,3618.84,75
43.8275,-867.7012939453125,380000,76,3389.37,68.3744,3362.59,76
40.5284,-811.1710815429688,385000,77,3203.96,66.3252,3640.62,77
53.1376,-842.8935546875,390000,78,3552.75,71.4303,3929.54,78
55.5815,-830.9874267578125,395000,79,3092.79,72.9382,3139.45,79
52.0927,-844.9945678710938,400000,80,3051.22,70.0691,3800.39,80
59.0565,-860.141845703125,405000,81,3319.79,76.3338,4082.24,81
53.6111,-875.1150512695312,410000,82,3573.58,71.1542,4031.77,82
44.9493,-932.2589111328125,415000,83,1912.74,68.4303,2611.07,83
43.958,-950.1837158203125,420000,84,2494.36,68.403,3392.52,84
59.3932,-902.1021728515625,425000,85,3448.9,75.9385,4410.38,85
56.8448,-910.2420043945312,430000,86,3745.16,74.3239,4582.95,86
66.5597,-959.0035400390625,435000,87,3650.21,77.6901,4474.33,87
33.6072,-1091.330810546875,440000,88,2614.8,67.1394,2937.16,88
52.6979,-966.6306762695312,445000,89,3807.01,68.8536,4491.34,89
42.9006,-1019.0174560546875,450000,90,2902.36,68.5012,3072.85,90
56.4623,-1075.9835205078125,455000,91,3481.36,72.0959,3655.7,91
50.9492,-1017.7777099609375,460000,92,3595.72,70.4062,3706.74,92
58.7521,-1108.201416015625,465000,93,3742.13,72.7295,3964.45,93
55.72,-1076.1873779296875,470000,94,4240.66,72.4339,4597.69,94
70.9192,-1084.1942138671875,475000,95,3514.38,81.9027,3950.58,95
63.4841,-1115.462890625,480000,96,3529.37,81.444,4585.29,96
56.5979,-1081.64453125,485000,97,3980.71,75.3682,4300.18,97
56.7732,-1152.5809326171875,490000,98,3675.58,73.2831,4517.89,98
70.4019,-1150.9234619140625,495000,99,4193.94,82.4676,4736.19,99
58.949,-1162.0535888671875,500000,100,4111.15,73.2533,4563.82,100
54.9087,-1151.19287109375,505000,101,3327.9,71.3524,3999.76,101
64.0352,-1149.48681640625,510000,102,3881.21,77.1192,4504.51,102
68.2042,-1238.7435302734375,515000,103,4084.91,75.026,4500.93,103
46.2714,-1289.73291015625,520000,104,3878.69,68.7812,4467.19,104
76.6541,-1245.2974853515625,525000,105,4030.63,81.063,4282.43,105
60.6224,-1280.6961669921875,530000,106,4156.77,72.8183,4642.72,106
59.8423,-1258.6292724609375,535000,107,3141.87,73.5459,4565.21,107
54.6327,-1289.9300537109375,540000,108,3757.83,71.8812,5016.3,108
75.2978,-1345.9334716796875,545000,109,4058.0,84.638,4475.23,109
67.058,-1385.638427734375,550000,110,4589.19,80.0352,4887.26,110
67.4798,-1331.2060546875,555000,111,4792.24,79.2934,5090.05,111
70.5464,-1320.318359375,560000,112,3687.07,81.1419,5001.23,112
55.7593,-1363.905029296875,565000,113,4124.04,72.1558,5334.77,113
66.2173,-1416.9959716796875,570000,114,4172.31,80.9355,4698.0,114
64.1132,-1447.7293701171875,575000,115,3930.33,74.509,4910.45,115
57.1541,-1463.4884033203125,580000,116,4353.06,71.8371,4857.02,116
53.1614,-1476.352294921875,585000,117,4220.92,70.8785,4754.27,117
59.1463,-1497.926513671875,590000,118,3649.22,73.5547,4103.9,118
72.5966,-1545.9423828125,595000,119,4581.4,82.9383,5105.17,119
70.7878,-1530.7535400390625,600000,120,4282.88,79.5874,5107.71,120
71.1424,-1657.890380859375,605000,121,4246.51,80.2771,4895.24,121
68.1763,-1602.2188720703125,610000,122,4147.16,81.1533,5266.48,122
71.5784,-1633.1092529296875,615000,123,4733.57,83.3366,5483.22,123
67.3557,-1650.3260498046875,620000,124,4353.55,79.17,5267.13,124
69.304,-1685.656982421875,625000,125,4813.95,76.7353,5334.18,125
66.211,-1703.3292236328125,630000,126,3870.44,79.6891,5305.48,126
71.4269,-1746.035888671875,635000,127,4693.98,80.6284,5331.51,127
73.7864,-1730.0299072265625,640000,128,4921.99,80.6224,4786.07,128
65.7824,-1738.77001953125,645000,129,4731.41,73.9766,4875.56,129
68.7458,-1812.2867431640625,650000,130,4609.11,75.6089,5406.91,130
81.0338,-1863.9544677734375,655000,131,4802.42,84.3555,5292.45,131
67.3255,-1856.1910400390625,660000,132,4777.97,75.3744,5060.39,132
73.5035,-1940.822509765625,665000,133,4327.02,85.513,5155.74,133
68.0425,-1894.0914306640625,670000,134,4203.79,80.8411,5133.86,134
76.9924,-1977.144287109375,675000,135,3779.47,82.8969,4832.87,135
72.6099,-1984.898193359375,680000,136,3486.95,79.573,3927.45,136
77.1032,-2057.42919921875,685000,137,4466.18,84.5885,5352.9,137
76.4959,-2072.942626953125,690000,138,4761.54,83.2602,5261.1,138
70.2174,-2024.4613037109375,695000,139,4671.96,80.2512,5434.36,139
57.3686,-2094.009033203125,700000,140,4565.26,71.5247,5224.86,140
70.8745,-2111.689208984375,705000,141,4219.77,80.3783,5016.19,141
68.0554,-2169.928466796875,710000,142,4373.44,79.059,4941.04,142
71.7865,-2218.282958984375,715000,143,4817.42,76.8124,5368.53,143
69.5846,-2208.906005859375,720000,144,4571.49,78.4231,4992.95,144
65.2502,-2233.400390625,725000,145,5028.52,75.2886,4895.56,145
73.5024,-2337.15380859375,730000,146,4922.2,84.8362,5323.05,146
72.1073,-2290.61865234375,735000,147,5023.62,85.0015,5470.58,147
62.8479,-2333.52294921875,740000,148,4303.28,74.8334,5305.25,148
62.3543,-2360.05126953125,745000,149,4521.61,77.1858,4658.0,149
64.0296,-2362.20068359375,750000,150,3902.29,76.1933,5126.12,150
59.7779,-2400.396484375,755000,151,4397.25,73.7881,5239.52,151
74.7403,-2410.52001953125,760000,152,5141.55,81.7122,4978.1,152
63.0796,-2447.80419921875,765000,153,4135.35,75.6022,4352.88,153
73.7158,-2551.8212890625,770000,154,4863.19,83.5676,5344.9,154
74.3814,-2543.167724609375,775000,155,2664.43,83.0772,3339.89,155
58.6657,-2487.8056640625,780000,156,4825.71,72.4803,5630.41,156
62.4101,-2597.23095703125,785000,157,4778.66,73.2885,5601.79,157
62.4356,-2589.48291015625,790000,158,3275.67,77.9378,4319.19,158
78.1901,-2735.668701171875,795000,159,4097.9,84.9335,5436.58,159
65.7626,-2700.434326171875,800000,160,4739.69,76.1435,5230.86,160
57.657,-2756.037353515625,805000,161,4633.46,73.9779,5219.19,161
54.5172,-2669.268798828125,810000,162,4387.09,70.8507,5346.93,162
61.7162,-2776.274658203125,815000,163,5039.51,75.4356,5418.67,163
71.692,-2988.677001953125,820000,164,4300.99,83.6288,5450.78,164
70.3154,-2966.526611328125,825000,165,4417.66,82.9931,5297.29,165
69.2711,-3005.233642578125,830000,166,4928.55,81.3432,5647.08,166
73.8213,-3119.32275390625,835000,167,4445.62,84.162,5388.13,167
68.7812,-3052.014404296875,840000,168,4591.98,79.5354,5523.52,168
58.1071,-3038.926025390625,845000,169,4880.11,72.1527,4860.54,169
79.6132,-3198.38623046875,850000,170,5000.62,87.1702,5158.61,170
67.6098,-3208.318359375,855000,171,4892.24,80.3944,5665.92,171
78.0293,-3314.183837890625,860000,172,4932.76,85.9712,5448.1,172
69.4541,-3167.811767578125,865000,173,5216.56,77.1943,5132.48,173
72.3701,-3291.091552734375,870000,174,4215.44,84.3068,4940.2,174
61.8294,-3194.3349609375,875000,175,4574.44,74.4439,5239.7,175
65.2443,-3364.894287109375,880000,176,3719.61,75.6061,4861.96,176
61.713,-3380.58642578125,885000,177,5085.63,75.0484,5493.0,177
66.5008,-3488.07763671875,890000,178,5052.06,83.2755,5464.19,178
62.9187,-3487.27587890625,895000,179,4368.61,76.791,4748.65,179
72.4356,-3637.115234375,900000,180,5093.56,84.5961,5761.06,180
65.786,-3559.36181640625,905000,181,5305.03,76.7651,5653.79,181
80.3453,-3819.498291015625,910000,182,4841.72,87.7191,5272.08,182
78.4164,-3799.96875,915000,183,5046.15,86.0116,5601.69,183
75.0076,-3737.87841796875,920000,184,4603.48,84.0489,5391.05,184
64.5058,-3790.394287109375,925000,185,4909.43,76.2815,5284.75,185
62.1928,-3871.0126953125,930000,186,5245.64,76.9148,5804.8,186
71.9143,-3898.57763671875,935000,187,5121.37,77.4042,5255.76,187
73.6695,-3981.859619140625,940000,188,4800.23,80.1318,5473.53,188
69.3414,-3937.34228515625,945000,189,4749.08,77.1678,5383.85,189
69.6202,-3994.672607421875,950000,190,3596.15,76.6176,4408.89,190
72.3062,-4011.05078125,955000,191,4375.28,83.0868,4860.09,191
67.1627,-4082.74462890625,960000,192,4734.2,75.863,4897.23,192
67.1475,-3958.1318359375,965000,193,4723.81,75.6577,5646.04,193
73.509,-4244.42724609375,970000,194,4391.12,81.8342,5258.23,194
70.807,-4329.9814453125,975000,195,5030.21,83.4809,4983.87,195
65.2282,-4225.515625,980000,196,5212.06,74.645,5675.59,196
77.025,-4374.23779296875,985000,197,5234.27,85.8999,5326.57,197
66.2157,-4519.38330078125,990000,198,5099.09,82.3829,4977.72,198
72.2899,-4478.9521484375,995000,199,4252.14,82.0777,5641.1,199
61.7229,-4299.84375,1000000,200,4025.17,73.7906,4982.23,200
71.8798,-4476.37109375,1005000,201,5066.17,76.3731,5408.28,201
71.365,-4549.75439453125,1010000,202,5107.63,77.8628,5072.0,202
61.2593,-4388.8955078125,1015000,203,3352.12,72.6306,4655.46,203
71.2234,-4701.603515625,1020000,204,4476.94,77.5412,5358.26,204
73.5929,-4781.57177734375,1025000,205,4915.64,81.2014,5575.53,205
56.3013,-4394.54931640625,1030000,206,3780.29,70.7749,4629.91,206
63.4507,-4660.3837890625,1035000,207,3969.69,74.1077,5252.24,207
72.9657,-4867.81494140625,1040000,208,4293.89,82.187,4485.54,208
65.9368,-4817.2080078125,1045000,209,4526.38,75.2547,5031.8,209
70.9006,-4977.603515625,1050000,210,4287.35,81.4408,4880.41,210
67.0316,-4793.26171875,1055000,211,4396.84,73.4615,5112.03,211
76.0865,-5214.57275390625,1060000,212,4862.85,82.5984,5084.21,212
66.7867,-4998.966796875,1065000,213,5188.99,74.2058,5129.54,213
65.5846,-4912.79443359375,1070000,214,4838.26,73.1154,5649.39,214
60.2359,-4814.2421875,1075000,215,4434.93,70.6628,5387.2,215
77.7499,-5386.08544921875,1080000,216,5123.08,81.5894,5454.85,216
71.5304,-5240.35302734375,1085000,217,4701.89,75.6483,5838.65,217
65.8998,-5162.681640625,1090000,218,4861.7,73.4786,5390.95,218
75.9195,-5524.45654296875,1095000,219,5392.77,83.3216,5230.7,219
73.9044,-5528.9140625,1100000,220,5375.63,79.9488,5844.73,220
66.8284,-5256.35595703125,1105000,221,4976.39,73.8216,5608.27,221
81.3434,-5643.435546875,1110000,222,4872.24,83.4199,5116.68,222
71.991,-5559.8603515625,1115000,223,5319.34,77.1073,5761.74,223
77.3349,-5810.46044921875,1120000,224,4194.09,81.8272,5336.31,224
74.8378,-5755.330078125,1125000,225,4828.92,80.6242,5763.16,225
59.7361,-5274.83544921875,1130000,226,4793.27,71.6112,5532.99,226
75.7503,-5977.294921875,1135000,227,5029.73,80.0691,5752.01,227
74.9811,-6021.990234375,1140000,228,5114.41,79.9906,5794.03,228
71.2942,-5897.8779296875,1145000,229,4559.75,75.2391,5747.67,229
72.1309,-5949.2822265625,1150000,230,5458.4,76.1729,5772.01,230
70.149,-6157.72216796875,1155000,231,5326.02,76.0843,5319.19,231
80.6426,-6357.10107421875,1160000,232,5447.04,84.0143,5536.65,232
74.2976,-6289.27490234375,1165000,233,5354.78,77.7134,5570.25,233
80.4673,-6380.03564453125,1170000,234,4998.33,82.7543,5474.62,234
62.762,-6017.04541015625,1175000,235,4695.69,71.7992,5368.56,235
73.5763,-6476.03125,1180000,236,4572.04,77.048,5770.63,236
62.4009,-6244.37158203125,1185000,237,5229.72,72.7856,5442.94,237
68.3869,-6439.1259765625,1190000,238,5131.96,75.0838,5668.29,238
60.8986,-6145.65234375,1195000,239,5304.0,71.582,4997.71,239
69.2721,-6526.47900390625,1200000,240,4921.61,75.9505,5434.75,240
71.3074,-6618.44287109375,1205000,241,4988.67,74.348,5685.36,241
74.4294,-6810.041015625,1210000,242,5080.26,78.2715,5393.55,242
71.8822,-6809.7568359375,1215000,243,5181.33,77.1609,5452.92,243
74.5877,-7031.8203125,1220000,244,5277.93,81.5868,5694.54,244
68.3177,-6842.1298828125,1225000,245,5267.0,74.2778,5889.07,245
70.1551,-6839.9931640625,1230000,246,5231.29,74.4223,5785.55,246
75.5567,-7194.79931640625,1235000,247,5294.59,79.752,5936.96,247
77.0924,-7358.7216796875,1240000,248,5237.64,81.1415,5334.42,248
75.1205,-7416.47119140625,1245000,249,5322.7,81.442,5719.7,249
75.7259,-7464.509765625,1250000,250,5300.33,81.6093,5841.05,250
74.7732,-7308.53271484375,1255000,251,4889.68,74.866,5738.55,251
76.3202,-7604.3701171875,1260000,252,5451.39,80.7322,5826.9,252
71.7344,-7482.734375,1265000,253,5359.54,76.1546,5869.69,253
75.4885,-7642.4951171875,1270000,254,5173.48,84.0312,5136.14,254
69.2393,-7778.8896484375,1275000,255,5193.38,76.9643,5782.57,255
75.8732,-7981.09716796875,1280000,256,5183.34,80.824,5622.84,256
328.2438,-4455.3642578125,1285000,257,-1292.05,87.151,-1806.29,257
222.0216,-5729.64501953125,1290000,258,-1446.56,99.0224,-1746.05,258
120.9362,-4969.8759765625,1295000,259,-1469.61,89.0126,-1600.04,259
317.927,-5344.45556640625,1300000,260,-1450.06,85.3334,-1348.27,260
221.4521,-5425.88818359375,1305000,261,-1590.54,93.1558,-1402.71,261
241.7908,-4483.9189453125,1310000,262,-1520.09,90.7945,-1301.41,262
156.8378,-4838.78857421875,1315000,263,-897.18,87.4128,-964.46,263
117.1895,-4766.06494140625,1320000,264,-748.8,86.689,-966.98,264
191.1193,-5621.3642578125,1325000,265,-680.45,82.8702,-296.48,265
104.1218,-5497.85595703125,1330000,266,-306.12,79.8788,-440.81,266
67.8937,-5171.73388671875,1335000,267,58.5,73.7782,120.32,267
62.2586,-5159.73779296875,1340000,268,107.35,76.3046,337.8,268
42.9386,-6012.95703125,1345000,269,935.79,70.5022,925.66,269
43.3489,-6602.5166015625,1350000,270,1334.6,69.8161,1505.89,270
44.7626,-7043.4130859375,1355000,271,2425.61,69.3406,2751.71,271
50.7787,-7530.49560546875,1360000,272,2223.8,71.1516,3037.35,272
51.7992,-7462.6455078125,1365000,273,2235.35,70.9752,3640.55,273
52.8877,-7718.068359375,1370000,274,3501.81,72.5927,3760.27,274
51.1452,-7067.75,1375000,275,4167.79,70.375,4504.99,275
56.5493,-8055.912109375,1380000,276,3205.62,75.0382,4243.51,276
65.4269,-8584.0009765625,1385000,277,3553.59,76.8743,5027.23,277
53.8674,-7827.4638671875,1390000,278,3776.79,70.8136,4916.66,278
62.1232,-8778.5185546875,1395000,279,4376.61,79.2692,5030.63,279
55.6112,-7924.068359375,1400000,280,3737.22,73.1837,4988.03,280
62.877,-8883.689453125,1405000,281,3920.17,78.6234,4385.27,281
47.2943,-7602.18994140625,1410000,282,4118.97,69.0728,5141.1,282
62.9216,-8563.169921875,1415000,283,4698.46,74.1199,5647.05,283
62.9814,-8687.3798828125,1420000,284,4804.84,72.9402,4955.47,284
58.4567,-8301.654296875,1425000,285,4481.22,71.5657,5325.85,285
68.0615,-9036.4453125,1430000,286,4545.72,76.5695,5148.95,286
63.8691,-8785.8291015625,1435000,287,4810.47,74.4468,5433.59,287
61.1933,-8734.42578125,1440000,288,4700.27,74.6239,5074.6,288
58.3623,-8505.05078125,1445000,289,4430.88,70.5124,5722.65,289
64.6905,-8892.595703125,1450000,290,3728.38,75.191,5385.2,290
63.9883,-8997.5166015625,1455000,291,5043.53,72.9502,5580.21,291
66.6739,-8955.5625,1460000,292,4838.74,75.3214,5505.64,292
61.298,-8989.46875,1465000,293,4635.54,72.9529,5194.35,293
63.8607,-9052.2470703125,1470000,294,5161.95,73.573,5683.02,294
73.2919,-9759.400390625,1475000,295,4485.6,84.4571,5660.89,295
74.8941,-9830.40234375,1480000,296,5279.41,84.6668,5580.94,296
75.5411,-9884.1787109375,1485000,297,5100.88,83.4245,5766.07,297
64.7334,-9151.7958984375,1490000,298,5130.44,73.9916,5690.1,298
75.3337,-9830.9775390625,1495000,299,5072.14,83.584,5397.49,299
66.1095,-9403.5380859375,1500000,300,5213.67,73.8503,5738.58,300
79.2766,-10059.1044921875,1505000,301,5483.54,85.9478,5525.36,301
73.9865,-10009.37890625,1510000,302,5164.67,81.8853,5840.88,302
74.0196,-10001.216796875,1515000,303,5132.65,82.8647,5749.02,303
69.7512,-9909.595703125,1520000,304,5219.79,81.4023,5886.03,304
60.2265,-9198.396484375,1525000,305,5145.95,72.4112,5622.4,305
73.4522,-10201.6005859375,1530000,306,5257.33,83.6505,5857.38,306
76.2269,-10268.208984375,1535000,307,5414.32,83.316,5676.7,307
66.5578,-9823.1083984375,1540000,308,5432.76,76.6901,5874.64,308
72.6303,-10214.6396484375,1545000,309,5112.53,80.7384,5420.7,309
69.9748,-10053.9404296875,1550000,310,4860.72,77.4347,5836.14,310
69.119,-9999.693359375,1555000,311,5207.3,77.0439,5541.89,311
70.7231,-10189.0830078125,1560000,312,5448.2,77.1909,5547.39,312
76.1747,-10633.640625,1565000,313,5142.46,83.4982,5711.26,313
70.6609,-10474.5400390625,1570000,314,4984.02,81.7749,5824.79,314
76.7866,-10734.951171875,1575000,315,5352.07,83.1598,5614.26,315
67.1735,-10182.841796875,1580000,316,5407.36,76.0311,5428.37,316
74.3255,-10914.6923828125,1585000,317,5385.1,84.0922,5770.58,317
69.6631,-10422.44921875,1590000,318,4882.26,75.4701,5764.36,318
77.4059,-10862.9794921875,1595000,319,5100.7,85.3016,5490.0,319
75.8929,-10937.3203125,1600000,320,5414.81,82.3379,5386.72,320
70.6284,-10476.8046875,1605000,321,5303.92,75.5888,5855.93,321
77.8669,-11042.388671875,1610000,322,5301.53,85.4781,5763.23,322
80.1961,-10992.4716796875,1615000,323,4922.84,85.4909,5689.48,323
81.1984,-11160.1435546875,1620000,324,5147.51,86.1226,5536.23,324
71.6062,-10948.71875,1625000,325,5235.35,83.0904,5756.85,325
76.3158,-11026.2138671875,1630000,326,5333.52,83.51,5858.7,326
75.4141,-11259.53515625,1635000,327,4836.17,86.3835,5532.44,327
73.6817,-10803.0068359375,1640000,328,5017.5,76.9808,5487.09,328
76.1171,-11278.34765625,1645000,329,5486.53,84.294,5941.45,329
77.8949,-11352.5166015625,1650000,330,5198.99,85.1295,5890.62,330
71.577,-11218.083984375,1655000,331,4727.21,82.1929,5888.25,331
83.8526,-11626.873046875,1660000,332,5451.13,87.1121,5828.2,332
76.5088,-11493.1796875,1665000,333,5493.97,81.7008,5874.36,333
80.4332,-11663.9765625,1670000,334,5545.31,85.9123,5857.73,334
74.5204,-11529.6474609375,1675000,335,5287.46,84.9272,5895.93,335
75.5808,-11555.6416015625,1680000,336,5342.0,84.5965,5944.46,336
82.272,-11751.9833984375,1685000,337,5265.52,87.4764,5704.34,337
78.3652,-11750.7578125,1690000,338,5457.67,85.6673,5697.21,338
81.1617,-11973.681640625,1695000,339,5447.59,87.6176,5895.85,339
78.9403,-11829.2431640625,1700000,340,5317.02,84.8636,5802.49,340
77.9248,-11891.4111328125,1705000,341,5498.74,86.498,5884.8,341
72.4054,-11471.35546875,1710000,342,5459.64,78.8079,5912.42,342
84.4299,-12099.9873046875,1715000,343,5209.8,88.5464,5859.64,343
75.859,-11958.2822265625,1720000,344,5411.08,83.6141,5735.16,344
76.305,-12084.27734375,1725000,345,5449.96,86.0576,5872.84,345
77.761,-12138.5234375,1730000,346,5343.43,84.8845,5953.74,346
74.9665,-11853.9365234375,1735000,347,5351.03,78.713,5928.63,347
81.1912,-12294.2626953125,1740000,348,5459.41,85.4841,5598.81,348
83.6875,-12373.8056640625,1745000,349,5492.38,86.7965,5870.58,349
68.1601,-11980.091796875,1750000,350,5279.43,76.3539,6118.41,350
79.4334,-12249.9912109375,1755000,351,5074.08,84.0466,5626.58,351
80.7127,-12396.154296875,1760000,352,5632.87,86.5739,5997.55,352
77.4424,-12496.7060546875,1765000,353,5571.08,84.2495,5964.2,353
80.3954,-12507.6279296875,1770000,354,5604.96,87.1615,5981.2,354
68.0743,-11859.2890625,1775000,355,5669.15,75.9158,6107.55,355
78.677,-12580.94921875,1780000,356,5561.63,84.6329,6020.89,356
69.9299,-11950.0556640625,1785000,357,4956.79,75.0934,6015.17,357
82.0492,-12723.1962890625,1790000,358,5526.84,87.9153,5723.71,358
76.1662,-12633.15625,1795000,359,5538.89,85.0187,5937.61,359
78.4855,-12710.224609375,1800000,360,5512.78,86.4037,5917.59,360
74.3044,-12652.02734375,1805000,361,5553.17,86.1459,5780.99,361
74.5245,-12449.6357421875,1810000,362,5416.32,79.5104,5143.42,362
68.1394,-12207.7099609375,1815000,363,5372.29,74.4817,5717.7,363
80.1107,-12944.181640625,1820000,364,5471.06,87.0414,5949.88,364
72.1566,-12791.185546875,1825000,365,5325.81,83.1149,6046.97,365
74.582,-12812.6904296875,1830000,366,5581.87,81.7517,6053.28,366
76.9401,-12995.4482421875,1835000,367,5514.89,85.5717,5624.08,367
81.382,-13242.3095703125,1840000,368,5338.68,86.6083,6029.92,368
80.3139,-13195.283203125,1845000,369,5186.93,88.2015,5947.43,369
77.5528,-13184.1943359375,1850000,370,5510.9,84.7852,5812.01,370
72.889,-12545.396484375,1855000,371,5385.32,76.1663,5902.92,371
81.6762,-13422.9814453125,1860000,372,5240.01,86.4801,6128.76,372
81.4019,-13290.5537109375,1865000,373,5273.23,87.4297,5829.94,373
74.2075,-12892.021484375,1870000,374,5660.96,78.869,5635.3,374
84.219,-13517.759765625,1875000,375,5634.79,88.0428,6032.92,375
72.2425,-12969.65625,1880000,376,5753.38,76.8457,6201.03,376
71.4744,-12692.0390625,1885000,377,5483.82,76.1292,6010.15,377
81.0712,-13450.4755859375,1890000,378,5390.41,84.6242,5816.7,378
73.6309,-12993.1982421875,1895000,379,5335.6,77.8166,6224.1,379
81.1362,-13698.8857421875,1900000,380,5159.56,85.29,5585.02,380
75.7115,-13511.732421875,1905000,381,5426.81,83.9259,6143.72,381
70.4718,-12826.42578125,1910000,382,5373.61,75.5788,6109.43,382
77.8592,-13646.5966796875,1915000,383,5308.51,84.5972,6077.54,383
76.1072,-13292.220703125,1920000,384,5718.11,78.6735,6105.19,384
79.1834,-13705.3154296875,1925000,385,5240.37,84.5922,6142.82,385
