Real Sto Return,Running Reverse KL,Running Forward KL,Real Det Return,Itration
4701.72,62.6672,70.72,3755.14,217
3855.57,56.9055,71.4372,4845.99,218
4347.92,68.41,72.3941,5376.53,219
4664.25,67.9745,75.5619,5504.23,220
4624.15,57.0634,69.2049,5265.85,221
4481.59,69.3658,75.8513,5178.94,222
4048.05,68.1606,75.9478,3919.24,223
4361.17,68.1152,75.6065,4379.82,224
4767.57,72.4147,77.334,4813.79,225
3576.33,61.3025,71.4188,4488.74,226
4396.71,67.8162,75.4315,5275.27,227
3764.18,65.0433,71.5636,4518.84,228
5022.46,69.556,78.5558,5146.82,229
5273.89,70.3549,75.9396,5145.44,230
4882.61,72.2258,77.2609,5360.46,231
4038.23,67.1317,74.3315,5171.09,232
4445.88,70.8376,76.3561,5006.0,233
4534.56,73.2956,78.3643,4743.53,234
5065.08,70.3653,79.1655,5386.2,235
4463.4,63.3257,72.5454,5313.42,236
4696.25,73.8911,77.3229,5343.2,237
4883.2,71.0386,76.6737,4548.86,238
4377.55,68.9678,75.4586,4550.78,239
5157.14,66.6155,73.2386,5390.72,240
4713.68,72.704,77.2239,5051.79,241
4945.8,71.7243,78.7765,5225.85,242
4770.84,70.7111,77.6605,4995.17,243
4079.11,68.2998,77.26,4292.63,244
4960.93,72.2065,80.3651,5049.17,245
4206.85,66.2337,72.8048,4740.8,246
5136.11,71.6849,76.9154,5447.55,247
4625.57,68.3277,78.4238,5512.19,248
5201.72,70.1738,77.7467,5531.7,249
5014.59,69.903,78.4833,5278.37,250
4890.52,71.126,78.2938,5308.22,251
5043.56,75.0107,79.0678,5482.15,252
4548.89,70.2583,76.0696,4848.46,253
4871.57,69.3102,78.876,5448.46,254
5217.13,71.595,79.865,5625.35,255
4784.11,67.8476,75.1619,4913.27,256
4287.89,61.2747,72.6446,5249.33,257
5126.71,59.8134,71.5881,5660.0,258
4747.32,72.5045,77.0124,5507.44,259
4380.14,83.807,76.7232,5612.3,260
4966.14,67.9858,76.1438,5237.23,261
4467.75,70.2408,76.1081,5103.35,262
4935.38,68.9784,76.7027,5187.02,263
4875.85,64.5402,72.0676,4982.59,264
4819.13,70.2004,78.0596,4903.21,265
4762.32,72.7526,77.8087,5402.25,266
4693.12,67.3865,73.936,5565.79,267
5334.82,70.5485,76.9055,4929.35,268
4328.78,68.7464,76.6694,4929.75,269
5244.17,73.9768,79.2922,5317.48,270
4759.54,62.7063,71.8796,5284.41,271
5275.48,74.6549,80.1768,5249.66,272
4142.18,70.1766,77.6775,4874.66,273
4803.23,72.7438,76.2574,5385.85,274
5153.74,70.2336,75.7266,5485.59,275
4510.34,72.47,79.5879,5078.08,276
4709.3,70.972,77.717,4916.45,277
4449.24,69.4793,76.4254,5201.44,278
4507.78,67.9488,75.4705,5352.79,279
4574.7,71.3745,78.0916,5558.28,280
4730.89,66.1412,73.1282,4706.24,281
4784.8,72.3643,78.3829,5662.85,282
4959.42,73.9194,78.959,5674.52,283
4458.67,73.8109,79.753,5262.1,284
5023.99,72.6584,78.5983,5585.28,285
5005.2,72.6534,79.0336,5283.57,286
4845.99,68.1232,74.2674,5472.24,287
4929.66,70.1214,78.6292,5181.83,288
4737.45,66.3119,72.9077,5662.84,289
4614.71,71.0772,79.156,5506.94,290
4902.96,71.2515,78.1257,5391.3,291
5006.12,69.9239,75.903,5045.51,292
5137.66,72.3162,77.8478,5696.34,293
5061.94,67.7388,73.9217,5639.16,294
5394.74,67.4045,73.5084,5503.79,295
4955.83,72.8698,76.788,5673.92,296
5181.92,70.6056,77.7358,5721.03,297
4935.55,67.4607,73.6401,4841.39,298
4444.8,73.4409,79.6201,5542.34,299
4829.66,69.3731,75.8251,5736.22,300
5056.76,71.4522,80.7796,5417.2,301
4791.58,73.6434,79.3346,5418.77,302
5129.77,63.0191,73.0762,5730.39,303
5405.29,76.511,81.5005,5434.63,304
5084.72,73.0286,79.469,5789.03,305
5045.69,59.6082,70.5814,5499.35,306
4900.7,72.2881,80.0694,5660.46,307
5031.75,70.129,78.4472,5420.66,308
4895.04,71.685,77.9631,5399.66,309
4992.95,69.3418,77.7245,4935.8,310
4290.9,54.1532,70.6282,5004.87,311
4529.46,67.5622,79.182,5123.6,312
4355.87,68.2094,77.6882,5528.01,313
3774.07,65.6029,77.9877,4689.74,314
3462.89,71.5435,82.1199,5560.42,315
4985.17,62.0772,72.1961,5258.67,316
4048.17,58.8956,72.9085,4715.6,317
4180.2,68.5019,75.352,4945.82,318
4696.34,67.193,78.6997,5566.91,319
4400.11,71.2916,80.8071,5497.52,320
4063.57,61.5309,73.38,4729.22,321
4327.66,67.9531,77.5111,4804.69,322
4894.38,67.8159,78.2954,5579.31,323
4871.08,55.7918,69.1708,5664.01,324
4274.35,58.4717,72.2261,5768.4,325
4544.98,64.31,74.4131,5265.63,326
5001.04,72.103,80.2161,5401.39,327
