Running Reverse KL,Running Forward KL,Real Det Return,Real Sto Return,Itration
15.6457,156.8406,2026.38,1704.55,59
15.2915,156.8473,2073.01,1721.86,60
15.9586,156.7987,2169.54,1821.21,61
15.779,156.9085,2107.4,1736.02,62
15.4864,156.8566,2063.84,1752.09,63
15.3998,156.7885,2095.68,1763.38,64
15.8064,156.8017,2136.69,1788.16,65
15.9335,156.8129,2172.42,1801.77,66
15.5706,157.0607,2116.25,1759.44,67
15.7378,156.7897,2119.1,1774.42,68
15.33,156.9566,2131.65,1773.28,69
15.6933,156.6585,2178.49,1800.24,70
15.6866,156.8404,2161.55,1799.07,71
15.6727,156.6901,2122.44,1784.93,72
15.56,156.8584,2122.65,1790.53,73
15.9197,156.7833,2222.48,1860.81,74
15.4108,156.8435,2128.51,1782.08,75
15.4582,156.7224,2138.19,1786.47,76
15.7138,156.6852,2195.39,1844.68,77
15.2322,156.8145,2067.61,1761.26,78
15.5342,156.8765,2132.21,1786.8,79
15.5399,156.7098,2184.84,1809.06,80
16.1329,156.8963,2168.31,1835.99,81
15.2319,156.7388,2125.73,1791.92,82
15.271,156.6453,2164.37,1812.64,83
15.5314,156.7304,2200.76,1820.18,84
15.6186,156.7669,2173.99,1841.1,85
15.5701,156.8103,2188.17,1814.38,86
15.4815,156.6246,2184.76,1809.92,87
15.1387,156.7959,2124.83,1779.27,88
15.6323,156.7394,2197.16,1835.24,89
15.2876,156.654,2143.87,1811.47,90
15.2817,156.7043,2112.75,1812.0,91
15.3258,156.8442,2163.02,1804.35,92
15.3726,156.7162,2165.59,1810.31,93
15.4775,156.833,2180.09,1799.62,94
15.6628,156.8772,2197.84,1803.55,95
15.291,156.7209,2082.5,1801.61,96
15.2023,156.8362,2196.77,1849.03,97
15.7368,156.573,2180.36,1837.72,98
15.2033,156.6439,2146.43,1799.94,99
15.3,156.7462,2164.72,1821.79,100
15.445,156.6699,2228.19,1842.0,101
15.3439,156.75,2205.13,1853.16,102
15.1481,156.6793,2161.5,1835.7,103
15.091,156.886,2166.75,1822.55,104
15.0967,156.588,2165.18,1837.9,105
15.2389,156.6047,2152.87,1834.27,106
15.0868,156.7138,2215.79,1842.03,107
15.1882,156.5742,2205.07,1850.05,108
15.2789,156.6394,2239.9,1853.31,109
15.2258,156.7491,2167.98,1822.02,110
15.3588,156.4641,2250.03,1870.07,111
15.2723,156.6588,2219.44,1856.92,112
15.3422,156.7226,2156.86,1847.58,113
15.6789,156.7113,2252.21,1888.25,114
15.2878,156.7119,2183.77,1826.07,115
15.144,156.6528,2169.05,1843.62,116
15.1886,156.7257,2216.45,1877.4,117
15.3425,156.8101,2199.64,1826.94,118
15.2021,156.6368,2244.5,1884.15,119
15.2859,156.7233,2220.03,1874.83,120
15.1047,156.6844,2143.73,1824.63,121
15.2953,156.5251,2252.41,1868.61,122
15.2075,156.5683,2240.72,1864.4,123
15.315,156.6879,2201.17,1851.66,124
15.0274,156.6689,2215.65,1838.55,125
15.2349,156.5383,2199.24,1865.12,126
15.3483,156.8554,2199.94,1822.43,127
15.2942,156.7199,2233.85,1855.2,128
15.1809,156.542,2201.45,1873.0,129
15.3114,156.7313,2217.64,1843.62,130
15.3686,156.6422,2219.62,1843.01,131
15.2547,156.4952,2245.5,1888.19,132
14.9691,156.6045,2212.5,1846.95,133
15.2202,156.6477,2222.05,1830.12,134
15.2002,156.7476,2227.02,1855.26,135
15.3707,156.7115,2232.22,1871.28,136
15.3987,156.8657,2236.67,1874.35,137
15.0247,156.4556,2218.99,1879.47,138
15.3719,156.5154,2267.09,1892.29,139
15.3785,156.6546,2243.72,1887.37,140
15.1338,156.6453,2228.76,1875.22,141
15.0233,156.4769,2253.17,1882.45,142
14.8601,156.5477,2254.73,1875.65,143
15.1467,156.558,2231.44,1883.47,144
15.1188,156.5131,2187.6,1877.78,145
14.9927,156.6124,2276.49,1877.57,146
15.6084,156.7441,2262.2,1876.99,147
15.0262,156.4825,2237.82,1854.11,148
15.1017,156.4961,2205.58,1870.56,149
15.187,156.5967,2225.67,1888.46,150
15.0543,156.5735,2228.94,1869.94,151
14.9271,156.5795,2238.12,1872.58,152
15.1164,156.8574,2216.58,1873.26,153
14.8396,156.5574,2279.18,1906.87,154
15.1901,156.7295,2241.84,1872.19,155
15.201,156.5969,2207.51,1868.69,156
15.2489,156.6037,2281.34,1888.99,157
15.1119,156.5653,2256.0,1920.17,158
15.0666,156.4435,2246.16,1887.3,159
15.1023,156.4734,2255.81,1910.83,160
14.8183,156.5883,2248.71,1848.31,161
15.0254,156.5681,2190.99,1860.86,162
15.0795,156.5333,2254.61,1879.77,163
15.4668,156.7716,2251.81,1901.08,164
15.0815,156.3507,2305.06,1918.44,165
15.3109,156.703,2285.2,1916.69,166
15.4349,156.5988,2271.23,1920.3,167
15.3777,156.6802,2260.17,1892.39,168
15.1608,156.4579,2279.19,1894.65,169
14.9578,156.6516,2237.56,1881.4,170
15.3114,156.4696,2256.82,1907.34,171
15.2387,156.6972,2257.02,1897.23,172
14.8406,156.4763,2250.85,1896.13,173
14.9947,156.7103,2239.63,1862.52,174
14.894,156.5788,2211.02,1879.58,175
15.2063,156.5301,2272.26,1921.28,176
14.7628,156.4614,2234.26,1869.75,177
14.989,156.4019,2264.71,1907.13,178
15.0797,156.7718,2175.43,1870.82,179
15.1142,156.5328,2264.6,1901.81,180
15.2137,156.587,2278.24,1898.88,181
14.8751,156.5773,2257.25,1875.71,182
15.2549,156.543,2261.25,1907.28,183
14.7111,156.6103,2260.99,1883.34,184
14.8107,156.4684,2262.11,1910.23,185
14.9998,156.5581,2250.68,1904.7,186
15.3703,156.6358,2333.64,1937.84,187
15.362,156.6078,2254.38,1912.19,188
15.0631,156.5035,2292.31,1921.94,189
15.2333,156.5251,2291.27,1933.37,190
15.436,156.6348,2276.66,1937.62,191
15.1895,156.5365,2295.91,1916.55,192
15.0466,156.2736,2292.7,1931.66,193
15.0033,156.5791,2267.44,1902.08,194
15.2042,156.6198,2287.76,1930.33,195
15.2168,156.6846,2302.55,1907.19,196
15.0047,156.5691,2279.03,1936.19,197
15.3456,156.8097,2260.57,1924.63,198
14.6411,156.5493,2187.93,1862.97,199
15.1738,156.4392,2312.18,1947.32,200
14.9874,156.4296,2300.76,1944.06,201
15.1498,156.3603,2306.2,1952.09,202
15.0716,156.499,2291.53,1944.4,203
15.1153,156.4754,2327.96,1944.25,204
15.2866,156.6112,2295.64,1956.79,205
15.2686,156.4867,2314.39,1960.48,206
15.3127,156.5709,2321.14,1964.79,207
15.0877,156.5051,2292.65,1946.23,208
15.3162,156.4629,2317.79,1962.22,209
15.3158,156.6059,2313.15,1948.04,210
14.9967,156.5074,2324.2,1925.03,211
15.0723,156.5002,2317.01,1950.38,212
15.2869,156.5743,2311.44,1972.96,213
15.0892,156.4325,2316.24,1956.52,214
15.1536,156.6546,2310.03,1948.17,215
15.1295,156.5224,2300.18,1946.58,216
15.1804,156.7284,2298.2,1949.88,217
15.1285,156.6026,2318.39,1960.81,218
15.2405,156.555,2313.22,1952.2,219
15.2743,156.4736,2325.09,1959.36,220
15.2278,156.575,2317.1,1944.82,221
15.3257,156.6369,2315.84,1944.51,222
15.4434,156.5325,2313.34,1964.54,223
15.3602,156.5401,2324.96,1984.13,224
15.3509,156.6826,2305.95,1968.29,225
15.2929,156.5919,2301.67,1949.82,226
15.1592,156.3635,2286.01,1957.96,227
15.2226,156.4809,2287.69,1953.98,228
15.3713,156.5036,2302.88,1962.4,229
15.4101,156.5175,2335.06,1985.31,230
15.131,156.7429,2289.42,1948.91,231
15.1616,156.4315,2322.89,1974.05,232
15.0758,156.5544,2286.22,1935.64,233
15.1405,156.5297,2306.79,1939.32,234
15.3184,156.4466,2302.09,1963.81,235
15.1839,156.3936,2285.19,1956.24,236
15.2765,156.5591,2298.49,1959.98,237
15.28,156.4163,2315.63,1980.54,238
15.1097,156.4352,2308.45,1954.56,239
15.2443,156.5028,2315.17,1987.75,240
15.3716,156.5377,2304.27,1971.0,241
15.3027,156.4058,2312.5,1971.48,242
15.2234,156.5287,2314.24,1968.99,243
15.3809,156.5114,2314.46,1953.42,244
15.2712,156.5118,2322.37,1985.31,245
15.2233,156.4917,2289.94,1948.18,246
15.201,156.4995,2324.79,1971.79,247
15.3312,156.4369,2328.73,1961.41,248
15.6158,156.5803,2318.37,1975.72,249
15.3543,156.6573,2335.46,1984.25,250
15.3818,156.5205,2318.8,1942.72,251
15.2838,156.5873,2328.76,1961.15,252
15.3079,156.4887,2317.04,1967.79,253
15.3159,156.5259,2334.62,1969.05,254
15.1227,156.4788,2314.54,1971.6,255
15.2281,156.4531,2323.49,1956.13,256
15.2136,156.6839,2283.81,1951.74,257
15.2802,156.4483,2301.32,1963.67,258
15.277,156.6491,2333.01,1972.41,259
15.313,156.5275,2311.0,1966.34,260
15.073,156.5107,2323.18,1980.41,261
15.3892,156.3919,2327.13,1968.63,262
15.1155,156.5234,2319.82,1962.23,263
15.0555,156.5492,2309.21,1940.66,264
15.2543,156.4339,2304.13,1944.15,265
15.1571,156.5288,2295.67,1918.76,266
15.2642,156.4946,2306.49,1956.1,267
15.2483,156.5644,2339.48,1945.72,268
15.2972,156.4641,2326.68,1960.9,269
15.1812,156.5966,2308.62,1968.14,270
15.1753,156.458,2320.42,1957.92,271
15.2602,156.5443,2312.28,1961.4,272
15.1337,156.485,2335.05,1981.09,273
15.2499,156.5394,2328.76,1971.73,274
15.2512,156.467,2321.31,1962.87,275
15.1566,156.5302,2328.3,1959.99,276
15.2747,156.558,2298.93,1957.91,277
15.2174,156.4903,2304.37,1974.01,278
15.2275,156.6356,2307.7,1965.56,279
15.0597,156.5615,2314.74,1963.46,280
15.2469,156.532,2348.47,1988.53,281
15.2648,156.4675,2320.28,1979.5,282
15.2284,156.4404,2295.41,1956.19,283
15.2025,156.5264,2318.62,1977.46,284
15.2093,156.5808,2318.24,1965.0,285
15.1532,156.4675,2341.77,1960.28,286
15.1541,156.3858,2293.37,1958.71,287
15.208,156.5397,2335.72,1968.66,288
15.2938,156.5363,2331.74,1979.89,289
15.1423,156.5804,2329.56,1970.78,290
15.334,156.6012,2317.53,1972.78,291
15.2591,156.6329,2314.07,1975.4,292
15.1201,156.5198,2321.69,1954.4,293
15.1269,156.4584,2301.96,1964.34,294
15.0522,156.5562,2332.56,1965.02,295
15.121,156.4877,2307.49,1943.9,296
15.1671,156.5215,2316.73,1966.69,297
15.1869,156.5803,2311.14,1960.28,298
15.1635,156.5682,2305.47,1959.09,299
15.0108,156.5426,2287.46,1943.89,300
15.1854,156.5116,2313.96,1961.23,301
15.0364,156.6137,2322.83,1958.78,302
15.0449,156.5365,2320.81,1962.79,303
14.9562,156.449,2322.57,1964.77,304
15.0256,156.4915,2314.38,1947.9,305
14.8697,156.5476,2283.8,1944.29,306
15.089,156.4961,2334.91,1963.76,307
14.9261,156.6683,2293.26,1947.7,308
15.0167,156.5419,2301.32,1954.27,309
14.8662,156.6047,2268.76,1914.81,310
14.882,156.424,2305.97,1948.03,311
14.898,156.5572,2304.01,1940.79,312
14.8034,156.6106,2278.74,1923.77,313
14.8124,156.5618,2271.93,1952.25,314
14.7879,156.7285,2294.04,1926.35,315
14.9569,156.4677,2268.84,1938.54,316
14.9453,156.6051,2331.64,1953.35,317
14.8442,156.3873,2304.65,1947.66,318
14.8473,156.7033,2251.55,1932.56,319
14.9665,156.3291,2261.19,1940.03,320
14.8854,156.5807,2301.67,1945.66,321
14.8443,156.6212,2238.23,1923.93,322
14.8784,156.5571,2306.74,1957.6,323
14.9829,156.4881,2289.19,1947.86,324
14.9281,156.5912,2283.09,1937.94,325
15.052,156.6302,2261.96,1949.29,326
14.884,156.6223,2289.41,1943.36,327
14.8846,156.4032,2315.72,1963.34,328
14.8154,156.5672,2287.38,1929.82,329
14.9778,156.5537,2298.41,1928.45,330
14.9312,156.6905,2326.16,1946.53,331
14.8424,156.5312,2280.83,1933.15,332
14.8679,156.4973,2317.87,1936.26,333
14.8693,156.5311,2310.79,1939.25,334
14.7604,156.5795,2281.87,1925.12,335
14.7846,156.5096,2282.02,1930.16,336
15.0572,156.559,2286.22,1964.82,337
15.0264,156.6293,2288.53,1945.06,338
14.8172,156.5972,2310.34,1940.28,339
14.9503,156.5783,2304.69,1939.33,340
14.8278,156.5904,2310.81,1959.07,341
14.7806,156.5001,2300.27,1946.79,342
14.8109,156.57,2294.1,1944.42,343
14.8947,156.6716,2265.5,1910.09,344
14.973,156.5512,2292.68,1944.13,345
15.0933,156.5688,2243.11,1920.57,346
14.8257,156.5578,2289.59,1939.42,347
14.9211,156.6276,2293.7,1941.08,348
14.7403,156.5317,2314.83,1939.79,349
14.9703,156.6875,2273.54,1933.02,350
14.7362,156.4346,2282.75,1931.63,351
14.7469,156.5233,2300.24,1935.23,352
14.846,156.5201,2309.28,1924.6,353
14.8376,156.586,2279.71,1948.26,354
14.8573,156.5936,2264.76,1927.83,355
14.7455,156.5232,2261.98,1907.71,356
14.5864,156.5303,2291.65,1939.61,357
14.8328,156.4011,2307.97,1952.68,358
14.6969,156.5012,2297.18,1940.0,359
14.9596,156.5239,2309.26,1939.08,360
14.7991,156.5193,2310.49,1946.11,361
14.6195,156.4767,2301.5,1935.24,362
14.8602,156.4908,2317.19,1966.07,363
14.9151,156.633,2312.06,1951.55,364
14.7846,156.5247,2289.99,1914.09,365
14.7762,156.6479,2306.39,1930.87,366
14.9544,156.6529,2273.53,1934.55,367
14.9579,156.5717,2243.03,1926.16,368
14.7757,156.5247,2292.23,1923.6,369
14.8251,156.6066,2262.68,1928.45,370
15.022,156.6447,2305.27,1974.5,371
14.9218,156.6275,2299.58,1947.33,372
14.8769,156.6322,2318.83,1958.08,373
15.0439,156.5061,2304.63,1951.05,374
14.8956,156.6386,2307.48,1953.12,375
14.5655,156.6288,2189.48,1893.84,376
14.8835,156.5273,2320.39,1944.8,377
14.6912,156.5183,2268.31,1936.77,378
14.7479,156.645,2271.73,1925.79,379
14.7444,156.6437,2276.14,1917.98,380
14.7471,156.5344,2286.66,1940.14,381
14.7429,156.4851,2253.12,1904.53,382
14.7925,156.6772,2242.81,1898.28,383
14.7475,156.7608,2221.24,1914.82,384
14.8709,156.6051,2256.34,1923.03,385
14.8696,156.6298,2293.88,1947.21,386
14.787,156.5833,2316.98,1951.92,387
