Running Forward KL,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss,Running Env Steps,Itration,Real Sto Return
157.4086,2016.6,44,16.5116,-10867.662109375,220000,44,1633.49
157.4759,2036.61,45,16.6024,-10981.6259765625,225000,45,1665.59
157.6562,2020.08,46,16.5419,-11302.072265625,230000,46,1660.2
157.6364,2048.57,47,17.1116,-11502.427734375,235000,47,1690.64
157.4732,2066.47,48,16.6933,-11641.26171875,240000,48,1711.12
157.2475,2035.74,49,16.2906,-11785.1552734375,245000,49,1679.63
157.3514,2028.03,50,16.2742,-12128.603515625,250000,50,1681.73
157.2545,2069.17,51,16.1588,-12175.1982421875,255000,51,1665.35
157.4921,2048.72,52,16.7212,-12495.0458984375,260000,52,1688.89
157.1339,2037.2,53,16.1223,-12579.71875,265000,53,1686.12
157.3315,2052.43,54,16.0976,-12803.765625,270000,54,1701.44
157.1578,1995.91,55,15.8674,-12903.171875,275000,55,1658.86
157.2016,2085.85,56,16.2732,-13323.875,280000,56,1726.36
157.0452,2091.25,57,16.1522,-13452.44140625,285000,57,1699.19
157.0139,2085.92,58,16.1132,-13606.9326171875,290000,58,1711.56
157.2339,2038.51,59,16.3058,-13820.4072265625,295000,59,1707.02
157.1435,2050.87,60,16.2269,-14102.5224609375,300000,60,1688.94
157.0472,1950.89,61,15.5417,-14214.056640625,305000,61,1662.17
157.1338,2126.14,62,16.1389,-14434.44921875,310000,62,1733.71
156.9608,2028.12,63,15.9854,-14537.705078125,315000,63,1711.67
157.0432,2134.18,64,15.9052,-14810.5927734375,320000,64,1727.28
157.0387,2144.59,65,16.2502,-15071.31640625,325000,65,1746.57
157.054,2142.6,66,16.176,-15323.7744140625,330000,66,1714.05
157.1123,2140.75,67,16.2787,-15607.4931640625,335000,67,1751.91
157.0132,2090.97,68,15.9752,-15750.171875,340000,68,1731.97
157.0937,2115.49,69,16.2568,-15997.8818359375,345000,69,1752.57
157.2203,2139.54,70,16.0959,-16188.5087890625,350000,70,1751.85
157.1352,2070.38,71,15.9321,-16409.923828125,355000,71,1756.39
157.0083,2156.13,72,16.1638,-16572.8515625,360000,72,1784.43
157.0629,2165.76,73,16.3353,-16796.283203125,365000,73,1800.31
156.9161,2100.38,74,15.6702,-17105.591796875,370000,74,1734.27
157.1635,2148.83,75,16.0907,-17203.091796875,375000,75,1736.44
157.1629,2179.88,76,16.516,-17521.443359375,380000,76,1817.22
157.0566,2156.19,77,15.9803,-17792.060546875,385000,77,1764.46
156.8522,2141.85,78,15.8951,-17927.859375,390000,78,1749.89
157.0581,2145.62,79,15.7767,-18115.15625,395000,79,1740.96
156.9708,2141.81,80,15.7877,-18410.328125,400000,80,1779.59
157.0917,2102.94,81,16.0164,-18651.736328125,405000,81,1780.27
156.8925,2148.99,82,15.667,-18782.07421875,410000,82,1784.04
157.0265,2101.68,83,15.6796,-18975.314453125,415000,83,1761.62
157.0507,2086.49,84,15.5113,-19179.328125,420000,84,1730.31
157.1884,2047.12,85,15.853,-19391.8671875,425000,85,1738.41
156.8409,2168.95,86,15.9672,-19679.224609375,430000,86,1797.48
156.943,2156.0,87,16.0047,-19862.552734375,435000,87,1793.75
156.9421,2062.6,88,15.4429,-20205.0,440000,88,1773.16
156.9629,2121.15,89,15.7781,-20523.33984375,445000,89,1744.9
156.9301,2145.68,90,15.8641,-20655.982421875,450000,90,1771.23
157.0728,2148.21,91,15.971,-20902.35546875,455000,91,1800.49
156.8636,2153.93,92,15.8551,-21009.17578125,460000,92,1812.34
156.8657,2152.55,93,15.6725,-21344.25,465000,93,1793.36
156.9499,2163.83,94,16.2902,-21780.974609375,470000,94,1803.49
156.8299,2144.23,95,15.475,-21581.77734375,475000,95,1787.26
156.9572,2098.4,96,15.6104,-21851.2578125,480000,96,1764.29
157.0466,2108.53,97,15.8005,-22272.234375,485000,97,1783.73
157.1136,2083.88,98,15.7788,-22452.560546875,490000,98,1769.99
157.1013,2158.59,99,15.9429,-22711.111328125,495000,99,1820.09
156.9125,2185.77,100,15.7869,-22978.7265625,500000,100,1806.49
156.8384,2162.95,101,15.9987,-23290.970703125,505000,101,1812.36
156.8947,2169.42,102,15.6969,-23590.970703125,510000,102,1801.85
156.8383,2129.63,103,15.4008,-23603.6875,515000,103,1781.63
157.2369,2169.71,104,16.181,-24163.357421875,520000,104,1798.12
156.8943,2157.48,105,15.9426,-24211.1640625,525000,105,1828.69
156.9295,2145.38,106,15.783,-24410.853515625,530000,106,1826.67
156.9048,2135.0,107,15.5638,-24590.10546875,535000,107,1781.05
156.9903,2174.71,108,15.8803,-25018.751953125,540000,108,1816.12
157.1784,2191.22,109,15.7543,-25196.3046875,545000,109,1834.36
156.8103,2168.46,110,15.9123,-25613.427734375,550000,110,1839.71
156.8103,2178.9,111,15.6591,-25819.65625,555000,111,1817.54
156.7953,2180.91,112,15.9204,-26171.7265625,560000,112,1814.66
156.7377,2182.0,113,15.617,-26159.724609375,565000,113,1830.27
156.8126,2117.5,114,15.6461,-26607.30078125,570000,114,1829.53
157.0297,2122.09,115,15.6898,-26757.58984375,575000,115,1805.99
157.0839,2135.42,116,15.7686,-27335.671875,580000,116,1797.32
156.9972,2174.18,117,15.6998,-27293.478515625,585000,117,1780.28
156.9318,2212.61,118,15.807,-27698.224609375,590000,118,1836.13
156.9877,2226.24,119,15.9155,-27999.1328125,595000,119,1850.68
156.9007,2162.04,120,15.5264,-28157.509765625,600000,120,1802.88
156.8206,2217.06,121,15.8446,-28738.61328125,605000,121,1852.06
156.9093,2223.66,122,15.8753,-28943.72265625,610000,122,1874.7
156.7275,2191.14,123,15.7744,-29085.080078125,615000,123,1818.99
156.9447,2156.07,124,15.4565,-29289.564453125,620000,124,1823.32
156.7444,2179.4,125,15.7326,-29602.82421875,625000,125,1845.89
156.9907,2184.6,126,15.8794,-29819.484375,630000,126,1852.75
156.8461,2193.12,127,15.9171,-30055.5546875,635000,127,1846.48
156.861,2173.43,128,15.8317,-30338.806640625,640000,128,1848.07
156.9012,2206.12,129,15.8682,-30739.19140625,645000,129,1827.66
156.7988,2221.89,130,15.8601,-30930.1328125,650000,130,1860.79
156.7647,2172.12,131,15.5526,-31227.822265625,655000,131,1839.71
156.7882,2202.27,132,15.4687,-31523.60546875,660000,132,1843.13
156.7515,2178.17,133,15.4631,-31908.44921875,665000,133,1857.56
156.6752,2163.28,134,15.7537,-31913.35546875,670000,134,1863.13
156.8253,2183.75,135,15.5697,-32469.841796875,675000,135,1834.48
156.9778,2253.56,136,15.6724,-32576.16015625,680000,136,1875.28
156.8961,2225.61,137,15.8781,-33139.97265625,685000,137,1857.83
156.9496,2187.5,138,15.789,-33379.890625,690000,138,1853.38
156.767,2244.76,139,15.725,-33547.9453125,695000,139,1875.24
157.0112,2219.73,140,15.9107,-33879.71484375,700000,140,1880.36
156.7205,2251.3,141,15.8776,-34273.43359375,705000,141,1884.94
157.0691,2160.52,142,15.5313,-34337.078125,710000,142,1849.89
157.1231,2179.9,143,15.7045,-34733.046875,715000,143,1843.64
156.711,2245.45,144,15.7993,-34935.0859375,720000,144,1876.9
156.7264,2181.84,145,15.8784,-35022.44140625,725000,145,1883.75
156.8843,2247.47,146,15.8773,-35489.2421875,730000,146,1843.64
156.9226,2234.37,147,15.6793,-35724.8828125,735000,147,1873.28
156.9829,2215.05,148,15.5549,-35951.95703125,740000,148,1880.6
156.7592,2232.91,149,15.9103,-36284.0703125,745000,149,1861.11
156.8321,2152.86,150,15.4626,-36410.9765625,750000,150,1846.99
156.7296,2256.31,151,15.9442,-36808.2578125,755000,151,1896.95
156.9239,2210.66,152,15.7112,-36933.8671875,760000,152,1870.23
156.7034,2258.7,153,15.6943,-37297.8125,765000,153,1889.74
156.8598,2241.67,154,15.755,-37696.109375,770000,154,1852.05
156.797,2269.38,155,15.7462,-37894.1015625,775000,155,1873.41
156.9377,2197.99,156,15.4004,-38226.984375,780000,156,1874.55
156.7264,2177.78,157,15.5554,-38376.0078125,785000,157,1860.92
156.9177,2226.36,158,15.5723,-38916.90234375,790000,158,1867.89
156.8459,2176.0,159,15.5161,-38816.609375,795000,159,1854.43
156.6592,2229.94,160,15.4603,-39285.52734375,800000,160,1850.15
156.7747,2243.56,161,15.5805,-39586.359375,805000,161,1873.2
156.689,2246.49,162,15.5167,-39652.20703125,810000,162,1913.01
157.0126,2204.96,163,15.5376,-40047.47265625,815000,163,1873.5
156.7908,2208.36,164,15.4038,-40210.02734375,820000,164,1866.02
157.064,2180.99,165,15.8195,-40577.96875,825000,165,1885.85
156.9349,2188.1,166,15.531,-40914.91015625,830000,166,1881.55
156.9637,2197.62,167,15.8359,-41251.1953125,835000,167,1866.3
156.803,2223.7,168,15.7622,-41712.25390625,840000,168,1882.93
156.8196,2215.99,169,15.7892,-41593.515625,845000,169,1880.35
156.9439,2250.25,170,15.8578,-41943.8046875,850000,170,1881.86
156.574,2254.79,171,15.7329,-42220.21484375,855000,171,1923.92
156.7727,2268.29,172,15.6216,-42846.26171875,860000,172,1882.05
156.7357,2194.16,173,15.3281,-42702.671875,865000,173,1828.03
156.8571,2204.82,174,15.4944,-43205.21484375,870000,174,1867.15
156.7027,2212.26,175,15.2613,-43225.8125,875000,175,1884.67
156.9118,2156.2,176,15.3796,-43522.21484375,880000,176,1866.31
156.7288,2186.0,177,15.5411,-43768.9296875,885000,177,1889.02
156.7648,2221.68,178,15.3283,-44043.9453125,890000,178,1896.01
156.9131,2156.96,179,15.4457,-44359.2109375,895000,179,1861.43
156.7575,2225.51,180,15.5349,-44542.82421875,900000,180,1884.12
156.7715,2212.25,181,15.4684,-44886.65625,905000,181,1882.48
156.9067,2169.93,182,15.5281,-45090.78515625,910000,182,1869.41
156.8281,2214.4,183,15.5395,-45266.375,915000,183,1864.18
156.7368,2251.65,184,15.5022,-45373.4765625,920000,184,1890.36
157.015,2214.5,185,15.6652,-45760.85546875,925000,185,1902.08
156.8003,2281.74,186,15.7387,-45908.10546875,930000,186,1911.1
156.6293,2247.94,187,15.4747,-45961.734375,935000,187,1923.11
156.6631,2266.48,188,15.2555,-46209.328125,940000,188,1887.46
156.8998,2206.0,189,15.68,-45981.74609375,945000,189,1894.01
156.9848,2216.85,190,15.6347,-46199.90234375,950000,190,1914.12
156.7262,2258.15,191,15.5445,-46659.76953125,955000,191,1902.54
156.8739,2270.63,192,15.7886,-46929.44140625,960000,192,1949.26
157.0582,2211.99,193,15.7587,-47084.4140625,965000,193,1908.04
156.8455,2252.58,194,15.4112,-47094.94921875,970000,194,1897.06
156.8213,2170.99,195,15.455,-47177.14453125,975000,195,1879.34
156.9122,2241.98,196,15.7207,-47524.65625,980000,196,1909.64
157.0284,2282.97,197,15.6355,-47884.765625,985000,197,1906.59
156.7951,2238.62,198,15.4153,-47823.37109375,990000,198,1890.34
156.8694,2242.42,199,15.5191,-47813.3203125,995000,199,1919.8
156.8222,2202.92,200,15.2037,-47922.73046875,1000000,200,1896.69
156.7271,2265.45,201,15.4035,-48242.0078125,1005000,201,1932.22
156.7418,2234.38,202,15.3806,-48303.8203125,1010000,202,1883.66
156.7312,2248.46,203,15.1584,-48454.1015625,1015000,203,1897.71
156.6293,2200.8,204,15.2723,-48257.125,1020000,204,1885.14
156.7361,2213.44,205,15.168,-48595.19921875,1025000,205,1904.8
156.6663,2203.45,206,15.2349,-48935.640625,1030000,206,1880.54
156.7997,2238.19,207,15.371,-49085.0234375,1035000,207,1918.16
156.6878,2242.7,208,15.3803,-49278.01171875,1040000,208,1906.77
156.8467,2246.98,209,15.5108,-49454.9296875,1045000,209,1918.07
156.7119,2264.76,210,15.4857,-49562.0625,1050000,210,1917.62
156.8743,2278.89,211,15.6552,-49789.87890625,1055000,211,1911.69
156.586,2266.33,212,15.5075,-49791.19921875,1060000,212,1910.41
156.5198,2254.52,213,15.3732,-50075.0390625,1065000,213,1908.6
156.7182,2260.72,214,15.3551,-50200.62109375,1070000,214,1905.46
156.6559,2273.68,215,15.5273,-50365.63671875,1075000,215,1913.52
156.7497,2256.86,216,15.4836,-50415.125,1080000,216,1894.66
156.7614,2268.07,217,15.382,-50662.3828125,1085000,217,1920.37
156.7875,2284.18,218,15.6035,-50842.765625,1090000,218,1943.15
156.6132,2279.16,219,15.598,-50888.59765625,1095000,219,1937.83
156.6769,2269.32,220,15.4715,-51073.83984375,1100000,220,1930.72
156.7324,2289.02,221,15.5267,-51190.3828125,1105000,221,1937.19
156.6812,2278.15,222,15.3698,-51323.1328125,1110000,222,1924.84
156.6782,2247.66,223,15.2914,-51330.3125,1115000,223,1921.93
156.5318,2262.6,224,15.296,-51404.87890625,1120000,224,1927.34
156.5683,2275.86,225,15.5673,-51516.0703125,1125000,225,1930.4
156.7653,2269.72,226,15.4193,-51794.6015625,1130000,226,1938.13
156.7123,2281.35,227,15.5763,-51860.046875,1135000,227,1945.25
156.8387,2274.19,228,15.511,-52153.0546875,1140000,228,1940.26
156.6643,2269.95,229,15.4976,-52158.1015625,1145000,229,1943.36
156.7073,2257.63,230,15.4284,-52300.29296875,1150000,230,1945.02
156.6722,2283.66,231,15.5318,-52354.23828125,1155000,231,1923.62
156.7132,2262.14,232,15.3903,-52582.69921875,1160000,232,1929.93
156.7411,2239.22,233,15.421,-52581.515625,1165000,233,1936.89
156.6416,2269.46,234,15.505,-52692.1484375,1170000,234,1945.82
156.6021,2262.3,235,15.4786,-52851.421875,1175000,235,1931.36
156.7495,2269.43,236,15.6,-52800.88671875,1180000,236,1940.49
156.78,2245.61,237,15.5273,-53081.390625,1185000,237,1947.4
156.6206,2260.81,238,15.4436,-53108.5859375,1190000,238,1958.59
156.5299,2260.98,239,15.3741,-53438.7578125,1195000,239,1927.95
156.7011,2277.27,240,15.6334,-53380.6640625,1200000,240,1952.91
156.6563,2231.81,241,15.3993,-53540.03515625,1205000,241,1926.86
156.6487,2272.79,242,15.5153,-53559.01171875,1210000,242,1936.5
156.5612,2286.01,243,15.5833,-53886.28515625,1215000,243,1928.78
156.6924,2258.85,244,15.4415,-53913.5,1220000,244,1946.44
156.6404,2268.77,245,15.3844,-54047.7421875,1225000,245,1947.23
156.6438,2259.78,246,15.2438,-54064.76953125,1230000,246,1927.49
156.6435,2254.42,247,15.3653,-54203.890625,1235000,247,1940.32
156.6659,2243.12,248,15.1674,-54329.78515625,1240000,248,1918.76
156.5643,2261.48,249,15.3418,-54450.90234375,1245000,249,1927.46
156.5761,2257.44,250,15.2398,-54533.79296875,1250000,250,1922.65
156.6366,2261.74,251,15.263,-54785.98046875,1255000,251,1931.38
156.6778,2260.79,252,15.3044,-54902.01171875,1260000,252,1916.39
156.703,2252.82,253,15.3648,-55059.61328125,1265000,253,1945.03
156.5217,2288.93,254,15.4294,-55109.40234375,1270000,254,1933.3
156.6662,2236.54,255,15.5248,-55060.03515625,1275000,255,1925.16
156.7204,2288.76,256,15.4067,-55335.76953125,1280000,256,1949.82
156.778,2299.0,257,15.2737,-55573.328125,1285000,257,1936.4
156.5155,2279.18,258,15.5159,-55557.625,1290000,258,1928.96
156.7628,2265.88,259,15.2902,-55480.2578125,1295000,259,1934.89
156.8272,2258.56,260,15.4185,-55641.05078125,1300000,260,1946.8
156.4169,2272.3,261,15.1948,-55900.796875,1305000,261,1942.18
156.6371,2276.21,262,15.3223,-56057.4609375,1310000,262,1951.39
156.7425,2283.79,263,15.3396,-56071.42578125,1315000,263,1930.76
156.5938,2260.58,264,15.3872,-56107.7265625,1320000,264,1933.51
156.5746,2295.19,265,15.2259,-56386.19140625,1325000,265,1952.08
156.6362,2300.97,266,15.2664,-56600.87109375,1330000,266,1941.21
156.7157,2277.44,267,15.4008,-56670.8125,1335000,267,1930.69
156.7343,2272.92,268,15.2691,-56836.59375,1340000,268,1924.0
156.6383,2258.4,269,15.374,-56847.3203125,1345000,269,1938.44
156.7171,2287.75,270,15.3223,-56974.8359375,1350000,270,1938.51
156.8598,2230.71,271,15.1741,-57069.0625,1355000,271,1925.1
156.5685,2261.66,272,15.1892,-57281.4375,1360000,272,1912.13
156.6855,2265.47,273,15.2298,-57652.16796875,1365000,273,1926.01
156.6879,2292.94,274,15.1927,-57604.2734375,1370000,274,1914.09
156.5347,2283.24,275,15.0243,-57623.7421875,1375000,275,1915.18
156.5921,2276.49,276,15.1304,-57670.296875,1380000,276,1930.09
156.532,2273.62,277,15.1063,-58059.37109375,1385000,277,1909.83
156.5584,2269.44,278,15.1245,-57968.08984375,1390000,278,1907.6
156.4973,2276.39,279,15.103,-58241.921875,1395000,279,1908.13
156.4284,2273.77,280,15.1619,-58345.80078125,1400000,280,1921.99
156.651,2266.89,281,15.0975,-58615.6640625,1405000,281,1915.78
156.5514,2268.39,282,15.2143,-58621.76171875,1410000,282,1915.54
156.6811,2273.86,283,15.1805,-58513.84375,1415000,283,1933.22
156.5132,2222.94,284,14.995,-58594.0703125,1420000,284,1914.03
156.6132,2229.27,285,15.0648,-58783.57421875,1425000,285,1922.25
156.6135,2266.04,286,15.1294,-59184.07421875,1430000,286,1914.79
156.77,2225.74,287,15.142,-58869.453125,1435000,287,1889.41
156.472,2239.16,288,14.9737,-59173.953125,1440000,288,1906.56
156.7477,2253.09,289,15.0969,-59226.88671875,1445000,289,1910.58
156.609,2233.85,290,15.2409,-59357.27734375,1450000,290,1899.17
156.8561,2229.17,291,15.1106,-59607.6484375,1455000,291,1888.47
156.6204,2228.22,292,14.9341,-59631.40625,1460000,292,1875.79
156.8461,2215.58,293,14.8841,-59477.3125,1465000,293,1870.76
156.6085,2283.38,294,15.1301,-59857.23046875,1470000,294,1924.17
156.6902,2212.08,295,14.9175,-59967.89453125,1475000,295,1900.81
156.7027,2281.14,296,15.2351,-59889.87109375,1480000,296,1918.89
156.6632,2221.41,297,15.0728,-60079.28515625,1485000,297,1904.48
156.6346,2279.66,298,15.1888,-60397.16015625,1490000,298,1920.33
156.646,2247.05,299,15.0375,-60187.3359375,1495000,299,1911.9
156.5367,2244.91,300,15.0312,-60142.140625,1500000,300,1907.96
156.7472,2247.06,301,15.1009,-60433.1875,1505000,301,1893.36
156.691,2270.82,302,15.09,-60436.06640625,1510000,302,1944.49
156.6381,2273.85,303,15.1096,-60677.30859375,1515000,303,1927.1
156.593,2271.08,304,15.1511,-60687.734375,1520000,304,1917.0
156.543,2262.01,305,14.9868,-61079.69140625,1525000,305,1924.68
156.5933,2225.8,306,14.9009,-60809.37890625,1530000,306,1887.5
156.4596,2244.21,307,14.9787,-61203.625,1535000,307,1904.7
156.5087,2229.05,308,15.0029,-61079.046875,1540000,308,1872.27
156.5786,2228.21,309,14.9354,-61114.83203125,1545000,309,1904.54
156.5425,2241.84,310,14.8959,-61449.44140625,1550000,310,1869.02
156.5401,2255.18,311,15.0716,-61563.6171875,1555000,311,1890.92
156.7571,2243.31,312,14.9588,-61464.13671875,1560000,312,1879.74
156.6601,2222.37,313,14.951,-61692.87890625,1565000,313,1893.64
156.5474,2243.6,314,15.0619,-61600.35546875,1570000,314,1907.11
156.6034,2236.52,315,15.0859,-61577.859375,1575000,315,1914.81
156.5135,2254.68,316,15.062,-62226.55859375,1580000,316,1913.6
156.595,2250.35,317,14.9936,-62247.12109375,1585000,317,1891.29
156.7599,2255.56,318,15.0652,-62323.703125,1590000,318,1903.24
156.7255,2276.87,319,15.1985,-62424.36328125,1595000,319,1936.75
156.5787,2278.96,320,15.1952,-62343.875,1600000,320,1915.26
156.5805,2235.05,321,15.1931,-62233.765625,1605000,321,1904.21
156.8181,2273.58,322,15.244,-62473.1484375,1610000,322,1916.56
156.7925,2247.87,323,15.3491,-62416.6484375,1615000,323,1909.32
156.7376,2285.01,324,15.1965,-62874.2578125,1620000,324,1938.64
156.7206,2271.18,325,15.3176,-62910.82421875,1625000,325,1945.26
156.7692,2283.18,326,15.2699,-62883.515625,1630000,326,1939.76
156.7283,2273.07,327,15.3084,-62783.53515625,1635000,327,1932.09
156.6306,1216.19,328,14.7961,-62187.921875,1640000,328,1651.42
157.6561,-308.78,329,15.0337,-57876.0703125,1645000,329,-143.3
159.2583,-264.24,330,17.617,-54900.92578125,1650000,330,-141.26
156.6854,2192.48,331,15.2376,-62876.203125,1655000,331,1889.56
156.7852,2237.77,332,15.1827,-63073.04296875,1660000,332,1915.39
156.8302,2193.83,333,14.8317,-63039.1484375,1665000,333,1790.95
156.6513,2238.4,334,15.2706,-63397.296875,1670000,334,1910.8
156.7666,2252.96,335,15.2654,-63910.546875,1675000,335,1921.18
156.7499,2242.02,336,15.1185,-63612.796875,1680000,336,1903.77
156.6661,2244.5,337,15.2,-63970.80859375,1685000,337,1888.87
156.7191,1468.92,338,14.7589,-63876.6796875,1690000,338,1805.65
156.6551,584.28,339,14.5635,-62510.3828125,1695000,339,1602.35
159.987,-322.83,340,22.2313,-54120.125,1700000,340,-181.6
156.7053,2233.99,341,15.0197,-64309.85546875,1705000,341,1840.3
159.9047,-432.07,342,17.9217,-52182.49609375,1710000,342,-429.85
156.9602,-134.2,343,14.0589,-59868.453125,1715000,343,486.04
159.4879,-108.23,344,18.4573,-55387.28125,1720000,344,-111.26
156.6702,2220.63,345,15.0257,-64366.25390625,1725000,345,1851.6
156.5933,2277.01,346,14.9848,-64715.7578125,1730000,346,1892.09
156.6671,2291.84,347,14.9677,-64990.84375,1735000,347,1925.42
156.6792,2308.97,348,15.1456,-65195.546875,1740000,348,1947.7
156.6107,2307.42,349,15.0402,-65559.703125,1745000,349,1923.74
156.585,2290.51,350,14.9805,-65238.56640625,1750000,350,1928.17
156.5737,2306.68,351,15.1201,-65465.203125,1755000,351,1951.25
156.4807,2274.63,352,15.167,-65656.53125,1760000,352,1926.77
156.66,2269.56,353,15.109,-65806.1875,1765000,353,1910.13
156.7083,2257.16,354,15.2258,-65535.65625,1770000,354,1874.59
156.6199,2238.51,355,15.1489,-65656.0703125,1775000,355,1936.48
156.648,2278.16,356,15.0634,-65612.453125,1780000,356,1940.65
156.659,2255.7,357,15.1484,-65694.0234375,1785000,357,1908.95
156.5284,913.11,358,15.024,-66034.8828125,1790000,358,1869.83
156.6624,135.34,359,14.6421,-65263.05078125,1795000,359,1619.88
156.6488,1990.02,360,15.1034,-66180.671875,1800000,360,1910.95
156.5772,2275.25,361,14.9926,-66242.296875,1805000,361,1925.34
156.585,2282.61,362,14.9514,-66306.3984375,1810000,362,1933.31
156.6349,2280.61,363,15.1091,-66528.3515625,1815000,363,1930.69
156.6805,2294.83,364,15.2654,-66712.5546875,1820000,364,1944.65
156.6856,2138.42,365,14.9856,-66862.1875,1825000,365,1912.28
156.8552,2253.36,366,15.032,-66737.4140625,1830000,366,1918.4
156.677,1855.01,367,15.059,-66699.40625,1835000,367,1894.35
156.6007,2269.97,368,15.1468,-67094.40625,1840000,368,1922.16
156.5524,2280.32,369,14.9488,-67073.7109375,1845000,369,1925.27
156.5067,2286.36,370,15.1743,-67457.7890625,1850000,370,1928.96
156.4548,2287.18,371,15.1908,-67478.71875,1855000,371,1943.57
156.5707,2285.3,372,15.2413,-67217.765625,1860000,372,1952.75
156.7851,2305.8,373,15.382,-67659.234375,1865000,373,1953.79
156.5862,2278.71,374,15.259,-67650.3984375,1870000,374,1941.39
156.5923,2277.13,375,14.8938,-67711.53125,1875000,375,1912.15
156.5106,2228.17,376,15.1521,-67876.453125,1880000,376,1920.27
156.6633,1845.17,377,15.6979,-67912.203125,1885000,377,1765.93
156.5835,2241.99,378,15.0968,-67819.71875,1890000,378,1901.5
156.5193,2257.3,379,15.2021,-68056.5859375,1895000,379,1925.12
159.3848,-312.31,380,18.3105,-54494.5,1900000,380,-348.33
156.5078,1986.96,381,14.7236,-68981.3125,1905000,381,1557.86
156.6372,2171.56,382,14.8551,-68989.75,1910000,382,1881.7
156.7977,2199.6,383,15.0979,-68708.984375,1915000,383,1889.46
156.624,2198.92,384,15.1774,-68904.7109375,1920000,384,1928.39
156.7307,1944.57,385,15.1917,-68838.8203125,1925000,385,1874.05
156.5298,2206.44,386,15.1941,-68867.328125,1930000,386,1899.07
156.7488,2230.41,387,15.351,-68795.2265625,1935000,387,1938.34
156.7462,2293.8,388,15.3752,-69277.6328125,1940000,388,1947.17
156.6804,2324.8,389,15.4728,-69564.4765625,1945000,389,1966.41
156.6552,2274.44,390,15.1542,-69122.0703125,1950000,390,1938.26
156.5463,2318.62,391,15.3878,-69549.28125,1955000,391,1954.32
156.7699,2262.7,392,15.159,-69339.4921875,1960000,392,1930.8
156.7296,2280.62,393,15.2228,-69460.5078125,1965000,393,1941.42
156.6271,2292.42,394,15.2144,-69816.09375,1970000,394,1975.3
156.6118,2264.22,395,15.1065,-69358.578125,1975000,395,1951.62
