Running Reverse KL,Running Update Time,Running Forward KL,Real Det Return,Itration,Reward Loss,Running Env Steps,Real Sto Return
15.6543,232,156.7211,2240.05,232,-10558.734375,1160000,1910.33
15.5641,233,156.7757,2210.76,233,-10525.3134765625,1165000,1918.14
15.6191,234,156.7202,2229.99,234,-10564.4736328125,1170000,1925.66
15.4175,235,156.5385,2243.08,235,-10589.7880859375,1175000,1912.36
15.5151,236,156.5967,2228.72,236,-10637.470703125,1180000,1893.63
15.474,237,156.5662,2252.69,237,-10637.181640625,1185000,1914.31
15.1856,238,156.5443,2218.64,238,-10651.912109375,1190000,1908.26
15.4982,239,156.7674,2212.45,239,-10664.0986328125,1195000,1906.06
15.5169,240,156.673,2248.67,240,-10702.646484375,1200000,1922.98
15.4374,241,156.6057,2238.88,241,-10755.25,1205000,1914.27
15.4646,242,156.7238,2245.46,242,-10744.2041015625,1210000,1912.67
15.3287,243,156.6908,2241.69,243,-10762.6953125,1215000,1910.37
15.4364,244,156.6957,2255.47,244,-10810.625,1220000,1885.87
15.4272,245,156.6704,2238.4,245,-10823.4384765625,1225000,1907.38
15.4303,246,156.6035,2204.05,246,-10814.892578125,1230000,1903.44
15.5285,247,156.5276,2242.05,247,-10868.5693359375,1235000,1901.47
15.4015,248,156.7428,2256.0,248,-10876.6904296875,1240000,1908.31
15.3673,249,156.4845,2244.54,249,-10915.3515625,1245000,1892.79
15.481,250,156.6984,2288.28,250,-10968.828125,1250000,1907.0
15.5524,251,156.7248,2285.33,251,-10971.4091796875,1255000,1909.82
15.6387,252,156.5496,2276.14,252,-11009.10546875,1260000,1902.35
15.5732,253,156.6212,2212.91,253,-10978.515625,1265000,1899.4
15.3364,254,156.6323,2185.71,254,-10983.4580078125,1270000,1857.79
15.5579,255,156.6454,2275.94,255,-11079.162109375,1275000,1924.14
15.3957,256,156.6214,2283.13,256,-11092.376953125,1280000,1897.33
15.4845,257,156.5963,2232.16,257,-11112.8662109375,1285000,1891.84
15.645,258,156.6983,2233.08,258,-11132.7919921875,1290000,1908.64
15.3479,259,156.5841,2234.71,259,-11096.53515625,1295000,1899.08
15.2,260,156.6111,2246.64,260,-11119.3154296875,1300000,1882.26
15.3259,261,156.5864,2273.13,261,-11157.8779296875,1305000,1898.17
15.3518,262,156.5627,2241.82,262,-11231.8251953125,1310000,1901.45
15.5571,263,156.6251,2272.87,263,-11222.10546875,1315000,1904.6
15.2895,264,156.6634,2273.75,264,-11215.1435546875,1320000,1910.5
15.2901,265,156.6128,2264.3,265,-11249.845703125,1325000,1917.98
15.4808,266,156.668,2279.36,266,-11282.8828125,1330000,1934.67
15.5248,267,156.6361,2269.51,267,-11330.708984375,1335000,1910.6
15.4607,268,156.612,2263.48,268,-11365.1533203125,1340000,1930.8
15.4728,269,156.6648,2293.34,269,-11354.7099609375,1345000,1919.48
15.3663,270,156.4926,2286.25,270,-11362.7294921875,1350000,1935.59
15.3022,271,156.703,2295.98,271,-11382.0439453125,1355000,1936.61
15.2797,272,156.5976,2301.23,272,-11447.8466796875,1360000,1948.33
15.4928,273,156.6448,2293.54,273,-11484.955078125,1365000,1928.0
15.2135,274,156.3564,2274.95,274,-11503.962890625,1370000,1923.82
15.2776,275,156.5001,2288.89,275,-11490.6005859375,1375000,1918.78
15.5826,276,156.5164,2312.9,276,-11545.1640625,1380000,1924.07
15.3922,277,156.7498,2269.85,277,-11529.103515625,1385000,1921.27
15.1818,278,156.6288,2259.89,278,-11584.693359375,1390000,1910.88
15.4371,279,156.6311,2289.95,279,-11576.1962890625,1395000,1921.83
15.4681,280,156.4207,2314.08,280,-11657.0751953125,1400000,1943.71
15.5231,281,156.5496,2293.31,281,-11641.970703125,1405000,1950.74
15.2453,282,156.5494,2251.41,282,-11624.61328125,1410000,1914.66
15.3609,283,156.6588,2298.75,283,-11681.080078125,1415000,1940.21
15.4406,284,156.6231,2318.37,284,-11721.4462890625,1420000,1928.73
15.2003,285,156.4522,2297.52,285,-11733.6328125,1425000,1911.29
15.3976,286,156.4347,2271.12,286,-11727.2705078125,1430000,1945.59
15.27,287,156.6164,2304.7,287,-11771.708984375,1435000,1923.0
15.4075,288,156.6064,2270.51,288,-11809.05859375,1440000,1939.45
15.3396,289,156.4651,2279.68,289,-11835.375,1445000,1939.88
15.3365,290,156.4653,2276.3,290,-11843.9228515625,1450000,1933.05
15.3731,291,156.5407,2280.37,291,-11802.34765625,1455000,1924.42
15.3279,292,156.6642,2245.43,292,-11868.177734375,1460000,1912.4
15.4783,293,156.5101,2268.5,293,-11946.455078125,1465000,1935.78
15.3816,294,156.602,2295.66,294,-11900.833984375,1470000,1934.85
15.4712,295,156.4574,2292.11,295,-11917.7568359375,1475000,1921.72
15.1933,296,156.6535,2251.49,296,-11944.8505859375,1480000,1923.24
15.5454,297,156.6429,2264.44,297,-11932.5029296875,1485000,1925.71
15.5446,298,156.6803,2279.7,298,-11972.8642578125,1490000,1952.95
15.5936,299,156.6998,2247.61,299,-11996.4560546875,1495000,1926.57
15.4931,300,156.5711,2228.93,300,-12023.6826171875,1500000,1927.51
15.453,301,156.5674,2252.82,301,-11998.4794921875,1505000,1923.71
15.4268,302,156.665,2227.92,302,-12050.3251953125,1510000,1921.68
15.58,303,156.6704,2250.98,303,-12124.712890625,1515000,1918.74
15.1995,304,156.6328,2214.0,304,-12080.6640625,1520000,1904.15
15.3665,305,156.6178,2242.06,305,-12100.51171875,1525000,1915.76
15.2905,306,156.702,2231.41,306,-12153.0205078125,1530000,1919.55
15.3327,307,156.6762,2220.59,307,-12151.8193359375,1535000,1921.63
15.3592,308,156.5614,2277.8,308,-12162.6611328125,1540000,1939.12
15.163,309,156.4847,2247.44,309,-12201.15625,1545000,1921.25
15.185,310,156.6215,2256.39,310,-12212.8203125,1550000,1904.48
15.1574,311,156.5769,2230.7,311,-12240.0791015625,1555000,1921.8
15.3771,312,156.5927,2281.8,312,-12268.9853515625,1560000,1930.47
15.6248,313,156.5687,2260.97,313,-12290.291015625,1565000,1921.85
15.1897,314,156.6071,2273.92,314,-12293.19140625,1570000,1911.44
15.4109,315,156.6498,2271.48,315,-12347.701171875,1575000,1934.02
15.3007,316,156.6996,2285.77,316,-12348.271484375,1580000,1917.95
15.3451,317,156.5719,2290.74,317,-12363.5166015625,1585000,1941.82
15.3963,318,156.7743,2256.96,318,-12384.37890625,1590000,1936.8
15.325,319,156.7447,2257.26,319,-12381.57421875,1595000,1943.38
15.3735,320,156.5907,2248.1,320,-12468.7197265625,1600000,1919.8
15.4767,321,156.5999,2275.9,321,-12494.310546875,1605000,1966.69
15.3627,322,156.7185,2275.83,322,-12483.3447265625,1610000,1950.93
15.3433,323,156.6671,2284.06,323,-12510.6083984375,1615000,1943.27
15.6943,324,156.6554,2297.75,324,-12501.8330078125,1620000,1951.27
15.4383,325,156.6425,2293.91,325,-12555.7939453125,1625000,1920.34
15.4228,326,156.7098,2285.52,326,-12557.5068359375,1630000,1938.09
15.1419,327,156.6371,2270.71,327,-12579.115234375,1635000,1928.24
15.3522,328,156.68,2286.09,328,-12605.6474609375,1640000,1946.91
15.3139,329,156.6762,2281.56,329,-12619.154296875,1645000,1946.08
15.4055,330,156.5141,2252.59,330,-12656.796875,1650000,1935.81
15.4567,331,156.5741,2256.0,331,-12636.376953125,1655000,1933.74
15.4574,332,156.6898,2274.65,332,-12651.8037109375,1660000,1925.77
15.4987,333,156.71,2261.17,333,-12683.986328125,1665000,1943.59
15.2292,334,156.8423,2193.83,334,-12688.185546875,1670000,1890.55
15.2713,335,156.6108,2246.31,335,-12731.728515625,1675000,1922.49
15.5365,336,156.6547,2236.21,336,-12726.8583984375,1680000,1950.29
15.4325,337,156.5186,2278.31,337,-12762.3837890625,1685000,1960.48
15.4833,338,156.6293,2292.15,338,-12783.1826171875,1690000,1966.33
15.2102,339,156.6671,2254.78,339,-12792.1865234375,1695000,1928.74
15.5534,340,156.7569,2280.67,340,-12851.1201171875,1700000,1930.88
15.3555,341,156.8251,2273.61,341,-12912.083984375,1705000,1945.1
15.4179,342,156.741,2284.15,342,-12879.1884765625,1710000,1933.33
15.4953,343,156.6846,2274.14,343,-12897.8935546875,1715000,1941.77
15.5942,344,156.5939,2263.18,344,-12931.26171875,1720000,1924.46
15.4883,345,156.6673,2252.59,345,-12916.3623046875,1725000,1946.28
15.5005,346,156.6333,2245.44,346,-12934.65234375,1730000,1915.26
15.1943,347,156.5968,2223.94,347,-12971.619140625,1735000,1900.46
15.645,348,156.7419,2296.41,348,-13041.123046875,1740000,1966.71
15.4431,349,156.6189,2292.42,349,-13018.9404296875,1745000,1945.94
15.4822,350,156.6343,2253.64,350,-13004.060546875,1750000,1937.88
15.4542,351,156.6641,2288.02,351,-13049.3642578125,1755000,1937.76
15.3479,352,156.667,2235.79,352,-13054.1962890625,1760000,1949.91
15.4359,353,156.6369,2319.52,353,-13143.931640625,1765000,1969.94
15.4418,354,156.8576,2237.82,354,-13102.6533203125,1770000,1921.98
15.364,355,156.6317,2247.25,355,-13169.830078125,1775000,1916.08
15.4315,356,156.6067,2234.87,356,-13131.6513671875,1780000,1912.35
15.355,357,156.501,2257.12,357,-13180.0771484375,1785000,1940.82
15.3794,358,156.6328,2272.61,358,-13185.806640625,1790000,1938.3
15.2668,359,156.6818,2236.5,359,-13209.6484375,1795000,1934.27
15.3577,360,156.726,2254.68,360,-13279.380859375,1800000,1936.92
15.4355,361,156.5811,2279.88,361,-13282.1240234375,1805000,1934.13
15.4639,362,156.6318,2298.52,362,-13305.90625,1810000,1955.12
15.4222,363,156.6012,2235.53,363,-13278.677734375,1815000,1936.89
15.5707,364,156.7191,2275.79,364,-13288.240234375,1820000,1948.59
15.5791,365,156.7207,2302.38,365,-13379.87890625,1825000,1963.92
15.5653,366,156.7527,2286.12,366,-13428.51953125,1830000,1936.85
15.398,367,156.6605,2199.35,367,-13361.486328125,1835000,1906.17
15.396,368,156.5939,2245.25,368,-13386.4306640625,1840000,1930.14
15.4735,369,156.628,2276.23,369,-13414.921875,1845000,1947.56
15.3248,370,156.5574,2273.63,370,-13424.3369140625,1850000,1949.58
15.2319,371,156.6303,2260.81,371,-13436.751953125,1855000,1949.16
15.3615,372,156.6031,2251.58,372,-13514.06640625,1860000,1957.02
15.3156,373,156.5184,2299.12,373,-13472.5205078125,1865000,1957.5
15.3864,374,156.6182,2267.26,374,-13522.630859375,1870000,1922.37
15.2878,375,156.6707,2289.65,375,-13543.85546875,1875000,1942.3
15.5708,376,156.6469,2319.17,376,-13628.015625,1880000,1952.05
15.4824,377,156.5317,2327.03,377,-13661.78125,1885000,1961.92
15.3122,378,156.6624,2259.17,378,-13608.376953125,1890000,1940.96
15.3597,379,156.6871,2289.84,379,-13647.60546875,1895000,1944.78
15.4651,380,156.5862,2265.0,380,-13655.123046875,1900000,1948.23
15.4099,381,156.5492,2290.77,381,-13706.7666015625,1905000,1963.12
15.5589,382,156.6734,2298.45,382,-13701.3330078125,1910000,1957.47
15.459,383,156.6515,2261.77,383,-13737.9541015625,1915000,1935.01
15.3289,384,156.7494,2298.89,384,-13705.3486328125,1920000,1929.03
15.5857,385,156.7539,2290.8,385,-13743.419921875,1925000,1962.66
15.5013,386,156.5277,2225.22,386,-13721.0927734375,1930000,1920.01
15.3251,387,156.6961,2255.7,387,-13796.884765625,1935000,1947.16
