Real Sto Return,Running Env Steps,Itration,Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Update Time
1874.55,825000,165,2182.24,156.8643,-8138.68505859375,15.4931,165
1879.51,830000,166,2256.87,156.7832,-8238.830078125,15.6224,166
1887.58,835000,167,2233.05,156.6408,-8275.794921875,15.3454,167
1888.7,840000,168,2235.64,156.7349,-8329.8876953125,15.6555,168
1878.85,845000,169,2170.35,156.8682,-8348.076171875,15.5398,169
1872.88,850000,170,2216.41,156.9265,-8474.408203125,15.5943,170
1904.83,855000,171,2266.53,156.707,-8517.123046875,15.6621,171
1877.81,860000,172,2224.68,156.6189,-8552.9853515625,15.5135,172
1896.52,865000,173,2255.86,156.6591,-8556.4169921875,15.0737,173
1890.6,870000,174,2220.72,156.7126,-8665.31640625,15.799,174
1884.17,875000,175,2203.76,156.6552,-8696.041015625,15.2743,175
1899.99,880000,176,2239.17,156.6319,-8725.8134765625,15.4557,176
1885.16,885000,177,2178.94,156.7843,-8776.8056640625,15.3331,177
1860.15,890000,178,2179.86,156.8772,-8844.6884765625,15.2538,178
1863.89,895000,179,2188.93,156.8381,-8894.7138671875,15.1363,179
1914.15,900000,180,2239.12,156.4843,-8960.5537109375,15.2992,180
1884.49,905000,181,2193.23,156.5803,-8985.806640625,15.2665,181
1878.68,910000,182,2200.73,156.6761,-9048.0244140625,15.3024,182
1867.13,915000,183,2172.64,156.8289,-9098.1376953125,15.184,183
1899.02,920000,184,2246.74,156.6525,-9153.494140625,15.3207,184
1895.74,925000,185,2229.17,156.5478,-9128.357421875,15.0931,185
1910.51,930000,186,2247.84,156.7844,-9213.6513671875,15.4203,186
1921.48,935000,187,2223.33,156.6645,-9225.4658203125,15.4105,187
1902.66,940000,188,2249.39,156.7427,-9253.2421875,15.5884,188
1874.24,945000,189,2244.29,156.6445,-9292.6962890625,15.2338,189
1901.62,950000,190,2244.44,156.7497,-9330.9150390625,15.1373,190
1909.5,955000,191,2262.44,156.5037,-9355.7548828125,15.2365,191
1915.06,960000,192,2281.19,156.5249,-9380.734375,15.1838,192
1892.54,965000,193,2208.16,156.5659,-9411.2724609375,15.0668,193
1876.05,970000,194,2216.32,156.7922,-9476.419921875,15.1455,194
1867.8,975000,195,2240.45,156.7365,-9487.5390625,15.291,195
1909.24,980000,196,2217.91,156.5532,-9506.890625,15.2895,196
1903.83,985000,197,2259.59,156.5652,-9558.9482421875,15.387,197
1912.14,990000,198,2207.88,156.7134,-9571.9130859375,15.2892,198
1929.62,995000,199,2256.1,156.5354,-9630.353515625,15.4766,199
1929.28,1000000,200,2273.06,156.7527,-9703.662109375,15.8147,200
1930.1,1005000,201,2286.37,156.8084,-9741.3388671875,16.0298,201
1927.55,1010000,202,2267.62,156.9875,-9793.5693359375,15.8573,202
1914.65,1015000,203,2266.4,156.6946,-9784.0419921875,15.7086,203
1922.74,1020000,204,2253.12,156.6924,-9845.5166015625,15.7288,204
1914.32,1025000,205,2240.72,156.6582,-9864.853515625,15.716,205
1937.76,1030000,206,2271.41,156.7145,-9933.7080078125,15.6463,206
1926.14,1035000,207,2273.67,156.7653,-9961.734375,15.7335,207
1946.3,1040000,208,2295.65,156.8411,-9981.025390625,15.9604,208
1931.67,1045000,209,2274.69,156.704,-10024.044921875,15.853,209
1939.18,1050000,210,2292.87,156.7346,-10033.91015625,15.7752,210
1951.46,1055000,211,2276.74,156.5355,-10059.2822265625,15.8604,211
1933.98,1060000,212,2304.62,156.7379,-10127.2685546875,15.9086,212
1940.73,1065000,213,2300.86,156.7839,-10136.9677734375,15.9806,213
1960.8,1070000,214,2318.35,156.7016,-10181.4306640625,16.0903,214
1924.27,1075000,215,2273.57,156.7505,-10145.5947265625,15.7969,215
1937.42,1080000,216,2295.66,156.7424,-10233.4560546875,15.7761,216
1939.01,1085000,217,2304.83,156.7511,-10225.5029296875,16.0293,217
1928.05,1090000,218,2298.89,156.767,-10258.2470703125,15.7996,218
1946.13,1095000,219,2297.66,156.7923,-10279.0791015625,15.9098,219
1945.77,1100000,220,2297.54,156.6289,-10284.4033203125,15.8198,220
1937.0,1105000,221,2280.65,156.8845,-10355.0166015625,15.9839,221
1934.57,1110000,222,2289.15,156.7604,-10337.177734375,16.0746,222
1936.2,1115000,223,2272.69,156.6536,-10382.4794921875,15.7711,223
1930.48,1120000,224,2272.6,156.6559,-10409.90234375,15.9435,224
1952.41,1125000,225,2292.5,156.8007,-10423.0771484375,15.9046,225
1936.9,1130000,226,2286.82,156.707,-10448.9716796875,15.9013,226
1940.93,1135000,227,2300.19,156.6817,-10456.833984375,15.9102,227
1941.45,1140000,228,2294.25,156.6744,-10514.228515625,15.8774,228
1960.13,1145000,229,2307.93,156.6681,-10556.25390625,15.826,229
1950.72,1150000,230,2309.61,156.7367,-10540.9736328125,15.9932,230
1930.11,1155000,231,2275.81,156.8498,-10558.234375,15.5951,231
1921.29,1160000,232,2263.54,156.7268,-10601.3291015625,15.6977,232
1962.74,1165000,233,2321.16,156.4702,-10632.2919921875,15.7875,233
1921.87,1170000,234,2271.74,156.7932,-10639.5068359375,15.8698,234
1928.92,1175000,235,2293.12,156.7274,-10645.8564453125,15.8494,235
1916.27,1180000,236,2283.66,156.5528,-10687.2626953125,15.5792,236
1924.96,1185000,237,2303.68,156.6104,-10710.556640625,15.8544,237
1941.62,1190000,238,2290.67,156.7751,-10726.3388671875,15.658,238
1899.2,1195000,239,2274.82,156.7198,-10744.3095703125,15.6173,239
1916.35,1200000,240,2285.16,156.7672,-10750.021484375,15.8221,240
1923.68,1205000,241,2259.02,156.6751,-10769.2548828125,15.5256,241
1940.38,1210000,242,2299.16,156.7561,-10824.8388671875,15.706,242
1929.05,1215000,243,2276.62,156.8057,-10839.2021484375,15.6584,243
1941.35,1220000,244,2283.43,156.6816,-10863.400390625,15.6543,244
1922.15,1225000,245,2286.08,156.5572,-10857.9521484375,15.7613,245
1925.63,1230000,246,2266.77,156.7946,-10874.333984375,15.8125,246
1924.25,1235000,247,2290.76,156.7277,-10955.4287109375,15.6853,247
1905.22,1240000,248,2267.05,156.8051,-10965.578125,15.6913,248
1935.9,1245000,249,2302.35,156.5795,-10985.986328125,15.7174,249
1944.68,1250000,250,2293.62,156.7016,-10993.615234375,15.6105,250
1905.51,1255000,251,2271.59,156.5506,-11006.7568359375,15.4624,251
1914.82,1260000,252,2247.85,156.7431,-11034.0859375,15.4308,252
1923.8,1265000,253,2284.16,156.6682,-11063.1982421875,15.5215,253
1929.26,1270000,254,2260.55,156.5994,-11038.7939453125,15.6214,254
1946.1,1275000,255,2292.7,156.563,-11118.4609375,15.4425,255
1932.74,1280000,256,2289.86,156.6825,-11140.3408203125,15.6095,256
1938.06,1285000,257,2277.06,156.7581,-11146.1201171875,15.5041,257
1944.38,1290000,258,2287.95,156.7449,-11173.7763671875,15.5507,258
1937.78,1295000,259,2297.05,156.5701,-11193.8857421875,15.577,259
1910.88,1300000,260,2254.56,156.6738,-11227.431640625,15.3885,260
1945.72,1305000,261,2295.61,156.6364,-11265.53125,15.6027,261
1920.06,1310000,262,2273.08,156.7355,-11258.1982421875,15.4476,262
1948.3,1315000,263,2317.49,156.6612,-11320.146484375,15.7022,263
1940.23,1320000,264,2304.53,156.7622,-11337.1943359375,15.5051,264
1933.64,1325000,265,2295.14,156.8528,-11393.9384765625,15.465,265
1937.76,1330000,266,2308.07,156.5424,-11381.9765625,15.4953,266
1922.88,1335000,267,2293.83,156.6459,-11403.8291015625,15.6525,267
1914.49,1340000,268,2290.25,156.6112,-11403.3525390625,15.5614,268
1935.86,1345000,269,2303.66,156.5688,-11468.078125,15.469,269
1916.94,1350000,270,2269.34,156.7234,-11446.529296875,15.543,270
1933.13,1355000,271,2276.25,156.6338,-11528.0419921875,15.6615,271
1933.64,1360000,272,2294.38,156.7666,-11507.552734375,15.5559,272
1938.59,1365000,273,2274.55,156.6892,-11556.794921875,15.393,273
1932.06,1370000,274,2297.62,156.7646,-11579.7529296875,15.6207,274
1935.37,1375000,275,2295.64,156.7309,-11570.6962890625,15.5778,275
1934.22,1380000,276,2292.99,156.6783,-11570.912109375,15.5061,276
1943.93,1385000,277,2300.56,156.5367,-11649.65625,15.3987,277
1928.19,1390000,278,2320.3,156.6422,-11692.29296875,15.5015,278
1935.43,1395000,279,2322.33,156.6439,-11695.873046875,15.5513,279
1937.8,1400000,280,2301.57,156.7183,-11738.1103515625,15.6035,280
1944.87,1405000,281,2299.23,156.6535,-11731.8857421875,15.7482,281
1906.19,1410000,282,2280.36,156.7153,-11782.419921875,15.2982,282
1949.81,1415000,283,2306.95,156.7382,-11835.96875,15.5675,283
1963.13,1420000,284,2314.48,156.7937,-11895.5703125,15.7568,284
1949.05,1425000,285,2310.03,156.6581,-11821.890625,15.6516,285
1931.23,1430000,286,2308.0,156.7457,-11874.9755859375,15.7581,286
1941.92,1435000,287,2303.4,156.6295,-11883.75,15.5621,287
1928.0,1440000,288,2281.34,156.8485,-11924.8330078125,15.6026,288
1938.87,1445000,289,2300.72,156.6758,-11914.3720703125,15.6051,289
1926.8,1450000,290,2292.47,156.7052,-11910.333984375,15.5514,290
1914.15,1455000,291,2267.78,156.8911,-11967.0390625,15.5631,291
1950.6,1460000,292,2320.42,156.6876,-11992.9404296875,15.3848,292
1908.37,1465000,293,2302.17,156.7833,-12041.2509765625,15.7044,293
1934.68,1470000,294,2298.24,156.8184,-12033.9931640625,15.5586,294
1939.69,1475000,295,2323.93,156.6973,-12081.806640625,15.6534,295
1938.19,1480000,296,2306.03,156.6953,-12096.8232421875,15.4063,296
1936.1,1485000,297,2283.54,156.613,-12145.17578125,15.4368,297
1931.68,1490000,298,2306.1,156.6672,-12129.2236328125,15.4488,298
1906.47,1495000,299,2252.84,156.5555,-12096.205078125,15.4837,299
1925.12,1500000,300,2280.36,156.6154,-12151.591796875,15.4218,300
1954.13,1505000,301,2318.12,156.6414,-12192.75390625,15.424,301
1933.47,1510000,302,2295.95,156.6995,-12183.26953125,15.5424,302
1939.38,1515000,303,2299.61,156.6027,-12246.3837890625,15.4186,303
1941.4,1520000,304,2287.77,156.7513,-12269.765625,15.6966,304
1898.55,1525000,305,2271.71,156.748,-12209.25,15.604,305
1918.51,1530000,306,2268.36,156.6937,-12271.623046875,15.4265,306
1912.89,1535000,307,2280.22,156.8354,-12320.251953125,15.4817,307
1916.06,1540000,308,2301.16,156.7001,-12312.28515625,15.672,308
1940.44,1545000,309,2311.62,156.7812,-12313.251953125,15.3573,309
1938.22,1550000,310,2315.13,156.603,-12358.6025390625,15.3923,310
1940.32,1555000,311,2313.68,156.6616,-12360.583984375,15.3911,311
1935.31,1560000,312,2297.97,156.5759,-12383.3603515625,15.3494,312
1907.76,1565000,313,2275.22,156.7269,-12391.6455078125,15.305,313
1940.47,1570000,314,2311.58,156.635,-12421.7509765625,15.3736,314
1912.29,1575000,315,2287.48,156.693,-12429.9130859375,15.3083,315
1928.34,1580000,316,2289.08,156.7009,-12446.447265625,15.2048,316
1955.48,1585000,317,2304.82,156.6186,-12465.333984375,15.4522,317
1939.94,1590000,318,2303.94,156.6782,-12499.87109375,15.4273,318
1936.3,1595000,319,2329.37,156.5381,-12511.4716796875,15.486,319
1927.0,1600000,320,2299.4,156.8246,-12567.158203125,15.477,320
1952.12,1605000,321,2304.55,156.6155,-12518.7666015625,15.2684,321
1920.35,1610000,322,2299.02,156.6571,-12517.72265625,15.1966,322
1942.51,1615000,323,2306.22,156.7529,-12582.212890625,15.3842,323
1926.46,1620000,324,2316.31,156.626,-12652.62890625,15.3046,324
1905.06,1625000,325,2279.73,156.7364,-12623.4453125,15.2798,325
1929.06,1630000,326,2306.81,156.7546,-12701.3974609375,15.4678,326
1950.0,1635000,327,2316.56,156.7037,-12685.4248046875,15.3311,327
1935.6,1640000,328,2281.98,156.636,-12688.7744140625,15.1967,328
1929.71,1645000,329,2295.76,156.7054,-12730.044921875,15.1554,329
1924.31,1650000,330,2291.66,156.6809,-12785.5341796875,15.2342,330
1961.03,1655000,331,2305.45,156.6916,-12819.7919921875,15.5451,331
1947.57,1660000,332,2300.49,156.6724,-12770.048828125,15.4382,332
1968.94,1665000,333,2312.08,156.7432,-12846.228515625,15.537,333
1951.56,1670000,334,2310.54,156.7652,-12890.70703125,15.4393,334
1930.77,1675000,335,2298.21,156.8251,-12853.5595703125,15.4576,335
1950.72,1680000,336,2298.79,156.81,-12870.58984375,15.5297,336
1937.07,1685000,337,2304.32,156.6348,-12932.1962890625,15.2532,337
1940.82,1690000,338,2276.33,156.6312,-12875.33203125,15.3679,338
1979.2,1695000,339,2301.62,156.7152,-12900.8017578125,15.5731,339
1967.77,1700000,340,2289.71,156.7085,-12934.142578125,15.4564,340
1966.67,1705000,341,2279.25,156.6947,-12947.673828125,15.5546,341
1957.1,1710000,342,2305.61,156.6793,-12962.875,15.6196,342
1980.65,1715000,343,2330.16,156.6955,-12997.7998046875,15.4192,343
1954.35,1720000,344,2287.88,156.6988,-13020.84375,15.5378,344
1972.07,1725000,345,2332.09,156.7765,-13104.6337890625,15.5927,345
1963.41,1730000,346,2333.5,156.7853,-13056.6201171875,15.6557,346
1954.31,1735000,347,2305.68,156.7561,-13064.0625,15.5111,347
1969.01,1740000,348,2283.52,156.6202,-13072.3251953125,15.539,348
1950.51,1745000,349,2312.4,156.7161,-13195.71875,15.5981,349
1957.78,1750000,350,2307.43,156.7267,-13158.65234375,15.6378,350
1942.78,1755000,351,2305.31,156.9505,-13133.529296875,15.589,351
1964.15,1760000,352,2328.01,156.7782,-13196.6494140625,15.6524,352
1971.43,1765000,353,2330.51,156.8862,-13261.970703125,15.6909,353
1956.72,1770000,354,2311.28,156.7218,-13242.765625,15.6437,354
1989.38,1775000,355,2346.8,156.7325,-13269.134765625,15.676,355
1981.79,1780000,356,2351.04,156.6232,-13294.2978515625,15.7699,356
1984.01,1785000,357,2326.98,156.7747,-13278.4951171875,15.7685,357
1980.73,1790000,358,2313.15,156.6718,-13353.9775390625,15.6607,358
1976.58,1795000,359,2339.09,156.8665,-13418.44921875,15.6665,359
1966.8,1800000,360,2331.17,156.8193,-13351.244140625,15.7058,360
1971.24,1805000,361,2330.37,156.675,-13375.90234375,15.6621,361
1904.05,1810000,362,2235.78,156.8182,-13430.1357421875,15.4417,362
1972.67,1815000,363,2337.25,156.6682,-13418.7412109375,15.5184,363
1954.23,1820000,364,2333.06,156.6791,-13457.599609375,15.4792,364
1960.21,1825000,365,2336.38,156.8027,-13543.5751953125,15.6352,365
1938.36,1830000,366,2316.75,156.8229,-13446.9404296875,15.6276,366
1999.99,1835000,367,2360.98,156.6864,-13525.53515625,15.693,367
1956.25,1840000,368,2334.51,156.6725,-13546.5830078125,15.5116,368
1977.55,1845000,369,2353.38,156.6873,-13548.7744140625,15.6218,369
