Running Update Time,Real Det Return,Itration,Running Env Steps,Reward Loss,Running Forward KL,Running Reverse KL,Real Sto Return
39,2023.53,39,195000,-7621.517578125,157.357,16.3418,1646.63
40,2055.34,40,200000,-7819.4375,157.4545,16.847,1689.23
41,2054.63,41,205000,-8033.13623046875,157.2898,16.0685,1648.49
42,2028.25,42,210000,-8188.86669921875,157.3986,16.1299,1680.09
43,2080.18,43,215000,-8336.3203125,157.3021,16.6195,1693.95
44,2040.06,44,220000,-8493.33984375,157.3944,16.348,1682.81
45,2020.12,45,225000,-8701.703125,157.1084,16.229,1673.53
46,2089.01,46,230000,-8954.0185546875,157.2493,16.7031,1689.74
47,2039.87,47,235000,-9124.5322265625,157.0788,15.6245,1659.01
48,2133.2,48,240000,-9305.6728515625,157.0748,16.2335,1717.64
49,2087.42,49,245000,-9452.806640625,157.0377,16.2866,1703.54
50,2120.44,50,250000,-9641.7412109375,157.0861,16.2941,1761.96
51,2053.77,51,255000,-9864.44140625,157.0785,16.2441,1722.22
52,2043.98,52,260000,-10015.6416015625,156.9952,16.0461,1714.73
53,2043.24,53,265000,-10253.640625,156.9894,16.0262,1731.04
54,2034.84,54,270000,-10525.4345703125,156.9748,15.9613,1706.75
55,2114.65,55,275000,-10597.126953125,157.1032,16.1107,1734.15
56,2111.0,56,280000,-10897.0029296875,157.0454,16.3222,1739.01
57,2109.7,57,285000,-11069.6611328125,157.013,16.5453,1732.73
58,2074.25,58,290000,-11209.619140625,156.907,15.7548,1706.15
59,2093.73,59,295000,-11460.62109375,157.1191,15.8458,1734.86
60,2073.95,60,300000,-11755.9345703125,156.9504,15.8071,1753.83
61,2095.25,61,305000,-11901.5771484375,157.1202,16.0113,1712.72
62,2102.94,62,310000,-12066.91015625,156.9855,16.0118,1730.9
63,2119.01,63,315000,-12302.072265625,156.933,16.1174,1763.95
64,2100.39,64,320000,-12488.220703125,157.0445,15.8769,1729.29
65,2154.6,65,325000,-12678.40234375,156.9876,16.5948,1780.46
66,2156.11,66,330000,-12892.6962890625,157.0054,15.9308,1743.46
67,2047.65,67,335000,-12957.76171875,156.8482,15.3738,1724.15
68,2094.9,68,340000,-13214.162109375,156.9036,15.6573,1753.24
69,2044.77,69,345000,-13507.06640625,156.9941,15.6251,1719.08
70,2108.74,70,350000,-13547.80859375,156.8067,15.5727,1756.45
71,2128.13,71,355000,-13898.6630859375,156.939,15.7103,1755.83
72,2134.71,72,360000,-14099.912109375,157.0464,16.1918,1764.1
73,2136.84,73,365000,-14278.31640625,156.9382,15.845,1780.53
74,2149.96,74,370000,-14480.134765625,156.8637,15.7906,1765.88
75,2133.55,75,375000,-14714.63671875,156.9786,15.8481,1754.8
76,2146.43,76,380000,-14925.7470703125,156.9401,15.7829,1779.08
77,2115.66,77,385000,-15083.2392578125,156.9042,15.7813,1773.76
78,2125.53,78,390000,-15360.837890625,157.0229,16.1534,1781.98
79,2116.31,79,395000,-15512.1201171875,156.8802,15.6868,1777.18
80,2170.98,80,400000,-15740.5498046875,156.8572,15.9185,1805.93
81,2180.1,81,405000,-15975.390625,156.6762,15.7047,1798.3
82,2213.46,82,410000,-16190.369140625,156.8466,15.9481,1838.98
83,2133.93,83,415000,-16370.7958984375,156.9084,15.6174,1785.71
84,2144.93,84,420000,-16588.517578125,156.8503,15.8292,1803.45
85,2198.33,85,425000,-16795.6640625,156.862,15.7999,1819.17
86,2164.19,86,430000,-16964.650390625,156.9003,15.4467,1790.53
87,2155.49,87,435000,-17292.23046875,156.9651,15.6957,1788.52
88,2147.37,88,440000,-17554.201171875,156.7551,15.6755,1769.25
89,2160.92,89,445000,-17665.18359375,156.8258,15.4856,1800.83
90,2190.19,90,450000,-17891.01953125,156.8493,15.8542,1807.33
91,2081.72,91,455000,-18007.265625,156.8776,15.1171,1738.36
92,2175.82,92,460000,-18399.501953125,156.8299,15.8818,1814.33
93,2133.28,93,465000,-18674.7109375,156.9464,15.4329,1753.9
94,2170.54,94,470000,-18847.314453125,156.8339,15.5757,1812.88
95,2102.44,95,475000,-19018.466796875,156.7029,15.5861,1808.54
96,2150.24,96,480000,-19189.4296875,156.7862,15.3788,1800.63
97,2216.86,97,485000,-19471.55078125,156.9481,15.6689,1827.84
98,2221.61,98,490000,-19634.6796875,156.7809,15.2386,1799.13
99,2187.53,99,495000,-19922.201171875,156.8037,15.8748,1831.77
100,2152.87,100,500000,-20206.529296875,156.832,15.3984,1800.44
101,2181.18,101,505000,-20394.43359375,157.0391,15.6142,1849.27
102,2166.85,102,510000,-20713.54296875,156.8764,15.6317,1820.57
103,2144.37,103,515000,-21017.16796875,156.9537,15.5413,1819.36
104,2192.58,104,520000,-21134.705078125,156.8479,15.4899,1823.96
105,2166.18,105,525000,-21450.7109375,156.892,15.5222,1808.25
106,2161.21,106,530000,-21693.533203125,156.9187,15.3658,1810.75
107,2158.23,107,535000,-21903.271484375,156.8392,15.714,1814.54
108,2232.66,108,540000,-22020.818359375,156.8783,15.723,1853.4
109,2200.23,109,545000,-22315.115234375,156.8236,15.7549,1839.24
110,2185.97,110,550000,-22474.826171875,157.0607,15.6176,1831.46
111,2145.23,111,555000,-22812.65234375,156.7722,15.3297,1809.68
112,2187.48,112,560000,-23131.052734375,156.7464,15.7661,1827.39
113,2182.68,113,565000,-23356.3515625,156.9141,15.4893,1825.05
114,2217.88,114,570000,-23585.259765625,156.8705,15.6774,1829.08
115,2231.44,115,575000,-23850.265625,156.7284,15.7776,1851.92
116,2185.57,116,580000,-24064.01953125,156.8595,15.4562,1801.0
117,2175.51,117,585000,-24436.611328125,156.9951,15.5127,1793.34
118,2154.58,118,590000,-24400.8046875,156.7958,15.2242,1816.86
119,2199.59,119,595000,-24878.650390625,156.9649,15.3953,1837.8
120,2174.33,120,600000,-25100.4921875,156.9122,15.4629,1793.18
121,2216.6,121,605000,-25472.599609375,156.817,15.4641,1844.4
122,2171.08,122,610000,-25494.734375,156.8106,15.5076,1815.05
123,2182.45,123,615000,-25927.259765625,157.0423,15.6951,1838.28
124,2216.85,124,620000,-25949.580078125,156.5872,15.6764,1857.6
125,2181.66,125,625000,-26249.0,156.7634,15.5745,1859.38
126,2212.34,126,630000,-26657.16796875,156.7784,15.5551,1857.04
127,2147.64,127,635000,-26702.58984375,156.6494,15.3443,1824.05
128,2150.94,128,640000,-27071.076171875,156.8881,15.593,1826.47
129,2209.53,129,645000,-27242.6875,156.8602,15.4421,1851.16
130,2247.73,130,650000,-27759.26171875,156.8888,15.6301,1842.34
131,2142.56,131,655000,-27847.736328125,156.7679,15.302,1830.74
132,2201.43,132,660000,-28058.970703125,156.6129,15.3035,1859.44
133,2215.28,133,665000,-28465.814453125,156.792,15.2799,1856.36
134,2227.12,134,670000,-28671.787109375,156.6313,15.4266,1859.2
135,2140.79,135,675000,-29012.318359375,156.8918,15.1542,1799.55
136,2237.82,136,680000,-29255.908203125,156.8441,15.5205,1852.58
137,2239.06,137,685000,-29350.169921875,156.7193,15.4836,1863.65
138,2240.66,138,690000,-29745.111328125,156.6931,15.5293,1857.05
139,2248.2,139,695000,-30040.298828125,156.8353,15.4585,1869.81
140,2181.71,140,700000,-30219.86328125,156.7613,15.2769,1857.24
141,2189.63,141,705000,-30463.865234375,156.7408,15.3189,1856.97
142,2234.9,142,710000,-30867.736328125,156.7672,15.4549,1861.73
143,2206.92,143,715000,-31081.9921875,156.7658,15.6503,1822.76
144,2178.29,144,720000,-31528.052734375,156.8247,15.2194,1833.25
145,2223.81,145,725000,-31710.900390625,156.7825,15.5988,1872.81
146,2212.2,146,730000,-31945.421875,156.6514,15.35,1836.65
147,2240.76,147,735000,-32458.8359375,156.71,15.7815,1887.86
148,2270.09,148,740000,-32817.92578125,156.8989,15.6079,1859.87
149,2229.48,149,745000,-32797.40625,156.7279,15.3968,1871.39
150,2216.47,150,750000,-33233.03125,156.828,15.2175,1824.7
151,2240.81,151,755000,-33201.2109375,156.547,15.0226,1852.19
152,2234.87,152,760000,-33687.66796875,156.8272,15.3054,1864.13
153,2187.13,153,765000,-33978.484375,156.8278,15.1107,1828.85
154,2293.97,154,770000,-34457.0546875,156.7226,15.3567,1907.22
155,2178.81,155,775000,-34506.140625,156.6174,14.9464,1801.15
156,2197.89,156,780000,-34947.546875,156.9121,15.2129,1835.32
157,2226.82,157,785000,-35027.65234375,156.732,15.4329,1868.06
158,2270.39,158,790000,-35470.046875,156.6183,15.3366,1878.91
159,2210.35,159,795000,-35730.34765625,156.6753,15.0831,1865.2
160,2224.26,160,800000,-35782.66015625,156.711,15.1453,1878.95
161,2212.37,161,805000,-36381.12109375,156.5961,15.3665,1864.54
162,2248.82,162,810000,-36647.39453125,156.7919,15.3494,1858.04
163,2220.55,163,815000,-36936.234375,156.8563,15.1974,1861.99
164,2197.4,164,820000,-37093.41015625,156.7473,15.1054,1881.2
165,2242.46,165,825000,-37456.20703125,156.6807,15.2019,1865.23
166,2220.76,166,830000,-37900.85546875,156.7931,15.3979,1871.27
167,2246.73,167,835000,-38073.96484375,156.6606,15.6161,1899.16
168,2231.53,168,840000,-38309.27734375,156.9246,15.4742,1883.01
169,2275.1,169,845000,-38444.90234375,156.8372,15.1454,1883.6
170,2252.91,170,850000,-38754.17578125,156.6951,15.3352,1888.82
171,2200.49,171,855000,-38880.3359375,156.7953,15.3162,1852.79
172,2249.3,172,860000,-39080.39453125,156.7028,15.1392,1900.42
173,2262.92,173,865000,-39439.95703125,156.7016,15.2674,1885.45
174,2260.93,174,870000,-39353.953125,156.6582,15.2351,1880.46
175,2240.17,175,875000,-39665.859375,156.7452,15.3081,1879.11
176,2288.19,176,880000,-39985.72265625,156.8934,15.6178,1895.12
177,2239.89,177,885000,-40052.875,156.725,15.2524,1847.58
178,2252.12,178,890000,-40057.55078125,156.6474,15.2297,1886.29
179,2243.09,179,895000,-40610.51171875,156.6455,15.4356,1902.41
180,2250.08,180,900000,-40605.4375,156.6341,15.3124,1895.31
181,2250.26,181,905000,-41069.28515625,156.7075,15.372,1889.96
182,2220.54,182,910000,-41158.11328125,156.78,15.4293,1913.94
183,2251.08,183,915000,-41327.3671875,156.8024,15.1233,1864.53
184,2288.69,184,920000,-41456.17578125,156.7178,15.4304,1912.86
185,2231.08,185,925000,-41567.05859375,156.8167,15.1875,1895.4
186,2230.42,186,930000,-42081.515625,156.5497,15.1243,1869.64
187,2278.52,187,935000,-42264.265625,156.7418,15.4115,1934.87
188,2247.34,188,940000,-42385.68359375,156.7156,15.3047,1878.36
189,2256.67,189,945000,-42595.60546875,156.7397,15.0852,1887.26
190,2299.98,190,950000,-43037.36328125,156.67,15.2174,1916.33
191,2247.21,191,955000,-42866.53515625,156.7013,15.2326,1893.0
192,2275.98,192,960000,-43232.84375,156.7434,15.0728,1872.74
193,2239.11,193,965000,-43419.83203125,156.5558,15.2674,1885.89
194,2276.86,194,970000,-43574.5390625,156.8022,15.4794,1909.26
195,2241.53,195,975000,-43760.69140625,156.6887,15.3411,1912.03
196,2282.57,196,980000,-43914.64453125,156.6573,15.0724,1882.02
197,2218.43,197,985000,-44197.74609375,156.6531,15.3594,1885.55
198,2253.33,198,990000,-44645.75390625,156.6437,15.3413,1891.18
199,2289.01,199,995000,-44393.3203125,156.5496,15.2225,1915.19
200,2282.68,200,1000000,-44619.89453125,156.6296,15.1476,1895.91
201,2290.43,201,1005000,-44925.078125,156.5962,15.2244,1909.89
202,2295.65,202,1010000,-44962.6953125,156.5074,15.2574,1931.12
203,2321.7,203,1015000,-45073.2265625,156.6138,15.11,1933.08
204,2273.62,204,1020000,-45345.46875,156.5939,15.2893,1920.11
205,2262.83,205,1025000,-45468.98828125,156.4484,15.0768,1927.68
206,2283.19,206,1030000,-45738.8671875,156.5874,15.0429,1930.03
207,2274.21,207,1035000,-46050.91015625,156.5319,15.1079,1922.69
208,2279.19,208,1040000,-46261.828125,156.6448,15.3133,1929.94
209,2293.05,209,1045000,-46599.65625,156.7192,15.1246,1918.2
210,2293.27,210,1050000,-46681.4296875,156.6158,15.2005,1923.04
211,2287.53,211,1055000,-47015.3828125,156.6556,15.1713,1932.72
212,2299.81,212,1060000,-47054.6953125,156.6832,15.141,1929.57
213,2301.76,213,1065000,-47344.0390625,156.6918,15.3329,1933.33
214,2308.6,214,1070000,-47537.6796875,156.7758,15.3613,1934.22
215,2301.07,215,1075000,-47762.625,156.6597,15.312,1931.7
216,2313.52,216,1080000,-47826.06640625,156.6895,15.3069,1926.86
217,2300.12,217,1085000,-47949.4296875,156.8218,15.2046,1912.01
218,2308.42,218,1090000,-48358.203125,156.7091,15.3834,1932.42
219,2283.45,219,1095000,-48224.4921875,156.7915,15.2316,1916.49
220,2308.12,220,1100000,-48818.0078125,156.7837,15.3237,1938.64
221,2313.9,221,1105000,-48812.44140625,156.7332,15.302,1946.42
222,2295.97,222,1110000,-48798.05859375,156.685,15.2179,1926.66
223,2302.49,223,1115000,-49002.5390625,156.584,15.1332,1930.83
224,2293.97,224,1120000,-49070.05078125,156.6067,15.1738,1935.8
225,2289.61,225,1125000,-49447.0546875,156.8017,15.2331,1922.79
226,2306.06,226,1130000,-49646.546875,156.7517,15.298,1908.27
227,2298.33,227,1135000,-49766.28125,156.7047,15.198,1921.01
228,2319.27,228,1140000,-50028.85546875,156.8161,15.2888,1943.16
229,2300.39,229,1145000,-50089.0,156.6834,15.2821,1932.57
230,2282.27,230,1150000,-50463.40625,156.7068,15.3775,1936.22
231,2265.54,231,1155000,-50509.1484375,156.73,15.2571,1929.79
232,2299.03,232,1160000,-51023.578125,156.6404,15.4089,1931.54
233,2317.9,233,1165000,-50884.35546875,156.6312,15.3842,1935.8
234,2289.42,234,1170000,-51205.421875,156.7648,15.452,1931.13
235,2272.34,235,1175000,-51372.0234375,156.6813,15.3278,1910.15
236,2276.03,236,1180000,-51650.87109375,156.6431,15.3605,1925.55
237,2280.5,237,1185000,-51677.58984375,156.4933,15.1673,1907.47
238,2276.02,238,1190000,-52169.6484375,156.674,15.5089,1926.65
239,2299.29,239,1195000,-52211.359375,156.7237,15.3675,1920.08
240,2289.98,240,1200000,-52440.22265625,156.516,15.3805,1918.61
241,2299.42,241,1205000,-52469.61328125,156.6045,15.2122,1913.06
242,2266.16,242,1210000,-52784.390625,156.7218,15.3014,1888.73
243,2308.06,243,1215000,-52941.69921875,156.8418,15.4234,1918.88
244,2294.74,244,1220000,-53011.1171875,156.5683,15.4192,1915.43
245,2304.57,245,1225000,-53376.89453125,156.7328,15.4068,1927.89
246,2299.12,246,1230000,-53527.37890625,156.7885,15.3913,1897.29
247,2299.58,247,1235000,-53496.0,156.6912,15.1805,1889.14
248,2276.25,248,1240000,-53634.5625,156.6714,15.223,1910.1
249,2295.7,249,1245000,-53931.421875,156.86,15.3197,1912.33
250,2312.06,250,1250000,-54210.51171875,156.5491,15.3571,1902.47
251,2288.29,251,1255000,-54259.0546875,156.6919,15.4413,1916.46
252,2308.66,252,1260000,-54406.6640625,156.7463,15.4032,1929.12
253,2296.86,253,1265000,-54556.40625,156.7387,15.3611,1906.2
254,2301.73,254,1270000,-54709.109375,156.6736,15.2594,1906.64
255,2314.67,255,1275000,-54926.5,156.6454,15.2194,1915.3
256,2306.87,256,1280000,-55058.34375,156.6453,15.3748,1916.06
257,2329.67,257,1285000,-55207.1171875,156.7424,15.3062,1905.12
258,2285.36,258,1290000,-55473.3359375,156.663,15.2684,1899.23
259,2299.31,259,1295000,-55722.37109375,156.6101,15.3803,1907.84
260,2300.38,260,1300000,-55597.69921875,156.667,15.2926,1903.9
261,2308.85,261,1305000,-56104.6953125,156.5507,15.4291,1927.31
262,2303.67,262,1310000,-56233.8671875,156.7862,15.4085,1930.02
263,2149.18,263,1315000,-55796.80859375,156.694,15.2025,1841.78
264,2282.96,264,1320000,-56466.6328125,156.6774,15.3219,1900.4
265,2265.26,265,1325000,-56817.0625,156.8697,15.4011,1907.27
266,2224.25,266,1330000,-56635.30078125,156.9051,15.2144,1850.86
267,2066.39,267,1335000,-56876.9453125,156.7672,15.2046,1781.88
268,2277.68,268,1340000,-57146.71484375,156.9989,15.3773,1930.35
269,2275.87,269,1345000,-57207.796875,156.7074,15.2337,1910.76
270,2285.46,270,1350000,-57198.9140625,156.8982,15.2427,1910.74
271,2257.7,271,1355000,-57600.703125,156.7095,15.2216,1879.73
272,2274.29,272,1360000,-57732.359375,156.8448,15.3272,1912.57
273,2287.51,273,1365000,-57913.5703125,156.7507,15.3601,1906.82
274,2288.16,274,1370000,-58111.88671875,156.7002,15.3623,1912.67
275,2280.34,275,1375000,-58048.5859375,156.8346,15.2512,1922.64
276,2304.89,276,1380000,-58325.62109375,156.6194,15.137,1923.93
277,2279.07,277,1385000,-58455.08984375,156.835,15.346,1917.93
278,2284.89,278,1390000,-58771.984375,156.7063,15.3671,1930.68
279,2290.26,279,1395000,-58908.5546875,156.682,15.3773,1930.29
280,2242.11,280,1400000,-58737.11328125,156.7392,15.1543,1894.46
281,2257.88,281,1405000,-59064.70703125,156.8584,15.2358,1910.1
282,2236.06,282,1410000,-59098.78515625,156.6838,15.067,1894.86
283,2256.61,283,1415000,-59508.33984375,156.7148,15.2294,1911.95
284,2290.55,284,1420000,-59726.59375,156.7873,15.3175,1919.24
285,2279.72,285,1425000,-59618.84375,156.83,15.2776,1913.22
286,2253.38,286,1430000,-59784.69921875,156.8646,15.2452,1899.15
287,2290.55,287,1435000,-60456.2265625,156.7276,15.267,1922.87
288,2264.01,288,1440000,-60285.83203125,156.797,15.2888,1923.98
289,2273.13,289,1445000,-60526.35546875,156.7155,15.372,1923.12
290,2287.41,290,1450000,-60656.3515625,156.7538,15.1759,1920.35
291,2307.64,291,1455000,-60797.82421875,156.8889,15.2013,1950.66
292,2289.98,292,1460000,-60812.0625,156.7288,15.2239,1936.67
293,2298.09,293,1465000,-61311.578125,156.6572,15.3218,1939.36
294,2273.54,294,1470000,-61451.921875,156.592,15.3594,1935.34
295,2317.58,295,1475000,-61706.10546875,156.5637,15.4041,1936.84
296,2279.07,296,1480000,-61601.19140625,156.6115,15.3589,1940.28
297,2315.17,297,1485000,-61921.40234375,156.7552,15.3993,1942.27
298,2303.78,298,1490000,-61700.99609375,156.5488,15.1369,1937.5
299,2276.56,299,1495000,-61728.6015625,156.6392,15.2432,1935.97
300,2298.71,300,1500000,-62227.12109375,156.7266,15.3683,1913.59
301,2309.64,301,1505000,-62670.4296875,156.6214,15.4996,1926.76
302,2274.19,302,1510000,-62642.42578125,156.6642,15.3955,1918.39
303,2299.49,303,1515000,-62854.70703125,156.663,15.3547,1899.51
304,2276.17,304,1520000,-62725.58984375,156.7292,15.2818,1920.63
305,2309.06,305,1525000,-63012.66015625,156.5182,15.4431,1940.46
306,2311.36,306,1530000,-63177.29296875,156.6717,15.3597,1933.51
307,2299.82,307,1535000,-63124.25390625,156.5611,15.299,1946.24
308,2269.65,308,1540000,-63402.453125,156.6656,15.3736,1921.39
309,2320.55,309,1545000,-63831.8046875,156.7061,15.3531,1931.7
310,2269.31,310,1550000,-63840.50390625,156.704,15.224,1916.76
311,2329.54,311,1555000,-63994.921875,156.7377,15.4192,1944.86
312,2302.91,312,1560000,-63883.796875,156.6607,15.3102,1954.82
313,2323.28,313,1565000,-64424.5625,156.6054,15.3599,1966.84
314,2345.66,314,1570000,-64508.03515625,156.6882,15.4592,1973.6
315,2301.28,315,1575000,-65067.3984375,156.5659,15.5122,1930.73
316,2319.09,316,1580000,-64866.37890625,156.5925,15.3726,1940.75
317,2323.13,317,1585000,-64845.94140625,156.6196,15.4337,1938.48
318,2318.69,318,1590000,-64731.38671875,156.6477,15.4832,1951.43
319,2320.17,319,1595000,-65050.28515625,156.6171,15.4145,1948.78
320,2336.44,320,1600000,-65345.80859375,156.592,15.5286,1956.46
321,2340.63,321,1605000,-65539.9296875,156.6609,15.3544,1977.71
322,2286.11,322,1610000,-65532.25390625,156.6395,15.252,1937.07
323,2320.07,323,1615000,-65462.87890625,156.6957,15.4632,1964.18
324,2327.34,324,1620000,-65719.203125,156.5663,15.5833,1965.99
325,2341.23,325,1625000,-65722.203125,156.6134,15.3276,1972.82
326,2336.96,326,1630000,-65980.765625,156.7271,15.5816,1983.64
327,2347.92,327,1635000,-66314.2265625,156.5946,15.5444,1986.34
328,2331.76,328,1640000,-66393.953125,156.644,15.6606,1983.81
329,2321.96,329,1645000,-66285.8828125,156.6754,15.5056,1949.54
330,2296.61,330,1650000,-66780.875,156.7051,15.5628,1948.76
331,2321.69,331,1655000,-66581.0,156.5591,15.6891,1961.18
332,2332.46,332,1660000,-66754.6875,156.6804,15.3834,1954.38
333,2353.32,333,1665000,-66868.375,156.5363,15.6401,1959.22
334,2357.96,334,1670000,-66808.84375,156.5938,15.464,1968.27
335,2340.64,335,1675000,-67206.5859375,156.5215,15.5986,1965.59
336,2327.67,336,1680000,-67266.765625,156.7594,15.5396,1958.62
337,2348.53,337,1685000,-67330.0859375,156.6783,15.6376,1980.3
338,2335.46,338,1690000,-67165.515625,156.7246,15.3934,1959.32
339,2345.09,339,1695000,-67708.2734375,156.6588,15.4996,1969.42
340,2337.91,340,1700000,-67985.7734375,156.6063,15.6966,1976.46
341,2300.03,341,1705000,-66997.8828125,156.7281,15.1284,1940.36
342,2345.88,342,1710000,-68070.1953125,156.5377,15.5348,1959.97
343,2300.29,343,1715000,-67469.8125,156.6466,15.3972,1930.98
344,2330.88,344,1720000,-67993.875,156.6522,15.2603,1950.91
345,2356.94,345,1725000,-68329.25,156.5735,15.5507,1956.13
346,2354.22,346,1730000,-68355.640625,156.574,15.3045,1959.52
347,2340.88,347,1735000,-68463.25,156.5487,15.3827,1953.55
348,2365.32,348,1740000,-68754.3828125,156.5413,15.5411,1969.21
349,2346.43,349,1745000,-68866.1015625,156.5049,15.43,1963.91
350,2337.92,350,1750000,-69040.8125,156.6209,15.6769,1983.92
351,2328.01,351,1755000,-68969.90625,156.7793,15.366,1954.33
352,2324.45,352,1760000,-69240.875,156.6135,15.5172,1940.7
353,2344.69,353,1765000,-69303.703125,156.4331,15.5943,1967.93
354,2366.34,354,1770000,-69261.0703125,156.6931,15.4732,1975.8
355,2346.95,355,1775000,-69392.75,156.8238,15.6195,1948.56
356,2353.54,356,1780000,-69377.5859375,156.5808,15.4487,1957.63
357,2325.08,357,1785000,-69199.6640625,156.6016,15.3884,1946.55
358,2206.21,358,1790000,-69087.6875,156.7621,15.4078,1877.58
359,2327.9,359,1795000,-69541.8125,156.7826,15.6971,1926.82
360,2317.97,360,1800000,-69531.2421875,156.7007,15.4355,1961.07
361,2330.4,361,1805000,-69850.671875,156.6708,15.61,1976.14
362,2329.86,362,1810000,-69772.3125,156.65,15.6231,1977.1
363,2335.14,363,1815000,-69969.3515625,156.7559,15.6067,1969.19
364,2327.7,364,1820000,-69946.53125,156.7809,15.449,1966.05
365,2367.36,365,1825000,-70538.2265625,156.7376,15.7199,1996.54
366,2319.11,366,1830000,-70253.2421875,156.5616,15.6082,1976.65
367,2338.92,367,1835000,-70231.046875,156.5279,15.6987,1981.02
368,2327.4,368,1840000,-70400.625,156.6667,15.4227,1970.18
369,2330.95,369,1845000,-70394.4921875,156.6551,15.5429,1997.12
370,2337.09,370,1850000,-70614.953125,156.4643,15.6604,1993.91
371,2313.5,371,1855000,-70265.296875,156.6649,15.3897,1965.98
372,2315.21,372,1860000,-70656.6015625,156.8059,15.6481,1977.41
373,2333.14,373,1865000,-70958.2265625,156.629,15.675,1973.04
374,2344.22,374,1870000,-70651.0390625,156.7153,15.4135,1965.19
375,2336.42,375,1875000,-70663.4140625,156.7755,15.4471,1972.21
376,2319.24,376,1880000,-70742.1015625,156.7109,15.3456,1962.06
377,2334.2,377,1885000,-70941.75,156.6522,15.3674,1959.59
378,2322.48,378,1890000,-70953.1015625,156.6757,15.2953,1949.22
379,2339.54,379,1895000,-71134.671875,156.6126,15.4545,1985.32
380,2348.2,380,1900000,-71438.3515625,156.6207,15.5716,1984.25
381,2316.54,381,1905000,-71348.7265625,156.5823,15.401,1977.2
382,2316.13,382,1910000,-71203.9375,156.761,15.3708,1988.03
383,2350.88,383,1915000,-71457.546875,156.6287,15.4754,1990.77
384,2336.22,384,1920000,-71505.6015625,156.706,15.4634,1977.08
385,2307.47,385,1925000,-71763.3671875,156.7073,15.4083,1975.77
386,2308.96,386,1930000,-71722.8984375,156.759,15.3682,1951.11
387,2349.56,387,1935000,-72060.71875,156.6611,15.3804,1967.67
388,2334.01,388,1940000,-71938.9453125,156.606,15.2809,1945.5
389,2347.73,389,1945000,-71795.25,156.7409,15.3013,1973.26
390,2356.5,390,1950000,-72228.671875,156.6231,15.1888,1961.27
391,2332.64,391,1955000,-72451.0703125,156.6417,15.2308,1936.92
392,2334.62,392,1960000,-72217.0,156.5893,15.2232,1943.2
393,2351.93,393,1965000,-72940.7890625,156.7101,15.2112,1960.45
394,2336.7,394,1970000,-72476.609375,156.5792,15.1459,1967.64
