Real Det Return,Running Reverse KL,Running Update Time,Running Env Steps,Itration,Reward Loss,Real Sto Return,Running Forward KL
3253.93,20.2595,176,880000,176,-496.3499755859375,3110.43,21.7793
3208.78,13.6822,177,885000,177,-412.1211853027344,3081.09,22.0521
3253.71,21.744,178,890000,178,-456.09014892578125,2996.74,21.4737
3219.02,26.4443,179,895000,179,-556.8388061523438,2958.69,21.5342
3225.02,14.0447,180,900000,180,-437.07366943359375,3017.33,22.185
3235.15,20.9429,181,905000,181,-464.3887939453125,3124.16,21.4749
3201.92,17.3798,182,910000,182,-517.818115234375,3087.23,21.8838
3226.35,15.3603,183,915000,183,-483.7447509765625,3051.71,21.7886
3234.8,26.2433,184,920000,184,-518.342041015625,3037.19,21.6549
3226.82,16.4317,185,925000,185,-533.2247924804688,2799.38,21.9739
3215.57,33.6352,186,930000,186,-714.4664306640625,2611.98,21.776
3212.96,14.0428,187,935000,187,-562.7713012695312,2755.68,21.507
3116.13,40.1983,188,940000,188,-715.8552856445312,2694.85,21.6882
3278.1,20.3989,189,945000,189,-523.402099609375,3278.29,21.8235
3236.87,30.9099,190,950000,190,-684.0220336914062,2680.16,22.1114
3251.37,39.482,191,955000,191,-916.7864379882812,2566.66,22.9559
3272.09,16.419,192,960000,192,-575.052001953125,3248.98,22.0348
3271.58,22.2885,193,965000,193,-885.1630859375,2185.65,23.1566
3253.45,13.8066,194,970000,194,-563.502197265625,3112.13,21.7162
3227.33,13.7702,195,975000,195,-498.24578857421875,2985.16,21.8685
3251.89,19.4903,196,980000,196,-528.9277954101562,3145.57,21.2329
3261.26,17.2002,197,985000,197,-551.26416015625,2992.09,21.8927
3254.55,19.9756,198,990000,198,-633.7091674804688,2769.52,21.1173
3268.53,16.011,199,995000,199,-516.418212890625,3121.57,21.0919
