Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Real Det Return,Itration,Running Forward KL,Running Reverse KL
-3029.65234375,710000,142,4183.5,4384.72,142,40.2905,15.9694
-3129.525146484375,715000,143,4270.28,4280.05,143,40.8558,15.352
-3073.618408203125,720000,144,4324.85,4404.4,144,40.0488,16.2813
-3127.796142578125,725000,145,4259.9,4216.1,145,40.8978,15.6113
-3035.659912109375,730000,146,4318.34,4368.04,146,40.0159,16.7719
-3221.2265625,735000,147,4288.37,4265.1,147,40.4684,16.1962
-3341.9482421875,740000,148,4355.21,4412.64,148,40.2526,15.639
-3320.72119140625,745000,149,4292.29,4230.02,149,40.6675,15.3472
-3312.79736328125,750000,150,4339.02,4354.85,150,40.2949,15.8507
-3325.987060546875,755000,151,3845.12,4413.31,151,39.934,14.7495
-3447.7734375,760000,152,4289.08,4332.16,152,40.4356,15.946
-3348.620361328125,765000,153,4287.23,4328.48,153,39.8772,14.58
-3318.918212890625,770000,154,4365.24,4343.13,154,39.482,15.5825
-3419.9521484375,775000,155,4295.48,4333.31,155,40.3736,15.2296
-3304.471923828125,780000,156,4272.08,4316.31,156,40.4025,14.2325
-3558.185302734375,785000,157,4257.97,4362.04,157,40.9373,16.0277
-3500.393798828125,790000,158,4325.2,4310.2,158,40.2398,15.4779
-3426.915771484375,795000,159,4366.71,4388.39,159,39.7102,15.6413
-3522.23828125,800000,160,4364.95,4394.64,160,39.6954,15.9036
-3589.84912109375,805000,161,4299.47,4427.57,161,39.8407,14.8651
-3558.402099609375,810000,162,4328.69,4388.22,162,39.9292,16.2739
-3742.5712890625,815000,163,4319.48,4374.26,163,40.6657,15.7873
-3546.371826171875,820000,164,4382.4,4441.05,164,39.4757,14.9859
-3645.9638671875,825000,165,4378.99,4417.23,165,39.6154,15.3477
-3654.1533203125,830000,166,4414.37,4487.31,166,39.4374,15.1684
-3811.51806640625,835000,167,4291.71,4361.44,167,39.9922,15.1065
-3683.32275390625,840000,168,4325.61,4390.46,168,39.6005,15.1425
-3898.186767578125,845000,169,4143.06,4456.05,169,40.3471,15.1376
-3720.560302734375,850000,170,4375.12,4374.67,170,40.0303,15.6174
-3791.30810546875,855000,171,4352.12,4536.56,171,40.2891,15.1208
-3787.040771484375,860000,172,4475.16,4481.91,172,39.9229,15.8105
-3879.609130859375,865000,173,4435.24,4512.12,173,39.837,14.7156
-3875.399169921875,870000,174,4117.79,4398.01,174,40.3057,15.22
-4072.8955078125,875000,175,4308.05,4519.57,175,39.2856,14.7744
-3796.2783203125,880000,176,4498.64,4593.38,176,39.0593,15.9208
-3861.18603515625,885000,177,4215.55,4542.28,177,39.5415,15.2042
-3830.655517578125,890000,178,4573.68,4655.72,178,39.4589,15.3628
-3897.45703125,895000,179,4446.28,4513.08,179,40.1514,15.9644
-3881.35595703125,900000,180,4373.72,4589.17,180,40.0052,15.5324
-4019.39404296875,905000,181,4519.76,4609.51,181,39.213,14.0602
-3936.129150390625,910000,182,4539.05,4589.09,182,39.1647,15.3636
-3943.714599609375,915000,183,4540.71,4588.17,183,38.74,15.284
-4051.203369140625,920000,184,4593.74,4665.28,184,39.0456,15.7001
-4140.59716796875,925000,185,4421.43,4492.11,185,39.7238,15.8363
-3991.258056640625,930000,186,4516.63,4671.58,186,39.4455,14.9382
-4146.9921875,935000,187,4491.95,4580.13,187,39.5812,14.4621
-4211.78857421875,940000,188,4402.44,4475.36,188,40.0776,15.9351
-4176.37255859375,945000,189,4520.08,4621.8,189,39.7846,15.4633
-4238.88037109375,950000,190,4504.17,4637.85,190,39.4165,14.9241
-4172.86181640625,955000,191,4510.91,4539.86,191,39.2949,16.1437
-4293.8359375,960000,192,4477.78,4554.71,192,39.2852,15.7793
-4218.99072265625,965000,193,4549.54,4750.51,193,38.8882,15.7297
-4477.39453125,970000,194,4321.38,4604.45,194,39.0858,16.3105
-4442.66162109375,975000,195,4497.56,4563.56,195,39.1652,15.5367
-4413.3466796875,980000,196,4494.27,4598.65,196,39.6915,15.9585
-4393.51806640625,985000,197,4546.7,4631.68,197,38.8434,15.6914
-4308.1162109375,990000,198,4609.9,4600.11,198,39.1243,15.9693
-4323.67431640625,995000,199,4579.62,4578.38,199,38.9099,15.1151
-4361.77099609375,1000000,200,4609.94,4676.61,200,39.5807,15.5716
-4430.26513671875,1005000,201,4602.49,4652.1,201,39.3428,15.6703
-4399.8046875,1010000,202,4580.12,4627.54,202,39.557,16.1888
-4372.81005859375,1015000,203,4574.05,4672.87,203,39.2658,15.3464
-4427.91259765625,1020000,204,4571.88,4548.83,204,39.6849,15.5781
-4446.4921875,1025000,205,4593.0,4583.63,205,39.0573,15.691
-4473.9326171875,1030000,206,4590.74,4599.68,206,38.7316,15.1193
-4617.79345703125,1035000,207,4545.37,4548.55,207,39.1513,15.5972
-4689.59423828125,1040000,208,4556.18,4583.14,208,39.1132,15.6254
-4690.8017578125,1045000,209,4613.6,4668.49,209,39.3887,16.0494
-4655.55029296875,1050000,210,4671.35,4674.45,210,39.5561,16.0882
-4648.55810546875,1055000,211,4432.12,4649.79,211,39.0175,16.2339
-4695.8056640625,1060000,212,4570.45,4668.36,212,38.7393,16.0611
-4851.99853515625,1065000,213,4638.67,4702.96,213,38.5095,16.0349
-4772.29296875,1070000,214,4602.98,4643.39,214,38.3357,16.0414
-4848.90185546875,1075000,215,4641.56,4707.32,215,38.4464,15.7141
-4805.1240234375,1080000,216,4613.57,4788.86,216,38.3946,15.5077
-4858.09228515625,1085000,217,4618.98,4735.67,217,38.8168,15.2838
-4790.7236328125,1090000,218,4695.3,4793.08,218,38.3566,15.7526
-4938.00341796875,1095000,219,4606.89,4697.52,219,38.8221,15.6225
-4903.849609375,1100000,220,4672.85,4828.12,220,38.4358,15.6112
-4962.9873046875,1105000,221,4550.16,4858.21,221,38.7974,15.2001
-5065.50244140625,1110000,222,4682.52,4829.1,222,38.7819,15.2562
-5079.22314453125,1115000,223,4686.12,4915.63,223,38.5343,15.5507
-5055.89990234375,1120000,224,4626.76,4839.88,224,38.3988,14.8185
-5207.951171875,1125000,225,4694.88,4892.65,225,38.6562,14.9383
-5201.3359375,1130000,226,4648.98,4899.58,226,38.0503,14.9684
-5224.7177734375,1135000,227,4530.21,4914.89,227,38.6961,15.3326
-5302.18505859375,1140000,228,4613.96,4872.09,228,38.1749,15.027
-5336.48681640625,1145000,229,4410.78,4783.23,229,38.7074,14.4146
-5399.4599609375,1150000,230,4616.24,4877.6,230,38.0125,14.5121
-5419.7353515625,1155000,231,4638.95,4885.07,231,38.6484,14.961
-5238.71142578125,1160000,232,4722.4,4843.58,232,38.1479,15.1257
-5357.11328125,1165000,233,4721.93,4929.66,233,38.5152,15.1948
-5447.9375,1170000,234,4678.94,4859.4,234,38.4373,15.377
-5396.1474609375,1175000,235,4666.19,4833.92,235,38.3882,15.0765
-5416.7275390625,1180000,236,4681.89,4849.71,236,38.3445,14.6747
-5838.83154296875,1185000,237,4675.6,4943.52,237,38.6518,13.9622
-5529.3369140625,1190000,238,4512.44,4887.83,238,38.3829,15.1698
-5616.13916015625,1195000,239,4644.34,4745.94,239,38.4149,15.3261
-5529.759765625,1200000,240,4467.66,4727.23,240,38.3519,15.4929
-5684.69189453125,1205000,241,4699.99,4770.65,241,38.746,15.3045
-5737.53369140625,1210000,242,4688.18,4796.07,242,38.2962,14.4883
-5909.25244140625,1215000,243,4772.93,4913.47,243,38.134,15.3429
-5619.54248046875,1220000,244,4761.91,4768.28,244,37.9598,15.4629
-5825.9130859375,1225000,245,4706.62,4814.99,245,37.5999,14.9265
-5708.154296875,1230000,246,4576.2,5009.82,246,38.0048,14.4012
-5712.123046875,1235000,247,4759.66,4725.67,247,37.9978,15.4197
-5634.43505859375,1240000,248,4611.05,4994.98,248,37.6873,15.3974
-5795.3173828125,1245000,249,4774.76,4848.46,249,37.6231,14.8064
-6080.72705078125,1250000,250,4573.25,4755.73,250,37.9461,15.0795
-6406.1552734375,1255000,251,4743.77,4779.28,251,38.146,14.8682
-5933.26806640625,1260000,252,4010.72,4683.21,252,38.5249,15.5937
-5854.2841796875,1265000,253,4767.71,4951.2,253,37.6958,14.927
-6006.27734375,1270000,254,4801.04,4872.86,254,37.4992,14.8189
-5891.357421875,1275000,255,4845.93,4821.95,255,38.1927,15.3599
-5959.744140625,1280000,256,4639.45,4852.81,256,37.5478,14.8513
-5864.54931640625,1285000,257,4808.46,4990.28,257,37.3312,15.0741
-5972.392578125,1290000,258,4415.27,4965.34,258,37.2841,15.2609
-6133.71435546875,1295000,259,4784.64,5038.89,259,37.6653,15.1102
-5981.990234375,1300000,260,4789.25,4922.12,260,36.9907,14.4301
-6438.23876953125,1305000,261,4700.69,4900.67,261,38.3914,29.5098
-5993.96337890625,1310000,262,4717.36,4965.76,262,37.3396,15.4854
-6078.72216796875,1315000,263,4880.65,5055.56,263,37.5599,14.7828
-5894.04638671875,1320000,264,4511.02,4913.93,264,37.2049,15.3514
-6319.10205078125,1325000,265,4836.5,4830.53,265,37.7392,15.0171
-6611.6328125,1330000,266,4689.28,4854.6,266,38.3199,15.1442
-6220.45068359375,1335000,267,4798.95,4867.34,267,38.0591,15.3114
-6394.625,1340000,268,4826.17,4954.12,268,37.8503,15.2107
-6231.22314453125,1345000,269,4789.87,4741.01,269,37.963,16.099
-6259.8349609375,1350000,270,4799.07,4767.91,270,37.6036,15.2197
-6398.13720703125,1355000,271,4825.33,4788.93,271,38.4002,15.5756
-6321.71826171875,1360000,272,4866.7,4824.61,272,37.259,14.7674
-6311.7373046875,1365000,273,4812.03,4946.19,273,38.4446,16.0003
-5940.62646484375,1370000,274,4868.9,4929.06,274,37.6218,15.7436
-6279.6494140625,1375000,275,4885.65,4842.84,275,37.9243,15.3306
-6439.09814453125,1380000,276,4818.92,4820.93,276,38.0464,15.8309
-6373.97998046875,1385000,277,4940.76,5156.4,277,37.7659,15.4349
-6291.587890625,1390000,278,4880.13,4829.22,278,37.5556,15.3245
-6204.24072265625,1395000,279,4955.71,5146.46,279,36.9777,15.2208
-6323.01513671875,1400000,280,4968.33,5125.0,280,37.6562,15.3455
-6553.0478515625,1405000,281,4667.66,5010.13,281,37.6559,16.0064
-6718.47900390625,1410000,282,4980.47,5197.92,282,37.3508,14.405
-6515.59814453125,1415000,283,4233.68,4797.72,283,38.1869,15.7128
-6289.2919921875,1420000,284,4950.23,4863.83,284,37.6868,15.5308
-6542.12109375,1425000,285,4959.19,4974.03,285,37.7065,15.7011
-6612.81640625,1430000,286,4971.93,4901.97,286,37.6392,15.4271
-6835.0283203125,1435000,287,4867.73,5031.53,287,37.3059,15.0678
-6777.2890625,1440000,288,4945.64,4989.67,288,37.7279,15.2763
-7146.091796875,1445000,289,4577.14,5052.19,289,37.8121,14.5898
-6764.52490234375,1450000,290,4811.46,4894.22,290,37.481,15.6788
-7354.66064453125,1455000,291,4554.44,4912.65,291,38.0039,15.46
-7293.80517578125,1460000,292,4729.94,5061.95,292,37.1738,14.3648
-7058.00634765625,1465000,293,4881.76,5093.34,293,37.455,14.9697
-6861.0859375,1470000,294,4763.03,4863.67,294,37.7341,14.9967
-6896.91650390625,1475000,295,4530.3,4929.52,295,38.0853,15.2932
-6957.43701171875,1480000,296,4263.98,4988.59,296,38.4959,15.2368
-7524.2333984375,1485000,297,4944.77,5120.6,297,38.022,14.895
-7269.63623046875,1490000,298,4672.17,5001.68,298,38.5813,15.1967
-7197.7841796875,1495000,299,4756.68,5065.56,299,37.5223,14.6704
-7094.04052734375,1500000,300,4485.9,5002.69,300,38.1085,15.4095
-7007.1494140625,1505000,301,4489.88,5039.69,301,37.1715,15.1578
-7402.296875,1510000,302,4735.94,5177.17,302,37.5379,14.7867
-7578.76806640625,1515000,303,4710.13,5082.05,303,38.0076,14.9588
-7812.32080078125,1520000,304,4873.29,4827.97,304,37.6638,14.6226
-8124.4775390625,1525000,305,4716.13,5199.89,305,37.1642,18.7313
-7561.89013671875,1530000,306,4887.77,5151.64,306,38.1769,14.8265
-7619.67822265625,1535000,307,4892.28,5113.69,307,37.9326,15.2161
-7480.662109375,1540000,308,4749.02,4335.97,308,37.1947,15.1346
-7794.248046875,1545000,309,4681.29,5127.69,309,37.8267,14.75
-7772.92919921875,1550000,310,4926.76,5062.07,310,37.6079,15.3783
-7749.97607421875,1555000,311,4932.61,5068.79,311,37.3515,14.3738
-7676.81640625,1560000,312,4755.95,5132.75,312,37.5838,14.8662
-7742.208984375,1565000,313,4839.47,5065.42,313,37.1728,14.8704
-7865.6328125,1570000,314,4205.69,5131.89,314,37.6261,14.7108
-7957.4609375,1575000,315,4495.79,5101.44,315,37.6423,14.4508
-8518.9501953125,1580000,316,4903.89,5138.84,316,37.4153,19.6629
-7967.7734375,1585000,317,4731.44,5108.61,317,37.4746,14.7041
-8113.412109375,1590000,318,4294.63,5027.34,318,37.1584,15.2014
-8289.9091796875,1595000,319,4832.44,5011.41,319,37.6353,15.3208
-8132.822265625,1600000,320,4913.2,5024.69,320,37.3645,15.7362
-8053.12939453125,1605000,321,4838.82,5033.15,321,37.6037,14.8037
-8259.2275390625,1610000,322,4678.62,4969.37,322,37.3616,14.6927
-8304.5458984375,1615000,323,4446.54,5108.75,323,37.9146,15.126
-8703.8701171875,1620000,324,4553.62,4891.76,324,37.9307,14.851
-8299.224609375,1625000,325,4820.22,4957.64,325,37.1291,14.5952
-8534.169921875,1630000,326,4636.46,4881.56,326,38.1541,15.1688
-8719.30859375,1635000,327,4209.75,4934.47,327,37.8108,14.6613
-8358.9326171875,1640000,328,4671.77,5041.43,328,37.0242,15.3585
-8793.041015625,1645000,329,4639.55,5047.3,329,36.8641,16.833
-9536.3837890625,1650000,330,4413.56,5049.05,330,37.6834,22.1171
-10047.134765625,1655000,331,4688.61,5063.94,331,37.5947,32.1695
-8719.40625,1660000,332,4698.69,5092.14,332,37.6799,14.9525
-9095.7783203125,1665000,333,4684.6,5152.6,333,37.691,23.2269
-15829.7216796875,1670000,334,338.22,331.66,334,51.5163,135.7486
-14054.3720703125,1675000,335,790.01,142.65,335,44.5211,15.7934
-10833.0986328125,1680000,336,3184.64,3913.86,336,41.4767,19.3231
-10901.2578125,1685000,337,4181.48,4304.43,337,39.1816,18.6806
-13192.1298828125,1690000,338,3352.71,4036.35,338,41.4732,32.8948
-11277.7587890625,1695000,339,2826.93,4064.39,339,39.731,20.6297
-9913.822265625,1700000,340,4415.38,4501.88,340,38.2884,17.6374
-10681.822265625,1705000,341,4055.59,4082.2,341,38.9827,15.8423
-10917.0107421875,1710000,342,4169.5,4110.62,342,39.1808,18.9025
-10424.8583984375,1715000,343,4001.59,3539.19,343,38.3593,17.8675
-9298.279296875,1720000,344,4825.82,4936.46,344,37.6612,17.0816
-10122.1904296875,1725000,345,4165.72,4767.79,345,37.4901,17.855
-9864.61328125,1730000,346,4654.64,4782.56,346,37.7247,16.0641
-9412.6953125,1735000,347,4800.29,4885.06,347,37.3296,15.919
-9753.423828125,1740000,348,4744.11,4787.29,348,37.0351,15.6744
-9903.751953125,1745000,349,4696.68,4871.7,349,37.4556,15.9717
-9705.712890625,1750000,350,4712.78,4996.17,350,37.2198,15.7051
-9909.869140625,1755000,351,4602.72,4933.2,351,37.3093,15.7835
-10273.3564453125,1760000,352,4893.59,4994.88,352,37.2833,15.7698
-9912.994140625,1765000,353,4842.88,4912.87,353,37.5281,15.78
-9772.2900390625,1770000,354,4826.31,4979.7,354,37.8135,15.9461
-9980.310546875,1775000,355,4475.0,4942.49,355,37.7089,16.0449
-9679.451171875,1780000,356,4541.79,4935.7,356,37.432,15.6579
-10198.0068359375,1785000,357,4595.37,4861.12,357,37.4405,16.056
-10904.248046875,1790000,358,4580.26,3950.16,358,38.2503,16.5272
-11330.091796875,1795000,359,4063.21,4356.24,359,38.4098,16.1664
-13213.513671875,1800000,360,229.65,9.38,360,45.5656,50.7226
-15982.9189453125,1805000,361,270.23,1252.55,361,44.389,75.2027
-17156.578125,1810000,362,1824.5,2679.09,362,41.6006,79.108
-11440.6689453125,1815000,363,4589.21,4613.2,363,38.4818,19.5644
-10694.8310546875,1820000,364,4708.48,4756.36,364,37.4117,17.6189
-10670.7431640625,1825000,365,4730.01,4881.06,365,37.1256,17.3665
-11138.6337890625,1830000,366,4711.08,4828.47,366,38.344,17.1699
-11580.1513671875,1835000,367,4782.91,4888.13,367,37.6717,16.4825
-11295.1904296875,1840000,368,4677.64,4912.89,368,37.7794,17.0207
-10585.55859375,1845000,369,4741.31,5012.82,369,37.234,16.4658
-10727.373046875,1850000,370,4843.62,4964.77,370,38.1304,16.8941
-11339.78125,1855000,371,4669.77,4921.62,371,38.4733,17.656
-11307.435546875,1860000,372,4830.35,4939.58,372,37.501,16.9622
-11025.720703125,1865000,373,4808.79,4989.96,373,38.0145,17.0542
-11448.958984375,1870000,374,4689.11,4955.06,374,38.6163,17.0536
-12179.72265625,1875000,375,4315.65,4767.27,375,40.2612,18.8153
-12042.9833984375,1880000,376,4522.64,4528.58,376,39.2153,18.9416
-13726.6640625,1885000,377,4346.42,4546.89,377,38.4308,20.5476
-11051.2841796875,1890000,378,4808.78,4899.07,378,37.7621,16.8983
-11941.3701171875,1895000,379,4833.7,4916.26,379,37.7484,19.6188
-11405.275390625,1900000,380,4853.13,4899.81,380,38.2534,17.1527
-11445.1474609375,1905000,381,4818.57,4909.77,381,38.1498,16.7853
-11556.90625,1910000,382,4861.4,5026.84,382,37.8387,16.4186
-11754.404296875,1915000,383,4811.09,4888.38,383,37.8078,16.5488
-11445.9853515625,1920000,384,4894.05,5109.96,384,37.4574,16.6576
-11571.51953125,1925000,385,4928.68,5111.97,385,37.5396,16.7111
