Reward Loss,Running Env Steps,Running Update Time,Real Sto Return,Real Det Return,Itration,Running Forward KL,Running Reverse KL
-35081.74609375,3870000,774,5057.96,5414.67,774,39.3496,21.8179
-34681.2734375,3875000,775,5087.14,4711.07,775,38.3187,20.9984
-34768.0546875,3880000,776,5306.64,5351.91,776,39.6402,21.9157
-34198.15234375,3885000,777,5340.08,5343.88,777,38.958,21.2624
-34329.41015625,3890000,778,5305.58,5089.3,778,39.3811,21.7553
-35509.41015625,3895000,779,5318.37,5384.67,779,39.2016,25.3533
-34271.9375,3900000,780,5291.98,5348.04,780,38.912,21.5198
-34823.49609375,3905000,781,5315.41,5426.97,781,38.9105,21.4928
-34959.88671875,3910000,782,5343.16,5427.17,782,38.8986,21.4002
-34735.984375,3915000,783,5261.97,5325.02,783,39.2521,21.6674
-33691.59375,3920000,784,5262.01,5315.08,784,39.1186,20.7345
-34535.76171875,3925000,785,5309.97,5407.47,785,38.7314,21.1905
-34638.515625,3930000,786,5337.86,5457.9,786,38.5199,20.882
-34612.39453125,3935000,787,5280.35,5390.04,787,39.4558,21.3693
-34248.66796875,3940000,788,5272.36,5305.87,788,38.8233,21.0127
-34678.7421875,3945000,789,5284.44,5387.39,789,38.9889,21.2067
-34705.01171875,3950000,790,5198.66,5246.02,790,39.0481,20.2934
-34053.89453125,3955000,791,5250.06,5336.38,791,38.8106,19.9902
-33954.859375,3960000,792,5213.09,5328.88,792,38.6506,19.8945
-34734.4453125,3965000,793,5223.1,5427.7,793,38.7013,20.3601
-34953.69140625,3970000,794,5179.91,5347.47,794,39.7283,20.3236
-34598.76171875,3975000,795,5285.36,5405.05,795,38.7531,20.4202
-34839.015625,3980000,796,5243.7,5395.4,796,38.7953,20.0006
-34640.296875,3985000,797,5251.79,5420.4,797,38.757,19.9991
-34884.9609375,3990000,798,5033.62,5386.51,798,38.2119,19.4332
-34502.1484375,3995000,799,5184.57,5347.96,799,38.2942,19.8231
-35071.69921875,4000000,800,5187.08,5363.55,800,39.0762,19.7012
-34573.59765625,4005000,801,5119.94,5323.8,801,38.9081,19.6239
-34615.67578125,4010000,802,5060.64,5437.7,802,38.1296,18.5415
-35130.65234375,4015000,803,5079.03,5343.39,803,38.8378,19.9221
-35442.3046875,4020000,804,4915.09,5335.89,804,37.8826,19.1989
-35517.515625,4025000,805,5169.78,5350.71,805,38.8544,21.1233
-36319.5,4030000,806,5071.58,5279.69,806,38.5075,20.7235
-35130.24609375,4035000,807,5190.13,5374.91,807,38.6384,20.2092
-36509.171875,4040000,808,4979.61,5314.4,808,39.0385,21.1983
-35953.078125,4045000,809,5223.57,5287.2,809,38.7684,20.4372
-35685.93359375,4050000,810,5220.15,5315.4,810,38.3259,20.6164
-35824.51171875,4055000,811,5282.07,5339.11,811,38.4759,21.0348
-34894.57421875,4060000,812,5225.59,5307.5,812,38.2568,20.6152
-36046.75390625,4065000,813,5205.97,5309.5,813,38.2181,21.9664
-36714.89453125,4070000,814,5142.25,5281.63,814,38.8373,20.1758
-36809.94140625,4075000,815,5156.24,5276.46,815,38.7353,20.7559
-37228.48828125,4080000,816,5179.4,5328.88,816,38.3452,21.8008
-36479.85546875,4085000,817,5213.78,5309.57,817,38.5809,20.8058
-36782.078125,4090000,818,5199.59,5221.19,818,38.7145,20.8107
-36294.69921875,4095000,819,5316.16,5369.98,819,38.5728,21.2419
-36961.05859375,4100000,820,5071.39,5259.1,820,38.9242,21.2083
-37353.91015625,4105000,821,5230.71,5362.04,821,38.5838,20.7364
-36986.8046875,4110000,822,5250.41,5336.9,822,38.1022,20.7962
-36832.890625,4115000,823,5262.03,5349.54,823,38.1707,20.9549
-38480.9375,4120000,824,5129.03,5378.87,824,38.984,20.7727
-37465.703125,4125000,825,5240.14,5404.12,825,38.2235,20.6831
-37648.8671875,4130000,826,5269.32,5426.82,826,38.2354,20.5515
-37758.05859375,4135000,827,5284.24,5361.4,827,38.9923,21.1052
-38201.51171875,4140000,828,5275.4,5467.64,828,38.6443,20.4859
-37758.2578125,4145000,829,5260.14,5389.05,829,39.0362,20.9165
-37296.85546875,4150000,830,5254.89,5397.39,830,38.6656,21.0214
-37786.3984375,4155000,831,5316.75,5408.13,831,38.7955,21.163
-38046.5,4160000,832,5262.48,5437.14,832,38.9983,21.2485
-38131.5703125,4165000,833,5287.94,5438.71,833,38.6155,20.3804
-38047.41015625,4170000,834,5276.26,5420.11,834,39.0142,20.856
-38608.97265625,4175000,835,5312.83,5435.95,835,39.4716,21.0843
-37848.95703125,4180000,836,5217.34,5440.28,836,38.7844,20.6023
-38806.39453125,4185000,837,5193.39,5389.33,837,38.5179,20.8509
-38499.7109375,4190000,838,5246.0,5372.37,838,39.4532,20.9869
-38150.80078125,4195000,839,5218.25,5359.29,839,38.9197,20.921
-37578.390625,4200000,840,5238.0,5425.57,840,38.7379,20.7136
-38218.1640625,4205000,841,5258.79,5342.24,841,39.4211,21.1413
-38626.34375,4210000,842,5266.4,5360.5,842,38.9101,20.8785
-37997.2890625,4215000,843,5283.33,5367.41,843,39.1457,21.0771
-38774.30859375,4220000,844,5260.03,5446.4,844,38.7562,20.9474
-38732.703125,4225000,845,5309.76,5463.38,845,38.7944,21.0355
-38763.87109375,4230000,846,5124.33,5474.31,846,38.8519,20.301
-38501.7421875,4235000,847,5257.45,5395.2,847,38.9556,20.972
-38262.265625,4240000,848,5268.34,5445.06,848,38.5081,20.4327
-39068.1328125,4245000,849,5194.03,5368.58,849,39.0685,21.4079
-38947.4375,4250000,850,5080.11,5398.87,850,39.5263,20.8197
-38858.078125,4255000,851,5192.91,5375.06,851,38.8116,20.9341
-38313.32421875,4260000,852,5278.86,5432.11,852,38.7402,20.2695
-38601.62109375,4265000,853,5281.97,5390.83,853,39.0063,20.5229
-38723.3515625,4270000,854,5211.86,5403.89,854,37.7013,19.6977
-39443.05859375,4275000,855,5279.83,5393.05,855,38.8712,20.3318
-38637.02734375,4280000,856,5036.98,5398.25,856,37.7608,20.4511
-39330.109375,4285000,857,5192.5,5420.2,857,38.8692,19.8658
-38985.015625,4290000,858,5048.64,5457.11,858,38.4305,20.1599
-38637.4453125,4295000,859,5256.28,5364.61,859,38.8201,20.1285
-39669.0390625,4300000,860,5244.17,5459.34,860,38.9939,20.2087
-39181.76171875,4305000,861,5304.3,5386.78,861,38.808,20.1647
-39115.7109375,4310000,862,5293.0,5411.42,862,38.5594,19.9667
-39207.5546875,4315000,863,4949.61,5483.12,863,38.7354,20.4315
-39451.41015625,4320000,864,5330.0,5423.29,864,39.2618,22.6607
-39880.05859375,4325000,865,5162.27,5413.28,865,39.1688,20.6041
-39586.60546875,4330000,866,5098.06,5430.16,866,38.607,20.2629
-39418.328125,4335000,867,5300.38,5436.38,867,38.2437,19.9781
-39477.82421875,4340000,868,5255.4,5495.12,868,38.8467,19.9937
-40067.515625,4345000,869,5258.78,5420.99,869,38.8765,20.0246
-39677.03515625,4350000,870,5279.67,5446.7,870,38.7017,19.9841
-39414.28515625,4355000,871,5100.11,5433.77,871,38.2339,19.6434
-39625.97265625,4360000,872,5265.98,5371.1,872,38.3852,20.3025
-39483.1328125,4365000,873,5180.47,5387.62,873,38.1936,19.6925
-39491.703125,4370000,874,5234.41,5363.67,874,38.3572,21.1968
-39365.6015625,4375000,875,5077.83,5470.11,875,38.4852,18.6469
-39881.97265625,4380000,876,5194.86,5443.59,876,38.6955,20.3336
-39588.875,4385000,877,4735.35,5418.23,877,38.8965,24.3515
-39596.359375,4390000,878,5258.28,5439.78,878,38.2343,19.4432
-40511.11328125,4395000,879,5300.5,5401.18,879,39.1402,19.6318
-39883.05078125,4400000,880,5155.5,5324.66,880,38.5496,19.8308
-39704.6171875,4405000,881,4925.6,5423.76,881,38.519,19.8176
-40601.8046875,4410000,882,5109.69,5418.2,882,39.047,19.8895
-40376.46875,4415000,883,5079.04,5411.05,883,38.5074,19.4129
-40955.0625,4420000,884,5141.38,5435.15,884,39.8995,20.2434
-40725.671875,4425000,885,5274.29,5460.27,885,38.26,19.7837
-41493.6171875,4430000,886,4976.57,5414.68,886,38.9073,20.6266
-40544.83203125,4435000,887,5271.15,5421.2,887,38.7371,20.226
-40897.1171875,4440000,888,5241.39,5366.7,888,38.6821,20.8457
-40275.9296875,4445000,889,5272.73,5402.92,889,39.2961,20.7783
-40058.01953125,4450000,890,5300.01,5424.16,890,38.4181,20.0741
-41201.09765625,4455000,891,5237.79,5476.36,891,39.1031,20.085
-40931.40234375,4460000,892,5272.61,5432.79,892,38.7498,20.4044
-40414.21875,4465000,893,5267.61,5415.93,893,38.5027,20.1265
-40271.17578125,4470000,894,5277.35,5416.26,894,38.7617,20.258
-40809.62890625,4475000,895,5297.18,5486.11,895,38.2276,20.7278
-39864.53125,4480000,896,5162.12,5445.26,896,37.9504,20.1509
-40671.65625,4485000,897,5119.58,5444.47,897,38.9327,20.3194
-41444.48046875,4490000,898,5280.72,5444.79,898,39.3686,20.7878
-40774.62109375,4495000,899,5255.69,5402.9,899,39.0138,20.4274
-41625.46875,4500000,900,5192.08,5421.06,900,39.2948,20.5251
-40435.46484375,4505000,901,5143.11,5399.74,901,39.0433,20.454
-41115.2109375,4510000,902,5160.45,5410.28,902,38.9874,20.3276
-41327.33984375,4515000,903,4978.23,5432.38,903,39.1428,20.2346
-41264.48046875,4520000,904,5192.62,5427.57,904,38.7919,20.8412
-40326.87890625,4525000,905,5247.07,5489.41,905,38.9408,21.7944
-41520.93359375,4530000,906,4809.74,5383.14,906,39.5891,20.8099
-41083.85546875,4535000,907,4824.55,5421.11,907,39.4776,22.738
-40400.15234375,4540000,908,4268.35,5438.84,908,39.1968,22.5935
-41404.296875,4545000,909,5054.02,5444.8,909,39.455,22.35
-40589.5546875,4550000,910,4637.85,5420.95,910,38.8777,23.0781
-40840.0859375,4555000,911,4588.03,5444.25,911,39.0197,21.979
-40119.6171875,4560000,912,5033.57,5396.46,912,39.0273,22.0675
-40855.78125,4565000,913,5307.48,5390.24,913,39.1245,20.9474
-40745.69921875,4570000,914,5244.87,5392.0,914,38.4391,20.1468
-40829.421875,4575000,915,5314.43,5466.37,915,39.1026,21.8668
-41564.61328125,4580000,916,5105.09,5376.11,916,38.1806,20.6141
-41677.8046875,4585000,917,5286.15,5358.9,917,38.977,21.917
-41740.1171875,4590000,918,5101.01,5433.17,918,38.7665,22.5426
-41643.0078125,4595000,919,4716.31,5361.68,919,38.3094,20.2829
-41908.93359375,4600000,920,5068.82,5429.71,920,38.064,19.9386
-42068.30078125,4605000,921,5074.32,5366.2,921,38.5507,22.0749
-42162.18359375,4610000,922,5083.92,5431.65,922,38.2615,21.3264
-42726.50390625,4615000,923,5013.35,5351.39,923,39.0641,20.7349
-42586.76953125,4620000,924,4990.86,5319.46,924,38.1241,21.0807
-41521.1484375,4625000,925,5195.14,5388.1,925,37.8237,20.2501
-41517.77734375,4630000,926,5144.54,5391.95,926,38.1146,20.1523
-42336.0234375,4635000,927,5156.98,5383.02,927,37.8828,20.3156
