Running Reverse KL,Real Sto Return,Running Forward KL,Real Det Return,Itration
126.4948,-14.0,55.6357,-14.61,123
39.1051,430.47,51.5892,477.95,124
38.4117,1037.22,56.1214,1038.15,125
36.556,962.3,53.4469,1000.18,126
36.0639,1024.07,55.7936,1009.39,127
49.2355,1027.82,56.6214,1027.4,128
50.1122,1026.27,57.2644,1008.4,129
48.8615,1028.2,56.8309,1027.55,130
38.5016,963.25,54.6933,965.3,131
26.2134,1053.77,53.702,1075.46,132
116.4694,-8.1,58.2884,-8.02,133
68.65,45.23,56.1519,64.82,134
33.3082,56.42,54.4981,52.84,135
42.9078,228.26,51.3773,260.1,136
56.3175,876.53,55.3157,951.26,137
51.1248,1006.81,56.7846,1007.59,138
41.3715,848.51,56.0201,999.01,139
46.2271,-6.67,52.2387,-5.72,140
36.2733,911.72,54.7526,710.82,141
25.7681,993.27,53.4364,996.61,142
41.3583,1026.03,55.9789,1023.69,143
46.6616,1011.41,56.2574,1012.56,144
47.4537,1001.16,56.4472,1003.57,145
34.9644,997.91,55.4362,1008.83,146
41.5782,1018.52,55.5239,1019.74,147
28.002,1000.57,54.2726,1001.0,148
48.0463,1011.09,56.9435,1012.16,149
169.0311,68.14,53.8248,61.49,150
39.983,828.01,51.8954,1003.13,151
37.7508,1062.49,54.5481,1050.46,152
28.7132,803.14,50.0402,975.47,153
47.7621,1026.72,54.4507,1027.05,154
41.9989,22.59,54.827,18.81,155
41.7236,997.27,55.2798,998.57,156
55.3435,1007.72,56.1407,1001.1,157
28.2225,109.29,52.9997,112.61,158
25.4292,483.08,51.7356,269.73,159
32.802,0.88,53.9988,-0.47,160
39.7494,929.78,54.9699,1017.0,161
31.4568,745.56,53.6028,1004.73,162
40.2143,1019.51,55.3894,1026.09,163
37.1574,993.23,54.9898,1029.72,164
60.7324,1020.76,55.9415,1020.07,165
25.5619,1020.39,50.4076,922.96,166
44.0777,1030.71,55.3545,1031.68,167
52.5407,1016.69,55.9674,1017.52,168
36.0179,999.89,55.4259,1005.09,169
32.5651,299.74,52.4317,418.26,170
55.7469,990.02,57.3294,991.73,171
36.9653,819.24,52.4954,684.95,172
48.1795,977.72,55.2572,996.33,173
38.1584,1011.59,54.9004,1007.7,174
43.3521,390.34,49.0948,199.67,175
38.4649,1024.24,55.3654,1031.01,176
61.0179,969.66,56.2379,1036.51,177
27.5037,834.65,52.4729,996.51,178
39.1637,966.76,53.0232,995.94,179
55.9703,999.05,56.0968,970.87,180
27.3999,442.57,51.8241,816.74,181
16.1891,829.96,49.0799,2049.15,182
19.5245,428.04,49.1811,451.38,183
14.9273,1784.66,48.8726,2040.36,184
14.699,654.46,48.3588,1259.78,185
14.7657,893.5,47.3463,1258.29,186
18.7834,801.93,48.3864,1452.3,187
27.9407,181.21,52.7391,290.62,188
51.9724,1012.88,56.5062,1014.02,189
50.6496,1027.43,56.5603,1027.68,190
25.6361,933.71,51.3684,998.97,191
50.5561,1015.19,55.3872,1014.43,192
42.2478,719.69,55.4341,627.06,193
42.2234,1055.23,54.973,1049.06,194
40.3288,1019.85,55.3624,1022.67,195
41.1855,1085.21,55.4494,1006.71,196
30.6927,401.23,52.3953,734.33,197
56.0697,996.54,56.8485,998.87,198
27.0386,987.41,55.0737,986.1,199
32.1444,1486.26,48.2824,1049.29,200
28.2362,1542.96,47.7933,1097.15,201
47.279,1010.0,52.8488,1011.51,202
33.0788,396.64,50.3922,923.1,203
19.6559,1788.14,48.3206,1868.51,204
43.8212,1033.84,47.3691,563.58,205
32.2554,1865.03,47.3952,2105.81,206
18.6492,988.75,46.0689,560.85,207
17.8288,2051.17,47.4015,1892.19,208
56.5538,1011.71,56.6442,1015.5,209
52.6719,1035.73,56.5136,1035.1,210
44.3365,1049.39,56.0384,1038.28,211
37.9045,1010.36,55.4004,1018.99,212
40.0718,1032.01,55.668,1028.18,213
28.3625,1213.32,48.6934,1036.92,214
49.92,986.18,57.1763,991.96,215
34.246,1047.72,54.8609,1003.57,216
35.9636,1007.27,50.9534,1010.03,217
47.3595,1002.8,56.8502,1069.25,218
18.8617,1854.71,47.8269,2076.37,219
17.6427,1630.76,46.6251,2185.07,220
19.0809,1468.33,47.8151,2151.09,221
19.7665,875.83,47.1979,1948.87,222
53.197,1032.24,56.9377,1032.82,223
51.4859,1007.13,56.7101,1008.7,224
31.1536,992.42,54.5114,997.34,225
46.7167,1022.05,56.2366,1021.69,226
36.9636,1042.86,54.5292,1041.98,227
48.4903,1027.48,55.604,1028.34,228
40.4275,977.55,51.9078,919.53,229
22.5706,555.59,50.0461,696.08,230
27.41,431.38,49.547,588.25,231
39.38,363.03,52.21,261.27,232
31.9839,368.69,49.8145,335.46,233
24.4464,252.7,50.2884,281.51,234
33.4806,397.72,49.0077,396.3,235
33.8769,614.01,47.2633,422.03,236
56.1463,1016.16,57.133,1017.59,237
43.717,1015.07,56.554,1017.13,238
52.5099,1032.19,56.5134,1029.89,239
47.7719,1034.11,55.2701,1034.27,240
47.1192,998.23,56.4641,1006.74,241
43.5547,1023.04,55.6566,1024.43,242
46.9832,1027.41,55.9931,1026.27,243
48.8334,1007.05,54.7205,1008.41,244
53.0467,1042.39,55.8931,1033.45,245
27.4197,1001.0,54.1352,1009.13,246
42.8021,1003.07,56.6296,1005.56,247
39.8853,710.38,52.6346,917.46,248
36.1877,364.53,51.6319,348.5,249
28.1389,990.33,49.0284,1200.96,250
26.2009,444.64,50.4531,456.39,251
27.8249,784.21,49.9695,1761.5,252
38.1419,439.44,49.5666,523.11,253
30.847,427.36,50.4137,477.57,254
33.8423,639.01,48.8312,915.7,255
37.6098,517.91,50.0018,709.55,256
50.2298,297.95,51.4637,340.2,257
33.0251,1121.86,49.0318,1659.34,258
41.342,1006.97,54.5779,1027.14,259
57.8368,1021.51,56.9791,1021.66,260
60.1817,314.23,53.5847,411.44,261
48.0896,1009.09,56.9718,1009.76,262
29.1102,1036.12,53.8224,1028.84,263
34.857,1022.69,53.3911,1027.43,264
40.2207,978.75,55.3108,992.4,265
40.4529,918.5,55.4027,992.63,266
47.6011,1017.71,57.0036,1012.93,267
47.9185,1003.29,55.8731,1029.09,268
46.5218,1019.99,56.6271,1019.96,269
40.3018,1034.47,55.5811,1024.67,270
69.3044,452.11,50.199,477.34,271
59.8987,1031.9,56.7467,1030.46,272
21.0739,392.39,48.6328,721.97,273
30.1624,587.3,49.7204,512.07,274
34.3574,116.42,49.8969,157.12,275
18.7977,488.83,48.554,1384.03,276
16.5614,585.29,48.6593,446.73,277
22.2224,1155.8,48.6772,1738.76,278
18.0464,472.84,48.6439,472.31,279
17.5593,602.35,48.5456,679.34,280
19.9577,713.0,48.8178,897.27,281
26.3099,513.59,49.2529,453.56,282
36.6418,484.51,48.8438,494.55,283
22.4404,443.17,49.7408,1696.15,284
24.9978,746.33,49.2513,1335.23,285
21.8428,587.55,49.0551,550.76,286
32.119,513.85,48.3854,1092.83,287
58.599,389.16,51.316,447.96,288
20.3799,797.49,48.2415,911.71,289
26.4613,541.36,50.2365,479.57,290
38.4318,710.15,50.7827,472.31,291
32.0345,539.98,50.2327,1016.02,292
40.7453,833.86,54.966,792.11,293
48.393,856.58,55.9082,992.64,294
42.4841,957.91,55.7966,1008.1,295
44.8276,996.0,55.9855,1002.62,296
43.667,1003.6,55.7632,1005.54,297
49.7347,1029.48,56.1381,1033.81,298
51.6714,1027.44,56.852,1026.06,299
52.8719,1030.9,56.9664,1025.84,300
41.7294,1040.86,57.036,1041.08,301
53.2494,1039.33,57.7146,1039.72,302
69.6803,999.4,57.8921,999.57,303
59.6091,442.27,51.0527,651.68,304
39.7127,512.86,49.7777,736.76,305
38.0143,363.13,49.7923,430.29,306
22.2811,466.93,49.6669,619.83,307
51.9035,341.48,51.0131,387.65,308
28.8867,362.09,49.0997,805.33,309
26.5471,583.54,48.7766,822.62,310
42.4816,988.3,51.3508,973.57,311
41.9543,661.3,55.4302,539.95,312
53.5695,1041.77,56.9953,1042.01,313
42.0831,955.9,55.594,1014.9,314
29.4912,371.04,51.1219,426.54,315
32.2406,448.41,49.5147,351.65,316
51.5261,456.89,49.3133,384.8,317
29.7373,398.78,49.0612,343.99,318
32.4012,499.5,49.8189,478.71,319
33.4507,462.97,49.5617,406.71,320
40.6308,557.65,49.4141,507.05,321
27.8701,640.08,49.7699,721.44,322
25.6634,350.28,48.8499,414.08,323
56.4774,369.04,51.719,372.47,324
19.2861,414.73,49.4817,387.51,325
19.236,377.06,49.2172,388.09,326
23.9833,475.03,49.7915,531.01,327
51.7189,560.69,49.4131,652.87,328
56.655,421.01,49.9902,500.28,329
21.8167,384.76,49.9279,399.02,330
20.2723,389.43,50.0594,520.27,331
34.1398,284.91,51.6799,326.47,332
17.9273,418.82,49.6198,506.31,333
19.5479,420.66,50.02,483.89,334
17.5464,416.19,50.0623,490.67,335
20.0475,406.47,49.9868,614.79,336
35.9671,454.04,50.7124,482.31,337
31.1742,354.24,50.5054,410.44,338
20.0265,444.29,49.8543,442.12,339
49.8392,393.37,51.6672,232.93,340
46.3297,382.86,51.1308,404.29,341
49.8254,136.79,52.6761,45.68,342
27.1683,1492.69,50.9131,1699.56,343
22.7234,1525.16,50.4844,1546.11,344
22.3322,1758.81,49.8991,1658.08,345
20.5448,1506.2,49.6761,1661.19,346
17.7418,1514.88,49.3766,1650.01,347
15.818,1620.78,48.9794,1749.35,348
34.8641,1167.42,50.2038,87.4,349
17.8942,1012.26,50.4541,1517.82,350
19.211,428.72,50.0724,809.29,351
15.1034,782.12,49.3526,1373.34,352
22.6555,903.94,49.2493,1337.35,353
15.3847,1203.93,49.611,1387.75,354
14.293,1326.79,51.3286,1312.75,355
13.9035,1190.74,51.1592,1180.52,356
19.4288,1179.27,51.5856,1052.35,357
21.7524,1335.99,50.2358,1185.8,358
14.0278,1061.73,49.3209,238.74,359
17.4034,991.78,48.838,1238.79,360
23.2146,1523.03,49.8305,1453.34,361
22.6873,1275.03,48.9638,1418.46,362
14.1977,1367.64,49.1331,1696.85,363
16.5618,1516.25,48.3586,1614.05,364
14.5855,1006.13,49.0173,1614.95,365
14.3985,1094.7,49.044,1366.96,366
27.2017,972.61,49.8463,1115.51,367
16.5182,842.02,49.9181,837.52,368
19.5741,1290.95,49.4043,1105.12,369
13.5115,1277.5,50.1746,1018.32,370
