Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Itration,Real Sto Return,Running Update Time,Running Env Steps
542.45,29.9861,-300.63970947265625,16.8661,30,753.0,30,150000
3273.28,24.373,-45.724422454833984,12.0251,31,3288.12,31,155000
2974.32,25.995,-215.98861694335938,16.4001,32,1940.0,32,160000
3341.85,24.5444,-50.422698974609375,11.8385,33,3316.17,33,165000
3351.75,24.585,-62.36600875854492,11.1446,34,2940.24,34,170000
3399.95,24.7461,-58.133243560791016,11.7041,35,2913.77,35,175000
3315.0,24.3224,-47.115089416503906,11.8266,36,3263.82,36,180000
3409.5,24.3398,-35.53330993652344,11.5647,37,3333.64,37,185000
3443.61,25.2514,-50.19470977783203,13.8711,38,3405.02,38,190000
3443.25,24.3112,-95.28437042236328,11.7227,39,3223.87,39,195000
295.66,25.5321,-64.60115051269531,10.9736,40,1485.77,40,200000
3216.87,23.5396,-59.04707336425781,12.2726,41,3240.91,41,205000
3397.46,23.8799,-53.62215805053711,12.4991,42,3414.85,42,210000
1181.99,28.5648,-377.3338317871094,67.7357,43,1198.34,43,215000
1386.07,27.7851,-269.027587890625,16.3293,44,1374.97,44,220000
3088.44,25.9932,-67.7880630493164,13.1195,45,3131.54,45,225000
3429.32,24.2815,-58.333099365234375,14.3003,46,2890.56,46,230000
3376.01,26.8776,-53.06044387817383,14.334,47,3318.76,47,235000
3189.88,24.0355,-250.64321899414062,26.5025,48,1688.8,48,240000
3421.22,22.7696,-30.552297592163086,10.3516,49,3336.0,49,245000
3446.75,23.3852,-46.50068283081055,10.9874,50,3401.76,50,250000
3465.12,25.2768,-75.31192779541016,13.8627,51,3379.51,51,255000
3415.04,24.8217,-137.91859436035156,13.7084,52,2851.87,52,260000
3412.27,24.0679,-104.36886596679688,11.946,53,2717.14,53,265000
3483.67,23.7255,-49.307674407958984,12.1361,54,3462.81,54,270000
3461.25,23.0085,-104.46473693847656,11.0903,55,2994.52,55,275000
3433.28,22.5106,-55.47574234008789,11.4768,56,3417.02,56,280000
3392.37,22.4988,-71.66707611083984,11.1017,57,3384.31,57,285000
3460.29,23.2743,-103.56807708740234,11.2514,58,3174.87,58,290000
3461.59,23.2967,-64.82291412353516,11.6528,59,3095.61,59,295000
3455.28,23.4965,-63.23429870605469,11.4538,60,3414.09,60,300000
3413.25,25.4269,-183.0321502685547,16.7169,61,2458.14,61,305000
3443.69,23.3831,-80.59552001953125,12.4418,62,3303.56,62,310000
3462.18,23.6238,-122.3796615600586,11.5575,63,3226.62,63,315000
3439.22,23.1434,-57.29729080200195,11.4756,64,3291.6,64,320000
3451.83,24.2664,-66.1468505859375,13.0995,65,3350.36,65,325000
3544.87,23.8627,-201.4152374267578,17.634,66,2729.04,66,330000
3468.55,22.3839,-64.22102355957031,10.2751,67,3218.88,67,335000
3431.31,24.6095,-213.5255126953125,25.9575,68,2745.11,68,340000
3432.02,24.1678,-101.21839904785156,13.4389,69,3114.51,69,345000
3401.45,22.6733,-76.24131774902344,11.5446,70,3374.54,70,350000
3466.01,23.9449,-109.58963775634766,14.299,71,3408.35,71,355000
3449.78,24.2753,-206.69686889648438,18.4463,72,2834.03,72,360000
3413.85,24.4794,-158.4634246826172,16.7119,73,3200.54,73,365000
3428.88,23.8003,-64.62803649902344,12.0008,74,3131.96,74,370000
3452.66,24.0586,-121.72212982177734,13.9047,75,2974.05,75,375000
3460.37,24.0488,-211.90283203125,19.4723,76,2695.24,76,380000
3452.73,23.4067,-99.81721496582031,12.8672,77,2294.75,77,385000
3490.51,23.3403,-113.1142349243164,12.8241,78,3192.6,78,390000
3440.88,23.2266,-72.52174377441406,11.6655,79,3302.8,79,395000
3474.74,25.1332,-153.2194061279297,16.0087,80,3323.8,80,400000
3447.45,24.4221,-81.8567886352539,14.1629,81,3415.95,81,405000
3449.99,23.7946,-80.68016052246094,12.3395,82,3425.46,82,410000
317.43,36.175,-597.706298828125,57.1105,83,375.24,83,415000
3470.33,23.9324,-122.87348175048828,14.2772,84,2948.78,84,420000
3435.8,23.4263,-77.4915542602539,11.2557,85,3382.37,85,425000
3490.71,24.2636,-121.25676727294922,13.9395,86,3199.02,86,430000
3477.77,24.4384,-82.5042724609375,13.4752,87,3431.52,87,435000
3485.47,23.7702,-73.42496490478516,12.7495,88,3449.13,88,440000
3503.85,23.9473,-83.42680358886719,12.5657,89,3282.79,89,445000
3442.05,23.8893,-93.76847839355469,12.7728,90,3395.19,90,450000
3455.62,24.5477,-78.86234283447266,12.2706,91,3427.34,91,455000
3455.93,23.2065,-93.85922241210938,11.3917,92,3404.54,92,460000
3459.06,24.1507,-89.280517578125,12.4903,93,3414.36,93,465000
3467.04,23.2549,-85.88359069824219,11.9706,94,3426.87,94,470000
3459.39,23.2929,-93.58587646484375,11.7501,95,3407.15,95,475000
3466.8,23.8873,-168.68507385253906,14.266,96,3316.02,96,480000
3474.36,23.4077,-96.59445190429688,12.9437,97,3446.6,97,485000
3443.1,22.8355,-88.68196868896484,11.2017,98,3386.18,98,490000
3478.29,23.9655,-106.4203109741211,12.313,99,3250.11,99,495000
3458.97,22.7925,-96.95318603515625,11.8407,100,3432.51,100,500000
3476.06,23.2437,-97.61893463134766,12.4155,101,3437.9,101,505000
3486.47,24.0935,-96.32393646240234,12.9918,102,3441.59,102,510000
3485.51,23.3647,-96.62437438964844,12.1568,103,3452.51,103,515000
3424.94,22.8886,-94.02153015136719,11.7584,104,3400.04,104,520000
3472.27,24.5374,-100.69808197021484,13.3073,105,3214.12,105,525000
3486.58,24.0452,-98.4583511352539,12.1836,106,3445.5,106,530000
3488.94,24.0248,-120.02286529541016,12.9246,107,3452.75,107,535000
3477.35,23.8659,-121.07306671142578,12.905,108,3452.19,108,540000
3433.41,23.3024,-99.32488250732422,11.5279,109,3401.55,109,545000
3470.42,23.8639,-186.38372802734375,11.8667,110,3308.12,110,550000
3501.3,24.1483,-123.6276626586914,12.7538,111,3063.39,111,555000
3474.05,24.4348,-143.75486755371094,13.8216,112,3310.99,112,560000
3451.33,23.373,-111.44849395751953,12.3929,113,3406.64,113,565000
3467.04,23.8137,-111.52043914794922,12.2612,114,3419.33,114,570000
3490.23,24.149,-135.30496215820312,13.0705,115,3342.3,115,575000
3453.73,23.1105,-117.55177307128906,11.7082,116,3399.19,116,580000
3451.58,23.7722,-133.7936248779297,12.0978,117,3410.49,117,585000
3478.47,22.8079,-107.89346313476562,11.04,118,3428.87,118,590000
3476.32,23.7301,-117.82139587402344,12.0518,119,3427.68,119,595000
3480.01,23.4212,-117.9158706665039,12.1772,120,3433.26,120,600000
3456.6,23.4076,-115.2023696899414,11.8927,121,3412.78,121,605000
3426.69,23.7846,-127.28738403320312,11.7625,122,3398.95,122,610000
3483.16,23.7848,-222.8397674560547,17.5874,123,2861.18,123,615000
3475.32,23.5805,-136.11012268066406,12.8928,124,3441.17,124,620000
3490.19,23.7762,-154.47434997558594,11.5537,125,3126.57,125,625000
3473.59,23.9835,-236.91107177734375,13.041,126,2368.01,126,630000
3480.37,22.7131,-166.87252807617188,10.2543,127,3032.88,127,635000
3477.92,24.8597,-338.3480224609375,19.6729,128,2756.55,128,640000
3473.76,25.7293,-296.7848815917969,23.2745,129,2113.66,129,645000
3461.71,22.2113,-105.07357025146484,10.6955,130,2864.71,130,650000
3439.1,22.5645,-208.23500061035156,15.5945,131,2963.75,131,655000
3433.96,23.2311,-127.01872253417969,11.7928,132,3304.58,132,660000
3460.32,22.3723,-150.66387939453125,10.5653,133,3322.99,133,665000
3451.89,22.7615,-141.50982666015625,11.4202,134,3258.25,134,670000
3447.77,23.1233,-140.37588500976562,12.1963,135,3423.88,135,675000
3430.04,23.3387,-136.7950439453125,12.4137,136,3311.3,136,680000
3454.38,23.8067,-195.2388916015625,14.4318,137,2918.37,137,685000
3468.63,23.4138,-149.40011596679688,12.8104,138,3417.14,138,690000
3455.49,24.4162,-249.38345336914062,15.0317,139,3019.54,139,695000
3478.28,23.3993,-156.38253784179688,12.2941,140,3272.74,140,700000
3463.83,23.4895,-148.24119567871094,12.417,141,3305.57,141,705000
3425.3,23.7893,-171.43380737304688,12.1092,142,3172.2,142,710000
3469.35,22.8245,-136.28863525390625,11.5701,143,3363.68,143,715000
3461.17,23.5008,-150.64842224121094,11.6634,144,3234.13,144,720000
3427.48,23.3429,-164.53311157226562,11.3248,145,3217.32,145,725000
3428.35,22.7357,-164.0322265625,11.337,146,3399.3,146,730000
3443.91,23.5546,-203.11502075195312,11.2803,147,3029.07,147,735000
3462.95,23.0604,-169.2648468017578,11.8812,148,3444.56,148,740000
3447.05,23.105,-247.22164916992188,18.2719,149,2530.71,149,745000
3434.5,24.1078,-303.65997314453125,15.6066,150,2737.57,150,750000
3486.47,23.7059,-205.96372985839844,12.2469,151,3256.82,151,755000
3437.84,23.9757,-258.4378662109375,13.4622,152,2526.7,152,760000
3480.26,23.2726,-301.12835693359375,15.4692,153,2349.59,153,765000
3431.93,22.5789,-151.61526489257812,11.1755,154,3375.74,154,770000
3455.91,22.5104,-165.30784606933594,11.6369,155,3422.54,155,775000
3423.99,21.5828,-133.99952697753906,9.9825,156,3383.03,156,780000
3453.52,23.0434,-171.93385314941406,11.6732,157,3430.03,157,785000
3431.79,23.4114,-193.75601196289062,11.9259,158,3284.69,158,790000
3481.92,23.2517,-204.76853942871094,13.8262,159,3453.0,159,795000
3459.25,23.4027,-202.25450134277344,15.4757,160,3284.73,160,800000
3492.13,24.5432,-300.00531005859375,21.7873,161,2578.09,161,805000
3436.54,25.0819,-288.85931396484375,12.6795,162,2385.85,162,810000
3500.92,24.0798,-255.18804931640625,21.4211,163,2375.91,163,815000
3426.18,23.6541,-285.2491760253906,14.9792,164,2661.01,164,820000
3436.51,22.7381,-199.43869018554688,13.3607,165,3278.05,165,825000
3449.64,23.5235,-259.8570251464844,15.2196,166,2812.06,166,830000
3452.51,22.636,-198.6024627685547,11.0449,167,3424.71,167,835000
3455.85,24.2209,-197.45570373535156,11.8704,168,2941.12,168,840000
3437.13,24.2897,-211.23936462402344,11.1051,169,2970.71,169,845000
3455.09,23.4061,-199.00596618652344,11.8041,170,3430.01,170,850000
3431.02,23.2083,-147.37344360351562,11.5198,171,3405.26,171,855000
3472.12,22.5443,-186.99014282226562,11.2807,172,3319.21,172,860000
3466.21,23.8037,-255.20440673828125,10.9575,173,3123.03,173,865000
3436.47,22.5865,-177.1033172607422,11.0468,174,3359.67,174,870000
3477.46,22.0853,-163.58941650390625,10.6376,175,3455.09,175,875000
3480.98,23.0352,-188.0222930908203,11.512,176,3430.37,176,880000
3433.93,24.0531,-302.1571044921875,13.8541,177,2938.51,177,885000
3408.75,23.222,-168.42701721191406,10.9378,178,3384.6,178,890000
3453.62,22.6008,-215.5447540283203,13.0721,179,3005.22,179,895000
3246.2,24.346,-434.17041015625,24.4468,180,2553.29,180,900000
3457.87,22.7747,-226.01211547851562,12.3331,181,3346.83,181,905000
3480.93,23.0252,-215.51119995117188,11.4745,182,2950.32,182,910000
3501.01,23.2988,-258.60772705078125,12.4289,183,3484.35,183,915000
3422.76,24.2178,-379.9751892089844,19.6687,184,2398.54,184,920000
3441.49,22.1516,-175.40234375,10.5389,185,3378.42,185,925000
3468.03,23.5186,-268.15338134765625,14.1803,186,3075.87,186,930000
3478.88,23.0954,-196.08309936523438,11.9991,187,3445.4,187,935000
3407.61,25.7737,-427.5964050292969,12.1551,188,1972.51,188,940000
3393.82,24.5494,-371.33056640625,15.6673,189,2565.22,189,945000
3458.58,22.5852,-205.24740600585938,11.4393,190,3379.68,190,950000
3462.45,23.207,-228.8965606689453,11.2813,191,3329.48,191,955000
3466.85,22.2288,-190.6111602783203,11.197,192,3411.63,192,960000
3436.76,22.9016,-228.8746795654297,11.3272,193,3393.17,193,965000
3459.96,22.4344,-191.75901794433594,11.1596,194,3391.33,194,970000
3440.65,23.3686,-309.5053405761719,15.7331,195,2967.12,195,975000
3491.18,23.3708,-220.4611053466797,12.0164,196,3332.78,196,980000
3426.55,23.402,-215.49002075195312,11.994,197,3409.59,197,985000
3465.76,23.2384,-215.1154327392578,11.632,198,3207.57,198,990000
3407.32,24.28,-384.8369140625,16.3162,199,2341.68,199,995000
