Real Sto Return,Running Forward KL,Running Reverse KL,Real Det Return,Itration
627.46,60.2595,24.9795,1241.82,82
603.18,59.5479,24.8659,1885.74,83
761.64,60.4481,25.2923,1571.93,84
773.18,58.4148,23.2061,1215.45,85
949.98,59.9513,24.6023,1881.72,86
952.33,60.4994,24.4586,1424.91,87
1068.17,58.3058,23.2275,1781.19,88
922.74,58.169,22.9677,1825.0,89
923.55,59.2114,23.5263,1813.84,90
1400.41,56.3657,22.9052,2250.16,91
1266.6,59.5448,24.263,897.96,92
1141.41,57.1841,23.5225,2373.95,93
1457.56,59.2404,26.8847,2271.03,94
822.92,59.6959,24.0545,1318.98,95
1282.56,58.417,22.7072,1617.26,96
1651.59,55.7582,23.2737,2343.03,97
1644.4,57.3074,22.5734,2416.52,98
1213.09,59.3715,22.8472,2046.34,99
958.63,59.7188,23.1986,1228.88,100
1661.47,57.3693,23.3028,2259.67,101
1652.77,58.0214,24.0416,2725.02,102
1926.6,59.6821,30.9416,2518.9,103
881.5,60.6837,23.5303,1539.33,104
1520.21,55.4776,22.3649,2451.34,105
1863.14,57.6613,25.7539,3067.99,106
1819.06,58.4018,25.2916,2291.94,107
1760.29,58.4677,25.262,2544.38,108
1986.8,59.9205,25.0257,2463.38,109
2017.54,59.4853,28.0371,2883.04,110
1545.15,61.7618,25.3001,2623.9,111
1052.37,59.9519,24.0389,1222.71,112
903.01,64.314,25.9136,1153.07,113
2328.0,60.5736,31.2194,2846.56,114
2085.02,60.9235,31.8033,3008.13,115
1784.68,61.0856,29.241,2708.31,116
1424.13,60.5885,26.9003,3072.85,117
1626.82,62.1088,28.1938,3065.51,118
1805.04,62.6384,28.9297,3439.03,119
1752.08,62.8435,26.576,2067.1,120
2036.7,62.9382,32.52,2771.94,121
1025.49,61.9566,28.3816,2119.33,122
1843.13,60.9285,27.3039,2892.72,123
2049.3,61.9106,28.1198,2349.36,124
1941.51,64.5753,30.3412,3100.88,125
3134.67,63.5099,37.8897,3729.94,126
2731.63,62.2796,36.4955,3822.68,127
2149.14,62.3522,34.4862,3650.68,128
3007.78,65.5328,43.9195,4154.41,129
2568.53,66.1371,43.0657,3737.92,130
2875.74,64.6515,39.8352,3921.29,131
2377.13,62.2697,32.4356,3439.51,132
903.32,64.8343,27.8617,1111.04,133
2860.61,65.5084,39.7133,3842.07,134
1897.03,63.1263,30.3423,2337.27,135
3209.22,68.5254,49.2926,3782.72,136
1567.83,65.9788,39.7558,3026.33,137
2479.29,67.5944,42.0085,4030.22,138
1959.34,66.503,41.8241,3885.57,139
3518.77,69.4449,48.7999,4454.49,140
3516.25,67.7536,46.7905,4055.99,141
2366.56,66.2867,38.4529,4012.24,142
2492.04,65.1213,36.0143,3739.19,143
1866.65,65.8644,37.2032,3259.96,144
2808.99,66.885,40.2079,3605.92,145
3358.28,67.1846,44.7686,3950.97,146
3464.35,73.4532,53.8872,4304.76,147
3548.21,68.1477,45.0543,4573.35,148
2723.85,66.9233,40.7058,3065.8,149
3214.98,69.288,46.8418,4539.95,150
3223.95,71.8718,45.3319,3849.56,151
3543.02,72.9792,51.579,4710.85,152
3567.2,74.1493,52.42,4589.61,153
3618.75,74.9538,56.0927,4500.64,154
1348.64,66.8486,41.9854,2495.66,155
3443.11,69.1571,45.2144,4253.67,156
3739.48,74.235,54.1834,4159.94,157
1793.05,66.7869,42.3652,3165.95,158
3531.06,68.004,46.6527,4434.82,159
3762.2,70.4199,49.3751,4067.77,160
3680.73,76.1039,56.5893,4247.37,161
3572.84,78.0431,55.8958,4496.24,162
3941.41,76.9223,57.0534,4424.28,163
2821.11,77.199,61.995,3588.35,164
4174.26,71.6188,56.1425,4590.57,165
3478.1,71.1907,55.0227,4175.64,166
3446.0,73.0008,55.8677,3475.72,167
4004.2,77.1222,64.4465,4511.15,168
3447.94,77.4287,65.743,3464.46,169
3913.21,74.1424,56.2288,4248.97,170
3012.73,73.0617,52.9826,2768.43,171
3802.8,78.108,60.5495,4735.44,172
2766.49,74.6086,61.5312,3577.86,173
4122.7,78.0436,61.6693,4893.94,174
2255.28,73.9673,58.9238,2852.88,175
3274.84,73.952,56.0115,4234.72,176
2712.93,70.8037,54.9921,4051.8,177
3511.49,75.0882,60.8226,4013.88,178
3987.7,68.1494,45.796,4602.91,179
4104.63,67.6891,48.0489,4395.22,180
3131.27,75.6168,57.8882,3891.64,181
3006.17,75.3301,61.9838,4250.05,182
4137.27,71.0392,52.4033,4572.29,183
3663.94,76.5365,57.9471,4440.5,184
3713.5,76.4378,62.0709,4344.35,185
4567.52,76.1136,64.0066,4610.78,186
3881.0,72.549,57.4209,4562.47,187
3402.95,73.7402,60.1429,4144.58,188
4414.31,82.4211,72.6627,4754.25,189
3323.04,70.891,53.4081,3214.28,190
4495.76,71.0969,54.7565,4696.35,191
4140.41,73.4655,57.8672,4848.35,192
3540.6,75.5687,61.7111,3698.73,193
3714.14,69.8708,50.0436,4657.27,194
4166.23,77.919,65.8909,4843.22,195
3729.44,76.3368,62.1521,4069.59,196
4355.59,71.7244,54.3553,5062.47,197
4004.71,77.2742,63.5109,4867.21,198
4423.14,77.4588,63.4034,4772.46,199
4529.89,78.6297,64.6732,4835.17,200
4501.65,77.6193,64.2226,4931.0,201
4559.81,72.0806,60.0772,4863.79,202
3849.99,71.6219,58.2894,4655.68,203
4527.49,79.7167,66.4694,5031.9,204
3994.32,70.9712,57.5135,4062.45,205
4567.86,78.2126,61.7648,4737.84,206
4046.47,71.5559,53.0439,4480.05,207
4195.06,79.5731,64.7829,5071.34,208
4432.41,79.0786,63.986,4682.1,209
4201.25,79.156,66.9056,4610.87,210
4192.28,75.1668,63.4511,4875.57,211
4237.02,71.4079,58.3634,4709.23,212
4025.04,75.5809,64.5188,5154.7,213
3840.31,79.9897,68.9902,4534.21,214
4682.03,80.0926,69.5336,5067.21,215
4092.8,73.8494,61.6643,4641.1,216
4060.92,74.1626,60.3519,4020.73,217
4521.37,78.6468,63.6011,4379.77,218
4242.9,79.0631,69.0351,3919.41,219
3457.04,80.9415,66.0046,4656.04,220
4660.28,79.5629,66.1469,5028.07,221
3739.26,68.9144,49.3895,4374.22,222
4032.52,77.5468,62.8096,3856.88,223
4445.76,79.6124,65.3663,4699.86,224
4083.3,76.877,63.2905,4578.42,225
4408.28,79.3345,65.8962,4482.51,226
3766.66,77.2719,66.4238,4986.58,227
3964.22,71.9787,55.5578,4690.69,228
4790.37,79.3139,64.4345,4817.86,229
4242.65,77.8398,65.6833,4775.56,230
4617.51,77.2656,63.9275,4939.26,231
4174.59,76.9531,60.7997,4584.53,232
4335.33,81.6815,67.2134,4878.04,233
4026.33,79.6186,65.3863,3341.13,234
4232.94,78.0831,64.4439,4830.66,235
4676.58,78.5195,65.0036,5140.91,236
4689.54,79.7052,68.6681,4939.44,237
4754.86,77.4969,64.5859,4614.91,238
4098.68,78.9667,68.5969,4612.46,239
4720.03,77.577,64.8996,4924.76,240
4737.8,77.6738,68.0719,5211.57,241
4767.26,79.9632,69.7324,5228.4,242
4834.45,80.0463,71.956,4628.07,243
4280.48,80.8685,71.685,4661.89,244
4429.11,81.1444,71.6302,5011.47,245
4681.48,75.4715,70.118,5053.37,246
4798.85,78.0697,63.784,5287.09,247
4600.21,79.0687,68.6963,5146.37,248
4580.71,76.0539,69.2243,5241.29,249
4805.77,77.3623,68.6519,4908.77,250
4640.3,81.6791,68.9264,5279.65,251
4165.09,77.3955,68.5655,5150.74,252
4756.44,80.8417,72.0436,5308.56,253
5029.25,79.456,68.1145,5215.01,254
4867.82,80.2877,72.302,5231.64,255
4912.93,84.0382,77.0585,5216.22,256
4719.65,77.2321,65.7718,5459.68,257
4820.12,81.2988,69.6506,5297.59,258
4967.02,81.5479,73.2819,5308.32,259
5040.42,81.7862,74.2856,5379.21,260
4486.79,74.5305,63.2534,5395.29,261
4575.82,79.0165,68.6278,5241.13,262
5076.64,80.917,68.4061,5275.35,263
4828.33,76.8475,68.8131,5322.19,264
4820.4,73.2085,59.9315,5490.81,265
4833.16,78.9992,69.6783,5346.79,266
4933.09,81.106,73.7238,4515.69,267
4961.29,81.0293,75.5591,5299.49,268
4337.72,80.9138,75.5469,4878.75,269
4888.27,81.7665,74.7964,5010.75,270
4864.58,81.741,75.2088,5158.54,271
4360.02,77.5263,68.1457,4662.34,272
4604.69,80.5412,72.8736,5258.68,273
3987.65,80.7694,76.0814,4824.05,274
4327.45,78.6292,70.6825,4969.15,275
4581.64,81.1747,76.0702,5266.93,276
4311.48,78.8369,73.8847,5373.62,277
4267.22,76.392,72.5441,5208.9,278
4979.11,81.7959,76.1411,5291.3,279
4657.44,80.1411,74.2327,5236.65,280
4702.94,80.6168,72.5316,4886.45,281
4575.48,78.6061,72.5908,5125.29,282
4427.37,75.4348,68.9368,4969.22,283
4106.28,79.4596,75.0824,5255.77,284
4615.78,80.3483,76.0302,4330.98,285
4964.1,74.4877,69.4604,4940.72,286
4892.7,79.9275,76.1512,5438.28,287
5094.51,78.9937,73.1478,4840.42,288
4562.32,82.9745,76.4192,4972.06,289
4897.43,78.8361,73.3566,4999.34,290
5060.79,75.3576,67.2413,5373.16,291
4531.71,81.3501,73.8239,5269.78,292
5002.26,79.9262,73.4538,5119.36,293
4754.53,81.0658,72.8159,4843.35,294
4788.82,82.2604,75.9098,4676.45,295
4643.89,82.1249,77.2886,5072.28,296
4120.25,80.2294,69.5048,4808.35,297
4491.98,80.6029,72.9368,5406.63,298
4929.22,81.9207,72.4092,5412.45,299
4445.22,82.9751,78.1052,5112.96,300
4946.53,80.885,71.87,5154.11,301
4989.07,80.7009,75.8582,5324.48,302
4460.14,82.3858,74.9441,5262.07,303
4672.03,77.953,75.0234,5420.56,304
4981.44,73.8307,67.0048,5167.18,305
4836.0,81.9476,73.0182,5187.96,306
4932.89,80.2646,70.5062,5162.27,307
4428.23,81.37,73.5539,5425.74,308
4572.56,83.7602,78.9052,5332.54,309
4176.41,84.0725,74.682,5014.63,310
4677.73,83.867,75.9966,5044.82,311
4993.24,85.5323,76.8028,5203.98,312
4873.14,82.0839,74.1131,5370.13,313
5042.81,82.6599,74.8824,5045.9,314
4893.87,85.7955,74.5067,5583.65,315
4911.18,82.1016,72.6484,5572.56,316
5162.25,83.5797,75.0753,5445.41,317
4771.19,81.112,75.6836,5175.72,318
5052.54,77.0442,68.2295,5392.29,319
3914.55,75.6425,68.3439,5210.07,320
4806.9,79.5148,75.4199,5304.58,321
4954.19,81.7012,70.7098,5607.83,322
5086.26,83.2463,74.2885,5576.31,323
5251.3,82.1131,72.6729,5554.64,324
5007.98,81.7818,74.2359,5302.8,325
4548.71,82.4576,75.3873,5530.11,326
5054.35,74.5344,68.4779,5298.51,327
4887.18,82.7131,73.1101,5438.19,328
5071.06,81.1896,70.8312,5528.74,329
5203.98,84.9294,79.4238,5254.02,330
4740.28,84.6657,74.2543,5406.32,331
5024.68,80.9422,70.2831,5602.37,332
5142.13,85.6123,76.4147,5485.27,333
4515.79,82.4872,70.9113,5514.07,334
5136.73,81.3363,70.212,5490.66,335
4798.29,85.0049,74.3235,5534.01,336
5155.91,83.0244,72.2713,5041.47,337
4807.79,81.4346,68.8339,5613.58,338
4771.68,84.6913,75.1061,4958.37,339
5206.35,79.1547,66.4731,5297.99,340
5164.27,73.2011,67.1348,5665.85,341
5042.26,84.9811,72.9462,5450.63,342
4749.95,85.2306,76.9426,5583.11,343
5029.47,83.6349,76.228,5410.65,344
4839.68,83.7504,69.6322,5496.81,345
4957.55,83.9708,75.1928,5534.88,346
4799.94,74.4482,66.2543,5671.61,347
