Running Reverse KL,Running Env Steps,Running Forward KL,Real Det Return,Reward Loss,Running Update Time,Real Sto Return,Itration
12.5168,380000,19.5362,3390.52,-722.9583129882812,76,3361.38,76
11.7135,385000,19.1398,3519.01,-700.5009765625,77,3394.78,77
12.8236,390000,20.5671,3515.95,-913.1953735351562,78,3407.93,78
12.8487,395000,20.5394,3543.65,-981.5391235351562,79,3436.16,79
12.9147,400000,20.4064,3530.58,-787.1968994140625,80,3112.06,80
15.7639,405000,20.0743,3543.28,-1070.491943359375,81,2672.08,81
12.9527,410000,19.5742,3479.88,-882.2445068359375,82,2859.25,82
14.5206,415000,21.5526,3523.33,-1205.1585693359375,83,3081.45,83
14.5462,420000,21.5312,3556.73,-986.1276245117188,84,3549.87,84
28.9554,425000,20.9154,1597.08,-1929.3526611328125,85,2154.43,85
16.2675,430000,19.9614,3464.53,-1704.1199951171875,86,1710.78,86
27.9292,435000,22.3887,1415.5,-2927.180419921875,87,1741.14,87
15.2174,440000,20.1731,3428.5,-1543.1534423828125,88,2966.32,88
23.9823,445000,21.6751,3568.87,-2115.26318359375,89,2095.43,89
18.2554,450000,19.707,3533.34,-1438.1116943359375,90,2209.15,90
10.6715,455000,19.2972,3431.39,-939.7116088867188,91,2980.52,91
22.2357,460000,20.8363,3297.65,-2411.785888671875,92,2198.08,92
12.524,465000,20.4577,3555.26,-1046.2060546875,93,3188.79,93
18.6113,470000,20.1242,3495.78,-1244.3065185546875,94,3058.76,94
11.0178,475000,19.0406,3428.31,-959.5213623046875,95,3431.8,95
12.8167,480000,20.0261,3468.72,-983.44970703125,96,3201.56,96
28.2185,485000,20.5482,3585.82,-1785.5428466796875,97,2414.73,97
13.4752,490000,20.4688,3547.48,-1082.4625244140625,98,3534.82,98
14.1941,495000,19.5591,3524.03,-1247.181640625,99,3465.85,99
16.168,500000,21.224,3585.88,-1368.75732421875,100,2812.27,100
14.1654,505000,20.3065,3589.16,-1146.6923828125,101,3363.08,101
15.1694,510000,20.9848,3570.18,-1500.0751953125,102,2817.75,102
12.4371,515000,19.2129,3471.69,-1036.55078125,103,3231.31,103
21.3686,520000,22.218,3125.95,-2360.84228515625,104,2092.19,104
19.0577,525000,20.9415,3532.78,-2287.748779296875,105,2136.9,105
11.3474,530000,18.7327,3468.72,-943.8212890625,106,3407.15,106
9.4389,535000,17.3949,3394.14,-857.5789794921875,107,3362.37,107
13.9491,540000,19.6008,3389.61,-1591.0721435546875,108,3424.54,108
10.5132,545000,18.762,3435.27,-948.3619384765625,109,3186.03,109
15.96,550000,20.0663,3455.34,-1570.1309814453125,110,2944.67,110
18.4314,555000,20.1792,3492.36,-1693.0303955078125,111,2912.86,111
21.4907,560000,20.0215,3583.83,-2248.841552734375,112,2682.55,112
14.8153,565000,20.3367,3476.54,-880.0076904296875,113,3228.07,113
24.9127,570000,19.5001,3528.8,-1768.502197265625,114,2535.99,114
30.738,575000,21.7817,3364.34,-2733.87158203125,115,2133.86,115
18.0377,580000,20.3548,3542.88,-1797.11083984375,116,2526.81,116
27.3873,585000,22.0359,3586.76,-3367.640869140625,117,2294.67,117
25.9628,590000,22.4254,1774.91,-3366.718017578125,118,1908.71,118
15.5914,595000,19.9186,3554.0,-1914.8665771484375,119,2410.17,119
12.2381,600000,19.1646,3550.31,-1499.902587890625,120,3543.67,120
12.9276,605000,19.6658,3514.13,-1405.5091552734375,121,3479.81,121
23.7534,610000,22.09,1827.17,-3685.008544921875,122,1807.38,122
11.3809,615000,18.9365,3535.57,-1024.74462890625,123,3240.69,123
17.2729,620000,20.6282,3552.75,-2953.83203125,124,1950.85,124
20.2846,625000,20.2981,3540.33,-2562.043701171875,125,2665.05,125
14.6303,630000,18.9792,3570.4,-1907.7938232421875,126,2696.19,126
14.1287,635000,19.4469,3548.48,-1619.1197509765625,127,3573.38,127
12.9193,640000,18.6961,3515.19,-1500.0872802734375,128,3455.36,128
31.0738,645000,19.5757,3526.27,-3059.6455078125,129,2267.3,129
13.9107,650000,18.1821,3551.03,-1919.060791015625,130,2715.88,130
28.6762,655000,21.7047,3111.46,-3287.473388671875,131,1698.77,131
23.7356,660000,18.334,3525.51,-2340.778076171875,132,2929.72,132
14.3558,665000,20.7046,3549.07,-2389.267578125,133,2437.75,133
14.9786,670000,18.8778,3599.9,-1633.156494140625,134,2944.76,134
24.6527,675000,21.6985,3528.56,-3446.5234375,135,2051.2,135
13.0596,680000,19.4813,3553.3,-1727.89306640625,136,3152.94,136
12.182,685000,18.5929,3516.96,-1989.6685791015625,137,2426.06,137
11.1316,690000,19.5538,3518.15,-1645.2828369140625,138,3415.0,138
24.4806,695000,20.3981,3449.45,-3086.749755859375,139,2196.11,139
32.0014,700000,19.2941,3535.3,-3093.33154296875,140,2240.74,140
23.6928,705000,18.8576,3540.8,-2764.99365234375,141,2680.62,141
12.5925,710000,19.4024,3537.06,-1729.4288330078125,142,3438.93,142
11.3347,715000,19.1924,3518.69,-1686.603759765625,143,3476.05,143
23.4457,720000,22.4401,3009.84,-3698.0048828125,144,1754.5,144
16.2741,725000,20.4517,3564.48,-2708.922119140625,145,2274.9,145
13.9569,730000,18.7514,3537.08,-2187.446533203125,146,2639.31,146
17.3381,735000,20.2011,3579.11,-2288.60546875,147,3007.69,147
18.0505,740000,19.6796,3579.7,-2521.259521484375,148,2822.75,148
14.3067,745000,19.6485,3594.42,-2069.82080078125,149,3286.61,149
14.0338,750000,19.7015,3558.31,-2544.2333984375,150,2958.18,150
12.4872,755000,19.5959,3540.87,-2141.611572265625,151,2977.15,151
13.8098,760000,19.878,3511.14,-2576.414794921875,152,2828.88,152
15.9149,765000,19.1863,3495.94,-2290.98046875,153,2967.89,153
14.7422,770000,21.1753,3596.91,-2299.781005859375,154,3175.55,154
14.0105,775000,19.764,3488.21,-2006.2261962890625,155,3505.03,155
17.8398,780000,19.3744,3580.47,-2586.12158203125,156,2796.5,156
17.3216,785000,19.1245,3571.02,-2195.6142578125,157,2991.02,157
10.4614,790000,18.3717,3511.77,-1929.179443359375,158,2850.65,158
12.1353,795000,19.6649,3538.18,-1926.9617919921875,159,3520.84,159
12.5188,800000,19.5694,3568.69,-1764.5074462890625,160,3435.93,160
10.8668,805000,18.5057,3535.02,-1560.258056640625,161,3503.44,161
11.9655,810000,19.4835,3553.5,-1932.9420166015625,162,3516.64,162
16.1145,815000,20.1549,3488.56,-2577.9404296875,163,2925.21,163
10.8146,820000,18.6083,3551.55,-1767.5955810546875,164,3188.74,164
10.7517,825000,18.7242,3534.57,-1600.6097412109375,165,3541.4,165
15.4113,830000,19.5675,3512.21,-2998.21337890625,166,3046.04,166
11.6373,835000,19.3188,3566.47,-2111.2294921875,167,2845.14,167
11.5806,840000,19.6332,3524.11,-1990.411865234375,168,3491.23,168
13.7307,845000,19.7696,3535.11,-2199.489013671875,169,3001.1,169
13.9864,850000,17.5707,3484.93,-2072.84228515625,170,2782.76,170
12.6605,855000,20.4828,3556.25,-2379.884765625,171,3527.38,171
12.2625,860000,19.712,3575.45,-2072.45703125,172,3551.73,172
11.4525,865000,18.6452,3533.61,-2646.6005859375,173,2795.66,173
13.1443,870000,18.8511,3556.61,-2060.612060546875,174,3455.08,174
21.9999,875000,19.8701,3544.91,-2808.343017578125,175,2932.63,175
16.236,880000,18.9741,3576.18,-2538.843505859375,176,3073.73,176
11.6587,885000,19.5321,3537.88,-2184.534912109375,177,3510.86,177
14.5857,890000,18.0953,3587.95,-2222.07080078125,178,3198.02,178
15.9268,895000,18.9607,3549.52,-2688.056640625,179,2706.66,179
14.3053,900000,19.6544,3520.78,-2470.296142578125,180,3056.59,180
19.1305,905000,21.0461,3622.62,-3075.044921875,181,3340.01,181
10.979,910000,18.5517,3539.57,-1938.748779296875,182,3437.74,182
15.7479,915000,20.2169,3561.0,-2693.84423828125,183,3433.88,183
12.1998,920000,19.2906,3598.69,-2333.712646484375,184,3448.86,184
10.8978,925000,19.0057,3529.92,-1850.4991455078125,185,3411.1,185
11.9496,930000,19.3352,3569.77,-2192.29052734375,186,3542.06,186
28.7776,935000,20.7214,3592.62,-3858.437744140625,187,2875.06,187
14.8382,940000,19.6069,3557.92,-2404.178955078125,188,2793.08,188
11.2966,945000,19.2821,3574.1,-2022.385009765625,189,3238.67,189
10.8742,950000,18.4583,3550.82,-2075.818603515625,190,3461.79,190
11.7839,955000,19.4261,3548.29,-1968.941162109375,191,3285.3,191
28.365,960000,19.509,3567.67,-3983.3564453125,192,2650.89,192
10.7168,965000,18.4146,3537.49,-1614.268310546875,193,3407.38,193
11.5312,970000,19.6161,3540.94,-2439.02197265625,194,3364.2,194
23.7918,975000,20.0982,3487.92,-3511.298828125,195,2647.76,195
21.0997,980000,19.6316,3575.46,-3191.340576171875,196,3336.71,196
12.6418,985000,20.0066,3541.92,-2682.850341796875,197,3392.77,197
23.4849,990000,18.8917,3596.87,-3552.254150390625,198,3096.39,198
12.8647,995000,19.0966,3541.02,-2666.950927734375,199,3212.43,199
