Real Sto Return,Itration,Running Reverse KL,Real Det Return,Running Forward KL
3828.81,201,54.6662,3883.43,68.968
4328.87,202,51.3875,3754.53,67.4267
3664.73,203,50.285,3288.07,67.9733
3626.56,204,61.088,4664.08,72.2516
3677.9,205,50.869,4206.02,66.4227
3487.15,206,42.7336,4219.02,68.3603
2544.13,207,51.7037,3005.29,66.5226
3144.48,208,47.9112,3069.51,66.4964
3620.66,209,47.3398,4685.46,65.6265
3687.92,210,55.0912,4207.52,69.2801
3193.56,211,51.2029,3612.32,67.2792
4150.92,212,55.5264,3935.12,69.5042
4173.5,213,57.2478,4558.32,71.0312
3792.91,214,52.8889,3528.58,69.7115
3679.54,215,62.0424,4543.45,71.7842
3740.6,216,62.3606,4102.24,73.72
3817.92,217,61.596,4203.71,74.1786
3191.48,218,65.6805,4449.5,74.1238
3931.81,219,58.3006,3986.77,70.2229
3291.72,220,67.9174,3831.29,75.4409
3380.97,221,65.5388,3753.21,76.4326
3058.84,222,55.471,4058.17,69.9861
3953.81,223,60.8077,4692.47,72.7107
3539.71,224,56.2557,3939.32,69.1462
3444.77,225,51.3112,3809.69,68.1699
3971.0,226,67.437,3814.43,74.3978
3647.93,227,62.7478,4633.28,72.8586
3220.28,228,67.411,4347.75,74.9437
3706.56,229,53.8385,4488.14,68.3306
3837.23,230,68.2577,4507.08,76.1022
3516.26,231,58.1927,4731.17,70.6034
4286.1,232,64.4571,4834.73,74.8771
3721.98,233,62.9476,4822.33,75.4888
4105.58,234,61.5678,4282.08,71.1503
3908.02,235,64.3113,4516.88,75.0696
4280.05,236,64.2655,4625.7,75.6313
4230.9,237,65.0935,4319.2,71.8169
4294.74,238,67.2982,4244.23,74.5643
4313.67,239,65.6303,4127.85,75.5482
4055.88,240,66.5997,4970.94,75.781
3408.93,241,69.759,3421.34,76.2728
3639.32,242,64.7431,4888.93,74.7708
3410.17,243,66.2606,4740.87,74.0049
3984.07,244,56.6679,4621.19,70.2091
3848.71,245,72.4025,4735.88,77.3736
4537.04,246,68.6228,4898.35,73.4181
3540.71,247,73.422,4964.59,79.9885
3849.81,248,63.6895,4353.47,72.2301
3951.99,249,66.3841,4504.84,75.5234
4372.22,250,65.3307,5219.06,72.3128
4360.24,251,67.7322,5097.52,72.7232
4216.31,252,68.7139,4291.75,74.8931
4598.23,253,66.8288,4979.99,72.8129
4222.95,254,72.3188,4804.06,76.7415
4613.36,255,65.5897,4976.26,71.9227
4226.42,256,67.8225,5046.85,73.4488
4287.0,257,66.4925,4488.57,73.0187
4372.27,258,67.3663,4873.65,72.8042
4272.92,259,62.0926,5019.56,70.6425
4484.94,260,69.065,5067.96,73.3262
4671.39,261,74.8755,4473.79,77.9078
4866.2,262,74.6589,4830.14,78.6709
3847.95,263,75.8408,4902.18,76.1683
3950.21,264,80.7371,4891.91,79.4993
4970.84,265,76.2667,5330.09,75.8641
4713.06,266,71.5403,4899.55,76.3461
4220.17,267,67.8538,4736.03,72.9211
4430.11,268,71.4469,5235.72,72.9161
3896.11,269,77.1219,5152.83,78.5438
4459.07,270,81.3128,4495.25,77.8901
4511.68,271,68.1203,5342.23,71.9695
4725.03,272,75.725,4740.82,76.5863
4577.32,273,66.7591,4343.3,72.5854
4543.16,274,84.6688,5210.34,81.9232
4933.01,275,69.9109,4982.97,71.5473
4829.34,276,69.3136,4682.59,71.4705
3883.89,277,71.6672,4540.18,73.3967
4004.59,278,75.4782,5391.51,73.9476
4557.31,279,86.268,5207.85,81.706
4723.49,280,68.8168,5189.11,71.9215
4347.65,281,76.2754,4982.35,77.3427
4545.02,282,76.2293,4904.73,76.6522
4754.64,283,78.7793,5118.63,78.0247
4571.14,284,75.2429,5082.16,74.4929
4540.41,285,72.7248,5113.88,73.8764
4219.74,286,66.7132,5047.68,72.0746
5170.91,287,70.7181,5469.14,74.1737
4918.24,288,75.7391,4896.28,78.9573
4911.88,289,77.0915,5582.14,78.9145
4881.28,290,73.1631,5562.36,74.4371
4774.54,291,78.7033,5097.84,76.7326
5089.68,292,68.4831,4861.81,72.2615
5035.62,293,67.7655,5303.21,70.6555
4882.51,294,66.661,4615.39,73.7002
4420.38,295,66.7031,5143.84,72.8574
4717.85,296,73.1898,5076.09,77.9485
4038.41,297,75.8272,4957.89,78.2273
4576.85,298,81.4317,4612.12,77.1443
5081.69,299,74.7981,5241.73,82.2039
4850.16,300,74.8427,4910.62,77.1651
4864.33,301,58.9865,5025.4,68.5234
5076.03,302,80.5901,5261.58,80.3108
4428.23,303,61.9274,5244.55,72.4791
4327.29,304,63.4129,5108.86,72.3031
4880.82,305,76.5054,5250.1,78.4405
4795.83,306,74.4212,5149.06,78.4384
4743.25,307,74.2985,5003.14,77.234
4907.23,308,76.3803,5138.99,77.7192
4010.76,309,71.0818,5106.74,80.2939
4866.47,310,77.2204,5304.62,79.2178
4306.58,311,72.0619,4898.11,77.0417
4212.53,312,72.2796,5314.9,80.6933
4579.72,313,64.2238,5490.41,71.4108
4055.76,314,70.7301,4926.43,78.7655
4447.89,315,67.9698,4861.74,75.1773
4557.93,316,72.3545,5319.05,79.7742
4314.39,317,76.4077,4244.25,84.2264
4741.03,318,67.6153,5507.18,73.2251
4731.93,319,72.65,5064.1,76.1792
4204.74,320,72.7997,5071.36,80.4172
4421.04,321,74.2098,4870.93,79.7808
4941.07,322,71.3638,5377.32,76.8924
4868.69,323,57.9557,4659.98,69.8905
4241.81,324,76.6783,5078.18,81.1963
4726.06,325,74.2812,5395.2,79.9427
4818.19,326,79.5331,5310.32,79.3943
3936.0,327,70.2675,4557.36,79.42
3540.93,328,65.7297,4688.52,73.1112
4617.78,329,73.7297,4681.77,77.3958
4301.21,330,72.3592,4542.32,73.8552
3602.03,331,69.6962,5292.45,74.2976
4151.43,332,70.0863,4915.1,74.5957
4295.02,333,74.6779,5075.9,76.1578
4368.39,334,64.5119,4828.57,70.4348
3633.52,335,75.0459,5189.28,74.9714
4299.46,336,65.2852,4960.25,71.2002
4685.74,337,70.3316,4972.57,72.685
4938.56,338,70.2972,5346.76,74.907
4435.38,339,67.1047,5457.29,74.4245
4806.32,340,72.8364,5401.51,79.0266
5003.19,341,65.9493,5360.38,73.3003
3392.91,342,66.2671,4990.64,74.3772
4624.95,343,76.1824,5324.85,77.9409
4267.02,344,76.6125,5236.44,79.986
4350.17,345,59.679,5356.17,71.1097
4690.23,346,71.1875,4662.73,74.4333
4262.38,347,74.0622,5477.15,79.1953
4457.74,348,72.3948,5504.84,80.2769
4867.53,349,78.7449,5386.48,79.4886
3998.27,350,72.7652,4904.57,78.1947
4666.3,351,74.3229,5345.35,79.5329
4121.07,352,83.4146,5328.99,79.2285
4951.34,353,74.2257,5042.41,79.0905
4840.0,354,77.6201,5227.4,80.3589
4732.44,355,81.2093,5271.86,84.0612
3947.29,356,81.6541,4909.57,79.4898
4832.33,357,72.995,5573.09,77.0719
5288.33,358,69.0422,4943.98,73.2358
4877.11,359,70.6463,4642.96,74.6063
5117.56,360,75.6344,5646.51,79.1402
4840.84,361,68.6431,5355.32,70.2484
4968.47,362,63.0537,5322.19,70.9273
4917.91,363,74.0895,5512.93,78.7267
5120.37,364,72.4811,5408.99,80.3193
4160.58,365,64.6826,4880.4,72.6062
4953.06,366,68.1426,5368.7,72.1105
5215.66,367,72.0864,5482.49,75.7211
4905.23,368,76.3126,5662.51,76.4125
4125.57,369,75.1241,5112.76,78.9167
4835.49,370,66.3862,4876.42,71.5541
4897.23,371,76.0804,5753.86,78.0784
4351.05,372,66.6366,4896.34,69.2657
5079.84,373,73.4051,5524.98,75.1514
3766.25,374,65.0753,5246.53,71.7815
4636.72,375,61.4472,5033.06,72.366
4923.25,376,78.377,4939.17,80.3549
4000.32,377,63.9918,5293.43,71.2533
4600.44,378,72.6389,5407.45,76.4892
4760.26,379,83.2076,5392.93,80.1805
3941.65,380,74.4512,5335.44,80.5018
4885.56,381,69.2007,5528.54,78.2609
4750.0,382,56.9072,5125.71,71.3629
5126.03,383,80.0411,5561.8,85.1015
4360.85,384,67.633,4160.38,77.167
4275.53,385,74.2626,5247.94,80.8476
4038.69,386,71.984,5013.37,82.9108
4042.53,387,78.662,4442.69,83.9224
4000.54,388,72.8019,4737.53,78.3534
5080.36,389,71.7041,5192.53,76.316
4790.09,390,78.8536,5446.25,82.9565
4692.37,391,74.4864,5340.33,81.6844
4606.88,392,63.6134,5317.69,74.4754
4225.22,393,75.8686,4582.96,83.709
4661.93,394,73.3973,5579.58,81.4025
4131.23,395,79.3608,5379.19,82.7517
3945.06,396,67.5461,5611.92,74.4682
4364.69,397,74.6401,4995.97,81.674
3611.63,398,56.1133,4718.88,72.4439
2744.84,399,70.5971,4178.69,77.9126
4420.58,400,76.4658,4160.88,77.8559
4633.96,401,75.2845,5254.34,79.1186
3770.77,402,68.9729,5506.75,74.5745
4776.18,403,75.6694,4655.39,77.7705
4857.04,404,75.9294,5529.42,79.8175
4692.8,405,76.3572,4653.59,81.4021
4181.77,406,81.2183,5058.42,83.6247
3312.73,407,62.12,5541.8,72.9175
4263.41,408,82.7013,4973.63,85.4102
5448.61,409,68.5623,5491.48,74.6536
5021.02,410,78.7677,5573.9,81.2038
4297.41,411,65.1104,5408.94,74.024
4745.03,412,73.2088,5110.38,77.23
4825.36,413,71.201,5135.11,76.7106
4726.49,414,63.6807,5004.71,72.8524
4860.52,415,86.68,5657.87,87.8597
4665.12,416,61.0496,5639.93,73.0558
4681.57,417,79.0088,5450.25,82.0177
4579.63,418,70.4907,5406.79,76.0799
4777.29,419,80.7141,4896.27,81.1667
4382.8,420,67.6857,5143.27,74.1068
4686.27,421,55.2024,4904.0,69.8953
4467.73,422,76.7032,5004.97,81.0107
4121.57,423,68.3915,5342.2,77.4089
5217.66,424,82.8423,5386.69,85.6337
4126.06,425,75.1297,5034.0,82.8101
5193.52,426,68.9979,5292.54,74.3909
4217.63,427,81.4181,5416.03,83.6151
4968.69,428,67.0763,5588.29,74.6231
4781.63,429,72.8212,5511.29,74.307
4029.98,430,72.9058,5340.87,75.7664
4769.09,431,76.9707,4971.81,77.0829
5068.29,432,57.7736,5018.35,70.2808
4968.59,433,72.3789,4824.13,75.2704
4125.23,434,68.057,5453.51,73.9814
5089.27,435,76.9743,5407.43,82.5954
4885.66,436,65.6029,5321.3,74.9508
4639.62,437,62.9629,4847.04,72.1361
5102.83,438,76.2084,4934.45,80.8819
4689.41,439,69.6171,5026.27,75.8659
5155.21,440,72.2567,5034.94,79.477
4812.96,441,76.3182,5817.52,81.8111
5289.94,442,66.7813,5722.43,72.7184
4565.94,443,71.2773,5554.15,79.6927
4199.66,444,66.7936,5753.13,74.4139
5182.15,445,70.9384,5152.69,76.4352
4908.57,446,65.928,5724.47,73.3023
4635.35,447,78.5842,5639.67,79.5531
5058.91,448,74.0261,5229.26,80.4702
4659.66,449,73.9982,5446.04,78.0932
5020.95,450,58.5203,5640.98,70.9873
4742.96,451,75.6704,5457.05,79.0817
5065.05,452,58.9509,5603.65,69.0342
5123.96,453,61.3356,5657.2,70.7492
4480.74,454,65.1981,5848.75,72.9024
5260.94,455,71.1559,5755.89,75.507
4823.78,456,66.9528,5254.01,74.8313
4738.73,457,66.1346,5264.71,74.2671
4169.76,458,64.5464,5072.84,73.3142
4705.5,459,64.4659,4950.97,72.4521
4727.43,460,66.1322,5018.7,72.712
5076.98,461,76.4991,5591.97,77.4485
4632.14,462,63.8246,5005.43,73.7354
4213.94,463,64.7503,5438.52,73.0505
4625.21,464,72.2674,5212.71,77.7323
4564.75,465,79.631,5616.96,83.3194
4515.54,466,81.949,4756.51,84.0247
3337.12,467,76.4996,5074.86,82.2141
4003.99,468,73.8949,4570.04,77.4116
3689.35,469,78.7077,5273.3,82.4119
5255.07,470,88.0787,5273.44,86.6183
4406.18,471,82.5876,5276.92,85.7128
4125.99,472,81.8917,5002.66,87.0353
5027.18,473,83.6582,5201.02,82.8699
3983.54,474,79.8976,5259.82,79.9087
4898.73,475,88.4658,5225.01,88.0048
4435.37,476,87.4039,5158.01,88.1874
5284.53,477,83.5108,5563.39,89.8021
4381.12,478,82.3937,5219.58,86.1622
4519.37,479,87.0951,5513.27,86.9436
5037.07,480,75.3898,5283.9,77.0454
5264.38,481,84.3837,5277.85,86.7612
4389.45,482,82.0827,5683.72,82.1229
5184.16,483,85.7118,5068.76,83.7746
4782.17,484,76.4675,4992.15,77.1532
3900.59,485,88.0145,5228.16,87.701
4653.95,486,77.5256,4395.12,77.3529
5136.33,487,76.2262,4945.55,78.1094
4732.43,488,91.2514,4920.19,90.5686
5275.78,489,93.1447,4905.55,89.9747
4951.08,490,73.3664,4972.03,77.864
5137.4,491,78.3074,5264.75,77.5047
4432.33,492,71.4621,5711.66,75.9646
5248.9,493,73.8174,5107.12,75.1381
4619.5,494,83.729,5817.57,85.6554
4730.44,495,74.2964,5633.03,76.5952
5268.0,496,85.5625,5501.69,87.148
5279.51,497,84.0771,5070.39,86.7229
5002.21,498,90.553,5221.86,90.2078
4661.77,499,76.9517,5092.65,78.3616
5048.42,500,89.992,5769.79,89.9624
5156.27,501,88.1619,5305.46,88.2654
4761.43,502,80.6979,5401.18,80.3375
5321.27,503,86.2343,5409.67,85.3076
4773.33,504,75.3759,5269.96,76.8056
5219.25,505,79.7545,5253.23,85.0649
4758.44,506,90.3234,5230.4,85.4866
4471.11,507,79.5672,4356.24,79.8361
5068.7,508,86.9821,5688.33,83.7263
5356.1,509,73.422,5270.24,81.2341
5201.69,510,75.6264,5385.21,74.725
4870.01,511,75.6474,5267.21,76.2375
4801.81,512,84.9602,5422.56,84.559
4302.38,513,87.0728,5657.54,84.3525
5421.32,514,73.6701,5753.04,76.6046
4807.27,515,85.4884,5420.32,88.3983
5249.6,516,87.0473,5609.24,88.9129
5147.54,517,64.7971,5465.74,73.3176
5394.65,518,67.3043,5752.56,73.7489
4834.52,519,82.6871,5624.46,86.1412
5150.04,520,81.6425,5536.62,81.404
4983.38,521,82.2815,5184.13,84.544
4388.98,522,85.6823,4746.64,86.8756
4778.0,523,82.3169,5209.87,81.9528
5058.57,524,81.5435,5612.26,86.3481
4578.04,525,81.3824,5222.07,81.5978
4674.42,526,81.9531,5495.41,85.9186
4972.0,527,81.9852,5140.06,85.2559
5111.54,528,91.0211,5597.94,92.2947
5327.66,529,84.6204,5784.16,85.7442
5032.54,530,73.6181,4893.46,75.2622
4510.92,531,86.1902,5658.25,90.1924
4461.03,532,73.9843,4222.89,78.8561
3737.75,533,76.2296,4832.45,81.6953
5000.01,534,84.0233,5499.03,86.0347
4905.23,535,86.0064,5486.18,85.3948
5391.98,536,80.1691,5768.39,82.8265
4775.86,537,86.1028,5348.53,88.403
4364.98,538,82.0295,5779.66,85.4825
5383.47,539,79.6278,5844.34,84.7093
4260.26,540,82.4239,5015.24,86.4502
4629.89,541,82.3362,5851.22,79.3688
4117.48,542,69.4993,4640.73,74.7335
5051.14,543,93.7763,5563.19,89.7981
4031.16,544,66.6554,5484.87,75.0202
1363.07,545,82.3076,1888.46,73.876
3865.33,546,70.0303,4476.76,76.5672
4713.11,547,64.7797,5612.64,77.0468
5161.05,548,79.5266,5507.68,86.1132
4784.7,549,75.3191,5658.53,77.8911
4327.93,550,86.7087,5756.64,89.6714
4719.2,551,93.2604,5410.52,89.4261
4572.83,552,88.3551,5388.02,89.6164
4577.8,553,93.8016,5091.01,90.6648
4064.39,554,85.547,5224.15,88.4409
5191.07,555,91.3714,5764.18,89.5425
5315.33,556,84.3649,5354.6,87.7401
5238.45,557,84.0721,5426.06,89.115
4027.04,558,84.3587,4881.02,89.7397
4355.12,559,88.6206,5324.91,88.9795
4440.2,560,56.6421,5282.92,73.1169
3810.73,561,71.5981,5097.39,75.0365
4019.31,562,83.558,4751.48,87.022
4425.21,563,77.19,5330.15,79.1644
3709.84,564,84.6491,5060.57,79.8563
3993.08,565,82.9076,4546.23,86.3455
4350.29,566,73.9157,4490.41,77.6244
4685.08,567,82.2012,4811.94,90.0734
3956.55,568,84.4033,5106.57,88.2501
4327.53,569,83.4366,5232.72,80.4225
4049.92,570,73.788,5237.04,76.9576
3285.86,571,82.7741,4531.18,88.7661
4566.15,572,88.4343,4692.86,91.0227
3090.67,573,83.8861,4019.37,89.5508
4215.04,574,86.4754,5189.74,89.2152
4518.52,575,72.2464,5248.9,76.4693
3486.39,576,78.3177,4692.38,85.587
3848.25,577,88.1461,4973.21,88.2355
3561.74,578,83.4822,4991.54,88.3831
4046.1,579,83.0247,5230.98,87.027
3635.37,580,81.5102,3891.69,82.6744
3290.64,581,72.8955,5405.48,74.4493
3736.58,582,71.2321,4590.71,75.9225
4933.59,583,81.4957,5225.86,79.5992
5037.09,584,86.3103,5555.48,88.0352
4589.47,585,87.6998,5485.56,87.5681
4263.43,586,87.4304,5404.65,89.5793
5269.77,587,72.8591,5787.62,75.8566
4723.03,588,72.9725,4889.42,77.4504
4754.6,589,86.0975,5476.19,87.2804
5344.01,590,91.1421,5586.08,90.4034
4832.03,591,88.4245,5078.28,89.1268
4389.52,592,87.6963,5472.96,87.0645
4763.85,593,85.2327,5437.93,85.4543
4910.45,594,85.6419,5506.77,86.9952
3950.02,595,82.9969,4892.64,82.9846
4536.13,596,79.1302,5570.51,77.0427
4428.45,597,81.3789,4367.63,85.4458
5207.96,598,72.9431,5694.24,75.169
5441.87,599,82.6366,5454.2,86.6802
