Running Update Time,Real Det Return,Running Env Steps,Real Sto Return,Itration,Running Reverse KL,Running Forward KL,Reward Loss
1144,4938.0,5720000,4589.79,1144,26.4286,45.1194,-15708.6064453125
1145,4471.16,5725000,4415.59,1145,28.7967,45.4305,-16030.0517578125
1146,4448.92,5730000,4248.41,1146,31.2304,45.1479,-16211.1875
1147,4913.23,5735000,4180.6,1147,26.5718,44.7708,-15637.2919921875
1148,2328.24,5740000,2099.85,1148,31.6192,45.1456,-16283.9013671875
1149,4882.7,5745000,4808.8,1149,27.8844,45.6386,-15782.2822265625
1150,4845.25,5750000,4308.88,1150,27.7772,45.5131,-15783.2275390625
1151,4870.31,5755000,4841.9,1151,27.5896,45.262,-15710.1572265625
1152,4865.42,5760000,4734.63,1152,27.2775,45.5414,-15830.990234375
1153,4904.92,5765000,4706.01,1153,28.4302,45.5232,-16023.1591796875
1154,4908.46,5770000,4885.5,1154,28.4222,45.8835,-15999.908203125
1155,3893.76,5775000,4024.05,1155,30.6351,45.8905,-16370.9736328125
1156,3203.49,5780000,4752.43,1156,27.8069,45.5704,-15958.828125
1157,4876.26,5785000,4427.63,1157,29.4185,46.3365,-16268.6962890625
1158,4133.14,5790000,3360.67,1158,28.1857,46.1481,-16041.1337890625
1159,4822.43,5795000,4730.81,1159,28.5524,45.9917,-16023.1533203125
1160,4846.44,5800000,4695.69,1160,29.6874,46.0583,-16170.65234375
1161,4891.9,5805000,4874.11,1161,29.5619,46.435,-16182.9609375
1162,4361.93,5810000,4706.52,1162,27.3955,45.9082,-16117.119140625
1163,4843.98,5815000,4796.19,1163,28.1962,46.1565,-15994.51953125
1164,4863.55,5820000,4836.49,1164,28.4088,45.6085,-16117.53125
1165,4896.3,5825000,4760.08,1165,30.0553,46.2882,-16233.154296875
1166,4900.47,5830000,4849.73,1166,28.5065,45.8047,-16093.5400390625
1167,4840.22,5835000,4864.1,1167,27.2494,45.8663,-16080.5361328125
1168,4889.4,5840000,4684.95,1168,28.453,45.8709,-16166.6337890625
1169,4907.77,5845000,4865.69,1169,26.6194,45.9735,-15957.6796875
1170,4939.72,5850000,4927.28,1170,26.7262,46.105,-15946.689453125
1171,4907.92,5855000,4679.72,1171,28.4467,46.2257,-16155.4736328125
1172,4919.45,5860000,4891.61,1172,26.6479,45.6999,-16030.2578125
1173,4734.59,5865000,4543.36,1173,27.7245,45.9399,-16136.330078125
1174,4793.56,5870000,4769.45,1174,27.7684,46.0212,-16116.3173828125
1175,4345.27,5875000,4474.59,1175,26.5106,45.7019,-15941.9482421875
1176,4449.9,5880000,4657.48,1176,27.41,46.001,-16053.2451171875
1177,4832.32,5885000,4760.93,1177,28.1319,46.1135,-15853.666015625
1178,4827.3,5890000,4828.43,1178,28.0014,45.9797,-16011.9091796875
1179,4269.87,5895000,4642.08,1179,26.3267,45.2773,-15761.1005859375
1180,3324.38,5900000,4345.97,1180,29.9605,45.5454,-16268.4765625
1181,120.44,5905000,598.35,1181,55.429,50.7756,-18172.5390625
1182,-13.61,5910000,-13.52,1182,58.0661,53.3528,-18408.625
1183,4715.3,5915000,4040.68,1183,29.7707,46.678,-15861.673828125
1184,4176.7,5920000,4715.01,1184,30.3758,46.1472,-16169.8916015625
1185,4815.11,5925000,4842.21,1185,29.2196,45.9129,-15980.205078125
1186,3478.61,5930000,2391.31,1186,47.7121,47.5479,-17328.599609375
1187,4797.76,5935000,4590.82,1187,29.2598,45.8437,-16081.607421875
1188,1920.66,5940000,3442.3,1188,30.1251,47.662,-15975.5361328125
1189,4855.01,5945000,4654.18,1189,30.4701,46.6518,-16085.869140625
1190,1175.94,5950000,1855.82,1190,42.378,47.1924,-17242.802734375
1191,4873.21,5955000,4855.11,1191,30.2831,45.5894,-16095.70703125
1192,4777.88,5960000,4193.17,1192,28.3038,45.936,-16039.150390625
1193,4153.69,5965000,4589.51,1193,33.7706,46.6759,-16562.080078125
1194,2382.64,5970000,3764.78,1194,35.2996,46.9391,-13461.96875
1195,1366.82,5975000,1401.92,1195,46.4369,47.5394,-12843.0322265625
1196,3504.77,5980000,2955.21,1196,35.5465,47.2109,-16627.599609375
1197,3177.4,5985000,3439.81,1197,48.3525,47.628,-16558.5234375
1198,2042.08,5990000,1896.71,1198,51.6543,47.9184,-17238.78125
1199,3995.67,5995000,4185.43,1199,32.466,47.5232,-16522.857421875
1200,2264.1,6000000,1900.86,1200,47.6999,47.1045,-17344.8828125
1201,2526.25,6005000,2502.59,1201,40.1632,46.9867,-16965.240234375
1202,4879.35,6010000,4869.28,1202,29.2758,46.2589,-16102.5849609375
1203,4935.12,6015000,4710.4,1203,29.4364,46.3258,-15879.4150390625
1204,3937.09,6020000,3833.45,1204,30.5992,45.8676,-16431.8359375
1205,4242.75,6025000,4471.95,1205,29.935,46.1751,-16115.1298828125
1206,4746.5,6030000,4730.94,1206,31.2869,46.7892,-16277.9658203125
1207,3772.62,6035000,3067.48,1207,32.9369,47.1714,-16276.0888671875
1208,2818.84,6040000,4734.57,1208,33.7564,47.1261,-16785.056640625
1209,4898.68,6045000,4232.2,1209,32.0566,46.5976,-16446.96875
1210,3182.33,6050000,3019.77,1210,40.0673,46.5453,-16711.109375
1211,4777.92,6055000,4206.53,1211,31.7616,46.1925,-16333.73046875
1212,4542.32,6060000,3226.61,1212,33.8243,46.7793,-16270.7138671875
1213,4859.56,6065000,4696.39,1213,29.1356,46.0733,-16218.5634765625
1214,3858.39,6070000,3393.64,1214,28.3584,45.9245,-16185.9248046875
1215,4784.95,6075000,4774.61,1215,31.8764,47.4125,-16724.126953125
1216,4786.6,6080000,4797.04,1216,30.342,46.9525,-16269.6494140625
1217,4843.51,6085000,4176.88,1217,29.988,45.6199,-16173.9462890625
1218,4582.09,6090000,3389.66,1218,32.9362,46.5422,-16517.072265625
1219,4722.88,6095000,4667.28,1219,29.0219,46.2759,-15883.427734375
1220,4852.1,6100000,4843.99,1220,32.4952,47.5735,-16263.978515625
1221,3505.63,6105000,3970.36,1221,36.5209,46.8086,-16678.427734375
1222,4964.32,6110000,4604.24,1222,30.1367,46.7221,-16304.5576171875
1223,4706.45,6115000,2762.32,1223,34.2421,46.0542,-16797.267578125
1224,3288.39,6120000,3256.78,1224,34.5898,46.3192,-16861.69140625
1225,4185.34,6125000,3775.34,1225,32.7657,47.602,-16791.619140625
1226,4941.28,6130000,4907.04,1226,31.142,46.6925,-16101.240234375
1227,4852.91,6135000,4858.81,1227,29.1927,45.8392,-15954.3681640625
1228,4757.22,6140000,4780.98,1228,30.9864,46.7468,-16666.515625
1229,4809.77,6145000,4416.47,1229,31.17,46.021,-16140.4287109375
1230,4820.59,6150000,4825.89,1230,31.1909,46.4987,-16158.779296875
1231,4811.21,6155000,4813.84,1231,31.4901,46.7857,-16513.083984375
1232,4766.93,6160000,4744.63,1232,31.5831,46.1319,-16237.7392578125
1233,4807.72,6165000,4846.31,1233,31.9228,47.6656,-16448.98046875
1234,4805.32,6170000,4818.52,1234,33.1207,47.779,-16470.48828125
1235,4942.11,6175000,4925.27,1235,32.1426,47.3865,-16261.861328125
1236,4817.56,6180000,4803.94,1236,30.5686,46.4333,-16183.6435546875
1237,4849.54,6185000,4555.04,1237,34.4515,46.8852,-16846.99609375
1238,4752.06,6190000,4786.62,1238,32.5156,46.6944,-16372.0703125
1239,4809.37,6195000,4841.05,1239,31.6641,46.558,-16370.67578125
1240,4878.93,6200000,4896.27,1240,29.346,45.8152,-16143.54296875
1241,4782.67,6205000,4764.65,1241,30.3441,45.9161,-16409.275390625
1242,4833.28,6210000,4817.03,1242,29.4566,46.4602,-16439.732421875
1243,4806.37,6215000,4793.78,1243,31.2372,46.2807,-16410.23828125
1244,4879.55,6220000,4886.19,1244,30.8164,47.2164,-16293.63671875
1245,4736.81,6225000,4744.96,1245,31.6604,46.6494,-16193.2470703125
1246,4811.2,6230000,4780.86,1246,30.2626,46.2772,-16425.482421875
1247,4803.55,6235000,4512.91,1247,28.0889,44.7327,-15677.65234375
1248,4780.13,6240000,4820.31,1248,29.6431,45.9237,-16111.4501953125
1249,4851.38,6245000,4284.88,1249,30.4826,45.885,-16467.568359375
1250,4760.45,6250000,4756.02,1250,30.128,46.2626,-16684.7265625
1251,4893.85,6255000,4448.66,1251,32.233,47.1387,-16800.3671875
1252,4812.54,6260000,4599.47,1252,31.1996,46.657,-16597.13671875
1253,4953.04,6265000,4803.69,1253,33.6509,48.2068,-16654.814453125
1254,4802.68,6270000,4790.25,1254,32.4966,47.4075,-16032.95703125
1255,4788.0,6275000,4780.11,1255,29.3702,46.0676,-16760.90625
1256,2400.66,6280000,2924.6,1256,33.7977,44.5491,-15795.1396484375
1257,4902.16,6285000,4874.44,1257,31.6528,46.6114,-16488.89453125
1258,4138.28,6290000,3733.99,1258,30.261,44.4598,-15944.060546875
1259,4802.93,6295000,4795.07,1259,29.7567,46.1967,-16572.5546875
1260,4863.11,6300000,4865.21,1260,31.8571,47.0366,-16606.369140625
1261,4835.71,6305000,4837.29,1261,31.8016,46.4365,-16612.640625
1262,4863.63,6310000,4783.98,1262,30.6365,47.2555,-16176.4912109375
1263,4812.57,6315000,4807.43,1263,33.6298,47.3613,-16605.724609375
1264,4882.12,6320000,4855.8,1264,30.8965,46.5944,-16709.384765625
1265,3956.45,6325000,3519.52,1265,36.8222,46.4561,-17087.486328125
1266,4715.5,6330000,4381.9,1266,31.9786,46.4416,-16866.49609375
1267,2690.48,6335000,1864.55,1267,40.9891,45.6507,-17265.30859375
1268,4878.89,6340000,4778.77,1268,30.6213,45.9639,-16298.2353515625
1269,4875.24,6345000,4646.0,1269,30.1412,46.7717,-16436.1796875
1270,4776.37,6350000,4838.48,1270,32.5013,47.0971,-16674.619140625
1271,4679.53,6355000,4675.91,1271,29.1409,45.9965,-16462.611328125
1272,4830.26,6360000,4813.27,1272,32.5897,47.1383,-16529.521484375
1273,4891.1,6365000,4858.7,1273,30.1798,47.1296,-16693.5703125
1274,4567.75,6370000,3862.28,1274,38.7713,47.1344,-17027.310546875
1275,4783.48,6375000,4799.96,1275,30.9531,47.2231,-16828.345703125
1276,4798.27,6380000,4625.47,1276,30.0039,45.8768,-16123.1689453125
1277,4788.97,6385000,4788.11,1277,31.5729,47.1973,-16638.095703125
1278,4784.94,6390000,4762.64,1278,30.6386,47.3297,-16282.4765625
1279,4767.94,6395000,4659.09,1279,29.7412,46.307,-16803.517578125
1280,4844.94,6400000,3997.65,1280,30.6106,45.8128,-16654.97265625
1281,4789.46,6405000,4758.16,1281,31.3753,46.4565,-16366.0791015625
1282,4682.51,6410000,4253.55,1282,27.2069,46.3591,-16532.603515625
1283,4776.21,6415000,4667.62,1283,30.4386,46.7212,-16892.93359375
1284,4667.84,6420000,4659.73,1284,31.1991,46.5815,-16664.060546875
1285,4872.31,6425000,4851.85,1285,31.5605,46.3934,-16624.884765625
1286,4858.19,6430000,4719.95,1286,29.9227,46.2786,-16285.828125
1287,4589.16,6435000,4594.68,1287,33.7308,46.7986,-16778.396484375
1288,4729.64,6440000,4435.81,1288,28.4208,45.1911,-16271.7041015625
1289,4702.78,6445000,3783.03,1289,33.0534,46.7646,-17057.513671875
1290,4813.21,6450000,4787.72,1290,31.4159,47.5271,-16298.484375
1291,3835.14,6455000,3976.08,1291,31.6957,46.2555,-16272.115234375
1292,4709.09,6460000,4745.16,1292,30.0712,46.7676,-16862.265625
1293,3760.43,6465000,3181.62,1293,33.0939,45.2983,-16554.458984375
1294,4803.0,6470000,4804.2,1294,31.1116,46.7979,-16843.15234375
1295,4526.41,6475000,4066.91,1295,32.6656,46.469,-16917.51171875
1296,4550.01,6480000,4623.81,1296,29.8397,46.7834,-16618.89453125
1297,4717.03,6485000,4818.08,1297,30.4221,46.7047,-16570.560546875
1298,4862.34,6490000,4838.87,1298,29.3147,46.4586,-16682.55859375
1299,4918.14,6495000,4654.1,1299,30.5618,45.9597,-16507.80078125
1300,4913.47,6500000,4575.54,1300,28.0753,46.0895,-16165.5595703125
1301,4825.96,6505000,4808.04,1301,29.9604,46.5956,-16844.60546875
1302,4498.04,6510000,4761.4,1302,29.4924,45.7734,-16436.458984375
1303,4841.36,6515000,4810.73,1303,30.4948,46.385,-16740.40234375
1304,4770.17,6520000,4674.06,1304,29.4068,46.9058,-16532.68359375
1305,4896.87,6525000,4859.72,1305,30.2383,46.7355,-16725.484375
1306,4917.08,6530000,4908.27,1306,31.0076,46.7167,-16520.802734375
1307,4852.5,6535000,4739.27,1307,29.2073,46.1724,-17003.6953125
1308,4893.19,6540000,4733.22,1308,29.9518,46.6241,-16668.662109375
1309,4860.24,6545000,4177.0,1309,30.119,46.329,-16576.369140625
1310,4837.55,6550000,4796.43,1310,29.4786,46.2594,-16998.03515625
1311,4892.86,6555000,4910.24,1311,30.2029,47.3529,-16919.09375
1312,4838.93,6560000,4750.33,1312,28.9865,46.5201,-16409.0390625
1313,4843.29,6565000,4595.6,1313,31.5904,47.5659,-16968.08203125
1314,4845.12,6570000,4825.78,1314,31.7523,46.6284,-16949.24609375
1315,4919.01,6575000,4472.46,1315,31.2129,47.0599,-16744.181640625
1316,4756.96,6580000,4694.46,1316,29.6514,46.3522,-17088.2265625
1317,4885.19,6585000,4853.94,1317,30.8137,46.8979,-16738.484375
1318,4825.29,6590000,3650.34,1318,30.4987,45.5398,-16604.833984375
1319,4877.82,6595000,4459.76,1319,31.239,46.1656,-17056.888671875
1320,4872.49,6600000,4908.19,1320,30.3937,47.4827,-16754.705078125
1321,4868.59,6605000,4832.18,1321,30.709,47.6061,-16775.892578125
1322,4915.08,6610000,4865.57,1322,29.3041,45.7565,-16544.380859375
1323,4894.35,6615000,4859.46,1323,30.1957,46.4547,-16727.66015625
1324,4807.6,6620000,4848.32,1324,30.8517,46.6676,-16923.572265625
1325,4899.18,6625000,4874.77,1325,29.1517,46.0991,-16713.595703125
1326,4948.0,6630000,4907.38,1326,29.6882,46.6925,-16655.8203125
1327,4874.79,6635000,4401.87,1327,29.6964,46.1324,-16570.125
1328,4877.13,6640000,4832.78,1328,29.2669,45.4392,-16702.408203125
1329,4805.15,6645000,4817.88,1329,28.8342,46.4359,-16864.666015625
1330,4509.3,6650000,4679.66,1330,30.5321,47.9609,-17098.83984375
1331,4818.84,6655000,4159.46,1331,27.2441,45.7457,-16503.548828125
1332,2740.59,6660000,3907.94,1332,31.2898,46.079,-16750.025390625
1333,4796.39,6665000,4722.97,1333,27.7223,45.5599,-16835.7578125
1334,4619.36,6670000,4370.2,1334,25.8551,45.2357,-16775.26953125
1335,4823.4,6675000,4733.86,1335,29.7655,46.5626,-17002.24609375
1336,4815.85,6680000,4777.0,1336,28.3642,46.4334,-16793.921875
1337,4798.93,6685000,4601.75,1337,27.3201,45.8144,-16726.04296875
1338,4640.92,6690000,3920.95,1338,30.4032,45.905,-16868.11328125
1339,4727.55,6695000,4657.01,1339,27.8181,45.8072,-16879.875
1340,4725.57,6700000,4433.45,1340,27.0097,45.8218,-16843.244140625
1341,4552.14,6705000,4586.59,1341,27.5428,45.9507,-16914.806640625
1342,4707.29,6710000,4734.71,1342,27.3481,46.3667,-16893.9609375
1343,4679.7,6715000,4697.53,1343,27.4178,46.1348,-16817.55859375
1344,4714.86,6720000,4751.28,1344,26.7299,45.6685,-16648.390625
1345,4822.1,6725000,4577.14,1345,27.0814,46.3275,-16854.859375
1346,4738.59,6730000,4785.05,1346,27.8071,46.4149,-16858.98828125
1347,4816.39,6735000,4808.3,1347,27.128,46.208,-16844.55859375
1348,4769.07,6740000,4782.56,1348,27.4683,46.3412,-16981.90234375
1349,4789.91,6745000,4811.15,1349,27.4854,46.4311,-16960.2734375
1350,4834.34,6750000,4818.59,1350,27.1326,46.0437,-16963.78125
1351,4796.64,6755000,4817.86,1351,27.0371,46.3958,-16918.244140625
1352,4828.71,6760000,4819.36,1352,27.4548,46.5315,-16942.423828125
1353,4834.76,6765000,4819.9,1353,27.215,46.1863,-16874.470703125
1354,4765.81,6770000,4766.42,1354,27.0191,45.9316,-16844.05078125
1355,4686.15,6775000,4702.86,1355,26.7561,46.2749,-17030.810546875
1356,4817.44,6780000,4818.44,1356,26.7264,46.1861,-16920.162109375
1357,4780.21,6785000,4787.82,1357,25.5428,45.4492,-16809.603515625
1358,4760.84,6790000,4307.4,1358,26.0442,45.5486,-16926.07421875
1359,4799.07,6795000,4812.89,1359,26.5679,46.2884,-17073.04296875
1360,4723.17,6800000,4726.59,1360,26.3009,45.9407,-16948.76953125
1361,4822.02,6805000,4553.72,1361,26.8564,46.3384,-16996.44921875
1362,4753.67,6810000,4745.66,1362,27.009,46.2516,-17025.990234375
1363,4777.83,6815000,4548.01,1363,26.896,46.2588,-17055.37109375
1364,4818.69,6820000,4589.13,1364,27.3182,46.1605,-16999.65234375
1365,4792.37,6825000,4764.29,1365,27.4184,46.503,-16874.951171875
1366,4727.85,6830000,4699.98,1366,26.2976,46.0142,-17021.548828125
1367,4694.1,6835000,4694.3,1367,25.9169,45.7399,-16846.16796875
1368,4621.73,6840000,4699.71,1368,26.2246,46.1405,-16997.0703125
1369,4675.09,6845000,4720.73,1369,26.8815,46.2811,-17014.833984375
1370,4693.38,6850000,4744.62,1370,26.8058,46.0335,-17058.41796875
1371,4659.04,6855000,4695.14,1371,26.5555,45.8753,-17127.232421875
1372,4560.73,6860000,4676.59,1372,26.3859,46.2028,-16994.873046875
1373,4597.4,6865000,4697.98,1373,26.0644,45.7165,-16976.791015625
1374,4682.81,6870000,4727.35,1374,27.4709,45.3987,-17162.01953125
1375,4651.17,6875000,4701.94,1375,26.2956,45.9411,-17102.6015625
1376,4783.77,6880000,4560.45,1376,25.9158,45.7661,-17025.9296875
1377,4693.63,6885000,4543.94,1377,25.469,45.6057,-17003.421875
1378,4695.06,6890000,4701.4,1378,25.6085,44.9418,-16810.859375
1379,4742.78,6895000,4720.25,1379,26.2272,45.4806,-17077.37890625
1380,4387.64,6900000,4659.97,1380,27.514,45.9652,-17182.392578125
1381,4569.18,6905000,4706.32,1381,26.9674,46.3682,-17161.705078125
1382,4697.79,6910000,4653.58,1382,25.609,44.8416,-16530.759765625
1383,4759.23,6915000,4711.98,1383,25.4896,44.867,-16592.251953125
1384,4664.23,6920000,4652.28,1384,26.5733,45.9001,-16762.0390625
1385,4713.59,6925000,4714.16,1385,27.7554,46.2537,-17252.392578125
1386,4727.11,6930000,4719.39,1386,27.1271,45.63,-17018.978515625
1387,4724.27,6935000,4749.04,1387,27.0897,45.8562,-17119.00390625
1388,4789.77,6940000,4786.65,1388,27.5601,45.9794,-17126.171875
1389,4793.49,6945000,4796.32,1389,27.6104,46.3103,-17136.0625
1390,4689.04,6950000,4654.31,1390,27.5079,46.2633,-16914.099609375
1391,4788.68,6955000,4741.3,1391,27.3741,46.513,-17103.267578125
1392,4805.21,6960000,4755.23,1392,28.8197,46.4165,-17296.912109375
1393,4749.18,6965000,4766.87,1393,26.9382,45.9299,-17020.955078125
1394,4743.99,6970000,4777.67,1394,27.2105,45.7944,-17046.13671875
1395,4856.1,6975000,4788.38,1395,26.9369,45.7441,-17160.376953125
1396,4826.29,6980000,4779.61,1396,27.182,45.8971,-17022.806640625
1397,4732.02,6985000,4411.03,1397,26.2235,45.4542,-16978.0078125
1398,4886.12,6990000,4625.55,1398,27.2552,46.0087,-17250.6640625
1399,4847.38,6995000,4778.65,1399,30.6636,46.1156,-17088.533203125
1400,4767.87,7000000,4421.03,1400,27.3507,45.5471,-17257.841796875
1401,4852.62,7005000,4610.52,1401,25.9897,45.5259,-16960.6328125
1402,4801.68,7010000,4747.87,1402,26.5173,45.5255,-16624.814453125
1403,4857.96,7015000,4790.66,1403,26.9198,45.7519,-16958.515625
1404,4754.35,7020000,4735.15,1404,26.5163,45.2153,-16808.134765625
1405,4815.52,7025000,4778.14,1405,26.9956,45.4442,-16831.615234375
1406,4819.48,7030000,4790.64,1406,25.9325,45.3096,-16851.830078125
1407,4813.61,7035000,4774.99,1407,25.9089,45.9302,-16984.416015625
1408,4862.72,7040000,4603.49,1408,27.5157,45.3927,-16849.212890625
1409,4800.61,7045000,4734.84,1409,27.1923,45.3378,-16961.71484375
1410,4706.44,7050000,4498.03,1410,24.9757,45.1104,-16692.7890625
1411,4710.3,7055000,4651.94,1411,24.9496,45.0905,-16539.25390625
1412,4665.71,7060000,4665.31,1412,26.718,45.4243,-16676.361328125
1413,4685.09,7065000,4676.11,1413,25.6691,45.4875,-16587.79296875
1414,4723.43,7070000,4690.94,1414,27.2218,45.6117,-16172.4013671875
1415,4741.26,7075000,4712.58,1415,25.8218,45.7816,-16769.4921875
1416,4700.23,7080000,4676.27,1416,25.5368,45.1141,-16727.763671875
1417,4715.79,7085000,4512.26,1417,25.6622,45.8147,-17010.240234375
1418,4799.08,7090000,4762.32,1418,26.4611,45.8856,-16742.462890625
1419,4799.13,7095000,4604.05,1419,25.8541,45.9803,-16869.275390625
1420,4803.52,7100000,4164.16,1420,27.1404,46.4768,-16806.849609375
1421,4859.27,7105000,4382.18,1421,25.7197,45.5269,-16831.501953125
1422,4810.49,7110000,4595.56,1422,29.5031,46.7928,-16969.146484375
1423,4837.57,7115000,4801.51,1423,28.8385,46.3598,-17052.509765625
1424,4642.38,7120000,4710.75,1424,26.7338,46.2042,-17058.048828125
1425,4744.51,7125000,4704.25,1425,26.9916,46.0345,-16948.41015625
1426,4612.63,7130000,4666.08,1426,26.5167,45.9164,-16854.0078125
1427,4608.93,7135000,4772.33,1427,26.5968,45.862,-16911.501953125
1428,4664.29,7140000,4747.31,1428,25.6834,45.519,-16601.98828125
1429,4712.27,7145000,4752.91,1429,26.1741,45.8383,-16786.416015625
1430,4734.09,7150000,4753.26,1430,26.8495,46.1832,-17025.83984375
1431,4704.81,7155000,4386.99,1431,26.8531,45.8216,-16960.033203125
1432,4881.1,7160000,4810.3,1432,26.4106,45.9425,-16695.462890625
1433,4722.58,7165000,4755.73,1433,26.2298,46.0861,-16825.0625
1434,4763.99,7170000,4791.39,1434,25.6856,45.664,-16881.755859375
1435,4804.36,7175000,4792.25,1435,26.1417,45.6238,-16763.75
1436,4792.67,7180000,4814.57,1436,25.4713,45.3469,-16913.08984375
1437,4710.41,7185000,4569.93,1437,24.6439,45.1853,-17031.720703125
1438,4619.95,7190000,4468.32,1438,27.4252,44.8252,-17205.10546875
1439,4613.93,7195000,3994.21,1439,27.5614,45.4797,-17351.08203125
1440,4658.16,7200000,3872.77,1440,33.4384,45.6184,-17435.595703125
1441,4666.56,7205000,4512.08,1441,25.4576,45.3322,-17086.341796875
1442,4753.57,7210000,4514.26,1442,28.9126,45.8146,-17017.830078125
1443,4724.05,7215000,4336.89,1443,25.2734,45.5022,-16930.611328125
1444,4646.84,7220000,4788.26,1444,24.3672,45.1495,-16760.501953125
1445,4308.0,7225000,3636.87,1445,25.079,45.03,-17046.271484375
1446,4627.12,7230000,4500.76,1446,24.5263,44.7244,-16934.85546875
1447,4611.52,7235000,3908.27,1447,25.1507,45.0232,-16903.267578125
1448,4626.41,7240000,4353.93,1448,27.4723,45.4189,-17138.337890625
1449,4733.18,7245000,4416.58,1449,26.0843,45.4025,-16872.169921875
1450,4729.29,7250000,4798.16,1450,26.8801,45.6631,-17106.333984375
1451,4800.79,7255000,4520.39,1451,25.3225,45.1512,-16961.5859375
1452,4807.07,7260000,4179.8,1452,28.3647,45.7173,-17042.267578125
1453,4791.78,7265000,4684.45,1453,25.7662,45.596,-16970.16015625
1454,4637.34,7270000,4729.07,1454,25.8467,45.7821,-17010.978515625
1455,4540.69,7275000,4797.44,1455,26.6375,45.659,-17168.357421875
1456,4773.39,7280000,4801.96,1456,26.0423,45.6978,-17053.265625
1457,4593.38,7285000,4515.3,1457,24.5442,45.2103,-16776.396484375
1458,4579.57,7290000,4132.93,1458,34.826,45.2527,-16939.48046875
1459,4803.09,7295000,4813.96,1459,25.7745,45.6648,-17020.66015625
1460,4713.58,7300000,4212.74,1460,32.2157,45.363,-16907.51171875
1461,4691.51,7305000,4668.14,1461,31.7145,45.1523,-17051.974609375
1462,4659.4,7310000,4756.54,1462,26.0545,45.5355,-17057.841796875
1463,4408.49,7315000,4755.58,1463,35.8047,45.316,-16830.78515625
1464,4573.97,7320000,3869.53,1464,39.0654,45.7025,-17055.18359375
1465,4745.36,7325000,4531.48,1465,26.2376,46.2869,-17199.73046875
1466,3187.51,7330000,2252.38,1466,53.1063,46.8876,-17004.115234375
1467,3178.77,7335000,2955.6,1467,52.5752,45.653,-17073.421875
1468,4781.14,7340000,4095.04,1468,26.1297,45.7209,-17203.408203125
1469,4829.91,7345000,4037.46,1469,36.89,46.0237,-17330.3203125
1470,4808.25,7350000,4101.52,1470,27.3272,46.3972,-17379.30859375
1471,4829.39,7355000,4135.75,1471,33.7158,46.0741,-17206.50390625
1472,4817.56,7360000,4584.98,1472,28.415,46.3636,-17019.806640625
1473,4871.36,7365000,4096.92,1473,27.0207,46.0006,-17187.11328125
1474,4814.22,7370000,4577.48,1474,26.7606,46.2534,-17188.36328125
1475,4801.39,7375000,4649.41,1475,34.9145,45.8558,-17234.658203125
1476,4860.35,7380000,4503.36,1476,27.3614,46.484,-17359.83203125
1477,4801.95,7385000,4321.53,1477,26.6336,46.0444,-17195.6015625
1478,4838.1,7390000,4646.38,1478,27.0786,45.8658,-17219.509765625
1479,4764.56,7395000,4729.18,1479,35.4651,46.0748,-17249.619140625
1480,4809.2,7400000,4105.0,1480,28.0471,46.5209,-17403.626953125
1481,4747.43,7405000,4719.55,1481,26.0074,45.8209,-17271.095703125
1482,4836.6,7410000,4340.06,1482,28.3654,45.986,-17263.1328125
1483,3676.53,7415000,3140.26,1483,39.217,46.1016,-17277.62890625
1484,4803.3,7420000,4107.12,1484,43.8658,46.1605,-17236.412109375
1485,4807.5,7425000,4772.97,1485,26.4,46.028,-17172.55859375
1486,4807.03,7430000,4566.29,1486,27.8338,46.6392,-17291.763671875
1487,4774.02,7435000,4746.48,1487,29.6417,46.1308,-17198.66015625
1488,4770.29,7440000,4656.55,1488,27.1066,46.5362,-17227.560546875
1489,4827.96,7445000,4427.66,1489,25.4916,46.0845,-17139.80078125
1490,4755.63,7450000,4503.42,1490,34.2317,46.0739,-16964.798828125
1491,4723.99,7455000,4366.49,1491,26.2311,45.6848,-17362.923828125
1492,4765.08,7460000,4510.08,1492,30.9641,45.9254,-17108.75390625
1493,4774.57,7465000,4560.91,1493,26.4336,45.7997,-17138.48046875
1494,4779.24,7470000,4409.27,1494,25.9571,45.5551,-16847.451171875
1495,4777.11,7475000,4484.25,1495,26.3425,46.1133,-17104.12890625
1496,4795.56,7480000,3393.56,1496,26.2227,45.4447,-17142.73046875
1497,4793.32,7485000,3405.43,1497,30.4454,45.5469,-17235.00390625
1498,4842.09,7490000,4164.93,1498,32.095,45.6128,-17286.94921875
1499,4782.99,7495000,4206.78,1499,28.6659,45.5419,-17263.34375
