Running Update Time,Itration,Running Forward KL,Running Env Steps,Real Sto Return,Running Reverse KL,Reward Loss,Real Det Return
33,33,23.7488,165000,2068.15,20.2527,-356.5913391113281,3160.46
34,34,23.4918,170000,2017.99,21.6601,-499.6274719238281,2174.21
35,35,24.0787,175000,1538.61,33.6086,-663.8742065429688,2085.65
36,36,24.2351,180000,1585.85,26.2253,-606.1874389648438,1968.94
37,37,24.0138,185000,1552.02,26.9622,-694.663818359375,2390.5
38,38,22.4267,190000,2258.4,26.4973,-467.3179016113281,3236.89
39,39,23.3895,195000,2379.72,16.0532,-372.0095520019531,3198.29
40,40,24.4538,200000,1310.32,31.2896,-882.0895385742188,1657.85
41,41,23.3957,205000,3022.26,14.5292,-302.4966125488281,3179.25
42,42,23.1483,210000,3158.43,14.996,-350.972900390625,3138.85
43,43,23.4241,215000,3027.53,15.6722,-331.1270751953125,3227.55
44,44,24.1226,220000,3176.01,15.2481,-305.6592102050781,3190.74
45,45,22.9907,225000,3146.21,15.3393,-450.88720703125,3168.4
46,46,22.2668,230000,3111.25,13.3508,-370.2353820800781,3123.2
47,47,22.954,235000,3153.01,17.509,-516.150634765625,3145.08
48,48,23.26,240000,3113.7,14.4389,-448.0239562988281,3133.68
49,49,23.2152,245000,3158.42,14.4074,-425.08905029296875,3179.57
50,50,21.9601,250000,3041.85,14.2282,-397.6178894042969,3222.24
51,51,22.7167,255000,2661.59,16.1047,-628.63916015625,3221.65
52,52,24.1301,260000,3096.89,14.942,-458.9572448730469,3162.83
53,53,22.7759,265000,3158.19,13.8135,-456.8597717285156,3189.6
54,54,23.0281,270000,3001.77,14.0118,-492.47052001953125,3192.4
55,55,23.0655,275000,2186.08,13.9248,-465.0243835449219,3179.76
56,56,22.6135,280000,3172.59,13.4585,-499.0788269042969,3204.07
57,57,23.8455,285000,3184.4,15.2452,-521.122314453125,3209.15
58,58,23.0304,290000,3167.36,13.8655,-526.4111328125,3151.42
59,59,23.6956,295000,3190.79,14.9217,-526.5513916015625,3219.33
60,60,23.6676,300000,3174.99,14.2347,-572.7099609375,3184.87
61,61,22.8691,305000,2490.62,12.471,-647.9588623046875,3113.29
62,62,23.1002,310000,3003.2,13.9287,-563.1318969726562,3188.19
63,63,22.3684,315000,3147.55,13.3782,-542.4703979492188,3179.34
64,64,22.2368,320000,2961.42,13.4449,-626.7249755859375,3185.84
65,65,23.1395,325000,3142.93,14.5398,-504.6806335449219,3228.86
66,66,23.0512,330000,3180.34,14.1615,-587.0029296875,3207.81
67,67,23.1142,335000,3109.72,14.2467,-621.7510375976562,3185.97
68,68,22.7659,340000,3015.7,14.4809,-709.6979370117188,3200.64
69,69,23.4041,345000,3100.57,14.3836,-674.74169921875,3177.14
70,70,23.2053,350000,2948.17,14.3137,-690.014892578125,3195.38
71,71,23.2408,355000,2731.05,14.2032,-777.74072265625,3193.65
72,72,22.6024,360000,2790.12,15.3561,-700.2426147460938,3208.96
73,73,22.8157,365000,2995.0,13.5452,-781.141357421875,3145.27
74,74,23.448,370000,3191.81,14.4898,-845.7781372070312,3210.49
75,75,23.1535,375000,3146.33,13.4782,-823.037109375,3190.54
76,76,22.9053,380000,2745.53,21.8783,-1042.8782958984375,3183.06
77,77,22.4445,385000,3185.85,14.0468,-706.7156372070312,3204.82
78,78,22.7213,390000,3085.97,13.4426,-787.5601196289062,3198.34
79,79,22.9663,395000,2914.08,12.9564,-845.7665405273438,3168.25
80,80,22.9484,400000,3057.92,13.2669,-805.1853637695312,3208.0
81,81,22.3769,405000,3086.25,12.9337,-928.2022094726562,3203.91
82,82,22.2311,410000,3189.87,14.6238,-838.5540771484375,3211.13
83,83,22.9242,415000,3179.39,13.2264,-952.8795166015625,3213.47
84,84,23.0472,420000,2964.23,14.0287,-1019.4895629882812,3157.8
85,85,22.5009,425000,3184.77,13.3187,-850.6554565429688,3203.83
86,86,22.9885,430000,2895.93,13.0665,-892.3182373046875,3216.06
87,87,23.7254,435000,3085.22,13.9239,-989.35791015625,3208.35
88,88,22.8505,440000,3121.57,13.1387,-935.9659423828125,3240.01
89,89,22.059,445000,3069.17,12.498,-933.1065063476562,3193.42
90,90,22.788,450000,2716.11,12.7796,-1029.0252685546875,3208.96
91,91,22.3859,455000,2969.99,13.2066,-898.1853637695312,3205.04
92,92,23.2525,460000,3095.29,13.2479,-1011.7736206054688,3213.04
93,93,22.1025,465000,3101.46,14.162,-1082.153564453125,3224.54
94,94,22.2114,470000,3013.78,12.7494,-989.6070556640625,3235.32
95,95,22.7436,475000,3166.89,12.8945,-1102.167724609375,3205.59
96,96,22.5337,480000,2851.28,13.5611,-1015.8792724609375,3221.57
97,97,22.1191,485000,2655.88,13.4784,-1074.70849609375,3204.49
98,98,22.4252,490000,3202.06,13.0024,-1134.36865234375,3230.9
99,99,22.6713,495000,3101.62,13.5478,-1107.25634765625,3208.93
100,100,22.1942,500000,3106.75,12.7538,-1023.7564086914062,3225.41
101,101,23.4876,505000,3025.71,13.9518,-1172.636474609375,3218.31
102,102,22.6517,510000,2864.59,12.8521,-1108.67724609375,3182.9
103,103,22.3243,515000,3169.74,13.0908,-1233.417236328125,3211.45
104,104,22.8965,520000,2991.54,13.537,-1138.566162109375,3242.51
105,105,21.7484,525000,2750.29,20.2711,-1190.909423828125,3204.97
106,106,22.2982,530000,3115.84,13.4721,-1221.6971435546875,3203.59
107,107,22.2267,535000,3085.83,12.8488,-1248.17431640625,3201.29
108,108,22.6841,540000,3156.23,12.796,-1289.9954833984375,3205.87
109,109,22.5813,545000,2626.52,13.423,-1373.9827880859375,3202.5
110,110,22.7148,550000,2879.78,16.269,-1240.734619140625,3213.82
111,111,21.3518,555000,2963.6,12.7809,-1189.2391357421875,3218.71
112,112,23.8258,560000,2920.09,13.7555,-1410.24853515625,3202.16
113,113,21.9834,565000,3096.85,12.338,-1300.7506103515625,3202.21
114,114,22.0381,570000,2796.09,12.9673,-1221.890380859375,3213.12
115,115,22.8929,575000,2928.23,14.0862,-1397.2803955078125,3223.18
116,116,21.537,580000,3197.66,12.5422,-1297.1895751953125,3226.08
117,117,22.2069,585000,2988.66,12.8907,-1304.8648681640625,3243.34
118,118,21.8789,590000,3020.76,13.8984,-1416.2845458984375,3220.2
119,119,22.4365,595000,2794.76,12.8196,-1470.2869873046875,3209.13
120,120,22.335,600000,3139.0,13.7452,-1339.5552978515625,3230.09
121,121,22.9384,605000,3097.33,13.2635,-1374.1495361328125,3215.63
122,122,21.4399,610000,2048.23,12.0124,-1310.5723876953125,3194.13
123,123,21.6207,615000,3116.91,12.114,-1453.2193603515625,3227.48
124,124,21.849,620000,2581.32,12.179,-1495.931884765625,3213.25
125,125,22.0261,625000,2676.52,12.2023,-1603.949951171875,3235.31
126,126,22.5133,630000,3091.88,12.949,-1525.015380859375,3213.37
127,127,22.8261,635000,2543.91,13.4838,-1626.52197265625,3230.33
128,128,22.7952,640000,3167.04,13.2355,-1478.2310791015625,3203.63
129,129,21.5873,645000,2582.26,16.8997,-1583.267822265625,3220.76
130,130,21.9399,650000,3117.56,13.2967,-1544.22900390625,3234.04
131,131,22.0229,655000,3123.54,12.9873,-1458.0196533203125,3239.01
132,132,22.1632,660000,2881.09,12.9798,-1610.6904296875,3230.21
133,133,21.355,665000,3047.28,12.8683,-1489.2054443359375,3216.63
134,134,21.467,670000,3046.84,11.8986,-1602.24853515625,3250.23
135,135,22.0291,675000,2713.46,14.1666,-1590.56640625,3237.16
136,136,21.5917,680000,2875.67,11.9394,-1654.1663818359375,3230.25
137,137,21.6265,685000,3209.88,12.5153,-1571.9669189453125,3234.99
138,138,22.3428,690000,3067.4,12.8426,-1795.8563232421875,3217.13
139,139,21.2766,695000,2954.88,12.1518,-1619.7779541015625,3221.52
140,140,22.7219,700000,3146.44,13.6735,-1768.6072998046875,3236.01
141,141,21.3681,705000,2877.47,11.0741,-1791.5987548828125,3219.2
142,142,21.0226,710000,2952.61,12.3718,-1575.8878173828125,3210.18
143,143,21.949,715000,3173.71,12.192,-1798.3017578125,3161.82
144,144,22.3841,720000,2969.49,12.66,-1687.9913330078125,3231.59
145,145,22.548,725000,3170.56,13.2087,-1904.2003173828125,3225.13
146,146,22.0276,730000,2861.52,13.3693,-1943.920166015625,3198.56
147,147,22.3517,735000,3146.79,13.278,-1810.271484375,3266.15
148,148,22.3465,740000,3210.94,12.6546,-1793.571044921875,3227.11
149,149,21.7315,745000,2938.08,12.3218,-1824.4000244140625,3234.24
150,150,21.5279,750000,3187.71,12.1147,-1759.7728271484375,3206.68
151,151,21.2872,755000,3000.35,11.1664,-1966.431396484375,3155.94
152,152,21.8377,760000,2838.71,12.8725,-2043.2430419921875,3194.31
153,153,21.766,765000,2868.49,12.8276,-2057.210693359375,3218.17
154,154,20.9707,770000,2866.7,11.5692,-1613.260498046875,3228.3
155,155,22.2006,775000,3023.56,14.157,-2007.531982421875,3241.78
156,156,21.6419,780000,2984.3,14.193,-1999.0047607421875,3217.33
157,157,22.1382,785000,3216.85,13.3704,-2038.3392333984375,3250.67
158,158,21.8713,790000,3059.54,12.9157,-1905.0059814453125,3231.17
159,159,21.6433,795000,2519.95,12.8175,-2111.14697265625,3226.31
160,160,21.3946,800000,3083.12,11.9807,-1864.8587646484375,3227.37
161,161,21.839,805000,3111.62,13.7377,-2091.154541015625,3254.87
162,162,21.8415,810000,3093.73,13.7813,-2024.42333984375,3222.94
163,163,21.756,815000,3112.38,12.5398,-2013.4510498046875,3232.51
164,164,22.1484,820000,3138.38,13.4161,-2082.35498046875,3257.71
165,165,20.9486,825000,2871.25,16.2966,-2159.62890625,3192.94
166,166,21.7287,830000,3029.16,13.9978,-2183.245361328125,3223.52
167,167,21.6789,835000,3201.06,12.4582,-2163.769287109375,3234.14
168,168,21.8729,840000,3175.85,19.7653,-2208.155517578125,3254.74
169,169,22.8541,845000,3094.16,13.4241,-2307.0283203125,3216.85
170,170,21.5831,850000,2878.09,12.9742,-2167.150390625,3253.1
171,171,22.0788,855000,3132.19,12.71,-1865.3160400390625,3247.91
172,172,21.8451,860000,2820.6,12.9494,-2198.50146484375,3249.22
173,173,21.4469,865000,3133.11,12.5609,-2039.245849609375,3239.99
174,174,21.7527,870000,2874.56,16.2907,-2241.6943359375,3262.69
175,175,22.3465,875000,3191.75,12.4165,-2371.66943359375,3216.65
176,176,21.7849,880000,3125.53,12.6904,-2234.894775390625,3255.67
177,177,22.3493,885000,2923.69,12.728,-2334.991455078125,3250.37
178,178,21.5541,890000,3040.0,12.4309,-2316.794189453125,3264.9
179,179,21.8437,895000,2966.52,13.4304,-2324.339599609375,3242.49
180,180,22.3088,900000,3111.64,18.7216,-2591.797607421875,3238.3
181,181,21.5597,905000,3130.51,14.8508,-2652.84619140625,3229.18
182,182,22.1174,910000,3138.68,15.5612,-2537.51611328125,3244.53
183,183,21.3286,915000,3056.62,12.1896,-2370.728271484375,3221.98
184,184,21.5701,920000,3072.53,22.7047,-2540.644287109375,3243.84
185,185,21.0138,925000,2766.06,23.3535,-2546.402099609375,3252.7
186,186,21.4858,930000,3171.91,11.5424,-2176.712890625,3203.94
187,187,21.9817,935000,3161.9,12.1156,-2543.742919921875,3232.75
188,188,22.8311,940000,3234.64,12.8804,-2515.90576171875,3253.05
189,189,20.5324,945000,3111.66,14.3387,-2448.8974609375,3218.27
190,190,21.7245,950000,3123.29,12.8866,-2485.10986328125,3211.8
191,191,21.5682,955000,3231.76,12.1452,-2530.303466796875,3249.06
192,192,21.3099,960000,3202.61,18.0227,-2675.39990234375,3247.81
193,193,20.6372,965000,2896.43,13.3855,-2516.00634765625,3241.66
194,194,21.3748,970000,3150.79,19.7339,-2811.501220703125,3226.89
195,195,22.1708,975000,3196.01,13.06,-2781.640380859375,3277.64
196,196,21.7989,980000,3220.42,12.2324,-2683.114501953125,3250.67
197,197,22.0423,985000,2938.12,21.0109,-2768.527587890625,3256.95
198,198,22.1729,990000,3242.79,13.5455,-2836.11767578125,3260.98
199,199,21.2996,995000,3220.42,12.6355,-2545.625244140625,3244.36
