Running Reverse KL,Running Forward KL,Real Det Return,Running Env Steps,Reward Loss,Real Sto Return,Running Update Time,Itration
15.1382,156.6474,2252.65,690000,-5380.767578125,1853.22,138,138
15.2216,156.7426,2265.06,695000,-5412.64990234375,1880.46,139,139
15.4088,156.5232,2286.29,700000,-5448.28662109375,1910.53,140,140
15.231,156.5983,2228.59,705000,-5480.92431640625,1868.73,141,141
15.3252,156.6246,2298.49,710000,-5534.5234375,1900.67,142,142
15.3145,156.603,2250.07,715000,-5599.373046875,1898.83,143,143
14.8733,156.5695,2244.09,720000,-5635.2333984375,1873.43,144,144
14.9471,156.6481,2194.17,725000,-5677.64111328125,1853.58,145,145
14.9451,156.4385,2215.68,730000,-5740.24951171875,1847.51,146,146
15.2009,156.6565,2267.78,735000,-5773.4609375,1905.23,147,147
15.012,156.6452,2233.98,740000,-5781.359375,1862.12,148,148
15.2252,156.7087,2247.84,745000,-5851.66455078125,1881.36,149,149
15.1721,156.4349,2256.24,750000,-5859.267578125,1883.1,150,150
15.4434,156.8541,2279.39,755000,-5956.1806640625,1898.48,151,151
15.0429,156.705,2245.97,760000,-6020.1220703125,1894.75,152,152
15.3887,156.605,2278.46,765000,-6046.0,1898.67,153,153
15.1587,156.6777,2252.33,770000,-6032.880859375,1890.61,154,154
15.1144,156.5734,2265.31,775000,-6079.83056640625,1897.5,155,155
15.079,156.5958,2193.8,780000,-6154.6220703125,1864.28,156,156
15.275,156.791,2235.56,785000,-6199.98583984375,1866.16,157,157
15.417,156.6265,2284.03,790000,-6236.34619140625,1907.23,158,158
14.9316,156.4748,2226.94,795000,-6281.193359375,1872.82,159,159
14.9936,156.426,2244.34,800000,-6338.08935546875,1903.26,160,160
15.0914,156.5401,2217.24,805000,-6345.19091796875,1900.08,161,161
15.0776,156.5925,2260.02,810000,-6405.5732421875,1922.87,162,162
14.7741,156.6329,2162.16,815000,-6440.10009765625,1850.78,163,163
15.1634,156.6757,2254.6,820000,-6489.53564453125,1905.68,164,164
15.7213,156.7444,2292.35,825000,-6599.15234375,1916.35,165,165
15.0847,156.5885,2259.7,830000,-6625.46875,1897.17,166,166
14.9976,156.6284,2209.49,835000,-6656.3125,1897.76,167,167
14.8727,156.3908,2249.25,840000,-6714.72021484375,1922.63,168,168
15.1113,156.7761,2259.69,845000,-6767.16943359375,1884.05,169,169
15.0741,156.4058,2258.97,850000,-6783.60693359375,1898.3,170,170
14.9802,156.5688,2298.84,855000,-6838.1953125,1904.37,171,171
15.0322,156.6219,2230.11,860000,-6903.19921875,1865.11,172,172
14.9097,156.6018,2254.12,865000,-6964.46142578125,1854.07,173,173
15.3891,156.57,2276.49,870000,-7077.51806640625,1899.94,174,174
15.0909,156.5364,2309.7,875000,-7062.80419921875,1920.81,175,175
15.1384,156.4429,2272.05,880000,-7105.3798828125,1912.12,176,176
15.0212,156.6248,2261.04,885000,-7173.6611328125,1907.32,177,177
15.0358,156.5266,2275.61,890000,-7193.3525390625,1922.75,178,178
14.9479,156.5757,2255.42,895000,-7252.12890625,1885.32,179,179
15.0834,156.4095,2319.12,900000,-7323.8134765625,1947.89,180,180
15.0113,156.4276,2264.68,905000,-7320.15673828125,1910.84,181,181
14.944,156.5858,2278.88,910000,-7371.2666015625,1914.94,182,182
15.0737,156.5073,2295.26,915000,-7413.42529296875,1921.25,183,183
14.9507,156.6296,2303.78,920000,-7473.68408203125,1922.02,184,184
15.0729,156.6101,2286.5,925000,-7519.0380859375,1928.44,185,185
15.2522,156.6032,2290.66,930000,-7604.79150390625,1934.26,186,186
15.0588,156.4594,2250.66,935000,-7636.25830078125,1888.03,187,187
15.1734,156.5402,2304.73,940000,-7642.96923828125,1944.33,188,188
14.942,156.5408,2257.54,945000,-7716.6396484375,1941.08,189,189
15.2209,156.8517,2288.83,950000,-7805.19677734375,1938.41,190,190
14.8935,156.5745,2294.1,955000,-7842.25927734375,1918.4,191,191
15.1455,156.5846,2286.33,960000,-7920.06591796875,1937.39,192,192
15.1878,156.6729,2293.14,965000,-7945.224609375,1939.81,193,193
15.5183,156.6809,2311.29,970000,-7969.7646484375,1950.2,194,194
14.9473,156.4752,2265.15,975000,-7995.900390625,1911.33,195,195
15.1099,156.7122,2305.75,980000,-8088.32275390625,1896.59,196,196
15.37,156.543,2292.82,985000,-8070.94287109375,1949.04,197,197
15.2606,156.5237,2297.41,990000,-8191.90673828125,1944.09,198,198
14.9724,156.6369,2317.57,995000,-8187.14892578125,1922.68,199,199
15.2673,156.6319,2280.43,1000000,-8214.814453125,1938.65,200,200
15.313,156.7167,2260.28,1005000,-8245.056640625,1933.37,201,201
15.2059,156.6778,2240.2,1010000,-8281.1396484375,1923.1,202,202
15.3149,156.6274,2254.77,1015000,-8337.1396484375,1930.77,203,203
15.1791,156.5938,2205.05,1020000,-8364.53125,1905.69,204,204
15.4767,156.6062,2261.13,1025000,-8376.6904296875,1938.93,205,205
15.0403,156.64,2217.99,1030000,-8461.359375,1900.47,206,206
15.4181,156.7595,2232.62,1035000,-8503.9296875,1913.41,207,207
15.1927,156.7061,2234.39,1040000,-8504.3408203125,1924.8,208,208
15.2955,156.6304,2239.87,1045000,-8546.1171875,1918.93,209,209
15.2188,156.5483,2242.45,1050000,-8583.517578125,1909.09,210,210
15.24,156.5512,2263.38,1055000,-8594.5712890625,1939.47,211,211
15.2165,156.5232,2247.16,1060000,-8650.646484375,1911.17,212,212
15.2455,156.6808,2249.22,1065000,-8680.6787109375,1921.67,213,213
15.34,156.6978,2257.15,1070000,-8706.6025390625,1938.39,214,214
15.234,156.6596,2254.5,1075000,-8709.724609375,1936.91,215,215
15.3177,156.5349,2256.42,1080000,-8767.09765625,1921.05,216,216
15.3271,156.5716,2271.49,1085000,-8780.482421875,1939.67,217,217
15.1662,156.6164,2231.56,1090000,-8768.2666015625,1929.06,218,218
15.1932,156.6929,2262.32,1095000,-8829.86328125,1934.9,219,219
15.3397,156.7143,2254.46,1100000,-8860.384765625,1937.53,220,220
15.1708,156.6829,2260.97,1105000,-8899.1064453125,1941.46,221,221
15.2875,156.6053,2265.82,1110000,-8911.3056640625,1933.61,222,222
15.2976,156.6855,2280.35,1115000,-8940.4375,1941.17,223,223
15.325,156.8307,2275.15,1120000,-8985.3916015625,1936.84,224,224
15.2869,156.6176,2266.86,1125000,-9059.0009765625,1939.57,225,225
15.2755,156.5247,2298.99,1130000,-9052.8037109375,1940.86,226,226
15.2684,156.6077,2284.41,1135000,-9071.65625,1938.27,227,227
15.2592,156.6803,2284.76,1140000,-9100.92578125,1958.87,228,228
15.3365,156.6972,2300.11,1145000,-9118.28125,1958.47,229,229
15.3111,156.6392,2300.13,1150000,-9152.9140625,1933.11,230,230
15.3071,156.5271,2310.4,1155000,-9167.162109375,1953.95,231,231
15.1273,156.5784,2301.57,1160000,-9207.744140625,1932.7,232,232
15.239,156.6789,2301.35,1165000,-9223.0244140625,1961.67,233,233
15.1506,156.6123,2260.59,1170000,-9260.1630859375,1937.76,234,234
15.3951,156.6436,2288.48,1175000,-9292.068359375,1966.99,235,235
15.2474,156.7602,2294.92,1180000,-9292.1748046875,1945.92,236,236
15.3035,156.649,2294.78,1185000,-9343.578125,1948.86,237,237
15.2227,156.8965,2292.49,1190000,-9341.5634765625,1921.78,238,238
15.3028,156.7683,2271.92,1195000,-9418.5107421875,1903.1,239,239
15.2093,156.6591,2261.58,1200000,-9395.681640625,1930.84,240,240
15.207,156.5213,2291.5,1205000,-9430.3896484375,1933.47,241,241
15.2553,156.6462,2318.08,1210000,-9461.26953125,1950.55,242,242
15.0705,156.6598,2271.57,1215000,-9480.822265625,1917.4,243,243
15.0544,156.6255,2271.64,1220000,-9517.4775390625,1908.86,244,244
15.1664,156.7361,2290.61,1225000,-9538.91015625,1943.17,245,245
15.2739,156.7126,2274.48,1230000,-9551.4248046875,1934.69,246,246
15.2565,156.7511,2250.73,1235000,-9573.236328125,1930.06,247,247
15.4173,156.6825,2306.86,1240000,-9616.576171875,1948.49,248,248
15.1244,156.5132,2281.99,1245000,-9646.3642578125,1931.7,249,249
15.1552,156.5819,2296.47,1250000,-9685.0712890625,1944.08,250,250
15.0667,156.5792,2297.12,1255000,-9710.13671875,1942.0,251,251
15.0925,156.5019,2292.7,1260000,-9697.8349609375,1908.86,252,252
15.2756,156.5227,2297.58,1265000,-9704.712890625,1944.38,253,253
15.2257,156.5817,2296.37,1270000,-9780.3212890625,1935.62,254,254
15.1401,156.5442,2277.06,1275000,-9791.3759765625,1936.46,255,255
15.257,156.5669,2283.98,1280000,-9842.2412109375,1947.86,256,256
15.1261,156.6381,2301.15,1285000,-9879.9765625,1937.0,257,257
15.2481,156.6209,2292.49,1290000,-9876.1083984375,1940.57,258,258
15.3403,156.7395,2280.5,1295000,-9932.939453125,1945.28,259,259
15.3776,156.7378,2296.31,1300000,-9951.4873046875,1954.0,260,260
15.1527,156.4443,2272.86,1305000,-9951.9208984375,1908.8,261,261
15.1958,156.7284,2304.79,1310000,-10001.2236328125,1952.75,262,262
15.311,156.6891,2287.18,1315000,-9999.4814453125,1941.54,263,263
15.2935,156.537,2293.44,1320000,-10030.88671875,1944.3,264,264
15.2907,156.5922,2290.65,1325000,-10035.5732421875,1940.52,265,265
15.2925,156.6462,2291.42,1330000,-10075.484375,1945.13,266,266
15.2681,156.6043,2308.19,1335000,-10114.740234375,1964.09,267,267
15.3549,156.4944,2286.6,1340000,-10169.982421875,1940.55,268,268
15.2452,156.5683,2314.07,1345000,-10192.845703125,1946.19,269,269
15.3052,156.6136,2291.52,1350000,-10183.978515625,1963.49,270,270
15.1496,156.7093,2283.05,1355000,-10192.7587890625,1942.73,271,271
15.2428,156.5901,2301.15,1360000,-10214.5576171875,1959.23,272,272
15.1096,156.4591,2276.07,1365000,-10210.75390625,1930.74,273,273
15.2451,156.605,2306.19,1370000,-10279.2265625,1952.09,274,274
15.1352,156.5645,2300.75,1375000,-10310.27734375,1938.34,275,275
15.2036,156.5478,2298.44,1380000,-10335.3056640625,1941.59,276,276
15.0833,156.5926,2282.12,1385000,-10340.763671875,1936.18,277,277
15.1889,156.5578,2311.92,1390000,-10372.6904296875,1954.08,278,278
15.008,156.5781,2263.81,1395000,-10371.82421875,1927.45,279,279
15.1109,156.6079,2309.07,1400000,-10416.7841796875,1973.34,280,280
15.153,156.5533,2303.24,1405000,-10431.923828125,1932.3,281,281
15.2679,156.5449,2308.98,1410000,-10458.962890625,1949.31,282,282
15.1058,156.5956,2303.1,1415000,-10484.14453125,1944.78,283,283
15.1932,156.5303,2306.06,1420000,-10472.630859375,1941.5,284,284
15.1418,156.5216,2306.23,1425000,-10514.5888671875,1962.97,285,285
15.0335,156.5836,2296.85,1430000,-10553.9580078125,1950.24,286,286
15.0821,156.6014,2282.49,1435000,-10552.1533203125,1940.79,287,287
15.3035,156.4702,2303.32,1440000,-10564.63671875,1964.78,288,288
15.1138,156.6377,2298.91,1445000,-10590.015625,1946.11,289,289
15.2316,156.6024,2321.6,1450000,-10623.435546875,1958.7,290,290
15.1448,156.6601,2305.52,1455000,-10652.4033203125,1950.2,291,291
15.2416,156.6076,2305.96,1460000,-10642.056640625,1945.76,292,292
15.1209,156.579,2293.3,1465000,-10704.166015625,1950.28,293,293
15.0494,156.5708,2305.07,1470000,-10688.44140625,1937.83,294,294
15.0792,156.4774,2305.23,1475000,-10697.4296875,1953.3,295,295
14.9286,156.5864,2291.44,1480000,-10706.5458984375,1932.62,296,296
14.9741,156.5757,2313.34,1485000,-10723.8984375,1927.85,297,297
15.1457,156.5546,2310.91,1490000,-10788.9716796875,1945.97,298,298
14.9896,156.5679,2313.55,1495000,-10818.10546875,1937.8,299,299
14.8387,156.511,2303.78,1500000,-10823.5576171875,1929.77,300,300
15.1288,156.6476,2323.97,1505000,-10834.509765625,1958.62,301,301
14.9983,156.5372,2310.4,1510000,-10850.4169921875,1925.72,302,302
15.0265,156.5195,2304.34,1515000,-10839.138671875,1952.11,303,303
14.8974,156.5229,2300.66,1520000,-10915.5126953125,1934.63,304,304
15.0318,156.5209,2319.7,1525000,-10932.8037109375,1949.02,305,305
15.0417,156.5523,2297.89,1530000,-10939.4150390625,1936.55,306,306
14.9199,156.2982,2319.91,1535000,-10952.046875,1940.49,307,307
14.9994,156.5858,2309.56,1540000,-10978.0810546875,1935.9,308,308
14.964,156.4864,2307.25,1545000,-10967.9326171875,1947.76,309,309
15.0725,156.6766,2316.02,1550000,-11015.54296875,1959.34,310,310
14.9052,156.4431,2285.03,1555000,-11007.421875,1924.31,311,311
15.0992,156.4438,2306.94,1560000,-11019.533203125,1952.74,312,312
14.8564,156.5026,2303.9,1565000,-11033.7177734375,1937.48,313,313
14.9392,156.5812,2319.39,1570000,-11101.666015625,1944.84,314,314
14.8967,156.4609,2293.89,1575000,-11088.599609375,1936.61,315,315
14.918,156.446,2318.49,1580000,-11156.4814453125,1947.79,316,316
14.918,156.4983,2327.82,1585000,-11158.564453125,1933.12,317,317
14.9779,156.6032,2325.3,1590000,-11157.236328125,1949.89,318,318
14.9674,156.5833,2320.76,1595000,-11178.2900390625,1957.96,319,319
15.0191,156.6182,2305.8,1600000,-11218.234375,1941.11,320,320
15.0994,156.5325,2321.41,1605000,-11246.7080078125,1955.81,321,321
15.1769,156.6065,2313.39,1610000,-11242.849609375,1960.21,322,322
14.9893,156.6012,2296.03,1615000,-11260.84765625,1943.88,323,323
15.0159,156.5533,2318.3,1620000,-11282.08203125,1954.27,324,324
15.1006,156.59,2305.31,1625000,-11323.4267578125,1938.74,325,325
15.246,156.5954,2334.63,1630000,-11333.7001953125,1961.64,326,326
15.1004,156.486,2308.84,1635000,-11354.0400390625,1947.37,327,327
14.9604,156.5701,2313.88,1640000,-11350.56640625,1947.63,328,328
15.0477,156.4895,2311.6,1645000,-11349.4755859375,1949.88,329,329
15.0375,156.5443,2328.83,1650000,-11423.5185546875,1946.32,330,330
14.9834,156.4361,2321.9,1655000,-11410.3623046875,1956.41,331,331
15.1259,156.5433,2315.14,1660000,-11441.0341796875,1960.64,332,332
15.1216,156.5267,2335.56,1665000,-11478.21875,1958.29,333,333
15.0655,156.4682,2323.72,1670000,-11505.1591796875,1961.84,334,334
15.0179,156.4007,2328.87,1675000,-11490.572265625,1954.13,335,335
15.084,156.5501,2328.35,1680000,-11522.0771484375,1957.33,336,336
14.9363,156.5228,2313.72,1685000,-11547.1181640625,1954.64,337,337
15.0265,156.6761,2309.97,1690000,-11551.8154296875,1955.18,338,338
15.0038,156.5565,2296.47,1695000,-11553.001953125,1945.07,339,339
14.7964,156.47,2306.63,1700000,-11584.060546875,1930.89,340,340
14.9027,156.5725,2290.03,1705000,-11603.8447265625,1924.85,341,341
14.9096,156.5046,2302.3,1710000,-11643.97265625,1931.57,342,342
14.8765,156.6548,2291.78,1715000,-11655.0927734375,1933.26,343,343
14.9093,156.5421,2306.85,1720000,-11684.1181640625,1943.99,344,344
14.9206,156.5066,2292.44,1725000,-11665.1572265625,1922.06,345,345
15.0131,156.5722,2310.9,1730000,-11700.8505859375,1948.61,346,346
14.8472,156.4893,2290.48,1735000,-11718.67578125,1950.53,347,347
14.9015,156.4699,2306.62,1740000,-11728.5732421875,1939.92,348,348
14.9438,156.4996,2317.76,1745000,-11768.1181640625,1944.51,349,349
14.8735,156.4406,2302.62,1750000,-11814.11328125,1950.19,350,350
14.9376,156.5543,2309.4,1755000,-11821.5537109375,1935.8,351,351
15.0094,156.6172,2309.45,1760000,-11837.736328125,1948.77,352,352
14.8682,156.6114,2300.42,1765000,-11827.0771484375,1933.29,353,353
15.0261,156.5746,2290.95,1770000,-11874.623046875,1949.5,354,354
14.9201,156.6518,2293.77,1775000,-11890.076171875,1946.76,355,355
14.9178,156.402,2295.45,1780000,-11904.6044921875,1944.05,356,356
14.887,156.6358,2280.83,1785000,-11931.396484375,1930.41,357,357
14.9945,156.6731,2278.39,1790000,-11925.2177734375,1938.8,358,358
14.9644,156.495,2296.36,1795000,-11969.9375,1925.68,359,359
15.1462,156.4956,2313.91,1800000,-12006.390625,1952.5,360,360
15.0279,156.6836,2291.2,1805000,-12001.3232421875,1943.39,361,361
14.9204,156.5577,2279.55,1810000,-12012.5419921875,1935.42,362,362
14.9287,156.661,2296.11,1815000,-12009.271484375,1925.72,363,363
14.9446,156.4779,2287.08,1820000,-12066.615234375,1934.72,364,364
14.9072,156.564,2264.44,1825000,-12069.482421875,1924.94,365,365
14.8282,156.5374,2295.92,1830000,-12074.3349609375,1917.33,366,366
14.9378,156.5166,2262.26,1835000,-12050.068359375,1922.7,367,367
14.9319,156.567,2323.21,1840000,-12116.306640625,1947.09,368,368
14.7571,156.6444,2290.65,1845000,-12118.6123046875,1933.07,369,369
14.9321,156.4699,2307.02,1850000,-12179.0576171875,1944.9,370,370
14.7465,156.5514,2296.2,1855000,-12173.509765625,1935.04,371,371
14.818,156.4755,2317.44,1860000,-12199.060546875,1965.31,372,372
14.8845,156.6261,2319.36,1865000,-12240.75390625,1955.56,373,373
15.0027,156.6905,2287.96,1870000,-12265.4033203125,1946.02,374,374
14.8545,156.5275,2302.81,1875000,-12292.515625,1945.96,375,375
14.9777,156.5358,2317.79,1880000,-12306.2666015625,1951.75,376,376
14.9984,156.4765,2343.71,1885000,-12363.7158203125,1985.48,377,377
14.8796,156.594,2302.31,1890000,-12306.576171875,1948.87,378,378
14.9109,156.5117,2318.17,1895000,-12375.3408203125,1959.1,379,379
14.9988,156.6388,2331.97,1900000,-12415.51171875,1971.0,380,380
14.857,156.6104,2304.93,1905000,-12389.8759765625,1953.56,381,381
14.9971,156.5321,2309.03,1910000,-12400.0498046875,1942.78,382,382
14.9241,156.3703,2312.61,1915000,-12443.4443359375,1943.78,383,383
14.9578,156.594,2263.38,1920000,-12425.6416015625,1919.06,384,384
15.0507,156.5131,2301.93,1925000,-12493.453125,1952.81,385,385
14.7759,156.5093,2279.9,1930000,-12483.2421875,1937.83,386,386
