Running Forward KL,Itration,Reward Loss,Running Env Steps,Running Update Time,Real Det Return,Running Reverse KL,Real Sto Return
38.8174,55,-273.0682373046875,275000,55,4460.67,17.2495,4428.22
36.9621,56,-197.718505859375,280000,56,4675.75,13.6335,4497.57
37.1615,57,-284.0780029296875,285000,57,4412.56,16.8666,3919.56
39.3009,58,-237.34127807617188,290000,58,4483.21,15.9501,4387.2
37.045,59,-274.45880126953125,295000,59,4205.59,15.6127,4481.62
37.1275,60,-272.1559143066406,300000,60,4404.39,16.091,3807.1
38.4189,61,-264.80303955078125,305000,61,4427.33,15.2564,4180.96
37.5781,62,-246.74749755859375,310000,62,4554.27,14.6782,4480.34
35.5161,63,-255.0955352783203,315000,63,4595.04,14.3644,4622.4
35.5597,64,-238.67559814453125,320000,64,4802.39,13.6732,4445.62
38.25,65,-258.41558837890625,325000,65,4142.54,14.377,3684.35
36.8141,66,-271.8718566894531,330000,66,4835.09,13.4754,3865.86
38.3249,67,-282.1672668457031,335000,67,4638.86,24.0577,4339.34
35.9626,68,-255.95176696777344,340000,68,4676.97,13.7931,3326.26
35.9983,69,-273.73248291015625,345000,69,4761.3,14.3415,4401.0
36.054,70,-274.7777099609375,350000,70,4680.03,13.4017,4450.16
36.0528,71,-259.7205505371094,355000,71,4680.83,14.6248,4584.3
35.8706,72,-272.6349182128906,360000,72,4667.12,13.888,4297.23
36.0191,73,-253.85231018066406,365000,73,2962.7,13.4827,3147.08
36.1671,74,-282.8894348144531,370000,74,4715.18,13.5394,4588.51
36.3883,75,-307.0178527832031,375000,75,4479.83,12.8145,4139.07
35.1795,76,-275.27386474609375,380000,76,4618.17,13.2206,4584.86
37.1366,77,-327.3558044433594,385000,77,3970.46,16.3809,3377.7
34.6751,78,-245.9293670654297,390000,78,4760.4,11.4363,4283.07
35.561,79,-269.2145080566406,395000,79,4736.76,14.3792,4651.59
36.6128,80,-310.5839538574219,400000,80,4716.02,12.4271,3946.01
37.4473,81,-361.61553955078125,405000,81,4599.19,16.6137,2427.5
37.4307,82,-365.2513122558594,410000,82,4714.6,16.1459,3707.61
37.2722,83,-314.3023376464844,415000,83,4846.68,16.1196,4700.38
56.8267,84,-866.0248413085938,420000,84,-50.76,86.679,-45.23
52.7302,85,-753.8541259765625,425000,85,-16.92,70.9932,-16.71
36.187,86,-326.2239074707031,430000,86,4515.94,15.1577,4569.57
36.6328,87,-321.07080078125,435000,87,4701.45,14.0424,4661.33
37.9657,88,-366.9759521484375,440000,88,3553.91,14.0253,3397.71
38.5342,89,-354.1141662597656,445000,89,2904.59,11.8723,2758.48
35.4733,90,-274.39080810546875,450000,90,4944.23,12.7988,4130.72
39.0671,91,-368.7059326171875,455000,91,143.45,12.7923,986.4
35.9563,92,-374.273193359375,460000,92,4886.82,13.9893,3930.89
36.8572,93,-306.7363586425781,465000,93,4933.67,12.9809,4751.4
36.5878,94,-318.753662109375,470000,94,1369.34,14.2303,3796.6
37.2075,95,-315.834228515625,475000,95,4891.76,14.763,4749.6
35.2102,96,-411.62164306640625,480000,96,4938.61,16.4287,4278.65
36.6907,97,-383.336181640625,485000,97,4725.68,14.9914,3841.38
36.5482,98,-480.6069030761719,490000,98,3246.29,20.7987,4256.34
37.6936,99,-498.29876708984375,495000,99,4211.75,19.963,3478.89
37.9732,100,-354.75885009765625,500000,100,4882.5,14.8132,4643.33
36.4859,101,-366.12127685546875,505000,101,2802.73,10.9663,3175.21
36.9252,102,-350.31085205078125,510000,102,4942.13,15.1582,4700.84
35.5221,103,-321.2926940917969,515000,103,3644.26,14.6642,3401.32
36.6545,104,-372.29144287109375,520000,104,4659.99,13.0945,4601.24
37.0883,105,-464.2145690917969,525000,105,4758.67,12.4577,3284.55
35.2423,106,-453.9369812011719,530000,106,123.56,15.115,3748.6
36.0093,107,-339.83880615234375,535000,107,5104.83,13.8212,4568.13
35.0774,108,-316.82794189453125,540000,108,4982.27,12.9975,4863.24
35.9758,109,-392.529296875,545000,109,4806.07,13.3673,4500.45
37.4716,110,-490.4618225097656,550000,110,131.63,16.3041,3027.73
36.4556,111,-344.91217041015625,555000,111,4926.85,14.301,4846.97
38.3572,112,-489.19189453125,560000,112,4817.22,13.4375,3199.66
35.0601,113,-345.4400329589844,565000,113,4966.24,13.3986,4619.32
34.4073,114,-330.7717590332031,570000,114,5097.44,13.3568,4979.31
39.9526,115,-562.1600952148438,575000,115,121.99,14.1981,2426.27
35.4162,116,-347.585205078125,580000,116,4987.67,14.619,3973.41
35.6117,117,-363.9924011230469,585000,117,2737.7,14.1704,4086.6
34.7073,118,-347.7615661621094,590000,118,5004.08,14.22,4912.6
34.6914,119,-355.9250183105469,595000,119,4949.6,14.9977,4884.27
34.2647,120,-357.6300048828125,600000,120,3236.17,13.2276,4975.18
35.9647,121,-466.6581726074219,605000,121,3731.38,11.7098,3220.66
35.5088,122,-358.4281921386719,610000,122,5085.94,14.1382,4057.64
35.4704,123,-421.29718017578125,615000,123,4938.86,14.5374,4867.25
35.5629,124,-363.375,620000,124,5134.73,14.1173,4585.75
37.0157,125,-399.95782470703125,625000,125,5044.08,14.6512,4865.57
35.4808,126,-374.4267272949219,630000,126,4975.06,14.5872,4885.32
37.3653,127,-446.93780517578125,635000,127,5019.83,13.0553,4708.32
36.8112,128,-392.4520568847656,640000,128,5106.82,16.5811,4823.79
35.6991,129,-400.4862365722656,645000,129,5046.19,14.5857,4348.0
35.7168,130,-384.4130554199219,650000,130,5031.54,14.1831,4942.53
36.8324,131,-421.4363708496094,655000,131,5132.06,14.5039,5002.79
35.938,132,-425.1240539550781,660000,132,4974.24,13.8998,4703.97
36.5931,133,-406.10223388671875,665000,133,5164.99,14.7616,4818.64
35.9201,134,-424.43609619140625,670000,134,5119.02,14.156,4784.56
37.0484,135,-584.7808227539062,675000,135,4963.04,18.476,3881.18
35.9966,136,-403.930908203125,680000,136,5089.75,15.4495,4958.58
35.0633,137,-406.89306640625,685000,137,5087.89,14.3364,4978.6
35.0922,138,-424.375244140625,690000,138,5148.42,14.5584,4426.91
35.0208,139,-437.38043212890625,695000,139,4983.24,13.3197,4492.37
36.4469,140,-469.7947998046875,700000,140,5025.78,14.6396,4920.07
34.7395,141,-401.224365234375,705000,141,5076.95,14.6762,4806.85
35.3821,142,-440.6361083984375,710000,142,5090.13,14.801,5004.15
36.5397,143,-452.2498779296875,715000,143,5105.68,15.7086,4804.46
36.9987,144,-517.6968383789062,720000,144,5216.53,12.0505,3870.13
36.1121,145,-428.344970703125,725000,145,5133.74,15.0466,4823.85
37.1791,146,-555.1363525390625,730000,146,4728.2,17.2263,4159.38
37.2994,147,-599.096923828125,735000,147,5064.65,12.5324,4121.17
36.5677,148,-485.3966979980469,740000,148,5081.24,13.8332,4586.98
36.5776,149,-476.8034362792969,745000,149,5148.23,16.3378,4849.42
36.9829,150,-512.7817993164062,750000,150,4803.32,14.2759,4159.37
36.6216,151,-596.9542846679688,755000,151,4457.87,12.3232,2269.1
36.0591,152,-484.2614440917969,760000,152,5071.84,13.6585,4731.54
35.464,153,-465.3609313964844,765000,153,5132.41,15.526,5025.96
35.8397,154,-493.2852478027344,770000,154,5193.78,14.4819,4800.51
35.6164,155,-475.3157958984375,775000,155,4309.36,14.3516,4682.77
34.8746,156,-544.5878295898438,780000,156,5106.47,12.6423,4256.12
34.5145,157,-544.3135986328125,785000,157,5098.89,12.599,4665.35
36.4026,158,-518.548828125,790000,158,5137.69,13.8761,4759.36
34.7728,159,-468.53179931640625,795000,159,5249.66,14.6292,4587.37
35.28,160,-489.6639709472656,800000,160,4976.68,13.9508,4129.8
36.5905,161,-543.9204711914062,805000,161,5087.1,14.9117,4775.84
37.5593,162,-594.2295532226562,810000,162,4801.93,16.6063,4786.82
35.3873,163,-473.0412902832031,815000,163,5186.62,13.8984,4800.19
37.0354,164,-571.935302734375,820000,164,4669.99,14.3729,4592.26
34.9542,165,-497.3424072265625,825000,165,4979.71,14.2934,4874.16
35.4717,166,-621.6196899414062,830000,166,5157.89,12.0313,4011.77
37.4373,167,-586.4374389648438,835000,167,5192.89,13.0365,4663.86
35.8289,168,-538.8643188476562,840000,168,4289.18,14.657,4133.65
38.4272,169,-790.8414306640625,845000,169,5161.44,12.2219,3378.45
36.1724,170,-546.0658569335938,850000,170,5209.31,13.4354,5035.64
36.3128,171,-502.20941162109375,855000,171,5219.32,15.9922,5113.72
36.1782,172,-565.5679931640625,860000,172,5025.73,14.0831,4921.42
35.6172,173,-552.2999267578125,865000,173,5089.0,14.1634,4333.13
35.8554,174,-532.0521850585938,870000,174,5188.7,15.4589,5071.6
37.8686,175,-619.0714721679688,875000,175,5127.89,14.1299,4943.77
35.576,176,-514.2054443359375,880000,176,5265.88,15.0535,5109.5
35.5029,177,-596.61767578125,885000,177,5127.28,15.8122,5048.49
36.8309,178,-651.3438110351562,890000,178,5129.76,19.1569,5040.11
36.2266,179,-565.8382568359375,895000,179,5193.66,15.4317,4890.5
36.2888,180,-563.1119995117188,900000,180,5196.83,15.1917,4887.84
34.8833,181,-549.783203125,905000,181,5210.42,14.4238,5051.93
35.3384,182,-511.5781555175781,910000,182,5170.8,14.4296,4821.21
35.009,183,-569.4302978515625,915000,183,5137.75,14.2411,4794.0
35.0828,184,-500.26239013671875,920000,184,5250.29,14.3533,4937.39
36.1882,185,-564.795166015625,925000,185,5221.57,15.2218,5117.62
35.2877,186,-584.6434326171875,930000,186,5247.67,15.3555,5132.94
36.5954,187,-579.0439453125,935000,187,5255.26,15.5237,5109.12
35.2203,188,-558.2605590820312,940000,188,4985.83,13.5263,4946.44
35.4026,189,-557.7130126953125,945000,189,5096.32,15.9115,4282.62
36.0578,190,-545.2838745117188,950000,190,5028.32,14.6401,4648.36
33.993,191,-505.9922790527344,955000,191,5317.2,13.2502,4829.98
35.1996,192,-612.7940063476562,960000,192,5112.1,14.7184,5004.67
37.0376,193,-646.0111083984375,965000,193,5157.43,15.2763,4786.26
34.3097,194,-544.7076416015625,970000,194,5258.6,14.1304,5085.45
34.5032,195,-580.43798828125,975000,195,5243.0,14.4202,5126.16
34.1284,196,-562.0857543945312,980000,196,5301.02,15.1678,5128.66
35.5111,197,-676.0127563476562,985000,197,5209.34,15.0941,4994.81
35.1702,198,-559.52490234375,990000,198,5262.78,14.0519,5063.88
36.4759,199,-672.3916625976562,995000,199,4955.13,15.0389,4764.21
36.3603,200,-649.0718383789062,1000000,200,5193.08,13.9501,5067.25
35.1524,201,-730.3775634765625,1005000,201,5199.14,14.1312,5059.72
36.7801,202,-674.2556762695312,1010000,202,5139.87,14.9836,4995.62
37.5682,203,-849.6611328125,1015000,203,5007.98,26.6935,4922.72
37.0849,204,-703.0335083007812,1020000,204,5100.02,14.8727,4735.58
37.0277,205,-670.459716796875,1025000,205,5094.58,14.3255,4967.91
35.8602,206,-620.4791259765625,1030000,206,5139.83,14.8597,5053.6
36.1531,207,-678.1660766601562,1035000,207,5033.14,14.9957,4729.49
37.3212,208,-701.0126342773438,1040000,208,5097.05,14.8136,4940.04
35.7371,209,-638.5066528320312,1045000,209,5076.25,14.2699,5048.57
37.4851,210,-699.22998046875,1050000,210,4839.14,15.2318,4969.79
36.8419,211,-714.5059814453125,1055000,211,4988.2,15.1822,4955.14
36.1855,212,-668.4046630859375,1060000,212,5218.43,15.3229,5098.61
36.2961,213,-672.0489501953125,1065000,213,5131.05,14.4813,5017.55
35.466,214,-659.138427734375,1070000,214,5204.83,14.5058,5065.08
36.6397,215,-699.6982421875,1075000,215,5203.75,15.1503,5055.45
36.1149,216,-673.3576049804688,1080000,216,5288.33,15.1005,4678.26
36.0185,217,-664.7677612304688,1085000,217,5302.09,15.4412,5102.28
36.1626,218,-810.289794921875,1090000,218,5320.73,13.4421,4872.45
35.6951,219,-661.205078125,1095000,219,5324.92,14.6009,4939.37
37.0855,220,-764.1279907226562,1100000,220,5260.04,14.5556,4800.38
35.0414,221,-675.8511962890625,1105000,221,5270.37,13.7088,4938.78
35.4325,222,-704.6437377929688,1110000,222,4819.79,13.6891,4751.58
35.6816,223,-829.2157592773438,1115000,223,5269.58,13.8729,2904.61
36.7274,224,-1003.53076171875,1120000,224,5302.46,13.8619,4473.5
35.0662,225,-646.00732421875,1125000,225,5365.01,14.4413,4577.84
34.8827,226,-801.3212280273438,1130000,226,5363.14,13.6654,4774.59
34.6346,227,-646.0287475585938,1135000,227,5298.7,14.3606,5176.93
34.9846,228,-657.8662109375,1140000,228,5282.34,13.9212,4928.62
34.9007,229,-662.2310791015625,1145000,229,5293.29,14.1128,4686.77
35.4978,230,-666.9992065429688,1150000,230,5033.6,14.3646,5089.35
35.393,231,-756.493896484375,1155000,231,4554.42,13.176,4612.06
35.9901,232,-796.0821533203125,1160000,232,5262.27,14.7849,4175.73
36.222,233,-772.435791015625,1165000,233,4823.04,13.3159,4653.11
35.172,234,-689.4713745117188,1170000,234,5187.26,14.0831,5037.06
35.2527,235,-718.8195190429688,1175000,235,5273.24,14.0678,5105.17
35.0349,236,-699.47412109375,1180000,236,5217.15,14.6006,5089.92
35.1936,237,-782.9577026367188,1185000,237,5280.47,12.8632,5116.76
35.2146,238,-722.7891845703125,1190000,238,5039.21,14.419,4638.75
36.1387,239,-795.4232788085938,1195000,239,4979.08,14.6503,4165.44
34.4671,240,-741.1478881835938,1200000,240,5219.68,13.9433,4832.32
35.0475,241,-726.3228759765625,1205000,241,5213.62,14.0978,4640.55
35.6355,242,-839.8508911132812,1210000,242,5286.69,17.6416,5095.57
35.1427,243,-813.7133178710938,1215000,243,5280.47,13.109,4254.45
34.4295,244,-746.6375732421875,1220000,244,5266.1,13.6264,5117.44
35.0097,245,-941.4473876953125,1225000,245,4381.63,14.8309,4696.87
35.5411,246,-737.9277954101562,1230000,246,4868.74,13.7554,4710.27
37.1087,247,-1039.115966796875,1235000,247,3105.31,13.9234,2837.38
36.0675,248,-1023.87060546875,1240000,248,1910.04,13.7055,4301.54
36.3407,249,-916.5636596679688,1245000,249,5053.18,13.5172,4888.09
36.2819,250,-921.9346313476562,1250000,250,4340.38,14.1283,4152.99
35.0519,251,-837.508056640625,1255000,251,5288.49,14.4721,4865.21
36.0146,252,-1025.087646484375,1260000,252,3402.79,15.6997,2348.73
41.2233,253,-1626.4482421875,1265000,253,106.51,33.0253,113.17
36.1262,254,-952.0685424804688,1270000,254,5241.22,14.7148,3680.82
35.5264,255,-1024.89306640625,1275000,255,5049.56,16.6587,4625.92
34.5748,256,-870.922119140625,1280000,256,5191.46,13.1199,4348.16
34.9531,257,-985.0675048828125,1285000,257,5223.33,13.1652,4260.14
35.6921,258,-1171.2161865234375,1290000,258,4793.79,15.0177,2100.89
36.4923,259,-1223.7291259765625,1295000,259,5276.94,18.7436,2357.27
34.4181,260,-820.9794921875,1300000,260,5303.52,12.6489,3230.66
34.8811,261,-933.630126953125,1305000,261,5262.08,15.2298,3797.1
36.8634,262,-1380.2880859375,1310000,262,3930.08,26.7983,2887.09
35.1756,263,-905.258544921875,1315000,263,5252.51,15.4984,2939.23
37.2682,264,-1413.441650390625,1320000,264,2582.05,20.2875,1088.86
34.9063,265,-821.0152587890625,1325000,265,4955.62,14.0622,4757.67
37.7208,266,-1517.721923828125,1330000,266,4445.08,24.8632,3464.62
36.7801,267,-1024.6463623046875,1335000,267,4084.26,15.6389,4073.17
35.7698,268,-962.1505737304688,1340000,268,5312.08,14.3627,4223.38
35.4411,269,-957.986328125,1345000,269,4914.75,14.7471,4811.0
35.8469,270,-1181.8216552734375,1350000,270,4520.99,26.9081,4211.57
34.6772,271,-838.0765991210938,1355000,271,4534.1,14.086,4752.78
36.2676,272,-1144.1943359375,1360000,272,5173.34,17.6258,4912.02
35.5358,273,-943.8750610351562,1365000,273,5058.85,13.5624,4933.64
35.0231,274,-896.8231811523438,1370000,274,4845.53,12.5679,4774.93
35.6926,275,-1008.0263671875,1375000,275,2431.2,16.2091,5043.82
39.0233,276,-1517.0770263671875,1380000,276,3234.51,25.879,797.07
35.5572,277,-1089.232666015625,1385000,277,4930.41,19.3212,4474.97
35.2186,278,-1186.354736328125,1390000,278,5356.03,25.2311,4425.68
35.0066,279,-941.1278686523438,1395000,279,5355.27,13.8701,4538.64
34.45,280,-920.3881225585938,1400000,280,5339.49,13.1123,4914.27
35.0411,281,-1050.290771484375,1405000,281,5349.45,15.9808,4971.42
35.9851,282,-1171.1368408203125,1410000,282,4350.22,21.2253,3341.2
35.7059,283,-1057.7373046875,1415000,283,5223.74,19.9464,5091.19
36.9738,284,-1332.33935546875,1420000,284,2856.02,19.0856,1983.3
55.0907,285,-2457.493408203125,1425000,285,71.32,56.4008,115.96
48.6278,286,-2089.78466796875,1430000,286,325.03,82.1453,334.65
45.2388,287,-2065.051025390625,1435000,287,590.17,54.744,466.1
45.7406,288,-2238.198974609375,1440000,288,142.12,21.7241,1621.57
39.0998,289,-1817.46142578125,1445000,289,1934.38,12.4551,2167.85
37.5638,290,-1684.326171875,1450000,290,2465.81,12.1616,3070.68
35.5277,291,-1313.0023193359375,1455000,291,3980.27,13.0678,3962.38
34.6257,292,-1242.8243408203125,1460000,292,4455.25,11.2747,3932.08
36.8333,293,-1715.8896484375,1465000,293,1390.91,19.3006,2488.52
35.0287,294,-1351.7357177734375,1470000,294,2677.12,11.2357,3811.84
37.5591,295,-1941.3392333984375,1475000,295,1580.12,12.2777,1720.63
35.8952,296,-1666.0850830078125,1480000,296,3133.61,11.2919,2495.47
35.2084,297,-1592.9842529296875,1485000,297,3720.94,11.8676,4457.6
36.6113,298,-1704.0994873046875,1490000,298,4622.12,15.5226,3754.81
36.3739,299,-1544.6673583984375,1495000,299,3116.45,12.1096,2498.67
37.9468,300,-1938.612548828125,1500000,300,813.78,17.2609,2019.4
39.6492,301,-1468.5750732421875,1505000,301,3083.2,14.6642,2104.82
50.3786,302,-2248.994384765625,1510000,302,487.64,16.8773,258.59
46.6043,303,-2464.76220703125,1515000,303,391.68,27.6088,766.11
36.3142,304,-1346.922119140625,1520000,304,5178.42,15.482,4542.52
35.184,305,-1234.3099365234375,1525000,305,4929.08,12.906,4709.9
36.0702,306,-1404.55810546875,1530000,306,3427.96,14.8505,4370.21
35.415,307,-1369.277099609375,1535000,307,4582.96,13.1868,4182.75
36.2636,308,-1594.149658203125,1540000,308,2550.25,12.404,3859.68
34.8837,309,-1465.6727294921875,1545000,309,4759.08,12.9741,4198.34
35.0724,310,-1611.4661865234375,1550000,310,4756.58,12.1116,3861.92
36.1672,311,-1278.380859375,1555000,311,4974.98,13.5527,4952.55
35.1103,312,-1224.4755859375,1560000,312,5168.03,13.3897,4582.49
34.9394,313,-1485.9224853515625,1565000,313,5278.65,14.5504,4583.55
34.5419,314,-1122.1771240234375,1570000,314,5190.67,13.3148,5061.49
33.9522,315,-1073.7635498046875,1575000,315,5235.1,13.4655,4915.25
34.4714,316,-1369.336181640625,1580000,316,5055.61,11.8297,4666.75
33.6878,317,-1067.23779296875,1585000,317,5344.86,13.4041,5200.53
33.5847,318,-1248.991943359375,1590000,318,5311.98,11.7267,4955.6
33.2847,319,-1048.392333984375,1595000,319,5352.08,12.8519,5138.11
34.0459,320,-1256.3502197265625,1600000,320,5399.21,13.0189,4922.72
33.5594,321,-1013.009521484375,1605000,321,5340.78,12.9128,4984.4
34.9434,322,-1408.2708740234375,1610000,322,5381.37,15.2141,4715.33
33.734,323,-1123.9979248046875,1615000,323,5288.3,13.0913,4483.97
34.6237,324,-1320.83154296875,1620000,324,5116.52,13.0811,4302.72
34.2631,325,-1213.297607421875,1625000,325,5213.71,13.2012,4216.08
33.8052,326,-1138.1292724609375,1630000,326,5407.28,12.868,3699.66
33.7342,327,-1252.9849853515625,1635000,327,5115.23,12.443,4324.6
34.5989,328,-1373.2421875,1640000,328,5358.91,13.1487,5003.44
34.3552,329,-1388.834228515625,1645000,329,5401.27,13.929,4734.35
34.6581,330,-1542.3798828125,1650000,330,5315.31,12.9256,4912.66
33.6554,331,-1342.262451171875,1655000,331,4814.15,12.8134,4693.66
34.2254,332,-1414.9100341796875,1660000,332,4842.62,13.4631,5106.8
34.1483,333,-1140.7237548828125,1665000,333,5043.15,13.2289,4936.54
34.0362,334,-1117.045654296875,1670000,334,4997.69,11.9038,4678.82
34.638,335,-1199.574462890625,1675000,335,5274.07,12.8958,4482.32
34.5118,336,-1554.46240234375,1680000,336,4817.97,13.7616,3261.56
34.2549,337,-1526.531005859375,1685000,337,4845.25,11.621,4596.68
35.1729,338,-1879.9674072265625,1690000,338,5050.05,12.402,4901.53
36.3031,339,-1985.58154296875,1695000,339,3718.78,13.027,2006.72
34.4692,340,-1338.488525390625,1700000,340,5272.84,11.9233,4720.98
36.0281,341,-2007.413330078125,1705000,341,3909.64,25.3591,4487.97
34.8742,342,-1445.197998046875,1710000,342,5367.28,16.0244,4920.66
35.6356,343,-1990.859130859375,1715000,343,5287.79,14.6951,4409.76
35.4647,344,-2051.73681640625,1720000,344,3139.26,12.3087,2797.97
35.4533,345,-1584.870849609375,1725000,345,5317.69,11.8596,4193.35
34.3391,346,-1543.4820556640625,1730000,346,5240.0,15.3265,4522.45
37.2324,347,-3257.3994140625,1735000,347,4110.44,36.2693,2616.15
34.1473,348,-1739.8919677734375,1740000,348,4302.41,18.1326,3732.6
34.4454,349,-1977.548095703125,1745000,349,953.25,14.3955,2169.19
39.4189,350,-3667.9541015625,1750000,350,678.12,53.5211,2140.23
33.4069,351,-1482.5921630859375,1755000,351,5342.6,17.4019,4426.1
36.8828,352,-2780.347412109375,1760000,352,3368.12,38.3639,2340.4
35.3988,353,-2183.425537109375,1765000,353,4971.77,24.4299,3752.2
35.3715,354,-2961.471923828125,1770000,354,4300.93,41.6048,3808.57
34.5953,355,-2163.2392578125,1775000,355,4391.44,20.8836,3184.42
35.1337,356,-1605.6728515625,1780000,356,4771.58,16.7054,4180.84
35.5025,357,-1909.566650390625,1785000,357,2104.46,19.2849,3065.69
34.8772,358,-1749.176025390625,1790000,358,5000.78,13.7608,4090.89
35.8413,359,-1703.147705078125,1795000,359,2279.19,13.0781,3333.19
35.3622,360,-2078.818115234375,1800000,360,1792.29,11.5134,3180.35
35.4696,361,-2107.100341796875,1805000,361,3444.01,13.6986,4084.91
34.7801,362,-1285.082763671875,1810000,362,5310.46,12.0004,3593.8
33.5582,363,-1964.195068359375,1815000,363,4586.69,17.3153,3785.52
34.4367,364,-1649.8988037109375,1820000,364,5394.03,11.8786,4629.25
34.935,365,-1990.520263671875,1825000,365,5251.14,11.7942,4393.57
34.0214,366,-1237.9114990234375,1830000,366,5107.92,12.216,4419.33
33.8747,367,-1712.68896484375,1835000,367,1697.71,10.5497,3564.77
33.2228,368,-1300.5731201171875,1840000,368,5281.56,11.8905,4655.49
35.3593,369,-2418.877685546875,1845000,369,3204.36,14.0506,3500.73
34.6674,370,-1455.5938720703125,1850000,370,5403.4,12.6754,5255.75
34.3491,371,-1509.5142822265625,1855000,371,4511.97,11.1404,4779.87
33.8222,372,-1325.299560546875,1860000,372,5125.38,12.3543,4093.77
32.6608,373,-1349.163818359375,1865000,373,4746.83,11.0304,4483.5
33.7804,374,-1636.9591064453125,1870000,374,4725.32,13.337,5066.14
37.521,375,-3114.195556640625,1875000,375,3721.1,10.306,3246.16
34.3772,376,-2006.194580078125,1880000,376,5305.03,10.3264,3584.92
33.5204,377,-1719.188232421875,1885000,377,4934.89,10.9017,4152.65
34.1343,378,-1349.5142822265625,1890000,378,4873.75,11.3077,4171.32
33.6083,379,-1546.23193359375,1895000,379,3275.08,12.0147,2629.4
34.2647,380,-1660.552001953125,1900000,380,5427.09,11.6659,4239.83
36.4937,381,-2764.3388671875,1905000,381,3680.06,11.4339,2748.41
35.426,382,-2386.55078125,1910000,382,2751.7,11.396,3653.53
36.3052,383,-2988.17822265625,1915000,383,2128.13,14.6193,2083.32
