Running Env Steps,Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Forward KL,Real Det Return,Running Update Time
3835000,-10335.0771484375,4331.44,767,17.77,41.6734,4467.7,767
3840000,-10222.0908203125,4335.75,768,18.5093,41.8513,4443.04,768
3845000,-10341.904296875,4371.56,769,18.3704,41.3167,4481.39,769
3850000,-10370.0771484375,4382.04,770,18.2612,41.5474,4498.32,770
3855000,-10160.5478515625,4353.87,771,18.0244,41.5538,4468.51,771
3860000,-10224.517578125,4370.32,772,18.5355,41.661,4497.53,772
3865000,-10293.6787109375,4358.24,773,17.3145,41.2811,4465.24,773
3870000,-10285.48828125,4349.38,774,18.2095,41.7546,4448.11,774
3875000,-10186.302734375,4381.65,775,17.9517,41.6574,4482.11,775
3880000,-10209.04296875,4382.38,776,17.8939,41.521,4444.26,776
3885000,-10177.474609375,4369.51,777,17.8662,41.5626,4469.26,777
3890000,-10070.9892578125,4394.08,778,17.7394,41.3098,4478.39,778
3895000,-10320.0224609375,4376.95,779,18.0203,41.4129,4429.49,779
3900000,-10248.943359375,4369.49,780,18.4029,41.5388,4438.21,780
3905000,-10145.5478515625,3865.02,781,18.312,41.5015,4401.55,781
3910000,-13677.0400390625,116.64,782,75.3057,52.5087,118.05,782
3915000,-12840.794921875,475.61,783,78.0858,51.0623,455.06,783
3920000,-13800.5146484375,656.87,784,31.3858,47.2934,787.16,784
3925000,-9286.9716796875,839.97,785,55.9629,51.466,837.86,785
3930000,-9604.44140625,903.11,786,62.7069,55.6226,999.36,786
3935000,-12295.279296875,861.62,787,53.7547,47.0311,1630.8,787
3940000,-11729.9189453125,1042.93,788,46.1271,44.8393,1220.6,788
3945000,-11207.57421875,1225.78,789,33.6845,45.266,1801.76,789
3950000,-12476.337890625,1588.22,790,29.7157,44.1352,993.19,790
3955000,-11533.19140625,1494.75,791,34.0383,45.3836,1173.16,791
3960000,-12149.6240234375,2919.54,792,23.9498,45.575,2858.69,792
3965000,-12333.7138671875,2945.18,793,29.8172,44.8671,3669.37,793
3970000,-12275.1171875,3103.46,794,22.2184,44.7313,2949.33,794
3975000,-11910.736328125,3655.8,795,29.674,44.5665,3791.99,795
3980000,-11986.861328125,2593.79,796,34.8114,44.5928,2350.62,796
3985000,-12207.54296875,2806.16,797,26.7378,44.2808,3140.07,797
3990000,-11538.3388671875,3258.09,798,23.9259,43.6559,3891.17,798
3995000,-11351.5029296875,3667.13,799,20.7873,43.709,3866.41,799
4000000,-11189.1162109375,4071.81,800,22.0549,43.4975,4097.11,800
4005000,-11341.4365234375,3928.71,801,20.8487,43.0678,4132.55,801
4010000,-11472.13671875,3524.76,802,21.4367,43.0905,4231.54,802
4015000,-11464.6416015625,3982.0,803,23.2242,43.2656,4322.79,803
4020000,-11404.7041015625,4224.67,804,23.2944,43.4662,4301.99,804
4025000,-11487.3994140625,4255.82,805,23.7936,43.2942,4324.67,805
4030000,-11513.3564453125,4265.29,806,23.2213,42.9398,4291.48,806
4035000,-11561.73828125,4271.62,807,23.1239,42.8856,4274.7,807
4040000,-11532.1484375,4285.04,808,22.8239,42.8053,4293.34,808
4045000,-11575.603515625,4282.03,809,23.5327,43.0855,4319.69,809
4050000,-11547.759765625,4309.36,810,23.0443,42.7863,4325.6,810
4055000,-11573.32421875,4288.59,811,23.3646,42.8888,4309.14,811
4060000,-11556.8046875,4277.53,812,22.7717,42.7429,4328.67,812
4065000,-11606.470703125,4274.92,813,22.5291,42.7516,4325.87,813
4070000,-11612.39453125,4258.96,814,22.5111,42.4717,4298.22,814
4075000,-11566.580078125,4283.12,815,22.5611,42.6022,4329.82,815
4080000,-11592.8974609375,4272.49,816,22.1797,42.5731,4303.32,816
4085000,-11526.84375,4282.62,817,22.2446,42.5029,4300.84,817
4090000,-11476.6142578125,4301.68,818,22.4093,42.5108,4319.13,818
4095000,-11392.375,4318.0,819,22.161,42.3164,4342.73,819
4100000,-11394.6728515625,4322.41,820,22.185,42.3913,4345.34,820
4105000,-11227.9091796875,4312.81,821,21.8538,42.2835,4328.07,821
4110000,-11361.9736328125,4316.1,822,21.9843,42.3383,4347.63,822
4115000,-11405.3193359375,4307.03,823,22.1299,42.4164,4355.39,823
4120000,-11296.12890625,4329.96,824,22.4714,42.4406,4383.25,824
4125000,-11297.220703125,4344.6,825,22.2406,42.1644,4387.53,825
4130000,-11382.1611328125,4337.69,826,21.56,42.4774,4406.69,826
4135000,-11372.0400390625,4335.13,827,22.0808,42.437,4408.57,827
4140000,-11348.533203125,4340.0,828,21.3819,42.3664,4347.48,828
4145000,-11426.0458984375,4327.51,829,20.9685,42.3937,4354.93,829
4150000,-11454.6845703125,4322.99,830,20.9887,42.2098,4404.59,830
4155000,-11382.1904296875,4324.91,831,21.0616,42.0631,4404.98,831
4160000,-11514.220703125,4327.94,832,21.071,42.3068,4408.19,832
4165000,-11551.8505859375,4326.12,833,21.8916,42.3056,4426.86,833
4170000,-11508.146484375,4376.65,834,21.5243,42.2406,4447.63,834
4175000,-11501.3447265625,4317.48,835,21.7197,42.3349,4420.81,835
4180000,-11371.353515625,4343.62,836,21.2739,41.8159,4430.67,836
4185000,-11403.724609375,4380.97,837,20.9861,41.9595,4466.56,837
4190000,-11377.703125,4355.66,838,21.5719,42.343,4448.67,838
4195000,-11413.2666015625,4247.67,839,21.1974,41.9028,4469.95,839
4200000,-11402.57421875,4373.23,840,21.5316,42.0861,4439.67,840
4205000,-11553.716796875,4394.25,841,26.4444,41.9653,4434.02,841
4210000,-11379.9619140625,4378.73,842,21.9656,42.1661,4476.19,842
4215000,-11456.8427734375,4415.28,843,21.926,42.078,4491.68,843
4220000,-11413.58984375,4414.08,844,22.1558,42.3085,4469.59,844
4225000,-11400.3662109375,4398.3,845,22.59,42.3202,4484.75,845
4230000,-11537.724609375,4362.11,846,22.3999,42.6481,4475.07,846
4235000,-11551.490234375,4392.95,847,22.2647,42.3843,4487.6,847
4240000,-11437.830078125,4381.96,848,22.7252,42.3653,4447.05,848
4245000,-11517.6083984375,4394.35,849,22.8129,42.6449,4445.53,849
4250000,-11522.615234375,4389.17,850,22.5902,42.6708,4472.89,850
4255000,-11559.2802734375,4361.39,851,22.1022,42.389,4450.85,851
4260000,-11561.3388671875,4391.62,852,22.2411,42.4721,4456.29,852
4265000,-11550.3173828125,4384.1,853,22.7828,42.3945,4458.53,853
4270000,-11541.49609375,4417.14,854,22.0862,42.3096,4445.92,854
4275000,-11524.6103515625,4377.77,855,22.4841,42.1736,4451.55,855
4280000,-11566.146484375,4398.47,856,22.5087,42.4912,4443.41,856
4285000,-11462.9501953125,4411.54,857,23.0045,42.5119,4474.88,857
4290000,-11397.6142578125,4400.05,858,22.5394,42.2078,4455.66,858
4295000,-11446.6123046875,4400.38,859,22.4473,42.178,4461.33,859
4300000,-11470.6904296875,4386.53,860,22.77,42.1562,4395.93,860
4305000,-11381.3974609375,4408.23,861,22.4913,42.1507,4421.66,861
4310000,-11474.7373046875,4384.22,862,22.3562,42.3834,4410.0,862
4315000,-11348.466796875,4370.88,863,22.394,42.2076,4396.48,863
4320000,-11520.361328125,4407.24,864,22.6527,42.6149,4419.1,864
4325000,-11378.251953125,4405.64,865,23.0658,42.4733,4407.66,865
4330000,-11442.7138671875,4381.39,866,22.2264,42.2232,4429.41,866
4335000,-11453.6640625,4406.55,867,21.7943,42.0658,4423.24,867
4340000,-11528.9306640625,4381.26,868,22.5661,42.6547,4419.99,868
4345000,-11427.474609375,4421.94,869,22.3823,42.1911,4450.34,869
4350000,-11448.9248046875,4401.35,870,22.1349,41.9736,4452.0,870
4355000,-11502.7578125,4403.71,871,22.7418,42.4892,4454.6,871
4360000,-11558.2265625,4428.78,872,22.6497,42.2679,4453.85,872
4365000,-11611.583984375,4422.33,873,22.7313,42.2915,4455.66,873
4370000,-11582.9453125,4406.23,874,23.1335,42.5092,4462.62,874
4375000,-11502.216796875,4419.64,875,22.7044,42.4692,4466.58,875
4380000,-11558.1318359375,4399.42,876,22.4895,42.4105,4463.47,876
4385000,-11519.0908203125,4397.83,877,22.1421,42.3346,4454.15,877
4390000,-11553.162109375,4209.56,878,22.2356,42.2094,4463.83,878
4395000,-11465.5185546875,4239.67,879,22.0362,41.971,4481.0,879
4400000,-11493.3857421875,4375.77,880,22.1452,42.3366,4432.58,880
4405000,-11453.615234375,4391.49,881,22.3177,42.3619,4452.03,881
4410000,-11290.4951171875,4222.71,882,22.0298,41.9949,4473.17,882
4415000,-11461.416015625,4400.08,883,22.5182,42.2261,4464.91,883
4420000,-11459.9873046875,4407.98,884,22.2649,42.0232,4457.08,884
4425000,-11463.869140625,4390.9,885,21.8237,42.1367,4463.23,885
4430000,-11469.7666015625,4386.76,886,22.5702,42.2739,4423.83,886
4435000,-11788.341796875,4378.75,887,23.0217,42.1445,4454.78,887
4440000,-11384.9443359375,4359.36,888,22.9358,42.7513,4422.32,888
4445000,-11504.3935546875,4392.22,889,22.9755,42.4335,4426.39,889
4450000,-11327.486328125,4378.66,890,23.0191,42.222,4421.48,890
4455000,-11490.2646484375,4378.5,891,22.6626,42.4319,4407.3,891
4460000,-11287.345703125,4394.0,892,22.7781,42.0361,4449.24,892
4465000,-11324.919921875,4391.37,893,22.5715,42.0643,4440.43,893
4470000,-11484.294921875,4430.26,894,22.5687,42.0774,4487.63,894
4475000,-11355.8173828125,4403.76,895,22.7154,42.3351,4449.28,895
4480000,-11503.037109375,4395.29,896,23.0252,42.3489,4432.31,896
4485000,-11397.4765625,4422.22,897,22.4446,42.3319,4464.74,897
4490000,-11519.8388671875,4380.48,898,22.4202,42.1817,4431.79,898
4495000,-11294.525390625,4386.7,899,22.489,42.4436,4439.46,899
4500000,-11445.701171875,4395.61,900,23.0413,42.4459,4412.37,900
4505000,-11466.734375,4218.8,901,22.0959,42.2442,4428.84,901
4510000,-11850.6796875,4400.31,902,22.3207,42.6039,4422.28,902
4515000,-11456.7568359375,4435.89,903,22.9438,42.2291,4438.99,903
4520000,-11461.7421875,4396.79,904,22.8008,42.492,4425.65,904
4525000,-11383.72265625,4392.95,905,21.9687,42.4126,4418.47,905
4530000,-11470.796875,4400.03,906,22.6773,42.5608,4449.37,906
4535000,-11428.064453125,4414.45,907,22.6066,42.5754,4448.31,907
4540000,-11515.841796875,4414.69,908,22.3631,42.2873,4454.88,908
4545000,-11541.9140625,4395.24,909,22.5084,42.446,4425.62,909
4550000,-11439.7939453125,4410.81,910,21.7697,42.0448,4421.27,910
4555000,-11506.408203125,4421.42,911,22.1311,42.1897,4458.77,911
4560000,-11606.4130859375,4212.66,912,21.5923,42.1767,4430.19,912
4565000,-11471.359375,4376.72,913,21.7807,42.292,4414.83,913
4570000,-11588.1953125,4408.7,914,21.7281,42.5187,4440.26,914
4575000,-11552.5966796875,4403.57,915,21.1093,42.0162,4454.82,915
4580000,-11585.841796875,4394.64,916,21.5113,42.156,4440.93,916
4585000,-11614.103515625,4439.59,917,22.3724,42.4695,4455.1,917
4590000,-11546.287109375,4382.1,918,21.7303,42.2299,4422.03,918
4595000,-11689.7568359375,4417.16,919,21.4754,42.3536,4463.09,919
4600000,-11596.4912109375,4422.08,920,21.0602,42.0089,4449.42,920
4605000,-11683.6171875,4439.99,921,21.6009,41.963,4467.52,921
4610000,-11658.916015625,4443.18,922,21.7225,42.2259,4434.99,922
4615000,-11660.8583984375,4052.85,923,21.3894,42.0435,4443.31,923
4620000,-11651.8076171875,4445.67,924,22.0421,42.154,4478.63,924
4625000,-11544.4853515625,4247.42,925,21.7493,42.049,4458.6,925
4630000,-11646.5283203125,4422.41,926,21.8605,42.2064,4466.27,926
4635000,-11682.14453125,4441.35,927,21.8171,42.0066,4469.38,927
4640000,-11662.5546875,4414.44,928,21.8856,42.3103,4451.05,928
4645000,-11658.060546875,4423.97,929,21.9783,42.4662,4461.72,929
4650000,-11560.1435546875,4428.5,930,22.0053,42.4426,4440.85,930
4655000,-11670.171875,4417.88,931,22.3226,42.4754,4444.3,931
4660000,-11842.4677734375,4228.81,932,23.6259,42.691,4421.49,932
4665000,-11750.458984375,4398.87,933,23.4001,42.5258,4393.69,933
4670000,-11682.4619140625,4373.61,934,22.9375,42.822,4370.3,934
4675000,-11806.974609375,4377.05,935,23.2143,42.8479,4377.8,935
4680000,-11862.203125,4183.65,936,24.2444,43.0632,4366.73,936
4685000,-11878.2880859375,4347.96,937,24.5305,43.2017,4354.7,937
4690000,-12177.2685546875,3189.01,938,26.5743,42.7092,4351.08,938
4695000,-14169.4638671875,726.39,939,45.5833,48.9893,600.37,939
4700000,-12952.1103515625,1273.7,940,56.9168,45.129,1451.22,940
4705000,-12180.8125,3597.71,941,31.2203,44.0406,3969.76,941
4710000,-13174.2548828125,4186.85,942,26.8253,44.3108,4204.64,942
4715000,-12562.740234375,4349.08,943,25.433,43.2135,4325.45,943
4720000,-12210.2353515625,4303.01,944,25.026,43.3459,4263.48,944
4725000,-12508.52734375,4229.79,945,24.2748,43.2554,4244.11,945
4730000,-12503.3134765625,4353.16,946,26.0228,43.0682,4381.22,946
4735000,-12160.2138671875,4340.81,947,24.2592,42.7308,4368.4,947
4740000,-12013.828125,4291.09,948,23.2508,42.7619,4348.7,948
4745000,-12152.359375,4351.76,949,23.8925,42.6408,4387.43,949
4750000,-12122.162109375,4402.32,950,24.6002,42.7849,4447.98,950
4755000,-12216.1669921875,4383.17,951,24.0963,42.6507,4453.92,951
4760000,-12322.5322265625,4383.85,952,24.3957,42.7196,4432.94,952
4765000,-12195.8310546875,4404.01,953,23.6978,42.6976,4449.45,953
4770000,-12236.9560546875,4383.88,954,23.9154,42.5923,4422.12,954
4775000,-12245.37890625,4412.43,955,24.575,42.476,4451.02,955
4780000,-12209.1767578125,4390.21,956,23.6429,42.5529,4428.98,956
4785000,-12224.828125,4377.25,957,23.5554,42.5819,4427.54,957
4790000,-12242.693359375,4397.69,958,23.7497,42.6846,4448.23,958
4795000,-12411.8076171875,4424.71,959,23.4412,42.4178,4454.91,959
4800000,-12328.033203125,4441.44,960,23.3624,42.2148,4478.18,960
4805000,-12341.1240234375,4426.93,961,23.4012,42.4266,4478.37,961
4810000,-12280.2998046875,4431.7,962,23.1175,42.4231,4479.4,962
4815000,-12382.4384765625,4435.72,963,23.775,42.4577,4489.76,963
4820000,-12214.0712890625,4441.92,964,22.9122,42.1937,4479.73,964
4825000,-12338.150390625,4430.6,965,23.4315,42.4794,4492.11,965
4830000,-12366.2734375,4445.24,966,23.2326,42.3653,4485.97,966
4835000,-12269.7998046875,4455.92,967,23.4184,42.3857,4479.33,967
4840000,-12329.5654296875,4448.87,968,23.7346,42.4123,4487.68,968
4845000,-12359.66796875,4473.55,969,23.8844,42.555,4508.58,969
4850000,-12460.8994140625,4442.99,970,24.225,42.5849,4466.62,970
4855000,-12264.0341796875,4421.9,971,23.672,42.4251,4475.68,971
4860000,-12464.2333984375,4433.21,972,23.9946,42.6372,4452.35,972
4865000,-12235.5458984375,4447.39,973,23.1031,42.2026,4491.46,973
4870000,-12166.9716796875,4475.66,974,23.3054,42.1972,4509.95,974
4875000,-12317.6748046875,4474.55,975,23.3315,42.2221,4524.92,975
4880000,-12290.771484375,4443.55,976,23.5905,42.1846,4484.31,976
4885000,-12290.1171875,4452.03,977,23.5492,42.3647,4484.47,977
4890000,-12333.2841796875,4476.68,978,23.8188,42.4914,4528.64,978
4895000,-12313.658203125,4494.29,979,23.9519,42.4878,4496.09,979
4900000,-12410.302734375,4489.69,980,24.5817,42.4283,4510.17,980
4905000,-12348.8408203125,4476.36,981,23.8423,42.3262,4509.96,981
4910000,-12312.7861328125,4484.41,982,23.3607,42.304,4503.4,982
4915000,-12408.4130859375,4483.18,983,23.3836,42.2437,4511.51,983
4920000,-12313.1767578125,4488.52,984,23.6681,42.1845,4524.09,984
4925000,-12309.5966796875,4440.51,985,22.9772,41.8303,4492.94,985
4930000,-12272.1728515625,4427.76,986,23.1456,42.061,4447.31,986
4935000,-12263.9267578125,4432.9,987,22.2703,42.1504,4463.78,987
4940000,-12323.1298828125,4443.57,988,22.6826,41.8063,4475.61,988
4945000,-12412.662109375,4442.62,989,22.0824,41.9361,4490.92,989
4950000,-12342.947265625,4487.16,990,22.4645,41.9368,4434.57,990
4955000,-12282.4443359375,4481.64,991,22.6078,41.9803,4400.16,991
4960000,-12303.1103515625,4463.95,992,22.5192,41.9454,4449.34,992
4965000,-12423.6904296875,4470.06,993,22.7944,42.1402,4489.34,993
4970000,-12470.6201171875,4472.66,994,22.5985,42.0765,4454.56,994
4975000,-12160.48046875,4449.52,995,22.0676,41.8805,4455.38,995
4980000,-12169.6640625,4461.56,996,21.9656,41.897,4440.95,996
4985000,-12269.947265625,4420.0,997,22.6153,42.4025,4364.11,997
4990000,-12394.38671875,4443.83,998,22.2043,41.9544,4466.67,998
4995000,-12336.9375,4401.2,999,21.9147,42.2467,4390.69,999
5000000,-12151.12109375,4366.96,1000,21.0498,42.1194,4396.65,1000
5005000,-12418.388671875,4423.71,1001,21.7683,41.908,4452.34,1001
5010000,-12436.7548828125,4383.12,1002,20.7883,41.9888,4443.76,1002
5015000,-12446.3310546875,4410.52,1003,21.7193,42.2479,4444.85,1003
5020000,-12390.0888671875,4426.89,1004,21.0824,42.1108,4470.51,1004
5025000,-12521.998046875,4404.85,1005,21.5483,42.3413,4420.32,1005
5030000,-12403.33203125,4397.97,1006,21.0061,42.2344,4452.22,1006
5035000,-12519.6611328125,4423.1,1007,21.1285,42.1868,4453.8,1007
5040000,-12646.3193359375,4442.83,1008,23.0212,42.1345,4460.81,1008
5045000,-12766.9013671875,4431.83,1009,22.0924,42.1854,4442.42,1009
5050000,-12586.2431640625,4416.4,1010,21.4433,42.4721,4283.5,1010
5055000,-12628.33984375,4397.84,1011,21.2897,42.1826,4430.85,1011
5060000,-12501.556640625,4456.68,1012,21.2635,42.1032,4472.0,1012
5065000,-12499.5,4427.05,1013,21.0192,41.9442,4417.25,1013
5070000,-12661.9912109375,4406.48,1014,20.8889,42.1752,4415.67,1014
5075000,-12694.955078125,4390.59,1015,21.0225,42.4259,4421.89,1015
5080000,-12602.544921875,4434.17,1016,21.4583,42.1506,4431.4,1016
5085000,-12816.4619140625,4417.89,1017,21.3728,42.1877,4447.03,1017
5090000,-12712.271484375,4425.15,1018,21.172,42.3119,4426.86,1018
5095000,-12866.1953125,4201.47,1019,21.0076,42.8943,4449.35,1019
5100000,-12730.58203125,4393.49,1020,20.899,42.1029,4403.55,1020
5105000,-12637.5498046875,4449.03,1021,21.7351,42.1204,4420.69,1021
5110000,-12826.18359375,4255.64,1022,21.8261,42.5786,4403.76,1022
5115000,-12669.3203125,4412.89,1023,21.9123,42.7567,4433.2,1023
5120000,-12535.310546875,4437.72,1024,21.3879,42.4182,4460.89,1024
5125000,-12588.9912109375,4406.26,1025,21.7116,42.6293,4482.29,1025
5130000,-12696.7783203125,4416.59,1026,21.7814,42.3492,4431.85,1026
5135000,-12649.5322265625,4408.3,1027,21.9338,42.4282,4456.92,1027
5140000,-12645.728515625,4390.13,1028,23.2068,42.3897,4418.61,1028
5145000,-12485.2255859375,4389.68,1029,22.3437,42.7882,4399.26,1029
5150000,-12706.923828125,4187.03,1030,21.9104,42.4055,4370.64,1030
5155000,-12494.7578125,4391.62,1031,22.4323,42.4041,4424.32,1031
5160000,-12813.8955078125,4027.51,1032,22.5579,42.8286,4431.56,1032
5165000,-12731.3515625,4383.58,1033,22.1674,42.8194,4401.28,1033
5170000,-12555.5,4330.29,1034,21.5182,42.1876,4423.08,1034
5175000,-12552.1611328125,4426.31,1035,20.813,41.9263,4448.31,1035
5180000,-12461.3359375,4439.41,1036,20.6936,41.9,4478.29,1036
5185000,-12474.4013671875,4442.04,1037,20.6969,42.1579,4507.03,1037
5190000,-12556.2099609375,4440.73,1038,20.9906,42.0973,4494.48,1038
5195000,-12908.77734375,4436.14,1039,21.8945,42.3167,4472.04,1039
5200000,-12570.234375,4416.17,1040,20.5908,42.0422,4440.45,1040
5205000,-12484.595703125,4447.91,1041,20.6996,41.74,4460.32,1041
5210000,-12756.8681640625,4439.91,1042,21.0203,42.1808,4463.75,1042
5215000,-12560.0380859375,4411.18,1043,20.646,42.0694,4452.62,1043
5220000,-12586.697265625,4428.75,1044,20.5772,42.0294,4412.16,1044
5225000,-12681.654296875,4425.56,1045,20.0602,41.7968,4400.59,1045
5230000,-12280.994140625,4406.38,1046,20.4201,41.9971,4397.34,1046
5235000,-12199.2646484375,4373.14,1047,19.9972,41.7194,4314.03,1047
5240000,-12682.041015625,4196.42,1048,20.7706,42.288,4343.1,1048
5245000,-12703.51171875,4298.81,1049,20.6991,42.279,4467.6,1049
5250000,-12579.3466796875,4451.9,1050,20.5999,42.361,4462.27,1050
5255000,-12836.650390625,4458.61,1051,21.4584,42.4524,4448.5,1051
5260000,-12880.0751953125,4450.26,1052,21.2991,42.0517,4425.65,1052
5265000,-12773.9619140625,4281.47,1053,20.7947,42.5264,4442.4,1053
5270000,-12736.017578125,4338.76,1054,20.971,42.3191,4521.69,1054
5275000,-12839.09375,4425.94,1055,20.9146,42.1582,4468.93,1055
5280000,-12741.8056640625,4433.02,1056,20.5854,42.2085,4448.23,1056
5285000,-12627.044921875,4425.91,1057,20.181,42.2159,4501.81,1057
5290000,-12785.95703125,4459.08,1058,20.99,42.5836,4497.98,1058
5295000,-12854.6259765625,4164.73,1059,20.1452,42.2752,4472.53,1059
5300000,-12850.091796875,4249.34,1060,20.9927,42.5212,4466.24,1060
5305000,-12591.19140625,3898.19,1061,20.8511,42.3755,4411.99,1061
5310000,-12691.177734375,4430.57,1062,20.5746,42.0895,4443.43,1062
5315000,-12874.8681640625,4218.79,1063,20.2821,42.0629,4468.31,1063
5320000,-12965.654296875,4425.76,1064,21.5396,42.3211,4429.2,1064
5325000,-13072.8134765625,3626.55,1065,20.7623,42.1971,4453.02,1065
5330000,-13483.2421875,4259.98,1066,22.6773,42.777,4493.94,1066
5335000,-12925.205078125,4437.49,1067,21.305,42.1242,4327.6,1067
5340000,-13136.619140625,4166.89,1068,21.2439,42.3977,4499.42,1068
5345000,-13153.259765625,4301.77,1069,21.1526,42.1928,4160.33,1069
5350000,-13282.0830078125,3963.95,1070,20.8999,42.0796,4119.78,1070
5355000,-13708.341796875,4021.93,1071,23.3217,42.7218,4474.2,1071
5360000,-13325.185546875,4372.55,1072,21.4,42.7936,4425.94,1072
5365000,-13319.7578125,4251.69,1073,22.9091,42.2395,4413.0,1073
5370000,-13141.0068359375,3959.14,1074,20.6989,41.9167,4443.47,1074
5375000,-13158.0869140625,4217.5,1075,20.5459,42.0811,4394.24,1075
5380000,-13104.4873046875,4375.62,1076,21.651,42.118,4346.58,1076
5385000,-12971.8076171875,4160.9,1077,21.5397,42.3743,4341.95,1077
5390000,-13042.2705078125,4127.0,1078,20.9894,41.9795,4448.77,1078
5395000,-12989.3994140625,4096.2,1079,20.9223,41.6577,4426.63,1079
5400000,-13282.3505859375,4334.95,1080,21.7942,42.1598,4426.05,1080
5405000,-13188.5146484375,4143.32,1081,21.1844,42.0076,4421.57,1081
5410000,-12958.173828125,3905.45,1082,20.778,42.0371,4406.02,1082
5415000,-12941.9345703125,4091.86,1083,20.8585,41.8438,4439.46,1083
5420000,-12971.5654296875,4370.12,1084,21.4817,41.7324,4527.87,1084
5425000,-13001.8818359375,4309.51,1085,19.8115,41.7784,4460.1,1085
5430000,-13008.6494140625,4405.1,1086,21.226,41.8828,4385.82,1086
5435000,-13080.4287109375,4372.74,1087,22.0779,42.2862,4447.2,1087
5440000,-13033.9375,4369.02,1088,21.692,42.4085,4405.61,1088
5445000,-13056.3271484375,4315.01,1089,21.5231,42.3795,4390.82,1089
5450000,-12916.267578125,4137.16,1090,23.0617,42.3229,4390.94,1090
5455000,-12908.595703125,3893.06,1091,21.7659,42.1492,4429.41,1091
5460000,-13201.3134765625,4243.91,1092,21.4308,42.064,4438.45,1092
5465000,-13276.3017578125,4297.1,1093,21.317,42.0857,4465.87,1093
5470000,-13486.21875,4382.79,1094,22.524,42.3061,4412.83,1094
5475000,-12426.1865234375,-38.99,1095,48.914,53.2017,-45.69,1095
5480000,-11939.2392578125,-10.59,1096,62.0725,55.114,-11.1,1096
5485000,-14296.716796875,284.79,1097,60.0408,50.2216,352.49,1097
5490000,-15247.8193359375,768.48,1098,41.4273,48.6133,701.98,1098
5495000,-15119.703125,303.29,1099,65.7032,50.1187,347.45,1099
5500000,-14781.9365234375,443.39,1100,63.9815,47.9532,474.33,1100
5505000,-14710.619140625,772.01,1101,60.4986,46.7026,397.54,1101
5510000,-12249.4560546875,744.95,1102,59.4057,48.5628,744.16,1102
5515000,-13705.0859375,656.19,1103,52.9182,48.2296,640.27,1103
5520000,-13539.9833984375,614.31,1104,56.8676,49.8476,621.65,1104
5525000,-14746.908203125,628.13,1105,77.5354,45.9874,494.57,1105
5530000,-12910.91015625,1506.02,1106,69.6482,45.377,2268.83,1106
5535000,-15095.37109375,609.02,1107,76.6732,45.8399,579.07,1107
5540000,-14055.8642578125,2723.45,1108,48.3715,43.3357,2982.7,1108
5545000,-14849.181640625,924.53,1109,62.2641,45.239,714.04,1109
5550000,-14194.021484375,3388.17,1110,42.6021,43.7171,2594.85,1110
5555000,-14592.4541015625,1389.88,1111,63.6671,44.2166,2150.64,1111
5560000,-14840.2890625,1784.38,1112,65.5748,45.5809,797.88,1112
5565000,-13248.443359375,1902.81,1113,37.1305,43.6807,776.9,1113
5570000,-14191.5224609375,3420.93,1114,29.6743,43.5234,4413.49,1114
5575000,-13385.3115234375,3485.59,1115,31.9142,43.31,4289.77,1115
5580000,-13533.1015625,4121.61,1116,27.7407,43.1919,4330.42,1116
5585000,-13265.216796875,3663.95,1117,30.9217,43.1884,4226.7,1117
5590000,-13423.177734375,4192.84,1118,28.552,42.9587,4455.94,1118
5595000,-13305.8876953125,3943.81,1119,29.5979,43.1535,4263.22,1119
5600000,-13530.341796875,4208.99,1120,26.6779,42.7182,4330.78,1120
5605000,-13519.232421875,4389.92,1121,27.1696,43.0518,4438.38,1121
5610000,-13685.9052734375,3279.17,1122,27.3933,42.7395,3858.49,1122
5615000,-13505.7109375,3844.85,1123,25.7989,42.864,3884.26,1123
5620000,-13703.11328125,4179.84,1124,26.2293,42.9756,4415.72,1124
5625000,-13697.1103515625,3789.81,1125,27.4775,42.8413,4315.67,1125
5630000,-13520.4619140625,4284.9,1126,25.1084,42.4307,4403.54,1126
5635000,-13841.599609375,3864.17,1127,27.7322,43.0178,3530.33,1127
5640000,-13519.3564453125,3997.12,1128,25.2866,42.424,3555.67,1128
5645000,-13327.2763671875,4400.94,1129,25.5384,42.4572,4419.72,1129
5650000,-13548.7421875,4102.22,1130,25.6491,42.2938,4015.0,1130
5655000,-13588.931640625,4265.16,1131,26.6134,42.7399,4376.15,1131
5660000,-13598.6728515625,4106.85,1132,24.9076,42.4312,4424.77,1132
5665000,-13664.748046875,4256.28,1133,24.8755,42.7247,4447.24,1133
5670000,-13547.0029296875,4288.43,1134,24.7798,42.3685,4452.36,1134
5675000,-13547.0546875,4439.94,1135,24.737,42.2503,4444.73,1135
5680000,-13524.9921875,3933.33,1136,24.3068,42.489,4265.33,1136
5685000,-13524.0205078125,4220.42,1137,24.1214,42.309,4396.42,1137
5690000,-13450.1689453125,4290.07,1138,24.404,42.1178,4415.94,1138
5695000,-13489.5185546875,4105.2,1139,24.0806,42.1997,4332.36,1139
5700000,-13509.3056640625,4027.12,1140,23.6046,42.5389,4445.83,1140
5705000,-13560.4248046875,4282.58,1141,23.9942,42.7246,4456.43,1141
5710000,-13543.314453125,4231.0,1142,23.7939,42.3766,4462.84,1142
5715000,-13583.7919921875,4424.71,1143,24.5139,42.8428,4432.82,1143
5720000,-13553.138671875,4429.14,1144,24.411,42.6315,4413.64,1144
