Running Env Steps,Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Forward KL,Real Det Return,Running Update Time
545000,-887.7623291015625,3452.27,109,15.8497,44.4888,3443.17,109
550000,-856.906005859375,2974.49,110,15.6963,43.9494,3302.28,110
555000,-859.49462890625,3466.49,111,16.031,44.0691,3602.48,111
560000,-709.019775390625,3462.83,112,17.5811,43.4472,3323.72,112
565000,-742.7210693359375,3664.07,113,17.9105,43.9636,3528.48,113
570000,-809.3244018554688,3731.16,114,16.1163,43.4068,3709.85,114
575000,-771.3363037109375,3693.96,115,16.3914,44.0267,3640.12,115
580000,-821.26318359375,3310.77,116,17.7905,43.4848,3892.41,116
585000,-786.8840942382812,3822.11,117,16.1937,43.2698,3894.61,117
590000,-882.1805419921875,3739.75,118,17.7176,43.9789,3814.6,118
595000,-743.7765502929688,3765.96,119,16.9844,43.0435,3872.86,119
600000,-887.0146484375,3488.28,120,17.0961,43.8076,3747.27,120
605000,-1020.3518676757812,3334.15,121,20.0369,44.2324,3714.98,121
610000,-880.7968139648438,3697.72,122,17.519,43.9856,3839.8,122
615000,-816.5162963867188,3634.92,123,17.7175,43.7425,3836.59,123
620000,-815.9872436523438,3808.76,124,16.5973,44.0402,3832.6,124
625000,-798.2252197265625,3694.33,125,16.8974,43.4956,3830.68,125
630000,-840.3397827148438,3850.82,126,17.5656,43.314,3696.05,126
635000,-876.6110229492188,3243.2,127,17.8464,43.49,3637.66,127
640000,-1079.475830078125,3110.02,128,18.473,43.6115,2524.52,128
645000,-935.169677734375,3769.78,129,17.547,43.9104,3749.66,129
650000,-848.2724609375,3666.47,130,17.0313,43.6295,3798.8,130
655000,-873.5240478515625,3658.99,131,17.4859,43.5334,3931.96,131
660000,-884.5302124023438,3670.74,132,16.8886,43.3977,3602.83,132
665000,-896.0785522460938,3751.82,133,17.1569,43.7795,3767.45,133
670000,-904.2434692382812,3654.1,134,15.8894,42.8234,3787.1,134
675000,-885.3978881835938,3609.43,135,17.5165,43.1678,3505.99,135
680000,-883.0870971679688,3808.05,136,17.7473,43.8456,3741.0,136
685000,-892.7198486328125,3734.93,137,16.8127,43.4779,3907.4,137
690000,-874.2245483398438,3573.24,138,16.9095,43.1588,3856.59,138
695000,-930.7727661132812,3688.45,139,17.2418,43.7865,3698.54,139
700000,-956.3662719726562,3702.86,140,17.221,43.5457,3849.88,140
705000,-941.7523193359375,3772.92,141,17.54,43.5536,3839.4,141
710000,-948.4850463867188,3777.74,142,17.6343,44.0399,3825.74,142
715000,-938.4768676757812,3821.36,143,17.4854,43.8702,3851.04,143
720000,-975.4722290039062,3713.99,144,17.9496,43.7319,3755.16,144
725000,-943.7644653320312,3854.53,145,17.3938,43.2201,3734.35,145
730000,-999.7957763671875,3563.44,146,18.5714,43.729,3832.48,146
735000,-971.3213500976562,3613.13,147,16.4204,43.0525,2786.98,147
740000,-943.1846313476562,3832.98,148,17.834,42.9543,2018.24,148
745000,-975.3145751953125,3837.01,149,17.1291,42.7864,3887.05,149
750000,-1004.5595092773438,3701.33,150,17.046,43.8709,3729.17,150
755000,-1008.0791625976562,3879.26,151,18.6514,43.7034,3892.15,151
760000,-999.9745483398438,3852.81,152,16.9599,43.2164,3942.92,152
765000,-1030.93017578125,3777.46,153,17.6795,43.266,2477.89,153
770000,-1023.1950073242188,3876.65,154,17.0207,43.1767,3865.98,154
775000,-1038.830810546875,3767.47,155,17.3799,43.34,3991.96,155
780000,-1018.9027709960938,3871.24,156,17.8225,43.1215,3969.96,156
785000,-1066.9117431640625,3842.72,157,16.7062,43.1472,3967.98,157
790000,-1064.1102294921875,3833.95,158,17.1271,43.2105,3867.77,158
795000,-1042.7708740234375,3893.7,159,16.6998,42.7863,3966.7,159
800000,-1100.0885009765625,3836.05,160,16.9912,42.9436,3960.52,160
805000,-1085.383544921875,3885.3,161,17.5065,43.0025,4005.06,161
810000,-1121.5855712890625,3802.81,162,17.4028,43.5694,3841.35,162
815000,-1103.06103515625,3755.25,163,16.846,42.8249,3855.32,163
820000,-1096.8883056640625,3789.29,164,17.4494,43.2017,3852.43,164
825000,-1136.7393798828125,3788.57,165,18.0524,43.6891,4002.61,165
830000,-1131.1072998046875,3895.58,166,17.2755,42.7501,3936.61,166
835000,-1167.407470703125,3739.32,167,16.8318,43.3687,3894.58,167
840000,-1148.039794921875,3873.47,168,17.5424,43.512,3982.79,168
845000,-1177.8472900390625,3805.38,169,17.2908,43.284,3927.53,169
850000,-1168.689697265625,3756.97,170,17.0817,43.5106,3647.74,170
855000,-1193.666259765625,3872.51,171,17.6998,43.3894,3915.28,171
860000,-1167.4482421875,3885.76,172,16.7979,42.9075,4010.21,172
865000,-1189.6322021484375,3886.5,173,17.5449,43.542,3982.58,173
870000,-1178.4642333984375,3874.37,174,17.6836,43.2902,3987.61,174
875000,-1217.2923583984375,3825.45,175,16.7465,43.3034,3901.49,175
880000,-1226.153564453125,3862.79,176,16.9334,43.0243,3987.24,176
885000,-1233.54931640625,3860.19,177,17.3537,43.205,4029.49,177
890000,-1300.194580078125,3795.62,178,17.0556,43.3968,3902.48,178
895000,-1232.4193115234375,3944.35,179,18.2794,42.9963,3995.56,179
900000,-1283.7664794921875,3805.49,180,16.3082,43.4102,3996.49,180
905000,-1296.5601806640625,3819.75,181,17.259,43.4076,3933.11,181
910000,-1279.673828125,3877.08,182,17.7035,43.0072,3966.06,182
915000,-1307.2686767578125,3811.82,183,17.161,43.1556,3806.05,183
920000,-1279.083984375,3883.8,184,16.9615,42.9936,3662.86,184
925000,-1294.210205078125,3633.58,185,16.3244,42.8095,3609.99,185
930000,-1315.7718505859375,3869.58,186,17.4612,43.4764,3852.15,186
935000,-1354.246826171875,3882.34,187,17.0314,43.2415,3917.23,187
940000,-1343.708984375,3885.15,188,17.2469,43.2405,3990.39,188
945000,-1347.168212890625,3873.15,189,16.6944,42.9128,3967.28,189
950000,-1393.18359375,3908.94,190,17.3137,43.2053,3969.93,190
955000,-1397.231201171875,3905.3,191,17.0016,42.7984,4009.13,191
960000,-1358.112060546875,3865.86,192,17.035,43.2864,3942.69,192
965000,-1348.4364013671875,3846.69,193,16.4463,42.5953,4008.42,193
970000,-1369.699462890625,3879.43,194,16.9792,42.867,3883.55,194
975000,-1375.69287109375,3847.86,195,16.5012,43.1213,3936.81,195
980000,-1431.407470703125,3821.08,196,16.6809,43.0716,3884.43,196
985000,-1376.5859375,3907.09,197,17.8033,42.9594,3951.17,197
990000,-1455.1636962890625,3893.4,198,17.0055,43.2874,3960.49,198
995000,-1456.74853515625,3843.5,199,16.7775,43.1491,3896.64,199
1000000,-1449.7523193359375,3893.84,200,16.1274,42.8552,3974.96,200
1005000,-1431.5667724609375,3924.07,201,17.0683,42.6455,4036.4,201
1010000,-1436.884521484375,3904.01,202,16.4479,42.7051,4071.31,202
1015000,-1448.7435302734375,3922.43,203,16.6282,42.4813,4064.11,203
1020000,-1465.9049072265625,3923.25,204,16.9934,42.8705,4018.68,204
1025000,-1460.976318359375,3877.47,205,16.7914,43.0101,4000.55,205
1030000,-1480.1109619140625,3906.22,206,16.7019,42.685,4037.28,206
1035000,-1463.472412109375,3903.93,207,16.7884,42.6727,4047.84,207
1040000,-1528.3360595703125,3889.33,208,17.0004,42.9722,3989.41,208
1045000,-1507.4805908203125,3939.18,209,16.8427,42.9303,4022.31,209
1050000,-1524.4012451171875,3942.98,210,17.4004,43.0315,4049.42,210
1055000,-1561.6693115234375,3940.97,211,16.6931,42.6659,3983.49,211
1060000,-1546.0247802734375,3931.03,212,16.8067,42.7364,4025.14,212
1065000,-1565.2113037109375,3901.2,213,16.5532,42.5462,3994.07,213
1070000,-1555.747314453125,3926.36,214,17.0939,43.0272,4027.97,214
1075000,-1577.0528564453125,3908.97,215,16.9712,42.9302,4040.04,215
1080000,-1606.8935546875,3911.23,216,16.649,42.7551,4000.5,216
1085000,-1618.967529296875,3923.69,217,17.2334,43.0423,4022.41,217
1090000,-1643.758544921875,3926.79,218,16.8007,42.7314,3984.39,218
1095000,-1607.266357421875,3943.17,219,16.7228,42.609,4043.18,219
1100000,-1649.569091796875,3927.81,220,16.7995,42.8419,3986.26,220
1105000,-1676.736083984375,3872.55,221,17.1455,43.0154,3995.94,221
1110000,-1687.650634765625,3938.87,222,16.9112,42.8652,4040.34,222
1115000,-1679.3104248046875,3935.79,223,16.863,42.9638,4079.83,223
1120000,-1685.5711669921875,3948.76,224,16.9952,43.0496,4034.58,224
1125000,-1708.8277587890625,3937.42,225,16.8898,42.9349,4014.9,225
1130000,-1743.0682373046875,3891.2,226,17.3088,42.9053,3997.27,226
1135000,-1705.048095703125,3935.15,227,17.3208,42.8144,4077.14,227
1140000,-1734.08203125,3923.25,228,16.6813,42.8918,4103.19,228
1145000,-1769.064453125,3962.0,229,16.8548,42.7425,4052.08,229
1150000,-1765.39794921875,3967.7,230,16.998,42.5915,4078.96,230
1155000,-1742.0323486328125,3903.95,231,16.7784,42.7245,4013.62,231
1160000,-1778.5775146484375,3968.96,232,16.9423,42.6032,4108.47,232
1165000,-1733.4791259765625,3932.66,233,16.2367,42.5646,4096.57,233
1170000,-1838.797119140625,3943.17,234,16.7547,43.0893,4106.71,234
1175000,-1800.331787109375,3957.92,235,16.4887,42.712,4068.66,235
1180000,-1775.6668701171875,3840.51,236,16.5285,42.6255,4116.23,236
1185000,-1857.6129150390625,3923.96,237,16.5234,42.7263,4043.91,237
1190000,-1831.25,3956.75,238,16.2378,42.6056,4046.75,238
1195000,-1873.82177734375,3909.38,239,17.0134,42.9562,3997.14,239
1200000,-1893.41552734375,3904.04,240,17.0285,42.9373,3995.4,240
1205000,-1925.129638671875,3960.82,241,16.8511,43.0306,3944.01,241
1210000,-1871.74169921875,3980.25,242,16.8789,42.611,4069.5,242
1215000,-1907.093017578125,3562.0,243,16.8759,42.7467,4079.26,243
1220000,-1897.8411865234375,3735.04,244,16.5976,43.0211,4026.63,244
1225000,-1952.567138671875,3968.66,245,17.2001,43.0852,4100.86,245
1230000,-1930.308349609375,3949.0,246,16.9453,42.6385,4045.28,246
1235000,-1988.6787109375,3754.12,247,17.2247,42.9232,4053.5,247
1240000,-1969.011962890625,3919.47,248,16.7348,42.7134,4115.51,248
1245000,-1921.0677490234375,3980.82,249,17.0484,42.8981,4095.18,249
1250000,-2014.6553955078125,3947.65,250,16.7635,42.9721,4032.76,250
1255000,-2076.823974609375,4010.64,251,17.9098,43.2589,4128.99,251
1260000,-2072.367431640625,3999.65,252,17.5654,43.1597,4082.09,252
1265000,-2062.1806640625,3938.62,253,16.9582,43.1331,4060.07,253
1270000,-2086.80810546875,3992.83,254,17.4733,43.3472,4150.78,254
1275000,-2015.800048828125,4025.6,255,17.1539,42.7189,4121.78,255
1280000,-2082.452392578125,3984.97,256,17.122,42.9892,4095.33,256
1285000,-2091.62060546875,3999.11,257,17.2001,43.121,4093.35,257
1290000,-1996.1478271484375,4010.22,258,17.5114,42.83,4118.37,258
1295000,-2033.2081298828125,4018.63,259,16.6618,42.6825,4086.02,259
1300000,-2149.931396484375,3939.69,260,17.1282,42.9587,4160.55,260
1305000,-2153.339599609375,4043.56,261,17.5227,43.1512,4184.66,261
1310000,-2151.850830078125,4031.37,262,17.3435,42.9391,4136.17,262
1315000,-2169.035400390625,3996.29,263,17.1605,43.1074,4101.37,263
1320000,-2212.40966796875,4032.5,264,17.4543,43.0404,4128.7,264
1325000,-2179.757568359375,3990.36,265,16.6236,42.9468,4122.36,265
1330000,-2194.156982421875,4045.97,266,17.2645,43.0214,4198.96,266
1335000,-2243.867919921875,4036.14,267,17.3631,43.2764,4136.69,267
1340000,-2206.14697265625,3930.34,268,17.1845,42.8324,4147.23,268
1345000,-2289.9609375,4051.5,269,17.5726,42.9231,4133.52,269
1350000,-2247.385009765625,4052.56,270,17.3584,42.7314,4131.22,270
1355000,-2281.040283203125,4046.99,271,17.1787,42.921,4140.63,271
1360000,-2260.232421875,4073.81,272,17.3712,42.7163,4153.69,272
1365000,-2383.990234375,4043.8,273,17.6983,43.2987,4148.03,273
1370000,-2310.757568359375,4042.14,274,17.0041,42.6469,4120.4,274
1375000,-2364.0009765625,4064.6,275,17.531,42.907,4088.0,275
1380000,-2380.13134765625,4033.51,276,17.8539,43.2847,4066.13,276
1385000,-2389.306640625,4052.56,277,17.1742,42.7141,4145.33,277
1390000,-2327.7958984375,4077.2,278,16.9489,42.6737,4051.74,278
1395000,-2398.690185546875,4022.49,279,16.9537,42.7304,4101.33,279
1400000,-2498.574462890625,4048.9,280,17.227,43.1983,4110.1,280
1405000,-2433.04296875,4045.86,281,16.8007,42.4466,4094.05,281
1410000,-2509.99658203125,3992.11,282,16.8786,43.049,4050.0,282
1415000,-2486.892822265625,4075.14,283,17.1486,42.671,4161.36,283
1420000,-2576.252197265625,3952.62,284,17.3975,42.7839,4167.72,284
1425000,-2631.24169921875,4076.26,285,16.8718,42.7443,4196.38,285
1430000,-2669.59033203125,4023.5,286,17.0702,43.2553,4089.27,286
1435000,-2654.329345703125,4035.99,287,16.9471,42.9965,4150.4,287
1440000,-2622.17578125,4035.11,288,16.9962,43.1041,4012.82,288
1445000,-2634.595703125,4058.38,289,17.2387,43.162,4155.68,289
1450000,-2659.11572265625,4055.84,290,17.3914,42.8622,4134.32,290
1455000,-2661.240966796875,4072.06,291,18.0268,43.1181,4100.09,291
1460000,-2699.9130859375,3988.46,292,16.2184,42.8353,4080.75,292
1465000,-2685.78662109375,4090.48,293,16.4257,42.9577,3763.8,293
1470000,-2741.903564453125,4025.09,294,17.3442,43.1281,4078.57,294
1475000,-2776.899658203125,3903.81,295,17.9583,43.0587,4149.35,295
1480000,-2858.9951171875,4076.22,296,17.8729,43.3367,4197.15,296
1485000,-2787.072998046875,4024.78,297,17.1519,42.9026,4105.99,297
1490000,-2788.85546875,4039.97,298,16.967,42.8661,4165.66,298
1495000,-2838.832275390625,4098.07,299,17.3822,42.8068,4183.76,299
1500000,-2805.205322265625,3911.06,300,17.6787,42.8698,4162.37,300
1505000,-2908.27587890625,4025.37,301,16.0704,42.6729,4165.14,301
1510000,-2869.909912109375,4101.66,302,17.4657,42.6698,4056.39,302
1515000,-2817.447265625,4116.97,303,16.8183,42.5138,4213.74,303
1520000,-3093.99072265625,4105.09,304,16.6538,43.1991,4223.38,304
1525000,-3204.78955078125,4047.63,305,25.9545,43.3878,3935.58,305
1530000,-2981.306396484375,3962.31,306,17.7709,42.9413,4120.91,306
1535000,-3085.53662109375,3729.34,307,28.9543,43.1644,4176.4,307
1540000,-2953.749755859375,4108.22,308,17.171,42.6468,4216.26,308
1545000,-2960.607177734375,4108.02,309,17.3281,42.8047,4217.53,309
1550000,-3056.46875,4122.03,310,16.8181,43.1165,4207.02,310
1555000,-2998.832275390625,4067.59,311,17.6587,42.8333,4217.62,311
1560000,-3086.796875,3816.06,312,17.0001,42.8999,4189.93,312
1565000,-3166.28076171875,4151.95,313,17.1995,43.0524,4252.97,313
1570000,-3070.652099609375,4094.33,314,16.5222,42.5607,4227.31,314
1575000,-3035.20556640625,3942.68,315,17.2019,42.632,4257.63,315
1580000,-2961.906982421875,4131.13,316,17.6017,42.2632,4291.46,316
1585000,-2997.464599609375,4005.31,317,15.374,42.2233,4242.5,317
1590000,-3057.318359375,4103.1,318,16.8383,42.2219,4194.28,318
1595000,-3204.3515625,4109.97,319,16.8141,42.905,4246.28,319
1600000,-3179.25927734375,4105.69,320,16.2053,42.759,3802.77,320
1605000,-3068.4853515625,4142.3,321,25.6178,42.7109,4242.49,321
1610000,-3119.305908203125,4108.73,322,16.1946,42.3559,4152.88,322
1615000,-3091.362060546875,4079.0,323,17.1968,42.6944,4111.95,323
1620000,-3183.470703125,4077.37,324,17.4815,42.6447,4235.53,324
1625000,-3162.15283203125,4024.8,325,16.9185,42.466,4215.42,325
1630000,-3234.397216796875,4038.13,326,16.8146,42.6524,4188.32,326
1635000,-3204.61962890625,4142.12,327,17.3947,42.7756,4185.28,327
1640000,-3213.817626953125,4121.24,328,17.4131,42.6679,4145.68,328
1645000,-3240.501953125,4121.67,329,17.032,42.3792,4253.65,329
1650000,-3167.087646484375,4148.33,330,16.8239,42.672,4262.14,330
1655000,-3367.112060546875,4073.82,331,22.352,42.763,4166.59,331
1660000,-3133.6298828125,4177.41,332,16.9612,42.1975,4279.93,332
1665000,-3284.955078125,4147.88,333,16.6485,42.3317,4156.43,333
1670000,-3242.501220703125,4072.75,334,17.1506,42.429,4235.56,334
1675000,-3183.29345703125,4118.2,335,17.2535,42.531,4271.34,335
1680000,-3158.349609375,4109.9,336,16.7388,42.3708,4298.82,336
1685000,-3375.67529296875,4138.78,337,15.8933,42.6097,4250.28,337
1690000,-3488.638916015625,2882.34,338,18.9094,42.9255,3470.91,338
1695000,-4527.873046875,1428.81,339,16.0466,44.6466,1616.29,339
1700000,-3156.32177734375,3035.87,340,16.8001,41.8425,3781.07,340
1705000,-3564.819580078125,3688.81,341,16.9809,43.4992,3862.89,341
1710000,-3567.71142578125,3788.86,342,17.0876,43.3968,3899.74,342
1715000,-3089.390380859375,4019.29,343,18.3599,42.5153,4117.47,343
1720000,-3358.551025390625,3905.31,344,16.7204,42.4453,4080.87,344
1725000,-3603.20654296875,2650.1,345,16.6972,42.7649,1524.03,345
1730000,-3435.06884765625,3843.72,346,16.8101,42.4993,4034.83,346
1735000,-3521.14404296875,4000.57,347,16.8864,42.5333,4116.82,347
1740000,-3452.257568359375,4019.59,348,17.1069,42.4956,4144.51,348
1745000,-3472.771728515625,3981.26,349,17.3222,42.5477,4076.53,349
1750000,-3518.5380859375,4000.47,350,17.246,42.6236,4147.05,350
1755000,-3587.850830078125,4050.46,351,17.3104,42.6024,4144.59,351
1760000,-3505.59912109375,4037.35,352,17.4235,42.2843,4129.85,352
1765000,-3652.985595703125,4067.41,353,17.1703,42.1191,4170.42,353
1770000,-3493.921875,4033.39,354,16.7837,42.3519,4131.99,354
1775000,-3508.85400390625,4118.06,355,16.7689,42.1873,4234.71,355
1780000,-3583.200439453125,4048.8,356,16.4416,42.1642,4209.18,356
1785000,-3591.2314453125,4116.08,357,17.0106,42.0714,4179.33,357
1790000,-3598.831298828125,4098.98,358,16.709,42.0667,4172.52,358
1795000,-3723.24267578125,4139.77,359,16.9149,41.9766,4183.63,359
1800000,-3628.572021484375,4140.29,360,16.7835,42.1219,4202.39,360
1805000,-3661.955810546875,4153.46,361,17.0246,41.7974,4229.93,361
1810000,-3719.912841796875,4140.46,362,16.1903,41.8906,4210.19,362
1815000,-3521.898681640625,4143.43,363,16.7043,42.0885,4220.68,363
1820000,-3631.679443359375,4152.32,364,16.8748,41.744,4181.63,364
1825000,-3698.398193359375,4093.66,365,17.2359,42.1462,4209.81,365
1830000,-3712.1044921875,4129.16,366,16.1203,42.1475,4187.23,366
1835000,-3653.009033203125,4134.64,367,16.4504,42.0588,4193.37,367
1840000,-3606.850830078125,4141.03,368,17.6969,42.1379,4197.6,368
1845000,-3763.572265625,3905.85,369,16.8881,41.9487,4203.39,369
1850000,-3727.586181640625,4167.8,370,16.8981,42.1631,4266.43,370
1855000,-4103.26318359375,4151.64,371,17.3332,42.1927,4217.5,371
1860000,-3640.281982421875,4168.68,372,17.2595,42.1246,4269.07,372
1865000,-3822.3974609375,4106.67,373,16.9751,42.0709,4202.68,373
1870000,-3729.272705078125,4143.65,374,16.9413,41.9802,4222.96,374
1875000,-3661.995849609375,4150.09,375,17.9982,42.3552,4172.39,375
1880000,-3856.128662109375,4139.39,376,16.6811,42.1297,4172.92,376
1885000,-3795.88330078125,4143.27,377,17.0835,42.064,4250.59,377
1890000,-3854.8134765625,4148.52,378,17.228,42.407,4207.26,378
1895000,-3768.932373046875,4162.71,379,17.6843,42.3843,4202.23,379
1900000,-3717.375732421875,4148.38,380,18.0546,42.5072,4151.45,380
1905000,-3960.966064453125,4148.11,381,17.5515,42.3282,4195.44,381
1910000,-3800.921875,4157.99,382,17.7023,42.1624,4194.08,382
1915000,-3816.421142578125,4160.74,383,17.4626,42.4705,4184.92,383
