Real Sto Return,Running Reverse KL,Itration,Real Det Return,Running Forward KL
5054.65,14.2652,171,5136.87,36.8128
4960.35,15.8978,172,5027.24,37.593
5053.42,14.8052,173,5186.82,37.3857
4990.02,13.7586,174,5117.07,36.0177
4821.44,15.6359,175,5172.77,37.4011
5062.09,14.6879,176,5131.62,35.7293
5037.36,14.5883,177,5138.53,36.3284
5059.31,16.0799,178,5188.54,36.8526
5055.5,14.1827,179,5212.89,36.4171
4996.17,13.7702,180,5141.73,35.7285
4938.26,14.5148,181,5016.23,36.9899
5003.32,14.0117,182,5163.38,36.6211
5067.0,15.2946,183,5124.29,36.7815
4999.06,13.4108,184,5111.38,36.4061
5040.6,14.1416,185,5222.31,36.4291
4989.97,14.269,186,5136.34,36.9931
5056.64,13.1136,187,5208.69,35.1952
4769.74,14.7159,188,4944.14,36.2737
4958.94,14.3365,189,5262.29,36.0399
5027.52,14.1129,190,5204.37,36.1008
5053.46,14.4966,191,5199.02,36.3567
5055.88,15.7263,192,5153.04,37.4287
5099.79,15.5863,193,5277.36,36.7336
5077.23,14.3588,194,5307.82,35.4654
4964.22,12.9934,195,4999.07,35.5583
5068.92,14.3181,196,5203.43,36.3424
4800.02,13.7391,197,5120.27,35.6934
5007.51,14.0049,198,5128.42,36.0745
4946.86,13.6923,199,5097.71,36.6434
5015.98,14.3863,200,5197.21,36.9156
5013.03,13.9495,201,5179.15,36.7281
4808.98,13.8252,202,5171.98,36.115
5052.39,14.2666,203,5217.42,36.1325
5000.15,14.4305,204,5160.97,36.3212
5030.45,15.5296,205,5221.28,36.7351
4973.5,15.5027,206,5137.5,36.6312
4709.03,15.1765,207,5174.4,36.5626
5051.15,14.5677,208,5250.75,35.993
4978.45,15.0367,209,5186.1,36.7698
5026.47,15.2674,210,5227.54,37.2661
4935.04,14.8127,211,5137.4,35.9721
4970.19,14.2266,212,5145.02,36.4752
4953.65,14.2819,213,5078.33,35.9891
4992.1,13.4699,214,5159.33,36.1241
4887.15,14.8657,215,5028.11,36.4868
4991.27,14.2438,216,5209.77,36.2331
4859.3,14.4611,217,5227.66,36.1619
5027.1,15.8121,218,5215.73,37.4755
5003.18,15.3822,219,5203.08,37.5914
5063.83,14.9992,220,5301.01,36.793
5114.29,13.9678,221,5274.96,35.9277
5054.24,14.5028,222,5246.42,36.9086
5046.89,14.3746,223,5238.5,36.3762
5040.27,14.7585,224,5250.09,36.1983
4832.9,14.6452,225,5264.45,36.3838
5052.7,14.0555,226,5246.67,36.1892
5007.57,13.9025,227,5258.73,36.8103
4707.57,13.1121,228,5176.79,35.8045
4679.14,13.5465,229,4883.72,35.5526
4710.8,13.5506,230,5191.98,35.7908
4849.87,13.0479,231,3926.59,35.4975
5076.19,13.5259,232,5265.87,35.8251
5092.46,13.5588,233,5235.82,35.5701
5093.77,14.6741,234,5253.44,35.9636
4903.89,12.4962,235,5260.31,35.58
5110.1,13.4195,236,5160.01,35.2755
4826.66,14.3121,237,5322.89,36.2294
4896.21,12.4816,238,3679.41,35.6998
4846.18,13.0469,239,5312.01,36.0724
451.21,25.5298,240,201.01,48.6443
3691.47,14.7093,241,3889.78,39.1074
4436.08,18.9857,242,4800.88,38.1599
4692.22,16.9745,243,4780.34,38.7146
4540.65,18.7895,244,4679.27,36.2479
4554.96,15.8199,245,5002.74,35.1519
4827.33,16.2154,246,4973.05,37.7156
2090.66,23.8533,247,2395.64,40.7577
4259.93,16.5488,248,4725.32,38.2653
5029.14,16.7239,249,5248.32,38.6564
4485.15,16.9557,250,5051.02,39.5021
4143.68,15.1876,251,4689.73,38.0503
4252.09,12.9759,252,3592.11,38.5137
4619.89,12.3293,253,4819.78,36.7694
3178.64,12.9421,254,2566.09,38.5118
3424.61,18.266,255,1586.6,38.7283
2830.27,11.8389,256,3851.88,37.7818
4104.15,11.9144,257,3056.31,37.9702
3282.7,10.6327,258,2165.6,38.419
4118.34,11.107,259,3918.39,36.7923
4241.5,15.9944,260,4883.38,36.1222
4644.35,11.6373,261,3093.14,37.245
2186.68,14.1582,262,2428.77,39.87
4755.13,12.7949,263,2883.56,37.5366
4128.84,16.2127,264,4963.43,37.4151
3645.91,15.6558,265,4037.37,37.5058
2752.15,16.1843,266,1999.32,38.596
4126.2,16.6788,267,3427.46,37.4527
4065.65,17.2768,268,2773.53,36.3769
4238.0,15.2318,269,3267.64,36.5003
3213.48,14.286,270,3656.92,37.993
36.04,41.8689,271,25.43,54.4534
109.32,29.8164,272,201.55,49.2193
-11.41,57.7498,273,-12.84,55.7561
2996.31,31.949,274,3562.61,43.5705
4274.75,19.4469,275,4403.71,40.116
4707.12,18.0598,276,4593.26,36.5732
4932.94,18.2683,277,4937.46,36.1252
959.22,33.7016,278,737.82,41.6946
5011.23,17.161,279,5288.19,36.3889
5027.73,17.624,280,5242.44,36.6921
5026.52,17.5887,281,5189.11,36.5374
5003.41,18.0511,282,5165.66,37.5278
5055.33,17.4056,283,5210.93,37.294
5061.41,16.7359,284,5178.99,36.8511
5021.9,17.3808,285,5185.96,37.0826
5041.65,17.2087,286,5188.52,36.4139
5044.35,16.758,287,5170.0,36.7263
4953.19,16.1139,288,5085.69,36.8956
4993.63,16.1489,289,5099.98,36.8268
4330.81,16.9974,290,3975.25,36.7671
4328.96,15.043,291,3475.34,36.5887
4936.3,15.7163,292,5008.66,36.0321
5004.23,16.1049,293,5131.91,36.6661
4767.73,15.7917,294,5140.83,36.3783
5040.79,15.9001,295,5151.72,36.6598
4818.56,20.8994,296,5120.76,36.4955
2507.11,79.3941,297,4964.48,42.3381
5016.83,20.5928,298,4909.45,36.8821
5011.01,16.7468,299,5123.96,36.3315
398.13,19.0659,300,421.29,49.606
3549.69,20.2496,301,4394.99,42.0005
5159.25,19.3727,302,5207.36,37.1607
4682.36,21.2408,303,4795.64,41.4991
5069.41,19.8614,304,5246.45,38.6768
4073.59,16.7073,305,2587.21,38.6505
5008.0,18.5318,306,5153.12,38.0815
5010.92,17.6363,307,5119.02,36.8875
5047.66,18.2205,308,5189.45,37.0812
5037.54,18.5545,309,5186.65,37.2112
5053.01,18.2536,310,5215.16,37.5576
5032.41,18.0503,311,5211.41,37.6846
5002.33,17.7639,312,5194.16,37.4605
5007.43,16.2287,313,5199.92,36.7536
5039.55,18.062,314,5265.11,36.9896
5060.97,16.7423,315,5242.87,36.6536
5030.93,17.4274,316,5137.54,36.7605
4975.37,16.7083,317,5087.13,36.5014
5015.89,16.2791,318,5163.69,36.9691
4970.43,17.1773,319,5083.39,37.4254
5028.03,16.16,320,5220.15,36.1242
4572.74,16.2588,321,5141.28,36.8783
4708.76,16.5738,322,4978.34,37.5671
4161.65,16.2107,323,5136.19,36.9588
3505.83,16.5265,324,2011.98,37.6925
3760.62,15.3384,325,4888.01,37.4199
4626.92,21.1196,326,5155.23,37.4209
3110.12,16.1375,327,1842.52,37.6986
5066.51,17.2113,328,5118.76,37.2515
4056.02,19.5819,329,5086.39,38.2947
4972.13,16.7257,330,5118.02,37.6763
4950.45,16.2406,331,5160.17,36.9712
5087.85,16.9931,332,5169.03,37.4482
5123.33,16.7058,333,5214.71,36.7686
5060.54,16.5385,334,5157.76,37.6258
5106.82,15.9814,335,5224.35,37.9603
4592.63,16.4682,336,5171.76,37.4723
5086.58,15.77,337,5229.63,37.1353
5086.39,15.2746,338,5227.94,36.7383
4986.56,15.9109,339,5226.04,37.202
5119.74,15.6766,340,5227.4,37.0483
5127.76,15.0924,341,5288.13,36.0517
5105.31,15.614,342,5214.69,36.6978
5166.26,15.2019,343,5287.48,36.3002
4957.59,15.895,344,5220.02,36.4168
5065.16,15.5666,345,5233.62,36.5369
5088.13,15.4412,346,5203.33,35.9339
5150.85,15.7332,347,5304.1,36.6187
4957.53,15.7939,348,5241.1,35.7564
5124.42,15.1983,349,5274.01,36.3703
5170.88,15.5764,350,5302.96,36.3954
5168.23,15.8378,351,5331.17,35.8675
5184.0,15.401,352,5259.64,35.3575
5144.25,16.1475,353,5251.05,35.8563
5170.96,15.9567,354,5242.03,36.1759
5117.87,16.5582,355,5214.1,36.4784
5149.72,16.1546,356,5246.12,36.3194
3896.12,68.3766,357,5134.55,38.3639
3010.83,38.3319,358,4703.28,40.4596
2670.12,20.7662,359,4063.52,38.8482
4948.14,20.6385,360,4975.95,37.2396
4949.66,19.7197,361,4903.85,36.9549
