Running Forward KL,Reward Loss,Running Reverse KL,Itration,Real Det Return,Running Env Steps,Real Sto Return,Running Update Time
156.7654,-46776.671875,15.4525,207,2254.65,1035000,1897.27,207
156.7483,-46762.74609375,15.3425,208,2244.71,1040000,1918.72,208
156.6823,-47023.09375,15.277,209,2239.6,1045000,1900.3,209
156.896,-47404.328125,15.343,210,2291.54,1050000,1936.31,210
156.7501,-47386.7578125,15.3112,211,2252.12,1055000,1911.44,211
156.4733,-47397.78515625,15.2193,212,2288.46,1060000,1926.3,212
156.5718,-47641.5625,15.0958,213,2264.25,1065000,1900.04,213
156.6115,-48047.62890625,15.5683,214,2314.73,1070000,1950.76,214
156.758,-48053.3359375,15.3043,215,2244.79,1075000,1913.78,215
156.7459,-48016.1171875,15.2494,216,2260.96,1080000,1915.7,216
156.6927,-48439.51953125,15.3967,217,2270.46,1085000,1904.66,217
156.6967,-48376.4765625,15.3611,218,2274.01,1090000,1936.81,218
156.6357,-48805.73828125,15.5582,219,2284.02,1095000,1907.59,219
156.5873,-48804.0703125,15.3645,220,2290.4,1100000,1925.92,220
156.8607,-49089.08984375,15.4127,221,2260.09,1105000,1922.32,221
156.6352,-49197.62109375,15.2595,222,2262.3,1110000,1911.69,222
156.8691,-49389.09375,15.4929,223,2287.32,1115000,1928.71,223
156.7889,-49706.90625,15.2806,224,2277.32,1120000,1924.61,224
156.7318,-49827.875,15.4857,225,2274.49,1125000,1924.38,225
156.5906,-50049.8125,15.3965,226,2266.02,1130000,1907.62,226
156.7475,-50472.52734375,15.4069,227,2288.43,1135000,1926.66,227
156.7124,-50416.4921875,15.4715,228,2317.47,1140000,1948.13,228
156.736,-50731.12109375,15.5081,229,2300.42,1145000,1920.62,229
156.7302,-50809.09765625,15.3453,230,2290.56,1150000,1914.12,230
156.7174,-51026.0390625,15.611,231,2310.81,1155000,1930.55,231
156.6822,-51354.4765625,15.6161,232,2298.34,1160000,1944.62,232
156.7562,-51523.578125,15.616,233,2311.99,1165000,1954.12,233
156.677,-51447.4453125,15.3649,234,2292.35,1170000,1916.79,234
156.6598,-51597.0078125,15.4055,235,2271.13,1175000,1919.35,235
156.7857,-51960.2265625,15.5188,236,2307.53,1180000,1932.67,236
156.6887,-52132.63671875,15.6644,237,2276.8,1185000,1923.29,237
156.8366,-52197.41015625,15.4323,238,2304.84,1190000,1923.17,238
156.7494,-52496.86328125,15.5556,239,2292.59,1195000,1946.5,239
156.6664,-52908.28515625,15.4643,240,2289.46,1200000,1938.35,240
156.7758,-52747.7578125,15.4501,241,2280.97,1205000,1934.83,241
156.6855,-52989.69140625,15.4322,242,2309.01,1210000,1938.85,242
156.7341,-53121.6640625,15.4676,243,2291.32,1215000,1930.35,243
156.7849,-53195.5,15.3305,244,2262.06,1220000,1908.14,244
156.6455,-53502.56640625,15.2329,245,2293.77,1225000,1921.42,245
156.7219,-53652.77734375,15.4282,246,2309.43,1230000,1932.57,246
156.6475,-53772.1796875,15.3705,247,2291.16,1235000,1926.15,247
156.8315,-53888.9375,15.3286,248,2304.08,1240000,1958.5,248
156.799,-54117.1953125,15.4856,249,2301.68,1245000,1947.81,249
156.8057,-54175.1015625,15.337,250,2295.5,1250000,1938.81,250
156.7237,-54389.90625,15.341,251,2298.78,1255000,1930.83,251
156.5935,-54591.49609375,15.4937,252,2315.65,1260000,1947.8,252
156.7893,-54846.87109375,15.6322,253,2312.45,1265000,1958.96,253
156.6817,-54944.56640625,15.4022,254,2294.42,1270000,1941.67,254
156.677,-55244.48828125,15.4126,255,2287.17,1275000,1940.21,255
156.6974,-55379.73046875,15.4555,256,2301.85,1280000,1950.19,256
156.7456,-55275.5546875,15.4849,257,2309.83,1285000,1944.54,257
156.8554,-55544.7421875,15.4252,258,2282.51,1290000,1926.11,258
156.8124,-55910.44140625,15.255,259,2303.99,1295000,1945.94,259
156.7651,-55690.6328125,15.4486,260,2312.61,1300000,1943.98,260
156.7535,-56070.72265625,15.4312,261,2287.82,1305000,1927.4,261
156.6746,-56420.34765625,15.403,262,2264.68,1310000,1952.92,262
156.6204,-56429.6953125,15.3552,263,2294.98,1315000,1935.28,263
156.8573,-56540.5703125,15.3117,264,2295.97,1320000,1940.43,264
156.8112,-56450.109375,15.2149,265,2285.17,1325000,1921.87,265
156.7763,-56987.64453125,15.3787,266,2261.14,1330000,1919.65,266
156.696,-56963.84765625,15.4106,267,2311.34,1335000,1955.93,267
156.6478,-57347.7109375,15.402,268,2319.08,1340000,1950.17,268
156.6409,-57437.1640625,15.3952,269,2308.08,1345000,1945.53,269
156.6772,-57524.7734375,15.3336,270,2304.74,1350000,1948.34,270
156.6931,-57254.21484375,14.9621,271,2254.14,1355000,1902.43,271
156.9031,-57726.26953125,15.4384,272,2312.88,1360000,1971.61,272
156.6996,-57696.8828125,15.202,273,2303.36,1365000,1950.72,273
156.7511,-57971.0234375,15.3707,274,2299.68,1370000,1940.61,274
156.6883,-58571.7578125,15.466,275,2291.15,1375000,1967.13,275
156.6769,-58338.61328125,15.3378,276,2303.66,1380000,1939.01,276
156.6911,-58669.46875,15.3744,277,2330.3,1385000,1929.02,277
156.6406,-58714.20703125,15.3952,278,2319.79,1390000,1955.38,278
156.7664,-58862.0546875,15.4076,279,2316.55,1395000,1945.87,279
156.5681,-58873.86328125,15.3412,280,2319.52,1400000,1944.42,280
156.7473,-59023.55078125,15.2903,281,2316.36,1405000,1947.54,281
156.6078,-59278.48828125,15.3384,282,2306.08,1410000,1943.35,282
156.7502,-59602.359375,15.303,283,2318.75,1415000,1949.35,283
156.6378,-59641.0625,15.2535,284,2319.45,1420000,1944.57,284
156.6173,-59613.91015625,15.5157,285,2315.46,1425000,1937.93,285
156.7625,-60003.84765625,15.4645,286,2335.21,1430000,1968.56,286
156.7696,-60157.04296875,15.3446,287,2325.25,1435000,1964.77,287
156.5681,-60320.86328125,15.5921,288,2328.78,1440000,1957.74,288
156.6244,-60480.97265625,15.5709,289,2327.72,1445000,1933.97,289
156.6572,-60433.9296875,15.4319,290,2326.04,1450000,1943.06,290
156.7023,-60787.046875,15.2344,291,2318.06,1455000,1927.92,291
156.6194,-61164.03515625,15.4149,292,2310.76,1460000,1948.26,292
156.7199,-60879.18359375,15.252,293,2344.59,1465000,1967.21,293
156.6757,-61146.828125,15.3328,294,2314.67,1470000,1964.49,294
156.6359,-61286.109375,15.3461,295,2317.85,1475000,1958.34,295
156.5364,-61474.1015625,15.2984,296,2335.95,1480000,1956.5,296
156.5534,-61660.12109375,15.4615,297,2337.78,1485000,1949.3,297
156.6996,-61855.14453125,15.3379,298,2323.16,1490000,1965.03,298
156.6965,-61812.46484375,15.4163,299,2332.33,1495000,1937.81,299
156.567,-62242.296875,15.5057,300,2331.75,1500000,1964.77,300
156.5546,-62246.40234375,15.2433,301,2301.38,1505000,1947.93,301
156.5447,-62455.6171875,15.4248,302,2303.49,1510000,1932.0,302
156.765,-62525.3984375,15.4545,303,2329.15,1515000,1949.85,303
156.7066,-62707.03515625,15.4151,304,2334.99,1520000,1941.8,304
156.742,-62951.46875,15.4823,305,2330.3,1525000,1948.49,305
156.6733,-63231.3671875,15.4255,306,2316.26,1530000,1951.11,306
156.7634,-63352.5625,15.6385,307,2332.56,1535000,1938.96,307
156.6392,-63372.01953125,15.444,308,2315.97,1540000,1925.33,308
156.6432,-63303.7734375,15.2737,309,2278.73,1545000,1946.05,309
156.6622,-63526.0625,15.3584,310,2343.42,1550000,1970.24,310
156.9242,-63289.265625,15.433,311,2334.09,1555000,1957.88,311
156.541,-63848.19921875,15.4461,312,2319.32,1560000,1936.63,312
156.7348,-63898.03125,15.3532,313,2323.15,1565000,1928.21,313
156.6355,-64022.0078125,15.4648,314,2320.92,1570000,1964.27,314
156.8239,-64240.0703125,15.3613,315,2320.45,1575000,1944.23,315
156.7422,-64481.78515625,15.3768,316,2308.85,1580000,1942.95,316
156.5517,-64316.26953125,15.3888,317,2326.75,1585000,1954.69,317
156.6673,-64700.65234375,15.4288,318,2333.96,1590000,1955.7,318
156.7918,-64624.77734375,15.5491,319,2334.97,1595000,1945.0,319
156.5868,-65019.7265625,15.4897,320,2329.98,1600000,1950.43,320
156.6286,-65077.1796875,15.5081,321,2335.84,1605000,1954.34,321
156.7088,-65066.9609375,15.3992,322,2344.98,1610000,1950.51,322
156.6202,-65152.61328125,15.3191,323,2333.17,1615000,1964.13,323
156.6312,-65498.36328125,15.4207,324,2342.25,1620000,1963.34,324
156.7062,-65408.5703125,15.4939,325,2327.58,1625000,1960.09,325
156.7117,-65812.15625,15.4401,326,2353.13,1630000,1962.58,326
156.6903,-65751.875,15.5358,327,2345.83,1635000,1975.49,327
156.7184,-65918.734375,15.3826,328,2323.55,1640000,1956.92,328
156.6241,-66017.515625,15.6491,329,2355.11,1645000,1971.24,329
156.7044,-66133.6484375,15.5093,330,2348.55,1650000,1975.11,330
156.5249,-66107.171875,15.3342,331,2334.3,1655000,1953.78,331
156.7141,-66201.6953125,15.3523,332,2338.99,1660000,1952.08,332
156.8261,-66482.03125,15.4766,333,2336.35,1665000,1959.11,333
156.5289,-66367.7109375,15.443,334,2306.03,1670000,1933.81,334
156.6538,-66470.0390625,15.2452,335,2316.69,1675000,1957.07,335
156.7363,-66729.09375,15.5236,336,2313.99,1680000,1952.52,336
156.648,-66887.6171875,15.475,337,2332.2,1685000,1970.07,337
156.6978,-66866.0859375,15.3536,338,2317.69,1690000,1934.61,338
156.7161,-66766.109375,15.3491,339,2281.93,1695000,1931.95,339
156.5997,-67103.1875,15.3877,340,2291.82,1700000,1929.97,340
156.7178,-67195.78125,15.3907,341,2318.76,1705000,1942.1,341
156.6373,-67412.3359375,15.4482,342,2328.67,1710000,1953.35,342
156.6756,-67134.453125,15.4032,343,2296.27,1715000,1946.85,343
156.683,-67616.515625,15.482,344,2317.51,1720000,1942.44,344
156.472,-67895.71875,15.73,345,2334.35,1725000,1971.11,345
156.5533,-67903.8671875,15.5652,346,2322.35,1730000,1953.34,346
156.6176,-67725.484375,15.4668,347,2284.1,1735000,1929.88,347
156.7105,-67996.9296875,15.4162,348,2303.71,1740000,1938.59,348
156.7087,-68051.609375,15.37,349,2307.87,1745000,1936.05,349
156.6508,-68228.0078125,15.3889,350,2324.82,1750000,1934.12,350
156.5932,-68749.7265625,15.5897,351,2320.94,1755000,1946.78,351
156.7609,-68579.109375,15.5171,352,2324.02,1760000,1963.26,352
156.5776,-68772.265625,15.5236,353,2335.16,1765000,1943.81,353
156.5585,-68522.3046875,15.4053,354,2311.37,1770000,1950.88,354
156.7508,-69056.234375,15.7285,355,2320.61,1775000,1949.31,355
156.6433,-68697.0078125,15.4795,356,2310.83,1780000,1956.2,356
156.6991,-69097.140625,15.545,357,2329.61,1785000,1958.68,357
156.5937,-69013.5546875,15.4597,358,2328.96,1790000,1940.95,358
156.5965,-68879.71875,15.3336,359,2306.52,1795000,1939.04,359
156.5658,-69145.015625,15.5081,360,2316.41,1800000,1941.0,360
156.6648,-69175.0234375,15.5534,361,2298.73,1805000,1933.45,361
156.5798,-69531.203125,15.4897,362,2332.33,1810000,1947.97,362
156.688,-69511.421875,15.5169,363,2334.62,1815000,1938.17,363
156.7148,-70011.671875,15.57,364,2343.01,1820000,1953.28,364
156.6023,-69832.3359375,15.608,365,2339.39,1825000,1970.59,365
156.5556,-70232.015625,15.7615,366,2349.09,1830000,1957.57,366
156.563,-70338.578125,15.5925,367,2336.69,1835000,1953.8,367
156.6784,-70292.7109375,15.5297,368,2347.51,1840000,1945.16,368
156.643,-70577.28125,15.8035,369,2351.83,1845000,1979.53,369
156.657,-70624.75,15.7986,370,2351.06,1850000,1975.98,370
156.6741,-70344.984375,15.7467,371,2317.09,1855000,1959.54,371
156.7645,-70623.0,15.6768,372,2326.59,1860000,1960.02,372
156.4663,-70501.3125,15.5838,373,2333.61,1865000,1962.04,373
156.5886,-70916.8125,15.5106,374,2346.84,1870000,1964.46,374
156.5873,-70572.09375,15.5047,375,2333.45,1875000,1962.4,375
156.5991,-70571.78125,15.4819,376,2310.16,1880000,1956.09,376
156.5704,-71015.7265625,15.5396,377,2344.99,1885000,1954.16,377
156.5189,-71055.609375,15.5103,378,2339.23,1890000,1967.37,378
156.6656,-71132.8125,15.5148,379,2355.92,1895000,1956.06,379
156.635,-71004.046875,15.4638,380,2320.81,1900000,1956.29,380
156.7025,-70917.265625,15.4401,381,2305.29,1905000,1937.92,381
156.6318,-71009.40625,15.5669,382,2330.19,1910000,1956.02,382
156.4793,-71456.5546875,15.5629,383,2340.14,1915000,1973.62,383
156.6327,-71128.15625,15.4452,384,2301.03,1920000,1935.11,384
156.6788,-71419.0,15.4918,385,2319.86,1925000,1950.94,385
156.6201,-71516.625,15.4269,386,2335.29,1930000,1953.45,386
156.7326,-71484.0859375,15.4091,387,2321.42,1935000,1949.24,387
156.6797,-71551.6953125,15.5436,388,2317.55,1940000,1967.85,388
156.5499,-71678.40625,15.4087,389,2306.2,1945000,1944.84,389
156.6353,-71745.75,15.5311,390,2338.06,1950000,1985.99,390
156.6436,-71859.4453125,15.4825,391,2347.81,1955000,1962.52,391
156.7312,-72009.90625,15.5293,392,2331.43,1960000,1954.51,392
156.7876,-71812.671875,15.433,393,2307.87,1965000,1964.79,393
156.5735,-72299.96875,15.3205,394,2312.0,1970000,1946.08,394
