Real Det Return,Real Sto Return,Running Env Steps,Itration,Running Forward KL,Running Reverse KL,Running Update Time,Reward Loss
1183.86,402.02,150000,30,61.7144,27.112,30,-302.47943115234375
1399.78,402.64,155000,31,60.2371,26.6072,31,-310.8204345703125
1036.63,404.05,160000,32,62.5959,27.5046,32,-331.1297912597656
1090.51,517.68,165000,33,57.8792,25.6333,33,-318.3049621582031
992.51,474.57,170000,34,59.1143,25.7186,34,-339.9248962402344
1015.18,412.04,175000,35,62.9164,27.3367,35,-373.0946350097656
1110.97,583.89,180000,36,61.3419,27.2555,36,-369.98712158203125
1437.04,732.73,185000,37,56.7709,24.6742,37,-352.7088317871094
1692.27,1036.12,190000,38,55.9418,24.9971,38,-347.3175354003906
1991.17,910.54,195000,39,58.4068,25.8475,39,-389.8427429199219
1466.34,977.55,200000,40,54.8528,24.2142,40,-333.4191589355469
1330.06,945.09,205000,41,57.1488,24.3205,41,-393.53851318359375
1224.33,674.41,210000,42,58.9773,24.8438,42,-441.87451171875
1307.38,1202.42,215000,43,55.4252,23.0928,43,-385.5777587890625
1831.13,907.08,220000,44,59.9366,25.664,44,-444.52117919921875
2392.35,1380.93,225000,45,55.1017,24.4146,45,-381.6267395019531
2338.2,1568.1,230000,46,52.7684,23.4501,46,-363.394775390625
1760.82,1271.53,235000,47,55.2122,23.8715,47,-389.14385986328125
1342.25,992.45,240000,48,58.0413,25.047,48,-434.7619323730469
2164.69,1497.02,245000,49,53.3063,23.8333,49,-367.6972961425781
2767.44,1943.54,250000,50,52.1674,24.688,50,-349.8863830566406
3363.51,2456.57,255000,51,51.3145,23.3249,51,-367.40972900390625
2085.95,1404.2,260000,52,54.9196,23.3551,52,-439.735107421875
2621.6,1623.84,265000,53,49.5764,21.2384,53,-348.3887023925781
1094.5,754.77,270000,54,54.3199,20.8064,54,-459.930419921875
2093.54,1008.51,275000,55,52.0375,19.5171,55,-427.6996154785156
2027.73,1760.47,280000,56,48.9275,19.4885,56,-369.96649169921875
3263.77,2696.26,285000,57,50.744,21.7329,57,-398.8153991699219
3122.8,2606.74,290000,58,48.3103,23.8638,58,-274.1339111328125
3458.57,2739.8,295000,59,52.8141,33.3268,59,-256.7578125
3318.69,2410.76,300000,60,51.4502,24.6818,60,-323.2082214355469
3102.47,2219.9,305000,61,53.705,31.5031,61,-284.9739074707031
2712.51,2116.25,310000,62,52.332,22.2688,62,-431.12957763671875
2228.0,1761.92,315000,63,51.6363,22.0451,63,-396.6075439453125
3282.39,2706.34,320000,64,52.8166,24.5542,64,-391.8653869628906
3476.38,2971.07,325000,65,56.318,37.3261,65,-304.5748291015625
2883.06,2307.47,330000,66,54.6042,28.7786,66,-287.4796142578125
3227.82,2863.88,335000,67,52.6461,31.7671,67,-297.7508544921875
3816.54,1876.72,340000,68,51.3647,22.8174,68,-357.1097106933594
4186.53,3709.9,345000,69,54.1536,33.4769,69,-255.22589111328125
3631.2,2839.57,350000,70,54.0935,23.6,70,-429.6957702636719
3029.89,2559.96,355000,71,55.4811,29.9375,71,-422.39569091796875
3282.72,2467.17,360000,72,57.4846,29.5445,72,-451.17169189453125
3450.09,2255.5,365000,73,55.8356,33.6342,73,-274.0948181152344
4228.67,3507.36,370000,74,56.7839,34.4467,74,-313.1241149902344
4353.76,2713.62,375000,75,55.6916,28.2987,75,-443.41900634765625
3553.97,2855.23,380000,76,57.941,34.5657,76,-329.1920471191406
2031.15,1926.83,385000,77,55.8925,24.856,77,-512.3690185546875
3941.26,3208.74,390000,78,55.1031,30.0901,78,-349.0053405761719
4739.05,2901.16,395000,79,58.6122,35.0438,79,-331.6539001464844
3311.42,2311.42,400000,80,56.156,28.3957,80,-517.0977172851562
3744.62,2404.38,405000,81,56.2227,29.0078,81,-417.4862365722656
3850.36,3142.64,410000,82,60.4148,42.8714,82,-319.6531982421875
3648.11,2656.44,415000,83,61.1372,42.6897,83,-342.90374755859375
4494.24,2459.01,420000,84,60.2027,39.5319,84,-349.5186462402344
4891.65,3298.87,425000,85,60.5481,38.6084,85,-449.1643981933594
4622.48,3532.74,430000,86,63.3154,46.131,86,-427.1808166503906
3771.62,3284.28,435000,87,58.6595,36.1476,87,-406.16802978515625
3161.49,3233.64,440000,88,59.36,37.5071,88,-523.3057861328125
4629.26,3726.1,445000,89,60.7537,40.4556,89,-428.1241760253906
4155.62,3737.78,450000,90,65.4214,47.7216,90,-422.1683044433594
4572.41,3152.11,455000,91,64.2137,46.5658,91,-439.1187438964844
4250.5,3681.96,460000,92,61.6575,43.094,92,-475.32427978515625
4093.44,3958.09,465000,93,61.9663,40.585,93,-521.7152709960938
3360.35,2194.89,470000,94,62.9497,44.7433,94,-492.708984375
5023.62,2761.89,475000,95,61.0155,44.0794,95,-395.81744384765625
3748.33,3002.97,480000,96,63.0848,42.9449,96,-557.0408325195312
4255.96,2648.07,485000,97,60.198,35.5892,97,-601.4773559570312
3993.91,2940.49,490000,98,61.3638,39.5677,98,-583.8213500976562
2874.62,2899.56,495000,99,62.4286,36.9918,99,-565.3513793945312
4653.88,3843.53,500000,100,61.1359,36.4905,100,-583.4798583984375
5012.64,4524.18,505000,101,65.5528,50.3185,101,-489.7950439453125
4672.89,4034.71,510000,102,62.6956,43.6436,102,-596.5986328125
4937.03,4099.14,515000,103,64.2579,51.4114,103,-554.4979248046875
4728.18,4116.07,520000,104,64.2779,43.5268,104,-575.0614013671875
4944.8,4352.94,525000,105,64.4316,45.1065,105,-540.7662353515625
4883.56,4280.72,530000,106,63.713,44.4849,106,-606.7083740234375
4601.85,3507.01,535000,107,64.8019,46.3351,107,-570.927490234375
4973.37,4172.87,540000,108,67.1037,52.6528,108,-554.7406005859375
4873.78,4585.85,545000,109,61.8052,39.0844,109,-683.7496948242188
3736.2,3179.21,550000,110,63.3938,45.7252,110,-604.8173217773438
5099.12,4362.22,555000,111,63.161,40.1193,111,-648.0308837890625
5293.74,4792.77,560000,112,69.7746,55.8968,112,-619.8734130859375
4353.99,3827.18,565000,113,63.0402,41.8379,113,-694.4510498046875
5405.18,4088.23,570000,114,65.6422,45.7762,114,-614.3048706054688
4962.44,4633.75,575000,115,64.3444,49.4048,115,-669.122314453125
5011.65,3775.99,580000,116,62.8748,45.7583,116,-692.2462158203125
4449.33,4108.91,585000,117,65.6696,47.4357,117,-671.9256591796875
5019.73,4687.8,590000,118,69.5756,53.3809,118,-709.961181640625
4882.19,4201.05,595000,119,65.6941,50.2621,119,-677.4594116210938
4812.86,4099.67,600000,120,65.8857,51.4566,120,-708.3584594726562
4168.93,3345.65,605000,121,67.7704,57.6471,121,-714.5576782226562
5297.02,4757.5,610000,122,68.9942,57.7811,122,-743.2027587890625
5118.16,3842.96,615000,123,67.6385,56.3547,123,-752.4260864257812
4304.64,3643.99,620000,124,65.3153,50.6033,124,-808.7626342773438
3772.85,3365.5,625000,125,67.4382,60.537,125,-828.619873046875
5007.25,3985.0,630000,126,64.5471,49.7629,126,-820.9236450195312
5042.41,4857.03,635000,127,68.3557,55.4443,127,-855.410888671875
4719.04,3414.4,640000,128,66.4365,48.0073,128,-859.4431762695312
4563.73,3861.68,645000,129,68.0285,55.2262,129,-829.9495239257812
5068.68,4360.21,650000,130,66.5077,49.0776,130,-880.9878540039062
5262.41,4737.4,655000,131,67.766,52.1733,131,-909.5582275390625
5230.25,3857.28,660000,132,69.9928,58.8888,132,-941.1743774414062
5379.62,4627.82,665000,133,70.1077,57.9822,133,-966.0694580078125
3719.62,2282.86,670000,134,67.9921,54.3338,134,-957.5256958007812
5350.56,4714.61,675000,135,70.3037,54.9998,135,-984.5172729492188
4350.44,3956.46,680000,136,68.132,57.2056,136,-1014.4107055664062
4419.69,4117.59,685000,137,67.5878,54.7546,137,-1050.2388916015625
4827.54,4180.88,690000,138,69.4274,57.5779,138,-1023.7717895507812
5195.03,4655.79,695000,139,68.0997,54.7335,139,-1027.4532470703125
4597.11,4069.38,700000,140,66.1151,53.4811,140,-1080.08837890625
5091.71,4302.11,705000,141,69.4199,57.5428,141,-1072.7774658203125
5250.07,3972.75,710000,142,68.4271,58.8493,142,-1083.8038330078125
5276.22,4480.63,715000,143,70.9889,65.14,143,-1178.2103271484375
4523.97,3922.34,720000,144,69.1864,56.4763,144,-1131.332275390625
5383.76,4990.57,725000,145,69.9047,59.7682,145,-1193.150146484375
5512.85,4564.26,730000,146,68.215,54.7751,146,-1235.1583251953125
5469.92,5217.22,735000,147,67.3302,54.2852,147,-1221.9439697265625
5357.26,4731.36,740000,148,72.1394,62.7136,148,-1285.9404296875
5121.57,4510.7,745000,149,63.6728,46.4689,149,-1310.5948486328125
5154.45,4553.4,750000,150,64.781,47.6832,150,-1326.6563720703125
5308.48,4179.79,755000,151,67.9589,53.9512,151,-1297.97900390625
4929.32,4041.69,760000,152,72.8635,60.4648,152,-1370.11767578125
5619.78,5255.4,765000,153,66.3672,52.2325,153,-1380.866943359375
5440.85,5077.63,770000,154,73.4178,67.19,154,-1413.28955078125
5256.37,5051.49,775000,155,70.9055,57.6047,155,-1442.4925537109375
5325.18,5013.59,780000,156,67.8651,60.3459,156,-1498.445068359375
5076.84,4235.77,785000,157,71.6149,61.8823,157,-1455.2099609375
5398.55,4165.33,790000,158,69.3388,59.4343,158,-1456.2840576171875
5293.46,4912.7,795000,159,70.2615,58.7158,159,-1534.501953125
5319.13,4438.22,800000,160,71.0504,59.2191,160,-1549.6837158203125
4549.28,4072.8,805000,161,72.2796,61.6582,161,-1585.5352783203125
5464.31,4871.57,810000,162,70.7149,58.7296,162,-1594.5537109375
5131.45,5142.26,815000,163,67.7733,58.6202,163,-1604.6669921875
5104.99,4392.96,820000,164,70.7012,58.292,164,-1670.0850830078125
4808.77,4618.36,825000,165,64.4545,50.3941,165,-1690.154052734375
5489.39,4432.29,830000,166,71.5435,63.3489,166,-1720.447265625
5641.43,4997.91,835000,167,71.1675,61.0537,167,-1798.689453125
5564.63,4894.61,840000,168,71.1464,61.8899,168,-1753.7412109375
5302.79,4669.68,845000,169,70.7337,58.1783,169,-1858.32080078125
5580.9,5145.23,850000,170,71.5098,60.5754,170,-1857.576171875
5530.29,5179.92,855000,171,71.1987,61.6826,171,-1871.921630859375
5378.17,4688.56,860000,172,68.1249,56.6242,172,-1904.9022216796875
5255.14,4525.4,865000,173,72.9975,67.1401,173,-1989.4207763671875
5520.54,4559.91,870000,174,70.8728,60.0906,174,-1944.04150390625
5344.13,4882.59,875000,175,73.3709,66.9958,175,-2002.728759765625
5247.72,4290.89,880000,176,66.1279,49.6479,176,-1944.703857421875
5404.97,4694.17,885000,177,71.9636,59.5437,177,-2057.893310546875
5651.64,5221.02,890000,178,70.0205,59.0454,178,-2116.383544921875
5096.67,4721.81,895000,179,70.554,59.2089,179,-2104.706787109375
5414.42,5150.32,900000,180,72.3381,61.996,180,-2180.739990234375
4996.46,4176.42,905000,181,71.7967,62.5706,181,-2226.632568359375
5569.01,5143.19,910000,182,70.6048,60.8768,182,-2242.136474609375
5054.26,4701.65,915000,183,71.4576,64.3853,183,-2249.301513671875
5453.76,4140.84,920000,184,71.2152,61.1099,184,-2282.627197265625
5596.05,4735.75,925000,185,72.6159,62.0649,185,-2296.39404296875
5561.59,4910.92,930000,186,72.3546,64.0634,186,-2417.998291015625
5717.19,5017.79,935000,187,67.111,54.2452,187,-2363.615234375
5321.48,4814.68,940000,188,71.9391,65.523,188,-2487.353759765625
5203.81,4620.75,945000,189,71.157,58.0125,189,-2410.322998046875
5467.53,4166.61,950000,190,66.414,53.9984,190,-2384.3330078125
5066.53,4438.19,955000,191,72.52,65.5398,191,-2567.521728515625
5365.98,4314.15,960000,192,75.2626,66.3151,192,-2644.578125
5352.43,5328.61,965000,193,72.799,66.433,193,-2695.15380859375
5373.17,4725.8,970000,194,69.6807,60.0664,194,-2620.42626953125
5667.96,5228.97,975000,195,67.6287,58.875,195,-2684.35205078125
5579.69,5292.03,980000,196,67.6112,52.9414,196,-2669.141357421875
5524.51,5023.45,985000,197,68.9438,60.2508,197,-2783.14208984375
5662.3,4604.22,990000,198,67.1144,54.6255,198,-2762.929931640625
5395.67,5012.7,995000,199,69.0705,53.1823,199,-2805.2734375
5633.81,5088.71,1000000,200,69.5594,54.4151,200,-2859.6162109375
5565.15,5301.95,1005000,201,69.4748,56.0297,201,-2914.05712890625
5632.28,5019.28,1010000,202,70.6602,61.1626,202,-2990.918701171875
5649.06,4914.42,1015000,203,66.731,53.8954,203,-2938.53662109375
5766.16,5033.22,1020000,204,66.4247,53.3316,204,-2983.428955078125
5757.68,5315.36,1025000,205,71.6374,61.9036,205,-3139.353515625
5616.06,5205.59,1030000,206,70.2552,60.7954,206,-3106.574462890625
5680.81,5263.25,1035000,207,71.2091,62.9107,207,-3202.594482421875
5676.77,5143.7,1040000,208,72.9247,64.4313,208,-3225.6279296875
5760.36,4697.11,1045000,209,70.4251,59.0443,209,-3252.512451171875
5655.83,4973.95,1050000,210,69.3305,62.7691,210,-3283.304931640625
5645.52,5151.63,1055000,211,72.9203,64.3048,211,-3367.33251953125
5619.61,5148.57,1060000,212,72.0859,61.5724,212,-3434.11865234375
5654.64,4620.74,1065000,213,73.5537,64.0087,213,-3484.552734375
5488.67,5226.09,1070000,214,72.6177,60.9354,214,-3529.294921875
5612.26,4998.29,1075000,215,76.0853,67.5349,215,-3606.90283203125
5748.87,5101.79,1080000,216,74.3551,63.452,216,-3626.958740234375
5721.9,5413.35,1085000,217,74.3424,67.3048,217,-3703.698486328125
5427.38,5270.13,1090000,218,73.6679,65.0258,218,-3747.569091796875
5649.91,5244.74,1095000,219,73.8985,66.0508,219,-3791.8115234375
5670.4,5440.39,1100000,220,70.8463,64.3727,220,-3805.801025390625
5727.5,5308.26,1105000,221,74.5869,66.7067,221,-3899.99267578125
5706.96,5131.65,1110000,222,72.9042,63.5811,222,-3952.2958984375
5335.02,5380.19,1115000,223,74.3759,67.6925,223,-3972.201416015625
5780.57,5059.52,1120000,224,74.9889,68.9196,224,-4025.69140625
5280.53,5306.19,1125000,225,75.2854,67.714,225,-4088.69970703125
5773.48,5387.96,1130000,226,73.622,65.0809,226,-4167.56640625
5676.05,5350.27,1135000,227,76.3584,69.8937,227,-4179.478515625
5764.82,5149.68,1140000,228,74.8893,66.2243,228,-4248.34326171875
5694.97,5260.12,1145000,229,75.4803,68.7878,229,-4291.59912109375
5713.65,5003.91,1150000,230,75.7242,69.5851,230,-4341.7490234375
5713.32,5300.38,1155000,231,75.8091,66.4095,231,-4430.7294921875
5700.57,5346.56,1160000,232,76.3608,69.041,232,-4477.1591796875
5803.94,4993.03,1165000,233,75.2103,67.0522,233,-4492.7392578125
5666.91,5002.03,1170000,234,70.9515,60.1382,234,-4376.77783203125
5822.68,5414.29,1175000,235,75.5523,65.8687,235,-4533.142578125
5827.25,5139.12,1180000,236,75.7349,67.5233,236,-4637.9560546875
5842.95,5326.56,1185000,237,76.8821,67.0248,237,-4670.38037109375
5472.48,4961.84,1190000,238,69.4677,61.2338,238,-4555.51220703125
5383.31,5475.02,1195000,239,75.4933,68.3324,239,-4742.2744140625
5725.66,5314.42,1200000,240,76.4935,70.1641,240,-4778.92578125
5660.44,5453.04,1205000,241,76.4618,70.5344,241,-4866.59228515625
5662.26,4590.0,1210000,242,74.3725,69.0597,242,-4847.21142578125
5757.6,5399.37,1215000,243,74.9303,67.616,243,-4867.9267578125
5499.67,5446.14,1220000,244,75.642,70.5455,244,-4903.39697265625
5555.68,4679.12,1225000,245,74.1491,67.1053,245,-4862.650390625
5862.93,5429.08,1230000,246,68.8792,62.7936,246,-4902.62109375
5813.48,4707.12,1235000,247,74.4279,64.7005,247,-5033.294921875
5491.67,5014.6,1240000,248,74.9874,68.8103,248,-5120.568359375
5904.25,5251.06,1245000,249,75.0654,66.9711,249,-5188.35888671875
5834.24,5352.83,1250000,250,77.0667,71.4646,250,-5240.58544921875
5606.89,5301.97,1255000,251,74.3679,64.4134,251,-5228.92236328125
5888.67,5344.43,1260000,252,74.5977,66.2955,252,-5307.9697265625
5526.81,5123.25,1265000,253,76.3868,70.5848,253,-5317.89453125
5668.73,5500.48,1270000,254,76.1254,70.2082,254,-5443.58349609375
5711.53,5283.42,1275000,255,74.3635,66.1422,255,-5534.7509765625
5869.88,4580.16,1280000,256,74.359,69.4035,256,-5540.72021484375
5486.69,4975.82,1285000,257,76.3081,70.9683,257,-5536.97021484375
5508.67,4830.13,1290000,258,74.9789,67.5468,258,-5547.99365234375
5235.57,5049.92,1295000,259,75.3476,67.7676,259,-5563.47119140625
5690.41,5017.85,1300000,260,76.585,69.9747,260,-5687.2041015625
5890.99,5480.72,1305000,261,74.2594,67.9943,261,-5700.09716796875
5814.57,5246.44,1310000,262,73.7882,67.7022,262,-5701.15673828125
5786.22,5072.78,1315000,263,76.1758,69.3879,263,-5816.494140625
5848.17,5466.32,1320000,264,74.5273,66.5561,264,-5831.83251953125
5611.28,5506.93,1325000,265,75.4378,66.3035,265,-5818.09814453125
5823.68,4775.41,1330000,266,74.6199,67.5902,266,-5840.69140625
5570.43,4999.31,1335000,267,76.0628,68.7414,267,-5932.37548828125
5910.81,5542.28,1340000,268,73.9048,66.714,268,-6004.82080078125
5943.17,4867.91,1345000,269,75.7521,67.1963,269,-6117.232421875
5619.35,4918.15,1350000,270,70.3185,61.6645,270,-6002.4873046875
5941.41,5344.05,1355000,271,75.965,70.1192,271,-6221.9140625
5372.47,5013.09,1360000,272,71.9348,67.6231,272,-6056.525390625
5773.6,5321.69,1365000,273,76.8321,71.89,273,-6403.19140625
5924.5,5470.16,1370000,274,76.7194,70.033,274,-6341.57275390625
5404.22,5398.27,1375000,275,77.9162,70.7244,275,-6354.173828125
5864.23,5182.53,1380000,276,76.1315,70.5829,276,-6414.54736328125
5714.87,4570.18,1385000,277,77.4734,71.1406,277,-6406.91259765625
5912.74,5467.78,1390000,278,75.9236,67.078,278,-6477.69677734375
5854.83,5326.74,1395000,279,75.6201,69.8182,279,-6508.49951171875
5815.09,5188.44,1400000,280,77.2899,71.8482,280,-6605.486328125
5734.97,5077.04,1405000,281,76.9426,68.8946,281,-6627.81689453125
5630.52,5427.18,1410000,282,77.5257,71.043,282,-6678.6015625
5689.24,4815.07,1415000,283,71.467,63.2308,283,-6440.9228515625
5910.81,5003.98,1420000,284,69.6939,58.2649,284,-6394.2509765625
5903.09,5306.17,1425000,285,72.287,63.6605,285,-6585.42724609375
5605.88,4459.14,1430000,286,75.6163,70.3501,286,-6899.49609375
5695.22,5108.05,1435000,287,76.9977,70.8892,287,-6871.64794921875
5877.78,5312.79,1440000,288,76.528,68.0559,288,-6871.6025390625
5856.66,4569.16,1445000,289,76.4358,67.0092,289,-6877.9228515625
5581.17,5289.58,1450000,290,77.2192,70.2002,290,-6916.8232421875
5880.99,4794.73,1455000,291,69.2215,59.3629,291,-6550.119140625
5873.07,5570.33,1460000,292,76.3724,70.5456,292,-7006.80615234375
5243.41,5189.95,1465000,293,73.5508,61.6553,293,-6879.01171875
5894.57,4698.23,1470000,294,68.109,60.504,294,-6597.8466796875
5868.34,5013.34,1475000,295,69.1509,59.1282,295,-6723.1923828125
5404.34,4910.0,1480000,296,73.0374,65.8105,296,-7016.40966796875
5656.78,5142.89,1485000,297,69.589,56.4785,297,-6890.27490234375
5849.79,5524.16,1490000,298,75.7801,68.339,298,-7260.7353515625
5762.01,5547.0,1495000,299,77.1125,72.8554,299,-7271.0791015625
5839.34,5157.35,1500000,300,77.1804,71.2096,300,-7400.73779296875
5563.95,5009.89,1505000,301,77.1695,72.0882,301,-7419.41845703125
5939.57,5380.21,1510000,302,68.9737,59.8096,302,-7032.96533203125
5591.21,5114.0,1515000,303,76.6659,72.057,303,-7494.16650390625
5671.25,5346.39,1520000,304,74.4518,65.4683,304,-7374.52490234375
5797.91,5250.67,1525000,305,77.2578,70.8956,305,-7556.19287109375
5889.51,5045.14,1530000,306,76.3426,69.4069,306,-7414.91845703125
5497.48,5506.82,1535000,307,72.924,67.9043,307,-7363.21142578125
5846.18,4963.51,1540000,308,77.2271,70.3057,308,-7606.3212890625
5874.8,5297.65,1545000,309,76.0438,71.4571,309,-7624.65087890625
5531.37,5452.57,1550000,310,77.6855,74.5008,310,-7702.9833984375
5901.64,5215.83,1555000,311,76.8695,68.9166,311,-7720.5068359375
5730.22,5184.15,1560000,312,73.5653,65.2363,312,-7653.37158203125
5567.51,4798.0,1565000,313,69.194,61.2732,313,-7306.65087890625
5377.92,4794.61,1570000,314,68.1953,57.0631,314,-7062.2919921875
5805.63,5031.51,1575000,315,76.7211,71.7031,315,-7803.837890625
5862.39,5135.92,1580000,316,76.2241,71.1472,316,-7879.34033203125
5905.87,5504.18,1585000,317,75.9841,66.7474,317,-7882.818359375
5790.97,5380.34,1590000,318,76.4469,69.4044,318,-7983.04052734375
5388.81,5163.65,1595000,319,74.6368,66.4857,319,-7791.822265625
5866.54,5009.34,1600000,320,76.8742,69.9866,320,-7933.33935546875
5663.29,5175.19,1605000,321,76.7173,70.7628,321,-8109.10693359375
5275.29,4671.03,1610000,322,75.235,64.4166,322,-7857.0546875
5920.21,4706.73,1615000,323,71.09,62.8193,323,-7719.87255859375
5805.24,5406.42,1620000,324,77.1572,70.6223,324,-8142.95556640625
5546.22,5440.05,1625000,325,73.3509,67.5692,325,-7737.2197265625
5520.09,5404.85,1630000,326,76.9004,70.2216,326,-8259.853515625
5896.61,5544.23,1635000,327,69.879,64.4363,327,-7742.359375
5858.64,5219.24,1640000,328,77.8749,70.8896,328,-8255.5693359375
5612.84,5165.65,1645000,329,77.1075,72.521,329,-8352.453125
5606.7,5204.99,1650000,330,75.616,68.7105,330,-8217.6318359375
5955.85,4828.68,1655000,331,75.1439,66.2204,331,-8269.1630859375
5928.78,5196.26,1660000,332,75.2713,69.0616,332,-8334.5498046875
5548.67,5149.67,1665000,333,73.3851,64.9782,333,-8196.93359375
5912.24,5529.96,1670000,334,77.1912,69.1894,334,-8538.171875
5638.15,5170.1,1675000,335,69.0729,58.9869,335,-7912.08642578125
5827.22,5315.5,1680000,336,76.9455,71.5652,336,-8595.685546875
5612.08,5312.73,1685000,337,76.3594,67.465,337,-8612.44921875
5574.24,5502.8,1690000,338,74.1401,66.996,338,-8492.6640625
5035.18,5276.05,1695000,339,76.4036,70.0893,339,-8569.1962890625
5625.49,4902.23,1700000,340,77.0816,73.3186,340,-8609.92578125
5465.89,5133.26,1705000,341,76.8253,70.444,341,-8622.2080078125
5865.29,5482.2,1710000,342,72.4378,64.7342,342,-8526.140625
5644.08,4982.56,1715000,343,70.0651,61.96,343,-8282.2001953125
5564.97,5119.34,1720000,344,73.8537,70.6049,344,-8713.859375
5627.44,5487.5,1725000,345,76.8215,68.7758,345,-8811.1611328125
5881.87,4534.57,1730000,346,75.1938,67.2108,346,-8798.26953125
5612.07,5556.49,1735000,347,72.3482,68.5185,347,-8794.9912109375
5013.32,5523.69,1740000,348,77.2357,73.8479,348,-9040.4892578125
5783.21,5381.66,1745000,349,74.9433,68.683,349,-9044.203125
5840.8,5018.88,1750000,350,76.6606,72.3105,350,-9094.9716796875
5882.69,5425.67,1755000,351,76.3621,68.6788,351,-9012.267578125
5872.75,5503.01,1760000,352,77.183,72.8863,352,-9178.9130859375
5549.61,4923.78,1765000,353,77.0525,71.687,353,-9167.392578125
5467.36,5490.05,1770000,354,77.541,70.9695,354,-9163.3974609375
5905.3,4748.58,1775000,355,75.0541,69.5179,355,-9091.744140625
5738.59,4995.86,1780000,356,75.0577,67.7971,356,-9247.2314453125
5059.11,3987.98,1785000,357,68.2375,55.0549,357,-8631.146484375
5532.52,5035.87,1790000,358,76.4962,73.9765,358,-9451.82421875
5477.84,4879.7,1795000,359,75.8891,72.0295,359,-9284.4599609375
5606.43,4798.74,1800000,360,75.9389,69.468,360,-9200.130859375
5898.76,5354.49,1805000,361,68.1073,58.2432,361,-8396.705078125
5614.17,5496.59,1810000,362,76.5456,69.406,362,-9257.6513671875
5274.57,5201.4,1815000,363,76.0504,71.6069,363,-9480.1767578125
5539.21,5062.07,1820000,364,76.6194,73.2924,364,-9420.1376953125
5655.21,5305.44,1825000,365,75.9503,68.1465,365,-9422.2353515625
5808.61,4939.42,1830000,366,76.6808,72.1874,366,-9532.7666015625
5597.23,5575.4,1835000,367,75.4771,66.0505,367,-9456.4072265625
5681.85,5223.48,1840000,368,76.9257,72.4728,368,-9748.6142578125
5331.88,4890.71,1845000,369,69.1363,58.9943,369,-8820.48046875
5899.56,5321.37,1850000,370,70.8689,63.4957,370,-9328.9150390625
5393.77,5486.39,1855000,371,78.0267,70.7623,371,-9847.9091796875
5833.78,5293.96,1860000,372,75.7794,69.1808,372,-9721.740234375
5749.87,4309.14,1865000,373,75.2686,66.3528,373,-9777.9296875
5756.6,5523.63,1870000,374,74.9123,69.1446,374,-9885.3037109375
5556.26,5478.4,1875000,375,71.9798,64.0166,375,-9608.662109375
5889.73,5581.94,1880000,376,76.7308,72.7942,376,-10060.47265625
5658.41,5397.67,1885000,377,74.7673,68.8129,377,-10104.5224609375
5526.41,4418.83,1890000,378,74.045,67.7174,378,-10004.357421875
5768.68,5302.08,1895000,379,70.9262,62.8282,379,-9556.1259765625
5952.58,5085.58,1900000,380,75.4133,69.5499,380,-10237.4990234375
5833.46,5520.67,1905000,381,77.7022,72.202,381,-10257.646484375
5917.95,5321.99,1910000,382,75.6248,70.3715,382,-10252.8232421875
5319.97,5203.66,1915000,383,77.3014,71.7162,383,-10372.6826171875
5850.4,5230.96,1920000,384,71.1575,62.965,384,-9795.1142578125
5860.52,5515.85,1925000,385,77.0559,71.9712,385,-10450.6357421875
