Running Reverse KL,Reward Loss,Itration,Running Forward KL,Real Det Return,Running Update Time,Real Sto Return,Running Env Steps
20.8965,-3278.900390625,77,49.168,2580.16,77,1673.77,385000
21.516,-3288.609619140625,78,48.4465,2924.49,78,2264.87,390000
21.2607,-2935.635986328125,79,47.5653,2773.52,79,1952.33,395000
20.1076,-4072.630615234375,80,52.7675,2437.51,80,1400.22,400000
21.2165,-3310.702880859375,81,50.5819,2186.0,81,1855.04,405000
20.6841,-4085.093017578125,82,51.4304,2573.52,82,2028.08,410000
20.1091,-4014.874267578125,83,51.5524,2689.37,83,1729.88,415000
19.5665,-3041.7724609375,84,48.5176,2965.57,84,2153.5,420000
19.1757,-4078.187744140625,85,51.4367,2502.1,85,1702.13,425000
21.8042,-5005.291015625,86,55.4023,2083.02,86,1169.41,430000
18.041,-3753.768798828125,87,49.0595,2549.91,87,1303.18,435000
19.6473,-3359.80078125,88,48.0699,3047.2,88,1936.87,440000
19.7405,-3550.704345703125,89,47.6283,2950.02,89,2502.49,445000
19.4949,-3519.195068359375,90,46.7188,3055.23,90,1911.65,450000
18.9637,-3735.88330078125,91,47.5116,3009.51,91,2307.7,455000
17.5286,-4113.021484375,92,48.5784,2705.94,92,2121.32,460000
20.924,-5344.20166015625,93,54.0564,2419.96,93,1596.61,465000
17.6957,-4246.76904296875,94,49.0818,2241.57,94,1687.76,470000
18.6887,-4069.64892578125,95,46.791,2621.02,95,1688.27,475000
19.6135,-5306.12548828125,96,51.0599,2544.57,96,1391.86,480000
19.5466,-4132.5234375,97,47.3269,2801.97,97,1425.75,485000
19.2928,-5212.30029296875,98,50.1496,2824.19,98,1572.92,490000
19.6978,-4542.681640625,99,48.8094,2779.3,99,1968.18,495000
17.4149,-4667.44921875,100,47.4501,3057.14,100,2061.26,500000
16.8898,-3894.240234375,101,44.2979,2800.01,101,2068.28,505000
17.1248,-3774.691650390625,102,45.8061,2443.97,102,1626.9,510000
16.6668,-5313.81103515625,103,47.8539,2417.43,103,1600.66,515000
18.1376,-4007.39892578125,104,46.4094,3187.97,104,2218.21,520000
19.9701,-3805.93701171875,105,44.7915,3169.19,105,2446.15,525000
15.2684,-4032.915283203125,106,44.8411,2696.92,106,1467.17,530000
15.9289,-4612.1435546875,107,45.313,2950.06,107,2246.3,535000
18.2794,-4086.57177734375,108,44.9971,3317.03,108,2496.88,540000
17.0442,-4628.92578125,109,46.0521,3145.84,109,2423.48,545000
14.7329,-5046.77099609375,110,45.4646,2783.4,110,2106.56,550000
15.7531,-4494.1396484375,111,44.8232,3147.91,111,2464.68,555000
15.2465,-5451.87744140625,112,46.6384,2685.65,112,2158.61,560000
18.401,-4973.7294921875,113,47.8353,3058.26,113,2091.27,565000
19.8946,-5871.10595703125,114,48.8523,2862.63,114,1869.28,570000
16.502,-5524.486328125,115,46.2551,3115.02,115,2560.53,575000
17.0959,-4958.939453125,116,44.3757,3403.38,116,2448.57,580000
19.0622,-4118.3818359375,117,43.465,3305.64,117,2618.42,585000
15.5391,-5493.89453125,118,45.7526,3108.52,118,2176.24,590000
15.4757,-5778.0791015625,119,46.0796,3128.29,119,2110.39,595000
15.4727,-6089.05322265625,120,46.8901,2491.36,120,1833.46,600000
19.4086,-4423.93505859375,121,44.7659,3265.69,121,2548.13,605000
14.0567,-5591.62548828125,122,43.742,2957.57,122,2071.99,610000
15.0112,-6078.7587890625,123,45.2969,3169.51,123,2774.16,615000
14.9092,-5246.2294921875,124,43.5082,2837.23,124,2338.64,620000
17.3446,-4329.4150390625,125,43.2606,3102.71,125,2571.06,625000
15.1848,-6642.56005859375,126,46.9336,3158.86,126,1984.25,630000
15.4302,-4610.8505859375,127,41.6748,2655.15,127,2546.01,635000
15.2624,-4804.29296875,128,41.5101,3264.82,128,2299.42,640000
16.4688,-4929.32763671875,129,43.6905,3250.44,129,2707.35,645000
14.9101,-5549.79541015625,130,43.4159,3225.59,130,2315.85,650000
13.397,-4746.9462890625,131,39.8134,3193.13,131,2821.17,655000
15.2095,-7018.30810546875,132,45.029,2697.41,132,1543.85,660000
16.9426,-6016.94482421875,133,43.8737,3583.38,133,2636.35,665000
17.0689,-5794.75439453125,134,44.8047,3397.3,134,2632.63,670000
17.4372,-4883.86962890625,135,42.0478,3736.37,135,2900.74,675000
19.2151,-4938.236328125,136,42.8984,3520.02,136,2705.05,680000
15.8451,-5458.88232421875,137,42.6983,3694.83,137,2385.24,685000
15.7316,-6212.63671875,138,44.017,3321.79,138,2219.54,690000
14.4401,-5456.78271484375,139,40.5876,3532.02,139,2781.26,695000
14.9025,-6993.72900390625,140,43.0961,2864.94,140,2706.33,700000
14.1558,-6107.22509765625,141,42.09,3639.3,141,2481.31,705000
16.9349,-5800.94384765625,142,42.5402,3368.62,142,2604.16,710000
14.9761,-6813.50830078125,143,42.5015,3540.3,143,2791.43,715000
14.7018,-6193.8125,144,42.1398,3350.08,144,2731.29,720000
16.816,-5237.4990234375,145,40.7778,3669.28,145,2881.87,725000
16.642,-5777.9208984375,146,41.3918,3596.07,146,2749.17,730000
15.6856,-5923.8056640625,147,41.6864,3536.68,147,2808.99,735000
15.601,-6016.8408203125,148,42.0331,3604.18,148,3008.23,740000
14.4442,-7642.00634765625,149,42.7423,3325.86,149,2488.4,745000
15.4576,-6774.5966796875,150,42.8475,3541.81,150,1900.33,750000
12.453,-6925.6162109375,151,41.9144,2867.94,151,2220.97,755000
13.5956,-6267.76123046875,152,40.4306,3746.32,152,2327.75,760000
14.2346,-6520.09423828125,153,41.5083,3538.72,153,2354.55,765000
14.4286,-6878.00732421875,154,40.0589,3795.86,154,2835.77,770000
13.5163,-7050.044921875,155,40.4163,3449.37,155,2396.04,775000
13.2083,-7528.86279296875,156,41.4675,3441.95,156,2966.64,780000
15.5468,-6194.19091796875,157,40.4848,2744.15,157,3094.59,785000
16.3972,-7039.3251953125,158,43.0154,3677.49,158,2663.03,790000
13.1935,-8274.5595703125,159,42.6858,2495.1,159,1917.07,795000
15.2681,-6958.04296875,160,41.309,3441.47,160,2397.67,800000
15.1677,-6172.27734375,161,39.9652,3721.78,161,2813.2,805000
13.7429,-6828.421875,162,40.0284,3465.15,162,3029.26,810000
16.2985,-6452.4091796875,163,39.0137,3663.39,163,2903.59,815000
13.3992,-7553.84326171875,164,41.685,3888.6,164,3032.14,820000
13.2089,-6856.08154296875,165,38.7269,3501.27,165,2817.73,825000
15.1708,-6668.8154296875,166,39.4882,3292.31,166,2828.5,830000
14.0631,-9914.6640625,167,45.7133,3110.6,167,1969.46,835000
13.8345,-7550.1474609375,168,40.2251,3504.36,168,2587.93,840000
14.6321,-9384.6787109375,169,44.1763,2567.61,169,2245.61,845000
13.0604,-8742.98046875,170,41.5912,2665.57,170,2218.43,850000
12.7997,-7120.20703125,171,40.3859,3639.54,171,2403.74,855000
11.3966,-7890.63330078125,172,39.5253,2419.61,172,2152.63,860000
12.8277,-8114.78173828125,173,41.0254,3506.96,173,2722.71,865000
12.9869,-8797.138671875,174,41.2717,3964.56,174,2829.7,870000
12.974,-8305.599609375,175,41.3199,3232.41,175,2597.46,875000
14.1166,-8726.6396484375,176,42.2051,3480.39,176,2882.96,880000
14.0156,-8868.5810546875,177,41.0382,3548.53,177,2724.81,885000
13.3548,-8208.0302734375,178,40.3901,3245.01,178,2931.76,890000
12.6948,-8642.0166015625,179,39.9891,3745.33,179,2359.28,895000
15.4127,-7389.8955078125,180,40.1552,3415.88,180,2702.8,900000
12.85,-9068.919921875,181,40.4234,3441.85,181,3032.54,905000
13.5926,-9153.3994140625,182,41.3797,3331.68,182,2967.6,910000
12.5618,-10220.7900390625,183,41.4937,3588.31,183,3022.88,915000
14.4189,-8728.2177734375,184,41.0477,3044.65,184,2804.52,920000
13.3165,-9751.876953125,185,41.2611,3296.94,185,3111.9,925000
13.0439,-10564.4541015625,186,41.3857,3066.0,186,3042.8,930000
14.1823,-8695.0126953125,187,40.6741,3534.15,187,2646.12,935000
13.9557,-9246.302734375,188,40.6151,3575.59,188,2750.34,940000
15.1151,-9171.4013671875,189,41.0374,3623.85,189,3135.34,945000
13.0265,-9570.6572265625,190,40.4698,3803.38,190,3029.83,950000
17.0544,-9055.9384765625,191,42.2162,3484.0,191,2963.64,955000
13.4928,-9802.009765625,192,41.629,3155.11,192,2730.97,960000
16.0285,-9290.4853515625,193,43.2876,3765.41,193,3121.81,965000
14.1475,-10878.158203125,194,43.094,3065.96,194,2603.8,970000
13.239,-11329.326171875,195,43.9093,3221.13,195,2636.95,975000
15.6786,-8518.837890625,196,39.2947,3500.06,196,2891.31,980000
14.1481,-10214.9833984375,197,42.1405,3442.48,197,2254.56,985000
14.5391,-9963.0595703125,198,42.0663,3628.46,198,2440.75,990000
14.5565,-10415.4130859375,199,42.607,2759.32,199,2645.31,995000
12.7394,-11463.2802734375,200,41.0809,3373.34,200,2189.94,1000000
13.2824,-12350.87890625,201,43.0846,4001.24,201,2577.99,1005000
13.2698,-12460.6162109375,202,42.229,3220.69,202,2388.55,1010000
13.7412,-9939.158203125,203,39.283,3476.99,203,2672.19,1015000
13.6776,-12154.736328125,204,41.7786,3173.0,204,2605.57,1020000
15.1973,-12143.27734375,205,42.3158,3355.79,205,2131.76,1025000
13.9923,-10987.97265625,206,41.3369,3096.27,206,2430.31,1030000
14.1905,-12952.0224609375,207,41.9383,3557.95,207,2098.56,1035000
13.7266,-12542.998046875,208,41.2476,3120.88,208,1858.75,1040000
12.6326,-10531.7421875,209,39.9328,3025.31,209,2702.24,1045000
13.006,-13506.8388671875,210,43.025,3242.34,210,2130.85,1050000
13.7648,-12039.4775390625,211,41.7435,3229.79,211,2078.19,1055000
13.7343,-15024.0712890625,212,44.9268,2375.19,212,1712.24,1060000
14.2866,-12585.3212890625,213,41.602,2974.86,213,2528.13,1065000
13.1933,-14463.810546875,214,42.8435,3156.55,214,2324.94,1070000
15.094,-16250.224609375,215,46.1411,2850.58,215,2547.06,1075000
12.6052,-12011.8017578125,216,40.8944,3179.01,216,2150.96,1080000
12.5557,-13546.59765625,217,43.2425,2584.98,217,1996.16,1085000
14.6594,-15142.919921875,218,44.0084,3028.89,218,2639.55,1090000
12.7522,-12604.2724609375,219,42.2197,3932.69,219,2992.57,1095000
12.7073,-13400.3583984375,220,41.678,2483.72,220,2407.68,1100000
14.1074,-14045.412109375,221,42.0774,3245.15,221,2634.54,1105000
11.8179,-11178.9384765625,222,38.8559,3411.82,222,2557.95,1110000
12.4628,-13645.7978515625,223,42.6595,2979.24,223,1824.27,1115000
12.2189,-13128.576171875,224,40.3439,3462.13,224,2195.33,1120000
12.501,-12293.8671875,225,40.8457,3142.44,225,1994.17,1125000
12.4064,-13514.7265625,226,40.2611,3337.04,226,2395.23,1130000
11.8202,-13366.18359375,227,40.5215,3407.49,227,2409.98,1135000
12.6394,-15424.078125,228,41.3629,3028.82,228,2330.95,1140000
12.3671,-13234.3984375,229,40.8411,3581.47,229,2670.55,1145000
11.4507,-13641.7607421875,230,39.6782,3782.38,230,2929.5,1150000
16.6067,-14460.4951171875,231,40.3788,3545.94,231,2011.25,1155000
13.4861,-11966.763671875,232,38.8447,2474.8,232,2891.24,1160000
11.5313,-14069.9443359375,233,39.0202,3366.36,233,2275.37,1165000
14.1657,-14897.25,234,41.2808,3870.31,234,2222.86,1170000
12.9629,-12458.1640625,235,39.6572,3681.25,235,3083.76,1175000
13.1323,-13772.22265625,236,39.5409,3602.73,236,2782.23,1180000
13.5325,-14547.0048828125,237,40.1109,3339.34,237,3028.51,1185000
13.0315,-14471.2978515625,238,40.697,3495.06,238,1969.48,1190000
12.507,-15859.9892578125,239,41.7514,3310.52,239,2362.42,1195000
13.2962,-17200.171875,240,42.918,2142.18,240,1817.97,1200000
12.8095,-14246.3466796875,241,39.6032,3822.9,241,2679.42,1205000
13.5185,-15536.505859375,242,41.5119,2858.36,242,2604.12,1210000
14.1134,-12350.7080078125,243,38.5001,2787.33,243,2970.21,1215000
14.101,-12852.5087890625,244,39.5207,3824.66,244,3076.82,1220000
12.373,-14646.857421875,245,39.6934,1975.3,245,2146.79,1225000
13.0209,-16491.73046875,246,41.6438,3810.4,246,2752.92,1230000
13.3653,-14436.3056640625,247,39.5249,3713.25,247,2890.72,1235000
11.7432,-13573.337890625,248,38.5073,2316.82,248,2991.99,1240000
13.3739,-16844.009765625,249,41.6202,4021.29,249,2577.15,1245000
17.5532,-15428.5693359375,250,41.234,4017.17,250,3107.76,1250000
15.2841,-14853.8701171875,251,40.7961,4194.19,251,3356.24,1255000
13.3464,-15939.3330078125,252,39.977,3528.99,252,2847.31,1260000
13.0643,-14834.484375,253,38.5428,3554.77,253,3288.36,1265000
12.9241,-15257.1123046875,254,39.2676,4004.02,254,2718.24,1270000
13.7104,-14398.2353515625,255,37.9872,3737.62,255,2766.71,1275000
14.6397,-18102.091796875,256,42.6428,3527.59,256,2703.63,1280000
15.3654,-13696.0810546875,257,38.8666,3790.95,257,3351.36,1285000
12.929,-17340.37890625,258,40.8209,3921.29,258,3109.42,1290000
15.0863,-16341.83203125,259,40.7926,4174.27,259,2638.57,1295000
14.5046,-15759.6103515625,260,39.5817,3517.58,260,3060.83,1300000
15.1511,-22130.20703125,261,45.3249,3905.73,261,2276.37,1305000
13.5219,-18612.4765625,262,42.153,3949.1,262,2729.22,1310000
15.2879,-14753.8154296875,263,39.0408,3735.69,263,2453.22,1315000
11.996,-16327.4775390625,264,38.9788,3829.78,264,3152.39,1320000
13.5557,-18287.58984375,265,42.162,3536.18,265,2562.55,1325000
15.3172,-15621.6337890625,266,40.0744,3877.75,266,2780.07,1330000
13.3514,-16402.220703125,267,39.3778,3974.76,267,2451.79,1335000
13.8369,-15583.2080078125,268,38.9645,3992.86,268,3200.54,1340000
12.5706,-18622.896484375,269,41.6203,3663.73,269,2294.75,1345000
11.67,-18661.6640625,270,41.1118,2658.15,270,2333.92,1350000
12.7297,-18176.28515625,271,40.9542,3179.9,271,2705.82,1355000
12.1235,-18231.453125,272,40.5816,3705.83,272,2579.79,1360000
13.4298,-18990.357421875,273,41.6336,3964.61,273,2802.57,1365000
13.612,-16855.06640625,274,40.8508,3847.98,274,2784.43,1370000
12.3048,-18909.3359375,275,40.7553,3222.79,275,2612.02,1375000
14.6293,-16038.3505859375,276,38.7463,3715.14,276,2865.85,1380000
13.0089,-17753.73828125,277,39.8707,3791.09,277,3040.73,1385000
13.8879,-18161.775390625,278,40.0953,3777.66,278,2978.82,1390000
12.8843,-18976.443359375,279,40.5856,3113.03,279,3145.14,1395000
12.6872,-19896.283203125,280,41.0705,3616.39,280,3063.74,1400000
12.5782,-18363.70703125,281,39.6625,4183.59,281,3014.17,1405000
12.7486,-20303.966796875,282,41.6693,3787.22,282,2797.75,1410000
13.7066,-21210.119140625,283,41.4838,3575.49,283,2486.3,1415000
14.2869,-22050.251953125,284,42.9826,2921.14,284,2187.79,1420000
12.6211,-19416.158203125,285,40.0858,3554.97,285,2289.93,1425000
12.8189,-21951.7578125,286,42.3645,3973.84,286,2429.41,1430000
13.7618,-20476.38671875,287,41.3057,2737.03,287,2532.86,1435000
13.5515,-20201.01171875,288,39.9658,3297.42,288,3008.5,1440000
13.3132,-24061.455078125,289,43.0767,3226.29,289,2496.82,1445000
13.0743,-22705.130859375,290,41.1949,2831.15,290,2653.79,1450000
13.2812,-19248.11328125,291,39.5981,3466.32,291,2784.62,1455000
13.854,-22633.578125,292,42.2561,3789.04,292,3168.87,1460000
14.3433,-21602.173828125,293,41.4655,3901.55,293,3027.32,1465000
13.7735,-21604.263671875,294,40.3266,3779.24,294,2646.88,1470000
14.4826,-27406.49609375,295,45.3435,3060.4,295,2567.49,1475000
12.0757,-23242.0078125,296,41.8657,3791.59,296,2739.67,1480000
12.7258,-22222.103515625,297,40.9018,2853.81,297,2765.11,1485000
13.3869,-24279.822265625,298,41.8926,2809.97,298,2574.06,1490000
13.5,-22110.2109375,299,40.7283,3280.84,299,2504.56,1495000
14.7367,-28022.59375,300,45.3577,3463.27,300,2478.0,1500000
18.9129,-26462.513671875,301,43.506,3928.59,301,3043.87,1505000
13.0621,-25722.873046875,302,42.1822,3212.7,302,2198.94,1510000
16.3101,-25244.626953125,303,43.0118,3578.55,303,2722.0,1515000
13.4195,-25187.767578125,304,42.2443,3227.29,304,1892.98,1520000
14.8112,-28360.287109375,305,45.667,3264.03,305,1922.1,1525000
18.0875,-26763.205078125,306,43.6662,3059.52,306,2089.3,1530000
13.0891,-25668.568359375,307,42.2222,3508.76,307,2445.31,1535000
14.0953,-23199.751953125,308,40.3604,3459.63,308,2186.0,1540000
14.3326,-23157.302734375,309,40.5607,2880.15,309,2690.72,1545000
16.5621,-25434.408203125,310,42.8657,3222.07,310,2279.37,1550000
15.1047,-30265.615234375,311,45.5531,3311.36,311,1851.08,1555000
13.2342,-23872.1640625,312,40.367,2689.18,312,2423.61,1560000
13.4497,-25067.673828125,313,41.581,3182.07,313,2271.43,1565000
14.1718,-28623.5,314,43.9266,3022.73,314,2789.65,1570000
18.6696,-31171.65625,315,45.5108,3389.59,315,2314.97,1575000
13.1351,-25981.904296875,316,41.5264,3883.69,316,2551.03,1580000
13.4992,-25013.771484375,317,40.5097,4050.8,317,2436.04,1585000
15.9785,-32083.216796875,318,45.1506,3233.86,318,2039.61,1590000
13.674,-28504.69921875,319,42.2534,4087.41,319,3123.42,1595000
14.2629,-27008.8828125,320,43.7488,2807.31,320,2432.51,1600000
14.311,-25340.4140625,321,40.5302,3470.67,321,3245.91,1605000
13.8765,-28135.544921875,322,42.9732,3748.38,322,2564.44,1610000
14.7972,-29365.376953125,323,42.6659,3605.91,323,2758.98,1615000
13.7566,-27853.908203125,324,43.1529,3905.38,324,2684.19,1620000
13.5609,-22727.861328125,325,38.1706,3514.1,325,2701.21,1625000
12.2848,-25678.857421875,326,40.3247,3574.31,326,2674.55,1630000
12.3294,-28430.755859375,327,40.937,2978.93,327,2059.92,1635000
12.276,-26493.955078125,328,40.2902,3801.72,328,3195.82,1640000
12.6374,-28267.259765625,329,42.0036,3166.47,329,2132.48,1645000
14.3338,-31575.72265625,330,44.1096,3422.87,330,2211.97,1650000
14.052,-31356.798828125,331,44.1457,3108.18,331,2074.14,1655000
13.6068,-29845.3046875,332,41.4989,3583.03,332,2230.88,1660000
15.3853,-31927.9375,333,44.3218,3122.88,333,2547.18,1665000
14.348,-31212.80078125,334,42.882,3839.06,334,2565.32,1670000
15.9828,-31485.123046875,335,44.2005,4069.9,335,2851.12,1675000
16.4665,-25376.642578125,336,39.4621,3999.39,336,2765.71,1680000
16.3406,-26562.666015625,337,39.7039,3461.18,337,2976.19,1685000
16.3635,-26279.466796875,338,39.7984,3868.53,338,3082.54,1690000
14.553,-29701.32421875,339,41.9389,4173.44,339,3002.67,1695000
13.8941,-29007.595703125,340,41.8275,3537.77,340,2868.8,1700000
14.1293,-30862.009765625,341,42.682,3466.8,341,2817.98,1705000
14.964,-33638.8046875,342,45.0161,3815.01,342,2372.85,1710000
13.5687,-30577.5234375,343,41.6803,3541.26,343,3037.32,1715000
12.9091,-28278.353515625,344,40.9148,3362.41,344,1862.26,1720000
14.4036,-33544.34765625,345,43.5805,3638.01,345,2490.67,1725000
13.9959,-31009.3828125,346,41.9427,3400.75,346,2136.96,1730000
13.337,-31596.4609375,347,41.8034,3376.02,347,2958.39,1735000
14.0826,-27675.11328125,348,40.8613,3291.67,348,2492.72,1740000
13.8266,-28777.873046875,349,40.2076,3631.85,349,2607.08,1745000
13.2446,-32461.501953125,350,41.5602,3402.83,350,2485.09,1750000
15.2387,-36007.8046875,351,44.6795,3627.27,351,2226.89,1755000
14.4896,-34949.734375,352,43.4701,4272.5,352,2258.93,1760000
13.9072,-32026.8515625,353,41.5918,3942.21,353,3018.58,1765000
14.0701,-32933.59765625,354,41.3992,3767.01,354,2687.16,1770000
15.7932,-25955.7578125,355,38.8056,3889.04,355,3016.57,1775000
12.4972,-30595.390625,356,42.0307,3656.89,356,2669.99,1780000
13.3203,-27294.65234375,357,39.4216,4348.88,357,2613.77,1785000
12.7937,-28081.576171875,358,39.6826,4011.27,358,3068.96,1790000
14.0413,-29048.611328125,359,39.921,4168.83,359,3320.19,1795000
12.6044,-32899.6484375,360,41.0389,4311.44,360,3133.54,1800000
12.9735,-34199.22265625,361,42.4995,3922.56,361,2680.4,1805000
13.8033,-32084.484375,362,40.9621,3393.36,362,2780.85,1810000
12.5432,-31927.986328125,363,41.5953,3218.38,363,1796.3,1815000
13.1844,-28805.7109375,364,39.9901,3858.57,364,3243.52,1820000
12.2587,-30249.25,365,39.5593,4022.96,365,2299.36,1825000
12.1281,-32294.76171875,366,40.6012,3356.99,366,2232.68,1830000
15.6417,-28968.1015625,367,39.1891,4014.96,367,2691.77,1835000
14.4533,-32929.88671875,368,41.9502,4176.67,368,2460.42,1840000
12.7212,-32819.5078125,369,41.4854,3678.65,369,2727.05,1845000
12.4655,-35734.0703125,370,41.8682,4002.55,370,2281.62,1850000
13.3654,-32533.15625,371,41.0143,3790.45,371,2918.35,1855000
13.1303,-37149.55078125,372,42.5398,3780.0,372,2907.18,1860000
13.7501,-30724.484375,373,39.5414,3907.1,373,2547.38,1865000
13.53,-37694.12109375,374,42.6589,3543.77,374,2786.56,1870000
15.0751,-41800.62890625,375,47.1698,3876.55,375,2200.05,1875000
13.5031,-31022.619140625,376,38.909,3994.34,376,2987.99,1880000
14.2285,-35625.109375,377,41.2696,3997.37,377,3176.96,1885000
14.3858,-32401.859375,378,40.5124,3997.31,378,2974.55,1890000
15.2701,-30305.689453125,379,37.877,3799.21,379,3054.22,1895000
12.8092,-35350.9375,380,41.3373,4173.28,380,2171.95,1900000
14.897,-31127.73828125,381,38.5887,4070.61,381,2949.61,1905000
13.4014,-35931.7578125,382,41.3794,3710.94,382,3252.41,1910000
12.9449,-32348.609375,383,39.0395,3216.45,383,2433.0,1915000
12.9108,-33812.92578125,384,40.5952,4080.13,384,2908.84,1920000
14.1231,-32891.38671875,385,40.1121,3626.81,385,2997.39,1925000
13.7825,-37298.328125,386,41.841,4292.52,386,2928.51,1930000
12.3346,-33840.5546875,387,40.3074,3676.89,387,2715.93,1935000
14.1359,-31582.666015625,388,39.1051,3229.67,388,2454.12,1940000
12.3186,-34268.12890625,389,39.0277,4190.83,389,3123.99,1945000
14.453,-36097.65234375,390,40.9935,3641.49,390,2980.91,1950000
