Itration,Reward Loss,Running Forward KL,Running Env Steps,Real Sto Return,Running Update Time,Real Det Return,Running Reverse KL
36,-1973.4635009765625,68.9443,180000,416.9,36,1369.12,29.9445
37,-2079.08349609375,67.3309,185000,363.85,37,836.6,27.9723
38,-2032.6751708984375,67.1241,190000,388.43,38,1276.8,29.2004
39,-2160.65966796875,67.5808,195000,476.96,39,1446.83,28.8784
40,-2200.754150390625,66.7177,200000,418.41,40,1469.76,28.0377
41,-2306.392578125,67.7728,205000,296.41,41,832.3,28.6025
42,-2362.565673828125,67.3307,210000,405.43,42,1427.1,29.3854
43,-2207.8408203125,63.1457,215000,792.28,43,1754.4,28.0813
44,-2134.50537109375,64.113,220000,831.87,44,1536.27,30.1554
45,-2490.3359375,67.2969,225000,915.39,45,1267.61,29.1947
46,-2372.324951171875,63.0524,230000,526.96,46,1942.45,26.9365
47,-2603.297119140625,66.2481,235000,811.86,47,1355.03,27.0128
48,-2082.18359375,63.3101,240000,1070.52,48,1898.88,34.3705
49,-2544.8173828125,64.8244,245000,608.14,49,1876.36,28.1125
50,-2396.321533203125,64.3865,250000,1153.85,50,1747.03,31.5394
51,-2634.992431640625,64.97,255000,707.86,51,1336.56,29.1577
52,-2741.56591796875,66.0065,260000,1135.38,52,2373.99,30.726
53,-2547.865234375,63.594,265000,1385.15,53,1940.07,32.4587
54,-2461.55419921875,62.4644,270000,1089.46,54,2695.93,30.9217
55,-2754.45458984375,63.0748,275000,1365.64,55,1886.22,31.1077
56,-2615.81494140625,65.0585,280000,1446.74,56,2332.17,34.8609
57,-2659.08544921875,64.6601,285000,1296.61,57,2200.11,33.4188
58,-2716.308837890625,62.6527,290000,911.25,58,2240.54,31.2585
59,-2796.359619140625,65.9862,295000,1442.21,59,2698.86,35.1765
60,-2918.1767578125,66.2231,300000,1679.19,60,2176.31,35.425
61,-2786.4365234375,66.3467,305000,1577.28,61,2288.49,35.3856
62,-3132.215087890625,63.8496,310000,1584.9,62,2510.88,30.8554
63,-3379.65625,64.9256,315000,1427.87,63,2545.16,29.1624
64,-3239.601318359375,65.0345,320000,980.55,64,1880.79,29.879
65,-3182.378662109375,65.1025,325000,1572.92,65,2112.45,31.3764
66,-3583.69189453125,65.9662,330000,1407.06,66,1957.7,28.5489
67,-3322.186279296875,63.5785,335000,1201.05,67,1674.5,28.7842
68,-3280.824951171875,64.8092,340000,1319.31,68,2468.97,31.8395
69,-3419.10693359375,64.6298,345000,2099.74,69,2375.58,31.2647
70,-3582.9287109375,66.3602,350000,2014.59,70,3145.55,33.8871
71,-3464.881103515625,68.162,355000,1894.64,71,2651.63,36.466
72,-3455.272216796875,69.5835,360000,1030.25,72,1910.13,38.9636
73,-3648.320068359375,66.4252,365000,1316.26,73,2212.0,35.074
74,-3583.983642578125,67.2472,370000,1737.66,74,2024.97,35.7249
75,-3283.646728515625,70.2214,375000,2550.53,75,3258.47,44.9457
76,-3683.02197265625,65.772,380000,2379.72,76,2585.13,34.7704
77,-3609.969482421875,68.1907,385000,1756.23,77,2613.97,43.9252
78,-3607.55517578125,64.4626,390000,1625.94,78,2247.5,32.5917
79,-3805.804931640625,66.2476,395000,2029.19,79,2247.6,38.0382
80,-4381.14306640625,66.6795,400000,838.53,80,1053.98,31.8081
81,-3880.0302734375,65.7908,405000,1844.56,81,3059.14,36.2747
82,-4007.70361328125,69.7545,410000,2490.65,82,3048.46,44.1543
83,-3871.134521484375,71.9543,415000,2753.95,83,3267.44,48.7114
84,-4140.37744140625,66.3792,420000,2299.97,84,2957.38,35.6828
85,-4177.025390625,67.4805,425000,2603.92,85,3105.05,39.3505
86,-3753.2861328125,70.7666,430000,2403.78,86,3279.11,43.1589
87,-4257.49560546875,68.6488,435000,1891.58,87,3130.57,38.5316
88,-3868.7509765625,69.1508,440000,2929.19,88,3544.45,44.7728
89,-4280.3681640625,70.521,445000,2917.03,89,3759.47,48.4601
90,-4438.83740234375,69.5067,450000,2190.62,90,3300.8,42.7613
91,-4485.94873046875,68.2229,455000,3499.21,91,3979.72,40.8003
92,-4269.33837890625,68.5296,460000,2538.25,92,3174.14,46.5929
93,-4692.6865234375,69.0365,465000,3217.62,93,3825.0,43.3639
94,-4627.02197265625,68.8355,470000,678.8,94,1803.88,38.9457
95,-4401.1064453125,67.9247,475000,2973.15,95,2597.12,43.9046
96,-4390.97412109375,68.6129,480000,2956.78,96,4339.0,44.2097
97,-4517.89453125,71.6785,485000,2363.27,97,3575.35,52.4767
98,-4766.578125,67.6159,490000,3606.97,98,4178.9,43.5238
99,-4779.7607421875,69.119,495000,1520.62,99,1962.34,45.9119
100,-5201.3837890625,67.6896,500000,1283.97,100,1908.41,39.6
101,-4888.84716796875,75.8959,505000,3305.74,101,3727.76,62.8556
102,-4710.4052734375,73.2911,510000,2811.69,102,3681.62,52.6352
103,-5002.767578125,75.4932,515000,3211.19,103,4399.5,60.7985
104,-5271.234375,70.9469,520000,3123.93,104,3506.04,49.5362
105,-4805.39404296875,72.9627,525000,2525.04,105,3856.0,53.2022
106,-5340.75146484375,71.6553,530000,3492.99,106,4024.18,52.1486
107,-5531.25,74.5684,535000,3159.3,107,3821.9,66.5994
108,-5404.24169921875,68.7688,540000,2826.94,108,3895.95,43.9807
109,-5617.20263671875,70.4433,545000,1518.97,109,2867.24,46.862
110,-5881.67333984375,68.9559,550000,3226.73,110,3933.9,44.2968
111,-5937.99365234375,72.3339,555000,3318.84,111,3800.15,55.3126
112,-5668.58154296875,72.6857,560000,3378.71,112,4446.86,53.747
113,-5624.458984375,73.8881,565000,2270.89,113,4160.25,58.0429
114,-6443.708984375,71.7258,570000,1677.14,114,2008.08,57.7873
115,-5874.32470703125,74.5919,575000,3161.73,115,3238.47,63.5697
116,-5924.49951171875,74.4062,580000,2481.09,116,3576.6,62.286
117,-6101.20166015625,78.7825,585000,3305.06,117,4096.04,69.0477
118,-6164.62109375,72.7856,590000,4150.79,118,4703.75,53.2132
119,-6329.81298828125,71.1141,595000,3614.84,119,4240.68,50.7806
120,-6423.3427734375,77.3336,600000,3778.22,120,4601.3,61.2111
121,-6558.23828125,68.2969,605000,2525.14,121,3076.56,44.4797
122,-6572.05078125,72.6205,610000,3583.86,122,4508.09,59.2418
123,-6840.755859375,74.1604,615000,4360.82,123,4637.2,62.7546
124,-6948.5791015625,74.0777,620000,3959.15,124,4785.8,64.1249
125,-7004.04541015625,79.6364,625000,4366.54,125,5108.38,71.8687
126,-7026.01953125,78.1114,630000,3388.7,126,3143.96,70.1716
127,-7356.64111328125,66.8876,635000,2811.31,127,2814.19,39.5388
128,-7460.81982421875,71.4018,640000,1942.99,128,3166.01,48.8005
129,-7455.67626953125,79.1199,645000,4264.55,129,4578.79,65.1526
130,-7591.20849609375,70.4252,650000,2113.11,130,2599.36,50.59
131,-7524.12890625,82.9177,655000,4431.27,131,5124.61,72.3466
132,-7884.58056640625,70.7388,660000,3254.92,132,4415.7,52.8048
133,-8047.279296875,79.1705,665000,4670.7,133,4633.43,67.9978
134,-7947.17333984375,74.1894,670000,2845.61,134,4265.32,65.6863
135,-8497.181640625,79.3676,675000,3847.88,135,4223.45,72.7735
136,-8606.7509765625,79.8849,680000,4187.79,136,4950.58,69.2136
137,-8505.4189453125,80.9165,685000,3203.19,137,3980.2,77.4913
138,-8844.8984375,78.711,690000,3737.22,138,4850.99,75.5458
139,-8547.224609375,78.7764,695000,3904.55,139,4528.92,68.708
140,-8759.4697265625,78.1894,700000,4526.25,140,4270.42,68.8076
141,-8949.1748046875,79.5457,705000,4568.69,141,5088.97,72.2734
142,-8995.89453125,77.9208,710000,3867.17,142,4893.13,70.2212
143,-9292.4208984375,74.7855,715000,4394.8,143,4825.3,64.6092
144,-9565.8779296875,82.0546,720000,4043.31,144,4990.6,71.1689
145,-9540.2421875,79.026,725000,4632.4,145,5363.33,70.8771
146,-9835.7109375,79.5871,730000,4137.48,146,4913.09,74.9651
147,-9651.8662109375,78.7909,735000,4779.58,147,5218.74,75.3516
148,-10163.1357421875,84.6587,740000,4547.45,148,5170.5,85.7451
149,-10164.208984375,75.185,745000,4707.28,149,5261.36,66.8738
150,-10774.044921875,81.7763,750000,4483.34,150,5164.56,78.3682
151,-10845.4384765625,83.7235,755000,4449.8,151,5046.39,79.1055
152,-10599.619140625,75.516,760000,4588.48,152,4867.58,75.1691
153,-10949.2490234375,75.0721,765000,4032.32,153,4946.4,68.2385
154,-10663.3037109375,74.5384,770000,4026.52,154,4645.26,65.3973
155,-11528.9189453125,86.0927,775000,4899.4,155,5315.77,82.9212
156,-11199.8994140625,75.503,780000,4575.16,156,5049.44,73.0513
157,-11553.201171875,75.7894,785000,3850.65,157,4079.52,73.1045
158,-11943.6552734375,79.8852,790000,4580.28,158,4474.74,71.4708
159,-12056.333984375,84.5075,795000,4769.2,159,5043.21,80.5276
160,-11751.12109375,74.5263,800000,3030.76,160,4456.57,72.3593
161,-11680.544921875,73.7239,805000,4065.7,161,4986.47,66.4438
162,-12082.330078125,74.3783,810000,2845.55,162,4552.72,62.524
163,-12250.904296875,78.7141,815000,4173.85,163,5112.83,73.7443
164,-12599.02734375,80.3163,820000,4330.2,164,4470.8,82.4824
165,-13023.4345703125,78.482,825000,4064.33,165,5339.07,84.7705
166,-12869.3662109375,78.12,830000,4153.4,166,5076.08,77.8402
167,-13781.603515625,83.2864,835000,4328.07,167,4994.08,77.0504
168,-13553.7841796875,78.444,840000,4915.48,168,5211.61,72.1114
169,-13372.7041015625,79.437,845000,4261.94,169,4724.86,74.7094
170,-13800.732421875,85.3076,850000,3501.43,170,4788.68,83.366
171,-13662.396484375,78.5426,855000,3593.44,171,3674.11,80.0685
172,-13993.1357421875,87.7761,860000,4502.67,172,5135.11,86.0805
173,-14130.837890625,85.3015,865000,4283.8,173,5055.14,85.1184
174,-14800.251953125,85.84,870000,3705.07,174,4505.19,93.2528
175,-12169.10546875,91.6848,875000,-751.94,175,-779.74,104.8069
176,-12197.1728515625,85.2156,880000,-380.91,176,-835.53,114.6728
177,-12895.3232421875,79.145,885000,-402.25,177,-823.87,72.3753
178,-12939.8623046875,83.1768,890000,-266.3,178,-128.04,69.1668
179,-14888.8115234375,82.0588,895000,1138.19,179,789.3,66.6817
180,-15693.78125,80.1688,900000,3693.79,180,4283.24,73.324
181,-15993.6650390625,78.2744,905000,4350.88,181,4938.55,69.6235
182,-16495.783203125,86.7529,910000,4706.52,182,5123.39,86.4937
183,-15985.408203125,79.7716,915000,4656.5,183,5293.65,72.7614
184,-16421.8359375,78.6674,920000,4327.58,184,4733.38,68.8682
185,-16829.3125,87.3107,925000,4610.77,185,4976.17,91.703
186,-17203.46875,79.3167,930000,4521.59,186,5245.74,72.7623
187,-16201.294921875,73.4937,935000,2508.61,187,2771.45,55.7018
188,-17207.857421875,78.8626,940000,3024.31,188,3779.49,75.2097
189,-17988.369140625,85.4516,945000,4658.03,189,4987.45,86.3262
190,-16888.119140625,75.071,950000,3505.51,190,4438.21,74.0684
191,-18519.04296875,82.2421,955000,4407.41,191,4577.98,81.4429
192,-17933.08984375,78.0608,960000,2710.34,192,3699.96,74.8851
193,-18534.93359375,79.5737,965000,4091.99,193,5219.21,77.7833
194,-18671.619140625,75.8469,970000,4011.42,194,4973.49,72.3503
195,-18070.880859375,73.7205,975000,3928.95,195,4524.24,66.4557
196,-19260.953125,86.4566,980000,3588.65,196,5094.38,85.3212
197,-19303.521484375,80.927,985000,3513.26,197,3603.48,76.7708
198,-20361.09375,86.705,990000,5002.17,198,5237.84,81.8287
199,-20120.673828125,77.3846,995000,4595.3,199,5389.49,76.4348
200,-20329.423828125,87.1058,1000000,4462.33,200,4784.07,94.2962
201,-20709.482421875,89.7503,1005000,3751.96,201,5051.89,93.1048
202,-20560.31640625,89.5536,1010000,3811.64,202,5220.35,91.7175
203,-20575.12109375,79.0102,1015000,3986.89,203,5234.89,76.638
204,-20780.955078125,77.0834,1020000,4272.41,204,4505.52,78.5535
205,-20733.12890625,76.7766,1025000,4821.13,205,4519.76,76.6606
206,-22408.392578125,85.9557,1030000,4669.32,206,4985.61,88.7549
207,-22348.107421875,85.6186,1035000,4099.82,207,5031.19,91.1059
208,-22533.60546875,86.676,1040000,4588.52,208,5020.13,82.5518
209,-22646.251953125,89.8338,1045000,4280.02,209,4451.25,90.9898
210,-23052.76953125,79.0673,1050000,4590.27,210,5447.44,77.3839
211,-22857.544921875,79.4219,1055000,4618.55,211,5399.78,80.8339
212,-22812.9921875,75.923,1060000,3546.9,212,4228.7,77.164
213,-24226.734375,89.4067,1065000,3766.85,213,4885.54,92.8559
214,-24255.091796875,80.6623,1070000,3873.3,214,5405.09,89.2906
215,-24670.552734375,85.9147,1075000,4410.36,215,5517.55,83.3708
216,-24266.33984375,78.9369,1080000,5013.2,216,4689.79,80.5623
217,-24568.212890625,79.9729,1085000,3570.73,217,4547.12,79.3961
218,-23969.509765625,76.0843,1090000,3865.39,218,4640.5,74.4837
219,-26200.16015625,85.3728,1095000,4880.73,219,5057.28,85.7913
220,-25522.5390625,78.4136,1100000,4487.83,220,4749.79,78.1182
221,-25136.1875,77.1671,1105000,4990.42,221,5516.82,80.733
222,-26637.314453125,85.4247,1110000,5253.39,222,5431.52,87.1629
223,-26565.015625,80.0818,1115000,4838.69,223,5023.15,80.354
224,-26558.7109375,77.9958,1120000,4301.79,224,4711.22,84.0202
225,-26455.0625,77.021,1125000,3965.72,225,4033.27,74.0416
226,-27628.525390625,81.9128,1130000,2943.38,226,3336.48,81.9492
227,-28424.72265625,86.3813,1135000,4179.17,227,5159.68,87.3648
228,-28619.814453125,85.7394,1140000,2927.04,228,4673.72,85.014
229,-28517.353515625,78.5142,1145000,4906.02,229,4228.76,83.9334
230,-24649.998046875,75.4301,1150000,2291.0,230,2373.57,58.8013
231,-18798.166015625,86.9263,1155000,-1554.79,231,-845.24,212.9718
232,-21070.03125,93.0329,1160000,-918.18,232,-775.28,155.2304
233,-21096.45703125,91.5416,1165000,-913.46,233,-955.01,228.5447
234,-28893.099609375,79.4781,1170000,3661.01,234,4244.26,61.4256
235,-28828.482421875,80.5566,1175000,3153.3,235,4436.67,73.215
236,-31108.685546875,85.7543,1180000,4518.14,236,4575.62,80.1855
237,-31606.71875,85.9656,1185000,4803.95,237,5303.8,91.546
238,-29534.68359375,76.0046,1190000,4697.06,238,5037.28,71.7373
239,-32035.412109375,88.0906,1195000,4440.9,239,5375.61,87.5731
240,-32385.98828125,86.0017,1200000,4257.72,240,4251.24,84.5413
241,-31093.638671875,81.3302,1205000,4832.38,241,5210.3,82.5775
242,-32134.501953125,82.451,1210000,4855.11,242,4881.88,79.1626
243,-33505.9609375,89.5488,1215000,4654.7,243,5432.14,92.9174
244,-33510.64453125,87.1925,1220000,3878.66,244,5398.92,90.1615
245,-33394.5859375,84.696,1225000,4798.93,245,5226.34,82.9261
246,-33338.83203125,80.6712,1230000,2861.95,246,4646.61,78.0567
247,-34781.3046875,87.7916,1235000,3865.84,247,5343.09,89.2856
248,-34495.625,83.8989,1240000,4080.68,248,4296.09,81.4454
249,-35046.84375,79.7208,1245000,3566.93,249,4327.01,80.6495
250,-35472.04296875,85.5396,1250000,4530.78,250,5279.61,86.2104
251,-36768.2109375,89.809,1255000,4757.53,251,5635.37,91.5183
252,-36368.640625,86.7864,1260000,4318.45,252,4893.48,91.1037
253,-37604.0078125,85.231,1265000,4672.11,253,4508.34,89.4994
254,-37484.18359375,88.6987,1270000,3371.81,254,5515.9,93.0359
255,-37710.1953125,88.5323,1275000,4712.01,255,5400.35,92.4844
256,-36390.453125,79.116,1280000,4081.58,256,5334.68,83.1383
257,-37520.16796875,79.9643,1285000,4121.01,257,5357.3,78.7669
258,-38627.9765625,85.7919,1290000,4683.28,258,5359.0,91.8934
259,-37335.30859375,77.1,1295000,5351.1,259,5435.53,76.7219
260,-39595.40625,87.7199,1300000,4426.11,260,5327.37,93.6282
261,-39434.47265625,85.7464,1305000,5084.24,261,4907.36,88.2698
262,-40629.96875,84.8808,1310000,4510.76,262,5533.55,87.5065
263,-40169.38671875,85.7315,1315000,4652.79,263,5158.37,85.101
264,-41037.40625,84.7241,1320000,4634.91,264,4511.13,86.7201
265,-39885.55078125,76.7061,1325000,5044.25,265,5828.1,79.1782
266,-41774.02734375,86.3891,1330000,5163.35,266,5512.58,86.5402
267,-41445.11328125,86.3552,1335000,4521.67,267,5285.9,89.3708
268,-42262.5078125,85.1994,1340000,4586.25,268,5547.74,86.9316
269,-42401.80859375,87.5738,1345000,4342.65,269,5024.74,93.0661
270,-42930.39453125,85.1056,1350000,4025.14,270,5255.25,82.1165
271,-42529.98828125,79.4177,1355000,5126.96,271,5705.71,81.0803
272,-42977.5703125,80.5163,1360000,4247.49,272,4699.59,79.36
273,-45220.01171875,85.5216,1365000,5395.78,273,5792.47,89.6169
274,-45403.16796875,86.669,1370000,4737.9,274,5810.17,91.2678
275,-45224.0390625,84.5027,1375000,4832.83,275,5312.76,89.7449
276,-46081.30078125,82.6321,1380000,4937.1,276,5109.77,88.1445
277,-45136.0625,85.5622,1385000,4608.22,277,5009.5,88.3946
278,-46784.0078125,86.9098,1390000,5487.91,278,5511.97,93.1834
279,-44782.13671875,77.9103,1395000,4748.87,279,5732.23,83.5532
280,-47567.76171875,86.6544,1400000,4256.99,280,5710.96,95.5139
281,-47831.015625,88.2277,1405000,4829.3,281,5766.74,94.2156
282,-45242.10546875,78.0115,1410000,4948.73,282,5214.12,78.1395
283,-48491.6484375,85.3401,1415000,5124.12,283,5687.22,91.5761
284,-48199.1171875,85.558,1420000,4969.58,284,5183.83,90.6619
285,-48646.59375,85.39,1425000,4803.85,285,5635.13,91.983
286,-47141.54296875,81.0402,1430000,5182.32,286,5697.9,83.5852
287,-49305.09765625,86.1328,1435000,5168.38,287,5784.74,93.3372
288,-48491.578125,85.9319,1440000,5305.76,288,5586.82,89.0531
289,-48523.53125,81.9032,1445000,5089.38,289,5694.83,89.7475
290,-50173.8828125,87.0331,1450000,5407.32,290,5728.18,96.4366
291,-49966.22265625,87.7831,1455000,4801.33,291,5818.49,94.7342
292,-48082.21875,76.516,1460000,4930.84,292,5705.81,81.8515
293,-49541.484375,81.6651,1465000,4437.52,293,5613.63,91.9339
294,-51379.82421875,88.9186,1470000,4867.21,294,5399.08,101.1578
295,-51931.19140625,89.9138,1475000,4962.99,295,5698.63,100.8994
296,-51667.59375,88.6226,1480000,4898.06,296,5575.68,96.2392
297,-52215.0546875,91.8274,1485000,5385.21,297,5667.36,107.0605
298,-52126.53515625,87.7745,1490000,5265.39,298,5795.37,99.3008
299,-50371.8515625,79.4782,1495000,5213.9,299,5585.57,90.6499
300,-53059.87109375,89.9141,1500000,5149.82,300,5663.38,99.6081
301,-53468.37109375,92.7375,1505000,5304.69,301,5018.38,108.1482
302,-54224.203125,89.2129,1510000,5073.27,302,5739.73,103.3988
303,-53982.76953125,87.3542,1515000,5248.53,303,5829.41,97.4534
304,-54957.3203125,89.9008,1520000,4977.29,304,5695.18,104.347
305,-54558.87109375,88.808,1525000,4604.46,305,5702.29,102.0383
306,-55307.19140625,89.0751,1530000,5437.64,306,5699.26,102.4307
307,-55154.43359375,89.1851,1535000,5141.95,307,5764.37,93.4673
308,-55220.44921875,90.4335,1540000,5085.54,308,5736.38,103.8208
309,-54739.84375,88.0937,1545000,5451.07,309,5701.66,96.378
310,-56496.23046875,90.3324,1550000,5263.03,310,5784.36,102.9832
311,-56437.40234375,87.2821,1555000,5249.48,311,5804.12,96.9937
312,-56830.50390625,89.121,1560000,5496.54,312,5666.11,101.9091
313,-54733.9453125,82.1525,1565000,4584.74,313,5481.7,95.2074
314,-57094.08984375,90.6506,1570000,5539.38,314,5823.19,97.895
315,-56865.1640625,87.9389,1575000,5204.5,315,5772.89,104.0775
316,-57100.0703125,89.1598,1580000,4869.61,316,5680.81,100.2979
317,-57796.796875,88.9618,1585000,4986.37,317,5695.42,101.9363
318,-58702.3984375,89.3291,1590000,4666.28,318,5657.6,101.1889
319,-57567.5078125,89.3389,1595000,5359.61,319,5607.67,101.3751
320,-59058.17578125,92.0681,1600000,5087.47,320,5417.32,100.8207
321,-58803.94921875,91.1957,1605000,5013.81,321,5678.04,100.7618
322,-59430.33203125,89.5649,1610000,5179.69,322,5691.13,104.2808
323,-58970.546875,89.3279,1615000,5203.79,323,5657.11,105.2126
324,-59320.453125,87.4001,1620000,5549.68,324,5820.21,93.8334
325,-59756.88671875,88.7239,1625000,5441.81,325,5749.53,100.2023
326,-59449.65234375,90.4343,1630000,5183.27,326,5743.62,104.2456
327,-59622.33203125,87.2673,1635000,5517.49,327,5485.02,97.8663
328,-59830.4453125,88.3554,1640000,4810.42,328,5581.88,98.0562
329,-58863.66796875,90.4242,1645000,4945.1,329,5404.7,104.5814
330,-59603.13671875,87.4307,1650000,5611.12,330,5914.24,95.4146
331,-60518.921875,88.5976,1655000,5441.64,331,5830.25,96.9198
332,-60309.33984375,90.539,1660000,5071.4,332,5485.91,103.1918
333,-60154.98046875,88.7424,1665000,4586.4,333,4970.6,100.3706
334,-60601.44140625,89.8681,1670000,5138.61,334,5499.28,100.2263
335,-54781.66015625,75.443,1675000,5128.38,335,5745.5,75.9886
336,-60919.6796875,89.1248,1680000,4623.36,336,5704.3,102.3424
337,-61618.0546875,92.0748,1685000,4993.64,337,5518.06,102.713
338,-59770.17578125,81.0773,1690000,4842.72,338,5187.18,89.9908
339,-59098.2421875,83.0317,1695000,5248.84,339,5543.16,94.9273
340,-61842.43359375,91.4287,1700000,5195.54,340,5391.39,102.6729
341,-62452.9921875,91.5553,1705000,5171.92,341,5750.25,104.3553
342,-60730.1875,90.0981,1710000,3906.76,342,5157.58,100.7833
343,-62676.01953125,92.3715,1715000,5002.37,343,5208.79,105.8525
344,-61400.40625,88.2865,1720000,5111.31,344,5556.6,96.018
345,-60970.7734375,89.768,1725000,4015.97,345,5371.02,101.4329
346,-58871.8671875,80.9814,1730000,4918.56,346,4779.94,93.0207
347,-59390.07421875,80.1038,1735000,4455.26,347,4964.65,91.6206
348,-58144.6171875,80.1459,1740000,3600.12,348,5012.11,82.2695
349,-57886.98828125,76.4793,1745000,4794.23,349,4895.63,81.3759
350,-60022.30859375,81.0609,1750000,4821.9,350,5035.0,86.1821
351,-61453.1640625,84.0394,1755000,5146.18,351,4710.88,93.9237
352,-64231.6796875,89.9073,1760000,5075.91,352,5394.92,95.6966
353,-60301.40234375,78.2481,1765000,5302.98,353,5803.59,82.6001
354,-64007.3046875,91.8735,1770000,4697.92,354,5291.22,99.5942
355,-61038.19921875,78.7448,1775000,5509.96,355,5793.03,86.6079
356,-65208.4375,88.2222,1780000,4804.35,356,5628.51,94.2009
357,-65100.734375,89.0964,1785000,5077.43,357,5568.44,102.8873
358,-65077.7109375,87.4529,1790000,4183.71,358,5147.29,93.7151
359,-65653.8515625,88.7032,1795000,4975.82,359,5318.57,89.6936
360,-65206.3203125,88.0532,1800000,5142.36,360,5618.19,95.5526
361,-66544.5703125,86.9488,1805000,4308.54,361,5297.36,93.3249
362,-66456.9296875,91.2221,1810000,5132.8,362,5738.07,103.334
363,-65704.046875,89.6438,1815000,4786.84,363,5613.02,95.0718
364,-66385.640625,88.4916,1820000,4236.38,364,5251.41,97.8654
365,-66537.078125,90.0331,1825000,4412.05,365,5343.33,97.793
366,-62173.5,78.6789,1830000,5233.73,366,4907.65,85.0267
367,-64475.359375,82.7143,1835000,4423.73,367,5131.76,89.8416
368,-61984.2578125,79.0416,1840000,4822.57,368,5728.56,88.2372
369,-65110.37890625,83.4593,1845000,4954.35,369,5327.89,92.3118
370,-66594.75,89.9399,1850000,4822.87,370,5017.08,94.1236
371,-63509.8359375,77.7372,1855000,5084.32,371,5889.98,79.5674
372,-62870.82421875,80.5123,1860000,4889.42,372,5385.96,94.6902
373,-66620.5859375,89.3267,1865000,5499.98,373,5399.0,105.4393
374,-68020.234375,89.0789,1870000,4450.66,374,5032.58,98.2128
375,-67148.46875,89.7051,1875000,4600.38,375,5473.41,100.4829
376,-62637.40625,77.5257,1880000,4603.9,376,5781.52,82.7544
377,-64814.38671875,80.0047,1885000,4663.46,377,5430.8,89.297
378,-67687.8671875,86.9214,1890000,4466.37,378,5654.15,95.2077
379,-66458.40625,84.3108,1895000,4326.35,379,5449.11,90.0513
380,-67779.625,88.6783,1900000,4282.41,380,5282.82,97.9447
381,-58747.87109375,73.6772,1905000,4048.74,381,5776.83,71.8503
382,-64762.34375,79.7101,1910000,4682.93,382,5294.8,83.0891
383,-66368.5546875,80.4925,1915000,4802.99,383,5520.02,95.8553
384,-60243.69921875,76.2588,1920000,4739.13,384,5127.18,83.7375
385,-69209.65625,89.8717,1925000,4758.45,385,5156.24,96.3347
386,-69718.140625,86.8012,1930000,3887.48,386,5067.51,96.5078
387,-69085.4296875,87.0603,1935000,4131.68,387,5158.68,92.9435
388,-66651.84375,79.4131,1940000,4803.12,388,4902.1,81.2751
389,-62894.32421875,77.3617,1945000,5120.35,389,5503.77,82.7827
390,-69999.3671875,90.1649,1950000,5312.49,390,5498.82,101.3209
391,-70101.3046875,92.4953,1955000,5201.75,391,5680.75,103.1781
392,-60760.9375,74.5924,1960000,4347.42,392,5706.05,75.0459
