Real Sto Return,Running Update Time,Running Reverse KL,Itration,Running Env Steps,Running Forward KL,Real Det Return,Reward Loss
1724.47,51,16.2928,51,255000,157.0685,2088.58,-12216.44140625
1706.99,52,16.1051,52,260000,157.1541,2066.46,-12402.3330078125
1728.66,53,15.9871,53,265000,157.272,2042.61,-12537.515625
1722.66,54,16.3418,54,270000,157.2098,2111.25,-13023.26953125
1733.57,55,16.0795,55,275000,157.166,2095.29,-13058.2490234375
1745.52,56,16.0254,56,280000,157.2469,2077.54,-13280.255859375
1748.0,57,16.3242,57,285000,157.1968,2095.66,-13554.28515625
1745.16,58,16.2695,58,290000,157.1973,2133.88,-13719.9130859375
1735.75,59,16.3587,59,295000,157.2567,2077.41,-13788.509765625
1734.65,60,16.1119,60,300000,157.1346,2052.57,-13947.91796875
1680.8,61,15.6702,61,305000,157.1708,1915.65,-14223.41796875
1733.16,62,15.9301,62,310000,156.9342,2087.61,-14473.349609375
1733.75,63,15.9025,63,315000,157.089,2112.8,-14700.626953125
1789.77,64,16.2091,64,320000,157.0427,2138.11,-15073.201171875
1753.36,65,15.9044,65,325000,156.9638,2095.89,-15082.53125
1749.06,66,15.7754,66,330000,157.1109,2123.12,-15307.2255859375
1739.66,67,15.7856,67,335000,157.0587,2109.28,-15523.9462890625
1766.47,68,16.0633,68,340000,157.0928,2086.4,-15742.9951171875
1736.21,69,15.7276,69,345000,157.1216,2069.28,-15927.740234375
1779.73,70,16.3655,70,350000,156.9622,2078.18,-16115.453125
1738.83,71,15.7751,71,355000,156.9635,2111.73,-16514.8125
1726.51,72,15.3061,72,360000,156.6343,2056.89,-16641.224609375
1715.46,73,15.6129,73,365000,156.8271,2023.34,-16682.89453125
1754.42,74,15.9498,74,370000,157.1194,2121.14,-17152.025390625
1778.1,75,15.9368,75,375000,156.9042,2110.01,-17324.634765625
1698.21,76,15.4021,76,380000,156.8871,1966.35,-17393.638671875
1786.96,77,15.6591,77,385000,156.9439,2092.25,-17682.896484375
1765.31,78,15.9162,78,390000,157.0497,2148.16,-17953.158203125
1781.63,79,15.8546,79,395000,156.8832,2159.81,-18156.5234375
1765.6,80,15.6658,80,400000,157.0706,2094.92,-18317.53515625
1761.41,81,15.7005,81,405000,156.8965,2113.09,-18614.41796875
1739.28,82,15.3176,82,410000,156.8692,2077.88,-18778.322265625
1789.49,83,15.828,83,415000,156.8563,2138.22,-19068.83203125
1781.43,84,15.8729,84,420000,156.9406,2105.42,-19288.59375
1765.05,85,15.5511,85,425000,156.8058,2117.11,-19528.82421875
1773.54,86,15.4855,86,430000,157.0216,2078.65,-19691.318359375
1765.69,87,15.5629,87,435000,156.9309,2093.17,-19878.732421875
1765.87,88,15.6898,88,440000,156.9312,2044.84,-20170.439453125
1775.93,89,15.2783,89,445000,156.7264,2129.53,-20446.63671875
1807.67,90,15.7259,90,450000,156.8847,2175.21,-20668.728515625
1824.78,91,15.7348,91,455000,156.8747,2174.69,-20946.19140625
1780.14,92,15.8973,92,460000,156.8971,2127.86,-21161.87109375
1823.59,93,15.9551,93,465000,156.8385,2186.51,-21437.75
1801.37,94,15.6175,94,470000,156.9425,2133.95,-21678.478515625
1803.44,95,15.7959,95,475000,156.8541,2141.73,-21923.994140625
1814.25,96,15.5598,96,480000,156.7232,2186.91,-22187.359375
1770.9,97,15.8825,97,485000,156.8937,2147.36,-22332.55078125
1807.35,98,15.5641,98,490000,157.0183,2164.71,-22639.16796875
1825.38,99,15.4615,99,495000,156.7748,2126.34,-22837.6953125
1804.59,100,15.6506,100,500000,156.9317,2073.02,-23011.04296875
1779.65,101,15.349,101,505000,157.0191,2130.37,-23317.9453125
1828.8,102,15.4585,102,510000,156.6369,2180.16,-23573.9765625
1788.11,103,15.4253,103,515000,156.5931,2078.87,-23758.396484375
1794.52,104,15.5796,104,520000,156.8571,2160.81,-24133.69921875
1769.57,105,15.3794,105,525000,156.7654,2073.74,-24165.599609375
1804.66,106,15.7712,106,530000,156.8582,2184.8,-24615.28515625
1819.67,107,15.6815,107,535000,156.8643,2197.76,-24808.841796875
1814.92,108,15.517,108,540000,156.7082,2150.0,-25003.49609375
1818.51,109,15.5934,109,545000,156.6043,2178.85,-25266.794921875
1796.13,110,15.3972,110,550000,156.7663,2163.36,-25524.833984375
1806.03,111,15.7094,111,555000,156.8651,2141.58,-25800.314453125
1812.41,112,15.2338,112,560000,156.9149,2173.75,-26131.0546875
1800.46,113,15.3331,113,565000,156.6359,2140.76,-26294.9140625
1817.01,114,15.4752,114,570000,156.696,2167.38,-26529.779296875
1798.71,115,15.1981,115,575000,156.6991,2102.49,-26842.04296875
1843.22,116,15.6572,116,580000,156.8478,2195.45,-27242.982421875
1847.97,117,15.3479,117,585000,156.8332,2200.01,-27461.154296875
1830.6,118,15.5944,118,590000,156.9155,2186.92,-27731.638671875
1861.34,119,15.6743,119,595000,156.8803,2203.92,-28069.8828125
1773.4,120,15.0034,120,600000,156.7175,2121.39,-28086.44140625
1845.25,121,15.7246,121,605000,156.7725,2223.7,-28558.146484375
1787.47,122,15.3086,122,610000,156.7106,2122.75,-28591.10546875
1830.97,123,15.3385,123,615000,156.7924,2154.44,-28998.1484375
1834.64,124,15.6484,124,620000,156.7524,2172.76,-29307.611328125
1773.18,125,15.0262,125,625000,156.7821,2053.48,-29491.322265625
1810.89,126,15.4796,126,630000,156.6877,2141.54,-29744.09765625
1771.5,127,15.1097,127,635000,156.9622,2086.13,-29964.71484375
1837.92,128,15.7008,128,640000,156.7765,2152.05,-30332.09375
1843.58,129,15.337,129,645000,156.6505,2159.5,-30638.55859375
1817.16,130,15.3551,130,650000,156.7456,2091.56,-31012.685546875
1838.23,131,15.3954,131,655000,156.8769,2188.65,-31093.826171875
1828.84,132,15.7929,132,660000,156.7302,2183.68,-31503.890625
1853.5,133,15.3146,133,665000,156.7903,2201.2,-31766.373046875
1837.14,134,15.1118,134,670000,156.6092,2188.51,-32035.25
1844.48,135,15.4698,135,675000,156.7864,2168.29,-32219.48046875
1874.7,136,15.8915,136,680000,156.7497,2236.72,-32782.765625
1825.98,137,15.1773,137,685000,156.685,2184.97,-33055.859375
1853.01,138,15.3083,138,690000,156.6357,2198.81,-33154.421875
1839.11,139,14.8498,139,695000,156.7544,2162.07,-33535.80859375
1827.96,140,15.4126,140,700000,156.7592,2190.61,-34000.3203125
1852.12,141,15.3325,141,705000,156.7602,2164.6,-34085.38671875
1854.06,142,15.2902,142,710000,156.8613,2168.67,-34385.1015625
1855.09,143,15.5006,143,715000,156.7868,2192.21,-34687.80078125
1857.83,144,15.1734,144,720000,156.7893,2165.78,-34907.2578125
1847.97,145,15.2352,145,725000,156.7741,2200.67,-35085.70703125
1832.6,146,15.4486,146,730000,156.7984,2177.38,-35457.875
1848.6,147,15.6402,147,735000,156.8415,2192.65,-35912.2109375
1854.97,148,15.1365,148,740000,156.6831,2203.35,-35848.640625
1869.27,149,15.303,149,745000,156.6811,2192.56,-36346.19921875
1775.06,150,15.0008,150,750000,156.9126,2034.81,-36406.24609375
1887.53,151,15.2211,151,755000,156.7422,2210.52,-36829.6015625
1858.53,152,15.484,152,760000,156.7169,2162.34,-37037.35546875
1843.03,153,15.3716,153,765000,156.904,2205.03,-37468.07421875
1815.76,154,15.2558,154,770000,156.7642,2146.25,-37627.2109375
1862.11,155,15.2679,155,775000,156.7494,2128.44,-37730.19921875
1846.39,156,15.3823,156,780000,156.7698,2181.44,-38034.6171875
1873.3,157,15.0697,157,785000,156.5219,2207.63,-38138.01171875
1839.44,158,15.0895,158,790000,156.6708,2170.98,-38518.734375
1861.11,159,15.2464,159,795000,156.6502,2237.15,-39041.65625
1894.58,160,15.4086,160,800000,156.5637,2223.04,-39171.38671875
1865.14,161,15.4074,161,805000,156.7647,2202.74,-39700.72265625
1848.16,162,15.3408,162,810000,156.7383,2190.93,-39774.734375
1865.98,163,15.5694,163,815000,156.7741,2174.65,-39883.3828125
1878.18,164,15.4104,164,820000,156.8511,2190.08,-40371.515625
1863.19,165,15.2865,165,825000,156.8041,2216.44,-40553.05859375
1883.78,166,15.5653,166,830000,156.684,2244.87,-40945.171875
1857.65,167,15.069,167,835000,156.5484,2130.77,-40983.6796875
1861.53,168,15.4276,168,840000,156.6776,2164.41,-41274.65234375
1863.36,169,15.1698,169,845000,156.6796,2222.38,-41719.70703125
1874.16,170,15.2068,170,850000,156.7231,2208.43,-41892.4140625
1874.96,171,15.3142,171,855000,156.5846,2211.62,-42134.9609375
1864.68,172,15.1637,172,860000,156.5962,2212.18,-42418.14453125
1889.23,173,15.0491,173,865000,156.6134,2233.56,-42548.1484375
1902.19,174,15.2422,174,870000,156.6028,2219.61,-42849.64453125
1876.91,175,15.0944,175,875000,156.6494,2235.27,-43282.65625
1884.3,176,15.6962,176,880000,156.7139,2219.71,-43707.2890625
1852.46,177,15.1673,177,885000,156.6183,2203.62,-43676.51171875
1871.39,178,15.2514,178,890000,156.6144,2215.87,-43905.8046875
1875.15,179,15.2928,179,895000,156.6341,2223.29,-44210.27734375
1885.49,180,15.2909,180,900000,156.4904,2258.84,-44492.64453125
1867.23,181,15.2536,181,905000,156.823,2206.08,-44676.0390625
1886.83,182,15.3066,182,910000,156.7489,2286.06,-45147.51171875
1920.04,183,15.4972,183,915000,156.63,2221.97,-45184.3671875
1905.18,184,15.1507,184,920000,156.639,2229.01,-45232.6484375
1848.58,185,15.1587,185,925000,156.8199,2134.44,-45462.3359375
1855.79,186,15.2619,186,930000,156.7609,2183.21,-45942.609375
1834.3,187,15.1334,187,935000,156.8362,2149.44,-46033.08984375
1913.19,188,15.5909,188,940000,156.7979,2271.16,-46346.4921875
1938.72,189,15.7041,189,945000,156.7043,2289.1,-46468.4765625
1889.85,190,15.2333,190,950000,156.836,2255.24,-46312.7421875
1882.43,191,15.2601,191,955000,156.602,2209.35,-46494.1953125
1871.48,192,15.0826,192,960000,156.5235,2219.78,-46702.8203125
1946.4,193,15.8267,193,965000,156.7236,2314.82,-47390.53125
1880.74,194,15.4247,194,970000,156.7009,2255.77,-47324.0390625
1925.4,195,15.4737,195,975000,156.7214,2235.16,-47302.484375
1878.29,196,15.1291,196,980000,156.7564,2212.75,-47414.37109375
1935.52,197,15.7335,197,985000,156.4317,2274.12,-47527.69140625
1859.06,198,15.08,198,990000,156.6351,2230.32,-48046.1328125
1905.42,199,15.178,199,995000,156.4698,2262.44,-47903.109375
1916.16,200,15.2347,200,1000000,156.7682,2254.66,-48010.5546875
1865.76,201,15.0871,201,1005000,156.6492,2234.7,-48122.47265625
1913.6,202,15.3112,202,1010000,156.7209,2275.71,-48392.86328125
1887.13,203,15.2772,203,1015000,156.705,2244.92,-48595.4921875
1879.92,204,15.0335,204,1020000,156.5971,2214.4,-48621.6953125
1899.88,205,15.3523,205,1025000,156.6413,2242.19,-49004.4921875
1925.27,206,15.3743,206,1030000,156.6217,2269.32,-49053.80859375
1900.36,207,15.0177,207,1035000,156.6623,2218.38,-49108.56640625
1908.72,208,15.2662,208,1040000,156.7516,2227.49,-49239.9765625
1908.57,209,15.1173,209,1045000,156.8072,2270.61,-49678.0859375
1912.4,210,15.2394,210,1050000,156.7729,2269.99,-49631.7265625
1909.12,211,15.2346,211,1055000,156.7354,2262.98,-49946.6328125
1897.68,212,15.2039,212,1060000,156.7007,2268.72,-49939.2578125
1895.8,213,15.1672,213,1065000,156.7203,2242.43,-50188.53515625
1891.38,214,14.9513,214,1070000,156.6604,2237.39,-50345.9140625
1888.97,215,15.029,215,1075000,156.8142,2204.89,-50380.11328125
1855.05,216,14.7923,216,1080000,156.6821,2168.56,-50709.05078125
1881.97,217,15.0583,217,1085000,156.648,2247.6,-50584.59375
1874.78,218,14.876,218,1090000,156.7912,2237.52,-50955.62890625
1885.97,219,15.1473,219,1095000,156.6534,2242.89,-50964.88671875
1909.05,220,15.039,220,1100000,156.6495,2271.91,-51275.1484375
1890.43,221,14.977,221,1105000,156.6507,2236.7,-51363.71484375
1906.0,222,14.9916,222,1110000,156.6799,2234.1,-51471.2421875
1921.5,223,14.9468,223,1115000,156.7007,2269.19,-51737.4296875
1902.64,224,15.0681,224,1120000,156.6889,2262.77,-51653.6875
1886.88,225,14.9627,225,1125000,156.551,2230.49,-51887.8984375
1897.68,226,15.0645,226,1130000,156.6138,2242.88,-51893.5859375
1898.47,227,15.1686,227,1135000,156.6366,2258.69,-52001.390625
1898.83,228,15.0911,228,1140000,156.653,2264.33,-52168.63671875
1916.08,229,15.0375,229,1145000,156.5788,2274.27,-52412.953125
1916.03,230,15.3314,230,1150000,156.6215,2282.37,-52491.796875
1915.45,231,14.9755,231,1155000,156.6422,2278.62,-52531.6875
1939.64,232,15.2075,232,1160000,156.5761,2286.13,-52636.375
1916.12,233,15.0562,233,1165000,156.4931,2276.71,-52787.421875
1902.63,234,15.0029,234,1170000,156.4658,2274.65,-52882.17578125
1900.52,235,14.9336,235,1175000,156.5761,2245.87,-53054.76171875
1914.55,236,15.2122,236,1180000,156.6958,2278.91,-53224.71484375
1911.65,237,15.0346,237,1185000,156.6636,2277.33,-53280.1796875
1927.78,238,15.1908,238,1190000,156.5051,2282.82,-53297.44921875
1920.14,239,15.0763,239,1195000,156.4216,2272.77,-53675.27734375
1928.31,240,15.0112,240,1200000,156.5285,2286.98,-53543.23046875
1919.86,241,14.9484,241,1205000,156.6485,2259.37,-53702.52734375
1915.28,242,14.9937,242,1210000,156.5693,2280.4,-53765.02734375
1908.48,243,15.191,243,1215000,156.7223,2273.38,-53842.1171875
1932.37,244,15.1921,244,1220000,156.7499,2289.31,-54027.7265625
1899.48,245,15.2455,245,1225000,156.6216,2250.72,-54083.16015625
1911.05,246,15.1934,246,1230000,156.684,2264.53,-54365.3203125
1903.42,247,14.9387,247,1235000,156.5646,2258.74,-54367.1328125
1919.72,248,15.1789,248,1240000,156.7722,2276.15,-54573.61328125
1884.98,249,15.0449,249,1245000,156.6016,2230.39,-54578.921875
1904.7,250,15.3595,250,1250000,156.412,2276.21,-54811.17578125
1913.74,251,15.1437,251,1255000,156.5756,2257.05,-54775.75390625
1917.62,252,15.2508,252,1260000,156.748,2279.86,-54981.82421875
1914.52,253,15.0782,253,1265000,156.7413,2258.32,-55086.40234375
1918.79,254,15.4083,254,1270000,156.6378,2274.56,-55089.515625
1906.39,255,15.1528,255,1275000,156.545,2284.23,-55329.21484375
1907.24,256,15.3278,256,1280000,156.8365,2269.96,-55524.5859375
1919.49,257,15.1794,257,1285000,156.6353,2281.18,-55574.1875
1894.91,258,15.2672,258,1290000,156.7745,2271.74,-55730.81640625
1935.43,259,15.1666,259,1295000,156.7144,2286.57,-55813.6015625
1939.2,260,15.2716,260,1300000,156.7948,2273.07,-56089.98046875
1915.2,261,15.0982,261,1305000,156.6148,2273.0,-56058.29296875
1939.38,262,15.2707,262,1310000,156.5362,2289.05,-56018.765625
1912.84,263,15.0282,263,1315000,156.6595,2269.16,-56236.99609375
1923.82,264,15.253,264,1320000,156.6854,2291.86,-56662.38671875
1926.69,265,15.0967,265,1325000,156.5739,2263.01,-56566.54296875
1938.33,266,15.3011,266,1330000,156.7574,2305.29,-56822.17578125
1952.84,267,15.4414,267,1335000,156.482,2286.34,-56823.10546875
1946.43,268,15.3045,268,1340000,156.7066,2305.76,-57154.30859375
1937.31,269,15.2769,269,1345000,156.629,2284.26,-57179.89453125
1935.86,270,15.3991,270,1350000,156.6339,2297.22,-57267.7109375
1936.74,271,15.1592,271,1355000,156.5606,2297.41,-57606.828125
1940.65,272,15.2611,272,1360000,156.7404,2299.69,-57613.28515625
1910.9,273,15.3374,273,1365000,156.6059,2271.67,-57517.51953125
1946.5,274,15.1188,274,1370000,156.664,2302.14,-57636.94921875
1940.97,275,15.3721,275,1375000,156.6786,2301.61,-57895.26171875
1951.7,276,15.2166,276,1380000,156.6991,2305.11,-57927.98046875
1911.57,277,15.1583,277,1385000,156.6509,2294.31,-58223.19921875
1933.99,278,15.2031,278,1390000,156.6912,2292.91,-58176.6640625
1948.13,279,15.3189,279,1395000,156.5864,2314.9,-58581.51953125
1945.78,280,15.1432,280,1400000,156.6236,2307.26,-58606.6171875
1945.04,281,15.3092,281,1405000,156.5648,2307.25,-58735.56640625
1959.38,282,15.1754,282,1410000,156.5895,2300.21,-58785.71875
1918.59,283,15.1842,283,1415000,156.5486,2278.61,-58903.765625
1908.78,284,15.0872,284,1420000,156.4809,2264.5,-59145.74609375
1919.26,285,14.8923,285,1425000,156.5446,2256.5,-59161.94921875
1930.09,286,15.2256,286,1430000,156.5302,2291.88,-59137.484375
1911.21,287,15.1927,287,1435000,156.6371,2255.42,-59342.03515625
1931.06,288,15.1072,288,1440000,156.5974,2288.26,-59497.98828125
1908.95,289,15.0706,289,1445000,156.5444,2265.58,-59402.08984375
1925.19,290,15.1582,290,1450000,156.664,2256.32,-59657.96484375
1946.77,291,15.14,291,1455000,156.6234,2280.75,-59775.4609375
1914.32,292,15.3436,292,1460000,156.4637,2283.76,-59927.65234375
1935.95,293,15.2003,293,1465000,156.6298,2269.49,-59832.7578125
1931.39,294,15.1705,294,1470000,156.6621,2264.32,-60173.953125
1935.39,295,15.1068,295,1475000,156.5553,2262.06,-60137.4453125
1906.67,296,14.9311,296,1480000,156.5671,2254.74,-60280.4609375
1943.26,297,15.136,297,1485000,156.6702,2271.91,-60425.75390625
1949.8,298,15.216,298,1490000,156.5418,2271.69,-60362.21484375
1946.12,299,15.2486,299,1495000,156.6474,2278.96,-60372.03125
1940.88,300,15.2208,300,1500000,156.5883,2247.57,-60575.3828125
1946.94,301,15.1477,301,1505000,156.5196,2259.57,-60607.00390625
1950.99,302,15.2246,302,1510000,156.5314,2249.41,-60847.7578125
1952.57,303,15.2279,303,1515000,156.6203,2282.23,-60893.54296875
1940.01,304,15.1226,304,1520000,156.6252,2279.27,-61290.43359375
1935.0,305,15.1822,305,1525000,156.7526,2250.56,-61151.578125
1960.65,306,15.2255,306,1530000,156.6421,2277.74,-61182.0546875
1941.92,307,15.2702,307,1535000,156.7289,2255.87,-61174.96484375
1917.65,308,15.0247,308,1540000,156.5661,2206.19,-61502.88671875
1936.13,309,15.239,309,1545000,156.607,2262.99,-61350.50390625
1937.19,310,15.095,310,1550000,156.6149,2259.33,-61498.95703125
1947.58,311,15.1604,311,1555000,156.6128,2288.41,-61815.984375
1894.88,312,14.992,312,1560000,156.6209,2234.1,-61724.53125
1926.62,313,15.0704,313,1565000,156.4906,2235.74,-61691.30078125
1942.02,314,15.3625,314,1570000,156.594,2280.34,-62001.703125
1911.7,315,15.0538,315,1575000,156.6753,2249.12,-62110.81640625
1912.1,316,15.1582,316,1580000,156.6277,2243.25,-62140.52734375
1945.22,317,15.2368,317,1585000,156.5076,2254.89,-62268.7265625
1949.23,318,15.2551,318,1590000,156.5818,2267.05,-62226.34375
1950.78,319,15.2285,319,1595000,156.542,2249.24,-62161.99609375
1939.04,320,15.214,320,1600000,156.5456,2274.16,-62499.20703125
1932.2,321,15.121,321,1605000,156.6563,2275.37,-62705.19921875
1896.03,322,15.0302,322,1610000,156.5399,2267.77,-63038.390625
1895.47,323,14.9176,323,1615000,156.54,2255.04,-62734.05859375
1931.1,324,15.1142,324,1620000,156.4899,2252.19,-63002.46875
1919.71,325,15.1441,325,1625000,156.5709,2259.03,-63028.54296875
1917.0,326,15.0278,326,1630000,156.4978,2252.66,-63075.99609375
1954.5,327,15.4292,327,1635000,156.6571,2294.78,-63562.15234375
1921.4,328,15.0766,328,1640000,156.5715,2276.49,-63406.07421875
1928.75,329,15.1199,329,1645000,156.5899,2276.31,-63423.09375
1935.61,330,15.2346,330,1650000,156.4087,2293.22,-63582.37890625
1946.32,331,15.2158,331,1655000,156.5142,2237.93,-63758.515625
1909.89,332,15.2245,332,1660000,156.5796,2259.49,-63887.4140625
1959.86,333,15.4072,333,1665000,156.5595,2311.56,-64031.82421875
1936.63,334,15.1806,334,1670000,156.7244,2307.93,-64081.22265625
1935.79,335,15.4006,335,1675000,156.5818,2279.99,-64253.42578125
1958.56,336,15.215,336,1680000,156.6596,2285.15,-64556.89453125
1916.05,337,15.1889,337,1685000,156.5473,2267.55,-64476.828125
1933.53,338,15.1327,338,1690000,156.4903,2251.08,-64858.484375
1927.68,339,15.0085,339,1695000,156.4542,2273.93,-64460.89453125
1909.43,340,14.8675,340,1700000,156.5132,2267.73,-64732.2421875
1915.29,341,14.9131,341,1705000,156.5108,2256.53,-64898.453125
1954.99,342,15.1755,342,1710000,156.6187,2271.94,-64941.9453125
1917.08,343,15.2586,343,1715000,156.5089,2235.98,-64860.3046875
1955.63,344,15.224,344,1720000,156.6031,2275.15,-65348.73046875
1923.08,345,15.1665,345,1725000,156.6197,2259.28,-65203.6796875
1939.02,346,15.3103,346,1730000,156.5553,2275.98,-65437.09765625
1951.61,347,15.2205,347,1735000,156.5082,2276.99,-65604.2109375
1924.71,348,15.262,348,1740000,156.5626,2293.26,-65759.9140625
1911.18,349,15.2563,349,1745000,156.6546,2291.15,-65829.078125
1921.8,350,15.2999,350,1750000,156.5521,2273.13,-66093.5
1948.52,351,15.2347,351,1755000,156.5119,2311.55,-66233.53125
1938.29,352,15.3684,352,1760000,156.6195,2287.7,-66124.9609375
1957.22,353,15.3181,353,1765000,156.5698,2313.04,-66225.3046875
1924.59,354,15.3198,354,1770000,156.613,2306.0,-66453.4140625
1916.21,355,15.4132,355,1775000,156.5654,2291.71,-66523.2421875
1909.32,356,15.2158,356,1780000,156.5735,2267.23,-66486.359375
1924.46,357,15.2141,357,1785000,156.7719,2219.02,-66222.734375
1937.93,358,15.282,358,1790000,156.5524,2281.38,-66658.9140625
1922.9,359,15.181,359,1795000,156.5549,2247.99,-66739.8046875
1859.77,360,15.3095,360,1800000,156.4998,2299.04,-67036.6171875
1930.54,361,15.3439,361,1805000,156.6394,2288.6,-67084.5078125
1905.58,362,15.1921,362,1810000,156.6075,2272.38,-67101.4375
1931.79,363,15.1174,363,1815000,156.5138,2279.41,-66961.1796875
1893.71,364,15.2498,364,1820000,156.5795,2254.18,-67098.6484375
1895.01,365,15.2185,365,1825000,156.5529,2291.41,-67496.7890625
1908.75,366,15.0715,366,1830000,156.6329,2242.49,-67305.71875
1937.98,367,15.3264,367,1835000,156.62,2306.61,-67470.234375
1937.77,368,15.1227,368,1840000,156.623,2281.49,-67639.9453125
1903.59,369,15.1869,369,1845000,156.5653,2260.07,-67772.0234375
1911.64,370,15.0622,370,1850000,156.6942,2219.57,-67582.5234375
1933.43,371,15.1334,371,1855000,156.6834,2286.62,-68143.453125
1927.28,372,15.0966,372,1860000,156.6785,2277.79,-67908.6953125
1873.94,373,15.014,373,1865000,156.6569,2241.01,-67989.796875
1886.17,374,15.0494,374,1870000,156.6303,2258.85,-68123.0546875
1908.57,375,15.2097,375,1875000,156.6327,2241.23,-68379.25
1866.68,376,15.1904,376,1880000,156.7031,2235.78,-68193.0390625
1875.08,377,15.148,377,1885000,156.6707,2256.31,-68388.265625
1880.02,378,14.9691,378,1890000,156.7038,2239.55,-68605.6953125
1905.98,379,15.0976,379,1895000,156.6886,2237.45,-68482.265625
1882.42,380,15.1151,380,1900000,156.7781,2242.55,-68533.84375
1912.31,381,15.1806,381,1905000,156.671,2240.47,-68645.3125
1889.57,382,15.0493,382,1910000,156.6882,2235.4,-68708.9765625
1851.59,383,14.8789,383,1915000,156.6612,2183.92,-68854.0703125
1928.76,384,15.1878,384,1920000,156.667,2278.92,-69302.5625
1893.2,385,14.7546,385,1925000,156.7133,2262.55,-69087.9921875
1903.13,386,15.3017,386,1930000,156.7649,2240.09,-69337.2734375
1933.97,387,15.2855,387,1935000,156.6259,2273.8,-69268.5234375
1886.12,388,15.1779,388,1940000,156.6435,2251.91,-69421.0
1895.27,389,15.2682,389,1945000,156.6355,2236.18,-69593.3515625
1930.73,390,15.3159,390,1950000,156.4717,2270.27,-69880.6875
1905.73,391,15.2274,391,1955000,156.6906,2153.45,-70117.59375
1892.19,392,15.1135,392,1960000,156.6769,2270.69,-69849.0546875
1882.42,393,14.9504,393,1965000,156.7298,2266.19,-69978.5234375
