Reward Loss,Running Forward KL,Real Sto Return,Running Reverse KL,Real Det Return,Itration,Running Env Steps,Running Update Time
-364.38720703125,44.0704,4195.31,23.4091,4253.29,61,305000,61
-373.7391052246094,43.3868,4174.6,22.4297,4298.69,62,310000,62
-384.7005920410156,43.7685,4093.22,21.1148,4290.04,63,315000,63
-383.89923095703125,44.2763,4228.44,24.0447,4288.06,64,320000,64
-401.77783203125,43.3988,4193.1,20.1747,4316.87,65,325000,65
-406.06365966796875,43.8979,4144.4,21.877,4227.88,66,330000,66
-396.783203125,42.5379,4061.53,19.0053,4312.91,67,335000,67
-426.42987060546875,44.5087,4197.58,23.2898,4270.27,68,340000,68
-427.9978332519531,45.1061,4255.42,23.3126,4300.74,69,345000,69
-442.34881591796875,42.9596,4073.37,18.248,4350.14,70,350000,70
-457.5521545410156,44.963,4265.86,24.3833,4339.91,71,355000,71
-458.06829833984375,44.6215,3876.65,22.3303,4329.57,72,360000,72
-474.92266845703125,43.8469,4240.74,22.1579,4272.91,73,365000,73
-460.42724609375,43.9368,4359.34,22.0391,4446.21,74,370000,74
-490.14801025390625,44.2013,4202.87,22.2805,4307.29,75,375000,75
-490.55120849609375,44.0759,4237.33,21.7647,4307.85,76,380000,76
-506.6520690917969,44.2731,4308.61,22.0952,4388.01,77,385000,77
-500.84466552734375,44.3695,4263.83,22.2573,4351.44,78,390000,78
-512.2682495117188,43.0314,4307.75,20.9929,4408.49,79,395000,79
-518.8056640625,43.2732,4264.41,21.1117,4375.24,80,400000,80
-536.0178833007812,43.5973,4320.28,21.6277,4429.38,81,405000,81
-531.2447509765625,42.9334,4296.36,20.0622,4386.46,82,410000,82
-567.2258911132812,44.5621,4283.72,22.1647,4370.43,83,415000,83
-540.8546142578125,42.9726,4191.82,20.4845,4411.98,84,420000,84
-580.99609375,44.2883,4213.62,21.0633,4303.67,85,425000,85
-570.9895629882812,43.8295,4273.26,21.3873,4367.3,86,430000,86
-578.38427734375,43.5937,4328.7,21.3573,4387.58,87,435000,87
-586.7902221679688,43.0276,4153.81,20.1112,4362.15,88,440000,88
-585.5968017578125,43.141,4292.7,20.1943,4383.63,89,445000,89
-609.6773681640625,43.3426,4076.86,21.1559,4337.27,90,450000,90
-610.4074096679688,43.4417,4241.67,18.6165,4360.0,91,455000,91
-610.4462280273438,43.7854,4294.89,20.4177,4398.32,92,460000,92
-628.1105346679688,43.3808,4332.56,21.1784,4403.68,93,465000,93
-642.3057250976562,43.2532,4269.86,19.7183,4331.15,94,470000,94
-639.7640380859375,42.2092,3863.48,15.8481,4371.85,95,475000,95
-647.0966186523438,42.6606,4263.43,20.0739,4396.78,96,480000,96
-648.721435546875,42.3069,4294.8,19.3441,4393.77,97,485000,97
-660.21044921875,42.8516,4143.09,20.1724,4460.1,98,490000,98
-685.825439453125,43.8728,4343.0,21.896,4429.95,99,495000,99
-681.9609375,42.3796,4240.87,18.5224,4393.72,100,500000,100
-682.6876831054688,43.2781,4292.24,19.9891,4458.15,101,505000,101
-734.878662109375,42.7407,3861.17,18.6223,4389.2,102,510000,102
-745.2479858398438,42.5637,4158.07,18.9708,4344.55,103,515000,103
-728.9509887695312,43.2573,4281.38,19.6661,4357.7,104,520000,104
-713.1034545898438,42.469,4200.33,17.1301,4386.65,105,525000,105
-716.1303100585938,42.8386,4173.82,19.5939,4419.74,106,530000,106
-774.0426025390625,43.2387,4135.7,19.2702,4427.51,107,535000,107
-759.1953735351562,44.093,4337.72,21.246,4416.1,108,540000,108
-803.3289794921875,42.7952,4350.34,21.8214,4451.54,109,545000,109
-744.4530029296875,42.197,4141.88,16.9606,4455.95,110,550000,110
-767.81591796875,42.2832,4123.42,17.7387,4414.81,111,555000,111
-775.7490234375,42.73,4283.19,19.8967,4397.85,112,560000,112
-807.6463012695312,43.4554,4246.42,19.6349,4403.49,113,565000,113
-815.2586059570312,43.642,4298.93,20.5234,4389.02,114,570000,114
-817.7310180664062,43.5679,4328.6,20.2978,4396.5,115,575000,115
-789.9891357421875,42.4435,4101.56,16.7013,4428.11,116,580000,116
-847.6892700195312,43.3965,4325.55,20.1348,4399.59,117,585000,117
-826.2615966796875,42.5618,4309.24,18.4753,4390.18,118,590000,118
-828.1810302734375,43.0764,4276.7,19.5802,4397.15,119,595000,119
-842.0919799804688,42.793,4188.73,18.3862,4396.64,120,600000,120
-877.440185546875,44.415,4139.83,21.2522,4383.44,121,605000,121
-886.2051391601562,43.2135,4093.07,19.5709,4386.13,122,610000,122
-891.9370727539062,42.563,4205.1,18.5829,4410.14,123,615000,123
-915.9456787109375,43.393,4303.06,20.293,4392.75,124,620000,124
-907.3137817382812,42.8124,4248.33,18.8475,4436.38,125,625000,125
-928.8699951171875,43.5839,4153.8,19.9003,4434.07,126,630000,126
-904.8472900390625,42.1994,4195.53,17.78,4394.44,127,635000,127
-987.975341796875,42.9373,4032.76,17.5008,4481.26,128,640000,128
-932.830810546875,43.171,4287.7,18.8265,4416.03,129,645000,129
-972.4453735351562,43.0739,4290.55,19.8373,4392.33,130,650000,130
-943.9628295898438,42.6095,4201.79,18.1589,4389.78,131,655000,131
-968.298095703125,42.462,4355.4,18.6869,4461.61,132,660000,132
-968.9805908203125,42.1544,4135.72,18.9415,4428.28,133,665000,133
-981.3690185546875,42.6386,4276.48,19.3826,4480.21,134,670000,134
-1038.2142333984375,43.0727,4337.0,19.7828,4421.47,135,675000,135
-1016.043212890625,42.4722,4335.78,18.4921,4467.64,136,680000,136
-1014.6807250976562,42.3851,4182.43,17.6577,4389.14,137,685000,137
-1042.651123046875,42.8665,4166.81,18.7705,4483.82,138,690000,138
-1051.3404541015625,42.8463,4329.32,19.2731,4390.99,139,695000,139
-1057.76611328125,42.9817,4306.57,19.1005,4400.92,140,700000,140
-1080.0379638671875,42.8133,4321.92,19.1026,4383.57,141,705000,141
-1099.5531005859375,42.9718,4315.45,20.0575,4388.9,142,710000,142
-1083.8291015625,42.6526,4400.14,19.0578,4479.48,143,715000,143
-1074.379638671875,42.1942,4171.7,18.1289,4461.14,144,720000,144
-1109.6893310546875,42.4824,4156.31,17.9813,4477.38,145,725000,145
-1119.3607177734375,42.3245,4379.42,18.2792,4489.54,146,730000,146
-1152.1142578125,43.314,4289.05,20.0968,4411.29,147,735000,147
-1164.8902587890625,42.5982,4353.63,20.2035,4433.16,148,740000,148
-1164.085205078125,42.4163,4347.1,18.3633,4429.39,149,745000,149
-1172.083740234375,43.086,4401.17,20.075,4484.4,150,750000,150
-1182.296142578125,43.1254,4358.0,18.1224,4465.12,151,755000,151
-1154.5870361328125,41.7442,4236.03,17.229,4473.65,152,760000,152
-1218.4052734375,42.268,4207.54,19.0148,4404.33,153,765000,153
-1195.8955078125,42.3898,4340.69,18.6319,4485.66,154,770000,154
-1238.0439453125,42.6147,4374.66,19.7309,4461.77,155,775000,155
-1263.056396484375,42.76,4372.58,19.3267,4464.81,156,780000,156
-1231.1005859375,42.5328,4325.92,17.6827,4438.79,157,785000,157
-1269.2470703125,42.7313,4317.83,18.3254,4416.1,158,790000,158
-1274.7816162109375,42.4363,4201.7,16.9134,4466.38,159,795000,159
-1277.5404052734375,41.9917,4252.67,18.4638,4458.94,160,800000,160
-1294.15673828125,42.4011,4270.16,18.7768,4498.0,161,805000,161
-1309.2064208984375,42.8496,4245.07,20.2436,4491.66,162,810000,162
-1335.65380859375,42.8496,4308.69,18.5703,4480.76,163,815000,163
-1318.2796630859375,42.8221,4302.83,18.0427,4493.73,164,820000,164
-1294.54052734375,41.905,4259.3,17.616,4509.96,165,825000,165
-1358.9468994140625,42.8455,4323.29,18.9879,4484.49,166,830000,166
-1355.62841796875,42.4413,4293.45,18.9883,4517.43,167,835000,167
-1392.3939208984375,42.7567,4374.02,18.2909,4482.1,168,840000,168
-1420.037353515625,42.8944,4161.06,18.755,4471.85,169,845000,169
-1428.3365478515625,43.1866,4395.17,19.8724,4480.89,170,850000,170
-1414.6219482421875,42.1564,4299.86,18.0923,4498.24,171,855000,171
-1453.136962890625,43.0911,4394.39,19.606,4474.39,172,860000,172
-1420.3443603515625,42.523,4255.37,18.6477,4488.9,173,865000,173
-1421.462158203125,42.1486,4239.97,18.0838,4517.41,174,870000,174
-1481.59375,42.5611,4212.77,19.2513,4485.8,175,875000,175
-1457.516357421875,42.0198,4421.7,18.9052,4525.23,176,880000,176
-1471.9818115234375,41.7308,4284.02,18.0156,4492.43,177,885000,177
-1434.4000244140625,41.7562,4267.73,16.9657,4528.17,178,890000,178
-1513.2049560546875,43.0559,4380.27,18.5506,4449.32,179,895000,179
-1482.0849609375,42.0363,4038.34,18.6557,4512.19,180,900000,180
-1542.93017578125,42.5651,4369.69,18.3858,4481.7,181,905000,181
-1581.623046875,42.5136,4393.1,18.1577,4455.23,182,910000,182
-1612.585205078125,42.632,4373.22,17.147,4473.71,183,915000,183
-1604.84619140625,42.6951,4394.74,18.6643,4471.73,184,920000,184
-1574.4449462890625,42.3999,4448.14,18.3611,4510.89,185,925000,185
-1588.2078857421875,42.1782,4337.41,18.524,4510.57,186,930000,186
-1547.5911865234375,41.5427,4086.72,16.3148,4566.13,187,935000,187
-1635.190185546875,42.241,4354.61,18.1482,4488.01,188,940000,188
-1628.7276611328125,41.8834,4265.2,18.1732,4493.21,189,945000,189
-1681.82421875,43.0022,4346.09,18.4259,4508.97,190,950000,190
-1678.852294921875,42.6522,4408.35,18.6352,4493.67,191,955000,191
-1688.7462158203125,42.5331,4375.92,18.8196,4507.03,192,960000,192
-1670.1265869140625,42.1345,4381.64,18.3077,4480.28,193,965000,193
-1713.557861328125,42.3564,4393.79,17.3765,4481.65,194,970000,194
-1717.4879150390625,42.3154,4416.72,17.5832,4487.69,195,975000,195
-1727.1253662109375,42.5528,4455.17,18.5472,4522.27,196,980000,196
-1706.1064453125,42.0894,4272.91,17.495,4528.18,197,985000,197
-1790.2552490234375,42.4317,4433.88,18.5096,4503.91,198,990000,198
-1780.5,42.1309,4367.43,17.5936,4538.28,199,995000,199
-1766.9072265625,42.2131,4227.84,18.7999,4518.17,200,1000000,200
-1810.621826171875,42.7677,4243.0,19.0601,4522.51,201,1005000,201
-1807.17041015625,42.7089,4046.96,18.5923,4521.61,202,1010000,202
-1830.698974609375,42.4159,4277.47,19.0288,4558.49,203,1015000,203
-1841.537109375,42.0777,4391.68,18.7928,4575.15,204,1020000,204
-1864.5189208984375,42.5578,4374.15,18.8326,4489.68,205,1025000,205
-1859.3709716796875,42.3307,4331.01,19.021,4526.03,206,1030000,206
-1866.534912109375,42.409,3985.36,18.8313,4552.43,207,1035000,207
-1904.53466796875,42.2914,4476.36,18.4227,4530.63,208,1040000,208
-1913.1463623046875,42.0985,4489.48,18.0257,4534.21,209,1045000,209
-1889.647216796875,41.6956,4363.33,17.6189,4542.79,210,1050000,210
-1922.4521484375,42.2278,4447.49,18.602,4568.39,211,1055000,211
-1944.7174072265625,42.3921,4476.2,18.2322,4526.13,212,1060000,212
-1945.8394775390625,42.4244,4497.91,18.6809,4561.12,213,1065000,213
-1979.19287109375,42.4383,4487.67,18.8424,4559.67,214,1070000,214
-1995.77099609375,42.5319,4488.9,18.3431,4551.36,215,1075000,215
-1978.464599609375,41.9958,4470.22,18.0484,4516.97,216,1080000,216
-2027.129150390625,42.4687,4314.84,17.9903,4516.55,217,1085000,217
-2030.6737060546875,43.0743,4308.4,18.971,4492.46,218,1090000,218
-2053.157958984375,42.4305,4445.37,18.1497,4489.9,219,1095000,219
-2048.10107421875,42.1279,4406.73,17.6468,4448.8,220,1100000,220
-2041.3585205078125,42.1186,4468.47,17.0337,4523.05,221,1105000,221
-2049.94580078125,42.261,4465.47,17.4823,4518.1,222,1110000,222
-2067.932861328125,42.0813,4331.8,17.4653,4511.94,223,1115000,223
-2091.857421875,41.9121,4352.85,18.3415,4518.83,224,1120000,224
-2130.0986328125,42.2676,4452.0,18.1397,4515.97,225,1125000,225
-2114.646728515625,42.0434,4201.99,17.9384,4494.58,226,1130000,226
-2150.66748046875,41.967,4461.08,17.9985,4516.77,227,1135000,227
-2178.656494140625,42.3326,4325.93,18.0236,4555.79,228,1140000,228
-2196.0576171875,42.2514,4445.09,18.5337,4495.06,229,1145000,229
-2188.775146484375,41.898,3797.39,17.8234,4563.06,230,1150000,230
-2200.31982421875,42.0742,4475.46,17.0845,4532.45,231,1155000,231
-2190.455322265625,42.0612,4416.69,16.6168,4530.24,232,1160000,232
-2197.8232421875,41.4517,4455.41,14.7768,4538.43,233,1165000,233
-2258.6337890625,42.3118,4114.11,15.7971,4579.99,234,1170000,234
-2264.7939453125,42.2205,4331.69,15.0019,4553.86,235,1175000,235
-2274.170166015625,41.9259,4041.71,16.3482,4499.34,236,1180000,236
-2275.464599609375,42.4349,3575.14,15.1507,4539.62,237,1185000,237
-2291.79345703125,42.0903,4275.05,16.2724,4545.38,238,1190000,238
-2270.8779296875,41.4979,4268.56,15.2902,4554.73,239,1195000,239
-2319.826171875,41.463,4158.25,15.8051,4565.02,240,1200000,240
-2340.083251953125,41.7963,4186.34,15.9034,4514.83,241,1205000,241
-2329.74462890625,41.7989,3637.85,16.7297,4549.96,242,1210000,242
-2376.29248046875,41.44,4241.5,16.0682,4510.95,243,1215000,243
-2415.657470703125,41.4458,4404.23,16.3574,4454.5,244,1220000,244
-2462.491455078125,41.6891,4422.75,16.8814,4504.46,245,1225000,245
-2424.725341796875,41.6753,3850.07,16.6658,4381.11,246,1230000,246
-2419.5791015625,41.2623,3933.71,16.2087,4351.11,247,1235000,247
-2459.1240234375,41.2919,3837.96,15.7356,4165.06,248,1240000,248
-2462.625,41.495,3703.89,16.5881,4209.31,249,1245000,249
-2462.47900390625,41.4499,4410.04,15.6904,4513.97,250,1250000,250
-2440.131103515625,41.2947,4092.51,15.5772,4494.3,251,1255000,251
-2459.802734375,41.3404,3867.31,15.6043,4511.19,252,1260000,252
-2514.13671875,41.288,4426.61,15.7909,4489.38,253,1265000,253
-2563.396728515625,41.2396,4199.17,16.5218,4507.83,254,1270000,254
-2557.93359375,41.3311,4066.78,16.8401,4510.36,255,1275000,255
-2555.763671875,41.6559,4247.36,16.5536,4483.42,256,1280000,256
-2641.361083984375,41.4794,4250.12,16.8114,4459.38,257,1285000,257
-2613.20458984375,41.9001,3970.33,16.8825,4456.42,258,1290000,258
-2642.852783203125,41.2256,4443.04,16.6518,4453.64,259,1295000,259
-2662.575927734375,41.1893,4377.78,16.2648,4430.78,260,1300000,260
-2744.077392578125,41.6003,4392.54,16.7712,4405.01,261,1305000,261
-2737.44384765625,41.0084,4398.96,16.681,4414.81,262,1310000,262
-2763.961181640625,41.88,4314.61,15.8009,4357.88,263,1315000,263
-2826.1318359375,41.4403,4145.21,15.1628,4336.58,264,1320000,264
-2791.22216796875,41.078,4306.27,15.9815,4277.43,265,1325000,265
-2804.352783203125,41.4941,4316.78,16.5275,4351.81,266,1330000,266
-2840.813720703125,41.3481,4360.44,16.223,4391.53,267,1335000,267
-2809.888671875,41.0494,4400.89,16.1267,4414.07,268,1340000,268
-2813.117431640625,41.4237,4424.83,15.8616,4518.56,269,1345000,269
-2855.150634765625,41.3169,4404.47,16.0835,4534.86,270,1350000,270
-2846.643310546875,40.9901,4404.66,15.3123,4438.72,271,1355000,271
-2935.9384765625,41.4513,4376.64,16.3791,4482.62,272,1360000,272
-3007.20703125,42.1083,4329.2,17.6422,4435.4,273,1365000,273
-3371.5205078125,52.3976,8.32,28.9459,22.88,274,1370000,274
-2582.318603515625,49.5604,318.84,18.99,337.61,275,1375000,275
-3136.7333984375,50.7759,406.58,44.2118,421.84,276,1380000,276
-3346.697998046875,49.9553,412.96,65.4748,417.31,277,1385000,277
-3390.6904296875,49.4948,421.48,59.2258,484.86,278,1390000,278
-2251.1806640625,45.5845,805.19,17.0781,791.77,279,1395000,279
-2714.39697265625,45.7174,1895.62,19.0146,2528.15,280,1400000,280
-3142.7412109375,44.9857,2757.35,18.3129,1654.21,281,1405000,281
-3472.263671875,43.66,4012.88,21.6094,4059.38,282,1410000,282
-3347.07568359375,42.5908,3772.67,18.4299,4237.73,283,1415000,283
-3433.049560546875,42.7112,3654.29,19.5685,4299.56,284,1420000,284
-3476.886962890625,42.9788,4230.36,18.9413,4302.1,285,1425000,285
-3365.879638671875,42.2797,4270.85,18.6942,4346.15,286,1430000,286
-3400.036865234375,42.4168,4128.97,19.0726,4371.0,287,1435000,287
-3404.854248046875,42.2239,4134.96,18.9796,4366.43,288,1440000,288
-3448.93505859375,42.1111,4336.61,19.3713,4398.23,289,1445000,289
-3449.02734375,42.3083,4365.32,19.7705,4420.02,290,1450000,290
-3369.76708984375,41.818,4374.82,18.6608,4428.94,291,1455000,291
-3437.528076171875,42.0768,4383.1,19.3256,4443.47,292,1460000,292
-3465.320068359375,42.0097,4388.8,19.133,4483.2,293,1465000,293
-3529.49169921875,42.1559,4391.51,19.414,4451.82,294,1470000,294
-3449.201904296875,41.7715,4408.13,18.7002,4456.73,295,1475000,295
-3512.895751953125,41.8717,4422.43,19.1693,4470.34,296,1480000,296
-3507.109619140625,41.8918,4360.93,18.6274,4415.98,297,1485000,297
-3521.186767578125,41.7737,4350.05,18.2088,4391.48,298,1490000,298
-3565.4423828125,41.6189,4426.69,19.061,4442.04,299,1495000,299
-3620.50439453125,41.6347,4401.4,19.1459,4423.71,300,1500000,300
-3643.294921875,41.9474,4401.8,19.1407,4432.53,301,1505000,301
-3638.329345703125,41.8345,4406.21,19.2525,4424.12,302,1510000,302
-3635.22412109375,42.2112,4353.86,18.9997,4434.5,303,1515000,303
-3592.34130859375,41.9068,4392.64,18.2662,4441.07,304,1520000,304
-3691.35400390625,41.7849,4400.71,18.4352,4500.86,305,1525000,305
-3687.05810546875,41.9489,4404.59,18.2487,4494.38,306,1530000,306
-3687.732421875,41.9133,4420.27,18.0783,4483.53,307,1535000,307
-3638.3125,41.4497,4298.49,17.0449,4502.36,308,1540000,308
-3728.57568359375,41.7968,4310.01,18.2955,4493.71,309,1545000,309
-3745.093994140625,41.7773,4413.57,18.2822,4465.09,310,1550000,310
-3762.1376953125,41.6624,4383.05,18.4293,4473.11,311,1555000,311
-3749.233642578125,41.7926,4372.65,17.5845,4497.24,312,1560000,312
-3682.464111328125,41.7703,4367.78,17.881,4510.46,313,1565000,313
-3725.818115234375,42.0971,4433.17,17.8258,4481.41,314,1570000,314
-3850.79443359375,42.0267,4350.57,17.3297,4498.61,315,1575000,315
-3838.097900390625,41.9528,4287.54,17.9059,4493.36,316,1580000,316
-3876.0498046875,42.3208,4393.42,18.8081,4506.84,317,1585000,317
-3797.956298828125,41.9254,4354.17,17.4071,4475.98,318,1590000,318
-3795.264892578125,41.3762,4199.08,17.1161,4493.99,319,1595000,319
-3962.031005859375,41.7081,4393.95,17.7413,4457.64,320,1600000,320
-3918.142578125,41.5821,4379.14,16.572,4485.36,321,1605000,321
-3995.758544921875,41.5793,4280.1,17.7025,4455.65,322,1610000,322
-3987.580322265625,41.8065,4353.78,17.3096,4478.54,323,1615000,323
-3963.556884765625,41.8079,4422.23,17.2945,4487.49,324,1620000,324
-4098.03564453125,42.1534,4203.06,18.1629,4471.05,325,1625000,325
-4042.531982421875,42.0851,4384.29,17.927,4476.2,326,1630000,326
-4040.292724609375,41.6551,4373.92,17.2718,4514.79,327,1635000,327
-4062.776123046875,41.714,4116.75,17.6253,4502.24,328,1640000,328
-4162.8134765625,41.8604,4421.02,18.4973,4453.84,329,1645000,329
-4185.7236328125,41.7044,4411.91,18.0726,4450.82,330,1650000,330
-4199.4130859375,41.9509,4436.42,18.7445,4471.42,331,1655000,331
-4140.013671875,41.7963,4425.73,17.8388,4498.17,332,1660000,332
-4324.236328125,41.6631,4426.55,18.3709,4466.87,333,1665000,333
-4212.888671875,42.0713,4375.57,17.8339,4498.46,334,1670000,334
-4291.2705078125,41.6085,4429.68,17.8245,4482.47,335,1675000,335
-4347.0654296875,42.1887,4437.04,18.476,4489.78,336,1680000,336
-4321.47802734375,41.7131,4285.91,18.0973,4497.75,337,1685000,337
-4335.53564453125,41.8703,4337.29,18.1207,4513.59,338,1690000,338
-4473.2685546875,42.2862,4450.35,18.8259,4517.3,339,1695000,339
-4390.68603515625,42.3189,4456.49,18.2179,4526.5,340,1700000,340
-4348.99609375,41.6627,4453.07,18.4843,4500.33,341,1705000,341
-4387.61083984375,41.9161,4475.64,18.5364,4555.23,342,1710000,342
-4465.693359375,42.0373,4440.57,18.1284,4494.98,343,1715000,343
-4461.953125,42.3089,4410.93,17.059,4574.99,344,1720000,344
-4491.73681640625,42.2572,4447.75,18.7962,4472.88,345,1725000,345
-4557.97314453125,42.1426,4446.46,18.567,4504.4,346,1730000,346
-4503.09619140625,41.7382,4442.26,18.2527,4498.9,347,1735000,347
-4565.9130859375,41.2676,4410.97,17.9152,4543.99,348,1740000,348
-4625.16552734375,42.0858,4411.6,19.0637,4540.71,349,1745000,349
-4563.02734375,41.7315,4478.62,17.192,4575.55,350,1750000,350
-4662.39990234375,41.9091,4417.44,18.4313,4500.65,351,1755000,351
-4582.78173828125,41.38,4487.51,17.4461,4568.82,352,1760000,352
-4651.546875,42.1915,4472.5,19.1507,4523.56,353,1765000,353
-4707.69970703125,41.57,4424.39,18.3829,4542.8,354,1770000,354
-4708.90771484375,42.2361,4459.77,18.7713,4521.9,355,1775000,355
-4647.6904296875,41.9286,4490.74,18.0296,4529.2,356,1780000,356
-4721.2822265625,41.667,4496.11,18.4204,4554.31,357,1785000,357
-4775.86865234375,41.5969,4477.53,17.7924,4536.2,358,1790000,358
-4795.50537109375,41.8057,4484.12,18.6015,4524.56,359,1795000,359
-4822.50634765625,41.5952,4490.17,17.9772,4555.2,360,1800000,360
-4896.14013671875,41.6897,4459.45,18.7598,4495.01,361,1805000,361
-4875.2841796875,41.8921,4489.79,18.4024,4539.43,362,1810000,362
-4937.65869140625,41.772,4482.32,18.5638,4549.02,363,1815000,363
-4971.1201171875,42.3037,4506.87,18.7089,4608.91,364,1820000,364
-4972.43115234375,42.8313,4323.5,19.083,4511.82,365,1825000,365
-4968.2841796875,42.2015,4480.59,17.8313,4541.65,366,1830000,366
-5104.00244140625,42.7905,4238.67,19.5505,4486.68,367,1835000,367
-5061.1162109375,41.8595,4391.04,18.3208,4575.36,368,1840000,368
-4975.9638671875,41.8863,4544.02,18.1308,4589.13,369,1845000,369
-5014.57568359375,41.9674,4499.73,18.1795,4559.63,370,1850000,370
-5095.123046875,42.6154,4502.62,19.5701,4591.18,371,1855000,371
-5019.3134765625,41.7802,4376.58,18.0338,4564.52,372,1860000,372
-5096.29833984375,42.101,4480.06,19.2607,4584.61,373,1865000,373
-5190.1142578125,41.7431,4492.43,18.7708,4520.53,374,1870000,374
-5078.8515625,42.0463,4470.12,18.6104,4569.82,375,1875000,375
-5236.9482421875,42.1211,4410.2,18.4768,4520.8,376,1880000,376
-5206.73486328125,42.0918,4501.28,19.0975,4541.42,377,1885000,377
-5018.35546875,41.592,4469.56,17.3545,4590.52,378,1890000,378
-5224.4736328125,41.7816,4439.12,18.6086,4552.09,379,1895000,379
-5267.72216796875,41.6689,4512.83,18.0385,4590.58,380,1900000,380
-5342.93896484375,41.8716,4471.62,18.6986,4514.96,381,1905000,381
-5295.2666015625,41.6206,4542.07,18.2465,4627.88,382,1910000,382
-5303.70849609375,41.6213,4526.35,18.4524,4590.41,383,1915000,383
