Real Sto Return,Running Reverse KL,Running Update Time,Running Forward KL,Reward Loss,Real Det Return,Itration,Running Env Steps
1873.57,14.9287,151,156.577,-31447.15625,2242.72,151,755000
1895.95,14.9196,152,156.6451,-31759.732421875,2249.48,152,760000
1901.77,15.0718,153,156.51,-31871.486328125,2248.85,153,765000
1858.75,14.8908,154,156.6978,-32097.138671875,2212.99,154,770000
1909.67,15.2534,155,156.5371,-32349.9296875,2258.35,155,775000
1895.53,15.1596,156,156.5739,-32728.349609375,2276.92,156,780000
1901.76,15.5282,157,156.8605,-33152.62890625,2262.57,157,785000
1913.91,15.444,158,156.7297,-32962.046875,2250.78,158,790000
1877.83,15.057,159,156.7074,-33244.79296875,2233.83,159,795000
1948.85,15.3237,160,156.6747,-33753.14453125,2321.37,160,800000
1898.31,15.2006,161,156.6066,-33704.73046875,2259.9,161,805000
1905.31,15.4616,162,156.5153,-33764.3203125,2252.82,162,810000
1894.0,15.1138,163,156.6262,-34244.046875,2253.1,163,815000
1913.78,15.6003,164,156.5738,-34550.87890625,2291.12,164,820000
1921.76,15.0732,165,156.6346,-34795.5234375,2259.9,165,825000
1908.05,15.1722,166,156.6826,-35034.19921875,2300.54,166,830000
1887.76,15.0981,167,156.6963,-35137.5703125,2279.19,167,835000
1885.53,15.0437,168,156.5963,-35499.65234375,2257.93,168,840000
1888.65,15.0723,169,156.6067,-35679.140625,2267.77,169,845000
1933.0,15.2988,170,156.7134,-35987.2734375,2262.93,170,850000
1946.56,15.4463,171,156.4997,-36080.76953125,2294.76,171,855000
1916.04,15.2876,172,156.9122,-36513.41015625,2290.37,172,860000
1925.52,15.414,173,156.6133,-36373.30859375,2271.96,173,865000
1877.66,15.0431,174,156.5008,-36589.4296875,2243.53,174,870000
1888.14,15.1168,175,156.6451,-36974.16015625,2294.92,175,875000
1911.22,15.3111,176,156.6374,-37406.0,2259.77,176,880000
1908.06,15.1997,177,156.6148,-37143.8984375,2239.74,177,885000
1918.23,15.1491,178,156.5089,-37516.87890625,2298.85,178,890000
1934.65,15.1196,179,156.6767,-37496.40234375,2289.77,179,895000
1890.46,15.1748,180,156.6864,-37756.30078125,2279.48,180,900000
1921.46,15.0672,181,156.7301,-37907.76171875,2249.87,181,905000
1949.24,14.9604,182,156.6972,-37987.5078125,2300.17,182,910000
1920.64,15.3176,183,156.711,-38235.125,2251.97,183,915000
1951.13,15.2584,184,156.5702,-38187.16796875,2273.63,184,920000
1931.92,15.0945,185,156.5997,-38493.41015625,2250.55,185,925000
1917.71,15.0313,186,156.603,-38659.765625,2300.34,186,930000
1903.01,15.2754,187,156.7539,-38793.5625,2287.72,187,935000
1910.31,15.1644,188,156.6253,-38887.42578125,2266.98,188,940000
1918.94,15.1191,189,156.7686,-39244.67578125,2296.54,189,945000
1929.64,15.282,190,156.6643,-39456.59375,2284.95,190,950000
1923.58,15.033,191,156.698,-39338.38671875,2289.6,191,955000
1938.12,15.2876,192,156.5729,-39741.15234375,2297.25,192,960000
1948.02,15.3088,193,156.5637,-39555.8515625,2334.38,193,965000
1917.02,14.8996,194,156.5825,-39706.82421875,2242.82,194,970000
1945.07,15.3398,195,156.4996,-39757.56640625,2307.03,195,975000
1898.93,14.9235,196,156.6038,-40135.49609375,2255.05,196,980000
1942.36,15.3868,197,156.5209,-40206.05078125,2301.36,197,985000
1903.1,15.1259,198,156.6828,-40428.87109375,2258.2,198,990000
1901.04,15.0685,199,156.6972,-40463.13671875,2222.1,199,995000
1925.68,15.1049,200,156.6128,-40459.8203125,2250.74,200,1000000
1892.68,15.0589,201,156.5485,-40547.86328125,2221.74,201,1005000
1920.27,15.1757,202,156.559,-40682.52734375,2246.88,202,1010000
1897.06,15.0333,203,156.6078,-40735.23046875,2242.25,203,1015000
1915.31,15.1285,204,156.5973,-41045.16796875,2228.04,204,1020000
1904.87,14.9876,205,156.56,-41220.37109375,2225.6,205,1025000
1908.01,14.9806,206,156.6653,-41229.98046875,2201.05,206,1030000
1919.01,14.9123,207,156.5353,-41392.08984375,2250.0,207,1035000
1931.02,15.0434,208,156.548,-41625.30078125,2261.19,208,1040000
1913.82,14.8949,209,156.6116,-41476.1875,2246.44,209,1045000
1895.41,14.9268,210,156.5528,-41771.3203125,2259.64,210,1050000
1875.96,14.78,211,156.5943,-41813.36328125,2227.23,211,1055000
1927.23,15.0717,212,156.5604,-42077.19921875,2255.36,212,1060000
1884.75,14.8119,213,156.6633,-42262.79296875,2232.16,213,1065000
1893.23,14.8435,214,156.4695,-42205.453125,2239.81,214,1070000
1908.86,14.9434,215,156.5671,-42401.54296875,2256.3,215,1075000
1900.17,14.8815,216,156.7167,-42694.0234375,2249.01,216,1080000
1904.06,14.8582,217,156.6321,-42923.00390625,2247.34,217,1085000
1898.77,14.9108,218,156.5589,-42895.26953125,2238.83,218,1090000
1891.48,14.7979,219,156.6385,-42989.859375,2237.41,219,1095000
1898.21,14.7734,220,156.621,-43111.9140625,2231.56,220,1100000
1909.77,14.8984,221,156.4732,-43289.8671875,2252.4,221,1105000
1915.22,14.9102,222,156.3925,-43468.05859375,2250.18,222,1110000
1922.83,14.9991,223,156.5295,-43590.00390625,2245.11,223,1115000
1898.54,14.695,224,156.5517,-43647.89453125,2261.72,224,1120000
1876.76,14.7416,225,156.4487,-43877.046875,2217.96,225,1125000
1892.04,14.8792,226,156.5446,-43862.40234375,2233.07,226,1130000
1890.87,14.8573,227,156.5136,-43997.11328125,2228.08,227,1135000
1918.07,15.0015,228,156.5843,-44272.18359375,2232.17,228,1140000
1925.95,14.9552,229,156.5822,-44511.140625,2275.83,229,1145000
1910.75,15.0753,230,156.4436,-44464.5234375,2252.58,230,1150000
1896.57,14.9805,231,156.5882,-44552.1640625,2221.08,231,1155000
1889.08,14.9271,232,156.5667,-44604.19921875,2214.91,232,1160000
1897.59,14.7996,233,156.543,-44816.69921875,2241.77,233,1165000
1923.42,14.8975,234,156.695,-45044.30859375,2276.7,234,1170000
1912.39,14.8121,235,156.5218,-45144.390625,2265.15,235,1175000
1912.35,14.9833,236,156.5895,-45188.07421875,2244.3,236,1180000
1908.26,14.9925,237,156.5326,-45606.15625,2241.29,237,1185000
1901.45,14.9681,238,156.6106,-45477.41015625,2248.57,238,1190000
1894.37,14.8666,239,156.7449,-45769.65234375,2242.72,239,1195000
1917.8,14.8907,240,156.6014,-45732.52734375,2249.77,240,1200000
1913.91,14.8799,241,156.5304,-45883.0546875,2208.52,241,1205000
1924.72,14.911,242,156.5057,-46000.68359375,2267.87,242,1210000
1947.37,14.9831,243,156.6101,-46061.796875,2275.42,243,1215000
1906.85,14.7743,244,156.4797,-46322.85546875,2252.86,244,1220000
1912.91,14.7858,245,156.6668,-46375.59765625,2236.44,245,1225000
1925.65,14.9901,246,156.5362,-46541.109375,2265.84,246,1230000
1939.78,15.0081,247,156.3743,-46640.85546875,2277.32,247,1235000
1921.15,14.9698,248,156.5484,-46831.0703125,2257.5,248,1240000
1925.49,14.9995,249,156.5825,-46892.625,2259.81,249,1245000
1916.19,14.9272,250,156.5447,-47144.3203125,2278.77,250,1250000
1919.88,15.0404,251,156.632,-47097.09765625,2248.65,251,1255000
1920.14,15.1702,252,156.6549,-47326.06640625,2280.13,252,1260000
1929.78,15.047,253,156.469,-47261.89453125,2259.38,253,1265000
1917.48,14.8926,254,156.5443,-47331.29296875,2281.43,254,1270000
1942.23,14.9135,255,156.5211,-47647.54296875,2284.31,255,1275000
1933.51,15.0645,256,156.4739,-47695.21875,2305.97,256,1280000
1954.07,15.0137,257,156.5114,-47754.6328125,2294.06,257,1285000
1961.54,14.9281,258,156.6018,-48073.859375,2298.06,258,1290000
1937.4,14.951,259,156.7294,-47959.69140625,2272.79,259,1295000
1933.45,14.9196,260,156.6143,-48207.96484375,2279.73,260,1300000
1935.06,15.1001,261,156.5341,-48191.46875,2262.31,261,1305000
1903.93,14.9542,262,156.5128,-48266.296875,2238.67,262,1310000
1916.37,14.928,263,156.5798,-48523.421875,2245.31,263,1315000
1934.5,14.9057,264,156.6279,-48508.203125,2258.04,264,1320000
1937.5,14.9039,265,156.5898,-48725.0390625,2247.28,265,1325000
1963.69,15.1018,266,156.5694,-48859.4296875,2283.75,266,1330000
1953.18,15.1286,267,156.5858,-48984.56640625,2305.61,267,1335000
1954.11,14.9562,268,156.5119,-49138.32421875,2304.32,268,1340000
1960.17,15.1833,269,156.572,-49334.1015625,2291.51,269,1345000
1957.76,15.1029,270,156.4952,-49523.65234375,2291.21,270,1350000
1826.87,15.0604,271,156.5729,-49549.5078125,2287.53,271,1355000
1930.67,15.0904,272,156.4746,-49697.0,2271.39,272,1360000
1945.91,15.0676,273,156.526,-49780.02734375,2296.79,273,1365000
1941.91,15.1409,274,156.4926,-50082.3125,2303.57,274,1370000
1951.64,15.0823,275,156.6133,-50021.1484375,2286.08,275,1375000
1952.15,15.1421,276,156.4208,-50067.52734375,2301.44,276,1380000
1919.28,15.1543,277,156.6104,-50312.7734375,2282.45,277,1385000
1957.23,14.9434,278,156.4811,-50460.55859375,2294.01,278,1390000
1955.66,15.0413,279,156.6093,-50557.96484375,2307.2,279,1395000
1943.44,15.0871,280,156.5386,-50624.1796875,2290.67,280,1400000
1938.76,15.1706,281,156.5349,-50863.75390625,2295.09,281,1405000
1945.75,15.0011,282,156.536,-51031.953125,2290.06,282,1410000
1951.69,15.0393,283,156.6349,-51169.37109375,2289.51,283,1415000
1929.0,15.1221,284,156.6673,-51301.18359375,2294.51,284,1420000
1948.29,15.0616,285,156.5446,-51211.69140625,2313.21,285,1425000
1954.34,15.2366,286,156.5181,-51434.65625,2318.95,286,1430000
1950.3,15.1824,287,156.632,-51564.57421875,2330.57,287,1435000
1972.14,15.3779,288,156.6212,-51861.66015625,2317.62,288,1440000
1916.94,15.0233,289,156.4248,-51884.546875,2306.55,289,1445000
1955.65,15.2917,290,156.5564,-51856.375,2298.71,290,1450000
1907.55,15.0198,291,156.5953,-52013.2421875,2284.55,291,1455000
1966.39,15.0847,292,156.6012,-52146.23828125,2303.48,292,1460000
1933.49,15.1343,293,156.678,-52043.79296875,2292.46,293,1465000
1957.97,15.1299,294,156.606,-52418.34375,2316.03,294,1470000
1945.24,14.8576,295,156.5666,-52533.63671875,2316.34,295,1475000
1934.92,15.0207,296,156.4538,-52804.109375,2292.51,296,1480000
1953.19,15.1394,297,156.4601,-52875.36328125,2312.58,297,1485000
1961.56,15.2804,298,156.595,-52909.76953125,2285.41,298,1490000
1937.0,15.2619,299,156.4052,-53122.2265625,2309.01,299,1495000
1949.22,15.2124,300,156.5469,-53165.92578125,2292.34,300,1500000
1962.45,15.2572,301,156.5926,-53387.328125,2334.67,301,1505000
1954.5,15.2058,302,156.5791,-53319.40234375,2323.97,302,1510000
1958.4,15.2712,303,156.4682,-53348.91015625,2295.98,303,1515000
1952.38,15.33,304,156.6116,-53598.11328125,2303.85,304,1520000
1970.47,15.1829,305,156.4945,-53773.9765625,2185.17,305,1525000
1954.01,15.0949,306,156.503,-53770.8828125,2305.4,306,1530000
1957.48,15.1799,307,156.4982,-53867.71484375,2309.61,307,1535000
1968.78,15.0678,308,156.4912,-54208.74609375,2323.25,308,1540000
1969.54,15.338,309,156.4663,-54336.05078125,2320.44,309,1545000
1947.83,15.0439,310,156.5152,-54162.9609375,2318.71,310,1550000
1903.14,15.1074,311,156.5474,-54421.890625,2303.14,311,1555000
1939.71,15.0865,312,156.5577,-54465.48828125,2311.66,312,1560000
1607.33,15.3186,313,156.6747,-54645.51171875,1969.54,313,1565000
1574.79,14.9655,314,156.5023,-55092.36328125,1819.58,314,1570000
1528.08,14.7013,315,156.4483,-55210.90625,1944.85,315,1575000
1554.6,14.8005,316,156.5815,-55244.2421875,1955.92,316,1580000
1600.23,14.6844,317,156.5471,-55521.7109375,1996.57,317,1585000
1581.35,14.8547,318,156.6209,-55250.59375,2035.1,318,1590000
1722.36,14.9951,319,156.6374,-55444.2109375,2146.09,319,1595000
1774.69,15.0032,320,156.547,-55542.96875,2200.12,320,1600000
1767.83,15.1611,321,156.7382,-56040.8984375,2218.65,321,1605000
1787.82,15.0243,322,156.5041,-55731.64453125,2215.51,322,1610000
1814.05,14.9707,323,156.5866,-55847.24609375,2229.02,323,1615000
1811.74,15.1026,324,156.5903,-56447.8984375,2241.32,324,1620000
1810.71,14.8889,325,156.469,-56339.3515625,2243.04,325,1625000
1844.02,15.232,326,156.6303,-56334.0,2245.39,326,1630000
1815.06,15.107,327,156.5325,-56591.83984375,2236.68,327,1635000
1849.42,15.1599,328,156.7014,-56475.18359375,2253.12,328,1640000
1855.7,15.0763,329,156.7027,-56723.796875,2278.36,329,1645000
1856.26,15.0595,330,156.7421,-56876.20703125,2273.37,330,1650000
1853.1,15.1129,331,156.6651,-57504.40625,2296.15,331,1655000
1810.62,15.165,332,156.6499,-56600.96484375,2243.05,332,1660000
1799.19,15.1361,333,156.7372,-57387.01171875,2206.26,333,1665000
1778.54,14.962,334,156.5279,-57750.30859375,2219.9,334,1670000
1869.66,15.4337,335,156.6456,-57719.62890625,2254.52,335,1675000
1869.25,15.2482,336,156.6797,-58109.05859375,2246.7,336,1680000
1870.91,15.3164,337,156.5269,-57824.62109375,2241.95,337,1685000
1824.88,15.0737,338,156.5884,-58109.34765625,2269.42,338,1690000
1826.04,15.2647,339,156.3331,-58383.0234375,2271.35,339,1695000
1829.79,15.0809,340,156.7331,-58760.21875,2230.36,340,1700000
1833.43,15.1783,341,156.7011,-58899.9375,2251.11,341,1705000
1821.19,15.2067,342,156.7096,-58446.01171875,2206.6,342,1710000
1850.83,15.0902,343,156.5549,-58934.18359375,2269.12,343,1715000
1807.78,14.9657,344,156.5302,-58833.421875,2247.76,344,1720000
1834.81,15.2258,345,156.6497,-58866.42578125,2258.16,345,1725000
1841.87,15.007,346,156.4706,-59358.71484375,2253.75,346,1730000
1838.03,15.0614,347,156.7028,-59183.796875,2251.35,347,1735000
1827.69,15.1115,348,156.5965,-59592.9765625,2231.74,348,1740000
1839.54,15.0448,349,156.6602,-59420.859375,2249.4,349,1745000
1873.54,15.0683,350,156.4187,-59723.4375,2248.67,350,1750000
1821.89,15.047,351,156.6907,-59737.875,2206.42,351,1755000
1837.76,15.0697,352,156.6477,-59828.90625,2262.74,352,1760000
1850.84,15.0508,353,156.5741,-60334.12109375,2225.37,353,1765000
1843.01,15.0659,354,156.5939,-60178.7109375,2244.14,354,1770000
1869.43,14.96,355,156.537,-59842.48046875,2259.86,355,1775000
1858.47,15.006,356,156.5901,-60033.76953125,2217.54,356,1780000
1861.13,15.1735,357,156.5324,-60908.27734375,2252.92,357,1785000
1872.5,15.1386,358,156.5452,-60561.9140625,2286.39,358,1790000
1894.69,15.1313,359,156.609,-61060.11328125,2283.76,359,1795000
1837.21,15.1557,360,156.7715,-61144.87890625,2256.1,360,1800000
1871.26,14.9536,361,156.6537,-61077.15625,2226.39,361,1805000
1871.54,15.0595,362,156.5866,-61059.859375,2266.72,362,1810000
1872.8,15.1085,363,156.6609,-61306.171875,2245.97,363,1815000
1882.32,15.2279,364,156.5605,-61710.671875,2249.73,364,1820000
1906.61,15.1438,365,156.6581,-61912.65625,2284.93,365,1825000
1845.18,15.0658,366,156.5891,-62316.890625,2244.16,366,1830000
1882.47,15.0066,367,156.5222,-61991.3125,2252.84,367,1835000
1860.99,15.0121,368,156.5775,-61877.1171875,2268.22,368,1840000
1873.73,15.1331,369,156.5026,-62495.56640625,2251.01,369,1845000
1823.02,15.2575,370,156.5419,-62215.37109375,2090.66,370,1850000
1625.49,14.6365,371,156.7359,-60812.703125,390.96,371,1855000
382.6,13.1697,372,157.02,-54820.9609375,229.01,372,1860000
1700.4,15.4093,373,156.7124,-61844.45703125,1556.86,373,1865000
1910.97,15.6304,374,156.5973,-62714.2734375,2202.05,374,1870000
1915.1,15.4556,375,156.3657,-62911.55078125,2234.06,375,1875000
1911.58,15.2803,376,156.5926,-62772.47265625,2252.43,376,1880000
1415.39,14.14,377,156.5892,-60568.55859375,613.13,377,1885000
1917.69,15.6001,378,156.6255,-63125.87109375,2211.82,378,1890000
1891.01,15.178,379,156.651,-63064.96484375,2197.22,379,1895000
911.35,14.9183,380,156.9973,-58883.87109375,270.93,380,1900000
1964.36,15.6119,381,156.6671,-63998.24609375,2275.47,381,1905000
1850.48,15.4252,382,156.5505,-63588.13671875,2227.75,382,1910000
1869.47,15.4012,383,156.74,-63506.515625,2197.04,383,1915000
1916.94,15.337,384,156.6594,-63657.99609375,2259.19,384,1920000
1793.85,15.4281,385,156.4942,-64334.8203125,2247.54,385,1925000
1876.15,15.2522,386,156.5672,-64499.79296875,2189.26,386,1930000
1886.64,15.6312,387,156.8926,-64651.15625,2242.65,387,1935000
1560.85,15.3573,388,156.5984,-63440.125,2080.73,388,1940000
1897.21,15.3061,389,156.607,-64099.03515625,2242.61,389,1945000
1931.37,15.4231,390,156.8879,-64942.80859375,2285.73,390,1950000
1911.31,15.173,391,156.5422,-64812.8125,2248.6,391,1955000
1899.92,15.3348,392,156.6693,-65362.65625,2266.02,392,1960000
1546.48,19.4487,393,156.6949,-61398.890625,1990.61,393,1965000
1284.77,15.443,394,156.6466,-64526.52734375,-42.11,394,1970000
