Running Forward KL,Real Sto Return,Reward Loss,Real Det Return,Itration,Running Update Time,Running Env Steps,Running Reverse KL
298.0709,4862.94,-22473.46875,5104.38,80,80,400000,105.9089
288.568,4223.47,-21323.80859375,4139.67,81,81,405000,97.2552
294.8033,4722.17,-22039.34765625,5216.95,82,82,410000,95.9547
293.1956,4382.65,-22191.470703125,5171.02,83,83,415000,104.1929
291.3345,4146.09,-21153.166015625,5142.16,84,84,420000,85.3638
283.9067,3962.18,-21445.73046875,4846.72,85,85,425000,82.1255
292.6419,3678.84,-22993.302734375,5113.3,86,86,430000,125.9256
295.9249,3306.68,-25676.359375,4339.02,87,87,435000,106.0183
283.3383,3970.87,-23423.3125,5227.91,88,88,440000,89.4367
298.166,3221.78,-27696.91796875,4550.84,89,89,445000,94.7262
286.8558,3836.83,-24385.8203125,4343.52,90,90,450000,116.6811
288.5385,4487.61,-24352.85546875,5115.56,91,91,455000,109.9171
294.324,3004.06,-27200.060546875,3860.24,92,92,460000,129.7585
298.3684,3909.19,-28589.6171875,5237.68,93,93,465000,154.425
286.3929,4444.39,-26492.23828125,5274.25,94,94,470000,85.2943
282.5646,4263.21,-25931.345703125,5295.06,95,95,475000,78.0366
294.824,4922.58,-27392.482421875,5427.45,96,96,480000,140.9467
287.5637,4686.69,-26697.15625,5138.34,97,97,485000,81.5381
282.2735,4176.65,-26599.46484375,4269.29,98,98,490000,73.6467
313.5767,4230.31,-33764.9453125,3092.61,99,99,495000,202.3834
283.3557,5075.0,-28601.263671875,3677.31,100,100,500000,121.096
294.069,3770.61,-33346.44140625,4474.86,101,101,505000,129.1467
279.633,4980.96,-26701.701171875,5260.19,102,102,510000,79.6316
284.1287,4096.07,-28228.853515625,5125.77,103,103,515000,87.1715
312.0704,3794.22,-34360.41015625,4034.75,104,104,520000,162.8078
296.9524,4183.62,-30925.74609375,3047.71,105,105,525000,139.8031
293.026,4525.09,-30686.5234375,4104.9,106,106,530000,107.2212
285.9715,4613.82,-30179.06640625,5150.17,107,107,535000,86.5506
285.3414,4395.56,-31176.681640625,4777.01,108,108,540000,91.5433
279.4606,4182.14,-29150.337890625,2867.88,109,109,545000,66.1082
284.2962,4650.02,-34744.625,3491.51,110,110,550000,94.9991
281.8214,3462.02,-32500.65234375,4224.21,111,111,555000,93.1332
287.6298,3841.53,-33814.33984375,2933.84,112,112,560000,107.3675
290.88,4453.95,-33671.33984375,5292.02,113,113,565000,89.5761
293.1283,4151.93,-36160.78125,4338.69,114,114,570000,130.8108
299.716,3963.85,-37212.3359375,5251.91,115,115,575000,152.321
281.2064,4552.25,-30919.078125,5203.57,116,116,580000,68.1742
274.7207,4763.88,-32042.861328125,5389.51,117,117,585000,65.8192
288.8409,4205.34,-38425.7265625,5367.09,118,118,590000,131.5125
277.0902,4206.25,-34269.69140625,4833.44,119,119,595000,64.7705
280.5802,4777.45,-34700.76171875,5373.41,120,120,600000,88.3553
279.6263,4220.6,-39287.66796875,5110.86,121,121,605000,77.4803
274.6612,5175.36,-33674.546875,4795.89,122,122,610000,69.4808
274.422,5135.36,-36040.4609375,5340.45,123,123,615000,81.9523
277.9328,4722.75,-37525.97265625,5283.05,124,124,620000,81.2063
278.7433,4324.82,-40763.1875,5122.22,125,125,625000,90.1816
281.412,4887.4,-41917.6875,4646.41,126,126,630000,83.6949
274.3883,5238.76,-35514.3671875,4274.89,127,127,635000,65.8783
281.5989,4805.16,-41543.0078125,3800.49,128,128,640000,76.4627
280.6761,5119.01,-40963.18359375,5152.44,129,129,645000,86.1584
291.4482,3998.37,-49681.9453125,4761.6,130,130,650000,134.5568
274.092,4965.23,-40316.5546875,5318.93,131,131,655000,68.9156
281.9605,4381.66,-41403.31640625,5273.09,132,132,660000,79.8747
279.2708,4035.25,-41143.53125,5259.71,133,133,665000,84.0265
272.7426,5113.34,-40706.12890625,5301.58,134,134,670000,70.8554
271.4871,5080.72,-42721.515625,5210.36,135,135,675000,74.1941
272.4552,4967.82,-44499.4140625,5247.3,136,136,680000,71.5348
268.4903,5247.01,-40985.953125,5245.0,137,137,685000,66.3128
277.754,5184.73,-43422.140625,4944.54,138,138,690000,64.823
273.08,5143.6,-44362.30078125,5206.55,139,139,695000,65.6371
277.4701,5195.24,-41021.23828125,5459.25,140,140,700000,68.0624
280.3632,5253.07,-43872.765625,5225.13,141,141,705000,81.1057
267.59,5154.2,-44649.17578125,5211.6,142,142,710000,60.1696
279.0092,5258.58,-46388.02734375,5029.47,143,143,715000,72.696
267.2069,5205.95,-45071.09765625,5179.85,144,144,720000,66.157
277.0724,4899.71,-49442.58984375,5223.93,145,145,725000,81.054
274.4647,4677.92,-48128.328125,4892.14,146,146,730000,73.4027
274.2911,5080.81,-48938.0703125,5171.26,147,147,735000,71.4038
266.8468,4567.07,-46699.47265625,5163.32,148,148,740000,54.6343
276.4112,5228.65,-47919.82421875,5043.73,149,149,745000,68.1731
276.7997,5277.05,-46794.125,5234.91,150,150,750000,65.174
271.6053,5024.77,-50197.546875,5238.97,151,151,755000,61.8444
267.4696,5231.14,-50040.578125,5141.0,152,152,760000,63.4198
273.9095,5146.14,-48169.13671875,5171.57,153,153,765000,64.185
275.3179,4736.22,-51814.234375,4946.94,154,154,770000,88.3151
271.0313,4816.46,-53436.91015625,5140.9,155,155,775000,64.7808
272.0628,5206.25,-54334.484375,5299.97,156,156,780000,75.5563
277.809,4739.91,-56274.57421875,5121.96,157,157,785000,83.9101
275.3723,4969.31,-51501.47265625,5186.67,158,158,790000,63.7089
268.3835,4983.26,-53973.34765625,4977.96,159,159,795000,64.2635
264.7611,4278.14,-55038.76171875,5197.85,160,160,800000,65.2996
266.6291,5231.14,-53414.66796875,3657.43,161,161,805000,62.2706
269.3723,5339.94,-53363.71484375,5339.05,162,162,810000,70.57
264.5869,5092.79,-51935.40234375,3112.67,163,163,815000,64.7909
264.2242,5211.61,-52536.515625,4498.44,164,164,820000,52.9019
262.293,5184.2,-51027.0078125,5328.27,165,165,825000,66.9209
265.099,5262.69,-54749.140625,5220.08,166,166,830000,63.9593
268.0582,5345.74,-53954.90234375,5318.18,167,167,835000,65.4865
259.9047,4981.23,-53929.421875,5314.23,168,168,840000,53.0152
268.9118,5038.31,-53968.453125,5289.57,169,169,845000,62.1352
273.389,5250.8,-60723.37890625,5270.92,170,170,850000,73.3966
263.756,5135.07,-57836.41015625,5303.34,171,171,855000,60.0254
258.1385,5078.31,-53622.9296875,5378.52,172,172,860000,53.6728
262.5582,5315.66,-51591.27734375,5423.37,173,173,865000,54.2015
267.8612,4937.56,-57730.54296875,5325.48,174,174,870000,68.1456
260.6144,4963.91,-60056.6953125,5233.06,175,175,875000,63.8829
262.537,5234.04,-57694.1015625,5269.01,176,176,880000,60.9655
264.8731,5196.82,-62128.93359375,5323.76,177,177,885000,65.5878
266.4677,5229.07,-58157.5078125,5404.92,178,178,890000,58.3634
263.7519,5317.78,-57244.125,5223.17,179,179,895000,60.4995
264.757,4938.15,-61937.0,5271.64,180,180,900000,66.9365
261.9259,4723.24,-59818.328125,5330.13,181,181,905000,54.5556
268.1102,5271.05,-61564.375,5442.93,182,182,910000,68.3925
267.8771,4448.27,-64763.57421875,5315.47,183,183,915000,79.8818
258.0615,5063.34,-58401.53125,5397.04,184,184,920000,56.9546
261.3751,5194.27,-56381.46875,5440.98,185,185,925000,53.7638
262.468,5184.6,-59526.51953125,5126.29,186,186,930000,52.6825
260.1807,5022.06,-63865.18359375,5314.4,187,187,935000,59.0734
265.5461,5068.24,-61172.44140625,4662.31,188,188,940000,58.2382
264.8725,4969.94,-64245.2421875,5322.11,189,189,945000,61.0066
260.0371,5175.87,-64305.265625,5284.51,190,190,950000,61.0994
263.8469,5246.45,-63359.99609375,5336.34,191,191,955000,57.6888
261.6573,5165.97,-63734.22265625,5237.85,192,192,960000,55.9568
266.9633,5255.43,-62949.53125,5316.31,193,193,965000,66.6983
258.8327,5249.52,-62626.7109375,5357.41,194,194,970000,57.5925
261.1623,4730.78,-66159.7421875,5305.11,195,195,975000,57.953
259.1756,4960.63,-66676.2734375,5222.52,196,196,980000,59.563
265.0556,5227.89,-66515.578125,5290.98,197,197,985000,62.2364
267.8584,5280.53,-63496.015625,5350.44,198,198,990000,69.3921
259.214,5240.17,-65200.421875,5335.33,199,199,995000,57.5514
264.9319,5080.04,-65626.0859375,5321.53,200,200,1000000,61.1789
266.6156,5152.31,-64111.43359375,5352.15,201,201,1005000,54.2984
265.0873,5274.55,-65031.87890625,5383.52,202,202,1010000,57.2006
260.4156,5025.55,-65098.984375,5372.05,203,203,1015000,55.1343
265.5286,4928.21,-65122.03125,5381.36,204,204,1020000,62.3481
266.424,5294.97,-64672.859375,5382.17,205,205,1025000,60.7487
263.9344,5177.95,-65828.609375,5383.08,206,206,1030000,57.3467
262.2004,5235.67,-66301.78125,5405.3,207,207,1035000,60.2538
259.5631,5241.21,-65152.47265625,5405.62,208,208,1040000,53.8628
263.903,4915.75,-66740.7890625,5391.43,209,209,1045000,63.9211
261.8223,4970.14,-66133.640625,5391.91,210,210,1050000,61.6493
266.7251,4916.47,-68432.921875,5402.9,211,211,1055000,62.4017
266.3028,5143.93,-68213.9375,5359.45,212,212,1060000,66.7179
268.5425,5135.89,-70742.8125,5385.3,213,213,1065000,63.123
261.8604,4983.11,-70465.3125,5369.68,214,214,1070000,56.6633
264.2721,5195.77,-68435.96875,5335.97,215,215,1075000,55.14
260.8054,4911.81,-69839.7734375,4900.01,216,216,1080000,53.5804
259.2575,5194.24,-70541.3671875,5361.95,217,217,1085000,54.4785
263.1906,5124.02,-71321.296875,5266.58,218,218,1090000,51.8329
256.6834,5105.22,-70709.921875,3846.93,219,219,1095000,52.1013
267.7528,5127.01,-72730.6875,5364.3,220,220,1100000,71.6874
265.6419,4978.44,-72072.03125,5426.87,221,221,1105000,55.4968
264.8256,4614.9,-69746.34375,4926.7,222,222,1110000,71.009
255.3389,4745.77,-70441.8125,4922.47,223,223,1115000,52.0358
260.3137,4249.74,-71178.375,5396.36,224,224,1120000,62.6035
263.239,5006.99,-74340.9140625,5150.99,225,225,1125000,63.026
276.0925,4245.68,-70084.4453125,5372.49,226,226,1130000,101.7805
276.8588,3127.83,-71976.7734375,3970.93,227,227,1135000,99.8247
266.7789,3969.8,-74685.6875,1846.62,228,228,1140000,94.6454
265.8955,4894.2,-69923.453125,5228.42,229,229,1145000,73.9838
283.0272,3081.84,-73671.2578125,4084.7,230,230,1150000,117.2974
256.5453,4085.09,-72445.71875,4772.85,231,231,1155000,50.4136
268.5646,4233.0,-73995.9140625,2407.91,232,232,1160000,76.2611
275.802,2700.66,-75742.34375,1917.14,233,233,1165000,84.1684
265.5184,4423.39,-70307.5703125,3274.84,234,234,1170000,77.8703
263.4226,4575.57,-74992.1875,5078.35,235,235,1175000,57.4503
260.4031,3830.51,-71568.671875,3727.24,236,236,1180000,54.0011
264.8317,4276.8,-71536.734375,4795.18,237,237,1185000,59.8488
259.4809,5256.6,-73276.0390625,5432.34,238,238,1190000,59.1085
263.1272,5019.49,-72997.0390625,5433.87,239,239,1195000,70.3688
261.8878,4584.79,-72841.328125,5237.16,240,240,1200000,61.5675
265.6528,4742.81,-73165.96875,5517.8,241,241,1205000,69.0584
263.4719,4708.32,-73204.953125,5438.45,242,242,1210000,67.9029
262.9102,4361.87,-73082.40625,5483.29,243,243,1215000,67.6927
267.4907,5214.1,-74223.3828125,5230.43,244,244,1220000,88.2212
271.9912,4706.24,-73220.2109375,5483.41,245,245,1225000,72.0509
261.4858,4645.87,-77462.03125,5451.92,246,246,1230000,64.6718
274.1,4434.54,-76433.2109375,5414.47,247,247,1235000,89.7661
264.162,4405.64,-72085.21875,5338.68,248,248,1240000,82.0159
274.2777,4829.66,-71830.984375,5478.03,249,249,1245000,103.1999
256.9333,5250.0,-76328.2890625,5458.98,250,250,1250000,59.9106
269.5416,4634.12,-68776.3515625,5469.98,251,251,1255000,87.2558
258.4839,4817.74,-73892.5390625,5479.8,252,252,1260000,64.1288
261.5654,4741.93,-74957.5390625,5484.85,253,253,1265000,73.4141
269.9887,4190.08,-73643.359375,5534.64,254,254,1270000,85.4127
278.4529,4396.62,-74464.578125,5294.79,255,255,1275000,121.0076
270.7845,4240.6,-77031.5859375,5519.31,256,256,1280000,85.6582
257.1639,4260.79,-77694.2578125,5402.28,257,257,1285000,63.5325
283.2072,4337.89,-71449.4140625,5149.61,258,258,1290000,123.6244
276.8931,4519.33,-72779.7734375,4977.74,259,259,1295000,122.4761
268.1636,4271.43,-78380.703125,4546.61,260,260,1300000,80.7682
266.7719,4943.18,-80009.0703125,3668.56,261,261,1305000,81.8746
277.256,4495.6,-77615.8671875,5033.54,262,262,1310000,99.5214
274.8344,4345.57,-77934.125,5168.61,263,263,1315000,93.0674
271.5903,4846.8,-81813.5078125,4755.8,264,264,1320000,87.53
286.2213,4182.52,-78942.203125,4741.02,265,265,1325000,110.6958
268.7662,4590.53,-82536.5546875,5474.73,266,266,1330000,79.7153
270.605,4477.81,-78497.984375,5173.85,267,267,1335000,96.9035
274.162,4856.76,-83777.3671875,5286.23,268,268,1340000,85.5664
275.4741,4989.71,-84360.0546875,5438.01,269,269,1345000,87.4125
275.1229,4419.2,-81454.296875,4855.94,270,270,1350000,96.6143
271.4382,4809.89,-86690.640625,4555.02,271,271,1355000,79.1345
267.7646,5223.57,-86206.421875,5258.17,272,272,1360000,75.7733
286.7048,4732.92,-84015.0234375,4029.58,273,273,1365000,110.5698
276.6117,4501.86,-87854.1328125,4121.05,274,274,1370000,83.459
294.6863,3630.38,-83237.8125,3319.81,275,275,1375000,116.2923
270.1021,4448.03,-88301.5546875,3879.79,276,276,1380000,79.2531
278.0831,4194.11,-88000.390625,4117.22,277,277,1385000,84.4302
274.8211,5088.09,-89377.7578125,3468.86,278,278,1390000,79.5315
282.6049,3725.36,-87359.9453125,1410.1,279,279,1395000,88.2705
278.6514,4527.93,-87066.71875,3937.01,280,280,1400000,79.6966
275.9274,4994.21,-89124.3671875,2285.55,281,281,1405000,84.3989
282.3893,3714.17,-83114.5859375,1691.39,282,282,1410000,113.2351
294.7092,2730.84,-80326.8828125,1892.69,283,283,1415000,115.663
270.7264,5000.82,-86409.59375,2578.75,284,284,1420000,93.9351
271.0827,4506.31,-81826.796875,4094.25,285,285,1425000,87.0804
287.1345,4343.05,-77483.8984375,4146.75,286,286,1430000,146.987
267.3668,5031.11,-83517.4609375,5412.94,287,287,1435000,70.6267
285.6605,2704.81,-79291.2265625,3405.48,288,288,1440000,124.553
271.7916,4581.05,-82441.015625,3575.37,289,289,1445000,86.0697
304.1283,1150.15,-70259.140625,1715.34,290,290,1450000,171.1839
308.3071,2712.77,-77406.6328125,1784.14,291,291,1455000,186.956
295.6842,1586.67,-71292.3359375,788.56,292,292,1460000,150.9658
296.0462,3309.78,-74374.21875,2780.57,293,293,1465000,155.2695
312.4351,2227.7,-74609.0234375,1324.85,294,294,1470000,190.1599
293.5332,2051.5,-75121.9296875,1607.16,295,295,1475000,132.7848
293.4076,4293.52,-69705.8984375,2587.63,296,296,1480000,115.5777
259.9079,4242.75,-75380.515625,4754.59,297,297,1485000,66.0797
262.6548,3614.21,-72955.8046875,4093.6,298,298,1490000,62.8991
252.315,4247.82,-72541.375,4044.82,299,299,1495000,61.1074
262.4852,3714.12,-71084.9921875,3741.83,300,300,1500000,82.303
246.4865,4523.28,-71308.21875,4560.89,301,301,1505000,49.6298
266.0343,3087.48,-63543.5625,2004.05,302,302,1510000,93.8008
255.3233,3909.82,-65382.44140625,4608.54,303,303,1515000,83.479
240.9501,4735.16,-66514.546875,4752.27,304,304,1520000,60.9446
245.2071,4899.96,-69506.140625,5208.87,305,305,1525000,60.2064
256.5918,4019.5,-68308.71875,4689.11,306,306,1530000,83.6089
270.2083,4335.39,-67149.5703125,4238.3,307,307,1535000,117.7397
262.3515,3813.33,-70009.921875,5055.56,308,308,1540000,77.6597
269.3933,4163.16,-70847.21875,5131.5,309,309,1545000,98.9348
264.6668,4159.75,-76065.5625,4817.62,310,310,1550000,80.9565
261.8225,4813.54,-75575.4140625,4955.64,311,311,1555000,92.3209
260.2509,5095.17,-75023.84375,4636.18,312,312,1560000,91.6588
273.5201,3931.67,-82666.9921875,4668.58,313,313,1565000,92.9656
263.516,4780.62,-80221.4609375,5056.93,314,314,1570000,85.7671
278.1556,4527.04,-79062.171875,4572.81,315,315,1575000,107.8558
283.2091,4899.6,-81099.734375,4514.86,316,316,1580000,111.1331
308.9019,4134.6,-85698.5859375,4220.36,317,317,1585000,137.3268
319.5043,3698.83,-80773.6015625,4770.19,318,318,1590000,134.1335
281.2376,3579.02,-79276.265625,3890.02,319,319,1595000,109.0612
297.0144,4502.54,-83090.828125,4213.63,320,320,1600000,115.226
307.2352,3895.66,-87112.3671875,4786.77,321,321,1605000,127.7316
300.3234,3696.91,-76391.484375,4548.12,322,322,1610000,136.604
293.3187,4100.98,-77681.921875,4659.73,323,323,1615000,123.4942
336.2682,1931.87,-74718.4609375,2796.61,324,324,1620000,168.1327
293.8635,3051.12,-68871.234375,3047.05,325,325,1625000,135.0557
312.5608,2830.01,-77386.328125,3399.94,326,326,1630000,152.511
301.9992,3642.31,-73910.234375,4953.21,327,327,1635000,126.7078
308.9339,2969.27,-79966.609375,4148.04,328,328,1640000,133.0656
346.266,4867.53,-82422.1171875,4381.34,329,329,1645000,154.8975
358.5956,3486.29,-83983.125,4182.5,330,330,1650000,160.9728
349.88,3713.92,-77851.2421875,3886.63,331,331,1655000,161.9246
357.5517,2735.34,-75065.1171875,2571.58,332,332,1660000,164.1428
350.9982,2581.16,-79134.1796875,3243.78,333,333,1665000,142.4535
354.2951,3420.23,-79872.078125,4609.57,334,334,1670000,161.7252
318.3479,3992.12,-86524.421875,4640.59,335,335,1675000,121.9591
293.8824,5216.76,-83858.2109375,5176.52,336,336,1680000,119.9245
302.1107,5000.35,-85689.0546875,5275.83,337,337,1685000,146.9954
293.2892,4921.01,-86343.1328125,5121.01,338,338,1690000,141.7787
315.012,2569.21,-76135.0234375,3328.78,339,339,1695000,163.8859
310.7017,4605.18,-81050.234375,4278.18,340,340,1700000,147.5028
305.9975,4705.44,-82798.6484375,4168.31,341,341,1705000,137.2685
334.728,3183.48,-84121.4140625,3806.25,342,342,1710000,180.5404
337.483,5257.22,-88724.921875,5162.74,343,343,1715000,204.3066
306.4287,5341.36,-91322.671875,5238.3,344,344,1720000,172.7003
307.9372,4294.57,-83602.953125,4594.85,345,345,1725000,150.7161
292.1434,5065.36,-87852.53125,5116.7,346,346,1730000,122.696
309.3805,4493.78,-81054.25,3938.63,347,347,1735000,155.6741
294.7457,4445.41,-84977.21875,4499.01,348,348,1740000,121.6184
324.6404,2823.27,-77428.1015625,2853.64,349,349,1745000,177.1006
324.7469,4042.63,-82687.015625,4510.86,350,350,1750000,161.2665
322.8477,3926.12,-86405.4609375,4211.65,351,351,1755000,124.1087
332.264,3877.77,-79913.8984375,4407.81,352,352,1760000,193.5386
331.4357,4732.41,-87587.4453125,4743.9,353,353,1765000,164.4748
315.6614,4724.81,-89494.1328125,4451.58,354,354,1770000,140.3072
346.7239,4238.89,-86764.90625,3452.63,355,355,1775000,168.5383
350.0998,4088.16,-91835.90625,4750.43,356,356,1780000,157.0075
322.5569,4069.32,-88325.015625,4338.38,357,357,1785000,154.545
311.8131,4987.66,-91837.0078125,4773.53,358,358,1790000,161.5168
313.8597,5012.05,-87366.671875,4876.71,359,359,1795000,153.7518
315.2066,4775.2,-88783.671875,5034.2,360,360,1800000,161.1745
312.3077,5045.64,-91315.09375,4829.93,361,361,1805000,138.3384
318.5709,4487.56,-90832.609375,4726.29,362,362,1810000,140.934
287.4286,4846.81,-87622.96875,5093.38,363,363,1815000,130.3078
311.5752,4939.07,-89239.6875,5042.71,364,364,1820000,135.4956
321.049,5023.36,-92276.21875,5033.96,365,365,1825000,133.3716
346.854,4414.87,-87874.0234375,4956.9,366,366,1830000,151.1312
334.2736,4446.97,-92470.6171875,4610.42,367,367,1835000,154.5917
361.1672,4814.54,-93216.1015625,4333.09,368,368,1840000,201.8969
373.1386,4947.54,-94323.4765625,4957.18,369,369,1845000,172.4475
339.677,4913.73,-91544.5546875,4921.26,370,370,1850000,147.4142
336.8473,4879.19,-89750.4765625,4932.52,371,371,1855000,133.4525
339.5139,4925.51,-87850.265625,4933.35,372,372,1860000,165.682
330.9294,4983.67,-91090.5078125,4974.38,373,373,1865000,147.6052
352.0435,4802.18,-92198.3046875,4954.91,374,374,1870000,161.2881
339.4274,4785.08,-90174.453125,4936.53,375,375,1875000,155.5655
337.8369,5019.52,-90818.8828125,4959.48,376,376,1880000,155.5211
335.0199,4926.89,-93113.6015625,4870.29,377,377,1885000,152.4595
350.5655,4750.86,-90821.0859375,4690.77,378,378,1890000,174.3085
319.3974,5048.03,-92558.6875,4664.53,379,379,1895000,147.1994
335.2466,3997.66,-88405.4921875,3667.03,380,380,1900000,151.8058
336.3548,3357.36,-82014.1328125,2606.12,381,381,1905000,196.0279
384.8243,2430.62,-71355.484375,2112.65,382,382,1910000,319.1765
372.2767,2423.54,-76940.484375,2225.23,383,383,1915000,281.0366
347.2553,3783.52,-81810.90625,3665.9,384,384,1920000,230.7801
355.6897,3796.8,-82644.6328125,3754.15,385,385,1925000,225.1619
377.0315,2835.96,-84741.2421875,3541.45,386,386,1930000,198.2638
373.6369,3547.13,-81134.9375,3578.16,387,387,1935000,336.9883
360.8591,4298.87,-90498.8515625,3868.44,388,388,1940000,459.962
370.5428,4160.41,-92878.9375,3828.94,389,389,1945000,186.888
355.6583,5011.79,-87586.5234375,4694.9,390,390,1950000,200.8014
377.4894,3363.08,-73633.25,2999.48,391,391,1955000,390.2397
381.1019,4675.93,-95025.171875,4556.96,392,392,1960000,193.2567
377.5096,4614.92,-96347.5546875,4444.57,393,393,1965000,207.7487
341.3086,4488.69,-95725.4140625,3986.97,394,394,1970000,177.2999
373.0163,3085.4,-89994.3203125,3746.1,395,395,1975000,196.336
382.4492,3780.24,-65911.9921875,3478.78,396,396,1980000,505.8998
371.6347,3863.49,-87886.0546875,4033.05,397,397,1985000,244.7284
