Real Det Return,Running Reverse KL,Real Sto Return,Running Forward KL,Itration
9061.59,17.2966,8580.03,150.8203,59
8789.39,17.3704,8463.54,150.9463,60
9231.62,17.5097,8615.79,150.9773,61
9087.99,18.1881,8549.01,150.3349,62
9189.82,16.9117,8774.15,149.5218,63
8970.12,17.235,8750.11,150.5457,64
9015.93,18.1428,8684.78,149.9802,65
9079.4,17.0172,8055.2,150.4552,66
8979.52,17.5873,8398.63,150.2451,67
8715.68,17.5635,8386.7,150.4504,68
9479.46,17.4232,8804.89,150.5283,69
9170.49,17.7505,8828.11,149.7119,70
9413.4,17.5471,8521.4,150.1522,71
9543.69,18.0094,9045.69,150.1883,72
9342.42,16.9244,8883.0,150.3092,73
9511.24,17.7854,9123.88,149.8662,74
9581.29,18.1373,8928.48,150.6694,75
9569.95,17.9136,9072.3,150.1408,76
9300.45,17.3458,8796.13,149.8579,77
9375.89,17.9325,8959.83,150.1328,78
9436.85,17.791,8999.71,149.2451,79
3.45,14.7778,-85.24,158.4685,80
8913.33,15.519,7718.69,148.4384,81
9410.61,16.0016,8961.17,148.3217,82
9354.98,16.4108,8787.93,149.665,83
9578.65,17.5269,9112.83,149.4107,84
8741.19,15.2557,8507.31,148.4129,85
8679.8,16.1585,6585.64,148.1826,86
9819.85,17.5147,9239.1,149.8683,87
9432.33,17.1586,9057.91,150.0707,88
9670.3,18.4718,9116.17,149.5541,89
7815.66,13.5635,5229.57,149.4153,90
8265.69,15.3755,7939.2,150.1188,91
8748.89,15.5512,8741.06,149.6482,92
9128.34,17.3855,8750.53,150.2234,93
9825.54,16.9403,9294.59,149.3758,94
7035.64,13.062,6259.16,149.5903,95
10034.45,17.8733,9592.16,149.4228,96
10246.0,17.2801,9652.58,149.0471,97
9984.21,17.7768,9511.98,148.7551,98
10139.5,17.302,9604.53,148.8783,99
9750.12,17.9697,9324.37,149.708,100
9663.59,17.7636,9215.86,149.87,101
8974.54,18.1277,8679.39,149.8909,102
9038.99,15.471,8478.48,147.2622,103
8866.27,17.1185,8030.08,148.778,104
9845.94,17.99,9358.65,149.1348,105
9496.56,16.5683,9514.73,148.4045,106
8239.99,16.2966,7382.23,148.6064,107
6489.5,13.1321,5494.85,149.6765,108
9358.13,14.2575,8600.48,148.7159,109
9940.59,16.2046,9323.8,148.4739,110
9965.5,16.949,9365.11,149.1151,111
10075.81,16.7463,9623.7,148.0709,112
10241.93,17.0541,9778.04,147.2666,113
10085.36,18.0032,9623.9,148.7397,114
10231.49,17.6951,9504.4,148.0474,115
10389.89,17.3974,9768.93,148.4398,116
10277.42,17.8283,9918.36,147.7612,117
10422.54,18.1363,9950.42,148.1497,118
10466.85,18.1761,10017.09,148.7638,119
10261.13,17.442,9737.39,148.1421,120
10383.46,17.7102,10025.0,148.3001,121
10303.09,17.663,9919.66,147.7759,122
10183.04,17.5798,9958.43,148.5156,123
10359.55,17.7555,9947.24,149.0116,124
10439.56,19.0291,10043.42,148.5109,125
10547.72,17.1986,10165.75,147.487,126
10525.45,17.6292,10139.79,148.02,127
10622.14,17.5674,10107.45,147.6444,128
10539.8,17.7451,10135.3,148.176,129
10557.2,18.1428,10245.41,147.4687,130
10578.58,17.2756,10176.14,147.9301,131
10646.08,17.6741,10178.63,147.6117,132
10297.99,18.3119,9914.74,148.6237,133
10765.22,17.6849,10234.42,147.2916,134
10377.82,18.073,10032.45,148.8594,135
10676.05,17.2824,10178.39,147.8408,136
10543.44,18.7335,10119.04,148.0938,137
10626.91,17.187,10373.21,147.131,138
10746.39,17.6549,10092.96,147.3398,139
10486.57,18.3595,10136.32,148.5511,140
10748.61,18.0407,10238.54,148.5564,141
10790.23,17.9736,10143.93,147.5231,142
10664.13,18.103,10289.28,147.5275,143
10540.76,18.1141,10140.92,148.1583,144
10620.58,17.6947,10257.61,147.7298,145
10752.38,17.8538,10376.77,147.39,146
10771.41,18.1214,10373.18,147.4464,147
10673.95,18.6613,10183.65,147.597,148
10742.3,17.1686,10274.13,146.9787,149
10891.52,18.1311,10487.52,146.734,150
10438.65,17.3166,10078.26,146.978,151
10892.68,18.1955,10427.05,147.38,152
10616.62,17.597,10243.13,147.0543,153
10730.0,18.2522,10368.39,147.6864,154
10746.14,18.3496,10353.31,148.1035,155
10964.93,18.1898,10571.74,147.7677,156
10777.92,18.0965,10343.46,147.9222,157
10299.23,16.8695,10221.38,146.5559,158
10770.08,17.8179,10312.54,146.9555,159
10808.97,17.7675,10341.32,147.0376,160
10980.85,16.932,10506.32,145.5909,161
10863.47,19.1272,10403.2,148.2122,162
10726.05,18.1229,10304.7,146.9286,163
10911.44,18.4019,10459.56,147.2778,164
10935.59,17.712,10480.22,146.1167,165
10892.31,17.5832,10563.41,146.8129,166
10824.26,18.3092,10367.09,148.157,167
10948.49,18.5068,10519.62,147.1385,168
11011.49,18.1504,10576.09,147.0725,169
10758.17,17.3211,10391.01,146.2364,170
10592.99,17.268,10230.36,145.5918,171
10984.64,19.2143,10574.74,147.6938,172
11042.42,17.9437,10591.1,145.887,173
10889.38,18.3103,10431.4,147.0322,174
10925.93,18.1257,10591.1,146.2119,175
10979.22,18.6112,10603.35,147.1328,176
11161.52,18.3669,10720.64,146.9953,177
11096.77,17.6354,10224.43,146.0342,178
11023.0,18.2028,10535.43,145.9702,179
11107.28,18.1888,10593.81,147.151,180
11163.15,17.9109,10678.56,146.7493,181
11018.61,18.8193,10452.35,147.7185,182
10664.29,17.7877,10238.04,146.6871,183
11033.68,17.7162,10557.01,146.1054,184
11207.46,18.5482,10761.9,146.6776,185
11077.32,19.0301,10692.29,146.8613,186
11105.6,18.0732,10335.9,146.0188,187
11061.07,19.074,10623.02,146.1009,188
10933.58,18.1736,10611.74,145.9419,189
11076.28,17.9734,10609.54,145.7995,190
11213.68,17.711,10748.46,145.9397,191
11273.36,18.5204,10772.69,145.4043,192
11115.35,18.7564,10720.38,146.1167,193
10844.81,17.2915,10437.11,145.8512,194
11071.38,19.2322,10581.69,146.6482,195
11093.29,18.0681,10595.52,146.2963,196
11271.86,17.7277,10872.35,145.596,197
11191.36,18.5373,10771.94,146.1547,198
11073.8,18.1991,10715.55,146.4033,199
11363.69,18.1755,10853.19,146.0933,200
11373.23,18.2984,10908.4,146.2492,201
11432.12,18.3376,10897.56,145.8995,202
11331.15,18.0878,10846.11,145.4821,203
11217.04,17.8569,10835.55,146.1345,204
11344.29,16.8087,10935.68,145.3791,205
11375.33,17.5418,10951.4,145.4265,206
11428.82,17.684,10917.54,146.1482,207
11563.06,18.076,10687.96,145.8289,208
11473.58,17.3957,10977.54,144.7615,209
11368.06,17.944,10983.67,145.1634,210
11471.05,17.4703,11048.88,145.6773,211
11477.3,18.2035,11034.51,145.7147,212
11657.77,17.0163,10908.7,145.0313,213
11509.73,18.0042,11001.61,144.9591,214
11006.4,17.7553,11100.55,145.9394,215
11585.12,17.4875,11105.89,145.0801,216
11522.83,18.1714,11052.09,145.7032,217
11625.99,17.8421,11104.17,145.5745,218
11659.72,17.9461,11133.99,145.4467,219
11521.87,18.4849,11006.01,146.0346,220
11578.47,17.2238,10738.39,145.4899,221
11676.93,18.2935,11198.83,144.8925,222
11609.9,18.0562,10653.96,144.841,223
11574.75,17.8806,11099.39,145.0546,224
11190.02,17.4301,11187.36,145.0919,225
11526.93,17.232,10938.41,144.8782,226
11517.21,17.4638,10264.43,144.2654,227
11675.32,18.3705,11134.38,144.6247,228
11500.15,18.3504,11058.34,144.8342,229
11555.75,18.081,11200.62,144.2147,230
11632.88,18.022,11162.92,144.6001,231
11533.8,18.4588,11155.74,145.0706,232
11562.21,18.4065,11024.23,144.9123,233
11636.56,18.7644,11142.05,145.4658,234
11716.9,16.162,10381.92,144.4872,235
11733.54,18.1581,11135.75,145.0513,236
11710.84,17.9306,11178.14,144.6767,237
11726.78,18.1534,10929.27,144.7468,238
11831.52,17.8067,11259.84,144.584,239
11272.94,18.0098,10696.61,145.0251,240
11817.99,17.6832,10983.43,145.3575,241
11549.77,18.3508,11097.61,144.6991,242
11738.25,18.3009,11279.41,144.7578,243
11792.16,18.7313,11319.33,144.6475,244
11160.07,18.2136,11342.89,145.5026,245
11582.85,17.425,11355.12,144.1445,246
11593.36,18.4186,11173.69,144.5328,247
11344.45,17.0933,10711.58,145.9272,248
10285.8,16.0657,9883.43,144.2043,249
10968.72,17.9024,11350.97,143.8533,250
9812.34,16.5584,9996.19,144.4118,251
10430.21,18.4689,10193.99,145.0476,252
11362.91,17.3032,10279.55,145.1444,253
11927.68,18.8471,11456.71,144.8266,254
11876.71,18.1257,11338.86,144.6047,255
11522.5,18.9053,10711.89,145.1128,256
11389.17,17.1664,11281.39,144.476,257
11915.14,18.8055,11509.66,143.7827,258
10809.07,17.3461,10984.75,145.1036,259
11592.64,18.0865,10134.7,144.2989,260
11976.69,17.6938,11355.71,144.9367,261
11514.26,17.2219,11375.1,145.172,262
11947.55,18.5005,11422.27,144.3296,263
9577.81,17.2377,10363.34,145.0881,264
11889.05,18.3219,10998.24,144.0558,265
11465.99,18.0211,10836.96,144.3247,266
11409.77,18.0831,11410.78,144.5179,267
9162.1,16.9159,10615.1,144.3936,268
11530.54,18.4732,10806.05,144.5092,269
11503.62,18.4772,11103.27,142.9231,270
11716.58,18.5151,10877.56,144.7274,271
10151.97,16.7636,9124.54,143.9975,272
11814.71,18.4706,10232.21,144.1632,273
12033.7,18.5657,11494.87,144.1119,274
12033.68,19.2856,11080.26,143.8841,275
10629.67,18.083,10537.55,144.2303,276
9190.34,15.7055,10508.27,144.372,277
11821.75,19.2595,11373.4,144.2175,278
11658.66,18.8243,11277.13,144.1789,279
11944.18,19.3537,10936.6,143.2927,280
8366.0,14.2702,8415.68,144.3834,281
11684.82,17.5577,10828.15,143.392,282
8958.32,14.7883,8913.73,144.1674,283
10614.81,17.5264,9657.2,144.3538,284
7219.04,14.9227,5879.8,144.1337,285
8664.02,16.3421,8551.09,143.4778,286
6447.37,14.6444,4680.5,150.7268,287
10820.15,16.4558,9616.56,145.4636,288
10998.77,16.6758,10684.91,142.9886,289
11113.44,16.3025,9450.5,143.8061,290
10998.39,15.5453,9444.79,143.7915,291
11431.83,17.6019,10649.05,143.6723,292
9720.03,15.5915,8907.6,144.3548,293
11030.69,17.6544,10037.93,144.0211,294
10230.7,17.2181,9200.45,143.8524,295
11164.96,18.1379,10855.31,144.3462,296
7282.78,15.9169,6105.21,145.261,297
10446.25,15.4778,9011.0,146.6949,298
8780.81,15.5053,7403.98,146.7351,299
10872.34,16.8263,9886.52,145.8144,300
8641.48,15.5224,8106.04,146.7951,301
8741.99,14.2368,8160.69,146.5533,302
9356.52,17.4735,9312.53,145.2025,303
10150.48,16.3258,9165.22,145.2908,304
10250.31,16.1363,9427.45,144.9639,305
8782.7,14.4933,6679.23,146.2075,306
10011.24,16.3572,9364.58,145.368,307
10021.39,16.5442,9222.79,146.3255,308
10567.87,16.9278,9993.64,146.1375,309
10035.74,16.5158,9517.31,145.733,310
6359.92,14.9207,5913.97,146.4796,311
9306.16,16.6807,9159.9,146.1543,312
9787.53,16.2942,10588.33,145.0004,313
9221.6,15.4987,7197.37,145.546,314
8666.48,15.0186,8739.14,146.1431,315
8772.88,13.7518,6449.93,146.3862,316
7511.41,13.2714,7811.9,146.9805,317
9416.18,16.4262,9008.77,145.4696,318
10156.35,16.5629,9154.36,146.6809,319
8550.3,15.5342,7506.74,145.811,320
9271.28,13.6416,8612.67,144.9415,321
9637.58,14.9941,8178.73,144.8664,322
9322.88,15.7285,10106.21,145.5627,323
6115.42,13.4379,6662.64,146.7557,324
10109.22,15.5223,9398.58,146.2359,325
8982.06,14.1493,7980.75,145.7304,326
9159.48,14.1468,7872.02,147.0788,327
9666.75,15.7758,9297.22,145.2939,328
8464.9,14.6148,7830.81,146.3568,329
10510.79,15.0931,8602.65,144.4074,330
7497.28,14.1175,6619.94,146.6346,331
9346.7,18.0043,8284.5,147.476,332
9306.97,15.1755,6894.5,146.3636,333
7916.14,20.2575,8371.24,147.2498,334
8265.9,13.6896,8196.2,147.6833,335
7638.14,20.5308,5769.39,147.3823,336
6341.75,13.4558,4982.89,146.5387,337
7746.73,15.9009,8279.04,146.5084,338
8839.59,14.4644,6166.87,146.179,339
5766.06,13.4511,5993.24,146.5857,340
8316.05,14.28,7876.56,147.0548,341
9516.3,16.611,8951.58,144.6943,342
8984.73,14.7879,7265.57,146.3597,343
10759.42,14.9443,8372.21,145.8858,344
5414.19,15.7713,7847.78,146.9801,345
8201.98,18.016,7294.85,146.6478,346
8443.42,15.4561,7881.17,146.8063,347
8424.68,16.2253,8738.7,147.3413,348
10254.24,16.8976,9142.34,146.6396,349
8318.01,17.3293,8674.13,146.1527,350
8480.44,21.9866,8818.83,147.3232,351
7285.95,15.8831,7187.68,147.026,352
8714.25,15.3709,7380.43,147.1235,353
8462.04,15.2585,7475.93,146.4962,354
10261.91,15.0414,9364.94,145.8503,355
7452.44,16.6629,6344.23,146.7495,356
6567.4,13.7702,7330.65,147.113,357
5645.79,13.2112,6224.19,148.1858,358
7167.84,14.3953,6473.61,148.3872,359
5933.55,13.0982,5954.4,146.9188,360
8207.47,26.4132,6991.56,146.2123,361
7392.87,14.2072,7716.06,146.5528,362
7071.66,13.0695,7365.7,145.1789,363
5449.22,10.8307,3444.51,146.2084,364
10535.33,19.2111,8925.44,145.8397,365
8165.8,14.2031,7609.15,144.3462,366
6869.21,12.0007,7411.76,145.0276,367
5899.69,19.8788,8051.92,145.1329,368
10810.78,21.3387,10478.77,146.3905,369
10354.87,17.739,9526.41,144.7243,370
8553.64,14.9853,8586.07,145.6844,371
9024.05,15.6384,8213.66,145.1471,372
10290.94,28.417,9675.88,145.3968,373
9104.64,14.7202,7972.84,143.7852,374
6055.42,18.978,7140.41,145.4358,375
10877.69,17.6393,9898.28,145.3018,376
10470.58,16.2558,10280.16,144.6916,377
7599.19,14.8671,6887.75,146.7395,378
11371.19,21.9437,11308.97,145.3911,379
11719.7,22.2065,11483.01,145.9991,380
11803.96,21.6167,11527.48,145.9585,381
11823.69,31.3364,11647.55,146.6285,382
12156.37,21.2552,11747.64,144.5682,383
11774.82,20.1528,11388.43,144.9594,384
11537.6,19.3607,11029.83,143.1277,385
10311.57,18.388,10128.31,145.8754,386
11649.48,18.6726,10479.19,143.1679,387
9497.72,16.4969,9402.69,145.7232,388
11304.56,18.8046,10904.03,144.0326,389
10394.31,17.9988,9914.93,146.4098,390
8724.51,17.0,8998.69,146.4011,391
10640.49,19.0056,9679.7,144.9785,392
11223.63,18.6323,10871.7,144.3781,393
10751.54,18.4189,10512.96,145.6725,394
11155.07,18.6526,10697.29,144.1023,395
10455.35,16.6652,10186.06,144.7547,396
10336.63,17.0927,9984.45,143.7602,397
10146.85,16.9668,9680.65,144.9778,398
9921.97,16.7948,9398.89,144.9065,399
8702.44,14.6481,7879.96,145.8874,400
9527.29,19.4068,9671.62,144.7227,401
8371.94,15.7027,9382.64,143.9696,402
10664.93,16.138,10244.24,143.6459,403
9616.37,16.4451,9212.51,143.9519,404
10407.23,16.6837,10068.67,144.2273,405
10750.81,17.2817,10239.08,143.9712,406
10062.14,17.3801,9439.36,144.448,407
9456.9,15.9496,8540.46,146.2423,408
9221.52,16.7268,9544.23,144.8566,409
10272.1,16.8495,9361.46,145.3017,410
10972.99,17.3472,10180.77,144.5226,411
9297.36,15.3396,8781.44,145.7556,412
10475.54,16.7913,10086.96,144.3266,413
6970.51,13.7058,6665.3,146.5866,414
8834.69,15.7055,8946.41,144.323,415
