Reward Loss,Real Sto Return,Real Det Return,Itration,Running Env Steps,Running Reverse KL,Running Forward KL,Running Update Time
-1333.9869384765625,251.84,410.24,83,415000,28.8698,66.2585,83
-1324.287353515625,279.48,826.79,84,420000,28.2196,63.8835,84
-1422.505126953125,148.3,172.52,85,425000,29.3149,70.2172,85
-1410.336181640625,266.07,808.18,86,430000,28.324,65.8645,86
-1436.5357666015625,157.74,246.61,87,435000,28.0663,66.1611,87
-1381.1739501953125,357.18,584.39,88,440000,26.2187,62.6712,88
-1418.8492431640625,321.58,738.53,89,445000,26.2618,63.7157,89
-1509.326171875,464.72,518.15,90,450000,28.2253,65.7634,90
-1517.804443359375,246.29,590.06,91,455000,27.2829,64.9637,91
-1501.3397216796875,282.55,327.09,92,460000,26.0547,62.7329,92
-1571.51220703125,232.41,571.71,93,465000,27.1471,65.4662,93
-1457.0323486328125,449.07,1321.91,94,470000,26.0213,59.896,94
-1566.2135009765625,301.07,926.84,95,475000,27.284,63.805,95
-1650.8538818359375,362.87,423.71,96,480000,27.8053,63.8609,96
-1568.8450927734375,491.41,710.12,97,485000,26.6296,60.9609,97
-1473.614501953125,708.76,1368.16,98,490000,29.0898,59.4137,98
-1537.1812744140625,726.39,1081.14,99,495000,31.3238,61.8242,99
-1738.77734375,696.53,887.93,100,500000,27.9907,63.243,100
-1715.0816650390625,347.29,1200.54,101,505000,27.2224,62.2183,101
-1421.611083984375,829.32,1075.46,102,510000,40.1597,60.9685,102
-1764.423095703125,438.09,1228.19,103,515000,27.3325,62.4327,103
-1763.27294921875,330.82,1148.34,104,520000,26.5816,61.5983,104
-1807.9781494140625,527.62,978.66,105,525000,27.7114,61.1004,105
-1814.599365234375,442.57,1380.56,106,530000,26.5057,61.9063,106
-1771.94189453125,588.42,1010.78,107,535000,25.376,59.8525,107
-1914.9407958984375,787.83,1395.58,108,540000,27.6322,62.8407,108
-1767.6461181640625,937.84,1682.2,109,545000,27.6673,58.948,109
-2108.257568359375,448.83,851.97,110,550000,29.1926,67.663,110
-1751.49267578125,750.39,1241.77,111,555000,24.9536,56.77,111
-1865.5673828125,898.62,1781.01,112,560000,28.7402,59.5879,112
-2002.6817626953125,325.02,710.13,113,565000,25.2674,60.7343,113
-2026.1177978515625,318.68,632.21,114,570000,25.2828,61.0108,114
-2169.52294921875,362.38,768.54,115,575000,26.7373,63.5415,115
-2219.3974609375,384.42,987.03,116,580000,27.1559,63.8195,116
-1934.2392578125,422.6,1242.15,117,585000,24.5744,56.9992,117
-1911.337890625,1037.52,1561.22,118,590000,27.5618,57.8628,118
-1926.8626708984375,597.09,1306.61,119,595000,28.3144,58.5353,119
-2386.59912109375,291.36,595.1,120,600000,28.2358,66.4801,120
-2108.739501953125,763.55,1318.52,121,605000,25.0452,59.4429,121
-2155.711181640625,596.64,1092.71,122,610000,26.2756,60.9077,122
-2289.06494140625,630.56,881.52,123,615000,27.6757,62.9254,123
-2320.50439453125,474.13,866.38,124,620000,26.2943,61.3696,124
-2535.9111328125,267.66,580.02,125,625000,27.3262,65.6706,125
-2395.69970703125,402.8,812.78,126,630000,24.7337,60.0488,126
-2320.726318359375,897.36,1352.48,127,635000,25.74,58.8796,127
-2302.905517578125,596.75,727.0,128,640000,25.5307,60.674,128
-2564.701416015625,646.55,1585.17,129,645000,26.2635,61.8766,129
-2331.531494140625,871.93,770.38,130,650000,24.9396,57.6931,130
-2535.6240234375,344.77,652.93,131,655000,24.8359,59.737,131
-2579.759033203125,662.12,631.04,132,660000,25.8756,61.0482,132
-2457.316650390625,519.86,946.51,133,665000,25.3866,59.5716,133
-2337.02587890625,969.79,970.35,134,670000,26.9679,58.4808,134
-2840.8349609375,315.4,454.13,135,675000,26.9811,63.6225,135
-2169.69580078125,1217.74,1699.71,136,680000,24.9895,55.8358,136
-2245.794189453125,1300.03,1336.0,137,685000,26.4098,57.1814,137
-2853.752197265625,390.14,736.44,138,690000,25.9099,61.5495,138
-2411.69287109375,952.97,1578.2,139,695000,25.0306,56.3161,139
-2122.81884765625,1759.84,2872.03,140,700000,35.4529,58.1861,140
-2877.721923828125,575.89,817.11,141,705000,24.3038,59.9015,141
-2512.82958984375,1246.41,2076.63,142,710000,23.6789,55.0605,142
-2167.817626953125,1650.18,2919.73,143,715000,26.4977,54.7828,143
-2557.45947265625,968.83,1791.96,144,720000,22.9652,56.7682,144
-2876.919189453125,1271.83,1728.04,145,725000,25.1041,59.178,145
-2709.645751953125,1111.82,2503.3,146,730000,23.9587,57.678,146
-2738.8896484375,1137.28,2399.44,147,735000,23.5499,56.2623,147
-2056.797119140625,2387.6,3126.66,148,740000,35.2662,57.4706,148
-2765.0107421875,1740.51,2909.8,149,745000,27.2313,58.4116,149
-2073.71533203125,1992.42,3026.31,150,750000,35.5856,57.7361,150
-2603.372802734375,1916.97,3035.01,151,755000,26.892,55.565,151
-2450.43896484375,1824.93,2155.38,152,760000,25.8713,55.8216,152
-2378.831298828125,1709.44,2711.59,153,765000,29.4995,56.6906,153
-2554.328369140625,932.58,1801.09,154,770000,33.9336,59.0287,154
-2875.15380859375,1146.35,1020.94,155,775000,25.6599,56.6026,155
-2922.01806640625,1253.33,1486.67,156,780000,25.4734,57.0677,156
-2234.197998046875,2278.54,3195.15,157,785000,34.3763,58.3777,157
-2763.87841796875,1930.72,2909.83,158,790000,28.8302,57.2077,158
-2407.722412109375,2351.01,3162.15,159,795000,34.4394,57.9762,159
-3204.62744140625,946.13,1659.04,160,800000,23.9398,57.363,160
-2796.59130859375,1378.26,2513.97,161,805000,32.4445,58.779,161
-2152.3466796875,2363.38,3070.57,162,810000,36.2968,57.7348,162
-2279.508056640625,2054.29,3278.5,163,815000,40.486,59.5631,163
-3122.063232421875,2434.52,2864.02,164,820000,28.3042,58.8229,164
-3354.967529296875,1201.52,1369.01,165,825000,24.2128,57.3691,165
-2898.6455078125,1884.3,2553.11,166,830000,30.0262,57.4786,166
-2782.420654296875,1085.35,2067.78,167,835000,26.715,56.0199,167
-3285.90966796875,1764.64,2643.13,168,840000,29.0261,58.0667,168
-3197.500732421875,974.67,1724.5,169,845000,26.8599,57.9619,169
-3322.142822265625,1090.85,1676.92,170,850000,26.993,58.198,170
-3019.79052734375,2045.53,3326.92,171,855000,34.0027,59.6386,171
-2614.09521484375,2365.05,3489.15,172,860000,38.2996,58.4677,172
-2743.015869140625,2847.59,3420.71,173,865000,35.6136,58.076,173
-2938.439697265625,1347.24,2819.78,174,870000,31.6066,57.6078,174
-3742.155517578125,750.92,1486.12,175,875000,25.6949,59.8547,175
-2784.904541015625,2750.32,3484.74,176,880000,46.7325,63.98,176
-2869.6572265625,1112.05,2047.75,177,885000,27.804,57.1565,177
-2973.276123046875,2951.28,3478.78,178,890000,35.3608,60.7661,178
-2712.80419921875,3305.33,3931.32,179,895000,39.1168,61.5185,179
-2680.0517578125,2913.49,3502.28,180,900000,44.0431,63.364,180
-2993.36669921875,1609.35,1526.57,181,905000,38.1562,60.2737,181
-3154.40771484375,1814.85,2380.15,182,910000,33.7717,59.8764,182
-2672.529541015625,2357.73,3345.48,183,915000,40.4693,61.6814,183
-2786.2578125,2475.56,3609.79,184,920000,38.0427,59.4799,184
-3189.886474609375,1454.44,2123.26,185,925000,32.3505,59.1767,185
-2811.741455078125,2537.59,3333.22,186,930000,37.2138,61.7681,186
-2414.047119140625,1531.97,1442.08,187,935000,44.5647,61.5684,187
-2462.46337890625,3478.31,3709.81,188,940000,51.4183,65.6592,188
-3173.07421875,2867.18,3721.65,189,945000,41.9975,61.5987,189
-2605.560791015625,3423.17,4059.83,190,950000,46.881,66.2536,190
-2879.749267578125,2698.65,3805.8,191,955000,53.4704,66.4655,191
-2598.03955078125,1771.49,2248.52,192,960000,46.5991,63.8512,192
-2214.497802734375,3167.53,3884.71,193,965000,55.0426,65.3202,193
-2299.2607421875,3779.81,4119.4,194,970000,55.2445,69.6437,194
-2400.6083984375,3306.17,4172.54,195,975000,55.9643,66.6976,195
-2024.5303955078125,3445.16,4041.31,196,980000,65.4811,73.1459,196
-2207.134521484375,3158.04,4354.02,197,985000,56.4845,72.0302,197
-2310.52294921875,3495.45,3132.72,198,990000,59.9582,72.386,198
-3388.99951171875,3444.93,3716.35,199,995000,35.8874,61.5599,199
-2641.0556640625,3201.71,3413.2,200,1000000,53.7309,65.1395,200
-2513.43994140625,1939.09,3704.25,201,1005000,47.8463,65.1349,201
-3048.241943359375,1408.9,1780.98,202,1010000,42.5382,64.2773,202
-2378.323486328125,2246.28,3276.84,203,1015000,50.8502,65.7771,203
-2415.3095703125,1651.75,2364.29,204,1020000,48.743,64.6973,204
-3709.644287109375,1442.22,1365.99,205,1025000,34.6362,63.2245,205
-2810.001708984375,1553.4,2358.35,206,1030000,46.8191,65.1612,206
-2910.498291015625,3253.51,3289.57,207,1035000,42.3077,63.7887,207
-2898.391845703125,2403.33,3010.86,208,1040000,38.8022,62.8752,208
-2213.198486328125,2379.5,2784.95,209,1045000,55.7539,67.1609,209
-3231.743408203125,2021.42,1800.62,210,1050000,40.7269,63.6343,210
-2779.11279296875,1706.69,2356.24,211,1055000,50.2266,65.0633,211
-3845.01123046875,1859.03,2351.19,212,1060000,33.5957,60.9157,212
-2847.375244140625,1462.43,1139.54,213,1065000,46.5059,63.3476,213
-3616.7919921875,1737.97,3089.66,214,1070000,40.0357,63.0327,214
-3319.791259765625,1480.88,2245.26,215,1075000,38.0408,62.0801,215
-3010.65234375,1286.77,1830.16,216,1080000,43.6696,63.6527,216
-2994.210693359375,2427.73,2340.09,217,1085000,44.1693,63.1583,217
-2712.235107421875,1931.03,2753.95,218,1090000,51.0476,65.8156,218
-2564.138427734375,3221.53,3460.48,219,1095000,59.2403,68.0164,219
-2834.1796875,2966.55,3853.12,220,1100000,60.6271,69.0017,220
-2622.41943359375,2695.42,3404.46,221,1105000,62.7574,71.0631,221
-2606.7041015625,2179.96,3214.31,222,1110000,54.5409,67.6224,222
-2861.069091796875,2830.7,3498.75,223,1115000,43.8769,63.1515,223
-2975.30126953125,2866.46,3765.1,224,1120000,50.5487,64.4369,224
-2488.86572265625,2944.34,3852.23,225,1125000,55.2542,68.352,225
-2893.20751953125,3075.78,3805.39,226,1130000,50.6849,66.3141,226
-3068.83837890625,2955.75,3596.7,227,1135000,45.6482,63.6464,227
-2659.804931640625,4027.9,4364.6,228,1140000,59.2541,71.1158,228
-2850.26953125,3454.63,4309.18,229,1145000,54.0112,68.5146,229
-2909.9814453125,3519.97,3948.58,230,1150000,57.7611,68.1558,230
-2880.185791015625,3988.37,4514.22,231,1155000,53.4013,67.8185,231
-5666.84619140625,-2042.08,-2486.09,232,1160000,358.3552,91.2337,232
-6455.83984375,-1490.49,-1390.22,233,1165000,170.6047,116.5532,233
-6662.68115234375,-749.13,-221.29,234,1170000,112.3078,107.3286,234
-5000.654296875,831.72,547.8,235,1175000,64.6455,75.5119,235
-3576.9013671875,3002.58,3176.43,236,1180000,40.9829,63.1149,236
-2957.837158203125,2435.41,3931.17,237,1185000,46.6603,63.079,237
-2875.57470703125,2756.07,2838.94,238,1190000,53.8047,65.5531,238
-3095.943603515625,3561.81,3672.59,239,1195000,52.504,66.3255,239
-3046.58349609375,3400.88,4115.79,240,1200000,52.9679,68.5517,240
-2804.772216796875,3549.87,3954.92,241,1205000,70.1341,71.4881,241
-3728.67919921875,3762.4,4018.49,242,1210000,43.6987,63.3834,242
-3464.802490234375,3528.27,4340.28,243,1215000,52.652,65.2204,243
-3147.018798828125,3994.71,4487.15,244,1220000,55.6004,66.6623,244
-3072.292724609375,2965.32,4328.6,245,1225000,55.6552,68.0002,245
-3936.583740234375,4114.19,4206.3,246,1230000,47.5756,64.5001,246
-3114.967529296875,3823.13,4371.41,247,1235000,60.4529,69.1847,247
-3146.29345703125,2950.99,3650.2,248,1240000,58.6935,68.9205,248
-3130.75830078125,4065.08,4690.09,249,1245000,64.7085,71.5672,249
-3360.8583984375,3459.02,4282.16,250,1250000,57.038,67.5122,250
-3818.57177734375,3284.17,4377.64,251,1255000,52.6367,66.6351,251
-3955.66162109375,3137.29,3726.21,252,1260000,46.084,64.707,252
-3318.7197265625,3759.76,3808.08,253,1265000,58.0991,69.3857,253
-4166.466796875,2534.22,4095.94,254,1270000,50.7077,66.6453,254
-3830.68408203125,3682.6,4336.86,255,1275000,57.6424,67.8223,255
-3427.55126953125,3779.22,4627.97,256,1280000,64.2868,71.4394,256
-3760.651611328125,3042.46,3300.2,257,1285000,51.9734,67.4577,257
-3596.47119140625,3952.59,4259.8,258,1290000,58.8722,67.8249,258
-3719.97509765625,4004.35,3977.27,259,1295000,59.2003,69.0622,259
-3639.3388671875,3693.75,4239.67,260,1300000,59.7847,68.8514,260
-3734.94970703125,3683.42,4301.85,261,1305000,66.0255,69.4669,261
-3718.796142578125,4097.79,4506.95,262,1310000,57.4814,67.1695,262
-3614.032470703125,3616.17,4305.8,263,1315000,53.8943,66.2399,263
-3670.67138671875,3918.85,4593.8,264,1320000,66.5503,69.3711,264
-3822.61328125,3547.26,3497.97,265,1325000,57.695,68.5116,265
-3665.150390625,4292.44,4874.71,266,1330000,60.9928,67.9882,266
-3827.267333984375,4775.9,4645.4,267,1335000,60.5561,69.0177,267
-4047.5224609375,4346.01,4495.53,268,1340000,60.9121,68.6549,268
-3830.42236328125,3808.46,3820.6,269,1345000,53.6885,66.9203,269
-4007.394775390625,4241.56,4421.34,270,1350000,56.7822,68.4536,270
-4022.85205078125,3692.85,4209.92,271,1355000,55.4825,68.8134,271
-3799.6337890625,4050.7,4693.77,272,1360000,64.0004,73.5186,272
-3672.11328125,4318.69,4795.68,273,1365000,66.0152,73.7905,273
-3933.031982421875,4566.62,4818.32,274,1370000,67.0045,72.1097,274
-3758.01171875,3602.74,3923.39,275,1375000,64.3994,73.1719,275
-4394.7265625,3915.95,4775.63,276,1380000,48.8557,66.4297,276
-4234.17041015625,4677.61,4845.56,277,1385000,58.3173,69.1621,277
-3756.4208984375,4147.51,4672.11,278,1390000,66.2598,72.5866,278
-4287.6318359375,4399.99,4727.85,279,1395000,57.7362,67.9431,279
-4014.598876953125,4243.18,4740.87,280,1400000,73.9975,76.579,280
-4356.83935546875,4688.03,4883.97,281,1405000,67.877,75.675,281
-4294.7568359375,4433.1,4175.78,282,1410000,58.4853,68.2933,282
-4089.25244140625,4562.88,4572.51,283,1415000,69.5876,73.3629,283
-4228.52197265625,4642.21,5085.04,284,1420000,70.8078,74.1774,284
-4353.6884765625,4168.07,5045.12,285,1425000,62.2697,68.2554,285
-4116.61279296875,4330.45,4124.66,286,1430000,64.7312,72.0232,286
-4448.59521484375,4630.91,4844.15,287,1435000,73.1487,72.4014,287
-4210.52001953125,4674.59,5164.97,288,1440000,76.6599,75.3105,288
-4333.02490234375,4422.59,4864.03,289,1445000,74.438,74.7928,289
-4395.28759765625,4640.43,5070.95,290,1450000,74.2352,75.9721,290
-4368.6826171875,4326.98,4808.82,291,1455000,68.2161,73.5274,291
-4357.81591796875,4042.63,4585.27,292,1460000,68.6879,74.3512,292
-4585.3232421875,4103.54,5124.66,293,1465000,72.2139,72.891,293
-4678.998046875,4405.94,4734.37,294,1470000,72.7454,76.3107,294
-4630.79736328125,4208.8,4793.56,295,1475000,68.8555,72.8367,295
-4702.1416015625,4606.15,4618.01,296,1480000,71.6589,72.7154,296
-4643.1982421875,4728.6,5054.07,297,1485000,81.3253,77.2787,297
-4396.34033203125,4011.53,3455.29,298,1490000,69.7609,74.175,298
-4937.94091796875,4463.12,4836.88,299,1495000,59.3585,66.8285,299
-4995.1201171875,4558.97,4322.65,300,1500000,61.2617,67.1193,300
-4570.966796875,4220.73,4778.41,301,1505000,68.8811,72.4785,301
-4741.3974609375,4306.75,4652.87,302,1510000,71.5082,75.8514,302
-5216.52490234375,3952.67,4984.6,303,1515000,61.4747,67.1882,303
-5131.380859375,4941.29,4527.67,304,1520000,62.378,67.1573,304
-4858.654296875,4712.09,4796.03,305,1525000,73.3547,74.9241,305
-4873.708984375,4089.83,4635.37,306,1530000,79.4364,76.6348,306
-4892.85302734375,4131.09,4755.65,307,1535000,74.6104,72.7242,307
-5106.31005859375,4430.49,4443.89,308,1540000,66.1978,67.8992,308
-4999.8349609375,3205.72,3844.15,309,1545000,77.538,76.109,309
-4924.4990234375,3552.37,4323.65,310,1550000,77.459,75.9443,310
-5473.548828125,3368.46,4133.27,311,1555000,54.6591,66.6925,311
-5463.98828125,3424.57,4235.44,312,1560000,50.3882,66.087,312
-5381.30078125,3367.6,4718.74,313,1565000,74.4974,76.7715,313
-5123.423828125,2730.98,3443.24,314,1570000,77.6938,76.0107,314
-5186.71435546875,3119.02,3109.61,315,1575000,65.261,70.6087,315
-5420.05517578125,3979.64,4369.25,316,1580000,62.9916,68.4971,316
-5268.93212890625,2909.15,4481.24,317,1585000,71.3376,75.9183,317
-5323.5,4016.39,5155.03,318,1590000,67.6909,71.1559,318
-5469.15625,3460.66,4896.22,319,1595000,65.5692,69.6999,319
-5225.10693359375,3862.06,3836.44,320,1600000,73.9088,76.0587,320
-5420.52978515625,4655.68,4949.54,321,1605000,79.7101,77.8561,321
-5607.95458984375,3414.67,4959.07,322,1610000,67.5961,70.1532,322
-5703.40576171875,3537.46,3860.19,323,1615000,57.3171,67.2245,323
-5642.48876953125,4438.24,4343.14,324,1620000,68.1499,69.6123,324
-5395.68701171875,4233.8,4664.81,325,1625000,76.7217,77.1263,325
-5511.00048828125,4334.32,4673.67,326,1630000,81.0388,77.8738,326
-5495.01416015625,3417.15,4770.25,327,1635000,74.4085,75.771,327
-5921.21875,2911.91,3653.65,328,1640000,55.0735,67.4197,328
-5633.3486328125,4087.67,4749.91,329,1645000,67.4741,72.0805,329
-5855.48876953125,2360.65,4131.8,330,1650000,77.5319,71.8153,330
-5747.08837890625,4609.69,4884.01,331,1655000,80.0064,77.3177,331
-5881.70458984375,4709.53,4750.4,332,1660000,82.0855,75.8478,332
-5906.8310546875,4544.64,4710.29,333,1665000,78.7972,76.3342,333
-5944.37109375,4790.09,5222.17,334,1670000,80.6183,77.6424,334
-6036.34326171875,4711.8,4638.55,335,1675000,74.6456,75.5157,335
-5977.26123046875,4551.06,5252.97,336,1680000,71.9547,74.2366,336
-6200.3896484375,4985.55,4683.67,337,1685000,78.9287,77.0637,337
-6190.83349609375,4627.46,4860.94,338,1690000,70.0567,68.4623,338
-6245.85400390625,4686.18,5123.32,339,1695000,84.8782,79.3495,339
-6382.31005859375,4764.43,5185.1,340,1700000,63.2166,69.4074,340
-6141.22900390625,4038.8,5301.77,341,1705000,83.2986,79.0067,341
-6410.82568359375,4441.11,5159.5,342,1710000,72.2692,70.2543,342
-6511.90478515625,4162.38,5316.03,343,1715000,79.2512,76.6667,343
-6519.501953125,4970.02,5275.47,344,1720000,85.5366,78.4334,344
-6426.04052734375,4261.83,5318.8,345,1725000,80.7871,77.7743,345
-6446.66357421875,4992.76,5233.91,346,1730000,80.7008,77.1486,346
-6519.5810546875,4460.51,5286.16,347,1735000,77.3227,71.9545,347
-6640.10595703125,4406.37,5020.3,348,1740000,79.1102,77.6676,348
-6766.17333984375,4279.16,5429.69,349,1745000,84.0175,78.2874,349
-6775.90283203125,4652.43,5222.07,350,1750000,83.4152,77.5757,350
-6772.3837890625,3583.53,4673.44,351,1755000,81.9292,77.7485,351
-6755.46435546875,4256.99,4233.42,352,1760000,79.3799,77.6358,352
-6788.59228515625,4343.46,4142.18,353,1765000,85.1945,78.3309,353
-6697.947265625,4693.29,5070.37,354,1770000,80.0355,75.9224,354
-6790.86083984375,3540.79,4778.22,355,1775000,79.8587,78.6237,355
-6918.548828125,4757.8,4803.98,356,1780000,83.4633,78.974,356
-7109.75,4413.33,4517.11,357,1785000,84.4606,78.731,357
-7111.1650390625,5014.55,5112.9,358,1790000,79.7955,77.5443,358
-7161.9501953125,5134.14,4566.84,359,1795000,76.7724,75.635,359
-7155.88232421875,4362.3,5351.56,360,1800000,74.2118,74.0403,360
-7124.7705078125,4057.94,4327.56,361,1805000,70.9191,70.3122,361
-7127.8251953125,4325.71,4954.76,362,1810000,62.6343,67.7744,362
-7325.29931640625,4844.89,4840.73,363,1815000,80.2591,77.5076,363
-7458.244140625,4480.61,5007.17,364,1820000,81.7441,78.9724,364
-7388.69482421875,4313.53,4943.68,365,1825000,75.2983,76.3807,365
-7408.9794921875,3433.62,5179.74,366,1830000,71.5799,71.2339,366
-7474.587890625,4747.43,5269.14,367,1835000,76.4577,76.1852,367
-7601.3505859375,4396.2,4845.17,368,1840000,73.9521,72.6957,368
-7822.8935546875,5291.84,4934.54,369,1845000,83.5604,79.7421,369
-7864.015625,4917.94,5408.83,370,1850000,82.4154,79.0883,370
-7621.06201171875,4465.09,4997.53,371,1855000,80.7615,77.7288,371
-7666.97216796875,4923.01,5288.18,372,1860000,74.9262,76.3529,372
-7526.71435546875,4803.84,5537.77,373,1865000,61.7057,67.7322,373
-7839.50048828125,4902.29,4845.08,374,1870000,79.6939,78.1467,374
-7857.81689453125,4860.66,5122.03,375,1875000,78.0551,75.0174,375
-7944.8818359375,3847.0,4763.9,376,1880000,74.7658,76.6598,376
-7878.33984375,4779.89,5272.88,377,1885000,77.213,78.4052,377
-7877.18505859375,4739.76,5151.57,378,1890000,72.3301,75.458,378
-7993.447265625,4959.22,5603.37,379,1895000,70.2401,75.7464,379
-7786.25341796875,4691.34,5084.36,380,1900000,60.6553,68.0631,380
-8101.6396484375,4506.15,5095.66,381,1905000,74.4995,77.8348,381
-7868.48193359375,4881.35,5390.6,382,1910000,67.1244,70.327,382
-8135.5068359375,4376.04,5270.42,383,1915000,75.343,76.5748,383
-8117.32080078125,4608.48,5512.84,384,1920000,76.7388,74.6239,384
-8278.796875,4693.51,5377.55,385,1925000,80.1214,78.6248,385
-8050.34521484375,4486.91,4866.61,386,1930000,69.9821,70.59,386
-8306.3447265625,4250.35,4746.34,387,1935000,79.5116,77.6782,387
-8337.9052734375,4743.91,4931.32,388,1940000,75.0726,76.5916,388
-8227.0693359375,4920.74,5410.56,389,1945000,79.0449,77.7353,389
