Running Reverse KL,Real Sto Return,Real Det Return,Itration,Running Forward KL
84.7931,5116.95,5624.46,199,88.1143
86.5156,5117.55,5745.07,200,92.1926
89.6179,5397.58,5765.25,201,90.7312
89.1906,5414.53,5477.65,202,92.5444
83.9251,5074.03,5766.74,203,86.6053
87.8284,4740.58,5737.96,204,91.0877
79.7355,5399.65,5716.51,205,78.3142
87.2763,5409.01,5738.8,206,92.8104
89.9827,5240.72,5745.59,207,92.2388
87.4257,5325.57,5699.86,208,91.5035
87.7794,5199.13,5693.86,209,90.2863
89.7032,5421.15,5717.38,210,90.6193
88.1115,5017.44,5707.3,211,90.7962
88.353,5432.59,5796.36,212,89.2099
85.3753,5217.69,5755.98,213,91.8194
88.0851,5409.7,5754.54,214,91.9148
87.4217,5308.58,5786.8,215,90.695
80.3476,5291.1,5370.59,216,77.9556
87.6604,5472.37,5810.61,217,90.8641
88.0144,5498.11,5854.96,218,91.774
86.3448,5272.02,5830.33,219,88.9146
90.8698,5243.98,5696.99,220,93.177
86.7589,5278.29,5805.83,221,91.0507
86.771,5286.59,5773.12,222,90.0607
83.4174,5487.29,5750.01,223,88.1478
86.7487,5571.74,5610.71,224,90.4222
84.6612,5473.1,5850.83,225,89.3173
86.3632,5384.56,5886.71,226,89.2245
87.1428,5452.77,5925.19,227,91.012
76.8823,5354.65,5848.58,228,78.2181
87.582,5510.65,5549.54,229,91.5653
86.643,5471.46,5913.6,230,89.5258
89.2499,5592.11,5950.68,231,93.2628
84.5741,5520.01,5765.19,232,90.3049
85.1527,5418.61,5672.46,233,88.476
83.6325,5476.64,6038.58,234,87.9509
82.7069,5242.3,5873.7,235,88.6557
87.7429,5197.81,5702.55,236,92.7511
85.4962,5520.34,5861.78,237,90.0863
82.2986,5412.18,5982.24,238,87.8975
74.8435,5292.6,5930.7,239,77.1677
81.361,5056.25,5985.54,240,87.4048
87.3649,5554.26,5934.65,241,87.7993
83.1799,5398.72,5764.89,242,86.1353
73.0926,4907.57,5980.38,243,74.6504
85.6837,5221.71,6030.68,244,89.1417
83.6651,5180.95,5930.46,245,88.5153
86.236,5587.91,5932.51,246,87.4195
76.6425,5445.41,5944.83,247,77.3938
87.1048,5324.28,5837.52,248,89.2945
82.5152,5419.06,5939.78,249,82.1297
85.7223,5034.76,5417.23,250,90.2233
84.7048,5165.4,5751.09,251,89.4316
84.7791,5467.69,5631.31,252,87.953
83.0467,5672.61,5396.28,253,89.1601
82.1584,5346.62,5671.62,254,87.722
84.1884,5241.75,5991.01,255,84.7973
80.6913,4583.66,5781.66,256,88.6899
78.0201,5201.06,5995.31,257,85.3333
82.2431,5349.84,5407.49,258,87.9574
82.6983,5527.03,5733.93,259,88.9805
82.4225,5307.91,5219.21,260,87.9664
80.3649,5005.8,5710.22,261,86.2028
83.0263,5224.72,5766.54,262,89.2957
83.1485,5495.33,5857.9,263,86.9763
83.0881,4641.78,5719.03,264,87.6838
75.5067,5153.65,5407.31,265,77.9383
81.7733,5609.99,5736.55,266,86.8302
81.8944,5188.85,5198.39,267,88.077
82.9045,5299.31,5590.97,268,86.3364
83.4074,5176.19,5263.09,269,87.8168
80.6154,4912.79,5618.91,270,86.7284
76.913,4654.59,5952.25,271,79.9932
81.9546,5605.29,5810.75,272,88.3765
81.8324,5042.31,5984.05,273,87.2156
82.8786,4751.41,6088.63,274,88.6173
81.7377,4550.3,5842.52,275,87.252
79.3121,5457.43,5090.11,276,85.5428
81.336,5250.93,5578.03,277,88.1543
81.5756,3936.73,5177.02,278,86.9824
82.4401,4867.27,5369.15,279,88.6082
79.757,4803.06,5678.34,280,86.1675
81.4423,4735.96,5691.98,281,86.5505
78.282,4981.78,5682.57,282,87.6581
81.9706,4600.32,5693.62,283,87.104
80.5904,5500.14,5970.8,284,86.0217
77.9083,5088.77,5777.19,285,85.5977
79.9271,4262.31,3998.02,286,87.32
78.6137,4855.66,5316.15,287,86.5328
68.2184,4920.4,5848.45,288,75.8079
67.101,5372.42,5262.28,289,75.554
68.2361,5625.9,5418.34,290,76.1253
83.3271,4808.43,5892.43,291,86.7873
78.401,5150.71,5649.26,292,87.4691
76.7901,4423.81,5776.84,293,86.5296
79.8153,4997.28,5097.92,294,88.4173
79.8829,4862.65,6063.95,295,88.1214
80.0072,5145.17,4933.44,296,84.7421
77.5133,4316.53,5953.42,297,85.3944
80.3648,4015.91,5053.44,298,86.7544
71.2847,4017.13,5549.33,299,78.3476
79.5696,4947.05,5607.24,300,85.6668
78.907,4026.37,4878.49,301,87.0413
77.8941,4450.07,4986.03,302,83.0407
80.1267,4995.11,5604.7,303,86.3688
66.4088,5165.16,5837.72,304,74.8132
77.9201,4779.3,5187.83,305,85.0062
80.4301,5113.81,5150.76,306,85.7782
76.0888,5603.66,5869.98,307,78.5656
79.5502,4923.7,5829.51,308,86.1852
77.7372,4575.01,5566.34,309,86.6676
82.4262,4796.26,5461.99,310,87.9788
77.2602,5337.55,6037.56,311,83.4957
80.8814,5508.24,5470.27,312,86.9662
78.4686,3976.7,5268.88,313,86.9256
79.0636,4332.81,6091.53,314,83.9449
83.3889,5573.92,5346.97,315,87.0278
75.6588,4995.45,5569.56,316,85.4386
74.9282,4832.82,5499.85,317,78.9031
76.3377,4793.25,6039.55,318,83.6821
79.5518,4903.35,5966.05,319,85.8638
83.8596,4675.62,5947.84,320,87.4624
80.228,5184.05,5509.88,321,85.8954
75.8076,4733.73,5953.3,322,80.209
84.4252,4617.08,5092.17,323,88.0409
79.8682,4191.53,5458.75,324,86.9865
80.5128,5048.31,5655.22,325,85.5941
80.604,4391.82,5605.3,326,88.7013
62.3815,4402.75,6007.72,327,72.789
