Real Sto Return,Running Env Steps,Running Update Time,Itration,Real Det Return,Running Reverse KL,Running Forward KL,Reward Loss
1742.37,365000,73,73,2081.85,15.9142,157.109,-16865.75
1771.28,370000,74,74,2145.61,16.1644,156.901,-17270.46875
1778.23,375000,75,75,2097.5,16.201,156.9693,-17393.001953125
1779.62,380000,76,76,2128.81,15.9488,157.0576,-17508.435546875
1769.99,385000,77,77,2082.76,15.8443,157.0514,-17784.947265625
1703.04,390000,78,78,2053.6,15.5194,156.9653,-17923.2109375
1767.4,395000,79,79,2067.23,15.9797,157.0632,-18168.939453125
1757.27,400000,80,80,2095.62,15.7819,157.1472,-18459.7109375
1758.39,405000,81,81,2080.03,15.8258,157.0435,-18699.0859375
1765.83,410000,82,82,2088.16,15.6748,156.9694,-18830.21875
1787.55,415000,83,83,2123.67,15.7526,156.7999,-19051.3203125
1730.61,420000,84,84,2087.8,15.9743,157.0237,-19314.744140625
1795.86,425000,85,85,2166.5,16.0659,156.8489,-19680.126953125
1756.48,430000,86,86,2081.75,15.7121,156.9495,-19708.9921875
1774.02,435000,87,87,2129.08,15.7348,157.0768,-20019.603515625
1792.85,440000,88,88,2080.05,15.6317,156.9133,-20330.70703125
1785.94,445000,89,89,2146.07,15.7509,157.0194,-20536.9296875
1843.56,450000,90,90,2138.69,16.0855,156.9249,-20737.80078125
1784.84,455000,91,91,2131.0,15.9492,157.0267,-20905.2265625
1835.14,460000,92,92,2158.4,16.0281,156.8361,-21211.63671875
1796.1,465000,93,93,2126.41,15.9784,157.1149,-21510.015625
1801.58,470000,94,94,2136.58,15.7918,156.8786,-21660.224609375
1795.79,475000,95,95,2089.82,15.6791,156.9543,-21993.373046875
1804.82,480000,96,96,2169.15,15.8317,156.8724,-22117.70703125
1783.15,485000,97,97,2126.82,15.8612,156.9821,-22368.21484375
1756.52,490000,98,98,2088.96,15.4278,156.8458,-22549.05859375
1812.96,495000,99,99,2159.59,15.6666,156.7647,-22862.537109375
1781.23,500000,100,100,2113.68,15.4846,156.8706,-22962.947265625
1860.02,505000,101,101,2210.53,16.0823,156.8895,-23455.216796875
1830.4,510000,102,102,2181.56,15.5907,156.7542,-23687.15234375
1839.54,515000,103,103,2186.02,15.7309,156.8398,-23998.880859375
1826.92,520000,104,104,2102.93,15.8524,156.8865,-24082.0625
1808.33,525000,105,105,2160.77,15.4317,156.7299,-24348.31640625
1837.88,530000,106,106,2146.08,15.6653,156.8764,-24627.2109375
1815.9,535000,107,107,2170.93,15.7081,156.7342,-24732.14453125
1820.17,540000,108,108,2164.47,15.6578,156.7,-25002.1484375
1854.34,545000,109,109,2187.56,15.9161,157.1244,-25316.798828125
1817.11,550000,110,110,2190.87,15.5444,156.8109,-25622.73046875
1857.32,555000,111,111,2230.93,15.6403,156.7745,-25699.3203125
1832.71,560000,112,112,2161.44,15.5023,156.7465,-26027.46875
1842.77,565000,113,113,2185.85,15.315,156.7109,-26207.048828125
1858.55,570000,114,114,2195.08,15.7167,157.0214,-26525.255859375
1832.04,575000,115,115,2166.74,15.5777,156.9041,-26846.03125
1815.77,580000,116,116,2163.68,15.1975,156.7075,-26942.009765625
1791.97,585000,117,117,2156.86,15.4028,156.7224,-27264.3984375
1788.71,590000,118,118,2159.54,15.5121,156.7498,-27469.154296875
1829.38,595000,119,119,2189.51,15.5798,156.7169,-27870.40625
1849.01,600000,120,120,2170.53,15.4598,156.6291,-28031.564453125
1837.08,605000,121,121,2147.31,15.4783,156.7236,-28343.32421875
1847.42,610000,122,122,2203.5,15.7887,156.7435,-28705.3984375
1834.86,615000,123,123,2147.1,15.5387,156.8872,-28954.509765625
1846.93,620000,124,124,2159.23,15.6403,156.8133,-29214.494140625
1861.96,625000,125,125,2184.77,15.6548,156.7584,-29510.455078125
1870.66,630000,126,126,2216.67,15.661,156.7974,-29646.109375
1831.82,635000,127,127,2201.24,15.7528,156.8068,-30231.947265625
1875.36,640000,128,128,2212.71,15.5042,156.7039,-30315.189453125
1815.66,645000,129,129,2148.48,15.4199,156.7516,-30318.400390625
1894.69,650000,130,130,2249.94,15.9061,156.8561,-30872.240234375
1880.06,655000,131,131,2231.66,15.6692,156.7977,-31244.5
1864.72,660000,132,132,2208.62,15.4749,156.7757,-31517.587890625
1864.73,665000,133,133,2198.95,15.6577,156.6927,-31851.25
1876.48,670000,134,134,2155.94,15.7164,156.6787,-32085.34375
1841.12,675000,135,135,2133.71,15.6905,156.9119,-32354.109375
1849.22,680000,136,136,2164.68,15.5679,156.7457,-32520.828125
1862.51,685000,137,137,2186.27,15.4959,156.8659,-32854.375
1856.07,690000,138,138,2202.73,15.806,156.8311,-33273.8984375
1829.72,695000,139,139,2178.68,15.4338,156.8204,-33599.17578125
1879.03,700000,140,140,2237.0,15.7173,156.7202,-33745.77734375
1869.19,705000,141,141,2168.11,15.6237,156.8395,-33984.43359375
1869.47,710000,142,142,2210.07,15.6279,156.8027,-34414.828125
1889.95,715000,143,143,2234.44,15.7556,156.9749,-34672.34765625
1844.26,720000,144,144,2214.38,15.3977,156.6667,-34917.90625
1871.75,725000,145,145,2209.99,15.4812,156.766,-35117.8828125
1860.96,730000,146,146,2197.75,15.348,156.9019,-35505.0234375
1842.79,735000,147,147,2198.77,15.3571,156.6647,-35736.87109375
1894.92,740000,148,148,2287.71,15.7706,156.6325,-36061.59375
1877.63,745000,149,149,2211.15,15.3919,156.6743,-36229.453125
1862.52,750000,150,150,2220.23,15.4769,156.7362,-36513.3046875
1869.1,755000,151,151,2176.08,15.407,156.6676,-36632.2734375
1881.43,760000,152,152,2223.97,15.4392,156.6402,-36862.2421875
1835.68,765000,153,153,2168.1,15.3794,156.7598,-37312.47265625
1878.82,770000,154,154,2239.77,15.5596,156.7023,-37731.0625
1884.62,775000,155,155,2193.89,15.2319,156.6178,-37765.2734375
1880.25,780000,156,156,2225.75,15.5227,156.8076,-38058.9296875
1866.57,785000,157,157,2225.33,15.3785,156.7686,-38260.00390625
1899.95,790000,158,158,2239.53,15.7507,156.7901,-38703.609375
1865.2,795000,159,159,2188.29,15.3044,156.7648,-38845.13671875
1895.73,800000,160,160,2234.61,15.2723,156.4235,-39134.32421875
1869.34,805000,161,161,2237.03,15.5391,156.7296,-39649.28125
1906.67,810000,162,162,2286.2,15.3795,156.6136,-39793.5703125
1856.72,815000,163,163,2223.86,15.5967,156.6811,-39949.3125
1865.13,820000,164,164,2178.29,15.3279,156.7805,-40146.1875
1883.96,825000,165,165,2230.77,15.3215,156.7368,-40428.046875
1888.68,830000,166,166,2181.43,15.5737,156.7108,-41054.03515625
1863.62,835000,167,167,2197.8,15.4043,156.7679,-41147.8671875
1897.35,840000,168,168,2215.12,15.1931,156.6054,-41376.94921875
1873.47,845000,169,169,2233.48,15.3345,156.639,-41852.4140625
1910.19,850000,170,170,2252.64,15.6557,156.6772,-42062.671875
1898.69,855000,171,171,2250.5,15.1963,156.5801,-42174.44921875
1879.23,860000,172,172,2213.36,15.5797,156.7578,-42404.70703125
1918.57,865000,173,173,2269.14,15.4088,156.6105,-42768.1171875
1886.14,870000,174,174,2220.85,15.5052,156.7617,-42928.11328125
1897.63,875000,175,175,2260.32,15.7092,156.6189,-43606.5234375
1882.24,880000,176,176,2236.51,15.822,156.7558,-43425.53125
1880.16,885000,177,177,2240.74,15.4515,156.6111,-44043.04296875
1896.53,890000,178,178,2235.38,15.304,156.7754,-44148.3046875
1880.5,895000,179,179,2242.88,15.2157,156.7244,-44213.78515625
1893.84,900000,180,180,2229.69,15.3891,156.6416,-44510.609375
1921.14,905000,181,181,2253.29,15.3527,156.6905,-44633.1640625
1933.24,910000,182,182,2295.74,15.5451,156.4754,-45254.16796875
1874.3,915000,183,183,2161.45,15.354,156.7795,-44862.7734375
1902.37,920000,184,184,2247.61,15.4462,156.7309,-45388.85546875
1850.36,925000,185,185,2217.25,15.1719,156.7383,-45736.09765625
1919.91,930000,186,186,2272.63,15.5245,156.7416,-45504.48046875
1895.39,935000,187,187,2264.63,15.336,156.6673,-45921.63671875
1851.95,940000,188,188,2197.25,15.1628,156.7737,-46004.16015625
1873.24,945000,189,189,2208.63,15.1027,156.76,-46193.62109375
1915.02,950000,190,190,2259.5,15.5851,156.7588,-46487.1640625
1929.59,955000,191,191,2269.64,15.2137,156.6034,-46369.9296875
1909.78,960000,192,192,2254.36,15.2339,156.5588,-46811.8203125
1916.52,965000,193,193,2233.77,15.1758,156.6397,-46791.8125
1885.49,970000,194,194,2196.64,15.1736,156.5784,-47124.1171875
1921.41,975000,195,195,2245.09,15.1502,156.4712,-47024.5078125
1924.47,980000,196,196,2269.69,15.2267,156.6777,-47205.17578125
1931.79,985000,197,197,2264.71,15.2968,156.6254,-47507.3984375
1915.15,990000,198,198,2270.11,14.9856,156.4839,-47724.859375
1877.21,995000,199,199,2224.02,15.2476,156.5921,-47877.609375
1894.42,1000000,200,200,2248.64,15.4621,156.7663,-47883.953125
1890.05,1005000,201,201,2233.93,15.2061,156.7159,-47970.359375
1914.15,1010000,202,202,2272.78,15.3841,156.5429,-48248.5
1925.31,1015000,203,203,2284.95,15.2152,156.652,-48344.13671875
1884.01,1020000,204,204,2247.89,15.2956,156.7122,-48491.38671875
1934.43,1025000,205,205,2274.08,15.3251,156.6913,-48597.91015625
1916.32,1030000,206,206,2255.52,15.2722,156.7555,-48927.62109375
1896.44,1035000,207,207,2202.95,15.1869,156.6716,-48770.94921875
1911.48,1040000,208,208,2258.64,15.3484,156.6682,-49245.109375
1907.4,1045000,209,209,2246.09,15.3916,156.7286,-49152.00390625
1901.7,1050000,210,210,2227.56,15.195,156.8222,-49443.03515625
1895.88,1055000,211,211,2234.5,15.3478,156.7888,-49624.52734375
1907.07,1060000,212,212,2243.45,15.4866,156.7825,-49900.69921875
1911.47,1065000,213,213,2242.74,15.2727,156.7494,-49970.07421875
1912.32,1070000,214,214,2248.04,15.397,156.6532,-49858.76171875
1914.48,1075000,215,215,2235.93,15.3825,156.6672,-50034.1484375
1946.86,1080000,216,216,2294.89,15.4829,156.696,-50375.82421875
1942.18,1085000,217,217,2277.95,15.5744,156.6694,-50649.4375
1914.34,1090000,218,218,2255.81,15.3429,156.7032,-50475.40625
1906.0,1095000,219,219,2239.27,15.2664,156.6359,-50674.39453125
1935.82,1100000,220,220,2231.31,15.3644,156.7344,-50761.609375
1907.99,1105000,221,221,2251.33,15.4221,156.7585,-50905.4921875
1914.13,1110000,222,222,2236.82,15.2751,156.7132,-50973.8359375
1942.0,1115000,223,223,2269.17,15.5351,156.6847,-51181.64453125
1937.14,1120000,224,224,2293.61,15.348,156.673,-51364.24609375
1935.43,1125000,225,225,2250.25,15.3372,156.7132,-51309.65625
1920.0,1130000,226,226,2276.81,15.5638,156.6695,-51557.09765625
1920.26,1135000,227,227,2274.51,15.3707,156.7709,-51703.39453125
1936.62,1140000,228,228,2259.67,15.3623,156.5779,-51820.2109375
1939.85,1145000,229,229,2282.47,15.5018,156.7388,-51966.95703125
1931.56,1150000,230,230,2276.85,15.5751,156.6906,-52070.1328125
1923.25,1155000,231,231,2263.88,15.3223,156.7366,-52273.9921875
1933.69,1160000,232,232,2255.36,15.4466,156.655,-52249.69921875
1946.95,1165000,233,233,2290.68,15.5814,156.6976,-52526.359375
1921.88,1170000,234,234,2254.77,15.4003,156.5531,-52490.296875
1943.82,1175000,235,235,2273.95,15.5517,156.746,-52463.5234375
1925.14,1180000,236,236,2253.39,15.4467,156.8768,-52831.32421875
1898.35,1185000,237,237,2254.09,15.4212,156.7405,-52818.62890625
1918.18,1190000,238,238,2257.31,15.5231,156.7028,-53068.46875
1927.76,1195000,239,239,2289.17,15.5742,156.6336,-53181.859375
1928.91,1200000,240,240,2264.37,15.5527,156.7489,-53201.30078125
1934.02,1205000,241,241,2290.76,15.6636,156.7441,-53462.828125
1930.7,1210000,242,242,2286.19,15.738,156.723,-53652.62109375
1924.58,1215000,243,243,2256.73,15.4792,156.6552,-53631.484375
1945.03,1220000,244,244,2283.63,15.5667,156.7609,-53862.40234375
1932.53,1225000,245,245,2288.06,15.68,156.827,-53992.3125
1933.22,1230000,246,246,2300.85,15.5207,156.6777,-54170.27734375
1927.04,1235000,247,247,2278.99,15.3844,156.6813,-54101.42578125
1949.07,1240000,248,248,2309.14,15.6028,156.8062,-54200.17578125
1948.19,1245000,249,249,2286.48,15.5387,156.7418,-54558.22265625
1967.07,1250000,250,250,2320.92,15.7446,156.9417,-54590.875
1936.57,1255000,251,251,2292.39,15.6978,156.8938,-54578.19921875
1960.8,1260000,252,252,2296.0,15.6365,156.7354,-54710.09375
1965.41,1265000,253,253,2285.84,15.4706,156.646,-54741.03125
1936.77,1270000,254,254,2285.35,15.5087,156.6582,-54852.35546875
1939.06,1275000,255,255,2279.71,15.5186,156.7125,-55108.74609375
1942.91,1280000,256,256,2283.78,15.6502,156.7028,-55112.26953125
1936.06,1285000,257,257,2290.55,15.6828,156.5752,-55305.0390625
1941.02,1290000,258,258,2278.81,15.5535,156.9192,-55386.3984375
1958.22,1295000,259,259,2313.79,15.7391,156.5818,-55585.30859375
1933.24,1300000,260,260,2290.21,15.5859,156.6092,-55743.01953125
1923.37,1305000,261,261,2261.65,15.4527,156.7122,-55826.484375
1923.72,1310000,262,262,2258.11,15.5878,156.7179,-55861.93359375
1948.4,1315000,263,263,2277.72,15.5816,156.8528,-56036.06640625
1936.8,1320000,264,264,2256.24,15.6146,156.7352,-56240.453125
1965.86,1325000,265,265,2286.77,15.6709,156.758,-56363.96484375
1956.42,1330000,266,266,2308.25,15.6561,156.7574,-56457.55078125
1956.32,1335000,267,267,2289.2,15.5517,156.623,-56565.78515625
1949.18,1340000,268,268,2281.06,15.7107,156.7501,-56577.12890625
1960.68,1345000,269,269,2317.15,15.704,156.7829,-56886.546875
1947.94,1350000,270,270,2291.36,15.6165,156.7139,-56767.86328125
1966.29,1355000,271,271,2308.79,15.6416,156.7612,-57152.46484375
1933.04,1360000,272,272,2279.65,15.4626,156.7829,-57073.390625
1962.84,1365000,273,273,2299.93,15.6228,156.7431,-57208.7109375
1916.23,1370000,274,274,2288.21,15.7003,156.9326,-57307.59375
1953.67,1375000,275,275,2288.52,15.5568,156.7513,-57424.11328125
1937.81,1380000,276,276,2274.98,15.5296,156.8957,-57514.02734375
1964.34,1385000,277,277,2312.75,15.7538,156.721,-57881.609375
1939.59,1390000,278,278,2278.02,15.3477,156.7457,-57732.16015625
1927.39,1395000,279,279,2256.99,15.464,156.9721,-57795.265625
1934.33,1400000,280,280,2287.04,15.5273,156.7403,-58127.44140625
1944.64,1405000,281,281,2269.35,15.619,156.911,-57971.078125
1928.21,1410000,282,282,2256.8,15.4128,156.696,-58291.16796875
1950.94,1415000,283,283,2271.42,15.4697,156.7931,-58278.80859375
1929.49,1420000,284,284,2274.41,15.3356,156.833,-58594.04296875
1929.14,1425000,285,285,2265.5,15.5288,156.8377,-58580.34765625
1938.93,1430000,286,286,2258.35,15.4287,156.7687,-58626.09765625
1956.96,1435000,287,287,2269.38,15.4261,156.8399,-58722.44140625
1938.29,1440000,288,288,2270.9,15.5526,156.8879,-58854.9453125
1924.1,1445000,289,289,2241.87,15.387,156.7892,-58882.3984375
1959.05,1450000,290,290,2275.41,15.2982,156.8266,-59036.51171875
1944.93,1455000,291,291,2256.9,15.2169,156.6268,-59140.68359375
1946.97,1460000,292,292,2254.53,15.3547,156.7622,-59328.359375
1953.34,1465000,293,293,2274.6,15.3703,156.7563,-59228.26171875
1931.36,1470000,294,294,2223.49,15.2487,156.5942,-59277.92578125
1940.86,1475000,295,295,2259.93,15.3892,156.7029,-59391.140625
1965.58,1480000,296,296,2283.73,15.3644,156.6964,-59566.515625
1941.66,1485000,297,297,2259.6,15.4397,156.7771,-59446.62109375
1917.02,1490000,298,298,2247.97,15.4894,156.7705,-59553.72265625
1951.44,1495000,299,299,2269.14,15.4295,156.7085,-59867.3984375
1959.3,1500000,300,300,2256.12,15.5192,156.7922,-59894.15625
1929.46,1505000,301,301,2239.24,15.3896,156.6717,-60063.91015625
1936.97,1510000,302,302,2258.88,15.4259,156.7807,-60093.9921875
1936.31,1515000,303,303,2279.82,15.4497,156.8088,-60375.03125
1959.66,1520000,304,304,2281.78,15.4023,156.7103,-60463.51171875
1952.18,1525000,305,305,2278.88,15.3994,156.5397,-60496.67578125
1960.55,1530000,306,306,2287.09,15.4457,156.6633,-60499.51171875
1943.49,1535000,307,307,2277.06,15.4306,156.7199,-60717.68359375
1959.59,1540000,308,308,2279.63,15.3487,156.7445,-60647.08984375
1945.31,1545000,309,309,2290.37,15.2834,156.6697,-61091.69140625
1937.66,1550000,310,310,2281.27,15.5692,156.6059,-60886.50390625
1958.86,1555000,311,311,2269.36,15.5523,156.542,-61052.44921875
1954.34,1560000,312,312,2285.68,15.4712,156.7535,-61119.5390625
1967.58,1565000,313,313,2306.72,15.6468,156.8341,-61359.71875
1967.26,1570000,314,314,2310.06,15.5361,156.7343,-61429.52734375
1965.17,1575000,315,315,2269.89,15.5715,156.5475,-61291.58984375
1942.56,1580000,316,316,2298.29,15.5281,156.59,-61499.609375
1950.94,1585000,317,317,2271.11,15.3925,156.6817,-61594.31640625
1977.89,1590000,318,318,2331.11,15.6737,156.5823,-61895.42578125
1963.03,1595000,319,319,2302.16,15.3802,156.7239,-62017.01953125
1995.01,1600000,320,320,2330.78,15.7996,156.5457,-62153.796875
1975.62,1605000,321,321,2353.5,15.7616,156.6287,-62527.14453125
1971.36,1610000,322,322,2303.57,15.6371,156.7455,-62140.5859375
1936.6,1615000,323,323,2307.81,15.3665,156.7219,-62253.1015625
1975.82,1620000,324,324,2326.92,15.5273,156.7219,-62973.78515625
1948.84,1625000,325,325,2327.9,15.6051,156.6573,-62817.30078125
1974.8,1630000,326,326,2331.46,15.5221,156.6762,-62968.9296875
1968.81,1635000,327,327,2325.44,15.5428,156.6958,-62951.4140625
1981.28,1640000,328,328,2346.98,15.6638,156.668,-63171.5078125
1971.89,1645000,329,329,2352.58,15.4734,156.6828,-63243.88671875
1968.24,1650000,330,330,2317.34,15.3864,156.6307,-62987.06640625
1997.22,1655000,331,331,2353.46,15.5304,156.5946,-63486.90625
1980.19,1660000,332,332,2350.91,15.6129,156.8703,-63590.47265625
1982.12,1665000,333,333,2347.19,15.4749,156.6693,-63532.4765625
1976.34,1670000,334,334,2308.48,15.5723,156.6883,-63644.49609375
1993.21,1675000,335,335,2334.0,15.7283,156.6236,-63589.99609375
1971.79,1680000,336,336,2339.02,15.5634,156.6556,-63975.2109375
1983.23,1685000,337,337,2328.43,15.652,156.6651,-64019.078125
1968.18,1690000,338,338,2295.55,15.5379,156.7432,-63964.26171875
1972.89,1695000,339,339,2332.57,15.5573,156.626,-64407.3671875
1976.68,1700000,340,340,2302.7,15.5388,156.6773,-64115.51953125
1971.63,1705000,341,341,2317.44,15.4683,156.6307,-64171.7578125
1973.45,1710000,342,342,2168.21,15.502,156.7116,-64426.0703125
1973.82,1715000,343,343,2315.05,15.6373,156.6598,-64519.8515625
1977.1,1720000,344,344,2337.02,15.4696,156.6034,-64648.1328125
1995.45,1725000,345,345,2329.5,15.4549,156.5705,-64700.05859375
1976.27,1730000,346,346,2330.08,15.3843,156.6608,-64787.3984375
1966.27,1735000,347,347,2335.64,15.4751,156.6115,-65045.5
1989.38,1740000,348,348,2327.13,15.6399,156.7107,-65186.921875
1969.62,1745000,349,349,2323.72,15.3457,156.6273,-65183.375
1981.78,1750000,350,350,2327.82,15.5664,156.5125,-65215.42578125
1987.68,1755000,351,351,2307.14,15.5183,156.6896,-65323.9921875
1972.55,1760000,352,352,2308.52,15.4482,156.6367,-65519.73828125
1966.23,1765000,353,353,2322.36,15.5017,156.602,-65649.140625
2004.96,1770000,354,354,2345.16,15.6159,156.4878,-66011.1171875
1952.75,1775000,355,355,2311.41,15.5721,156.6804,-66016.84375
1949.93,1780000,356,356,2303.4,15.3817,156.5455,-66153.8828125
1981.98,1785000,357,357,2320.31,15.5246,156.6508,-66152.6171875
1984.72,1790000,358,358,2316.7,15.4466,156.6087,-66162.1484375
1989.47,1795000,359,359,2347.05,15.5033,156.5934,-66215.1484375
1977.66,1800000,360,360,2339.43,15.3409,156.7221,-66531.6953125
1981.66,1805000,361,361,2329.9,15.3758,156.6785,-66631.8671875
1967.62,1810000,362,362,2206.51,15.4378,156.6673,-66594.7578125
1957.81,1815000,363,363,2337.2,15.4298,156.5857,-66898.296875
1962.77,1820000,364,364,2186.1,15.2453,156.5366,-67131.90625
1989.76,1825000,365,365,1944.52,15.3782,156.4935,-67151.2578125
1970.18,1830000,366,366,2314.41,15.2987,156.5492,-66850.1328125
1963.68,1835000,367,367,2311.5,15.4014,156.4979,-67156.8828125
1983.0,1840000,368,368,2177.81,15.1695,156.455,-67143.3671875
1989.95,1845000,369,369,2319.45,15.4129,156.6528,-67515.140625
1949.41,1850000,370,370,2311.42,15.2592,156.603,-67781.6328125
1983.69,1855000,371,371,2321.34,15.3358,156.5876,-67642.203125
1959.87,1860000,372,372,2284.69,15.3776,156.6819,-67426.1796875
1942.21,1865000,373,373,2268.79,15.2844,156.8437,-67572.6171875
1959.47,1870000,374,374,2317.65,15.3388,156.5224,-67738.0
1980.27,1875000,375,375,2202.55,15.379,156.636,-67885.7421875
1964.05,1880000,376,376,2318.81,15.3271,156.6257,-67946.375
1949.84,1885000,377,377,2334.66,15.5092,156.5963,-68033.5859375
1965.96,1890000,378,378,2310.19,15.2085,156.6243,-68225.2421875
1951.14,1895000,379,379,2279.16,15.2908,156.705,-68246.1953125
1939.57,1900000,380,380,2256.41,14.8836,156.5141,-67850.3359375
1917.39,1905000,381,381,2119.72,15.3287,156.5537,-68221.9375
1965.95,1910000,382,382,2176.53,15.2119,156.6942,-68325.40625
1958.67,1915000,383,383,2321.45,15.4466,156.7953,-68676.625
1960.38,1920000,384,384,2011.3,15.2526,156.6143,-68575.75
1952.41,1925000,385,385,2266.58,15.2098,156.5817,-68647.8828125
1958.75,1930000,386,386,2011.25,15.1916,156.5076,-68764.3984375
1960.01,1935000,387,387,2155.79,15.1956,156.7272,-68992.8671875
1938.38,1940000,388,388,2264.1,15.1952,156.589,-68978.796875
1922.75,1945000,389,389,2174.45,15.1876,156.8297,-69038.5546875
1969.4,1950000,390,390,2026.74,15.3199,156.709,-69438.5078125
1971.62,1955000,391,391,2305.04,15.3326,156.5618,-69619.7578125
1953.13,1960000,392,392,2321.79,15.3783,156.7543,-69877.109375
1954.79,1965000,393,393,2042.1,15.3853,156.7931,-69578.3984375
1968.57,1970000,394,394,2039.33,15.2963,156.589,-69717.3046875
