Running Reverse KL,Real Sto Return,Running Forward KL,Real Det Return,Reward Loss,Itration,Running Env Steps,Running Update Time
82.2619,3902.03,83.4716,4909.9,-8047.697265625,143,715000,143
71.4275,4838.32,75.9322,5113.22,-8021.77734375,144,720000,144
72.0862,5173.79,77.5435,5318.11,-8148.59814453125,145,725000,145
76.1374,4900.02,79.0747,5285.42,-8412.9267578125,146,730000,146
78.9772,4663.44,79.8356,5189.13,-8601.4892578125,147,735000,147
81.2407,3810.91,79.6007,4763.97,-8775.1259765625,148,740000,148
82.7298,4587.95,78.9427,5340.92,-8963.125,149,745000,149
73.5344,4798.25,78.6305,4792.76,-9023.30078125,150,750000,150
73.2898,5146.75,77.9503,5301.68,-9291.4619140625,151,755000,151
76.6689,5126.58,78.93,4715.28,-9412.044921875,152,760000,152
72.7427,4351.64,78.9026,5265.02,-9295.30078125,153,765000,153
76.489,4660.32,79.5503,5167.88,-9747.2021484375,154,770000,154
81.8009,5150.07,80.0431,5190.8,-9795.9931640625,155,775000,155
74.4037,5040.97,79.6914,5444.6,-9993.580078125,156,780000,156
74.2646,5058.87,79.958,5197.74,-10068.7333984375,157,785000,157
66.1928,4107.33,71.478,4787.7,-10149.990234375,158,790000,158
75.4883,4063.08,79.7645,4988.31,-10608.6220703125,159,795000,159
72.2144,4965.43,73.003,5228.09,-10629.220703125,160,800000,160
69.5257,4830.4,71.9312,5061.78,-10540.580078125,161,805000,161
75.9923,4641.0,74.5709,5011.31,-11054.060546875,162,810000,162
65.7002,4612.68,72.0555,5280.22,-11081.080078125,163,815000,163
65.6447,4640.18,73.4312,5348.72,-11183.40234375,164,820000,164
71.3671,4998.22,73.5131,5563.61,-11320.8828125,165,825000,165
81.3889,4669.62,81.2168,5401.76,-11741.7529296875,166,830000,166
73.2448,4915.49,78.2862,5543.94,-11879.15234375,167,835000,167
78.6901,4928.28,80.8739,5483.15,-12080.5888671875,168,840000,168
69.1104,5052.7,72.6581,5494.05,-11935.7001953125,169,845000,169
74.6225,4779.64,76.7627,5344.23,-12483.1826171875,170,850000,170
71.2685,4595.72,73.8949,5448.16,-12431.7080078125,171,855000,171
81.1601,4617.48,80.1295,5275.61,-13009.38671875,172,860000,172
74.4001,3796.6,79.0113,5194.64,-13062.43359375,173,865000,173
82.3753,3980.9,80.1332,5406.77,-13391.16015625,174,870000,174
78.1564,4545.16,78.3256,5327.13,-13486.4287109375,175,875000,175
67.8722,3827.77,71.0623,5031.69,-13447.7265625,176,880000,176
69.5665,4748.58,74.7982,5500.49,-13777.1171875,177,885000,177
84.3851,4485.9,81.3406,4604.15,-14328.5732421875,178,890000,178
73.8107,4294.86,78.2208,4849.75,-14265.8359375,179,895000,179
75.3015,4092.34,77.746,5078.42,-14337.5068359375,180,900000,180
75.8446,4778.47,79.1036,5304.32,-14741.7919921875,181,905000,181
71.0164,4883.17,73.1083,5055.05,-14756.88671875,182,910000,182
83.0181,4701.08,79.8916,4778.65,-15246.2802734375,183,915000,183
69.09,4623.94,78.3762,5433.3,-15113.072265625,184,920000,184
73.4481,4254.95,77.9354,4936.8,-15529.064453125,185,925000,185
74.6968,4970.39,78.1544,5469.65,-16015.1845703125,186,930000,186
74.9476,4575.86,79.2707,5590.34,-15976.8212890625,187,935000,187
72.8082,4657.89,79.4727,5240.37,-16214.5830078125,188,940000,188
77.6346,5210.24,79.4661,5207.03,-16168.658203125,189,945000,189
84.1554,5128.36,80.2655,5008.23,-17157.44140625,190,950000,190
75.0681,5114.15,79.2427,5590.75,-17013.5859375,191,955000,191
73.0294,5023.03,77.7578,5128.35,-17074.767578125,192,960000,192
77.2266,5161.31,78.217,5067.4,-17316.986328125,193,965000,193
75.7094,4935.19,81.0025,5254.56,-17605.48828125,194,970000,194
78.6585,4762.23,79.6557,5674.82,-17860.744140625,195,975000,195
75.8119,5013.35,79.4539,5494.16,-17941.716796875,196,980000,196
76.5196,5174.87,80.6837,5491.74,-18505.3203125,197,985000,197
77.3239,4868.13,79.3272,4843.85,-18861.859375,198,990000,198
74.9533,5220.83,78.897,5574.98,-18686.42578125,199,995000,199
73.631,4501.72,75.0575,5191.16,-18809.30078125,200,1000000,200
73.1321,4300.85,77.788,5155.55,-19251.494140625,201,1005000,201
68.3644,5272.93,71.0435,5068.18,-18852.595703125,202,1010000,202
78.625,5058.65,80.1668,5464.24,-19629.1796875,203,1015000,203
74.8867,4713.56,73.47,5592.66,-19605.615234375,204,1020000,204
78.1486,5136.05,80.1944,5453.25,-20114.1484375,205,1025000,205
79.5577,4786.81,80.9848,5405.1,-20566.68359375,206,1030000,206
72.5388,5183.08,78.9375,5678.7,-20511.880859375,207,1035000,207
78.5062,5220.94,78.6386,5263.68,-20874.5625,208,1040000,208
79.9472,4973.23,80.9555,5269.14,-21280.98828125,209,1045000,209
83.5842,4963.16,81.4848,5626.1,-21371.18359375,210,1050000,210
80.1607,4491.64,78.6727,5286.14,-21617.19140625,211,1055000,211
80.5093,5363.93,79.2488,5704.2,-21968.732421875,212,1060000,212
72.1977,5070.56,74.634,5661.78,-21470.484375,213,1065000,213
83.3556,5084.59,80.7107,5592.79,-22238.845703125,214,1070000,214
78.808,5029.76,80.4181,5713.06,-22286.44921875,215,1075000,215
79.2164,5337.15,79.3814,5266.13,-22760.658203125,216,1080000,216
80.3011,5132.17,79.8929,5492.52,-22846.146484375,217,1085000,217
75.1672,4358.4,73.2511,5375.95,-22541.728515625,218,1090000,218
76.143,4948.2,72.1549,4942.22,-22853.314453125,219,1095000,219
79.9958,4584.04,80.7551,5686.27,-23598.06640625,220,1100000,220
80.8601,4923.42,80.4444,5411.17,-23646.53125,221,1105000,221
78.8358,4631.49,78.854,4962.65,-23946.001953125,222,1110000,222
81.1995,5151.13,80.4064,5551.28,-24583.32421875,223,1115000,223
74.0269,5400.95,77.2106,5712.12,-23979.703125,224,1120000,224
84.482,4795.35,78.9521,5487.56,-24574.7890625,225,1125000,225
73.2199,4666.02,78.5613,5458.7,-24416.568359375,226,1130000,226
74.3194,4855.31,75.6017,5259.57,-24498.318359375,227,1135000,227
73.6636,5164.85,74.0193,5633.01,-24667.634765625,228,1140000,228
79.037,4421.3,78.5806,5464.91,-25145.197265625,229,1145000,229
78.5669,5124.53,77.6133,5643.06,-25253.76953125,230,1150000,230
79.7804,5085.94,79.6878,5550.76,-25704.236328125,231,1155000,231
73.543,5190.34,73.3677,5782.76,-25488.037109375,232,1160000,232
74.4066,4998.69,77.3858,5740.06,-26002.072265625,233,1165000,233
77.9294,4966.03,74.6452,5527.14,-26090.677734375,234,1170000,234
79.8526,4648.11,78.8467,5612.24,-26397.09765625,235,1175000,235
77.9105,5485.28,78.57,5733.97,-26732.81640625,236,1180000,236
81.8829,5148.82,78.9901,5520.06,-27156.67578125,237,1185000,237
81.4068,4658.76,79.6342,5648.83,-27172.07421875,238,1190000,238
77.4637,4845.64,78.5839,5758.28,-27210.95703125,239,1195000,239
80.3976,5233.5,80.3209,4845.82,-27526.705078125,240,1200000,240
77.6708,4995.74,77.665,5109.88,-27508.63671875,241,1205000,241
79.9834,4529.16,79.4379,5763.54,-27859.626953125,242,1210000,242
80.4904,4128.7,77.8424,5572.82,-27963.302734375,243,1215000,243
77.7028,5344.63,78.8833,5561.49,-28225.65234375,244,1220000,244
76.8724,5484.23,75.3309,5409.44,-27864.953125,245,1225000,245
80.9271,5046.26,79.7554,5358.81,-28762.630859375,246,1230000,246
80.3241,4654.46,80.3251,5656.61,-28384.33984375,247,1235000,247
63.1513,4629.5,69.5087,5630.25,-26701.380859375,248,1240000,248
77.8775,4761.02,79.2535,5516.81,-29390.34765625,249,1245000,249
77.1158,5314.85,79.3322,5424.76,-29311.41015625,250,1250000,250
79.4243,4921.85,78.6638,5290.48,-29404.54296875,251,1255000,251
83.6097,5149.13,80.863,5419.8,-30122.0390625,252,1260000,252
76.8949,5366.88,77.1832,5368.73,-29488.615234375,253,1265000,253
79.7589,5501.86,79.2945,5804.65,-30094.056640625,254,1270000,254
76.7086,4962.48,79.0722,5616.13,-29767.876953125,255,1275000,255
78.5319,4890.98,79.5941,5435.98,-30440.591796875,256,1280000,256
77.68,5024.69,80.8282,5391.47,-30637.248046875,257,1285000,257
78.4711,5324.26,79.8734,5200.88,-30876.078125,258,1290000,258
80.4743,5525.69,81.2026,5812.78,-31103.892578125,259,1295000,259
76.4883,5276.3,78.9296,5383.59,-30980.638671875,260,1300000,260
71.7587,5367.14,72.2975,5653.44,-30624.9375,261,1305000,261
80.4658,5224.7,80.1305,5691.65,-31356.498046875,262,1310000,262
77.6835,5490.29,78.1125,5795.86,-31474.3671875,263,1315000,263
74.8194,5173.35,74.4586,5490.15,-30794.16015625,264,1320000,264
81.5418,5015.3,80.2124,5795.2,-32326.30078125,265,1325000,265
77.7564,5551.23,78.1268,5673.72,-32226.02734375,266,1330000,266
77.0304,5532.35,79.491,5816.72,-32064.005859375,267,1335000,267
77.5473,5019.54,78.9353,5838.6,-32391.271484375,268,1340000,268
71.3742,5480.27,73.4275,5752.15,-31586.24609375,269,1345000,269
69.6557,5327.75,71.4477,5875.81,-31160.86328125,270,1350000,270
79.064,5567.26,78.1338,5848.27,-33030.26953125,271,1355000,271
73.0145,5056.11,73.3891,5692.99,-32040.513671875,272,1360000,272
76.0069,5208.52,79.443,5755.54,-33174.7578125,273,1365000,273
76.7783,4893.75,78.2924,5870.71,-33388.03125,274,1370000,274
83.092,4546.04,80.96,5408.89,-34189.04296875,275,1375000,275
73.1822,5558.26,74.0082,5867.73,-32981.32421875,276,1380000,276
75.6551,5171.41,78.3641,5792.0,-34001.4296875,277,1385000,277
77.4598,5264.47,79.0302,5624.47,-34154.28515625,278,1390000,278
74.7005,5521.47,77.3664,5719.57,-33781.25390625,279,1395000,279
69.38,5018.29,71.8734,5058.7,-33028.00390625,280,1400000,280
66.5428,5343.62,70.204,5847.4,-32173.720703125,281,1405000,281
69.4703,4984.81,73.5166,5612.42,-33814.13671875,282,1410000,282
77.2033,5001.29,77.6903,5677.75,-34979.07421875,283,1415000,283
75.7572,5534.91,78.367,5916.11,-34931.984375,284,1420000,284
75.4208,5348.81,75.5876,5688.16,-34726.35546875,285,1425000,285
74.3868,5505.16,77.9645,5671.1,-35608.2109375,286,1430000,286
74.2842,4901.02,77.7235,5928.48,-35748.37109375,287,1435000,287
77.9283,5116.94,78.9702,5778.99,-36249.13671875,288,1440000,288
74.7053,4679.23,77.9502,5622.97,-36253.04296875,289,1445000,289
75.1991,5304.78,78.3442,5747.64,-36272.23046875,290,1450000,290
75.7097,4844.0,78.635,5693.26,-36517.3671875,291,1455000,291
76.9136,5089.76,79.422,5908.31,-36801.0625,292,1460000,292
69.5916,5146.94,73.701,5840.61,-35776.8125,293,1465000,293
75.7839,5044.02,78.0438,5395.48,-37106.125,294,1470000,294
72.2635,4772.65,76.9941,5653.19,-36661.41015625,295,1475000,295
72.5165,5041.13,77.2475,5805.94,-37225.3515625,296,1480000,296
74.136,4438.69,77.2216,5749.53,-38033.7265625,297,1485000,297
71.512,4875.81,76.4362,5773.7,-37077.05859375,298,1490000,298
71.283,4969.46,75.7294,5989.83,-37821.84375,299,1495000,299
73.3265,5013.45,77.8707,5530.06,-38064.09375,300,1500000,300
68.7455,5301.18,73.0844,5585.78,-37252.6953125,301,1505000,301
71.287,4860.59,77.3949,5555.82,-38139.6484375,302,1510000,302
72.4633,4513.5,77.7688,5565.42,-38028.42578125,303,1515000,303
71.9736,5029.13,77.5099,5339.71,-38918.515625,304,1520000,304
66.1182,4257.92,74.6869,5823.33,-37480.6015625,305,1525000,305
63.2157,4840.41,70.6667,5600.81,-36237.859375,306,1530000,306
72.8909,5416.92,77.2801,5660.24,-38903.125,307,1535000,307
70.5544,5518.31,77.0394,5594.23,-40190.2421875,308,1540000,308
71.0412,5204.7,77.6841,5132.73,-39092.609375,309,1545000,309
64.5395,5019.44,75.2347,5052.83,-38032.84375,310,1550000,310
69.0945,5525.06,75.2235,5643.23,-38327.6015625,311,1555000,311
69.1298,5143.63,77.0945,5897.37,-39010.8671875,312,1560000,312
69.6637,5440.58,77.3537,5014.52,-39738.0390625,313,1565000,313
71.2301,4821.16,76.5722,5536.7,-40370.8671875,314,1570000,314
71.9738,5471.85,78.1396,5385.93,-40673.6796875,315,1575000,315
63.1358,5421.02,70.6275,5281.09,-38204.1640625,316,1580000,316
63.6862,4835.87,70.7553,5654.64,-38488.03515625,317,1585000,317
72.0647,5408.16,77.3821,5610.46,-41783.7890625,318,1590000,318
70.5234,5330.71,76.2648,5565.14,-41783.3984375,319,1595000,319
67.8938,5265.93,76.2179,5710.52,-41554.203125,320,1600000,320
68.0112,4904.12,75.8237,5397.79,-41745.25390625,321,1605000,321
66.6651,4968.46,71.6906,5796.64,-40607.78125,322,1610000,322
69.4633,4878.66,76.9674,5929.09,-42232.140625,323,1615000,323
67.324,4647.18,75.5967,5585.86,-41860.11328125,324,1620000,324
66.1618,4560.24,73.4438,5419.61,-42242.82421875,325,1625000,325
67.8575,5495.48,75.7034,5974.38,-42615.484375,326,1630000,326
63.2984,5290.77,70.8948,5461.78,-40362.4375,327,1635000,327
67.7715,4844.99,72.9941,5402.61,-41729.91015625,328,1640000,328
67.5076,5036.16,75.7433,6021.42,-43045.5546875,329,1645000,329
63.7573,5026.92,70.4809,5375.37,-41080.0859375,330,1650000,330
60.5831,5352.71,69.5657,5900.31,-40332.45703125,331,1655000,331
67.4658,5414.55,75.1642,5939.73,-43764.265625,332,1660000,332
61.2838,4588.95,69.3661,5406.24,-41300.22265625,333,1665000,333
68.9226,4473.52,75.4922,6002.79,-44361.1953125,334,1670000,334
61.4759,5426.33,69.124,5763.88,-41315.2890625,335,1675000,335
64.6634,5148.57,73.0422,5643.88,-43280.01171875,336,1680000,336
68.1074,4348.67,75.7133,5698.24,-43957.40234375,337,1685000,337
66.0568,4675.54,73.3012,4639.91,-43312.0390625,338,1690000,338
64.0667,5130.41,71.6933,5603.35,-43300.1015625,339,1695000,339
61.9638,5241.63,70.6478,5958.89,-42706.2734375,340,1700000,340
69.9321,5565.44,77.3459,5845.99,-45981.7734375,341,1705000,341
69.166,5328.76,76.0008,5866.49,-46178.24609375,342,1710000,342
63.911,5624.84,70.9082,5836.1,-43785.171875,343,1715000,343
66.993,5219.13,72.0745,5889.87,-44716.953125,344,1720000,344
73.1176,5235.19,77.9539,5932.79,-46910.2890625,345,1725000,345
65.2151,5397.23,74.7979,5636.33,-46554.6953125,346,1730000,346
72.0072,5552.75,77.1783,5938.4,-47576.4921875,347,1735000,347
70.9991,5494.52,77.1131,5707.58,-47791.921875,348,1740000,348
65.0953,5272.77,73.254,5200.36,-46968.9921875,349,1745000,349
72.9338,4915.67,77.018,5606.08,-48348.109375,350,1750000,350
60.6365,4781.0,70.8073,5809.66,-44786.8984375,351,1755000,351
58.8588,5472.34,69.1623,5591.17,-43386.6875,352,1760000,352
54.7895,4930.92,68.1749,5831.36,-41875.05859375,353,1765000,353
70.0944,5004.94,74.4798,5753.97,-48365.12109375,354,1770000,354
71.0623,4963.35,76.4368,5584.99,-49109.76953125,355,1775000,355
62.5363,5481.56,69.6024,5549.49,-45780.4375,356,1780000,356
69.492,5056.03,77.3582,5944.57,-49170.7109375,357,1785000,357
72.206,5340.05,76.4007,4750.72,-49698.13671875,358,1790000,358
73.9825,4615.57,78.0732,4881.31,-50231.73828125,359,1795000,359
71.9683,5370.67,76.8919,5679.28,-50918.5703125,360,1800000,360
73.0804,4509.78,77.5242,5513.55,-50891.5390625,361,1805000,361
75.3186,5489.1,77.9299,5517.22,-51866.53515625,362,1810000,362
72.9789,5505.97,77.574,5995.19,-51855.7734375,363,1815000,363
73.0932,5336.88,76.9575,5899.53,-51342.69921875,364,1820000,364
72.997,5207.15,76.7439,5533.92,-51470.25390625,365,1825000,365
71.4146,4993.12,73.1348,5582.13,-50949.06640625,366,1830000,366
70.706,5187.21,75.2818,5871.52,-52328.734375,367,1835000,367
70.674,5180.66,76.8937,5964.06,-52584.546875,368,1840000,368
74.4139,5225.62,77.5533,5935.37,-53543.41015625,369,1845000,369
71.2734,5132.57,76.5942,5911.51,-53211.7890625,370,1850000,370
72.449,5229.91,76.5124,5928.87,-52981.92578125,371,1855000,371
72.9769,5500.69,76.6675,5838.6,-53388.265625,372,1860000,372
67.0842,5425.37,72.773,5779.91,-50481.76953125,373,1865000,373
69.6112,5313.33,76.1572,5720.7,-52778.1875,374,1870000,374
73.4891,4293.41,78.0114,5238.9,-54367.9765625,375,1875000,375
69.5848,4416.18,76.1997,5960.91,-53869.42578125,376,1880000,376
72.1647,5175.7,75.5992,5965.1,-54565.859375,377,1885000,377
67.9077,5044.51,74.051,5724.57,-53872.91015625,378,1890000,378
70.7977,5366.98,76.3092,5639.43,-55210.12890625,379,1895000,379
69.7277,5412.98,78.0049,5442.55,-55061.5625,380,1900000,380
63.9035,4987.94,71.3063,5908.85,-51686.421875,381,1905000,381
73.0455,5347.84,76.4218,5973.13,-56066.80859375,382,1910000,382
69.6256,4795.7,75.5057,5644.2,-55787.671875,383,1915000,383
65.9998,5403.13,70.9539,5615.5,-52687.8828125,384,1920000,384
74.2689,4668.12,76.2657,5979.31,-56591.92578125,385,1925000,385
73.053,4973.11,76.4307,5456.27,-56389.54296875,386,1930000,386
60.1656,5446.13,69.7995,5318.57,-51619.2578125,387,1935000,387
72.2509,5329.4,76.9139,5413.43,-56728.69921875,388,1940000,388
73.5237,5367.64,77.3769,5674.47,-57675.7265625,389,1945000,389
70.6876,5138.89,75.508,5766.63,-56655.6328125,390,1950000,390
69.8417,5054.63,75.6938,5773.86,-57067.59375,391,1955000,391
