Running Reverse KL,Running Forward KL,Reward Loss,Itration,Real Sto Return,Running Update Time,Real Det Return,Running Env Steps
156.1083,326.2189,-38143.53125,100,3995.42,100,5077.14,500000
145.4443,317.7019,-42725.78125,101,2024.13,101,4946.68,505000
128.8071,319.277,-37741.83984375,102,3550.8,102,2448.64,510000
141.2805,321.0287,-38992.23046875,103,4146.1,103,5141.11,515000
148.9264,322.828,-39372.15234375,104,4264.66,104,4779.09,520000
143.4348,321.6718,-40388.03125,105,3404.81,105,4674.73,525000
150.2122,321.834,-41314.515625,106,4271.59,106,5036.09,530000
132.256,313.6188,-36972.33203125,107,4190.67,107,4228.06,535000
143.5489,319.1208,-41033.3828125,108,4116.33,108,4892.92,540000
129.7327,310.85,-38841.0234375,109,3837.42,109,4632.91,545000
170.7025,321.066,-46677.74609375,110,2450.44,110,3283.98,550000
136.1924,315.5287,-40773.29296875,111,3830.23,111,4721.08,555000
190.8558,328.0468,-50092.203125,112,2184.01,112,3394.34,560000
160.5033,316.7686,-48134.19921875,113,3876.75,113,3509.37,565000
145.1924,321.1469,-45250.515625,114,3472.83,114,3295.05,570000
233.471,357.5417,-62129.4375,115,1776.98,115,1511.6,575000
177.5033,332.4148,-51847.01171875,116,3202.67,116,2726.92,580000
147.4296,324.098,-47150.93359375,117,3878.64,117,3850.5,585000
159.806,323.6928,-50567.14453125,118,4297.69,118,2306.84,590000
143.3871,321.6395,-44746.63671875,119,4090.53,119,4292.22,595000
192.3634,336.6902,-55709.2265625,120,3505.82,120,3258.55,600000
205.5952,347.0901,-60884.953125,121,2892.85,121,3334.44,605000
143.0319,325.8782,-49579.671875,122,4720.51,122,2846.33,610000
126.6642,319.0556,-47045.45703125,123,3373.36,123,4804.34,615000
148.0615,323.6345,-52365.38671875,124,4443.72,124,3748.34,620000
129.7167,319.1663,-50878.12109375,125,4614.49,125,5036.34,625000
134.3695,321.5413,-50863.203125,126,4684.51,126,4746.78,630000
167.5286,329.3895,-56274.37890625,127,3735.78,127,4231.69,635000
132.2171,317.8875,-50345.78125,128,4997.71,128,5099.11,640000
139.998,321.6295,-54300.64453125,129,4367.29,129,4275.13,645000
146.9449,324.3747,-55516.60546875,130,4718.33,130,4221.74,650000
155.0464,325.949,-59263.859375,131,3855.11,131,4030.59,655000
140.5268,320.9103,-56758.7734375,132,4681.66,132,4788.87,660000
141.937,330.7925,-59730.2265625,133,4369.42,133,3105.92,665000
152.8769,330.6627,-61731.5,134,3961.92,134,4255.43,670000
124.3837,315.8905,-57034.3203125,135,4163.9,135,3462.57,675000
120.72,322.0947,-59532.51953125,136,4675.35,136,4636.01,680000
169.6948,337.1244,-65931.0078125,137,3344.21,137,2582.81,685000
139.9257,328.9961,-64774.8359375,138,4273.26,138,3739.33,690000
143.8874,329.2264,-65036.16015625,139,4056.1,139,3149.85,695000
143.7161,328.2459,-66506.609375,140,4692.06,140,4120.84,700000
155.6998,334.3008,-68241.6328125,141,3693.71,141,4324.24,705000
145.2617,329.1774,-67957.8671875,142,4494.49,142,4131.45,710000
151.7594,332.3693,-67875.546875,143,4774.19,143,3462.42,715000
153.1647,326.9526,-68755.21875,144,4759.93,144,4898.34,720000
142.9545,320.802,-68870.96875,145,4801.24,145,5035.07,725000
150.2109,334.1981,-71401.9609375,146,4732.17,146,4733.72,730000
147.3277,330.272,-71139.65625,147,4707.93,147,4434.09,735000
140.5384,326.1452,-70439.953125,148,4555.42,148,4729.72,740000
155.613,328.9115,-71582.96875,149,4808.28,149,5070.7,745000
171.6626,343.5416,-73444.4453125,150,4155.42,150,4230.92,750000
179.9609,337.7162,-74698.4609375,151,4553.84,151,5068.71,755000
139.7576,324.9882,-72192.546875,152,4797.21,152,5021.26,760000
131.969,319.6165,-72734.953125,153,5043.87,153,4959.47,765000
121.3936,312.6452,-70580.0703125,154,5033.26,154,5048.36,770000
148.7303,329.3585,-75371.078125,155,4985.27,155,4408.93,775000
352.4853,468.164,-80685.53125,156,313.78,156,311.81,780000
319.156,425.8693,-80335.5234375,157,557.9,157,579.11,785000
331.9455,397.4209,-79408.46875,158,892.22,158,1022.9,790000
277.9023,398.5781,-77070.6171875,159,2067.13,159,2726.65,795000
190.7642,365.95,-74804.03125,160,2692.79,160,3562.52,800000
159.242,350.4212,-72302.7265625,161,4425.56,161,5041.87,805000
161.251,343.0982,-71697.28125,162,3615.49,162,3896.47,810000
153.2671,333.8831,-70193.7421875,163,4326.36,163,4886.77,815000
258.9053,385.6418,-80764.96875,164,1903.55,164,2076.09,820000
264.2504,376.3976,-78684.71875,165,1697.71,165,1523.06,825000
136.7393,327.3794,-70130.1015625,166,3937.93,166,5036.89,830000
144.5212,328.9867,-72448.828125,167,5043.24,167,5037.25,835000
130.4837,323.0596,-72537.1171875,168,4633.06,168,5127.94,840000
243.2861,356.6812,-76998.828125,169,2346.01,169,2973.32,845000
297.3622,428.2237,-79637.3828125,170,793.96,170,579.05,850000
134.961,320.1617,-73882.09375,171,4424.88,171,4427.91,855000
171.8131,331.5169,-72486.3125,172,3331.86,172,2194.85,860000
162.3531,316.294,-71402.234375,173,3259.1,173,4670.95,865000
120.0653,314.2082,-74022.421875,174,4566.3,174,4664.67,870000
172.2228,333.2692,-76957.453125,175,2644.42,175,2291.33,875000
143.8612,333.593,-75682.7265625,176,4253.36,176,4322.89,880000
158.867,334.5549,-75493.671875,177,2738.2,177,2629.86,885000
128.8114,325.7011,-73373.65625,178,3460.76,178,2675.72,890000
265.1373,413.1401,-77981.6875,179,932.46,179,770.42,895000
178.6095,353.8564,-76961.609375,180,3460.01,180,3380.08,900000
145.3614,338.2397,-77713.328125,181,3066.31,181,3668.32,905000
147.2748,331.2316,-79563.234375,182,4460.2,182,4680.12,910000
134.9181,329.0142,-81109.5546875,183,4965.74,183,4794.07,915000
124.675,323.9636,-79917.515625,184,4983.83,184,5121.02,920000
157.8364,323.0698,-80475.03125,185,4564.71,185,4938.95,925000
167.8299,331.1693,-75930.390625,186,3530.73,186,3850.68,930000
116.1731,307.7969,-75541.046875,187,4112.25,187,4959.99,935000
147.9859,318.4507,-76508.1015625,188,3837.69,188,4128.36,940000
213.8967,351.1228,-78891.7890625,189,2508.63,189,2368.13,945000
144.8701,316.2473,-74631.265625,190,3556.49,190,2640.91,950000
156.8444,341.9876,-81070.2734375,191,3390.82,191,2490.3,955000
132.8419,328.4043,-77627.78125,192,3929.05,192,4904.39,960000
143.5852,336.1129,-78827.9296875,193,3456.97,193,2925.48,965000
203.1816,351.6498,-80017.125,194,2713.72,194,1620.7,970000
127.8627,328.7682,-79522.7578125,195,4373.66,195,4361.52,975000
154.865,332.206,-80689.1484375,196,3225.0,196,3205.8,980000
242.2634,383.7123,-81838.34375,197,921.4,197,941.98,985000
147.6519,344.6183,-87032.1171875,198,4656.7,198,4819.69,990000
251.4667,389.9435,-82585.6171875,199,2142.11,199,3541.74,995000
135.8233,335.9269,-84139.7578125,200,4735.5,200,4816.64,1000000
136.2484,332.6131,-82363.671875,201,4929.41,201,4703.8,1005000
125.4404,316.0357,-83332.890625,202,4620.26,202,5010.17,1010000
125.5896,322.2869,-83164.4375,203,4947.11,203,5013.69,1015000
136.063,329.8261,-82140.890625,204,3798.24,204,4283.66,1020000
172.6081,346.938,-80593.109375,205,4444.38,205,4255.02,1025000
143.4998,330.6078,-82163.6640625,206,3596.69,206,3925.77,1030000
118.1606,317.1762,-82915.0078125,207,4389.79,207,4638.7,1035000
156.79,331.9005,-82681.1953125,208,3227.05,208,3660.27,1040000
123.8839,319.6974,-82382.4921875,209,4363.32,209,4746.27,1045000
122.1996,333.956,-85810.21875,210,4616.49,210,3998.17,1050000
123.9907,324.6018,-87212.0,211,4799.19,211,3949.15,1055000
162.9357,341.8307,-84547.640625,212,3320.34,212,2255.14,1060000
144.2755,326.8582,-84462.2890625,213,3578.73,213,1369.2,1065000
184.0806,329.4525,-81493.15625,214,1927.06,214,2264.72,1070000
229.7536,364.3207,-80446.078125,215,1080.22,215,565.78,1075000
255.6633,393.2747,-80224.40625,216,662.85,216,561.53,1080000
203.9185,357.881,-84844.8515625,217,1864.37,217,2234.43,1085000
185.725,359.5657,-84228.4921875,218,2591.71,218,2569.45,1090000
233.82,369.1727,-81361.921875,219,1413.39,219,391.29,1095000
185.4431,334.5482,-77166.015625,220,2551.81,220,2767.9,1100000
325.334,407.3992,-81680.7734375,221,437.87,221,420.12,1105000
339.5799,501.7918,-81263.625,222,125.92,222,106.69,1110000
285.6071,451.5604,-81855.34375,223,293.21,223,309.63,1115000
341.6888,460.0453,-82675.1796875,224,314.71,224,323.14,1120000
274.3114,399.016,-84213.609375,225,720.39,225,726.71,1125000
348.9073,464.0296,-87254.765625,226,276.04,226,284.35,1130000
414.4999,530.2601,-90367.4296875,227,147.26,227,148.36,1135000
464.9604,493.5019,-89849.640625,228,125.58,228,128.06,1140000
359.8864,470.6557,-88476.2421875,229,122.49,229,128.87,1145000
389.2497,429.813,-90076.3203125,230,172.68,230,166.6,1150000
411.8511,523.1924,-86481.703125,231,152.33,231,154.92,1155000
443.1714,460.7348,-90082.296875,232,139.89,232,138.27,1160000
456.0707,488.0525,-90547.5546875,233,156.62,233,137.07,1165000
438.1055,562.2901,-87673.2890625,234,158.58,234,136.68,1170000
340.9776,472.2402,-86769.1328125,235,146.81,235,121.46,1175000
406.9392,597.7073,-87197.4609375,236,110.29,236,102.05,1180000
325.9662,549.1634,-87018.90625,237,81.7,237,67.6,1185000
414.4822,520.026,-87593.7109375,238,106.61,238,71.04,1190000
405.7244,581.2074,-84501.78125,239,161.2,239,172.9,1195000
389.0583,524.2982,-87556.515625,240,165.62,240,189.71,1200000
419.4177,574.4625,-92471.234375,241,88.08,241,82.89,1205000
667.798,615.9538,-93872.6796875,242,96.7,242,76.7,1210000
753.6953,640.1548,-93977.328125,243,67.42,243,68.19,1215000
1017.6226,700.0571,-95985.21875,244,62.09,244,61.69,1220000
845.8507,626.8813,-95569.6796875,245,64.76,245,60.9,1225000
1034.281,686.9187,-95658.5078125,246,63.42,246,63.44,1230000
1016.9435,635.4651,-94498.0859375,247,62.03,247,62.14,1235000
743.8797,674.6639,-95687.3671875,248,61.54,248,61.06,1240000
576.7308,742.001,-97091.5703125,249,58.03,249,57.74,1245000
926.5431,735.6058,-97390.6640625,250,57.01,250,57.59,1250000
863.7134,703.6996,-97365.03125,251,64.35,251,63.47,1255000
605.7939,708.1637,-97471.0390625,252,57.36,252,54.36,1260000
861.4809,751.3784,-97476.28125,253,54.86,253,54.6,1265000
505.5765,747.6385,-97478.828125,254,51.84,254,51.01,1270000
522.6445,739.074,-97043.578125,255,52.01,255,50.72,1275000
772.6642,733.9668,-97505.9765625,256,53.21,256,53.06,1280000
516.8042,722.2502,-97768.7265625,257,50.27,257,50.74,1285000
522.6699,722.5994,-97931.6171875,258,57.23,258,57.57,1290000
474.1783,709.9247,-97636.34375,259,54.93,259,55.22,1295000
518.915,684.2171,-97781.2109375,260,54.95,260,54.07,1300000
550.698,694.2156,-97895.375,261,57.43,261,57.52,1305000
558.2924,705.3533,-98107.53125,262,54.94,262,54.34,1310000
600.0024,705.8406,-98040.28125,263,59.38,263,59.96,1315000
1057.6511,691.2599,-98437.1015625,264,57.45,264,58.11,1320000
756.5501,713.4267,-98456.9453125,265,57.81,265,57.84,1325000
1459.3714,709.6658,-98504.375,266,57.86,266,57.2,1330000
455.8371,631.3996,-96936.2578125,267,73.88,267,63.63,1335000
1333.0714,672.336,-98310.0859375,268,67.47,268,64.58,1340000
748.1571,625.4325,-97166.0859375,269,187.14,269,182.99,1345000
515.2814,579.9821,-96725.4140625,270,219.65,270,215.76,1350000
633.6506,544.9225,-97098.4921875,271,336.7,271,337.48,1355000
362.3839,538.9126,-95758.2890625,272,297.24,272,294.61,1360000
394.3654,532.7738,-94265.21875,273,415.9,273,470.04,1365000
393.4197,526.1024,-95144.3828125,274,371.43,274,408.65,1370000
889.0604,620.9503,-96506.1171875,275,100.6,275,80.8,1375000
629.3269,669.4149,-96296.484375,276,105.97,276,101.51,1380000
424.3446,713.8241,-96353.890625,277,59.5,277,59.3,1385000
2264.5044,729.3908,-98413.9609375,278,54.28,278,54.5,1390000
1512.7524,739.272,-98414.71875,279,57.96,279,58.01,1395000
593.4533,729.4524,-98482.6171875,280,58.18,280,58.42,1400000
1029.1232,735.473,-98731.4609375,281,55.67,281,54.83,1405000
2605.9,741.6896,-98756.109375,282,57.64,282,57.63,1410000
600.2642,727.3996,-98240.2109375,283,56.72,283,56.74,1415000
1617.9434,727.9804,-98606.40625,284,57.0,284,56.92,1420000
1114.1943,722.773,-98715.046875,285,50.9,285,51.51,1425000
1347.9812,736.9126,-98955.546875,286,50.06,286,49.81,1430000
473.5293,723.6175,-98241.328125,287,55.09,287,54.34,1435000
464.767,723.0911,-98138.2734375,288,54.51,288,57.35,1440000
440.656,721.2441,-97910.28125,289,50.78,289,48.24,1445000
684.6731,728.402,-98129.28125,290,53.83,290,54.19,1450000
492.8959,726.7663,-98343.9765625,291,56.88,291,56.87,1455000
481.2686,726.528,-98494.84375,292,51.94,292,52.56,1460000
481.9697,716.8656,-98567.71875,293,52.52,293,53.15,1465000
501.1577,725.5359,-98577.5390625,294,50.38,294,49.63,1470000
2038.791,733.2794,-99062.0703125,295,57.65,295,57.86,1475000
519.3015,721.9833,-98830.6484375,296,58.39,296,58.44,1480000
478.2979,718.81,-98662.53125,297,57.01,297,56.89,1485000
542.3537,707.1971,-98565.296875,298,49.34,298,48.96,1490000
652.2472,718.7091,-99125.59375,299,49.23,299,49.18,1495000
520.6345,709.7979,-98939.15625,300,53.38,300,53.26,1500000
494.7182,710.4664,-99154.9921875,301,57.38,301,57.69,1505000
579.9973,720.1545,-99114.375,302,53.98,302,53.69,1510000
587.671,715.5595,-99099.6484375,303,48.08,303,45.66,1515000
609.8944,716.5094,-99118.8203125,304,51.13,304,51.1,1520000
527.3321,733.6467,-99060.328125,305,55.38,305,55.38,1525000
562.7159,727.6652,-99103.53125,306,58.22,306,58.92,1530000
589.2544,725.1243,-99131.03125,307,56.6,307,57.19,1535000
503.4647,717.5051,-98812.5078125,308,57.1,308,57.11,1540000
652.9068,714.782,-99058.734375,309,54.27,309,54.33,1545000
512.3257,717.8699,-98927.140625,310,58.08,310,58.12,1550000
454.4026,712.8302,-98815.1015625,311,56.04,311,56.03,1555000
738.861,705.8961,-99127.625,312,54.02,312,54.35,1560000
644.9175,714.616,-98953.8125,313,56.23,313,56.33,1565000
502.8544,720.9679,-98887.3671875,314,56.32,314,56.3,1570000
797.0471,718.6207,-99183.7734375,315,57.93,315,57.98,1575000
538.4795,708.7836,-99134.171875,316,55.19,316,55.03,1580000
714.8203,716.3107,-98978.9296875,317,58.23,317,58.15,1585000
563.6957,717.7593,-99100.03125,318,57.6,318,58.05,1590000
1307.1504,711.7998,-98874.546875,319,54.48,319,54.67,1595000
1044.5153,710.4521,-99133.4296875,320,54.91,320,54.73,1600000
825.4478,704.4082,-99040.140625,321,55.2,321,55.1,1605000
758.0211,725.767,-98971.2890625,322,58.0,322,57.98,1610000
866.7033,716.0933,-99226.4765625,323,57.87,323,57.97,1615000
2739.6689,718.6603,-99310.890625,324,58.83,324,58.35,1620000
2649.7686,717.7286,-99283.6484375,325,57.6,325,57.77,1625000
557.5632,700.4798,-98077.109375,326,55.4,326,55.39,1630000
3046.1496,707.2407,-99012.4453125,327,55.2,327,55.19,1635000
2318.0287,715.4748,-99092.984375,328,56.9,328,56.75,1640000
2020.707,710.3054,-98862.15625,329,55.26,329,53.9,1645000
930.3304,714.3702,-99231.09375,330,54.96,330,54.96,1650000
2089.8009,726.8941,-99205.359375,331,55.63,331,55.63,1655000
1615.233,735.9597,-99244.7734375,332,55.13,332,55.14,1660000
1904.9834,737.4598,-99337.390625,333,54.77,333,54.76,1665000
4240.3339,726.5491,-99296.140625,334,54.98,334,54.97,1670000
1219.1741,721.6118,-99162.5859375,335,54.77,335,54.77,1675000
2440.9652,733.0347,-99325.8046875,336,54.6,336,54.6,1680000
1617.7721,704.7494,-98882.40625,337,54.63,337,54.63,1685000
967.7245,709.5423,-98804.3125,338,54.75,338,54.75,1690000
2097.6513,722.2457,-99160.265625,339,54.58,339,54.58,1695000
1027.2288,716.8742,-99133.46875,340,54.1,340,54.1,1700000
503.6192,716.6642,-98696.9375,341,53.96,341,53.93,1705000
2643.6581,738.0398,-99369.4375,342,54.09,342,54.09,1710000
1040.0536,717.2371,-99008.6875,343,53.41,343,53.46,1715000
3383.1619,731.1469,-99338.9609375,344,53.5,344,53.5,1720000
2169.1999,736.2347,-99381.9140625,345,53.0,345,53.0,1725000
3086.0123,712.162,-98804.0859375,346,53.7,346,53.7,1730000
2498.4005,696.0386,-99021.6640625,347,53.01,347,53.01,1735000
2977.2365,730.0736,-99505.2421875,348,52.84,348,52.83,1740000
1386.9734,702.9977,-98348.0234375,349,54.0,349,53.85,1745000
2382.605,706.6197,-98881.4453125,350,54.08,350,54.08,1750000
456.928,694.7811,-97348.15625,351,53.31,351,53.31,1755000
1308.4706,691.1216,-97503.6875,352,53.21,352,53.21,1760000
453.6072,685.6513,-94751.9296875,353,53.58,353,53.61,1765000
536.0803,714.6489,-99112.1171875,354,53.79,354,53.75,1770000
574.627,691.6409,-97574.296875,355,52.99,355,52.98,1775000
1116.6363,725.3744,-99260.78125,356,53.35,356,52.9,1780000
4067.6482,744.2178,-99524.921875,357,53.44,357,53.44,1785000
4033.7911,724.326,-99446.21875,358,52.76,358,52.75,1790000
478.2079,676.3581,-97729.4609375,359,52.26,359,52.26,1795000
1397.7437,709.711,-99178.8203125,360,52.96,360,52.96,1800000
1153.2555,707.6187,-99157.265625,361,52.82,361,52.82,1805000
3508.3953,722.3321,-99430.25,362,53.06,362,52.89,1810000
775.4433,701.4617,-98524.75,363,52.87,363,52.87,1815000
686.5919,707.6678,-99048.25,364,51.84,364,51.84,1820000
1135.1475,705.6262,-99235.515625,365,51.72,365,51.72,1825000
607.9791,709.6564,-99122.8515625,366,53.56,366,53.56,1830000
655.9915,724.5749,-98758.65625,367,51.52,367,51.52,1835000
643.7998,721.788,-99054.65625,368,52.74,368,52.76,1840000
655.457,714.257,-98730.828125,369,52.23,369,52.24,1845000
606.1605,728.6405,-99094.09375,370,53.04,370,53.04,1850000
613.4758,721.8124,-98799.46875,371,49.59,371,49.6,1855000
608.2506,724.1167,-98887.3125,372,52.05,372,52.24,1860000
602.7528,709.6051,-98655.78125,373,51.97,373,51.97,1865000
557.7503,704.305,-97966.515625,374,52.17,374,52.17,1870000
607.1616,698.9833,-98311.921875,375,50.18,375,50.23,1875000
461.0366,696.4765,-97845.5234375,376,50.34,376,50.34,1880000
579.3315,690.4116,-97806.6328125,377,50.09,377,50.23,1885000
420.9421,688.7525,-95048.734375,378,50.23,378,50.23,1890000
451.5619,675.19,-95989.328125,379,50.7,379,50.65,1895000
836.975,696.2757,-97964.453125,380,50.28,380,50.28,1900000
1939.9341,681.1426,-98356.1953125,381,51.48,381,51.48,1905000
569.315,728.9518,-98929.3046875,382,50.55,382,50.46,1910000
632.091,704.9737,-98842.046875,383,50.67,383,50.67,1915000
572.754,696.861,-97814.453125,384,51.49,384,51.48,1920000
564.4145,710.6976,-97003.3984375,385,52.55,385,52.46,1925000
532.162,718.482,-97914.6640625,386,52.8,386,52.8,1930000
549.7251,686.8405,-96087.4296875,387,53.93,387,53.93,1935000
512.8847,687.1732,-98272.125,388,53.54,388,53.54,1940000
484.6877,701.8583,-96395.671875,389,53.51,389,53.51,1945000
509.2837,706.456,-97840.21875,390,53.87,390,53.81,1950000
530.7189,716.161,-98397.65625,391,53.59,391,53.59,1955000
508.796,717.9323,-98145.296875,392,53.26,392,53.21,1960000
498.1512,708.8178,-96514.5078125,393,51.18,393,51.18,1965000
447.5525,638.8883,-96670.3359375,394,49.68,394,49.68,1970000
590.1039,683.7413,-96546.421875,395,48.64,395,48.64,1975000
434.2105,694.2484,-88121.4921875,396,53.88,396,53.88,1980000
540.3336,695.065,-97784.0546875,397,55.23,397,55.23,1985000
505.9035,692.5625,-96972.5703125,398,54.39,398,54.39,1990000
525.6983,686.9175,-97487.5390625,399,55.7,399,55.61,1995000
507.7522,677.7257,-96746.9296875,400,52.38,400,52.38,2000000
497.7111,684.5617,-96191.4921875,401,54.47,401,55.06,2005000
520.111,692.6006,-97125.3359375,402,56.74,402,56.74,2010000
464.0278,682.2844,-97014.9453125,403,55.83,403,55.84,2015000
512.6277,658.8582,-96126.6640625,404,55.33,404,55.36,2020000
434.8216,675.1551,-95706.0703125,405,56.1,405,56.1,2025000
418.1766,664.7786,-93458.328125,406,56.09,406,56.1,2030000
446.7792,667.72,-94347.640625,407,56.12,407,56.09,2035000
420.3812,674.8054,-93601.1171875,408,54.99,408,55.01,2040000
456.8307,683.1256,-94133.34375,409,52.92,409,53.04,2045000
448.2097,679.8948,-92824.4921875,410,53.37,410,53.39,2050000
