Real Sto Return,Real Det Return,Itration,Reward Loss,Running Update Time,Running Env Steps,Running Reverse KL,Running Forward KL
1668.1,2009.86,50,-1628.783203125,50,250000,16.2242,157.3149
1685.43,2071.77,51,-1629.3448486328125,51,255000,16.8008,157.4141
1685.22,2038.21,52,-1690.236083984375,52,260000,15.8977,157.1063
1709.51,2040.58,53,-1707.0401611328125,53,265000,16.2325,157.1294
1663.48,2030.93,54,-1751.2879638671875,54,270000,15.8954,157.1588
1708.63,2052.63,55,-1785.2427978515625,55,275000,16.2867,157.2526
1700.62,2033.9,56,-1833.4228515625,56,280000,16.3396,157.2432
1684.37,2020.28,57,-1869.363525390625,57,285000,16.0197,157.4221
1742.14,2088.19,58,-1889.97509765625,58,290000,16.1861,157.1515
1715.21,2087.41,59,-1924.6212158203125,59,295000,16.5331,157.3238
1682.02,2058.99,60,-1966.89697265625,60,300000,15.7396,157.2192
1727.74,2093.66,61,-2005.2122802734375,61,305000,16.2159,157.207
1705.58,2117.74,62,-2020.932861328125,62,310000,15.8858,157.1369
1695.26,2054.58,63,-2078.581298828125,63,315000,15.9842,157.1989
1732.49,2015.57,64,-2108.373046875,64,320000,15.8287,157.0665
1683.96,1976.94,65,-2135.94970703125,65,325000,15.9674,157.1152
1705.62,2018.45,66,-2181.738037109375,66,330000,15.8533,157.0337
1729.05,2114.72,67,-2211.892822265625,67,335000,16.1045,157.0467
1750.37,2096.16,68,-2239.712158203125,68,340000,15.913,157.1488
1728.64,2073.67,69,-2294.37255859375,69,345000,15.7687,157.1604
1724.89,2095.92,70,-2312.897216796875,70,350000,15.8724,157.1353
1737.92,2101.48,71,-2386.5,71,355000,16.1437,157.2781
1709.65,2078.29,72,-2391.718017578125,72,360000,15.6032,156.8486
1730.64,2096.13,73,-2430.61962890625,73,365000,15.8109,157.1714
1736.2,2101.34,74,-2466.894775390625,74,370000,15.5349,157.0153
1756.67,2120.45,75,-2485.505615234375,75,375000,15.4694,156.8718
1709.69,2088.11,76,-2527.269287109375,76,380000,15.4467,156.8701
1745.85,2074.5,77,-2590.708251953125,77,385000,15.5866,156.8991
1776.93,2128.96,78,-2600.22900390625,78,390000,15.9203,156.7143
1753.63,2104.5,79,-2659.404296875,79,395000,15.554,156.9401
1769.73,2186.43,80,-2681.406005859375,80,400000,15.8388,157.0502
1760.21,2127.09,81,-2718.561279296875,81,405000,15.7453,156.8326
1793.25,2169.8,82,-2747.60693359375,82,410000,15.9749,156.873
1738.2,2106.44,83,-2826.7099609375,83,415000,15.6016,157.0345
1765.17,2101.17,84,-2858.281982421875,84,420000,15.5059,156.8843
1763.43,2162.73,85,-2890.8681640625,85,425000,15.872,157.1429
1765.3,2085.77,86,-2919.4990234375,86,430000,15.72,157.0097
1749.59,2146.08,87,-2990.016845703125,87,435000,15.5222,157.11
1747.64,2138.11,88,-3010.369384765625,88,440000,15.5644,156.9061
1746.42,2119.19,89,-3067.300537109375,89,445000,15.578,156.7949
1772.18,2139.46,90,-3073.331298828125,90,450000,15.6939,156.9336
1796.41,2163.82,91,-3101.718017578125,91,455000,15.5863,156.7988
1775.29,2131.29,92,-3160.40576171875,92,460000,15.4183,156.8496
1784.66,2168.76,93,-3196.4814453125,93,465000,15.6142,156.8584
1790.04,2140.18,94,-3273.86279296875,94,470000,15.5852,157.0018
1798.82,2168.38,95,-3289.535888671875,95,475000,15.6629,156.8001
1790.13,2148.93,96,-3353.647216796875,96,480000,15.6081,156.877
1759.73,2160.85,97,-3381.95703125,97,485000,15.5942,157.0164
1768.77,2165.28,98,-3418.709228515625,98,490000,15.5594,156.9488
1809.63,2181.95,99,-3442.19775390625,99,495000,15.7174,156.7612
1794.24,2164.29,100,-3512.8173828125,100,500000,15.8753,156.758
1804.74,2166.94,101,-3544.223876953125,101,505000,15.3347,156.7262
1800.29,2167.71,102,-3581.6494140625,102,510000,15.5714,156.8018
1818.28,2198.0,103,-3610.280029296875,103,515000,15.735,156.8651
1774.17,2163.21,104,-3673.02197265625,104,520000,15.3604,157.0355
1765.76,2105.42,105,-3733.942626953125,105,525000,15.4111,156.9695
1828.8,2222.88,106,-3755.264892578125,106,530000,15.6698,156.953
1815.48,2160.13,107,-3838.165283203125,107,535000,15.6951,157.1127
1803.09,2167.71,108,-3825.866455078125,108,540000,15.5997,156.6213
1798.69,2172.84,109,-3897.79345703125,109,545000,15.6482,156.7181
1789.44,2164.31,110,-3957.802978515625,110,550000,15.3516,156.7787
1810.89,2195.85,111,-3984.616943359375,111,555000,15.7046,156.8535
1838.31,2185.28,112,-4046.48779296875,112,560000,15.551,156.8385
1844.53,2228.18,113,-4076.6650390625,113,565000,15.8933,156.8735
1816.16,2121.09,114,-4150.40966796875,114,570000,15.9174,156.8935
1783.42,2155.72,115,-4184.5576171875,115,575000,15.5081,156.9423
1819.93,2176.95,116,-4197.8056640625,116,580000,15.4229,156.8478
1825.86,2184.26,117,-4260.03759765625,117,585000,15.3981,156.8416
1816.38,2155.24,118,-4306.404296875,118,590000,15.2686,156.8586
1856.34,2198.47,119,-4344.34130859375,119,595000,15.5114,156.688
1833.86,2188.22,120,-4395.7587890625,120,600000,15.7008,156.922
1819.49,2162.27,121,-4447.16943359375,121,605000,15.3116,156.8554
1787.45,2138.98,122,-4528.10302734375,122,610000,15.6324,157.0329
1844.08,2214.42,123,-4567.64990234375,123,615000,15.7156,156.7501
1813.04,2134.79,124,-4611.658203125,124,620000,15.3265,156.69
1854.62,2189.43,125,-4666.681640625,125,625000,15.7461,157.0955
1828.68,2154.68,126,-4703.18017578125,126,630000,15.5522,156.75
1854.39,2207.06,127,-4773.37353515625,127,635000,15.5375,156.8992
1830.67,2201.13,128,-4790.912109375,128,640000,15.1835,156.768
1835.77,2212.97,129,-4872.75146484375,129,645000,15.6928,156.9047
1873.55,2234.74,130,-4865.8232421875,130,650000,15.4655,156.6444
1845.28,2214.83,131,-4976.00244140625,131,655000,15.6469,156.7693
1841.91,2172.11,132,-4965.93212890625,132,660000,15.4717,156.8506
1837.8,2206.64,133,-5020.970703125,133,665000,15.679,156.8892
1800.87,2136.51,134,-5094.49267578125,134,670000,15.5386,156.6659
1825.64,2168.25,135,-5114.56103515625,135,675000,15.3717,156.7732
1845.25,2211.38,136,-5148.140625,136,680000,15.7414,156.8542
1845.07,2195.36,137,-5199.85595703125,137,685000,15.4784,156.8079
1865.26,2210.11,138,-5196.00390625,138,690000,15.3104,156.4894
1847.21,2240.65,139,-5224.1953125,139,695000,15.5022,156.7711
1854.29,2200.19,140,-5287.359375,140,700000,15.5065,156.7397
1839.4,2184.51,141,-5347.39794921875,141,705000,15.4716,156.6715
1854.84,2121.95,142,-5358.11767578125,142,710000,15.1333,156.8148
1856.59,2195.62,143,-5361.18359375,143,715000,15.3516,156.6384
1842.15,2173.77,144,-5452.84521484375,144,720000,15.2014,156.7852
1904.08,2202.67,145,-5505.66845703125,145,725000,15.6332,156.9702
1879.9,2205.61,146,-5475.9345703125,146,730000,15.4393,156.6742
1831.03,2200.85,147,-5557.8564453125,147,735000,15.3104,156.8452
1866.5,2198.23,148,-5521.13720703125,148,740000,15.3912,156.6699
1861.24,2196.53,149,-5633.23828125,149,745000,15.3664,156.7624
1840.43,2197.06,150,-5651.10498046875,150,750000,15.3159,156.8056
1859.1,2189.75,151,-5650.91357421875,151,755000,15.6048,156.804
1877.83,2214.14,152,-5691.513671875,152,760000,15.5029,156.718
1851.47,2194.5,153,-5768.5615234375,153,765000,15.5632,156.7753
1831.36,2187.11,154,-5776.3017578125,154,770000,15.5179,156.7535
1908.96,2231.91,155,-5790.06103515625,155,775000,15.5482,156.7231
1863.45,2205.78,156,-5861.919921875,156,780000,15.2958,156.8671
1848.61,2230.43,157,-5890.2216796875,157,785000,15.336,156.7547
1873.82,2228.46,158,-5924.34423828125,158,790000,15.4675,156.8336
1877.68,2217.15,159,-5954.58251953125,159,795000,15.4534,156.7471
1890.08,2210.53,160,-5965.759765625,160,800000,15.5261,156.7
1852.91,2166.6,161,-6039.8330078125,161,805000,15.1967,156.6857
1899.89,2251.45,162,-6062.015625,162,810000,15.4925,156.713
1854.16,2209.77,163,-6093.470703125,163,815000,15.1682,156.7844
1881.66,2201.66,164,-6161.30908203125,164,820000,15.6287,156.7308
1886.03,2183.95,165,-6200.95166015625,165,825000,15.3848,156.7636
1902.89,2249.46,166,-6248.0166015625,166,830000,15.4534,156.6619
1894.65,2264.89,167,-6236.96044921875,167,835000,15.3887,156.7214
1886.69,2241.76,168,-6324.15869140625,168,840000,15.5786,156.7736
1889.77,2231.39,169,-6295.50537109375,169,845000,15.3824,156.7392
1893.87,2246.44,170,-6381.39013671875,170,850000,15.4777,156.6817
1869.87,2214.75,171,-6411.6767578125,171,855000,15.3332,156.8267
1891.29,2253.14,172,-6448.79638671875,172,860000,15.5792,156.7252
1874.8,2239.85,173,-6542.74560546875,173,865000,15.463,156.7221
1880.72,2228.98,174,-6566.54638671875,174,870000,15.4386,156.789
1867.17,2221.91,175,-6610.51708984375,175,875000,15.4411,156.9315
1894.58,2223.32,176,-6659.4560546875,176,880000,15.4972,156.6593
1900.88,2221.57,177,-6688.3623046875,177,885000,15.5592,156.7245
1882.58,2236.6,178,-6617.65673828125,178,890000,15.376,156.6476
1919.74,2219.11,179,-6721.12255859375,179,895000,15.5185,156.7354
1850.15,2189.86,180,-6787.01171875,180,900000,15.1639,156.745
1924.71,2262.0,181,-6837.19921875,181,905000,15.7139,156.8495
1894.41,2240.39,182,-6867.8515625,182,910000,15.488,156.7181
1884.49,2219.88,183,-6916.14794921875,183,915000,15.3413,156.6781
1876.89,2224.79,184,-6945.990234375,184,920000,15.2888,156.6619
1884.59,2235.43,185,-7008.607421875,185,925000,15.1945,156.8621
1920.83,2275.17,186,-7020.21630859375,186,930000,15.5596,156.9995
1884.24,2226.9,187,-7097.16943359375,187,935000,15.3987,156.6819
1871.49,2233.24,188,-7087.96630859375,188,940000,14.9587,156.6753
1898.52,2253.08,189,-7201.11474609375,189,945000,15.5636,156.7993
1894.87,2221.74,190,-7222.458984375,190,950000,15.4053,156.8177
1903.49,2246.26,191,-7256.810546875,191,955000,15.4103,156.6995
1874.0,2230.22,192,-7267.04931640625,192,960000,15.2539,156.5654
1855.5,2194.59,193,-7336.8447265625,193,965000,15.455,156.7782
1870.72,2222.28,194,-7412.09326171875,194,970000,15.6581,156.8168
1917.0,2246.96,195,-7395.71923828125,195,975000,15.2919,156.7863
1877.92,2245.36,196,-7457.41748046875,196,980000,15.3983,156.7421
1897.27,2238.42,197,-7485.18115234375,197,985000,15.2479,156.8158
1910.43,2240.6,198,-7569.6318359375,198,990000,15.5595,156.806
1882.69,2208.83,199,-7560.63525390625,199,995000,15.3319,156.7931
1915.21,2264.33,200,-7558.341796875,200,1000000,15.1966,156.5901
1925.97,2266.98,201,-7581.83203125,201,1005000,15.5324,156.5805
1914.28,2261.16,202,-7631.1337890625,202,1010000,15.4179,156.6136
1920.34,2256.88,203,-7662.35986328125,203,1015000,15.5215,156.6829
1937.94,2286.68,204,-7699.6689453125,204,1020000,15.5124,156.666
1908.3,2250.45,205,-7723.5439453125,205,1025000,15.3742,156.6873
1916.21,2257.85,206,-7749.14111328125,206,1030000,15.4019,156.692
1914.25,2255.32,207,-7769.29833984375,207,1035000,15.3224,156.6164
1922.23,2254.69,208,-7799.1318359375,208,1040000,15.4054,156.6033
1917.63,2267.47,209,-7847.86328125,209,1045000,15.4376,156.6565
1915.15,2272.95,210,-7877.35546875,210,1050000,15.4437,156.7278
1912.08,2265.65,211,-7897.97900390625,211,1055000,15.4916,156.6252
1929.76,2264.83,212,-7923.8828125,212,1060000,15.39,156.6083
1900.86,2263.55,213,-7978.875,213,1065000,15.2902,156.6703
1924.9,2266.75,214,-8004.8916015625,214,1070000,15.5022,156.6794
1907.34,2263.25,215,-8015.2939453125,215,1075000,15.2954,156.7357
1919.18,2273.9,216,-8054.080078125,216,1080000,15.2851,156.6632
1912.41,2275.31,217,-8087.8193359375,217,1085000,15.4149,156.6968
1929.74,2266.07,218,-8129.37841796875,218,1090000,15.3505,156.6607
1948.34,2282.65,219,-8145.9501953125,219,1095000,15.4838,156.6014
1931.87,2288.97,220,-8219.9658203125,220,1100000,15.6693,156.7452
1925.91,2266.65,221,-8239.310546875,221,1105000,15.2969,156.7004
1909.2,2295.85,222,-8253.8994140625,222,1110000,15.5139,156.6872
1930.54,2279.23,223,-8294.9228515625,223,1115000,15.4546,156.6998
1939.17,2307.04,224,-8315.3876953125,224,1120000,15.4859,156.7041
1899.76,2299.87,225,-8364.2177734375,225,1125000,15.4046,156.717
1950.01,2315.14,226,-8374.125,226,1130000,15.5253,156.5181
1951.95,2301.86,227,-8422.6669921875,227,1135000,15.6713,156.7611
1945.01,2288.82,228,-8458.8564453125,228,1140000,15.7006,156.7514
1951.23,2313.82,229,-8475.33984375,229,1145000,15.6346,156.6282
1960.91,2298.27,230,-8497.181640625,230,1150000,15.6744,156.7508
1948.99,2294.01,231,-8510.2587890625,231,1155000,15.452,156.6953
1958.52,2298.35,232,-8556.2392578125,232,1160000,15.6053,156.5443
1934.01,2295.45,233,-8597.513671875,233,1165000,15.6229,156.6918
1942.92,2300.4,234,-8639.8291015625,234,1170000,15.5375,156.7387
1951.19,2302.91,235,-8661.8515625,235,1175000,15.5985,156.8512
1952.23,2303.28,236,-8682.0126953125,236,1180000,15.7079,156.7198
1941.4,2297.17,237,-8723.7373046875,237,1185000,15.6139,156.813
1948.09,2295.83,238,-8761.5712890625,238,1190000,15.5854,156.599
1934.49,2283.17,239,-8785.537109375,239,1195000,15.6771,156.7615
1925.49,2288.36,240,-8785.625,240,1200000,15.3933,156.8316
1935.4,2302.3,241,-8883.173828125,241,1205000,15.6322,156.7518
1957.64,2302.7,242,-8880.552734375,242,1210000,15.4266,156.7249
1940.61,2284.54,243,-8927.7978515625,243,1215000,15.5778,156.7285
1945.32,2299.62,244,-8947.8330078125,244,1220000,15.5575,156.6901
1928.78,2301.03,245,-8968.6875,245,1225000,15.3927,156.7082
1937.86,2321.64,246,-9031.083984375,246,1230000,15.6815,156.8248
1948.51,2315.13,247,-9084.6181640625,247,1235000,15.6929,156.7388
1950.17,2318.79,248,-9076.921875,248,1240000,15.7348,156.6589
1932.39,2308.53,249,-9143.5,249,1245000,15.6595,156.7763
1952.39,2317.84,250,-9165.6953125,250,1250000,15.6761,156.7931
1961.1,2301.8,251,-9173.7958984375,251,1255000,15.6016,156.7499
1934.61,2290.13,252,-9206.9814453125,252,1260000,15.559,156.7875
1954.34,2302.73,253,-9247.0693359375,253,1265000,15.5698,156.7449
1946.34,2311.49,254,-9314.3359375,254,1270000,15.8828,156.7615
1951.07,2292.23,255,-9344.681640625,255,1275000,15.69,156.5616
1952.49,2308.3,256,-9351.4921875,256,1280000,15.4074,156.6437
1945.34,2311.85,257,-9392.05078125,257,1285000,15.4158,156.6007
1956.5,2321.06,258,-9431.0009765625,258,1290000,15.6853,156.7523
1940.08,2308.77,259,-9461.1416015625,259,1295000,15.6834,156.7233
1958.22,2322.15,260,-9509.1484375,260,1300000,15.7239,156.7533
1938.21,2306.81,261,-9533.341796875,261,1305000,15.8052,156.7429
1939.47,2335.43,262,-9575.0,262,1310000,15.6843,156.7084
1933.26,2314.84,263,-9585.869140625,263,1315000,15.5551,156.8112
1958.4,2310.72,264,-9636.0888671875,264,1320000,15.6827,156.8324
1949.91,2319.68,265,-9654.7294921875,265,1325000,15.624,156.7101
1945.22,2304.38,266,-9667.1416015625,266,1330000,15.4804,156.8022
1933.99,2314.51,267,-9710.5703125,267,1335000,15.614,156.7594
1951.77,2305.78,268,-9714.8193359375,268,1340000,15.5487,156.7561
1946.53,2302.77,269,-9761.4560546875,269,1345000,15.5782,156.7297
1972.03,2303.85,270,-9794.365234375,270,1350000,15.7793,156.631
1949.63,2181.6,271,-9823.462890625,271,1355000,15.5941,156.6674
1938.06,2311.31,272,-9864.6318359375,272,1360000,15.5973,156.5786
1948.21,2307.73,273,-9888.3623046875,273,1365000,15.5413,156.8057
1950.75,2328.86,274,-9934.740234375,274,1370000,15.5642,156.6535
1953.2,2319.63,275,-9935.357421875,275,1375000,15.4724,156.6282
1954.36,2325.1,276,-9973.248046875,276,1380000,15.3162,156.7575
1966.0,2340.85,277,-9989.34375,277,1385000,15.6712,156.5385
1934.82,2320.82,278,-10021.3935546875,278,1390000,15.4662,156.8828
1958.17,2298.71,279,-10029.2265625,279,1395000,15.5533,156.6779
1961.9,2322.9,280,-10066.345703125,280,1400000,15.5791,156.5773
1939.39,2315.5,281,-10093.779296875,281,1405000,15.6178,156.5485
1958.72,2331.7,282,-10142.7861328125,282,1410000,15.8153,156.6268
1967.43,2327.2,283,-10153.1865234375,283,1415000,15.7647,156.7736
1955.53,2261.76,284,-10155.796875,284,1420000,15.5042,156.6786
1955.56,2318.07,285,-10190.37890625,285,1425000,15.4877,156.77
1962.78,2306.17,286,-10248.7734375,286,1430000,15.6892,156.6309
1954.79,2334.08,287,-10241.42578125,287,1435000,15.5992,156.7504
1841.61,2321.65,288,-10273.4541015625,288,1440000,15.5704,156.6861
1956.1,2290.8,289,-10279.8779296875,289,1445000,15.4751,156.5434
1953.5,2304.28,290,-10328.1279296875,290,1450000,15.6189,156.7744
1973.69,2324.28,291,-10355.5322265625,291,1455000,15.6718,156.717
1975.49,2319.86,292,-10366.7421875,292,1460000,15.6008,156.6591
1832.79,2310.64,293,-10377.974609375,293,1465000,15.5501,156.7905
1942.59,2327.16,294,-10404.4287109375,294,1470000,15.6818,156.6182
1969.45,2318.08,295,-10410.9921875,295,1475000,15.6137,156.614
1974.58,2312.14,296,-10420.611328125,296,1480000,15.5188,156.6744
1935.29,2293.36,297,-10446.638671875,297,1485000,15.7343,156.8226
1963.72,2304.65,298,-10493.84765625,298,1490000,15.6917,156.5586
1950.2,2324.65,299,-10498.93359375,299,1495000,15.6296,156.7004
1962.26,2332.04,300,-10502.59765625,300,1500000,15.6353,156.662
1968.35,2352.48,301,-10537.212890625,301,1505000,15.7646,156.763
1965.62,2340.04,302,-10542.6787109375,302,1510000,15.595,156.6021
1937.09,2311.53,303,-10569.0517578125,303,1515000,15.8174,156.7401
1950.77,2317.33,304,-10591.8369140625,304,1520000,15.8147,156.733
1957.7,2337.48,305,-10594.421875,305,1525000,15.7835,156.6356
1949.87,2326.47,306,-10633.3642578125,306,1530000,15.901,156.7137
1976.45,2325.5,307,-10656.404296875,307,1535000,15.629,156.6593
1970.99,2334.85,308,-10661.4326171875,308,1540000,15.7323,156.6305
1956.96,2339.87,309,-10676.28125,309,1545000,15.7839,156.7056
1954.28,2311.79,310,-10674.505859375,310,1550000,15.6093,156.642
1944.17,2327.43,311,-10722.962890625,311,1555000,15.8297,157.0288
1947.52,2302.7,312,-10702.6259765625,312,1560000,15.7222,156.6532
1968.59,2350.2,313,-10749.3994140625,313,1565000,15.8128,156.6224
1955.07,2335.18,314,-10750.4404296875,314,1570000,15.7129,156.6621
1965.17,2337.44,315,-10766.8662109375,315,1575000,15.5459,156.7596
1952.92,2343.37,316,-10778.4130859375,316,1580000,15.6937,156.5641
1960.66,2323.59,317,-10815.8623046875,317,1585000,15.8112,156.8199
1950.04,2337.81,318,-10796.5703125,318,1590000,15.5023,156.5871
1962.6,2359.24,319,-10863.033203125,319,1595000,15.7662,156.6742
1947.68,2332.1,320,-10856.1484375,320,1600000,15.6448,156.7625
1961.26,2324.11,321,-10857.7685546875,321,1605000,15.7333,156.8501
1944.41,2311.13,322,-10875.951171875,322,1610000,15.7856,156.6255
1951.72,2333.92,323,-10896.3828125,323,1615000,15.6216,156.7266
1955.39,2327.49,324,-10936.7685546875,324,1620000,15.5322,156.7929
1965.9,2325.27,325,-10930.900390625,325,1625000,15.746,156.8214
1950.57,2332.61,326,-10935.599609375,326,1630000,15.5295,156.6441
1937.1,2330.05,327,-10939.947265625,327,1635000,15.5762,156.7822
1945.65,2321.35,328,-10982.8935546875,328,1640000,15.8171,156.7027
1932.7,2333.09,329,-10976.9970703125,329,1645000,15.5827,156.6461
1960.82,2339.83,330,-11020.7919921875,330,1650000,15.6551,156.6734
1939.55,2314.86,331,-11031.189453125,331,1655000,15.7502,156.6084
1958.83,2334.97,332,-11024.720703125,332,1660000,15.5632,156.6843
1942.81,2339.26,333,-11070.943359375,333,1665000,15.5004,156.8276
1954.64,2322.66,334,-11067.0517578125,334,1670000,15.8275,156.6639
1943.12,2343.53,335,-11083.455078125,335,1675000,15.5701,156.6959
1975.69,2341.03,336,-11108.5029296875,336,1680000,15.6517,156.6472
1906.33,2334.28,337,-11105.9140625,337,1685000,15.5382,156.7413
1951.97,2329.35,338,-11116.025390625,338,1690000,15.3296,156.6085
1945.27,2345.45,339,-11133.5751953125,339,1695000,15.4292,156.6813
1952.94,2321.22,340,-11157.1689453125,340,1700000,15.5897,156.5963
1952.33,2329.05,341,-11195.314453125,341,1705000,15.6494,156.7646
1917.29,2252.0,342,-11199.458984375,342,1710000,15.5779,156.6501
1950.14,2298.27,343,-11205.5712890625,343,1715000,15.6579,156.745
1971.52,2340.79,344,-11223.85546875,344,1720000,15.5491,156.754
1946.1,2286.36,345,-11224.333984375,345,1725000,15.5252,156.792
1976.6,2328.14,346,-11234.8427734375,346,1730000,15.6101,156.5635
1910.96,2309.33,347,-11294.697265625,347,1735000,15.6107,156.5828
1974.02,2337.92,348,-11273.056640625,348,1740000,15.5043,156.6566
1940.92,1946.49,349,-11272.8330078125,349,1745000,15.4256,156.7852
1915.64,2194.42,350,-11259.953125,350,1750000,15.369,156.4945
1976.31,2325.34,351,-11334.9072265625,351,1755000,15.6938,156.612
1942.27,2344.49,352,-11342.0087890625,352,1760000,15.6921,156.6044
1892.02,1954.75,353,-11332.4755859375,353,1765000,15.5086,156.5852
1955.67,2264.35,354,-11386.2744140625,354,1770000,15.4859,156.6474
1928.31,2193.84,355,-11368.20703125,355,1775000,15.5238,156.7736
1960.56,2317.75,356,-11403.84375,356,1780000,15.6017,156.6076
1942.53,2318.41,357,-11391.892578125,357,1785000,15.3448,156.5268
1954.04,2307.98,358,-11395.6923828125,358,1790000,15.4375,156.6801
1963.91,2341.97,359,-11496.1484375,359,1795000,15.6272,156.5519
1956.23,2342.94,360,-11467.26171875,360,1800000,15.4456,156.5224
1969.27,2070.33,361,-11466.33984375,361,1805000,15.3213,156.6498
1951.19,2179.16,362,-11461.1572265625,362,1810000,15.3765,156.4846
1978.0,2316.58,363,-11518.376953125,363,1815000,15.5481,156.7301
1968.43,2331.89,364,-11510.9130859375,364,1820000,15.3356,156.58
1998.41,2327.93,365,-11552.79296875,365,1825000,15.5453,156.6358
1962.77,2075.46,366,-11572.064453125,366,1830000,15.4087,156.4941
1959.94,2310.61,367,-11544.4755859375,367,1835000,15.4703,156.595
1965.43,2069.22,368,-11548.9111328125,368,1840000,15.4089,156.4773
1937.14,2305.89,369,-11577.232421875,369,1845000,15.4418,156.4995
1911.82,2196.9,370,-11606.4248046875,370,1850000,15.4976,156.5585
1970.15,2308.98,371,-11582.48046875,371,1855000,15.3361,156.6827
1939.83,2178.44,372,-11620.322265625,372,1860000,15.5153,156.6045
1958.47,1815.89,373,-11630.36328125,373,1865000,15.4301,156.5939
1945.45,1794.88,374,-11621.51171875,374,1870000,15.1503,156.5553
1953.35,2317.36,375,-11688.212890625,375,1875000,15.5594,156.5695
1971.99,2304.76,376,-11742.357421875,376,1880000,15.5689,156.7116
1964.13,2084.72,377,-11734.1240234375,377,1885000,15.4154,156.6421
1954.34,1947.29,378,-11715.9384765625,378,1890000,15.4389,156.5298
1939.89,1816.79,379,-11741.2939453125,379,1895000,15.2327,156.7007
1937.47,2295.73,380,-11771.26171875,380,1900000,15.6656,156.6348
1950.11,2198.63,381,-11782.2880859375,381,1905000,15.3464,156.6381
1962.2,2065.47,382,-11796.0263671875,382,1910000,15.4266,156.6018
1940.98,2279.32,383,-11849.375,383,1915000,15.4046,156.6872
1937.24,1934.14,384,-11827.5537109375,384,1920000,15.3275,156.5882
1956.57,2305.34,385,-11864.5830078125,385,1925000,15.3862,156.5612
