Running Update Time,Real Det Return,Reward Loss,Running Forward KL,Itration,Running Reverse KL,Running Env Steps,Real Sto Return
124,2066.0,-1854.2728271484375,63.5718,124,30.0107,620000,941.99
125,2214.81,-1934.6103515625,60.4277,125,25.4991,625000,862.38
126,2039.19,-1814.4793701171875,62.5331,126,30.1696,630000,987.46
127,1120.88,-2228.873291015625,63.8655,127,25.8471,635000,851.78
128,2237.22,-2005.991455078125,62.0836,128,26.4289,640000,825.39
129,1575.53,-1861.5540771484375,60.774,129,29.6034,645000,1058.94
130,1680.61,-2240.763427734375,62.8193,130,26.4666,650000,834.66
131,2029.55,-2196.111572265625,62.7449,131,26.2408,655000,764.96
132,1220.73,-2323.713623046875,63.8452,132,26.0063,660000,742.59
133,1650.61,-2102.393798828125,62.3886,133,27.3166,665000,682.15
134,1554.87,-2499.869384765625,65.091,134,26.9036,670000,667.18
135,1572.73,-2499.33984375,64.0389,135,25.9552,675000,498.11
136,1138.57,-2565.369140625,64.3437,136,26.4272,680000,417.04
137,1211.34,-2480.548828125,65.4543,137,27.5829,685000,700.08
138,521.38,-2780.856689453125,67.0884,138,27.8403,690000,523.53
139,1801.56,-2305.5126953125,61.5973,139,26.3037,695000,1229.88
140,1467.23,-2579.257080078125,61.4158,140,25.4263,700000,894.95
141,1746.25,-2439.57568359375,61.0137,141,25.4351,705000,1227.34
142,1798.34,-2779.03759765625,65.2881,142,26.8083,710000,837.93
143,830.56,-2832.903564453125,65.2256,143,27.2183,715000,572.02
144,1354.03,-2771.917724609375,63.5745,144,25.3089,720000,720.88
145,2314.01,-2268.40283203125,61.7078,145,30.3,725000,1342.05
146,2013.01,-2465.346923828125,61.0921,146,26.4078,730000,953.89
147,1960.97,-2580.704833984375,62.3529,147,27.4411,735000,986.59
148,2115.91,-2603.23486328125,63.292,148,28.7593,740000,1091.61
149,775.14,-3092.79833984375,66.7953,149,27.3446,745000,577.38
150,2323.98,-2775.8837890625,62.3594,150,27.3223,750000,838.89
151,1843.78,-2871.128173828125,62.9197,151,26.103,755000,896.35
152,1913.48,-2664.810791015625,62.3326,152,27.3899,760000,839.66
153,2114.98,-2763.505126953125,60.0027,153,24.8552,765000,1345.32
154,2972.3,-2850.809326171875,62.1972,154,26.7312,770000,1309.3
155,2787.15,-2334.40625,61.107,155,35.9864,775000,1862.18
156,2842.02,-3189.6005859375,63.7046,156,27.4212,780000,1550.83
157,2370.82,-2458.275634765625,60.6365,157,32.7903,785000,1818.78
158,2925.87,-2492.080322265625,61.4244,158,35.2957,790000,1667.92
159,2060.36,-2983.221435546875,65.8137,159,32.2184,795000,1700.97
160,2472.05,-2710.2060546875,64.2578,160,33.0619,800000,1805.98
161,2430.24,-2685.980224609375,64.9629,161,38.1343,805000,1845.06
162,2204.93,-2615.458984375,69.44,162,44.6844,810000,1724.68
163,2861.63,-3057.586669921875,63.1491,163,28.4216,815000,1340.66
164,2831.14,-2666.85107421875,64.559,164,34.9798,820000,1600.06
165,1976.92,-2966.6982421875,60.2909,165,27.1028,825000,1045.63
166,3198.22,-2788.73681640625,63.439,166,32.9986,830000,1735.07
167,1220.78,-3323.812744140625,62.1194,167,25.8895,835000,638.64
168,2422.75,-3036.11328125,65.1103,168,33.4072,840000,1555.8
169,2956.84,-2772.426513671875,63.8094,169,36.0166,845000,2142.47
170,2269.18,-3630.8359375,65.0972,170,27.158,850000,1125.89
171,1655.18,-3177.9912109375,63.3527,171,29.2261,855000,1326.17
172,1812.37,-3397.55224609375,63.9616,172,28.0433,860000,1047.39
173,3476.36,-2720.31884765625,67.0605,173,43.0685,865000,2372.6
174,3032.86,-2895.1669921875,62.3901,174,35.3874,870000,1975.98
175,2241.36,-3174.6875,65.5355,175,34.7472,875000,1386.55
176,3008.14,-2808.155517578125,64.1323,176,39.6574,880000,1996.08
177,2684.34,-3179.794677734375,65.6154,177,36.0225,885000,1257.49
178,1928.06,-2764.560302734375,72.587,178,51.7927,890000,1575.14
179,2302.72,-3558.486572265625,63.4903,179,32.0529,895000,1266.56
180,2462.53,-3315.771240234375,64.8174,180,36.0418,900000,1401.94
181,2286.08,-3977.834228515625,64.8696,181,28.3845,905000,1321.12
182,1529.63,-3471.701171875,66.5475,182,33.7474,910000,1232.67
183,2661.19,-3824.925048828125,66.3809,183,32.161,915000,1745.74
184,2091.07,-3674.63525390625,65.4125,184,33.9875,920000,1058.97
185,2492.73,-3036.635498046875,77.2831,185,60.7144,925000,2023.39
186,2154.54,-3209.49560546875,66.9163,186,44.92,930000,1747.23
187,2369.13,-3207.49658203125,68.6963,187,46.6449,935000,1829.77
188,2702.32,-3555.495361328125,66.9556,188,38.2662,940000,1488.06
189,2664.5,-3660.02978515625,64.8774,189,34.217,945000,1180.13
190,1764.69,-3679.438232421875,63.7812,190,32.0334,950000,1892.39
191,2700.21,-3609.661376953125,65.0976,191,38.0056,955000,1934.47
192,2219.4,-3827.6376953125,64.8826,192,33.8011,960000,1287.52
193,3561.98,-3121.556396484375,70.9072,193,48.844,965000,2495.75
194,3215.83,-3254.43310546875,68.8468,194,47.8727,970000,2707.39
195,2655.06,-3054.452880859375,70.8772,195,58.1485,975000,2877.22
196,2662.1,-3602.942626953125,67.1871,196,42.3612,980000,1173.99
197,2484.73,-3341.064697265625,68.0295,197,45.4494,985000,2063.51
198,3339.81,-3140.2060546875,73.9725,198,56.2337,990000,2731.59
199,3096.72,-2974.63037109375,74.6829,199,59.4774,995000,2835.25
200,2991.16,-3236.151123046875,68.4699,200,50.1448,1000000,1953.48
201,2669.8,-2878.973388671875,72.9301,201,58.6143,1005000,2340.56
202,3856.21,-3089.200439453125,69.7252,202,57.2097,1010000,2655.96
203,3584.47,-3331.491943359375,66.9708,203,50.2443,1015000,2853.18
204,3749.99,-3013.8896484375,73.1127,204,58.0454,1020000,2738.84
205,3551.26,-3056.2900390625,75.6127,205,62.4935,1025000,3158.76
206,3481.6,-3015.857421875,73.1234,206,57.7097,1030000,2697.22
207,3667.55,-2950.220947265625,76.2706,207,63.8307,1035000,2305.93
208,2243.45,-3384.667724609375,69.7195,208,52.9167,1040000,2230.07
209,3843.67,-2919.7919921875,75.2851,209,64.3126,1045000,2622.48
210,3491.03,-3180.72021484375,72.4123,210,61.2114,1050000,2977.66
211,3784.59,-3815.358154296875,68.4515,211,48.3502,1055000,2696.59
212,3019.59,-3458.79638671875,70.6063,212,54.953,1060000,3329.38
213,3549.78,-3254.758544921875,75.6484,213,66.2887,1065000,3165.5
214,3180.22,-3316.994873046875,74.3771,214,63.1911,1070000,3004.94
215,3374.2,-3495.415771484375,71.398,215,54.7503,1075000,2573.69
216,3336.04,-3269.54541015625,75.7197,216,67.7258,1080000,2656.75
217,3822.63,-3609.445068359375,72.685,217,62.1168,1085000,3037.49
218,3289.43,-3587.807373046875,72.2566,218,57.1754,1090000,3226.57
219,2836.44,-3320.274658203125,78.2904,219,65.4518,1095000,2692.42
220,2788.0,-3509.4912109375,73.6083,220,58.4165,1100000,1583.31
221,3410.23,-4132.06787109375,67.7474,221,49.1807,1105000,2199.73
222,3184.04,-3309.33984375,81.2623,222,71.8292,1110000,2388.95
223,1713.29,-3915.626953125,70.744,223,52.612,1115000,914.56
224,2704.93,-3880.90478515625,71.5695,224,56.3136,1120000,2338.94
225,2869.12,-3460.510009765625,78.5298,225,70.1983,1125000,2221.05
226,2983.28,-3665.4453125,75.471,226,72.2524,1130000,2654.68
227,2283.25,-4188.89794921875,71.9501,227,57.956,1135000,577.0
228,2845.25,-3859.075439453125,72.9603,228,65.9111,1140000,2319.49
229,1596.87,-4689.51318359375,69.1767,229,42.0348,1145000,1238.88
230,2143.51,-4357.09521484375,70.4227,230,49.7415,1150000,1556.05
231,3151.57,-3764.25439453125,74.1324,231,66.9368,1155000,2889.95
232,3061.42,-4172.869140625,71.5774,232,56.414,1160000,1619.29
233,4429.3,-4357.49560546875,71.8375,233,57.9405,1165000,3427.04
234,3377.77,-4268.05078125,70.9811,234,56.6987,1170000,2882.37
235,3566.35,-4156.76171875,73.5086,235,64.2288,1175000,3147.89
236,3686.18,-3869.182373046875,80.338,236,76.1841,1180000,3284.68
237,4140.13,-3792.515869140625,85.4044,237,76.3239,1185000,3680.38
238,4262.1,-4170.6064453125,74.2322,238,66.3033,1190000,3862.3
239,3835.37,-4190.529296875,74.3935,239,64.3159,1195000,3518.61
240,4061.45,-4264.39208984375,76.3043,240,67.2715,1200000,3243.28
241,3738.36,-4325.43994140625,74.1793,241,65.7906,1205000,3112.85
242,4064.51,-4244.47705078125,74.8029,242,67.6423,1210000,3184.89
243,4234.85,-4283.810546875,74.726,243,66.0347,1215000,2887.75
244,2709.71,-4096.875,78.9247,244,72.2661,1220000,2588.69
245,3874.71,-4571.810546875,74.0936,245,62.5168,1225000,3136.48
246,3078.1,-4466.64208984375,73.9724,246,61.0196,1230000,2041.82
247,3497.09,-4716.162109375,71.5001,247,55.5324,1235000,2486.82
248,3639.24,-4150.609375,88.078,248,79.1516,1240000,3228.37
249,3199.52,-4656.77294921875,72.1137,249,58.3549,1245000,3626.1
250,3780.19,-4608.7421875,73.3179,250,62.5143,1250000,2848.85
251,4048.48,-4317.0537109375,83.8457,251,77.5738,1255000,3676.64
252,3647.6,-4847.67626953125,71.3963,252,54.1974,1260000,2713.83
253,3195.25,-4814.705078125,72.1351,253,54.4133,1265000,2438.34
254,3257.0,-5188.92529296875,69.8324,254,48.4309,1270000,2738.7
255,3844.35,-4562.3447265625,76.9263,255,65.9862,1275000,3302.88
256,3772.87,-4824.525390625,72.7959,256,62.3582,1280000,2604.82
257,4456.2,-4745.25634765625,77.3953,257,73.6711,1285000,3820.33
258,4708.6,-4529.8291015625,85.2529,258,74.8269,1290000,3745.88
259,4170.39,-4952.97509765625,72.2266,259,57.1808,1295000,3813.82
260,3930.89,-5303.81884765625,72.318,260,54.8858,1300000,3965.26
261,4568.28,-5101.20849609375,72.2637,261,55.8978,1305000,3910.71
262,4097.62,-4726.41064453125,78.9996,262,69.4051,1310000,3725.53
263,4202.27,-5209.73486328125,72.2151,263,59.4049,1315000,4133.27
264,4434.73,-5199.8759765625,73.0555,264,62.0693,1320000,4449.23
265,4881.7,-4996.865234375,77.3608,265,70.5005,1325000,4044.43
266,4515.31,-5077.8310546875,76.2038,266,64.9922,1330000,3697.98
267,4838.61,-5075.8125,77.2296,267,73.5973,1335000,4342.48
268,4476.84,-4844.6083984375,92.0851,268,83.8421,1340000,3860.19
269,4435.74,-5184.0107421875,76.346,269,68.3554,1345000,3653.63
270,4356.8,-5229.90283203125,74.6303,270,65.7994,1350000,3962.9
271,4922.86,-5024.20849609375,89.8843,271,78.3015,1355000,4500.74
272,4748.7,-5123.79833984375,90.9355,272,76.5358,1360000,4303.2
273,4348.63,-5948.0439453125,70.9012,273,47.4994,1365000,4651.8
274,4667.44,-5594.1728515625,73.6924,274,62.5291,1370000,4689.64
275,4549.8,-5527.6953125,75.4459,275,66.8773,1375000,4182.53
276,4914.74,-5318.63134765625,78.237,276,73.8437,1380000,4286.92
277,4947.4,-5332.38916015625,88.763,277,77.4271,1385000,4344.21
278,4976.22,-5343.44775390625,80.9974,278,77.2832,1390000,3966.22
279,5197.33,-5426.87744140625,89.211,279,82.804,1395000,4738.3
280,4275.3,-5710.2626953125,73.7459,280,63.1701,1400000,4339.54
281,4723.2,-5460.68505859375,89.2622,281,80.9824,1405000,4534.51
282,4929.0,-5631.3916015625,90.0275,282,83.2421,1410000,4101.9
283,4838.29,-5531.86328125,90.7164,283,85.215,1415000,4357.36
284,5012.79,-5807.9267578125,77.3394,284,71.5336,1420000,3894.05
285,4572.95,-5832.5908203125,76.2601,285,69.7475,1425000,4326.58
286,4629.49,-5674.22265625,85.977,286,76.9675,1430000,4542.63
287,4877.12,-5784.87255859375,80.1994,287,81.175,1435000,3600.72
288,5108.09,-5946.20703125,73.3484,288,64.7348,1440000,3974.86
289,5334.99,-5989.26611328125,78.4436,289,72.3744,1445000,4264.66
290,4956.44,-6001.966796875,82.2796,290,77.4453,1450000,4282.45
291,5010.34,-6037.73974609375,88.7497,291,79.8624,1455000,4731.62
292,4837.83,-5979.73486328125,88.8389,292,83.0148,1460000,4461.29
293,5007.84,-5943.68896484375,78.8688,293,74.6399,1465000,4386.71
294,4897.57,-6239.08154296875,89.7314,294,83.351,1470000,4479.11
295,4762.92,-6160.6142578125,82.4967,295,79.5967,1475000,4397.86
296,4750.84,-6288.21533203125,77.8675,296,74.7948,1480000,4695.17
297,5032.8,-6251.78857421875,89.7256,297,81.8981,1485000,4784.51
298,5023.33,-6398.52490234375,78.6158,298,72.2015,1490000,4856.48
299,5080.41,-6380.7080078125,88.5067,299,86.0488,1495000,4638.59
300,5049.57,-6458.01953125,86.9446,300,83.4084,1500000,4878.62
301,5030.81,-6447.77587890625,74.5576,301,69.8262,1505000,3475.27
302,4413.72,-6384.63720703125,83.2589,302,75.2089,1510000,3641.15
303,4605.71,-6510.17138671875,84.9218,303,76.3051,1515000,4517.51
304,4624.52,-6418.55615234375,86.8852,304,76.4735,1520000,3547.29
305,4710.61,-6631.236328125,80.0565,305,79.9081,1525000,4492.26
306,4915.73,-6806.580078125,77.0585,306,76.6961,1530000,4371.43
307,5044.17,-6745.4599609375,76.1505,307,71.4025,1535000,4417.05
308,4773.61,-6817.33203125,73.6798,308,61.9723,1540000,4685.91
309,4892.93,-6889.546875,91.9869,309,90.091,1545000,4890.71
310,4574.8,-6808.46435546875,91.0547,310,84.5272,1550000,4414.82
311,4793.26,-6821.337890625,90.0631,311,82.7566,1555000,4406.96
312,5016.25,-6868.888671875,81.3774,312,80.5248,1560000,4003.8
313,4690.17,-7008.310546875,89.5819,313,85.2411,1565000,4368.78
314,4539.49,-7092.072265625,88.5257,314,84.9567,1570000,4363.19
315,5151.09,-7156.31982421875,89.9231,315,83.8294,1575000,4516.93
316,5275.96,-7154.13818359375,82.1043,316,79.2101,1580000,4713.75
317,5228.37,-7321.3720703125,77.3914,317,77.3125,1585000,4391.45
318,4788.58,-7355.28564453125,93.3614,318,88.6367,1590000,4587.57
319,4838.23,-7428.69775390625,94.2515,319,88.0465,1595000,4178.13
320,4872.52,-7430.45556640625,75.8627,320,70.4327,1600000,3914.08
321,3961.65,-7334.2607421875,89.8092,321,82.8556,1605000,4303.61
322,4473.12,-7525.25830078125,76.8655,322,72.1605,1610000,4338.61
323,4665.42,-7506.52392578125,91.776,323,83.6366,1615000,4168.02
324,4662.32,-7659.5126953125,89.5711,324,90.1561,1620000,4219.72
325,5105.49,-7618.84521484375,73.6941,325,68.3123,1625000,4674.8
326,4799.67,-7670.28271484375,79.2749,326,78.2657,1630000,4633.84
327,4374.1,-7670.33056640625,75.4898,327,73.6794,1635000,3526.44
328,4756.76,-7803.029296875,80.7129,328,82.8886,1640000,3861.98
329,4451.78,-7657.3896484375,74.8385,329,69.3196,1645000,4190.88
330,5116.52,-7832.12939453125,78.4553,330,75.3256,1650000,4242.27
331,4434.97,-7908.45947265625,84.0521,331,84.006,1655000,4333.5
332,5283.04,-7985.94677734375,83.0453,332,78.2443,1660000,3797.78
333,5236.84,-7940.9912109375,77.4058,333,77.1953,1665000,4133.44
334,3954.49,-8047.560546875,82.3753,334,83.5605,1670000,3643.25
335,4450.44,-8057.7822265625,87.8177,335,87.7525,1675000,3817.95
336,4735.1,-8227.6396484375,87.7715,336,78.9339,1680000,4341.74
337,4649.03,-8176.97900390625,92.5847,337,90.2082,1685000,4023.93
338,5091.72,-8146.396484375,78.3232,338,75.0844,1690000,3638.36
339,4796.74,-8430.4541015625,87.136,339,81.0171,1695000,4867.17
340,5245.18,-8155.6494140625,73.9715,340,68.3324,1700000,4201.09
341,5182.52,-8568.3896484375,90.9793,341,87.216,1705000,5080.73
342,5157.1,-8376.369140625,77.5892,342,77.5352,1710000,3835.23
343,4730.28,-8369.4111328125,77.9482,343,78.0551,1715000,4452.02
344,5252.68,-8621.46484375,84.8026,344,84.2293,1720000,4590.97
345,4357.22,-8483.0400390625,93.4128,345,87.8641,1725000,3641.35
346,4616.69,-8823.580078125,85.1776,346,85.3762,1730000,4508.63
347,5116.01,-8734.5732421875,89.8978,347,84.9695,1735000,4654.63
348,4152.67,-8741.126953125,86.5153,348,84.5969,1740000,4213.13
349,4672.53,-8868.6796875,90.7011,349,90.5216,1745000,4648.04
350,4904.06,-8856.763671875,90.7191,350,87.5667,1750000,4200.08
351,4796.63,-8891.681640625,90.3268,351,88.4175,1755000,4774.74
352,5351.93,-9198.634765625,90.8997,352,86.4097,1760000,5064.76
353,5008.45,-9039.302734375,92.5814,353,88.3004,1765000,4695.36
354,5245.29,-9038.56640625,80.0506,354,80.2153,1770000,4538.11
355,4881.21,-9135.6591796875,88.6849,355,87.613,1775000,4250.42
356,5210.28,-9204.267578125,92.1023,356,85.4643,1780000,4612.28
357,5373.85,-9299.087890625,89.8962,357,88.5717,1785000,4932.69
358,4711.68,-9242.7939453125,90.3508,358,88.6732,1790000,4872.42
359,4819.14,-9102.05078125,76.5545,359,79.891,1795000,4474.45
360,4923.13,-9197.2197265625,79.035,360,77.2466,1800000,3946.82
361,5173.9,-9317.1923828125,76.5008,361,78.7984,1805000,4754.0
362,5118.94,-9692.923828125,90.4618,362,88.0721,1810000,4957.22
363,5054.11,-9455.2080078125,88.6676,363,86.8457,1815000,4971.3
364,5386.19,-9666.2041015625,92.3863,364,89.6989,1820000,5234.78
365,5278.0,-9562.9169921875,92.4839,365,91.5585,1825000,4853.69
366,5239.55,-9492.0234375,76.1633,366,76.4482,1830000,4563.18
367,5034.82,-9697.83203125,90.5026,367,91.3789,1835000,4899.79
368,5355.37,-9486.638671875,76.6275,368,77.1733,1840000,4678.35
369,5296.62,-9690.8310546875,89.9417,369,88.2008,1845000,4663.52
370,5171.4,-9801.60546875,94.0603,370,93.0903,1850000,4960.76
371,5349.44,-9627.990234375,77.2643,371,80.7382,1855000,4851.45
372,5279.65,-9691.330078125,91.4583,372,86.841,1860000,5073.34
373,5290.98,-9914.255859375,88.1779,373,87.1367,1865000,4613.71
374,5226.67,-9819.583984375,77.3532,374,77.2465,1870000,4915.01
375,4951.06,-9857.908203125,91.7683,375,87.3586,1875000,4671.3
376,5237.11,-10077.54296875,90.3311,376,85.2166,1880000,5184.96
377,5397.66,-10004.880859375,94.2707,377,89.123,1885000,4956.01
378,5002.68,-10086.57421875,91.5397,378,88.455,1890000,4779.16
379,5100.27,-9979.099609375,82.568,379,84.9281,1895000,4855.42
380,5085.84,-10133.1884765625,93.3041,380,89.5028,1900000,4985.29
381,5417.23,-10214.3505859375,91.0288,381,82.6451,1905000,4574.44
382,5216.49,-9913.5166015625,77.2762,382,75.7389,1910000,4478.89
383,5179.97,-10097.9248046875,92.0772,383,85.8767,1915000,4725.52
384,5294.1,-10209.044921875,91.9134,384,83.2008,1920000,4550.2
385,5396.63,-10224.4130859375,90.5039,385,85.0451,1925000,4316.52
386,5425.54,-10252.3916015625,89.1008,386,79.3146,1930000,4431.44
387,5493.43,-10356.6455078125,87.0252,387,79.3401,1935000,5089.21
388,5286.55,-10455.3701171875,89.529,388,82.9986,1940000,4905.44
389,5010.89,-10086.82421875,77.27,389,77.0142,1945000,5186.59
