Running Forward KL,Running Update Time,Real Det Return,Running Reverse KL,Real Sto Return,Itration,Reward Loss,Running Env Steps
79.488,388,5494.33,73.7837,5066.99,388,-8930.408203125,1940000
80.0403,389,5517.53,74.8667,5327.96,389,-9017.5888671875,1945000
79.0273,390,5331.24,74.3229,4505.21,390,-8941.1162109375,1950000
79.1383,391,5505.34,70.75,5228.97,391,-8752.052734375,1955000
77.8222,392,5435.06,74.5417,4803.21,392,-9117.33984375,1960000
78.1691,393,5281.56,73.6423,4879.11,393,-9066.89453125,1965000
76.4797,394,5052.48,71.85,5189.77,394,-8873.7265625,1970000
77.4565,395,5227.54,74.1938,5056.72,395,-9223.6279296875,1975000
78.0835,396,5363.44,74.4046,4950.81,396,-9328.5986328125,1980000
79.6839,397,5131.07,77.1994,4976.8,397,-9365.921875,1985000
78.0224,398,5517.61,73.5795,4743.57,398,-9392.3974609375,1990000
74.6105,399,5370.91,64.7758,4689.25,399,-9325.619140625,1995000
77.4093,400,5456.71,71.2691,5292.17,400,-9458.900390625,2000000
78.0047,401,5589.64,70.9826,5053.0,401,-9476.572265625,2005000
76.134,402,5563.84,70.431,5244.82,402,-9590.4365234375,2010000
77.0235,403,5550.3,71.6863,4729.52,403,-9619.0478515625,2015000
76.2583,404,5589.73,69.4253,5156.52,404,-9437.6484375,2020000
77.7128,405,5528.01,74.1149,5202.16,405,-9811.203125,2025000
75.7281,406,5580.08,68.9077,4944.24,406,-9470.27734375,2030000
74.7363,407,5048.9,67.9553,5209.99,407,-9615.142578125,2035000
76.2493,408,5570.8,69.6705,4327.95,408,-9714.3310546875,2040000
77.5549,409,5375.66,72.9652,4132.72,409,-9971.31640625,2045000
74.7148,410,5308.92,67.4492,4902.59,410,-9755.529296875,2050000
74.355,411,5600.95,67.0531,4984.3,411,-9795.744140625,2055000
75.1187,412,5567.23,66.9948,4854.04,412,-9822.0625,2060000
76.0352,413,5608.96,68.3698,5030.53,413,-9726.044921875,2065000
77.0828,414,5576.71,72.2211,5169.89,414,-10133.484375,2070000
74.4206,415,5514.62,65.7571,3672.04,415,-10067.521484375,2075000
73.7965,416,4842.14,63.5583,3872.1,416,-9797.0634765625,2080000
78.7322,417,5211.86,71.795,5021.05,417,-10250.0263671875,2085000
73.667,418,5043.68,68.3681,4326.72,418,-9888.109375,2090000
69.1577,419,5615.94,62.7621,4932.29,419,-9544.4658203125,2095000
69.2476,420,5443.56,63.2254,4548.02,420,-9705.5361328125,2100000
75.254,421,5515.97,70.3577,4269.02,421,-10321.8251953125,2105000
74.2629,422,4950.0,69.9073,4653.86,422,-10257.9169921875,2110000
69.3962,423,5496.38,62.194,4745.97,423,-9792.7626953125,2115000
77.4394,424,5276.8,72.9916,4486.18,424,-10337.681640625,2120000
68.6069,425,5588.64,60.8204,4800.79,425,-9914.681640625,2125000
73.8477,426,5378.93,69.8172,4632.83,426,-10502.64453125,2130000
76.5964,427,5516.95,69.9557,4265.57,427,-10598.7607421875,2135000
77.4518,428,5337.13,70.5741,5054.76,428,-10539.6533203125,2140000
68.8919,429,5196.77,59.2256,4837.24,429,-9991.7890625,2145000
73.8829,430,5239.78,67.0529,3968.48,430,-10690.3193359375,2150000
73.2623,431,5593.6,66.5924,4629.8,431,-10722.3125,2155000
75.9567,432,5044.68,69.2882,4518.14,432,-10682.3876953125,2160000
77.3708,433,4779.63,74.3918,3689.13,433,-11059.0,2165000
71.3893,434,4869.88,65.6532,3900.59,434,-10582.185546875,2170000
73.86,435,5039.17,72.25,4247.14,435,-11117.837890625,2175000
73.8943,436,5274.93,67.5902,5027.44,436,-11016.3369140625,2180000
76.1019,437,5338.97,69.4517,5082.25,437,-11063.57421875,2185000
76.6003,438,5303.19,72.3775,4999.66,438,-11186.193359375,2190000
77.6544,439,5167.58,73.2498,3231.6,439,-11078.20703125,2195000
75.8389,440,5174.99,71.5432,3658.15,440,-11115.4111328125,2200000
77.0016,441,3795.46,70.6816,2262.13,441,-11146.634765625,2205000
68.0673,442,4481.48,59.242,3750.89,442,-10110.6279296875,2210000
67.5038,443,4296.48,55.4936,3075.33,443,-10129.08984375,2215000
76.3072,444,5423.26,70.5683,4550.79,444,-11217.5029296875,2220000
69.7242,445,4880.64,62.396,3210.01,445,-10639.587890625,2225000
77.472,446,3806.34,70.7331,4381.16,446,-11467.7109375,2230000
76.0712,447,4927.4,70.6835,4479.82,447,-11379.681640625,2235000
77.2861,448,4527.67,71.1874,4036.71,448,-11473.3369140625,2240000
76.9576,449,4985.97,75.6066,3799.21,449,-11690.630859375,2245000
74.1646,450,5038.07,66.6758,4436.66,450,-11235.033203125,2250000
76.8554,451,4636.96,72.9774,4170.96,451,-11547.3857421875,2255000
73.4762,452,5081.26,66.7336,4374.02,452,-11251.9072265625,2260000
78.1885,453,4986.08,71.7981,4180.66,453,-11688.646484375,2265000
73.734,454,4930.42,68.7896,3715.22,454,-11383.798828125,2270000
78.766,455,5171.52,75.5459,4031.14,455,-11718.59765625,2275000
80.1044,456,5265.64,77.782,4434.73,456,-11950.029296875,2280000
77.5655,457,5170.04,74.7334,4308.4,457,-11959.4931640625,2285000
78.1373,458,5054.07,74.5255,3888.76,458,-12089.5517578125,2290000
79.3568,459,4966.91,76.8978,4005.63,459,-11944.728515625,2295000
74.7595,460,4510.02,69.51,4253.22,460,-11776.611328125,2300000
78.9259,461,4916.91,74.8029,4459.93,461,-12114.8427734375,2305000
76.7424,462,5270.28,71.4099,3760.57,462,-11964.17578125,2310000
73.9392,463,5128.55,70.9158,4734.54,463,-11934.484375,2315000
78.3723,464,5000.58,72.1583,4040.75,464,-11865.322265625,2320000
76.8221,465,5184.42,69.9117,4025.68,465,-11956.14453125,2325000
76.7179,466,5023.05,68.4896,4236.09,466,-11848.787109375,2330000
80.5652,467,5509.57,75.2755,4376.91,467,-12112.2783203125,2335000
79.5732,468,5318.68,74.795,4788.95,468,-12165.4169921875,2340000
79.0866,469,4564.57,70.2403,4359.72,469,-12158.5126953125,2345000
71.4359,470,5464.74,64.1921,4091.06,470,-11658.875,2350000
79.9023,471,4725.23,76.7835,3407.33,471,-12366.962890625,2355000
78.0446,472,4871.61,70.4803,3463.6,472,-12217.4755859375,2360000
77.372,473,5638.72,68.8497,5124.13,473,-12067.0048828125,2365000
78.2377,474,5657.71,70.5375,4409.21,474,-12209.3583984375,2370000
78.0139,475,5162.11,72.1367,3946.83,475,-12278.4736328125,2375000
77.4885,476,4990.14,69.8262,4930.66,476,-12258.0810546875,2380000
78.6118,477,5188.65,75.9354,4871.56,477,-12727.7822265625,2385000
70.1098,478,5416.31,63.3569,4308.84,478,-11480.7333984375,2390000
76.997,479,5533.9,73.212,4157.22,479,-12710.9970703125,2395000
77.5335,480,5196.05,74.0962,5390.75,480,-12675.4833984375,2400000
75.6177,481,5542.09,73.5819,5096.59,481,-12585.056640625,2405000
70.1181,482,5477.84,62.2702,4217.35,482,-11784.1376953125,2410000
79.2034,483,5568.63,74.6407,4885.97,483,-12948.470703125,2415000
71.7699,484,5093.53,68.4678,3722.44,484,-12036.5849609375,2420000
77.6525,485,4582.04,75.2773,4423.86,485,-12756.5302734375,2425000
79.2989,486,5543.09,76.2057,4628.09,486,-12937.603515625,2430000
79.0159,487,5231.97,74.5064,4752.38,487,-12977.232421875,2435000
74.8922,488,5269.85,70.9002,4866.67,488,-12600.134765625,2440000
74.2751,489,4959.54,69.4713,4214.67,489,-12534.8232421875,2445000
79.3159,490,4207.73,74.7436,3839.77,490,-13007.1640625,2450000
79.9824,491,4920.1,78.7595,4308.1,491,-13109.94921875,2455000
77.679,492,5509.08,74.1916,4777.46,492,-12992.8994140625,2460000
80.6365,493,4385.46,79.4942,4947.48,493,-13159.6484375,2465000
77.7061,494,5242.0,74.0634,4985.84,494,-12940.4501953125,2470000
78.7579,495,4948.01,75.0302,3849.89,495,-13024.4111328125,2475000
77.0056,496,4825.91,78.3755,4641.81,496,-13213.0673828125,2480000
71.6121,497,5401.67,64.5302,4807.21,497,-12249.8994140625,2485000
79.2384,498,4948.53,76.8429,4663.88,498,-13329.677734375,2490000
81.155,499,5538.93,80.3472,4855.07,499,-13369.3564453125,2495000
73.4733,500,4732.47,70.2362,4369.18,500,-12464.046875,2500000
81.6675,501,5371.0,83.0421,3337.48,501,-13479.990234375,2505000
82.1803,502,5192.96,80.7557,3909.71,502,-13482.408203125,2510000
82.0441,503,5309.02,77.7034,4579.87,503,-13477.6171875,2515000
79.884,504,5397.99,73.7625,4782.45,504,-13301.267578125,2520000
81.2235,505,5128.97,75.7122,4553.87,505,-13390.1591796875,2525000
70.5749,506,5356.2,62.1624,4140.09,506,-11999.4521484375,2530000
79.5145,507,5681.83,71.3399,4824.73,507,-13271.5361328125,2535000
78.7253,508,5072.53,72.7273,4173.58,508,-13347.6669921875,2540000
81.4597,509,4635.3,73.839,4868.06,509,-13480.162109375,2545000
79.6965,510,5109.0,77.4416,4725.16,510,-13570.521484375,2550000
78.7367,511,5266.43,76.9922,4074.41,511,-13511.267578125,2555000
79.512,512,5327.58,73.6543,4635.02,512,-13454.8564453125,2560000
78.8889,513,5666.07,74.335,4694.36,513,-13456.58984375,2565000
78.4558,514,5691.55,72.8984,4688.84,514,-13304.5,2570000
78.9309,515,5198.58,74.0691,4673.67,515,-13578.044921875,2575000
75.0767,516,4805.76,69.8558,4696.89,516,-13481.60546875,2580000
79.3069,517,5340.74,74.5593,4547.92,517,-13491.044921875,2585000
81.9217,518,5408.09,79.951,4717.31,518,-13806.6240234375,2590000
69.7099,519,5021.36,61.5299,4719.23,519,-12162.4736328125,2595000
80.376,520,5077.16,78.8141,5415.11,520,-13764.263671875,2600000
82.4383,521,5106.39,76.7243,5130.47,521,-13652.51953125,2605000
81.0696,522,5543.54,81.5759,4490.41,522,-13801.7822265625,2610000
78.1633,523,5070.98,72.71,4641.87,523,-13723.3486328125,2615000
72.0833,524,4867.16,66.7827,4728.07,524,-12631.7802734375,2620000
72.7511,525,4955.09,71.2393,4900.43,525,-12833.6357421875,2625000
78.9616,526,5475.25,71.9969,4789.69,526,-13297.8427734375,2630000
79.196,527,5592.05,73.3737,5271.92,527,-13411.6005859375,2635000
80.6813,528,5521.0,76.2137,4693.79,528,-13753.974609375,2640000
78.9854,529,5681.44,75.959,5128.24,529,-13714.2802734375,2645000
80.2546,530,5460.91,76.218,4999.51,530,-13761.884765625,2650000
80.7396,531,5422.07,78.4341,5013.57,531,-13874.931640625,2655000
79.3778,532,4652.49,74.3102,4639.4,532,-13701.40234375,2660000
81.1333,533,5324.88,77.2997,5263.47,533,-13863.7724609375,2665000
80.8753,534,4952.68,77.8196,4258.08,534,-13726.1513671875,2670000
77.8556,535,4979.62,71.7468,4694.85,535,-13446.1787109375,2675000
80.6559,536,5622.52,77.0796,4856.8,536,-13951.8037109375,2680000
77.3403,537,5241.29,72.4409,4343.56,537,-13327.912109375,2685000
78.6568,538,5634.22,77.1253,4628.22,538,-13810.0126953125,2690000
71.288,539,5089.84,69.5239,5084.2,539,-13109.439453125,2695000
80.7061,540,5338.27,75.7401,4404.36,540,-13726.7373046875,2700000
71.9463,541,5500.12,74.2711,4826.1,541,-13009.013671875,2705000
78.9092,542,5224.22,74.7439,4471.48,542,-13767.9765625,2710000
78.6534,543,5068.74,76.1523,4893.25,543,-13755.51953125,2715000
72.4204,544,5233.11,69.9987,4733.9,544,-13081.9931640625,2720000
72.3649,545,5636.26,71.4277,5077.01,545,-12936.1162109375,2725000
78.2293,546,5124.38,74.8012,4187.97,546,-13846.0625,2730000
78.3007,547,5034.98,76.5709,4419.03,547,-13891.041015625,2735000
78.1168,548,5613.56,74.5858,4190.25,548,-13748.4326171875,2740000
77.7057,549,4598.41,76.7115,4220.33,549,-13742.3818359375,2745000
79.7347,550,5146.66,79.5637,4199.99,550,-13923.7119140625,2750000
78.7644,551,5181.3,77.2781,3621.74,551,-13742.8203125,2755000
71.8133,552,4491.51,67.9282,4636.49,552,-12725.095703125,2760000
76.4883,553,4917.04,73.3736,3962.03,553,-13595.228515625,2765000
79.4209,554,5416.9,75.4335,4261.5,554,-13712.880859375,2770000
80.8047,555,4752.93,76.9301,3654.53,555,-13893.1865234375,2775000
78.0058,556,4655.03,77.7706,3981.41,556,-13728.3017578125,2780000
76.9555,557,5573.08,69.7316,4525.1,557,-13287.2392578125,2785000
70.245,558,4930.37,66.2585,4295.68,558,-12624.3505859375,2790000
79.7878,559,4951.57,77.5214,4159.15,559,-13771.5947265625,2795000
71.7994,560,5609.16,67.2182,4518.84,560,-13156.6884765625,2800000
74.6158,561,5523.45,70.4505,3952.08,561,-13395.0576171875,2805000
69.2017,562,5720.66,61.9688,4788.31,562,-12458.6376953125,2810000
78.3107,563,5707.86,73.7301,4329.19,563,-13648.4990234375,2815000
78.284,564,5173.47,78.724,4504.45,564,-13984.498046875,2820000
70.4357,565,5279.81,62.8238,4096.99,565,-12648.5224609375,2825000
78.0403,566,4666.44,75.9025,5007.35,566,-13798.00390625,2830000
67.6546,567,5255.73,58.9033,4705.95,567,-12095.541015625,2835000
68.0626,568,5120.75,59.5062,3456.68,568,-12249.11328125,2840000
76.5853,569,4605.13,72.2168,3988.94,569,-13931.1181640625,2845000
71.1989,570,4256.96,69.6569,4256.51,570,-12969.2802734375,2850000
77.3756,571,4078.54,74.544,4262.48,571,-14069.6357421875,2855000
70.1047,572,4354.51,65.0315,4199.79,572,-12890.505859375,2860000
78.1115,573,4552.46,74.0537,4758.41,573,-14026.4873046875,2865000
70.9268,574,5420.27,68.4226,4365.66,574,-13284.2421875,2870000
72.1971,575,5006.04,68.5215,4592.6,575,-13411.8359375,2875000
68.55,576,5223.31,60.2424,4120.07,576,-12158.302734375,2880000
75.0887,577,5064.7,72.9867,3540.12,577,-13913.154296875,2885000
70.6581,578,5493.62,64.7142,4667.06,578,-13168.896484375,2890000
76.9884,579,5242.05,73.9727,3916.1,579,-14044.53125,2895000
65.9006,580,4724.6,43.667,3661.0,580,-8936.9091796875,2900000
66.7946,581,3847.14,52.6877,4264.73,581,-10987.869140625,2905000
76.889,582,5402.13,73.5655,4840.64,582,-14178.8466796875,2910000
78.6773,583,5322.01,78.4095,5207.15,583,-14243.49609375,2915000
68.6537,584,5071.09,60.3433,4283.45,584,-12523.91015625,2920000
69.5867,585,5250.56,63.7563,4631.39,585,-13229.1103515625,2925000
69.7155,586,4002.67,64.7643,3721.94,586,-12986.33203125,2930000
77.3135,587,5147.62,72.4153,3685.37,587,-13971.193359375,2935000
67.8404,588,5367.27,56.7756,4066.94,588,-11950.8486328125,2940000
80.5817,589,5566.69,80.1301,4584.79,589,-14364.662109375,2945000
71.1484,590,5042.47,69.8197,3693.47,590,-13169.66796875,2950000
74.9154,591,5223.14,69.1187,4862.51,591,-13829.7353515625,2955000
76.4378,592,5262.29,79.1677,3678.25,592,-14214.61328125,2960000
74.1027,593,5048.01,72.8705,5357.39,593,-13920.8154296875,2965000
70.9961,594,4707.63,66.7289,3511.69,594,-13349.7236328125,2970000
79.5266,595,5649.11,77.4187,4797.94,595,-14425.1572265625,2975000
80.7815,596,4344.94,78.428,4409.59,596,-14248.3125,2980000
68.0285,597,5729.41,59.9136,5005.14,597,-12112.845703125,2985000
71.1948,598,4339.94,61.3777,3571.52,598,-13407.421875,2990000
74.6327,599,5298.81,69.3377,4563.04,599,-13949.6728515625,2995000
