Running Env Steps,Running Update Time,Running Reverse KL,Reward Loss,Real Sto Return,Real Det Return,Running Forward KL,Itration
200000,40,10.3006,-212.74241638183594,1640.44,3260.5,21.5366,40
205000,41,10.5607,-249.90505981445312,2457.17,3213.42,21.1908,41
210000,42,11.52,-402.804931640625,944.41,1221.88,25.1101,42
215000,43,10.9259,-342.715576171875,1830.86,2845.24,21.3616,43
220000,44,10.2876,-350.57269287109375,1676.97,1793.32,20.3421,44
225000,45,11.9707,-375.9969482421875,1413.8,3207.03,21.7246,45
230000,46,14.6421,-211.47781372070312,1424.85,1487.12,19.8134,46
235000,47,9.8131,-261.77178955078125,2876.58,3203.77,19.2613,47
240000,48,18.3715,-477.63739013671875,2069.83,3338.26,21.4269,48
245000,49,13.8123,-627.2355346679688,1153.1,1499.55,23.2883,49
250000,50,11.9063,-559.3341674804688,1625.13,3384.11,22.3524,50
255000,51,10.5455,-381.9018859863281,2682.99,1886.92,20.673,51
260000,52,12.2392,-493.94482421875,2307.25,3424.48,21.0388,52
265000,53,11.4865,-523.5752563476562,1260.95,3158.58,23.5269,53
270000,54,9.9736,-290.41790771484375,3246.72,3396.31,19.0726,54
275000,55,17.5792,-640.1434326171875,1937.48,3285.01,22.3207,55
280000,56,37.023,-841.0813598632812,1060.22,1318.8,24.7025,56
285000,57,12.0285,-664.8699951171875,1186.23,3429.67,20.7439,57
290000,58,14.7583,-656.2427978515625,1049.13,994.32,23.2842,58
295000,59,15.8265,-610.876953125,1532.08,2955.92,22.734,59
300000,60,9.4498,-149.4674530029297,2957.53,3444.95,18.0326,60
305000,61,9.735,-229.33030700683594,3209.24,3396.27,18.3462,61
310000,62,11.1627,-650.1030883789062,1585.52,1923.8,21.8225,62
315000,63,30.0985,-656.2938842773438,1676.01,3366.22,19.229,63
320000,64,10.4614,-430.3277587890625,3159.67,3341.98,19.9293,64
325000,65,18.4722,-945.9939575195312,1074.74,1156.17,23.7285,65
330000,66,12.4914,-494.8009948730469,2721.49,3408.7,20.601,66
335000,67,10.5098,-392.6812438964844,2721.1,3347.49,19.7189,67
340000,68,10.0893,-345.3915100097656,2974.04,3388.81,19.4965,68
345000,69,13.097,-655.8729858398438,2930.75,3338.09,20.522,69
350000,70,10.5485,-485.49200439453125,3079.98,3290.98,19.8195,70
355000,71,11.7905,-377.38043212890625,2613.32,3421.49,20.9679,71
360000,72,14.4617,-474.8349609375,2344.19,3393.39,20.1988,72
365000,73,25.9022,-1170.719482421875,1075.78,1147.43,23.7007,73
370000,74,15.0621,-1055.0325927734375,1068.8,2368.57,22.2273,74
375000,75,13.2291,-343.69873046875,2796.14,3425.42,19.6827,75
380000,76,11.0142,-474.5264892578125,3108.34,3395.97,19.8668,76
385000,77,11.1812,-969.9885864257812,2131.91,1415.37,22.45,77
390000,78,11.4707,-977.7144775390625,2261.41,1645.09,22.1454,78
395000,79,21.1006,-809.180908203125,2097.82,3465.26,20.7022,79
400000,80,11.3738,-1004.4802856445312,1550.02,3374.77,20.9942,80
405000,81,10.1546,-947.2272338867188,1597.53,3410.86,20.6423,81
410000,82,13.7359,-531.5840454101562,2988.21,3446.14,18.5913,82
415000,83,10.0648,-417.4400634765625,2988.7,3422.17,18.5187,83
420000,84,8.9676,-429.3869934082031,2868.04,3380.38,18.7719,84
425000,85,10.1864,-966.8443603515625,1999.71,3037.44,21.6182,85
430000,86,12.0265,-842.1779174804688,2446.7,3095.75,21.2993,86
435000,87,10.7307,-1234.2010498046875,1296.2,1359.23,23.0549,87
440000,88,10.33,-953.7423095703125,1146.79,2494.13,20.3221,88
445000,89,9.1057,-1019.7158813476562,1935.03,3425.63,21.2031,89
450000,90,10.4517,-1085.947021484375,1440.34,2530.35,21.8887,90
455000,91,10.5827,-1044.8717041015625,1251.4,3403.6,23.8232,91
460000,92,9.989,-971.7410888671875,2423.7,3353.28,19.9405,92
465000,93,12.0383,-1275.1400146484375,1760.97,3371.07,22.8312,93
470000,94,11.9036,-1431.5303955078125,1490.01,983.43,22.3268,94
475000,95,10.4228,-842.4295654296875,2628.58,3383.33,20.8465,95
480000,96,12.1527,-1059.9158935546875,2572.58,3529.78,20.7653,96
485000,97,11.9195,-768.0816040039062,2235.67,3448.3,20.231,97
490000,98,11.2189,-1187.692626953125,1705.03,3357.78,21.8831,98
495000,99,10.3052,-595.3748779296875,2732.49,3459.88,18.9528,99
500000,100,10.9741,-1079.6422119140625,2591.59,3459.38,21.6232,100
505000,101,10.4613,-967.6526489257812,2611.41,3443.57,20.7079,101
510000,102,12.0772,-1433.61328125,2043.73,3501.77,21.9547,102
515000,103,11.2171,-1193.3721923828125,2014.66,3369.87,19.4154,103
520000,104,15.2413,-1065.2591552734375,2128.62,3360.64,20.1814,104
525000,105,12.144,-1109.9608154296875,2817.63,3403.6,20.2969,105
530000,106,12.0034,-1160.1378173828125,2666.76,3357.41,21.4796,106
535000,107,10.9136,-962.4412231445312,2322.42,3425.77,19.8987,107
540000,108,12.4925,-1309.08203125,2267.62,1985.48,20.6001,108
545000,109,17.1048,-1398.364990234375,1291.53,2961.58,22.0104,109
550000,110,12.5006,-1189.550537109375,1868.55,3390.15,21.0339,110
555000,111,9.405,-712.6679077148438,2652.75,3394.55,18.6924,111
560000,112,12.3421,-1304.5439453125,1579.55,2822.4,21.4328,112
565000,113,10.6842,-803.9479370117188,2817.71,3305.64,20.0726,113
570000,114,11.9635,-1636.9403076171875,1792.84,3391.98,21.6354,114
575000,115,11.2384,-1326.337890625,1993.9,3493.89,22.9526,115
580000,116,13.085,-1325.9669189453125,1774.64,3027.91,21.3684,116
585000,117,17.3512,-1605.430908203125,1510.84,1418.89,21.9929,117
590000,118,10.3257,-861.0077514648438,1888.68,3469.95,19.9063,118
595000,119,9.9554,-1256.589111328125,2431.64,3448.04,20.9846,119
600000,120,11.9687,-1661.7120361328125,1369.89,1714.36,22.0596,120
605000,121,11.2794,-1449.5679931640625,1565.13,3488.71,22.5528,121
610000,122,12.9075,-1274.47314453125,2183.26,3472.59,20.7255,122
615000,123,14.69,-1734.8582763671875,1416.06,2983.59,23.5482,123
620000,124,10.091,-632.3231201171875,1617.89,3005.73,19.7263,124
625000,125,11.7358,-967.4420166015625,2895.18,3428.84,20.8725,125
630000,126,11.7145,-1167.6268310546875,2339.08,3507.5,20.419,126
635000,127,15.6157,-1678.58935546875,2199.33,3367.24,21.9051,127
640000,128,10.774,-743.3992919921875,2794.06,3406.46,19.8112,128
645000,129,13.6587,-1688.9981689453125,1658.11,3134.51,21.1708,129
650000,130,12.7103,-2005.1268310546875,1370.53,2829.92,22.874,130
655000,131,14.7545,-1950.5635986328125,1687.14,3168.93,22.5767,131
660000,132,15.6329,-1725.632080078125,1580.32,3451.96,23.5077,132
665000,133,13.8031,-1740.5986328125,2084.75,3448.78,22.9433,133
670000,134,12.2865,-1313.8504638671875,1948.96,1377.56,20.7966,134
675000,135,15.0899,-2136.236083984375,1244.72,2177.54,24.0938,135
680000,136,13.8418,-2276.682861328125,1637.4,1360.95,22.7024,136
685000,137,28.0266,-2795.701416015625,1311.5,3521.5,24.1416,137
690000,138,15.333,-2245.8544921875,1578.55,2627.36,21.7655,138
695000,139,23.7092,-2378.517578125,1424.46,101.02,21.7108,139
700000,140,14.015,-2679.153564453125,1139.26,2584.19,23.4615,140
705000,141,20.7209,-2922.94873046875,209.0,202.89,23.4095,141
710000,142,230.9581,-2892.21240234375,10.94,11.53,38.1818,142
715000,143,15.339,-2779.40185546875,319.87,316.03,27.3891,143
720000,144,16.6292,-2065.68603515625,383.88,591.18,28.4486,144
725000,145,37.3373,-3488.71826171875,969.29,798.82,24.7664,145
730000,146,46.8474,-3142.925537109375,377.55,292.02,30.2495,146
735000,147,13.5646,-863.9985961914062,3097.64,3108.34,22.2493,147
740000,148,31.1356,-3244.99169921875,587.57,221.99,25.2207,148
745000,149,15.0653,-2429.9892578125,1262.24,681.16,22.817,149
750000,150,83.9525,-2184.15966796875,391.31,218.3,26.1531,150
755000,151,12.9589,-1516.328125,2905.96,3510.89,20.2685,151
760000,152,12.1641,-950.2821655273438,2550.27,1139.32,20.9354,152
765000,153,16.2926,-1872.4149169921875,2501.97,3369.11,21.1687,153
770000,154,14.1773,-2417.97314453125,2372.23,2451.92,22.5275,154
775000,155,15.3643,-2244.272216796875,1797.45,2056.48,21.5313,155
780000,156,37.1786,-2911.269287109375,1785.08,1835.07,22.1618,156
785000,157,21.5149,-3587.52783203125,1126.22,1016.31,24.2792,157
790000,158,15.0498,-1381.724365234375,2869.42,3086.39,21.3058,158
795000,159,22.504,-3871.075439453125,1041.53,1019.51,24.4182,159
800000,160,19.5823,-3728.017822265625,961.04,998.36,24.4098,160
805000,161,16.896,-2756.51123046875,2452.04,3108.97,22.1606,161
810000,162,16.4905,-3282.138916015625,1341.85,1757.81,22.571,162
815000,163,21.048,-3933.846923828125,1033.03,1116.91,25.3477,163
820000,164,14.7546,-2986.2294921875,1916.38,2925.77,23.6671,164
825000,165,33.8685,-4298.64013671875,1017.38,860.93,26.2746,165
830000,166,20.3522,-4227.47265625,1042.68,1748.64,25.6121,166
835000,167,19.35,-4112.60986328125,1249.48,1586.43,25.4508,167
840000,168,33.5682,-4233.92626953125,915.02,1109.44,24.8402,168
845000,169,13.6369,-2532.550537109375,1940.68,3534.36,22.9437,169
850000,170,12.7291,-2343.759765625,1681.72,3565.43,21.8153,170
855000,171,31.8242,-4407.23388671875,1456.18,3498.42,24.6094,171
860000,172,15.6386,-2221.72705078125,2284.82,3496.26,21.4436,172
865000,173,22.504,-3665.108642578125,1576.39,3009.56,23.7336,173
870000,174,24.9488,-4377.966796875,978.97,997.84,23.7414,174
875000,175,17.0451,-4220.95556640625,1151.75,3424.2,24.2117,175
880000,176,14.5943,-1284.6617431640625,2823.75,3596.23,21.4717,176
885000,177,28.0663,-4309.14111328125,1263.13,3410.17,23.788,177
890000,178,29.9575,-4256.326171875,1597.71,2701.76,23.3053,178
895000,179,13.6095,-2173.899169921875,2570.15,2230.35,21.1798,179
900000,180,24.3858,-3723.408935546875,1715.9,3621.67,22.4421,180
905000,181,26.3673,-3974.4384765625,1501.69,3496.05,22.6616,181
910000,182,15.0397,-2978.007080078125,8.42,9.05,22.3053,182
915000,183,15.1077,-2498.1669921875,2156.82,3507.84,21.3947,183
920000,184,25.8705,-3825.00146484375,1588.37,3563.62,21.8517,184
925000,185,33.8239,-5318.84912109375,1498.79,1009.46,23.191,185
930000,186,61.069,-5174.5517578125,1254.47,1305.91,23.2863,186
935000,187,38.2494,-4099.2431640625,1844.89,3606.02,22.1533,187
940000,188,38.4644,-5690.05517578125,1134.27,2782.74,24.1021,188
945000,189,35.9967,-5298.43505859375,653.79,823.0,22.9416,189
950000,190,57.2702,-6122.8251953125,1098.12,1279.65,24.0263,190
955000,191,60.0169,-5464.6787109375,1180.39,1301.98,23.499,191
960000,192,46.1574,-6191.11865234375,1023.77,1117.81,24.4381,192
965000,193,45.4873,-6164.0341796875,1318.8,2814.06,23.8886,193
970000,194,40.4837,-5335.34423828125,1232.62,1250.73,22.5946,194
975000,195,24.1102,-4728.99951171875,1886.98,3007.97,21.1396,195
980000,196,38.6592,-5712.9599609375,1293.6,598.55,22.6941,196
985000,197,33.169,-6199.28515625,1494.53,2352.65,23.4549,197
990000,198,43.3694,-6626.22021484375,1346.23,3384.36,23.7775,198
995000,199,36.7637,-6335.427734375,1357.45,2514.98,22.9291,199
