Running Forward KL,Running Env Steps,Real Det Return,Itration,Real Sto Return,Running Update Time,Running Reverse KL,Reward Loss
36.554,1455000,4697.75,291,4867.33,291,16.1056,-1681.570556640625
35.5938,1460000,4734.63,292,4469.3,292,15.6024,-1620.6717529296875
36.4058,1465000,4818.88,293,4838.58,293,16.4332,-1557.018798828125
36.2394,1470000,4772.24,294,4755.27,294,15.541,-1640.267333984375
36.1435,1475000,4962.39,295,4859.2,295,15.8438,-1612.3695068359375
36.5081,1480000,4754.15,296,4781.67,296,15.9716,-1557.93212890625
36.4375,1485000,4734.44,297,4769.98,297,15.1993,-1573.142578125
36.0163,1490000,4688.55,298,4772.31,298,15.7506,-1554.0535888671875
35.6804,1495000,4806.26,299,4665.32,299,14.4838,-1610.806884765625
35.8112,1500000,5050.09,300,4822.21,300,16.0601,-1645.322509765625
37.2203,1505000,4909.29,301,4794.99,301,16.2424,-1786.8187255859375
36.7039,1510000,4799.62,302,4904.35,302,16.2011,-1825.3768310546875
37.8041,1515000,4927.56,303,4852.04,303,16.9678,-1873.2109375
36.3118,1520000,5019.16,304,5060.69,304,16.0626,-1713.2926025390625
36.5022,1525000,5095.74,305,5017.64,305,16.1829,-1652.11083984375
37.0396,1530000,4748.36,306,4905.87,306,16.7092,-1792.462158203125
37.0801,1535000,4774.09,307,4827.95,307,16.0256,-1750.762939453125
36.8034,1540000,4911.51,308,4956.95,308,16.6331,-1774.6171875
36.4124,1545000,4733.71,309,4946.48,309,16.007,-1813.3572998046875
36.5815,1550000,4649.39,310,4795.62,310,15.922,-1811.429931640625
36.9823,1555000,4925.28,311,4910.78,311,16.9718,-1804.13720703125
36.4379,1560000,4960.08,312,4737.5,312,15.7829,-1831.6898193359375
36.5479,1565000,4931.07,313,4957.08,313,16.0194,-1988.836669921875
36.5825,1570000,4921.89,314,4820.37,314,15.6198,-1879.11181640625
36.5851,1575000,4956.98,315,4812.17,315,15.2177,-1927.856689453125
37.1458,1580000,4957.72,316,4939.26,316,16.3757,-1902.42431640625
37.82,1585000,4932.8,317,4827.22,317,16.6534,-2035.432861328125
37.7626,1590000,4984.16,318,4939.74,318,17.4063,-2015.402587890625
38.3567,1595000,4980.73,319,4866.71,319,18.649,-2174.253173828125
37.6832,1600000,4963.12,320,4760.21,320,16.6699,-2022.59228515625
38.2534,1605000,5000.38,321,4959.78,321,17.7409,-1999.10400390625
38.2276,1610000,4953.75,322,4887.42,322,17.503,-2058.244140625
37.8425,1615000,4964.0,323,4896.72,323,16.8888,-2030.505615234375
37.8938,1620000,4846.53,324,4808.6,324,17.4777,-2044.3095703125
37.6736,1625000,4852.34,325,4880.38,325,16.8409,-2146.151611328125
37.7139,1630000,4918.41,326,4885.6,326,17.0715,-2063.010498046875
39.3478,1635000,4656.53,327,4096.44,327,17.5617,-2217.782470703125
44.7665,1640000,1625.58,328,2790.48,328,23.5474,-3090.54296875
41.8896,1645000,3939.59,329,3680.98,329,19.8832,-2526.94189453125
41.7299,1650000,4124.64,330,4054.87,330,18.6647,-2363.927734375
38.7373,1655000,4828.7,331,4818.11,331,20.6866,-2117.36767578125
39.4645,1660000,4606.02,332,4543.46,332,19.0879,-2515.426025390625
36.8416,1665000,4942.62,333,4912.17,333,19.1765,-2004.8870849609375
39.7099,1670000,4727.77,334,4639.1,334,21.0029,-2245.891357421875
38.2308,1675000,4807.1,335,4776.38,335,18.462,-2130.04248046875
38.5444,1680000,5149.48,336,4598.72,336,20.1178,-2158.086181640625
39.2429,1685000,4074.13,337,3988.63,337,24.7917,-2532.1689453125
39.2003,1690000,4526.44,338,4504.97,338,19.1434,-2300.974609375
39.2522,1695000,4878.27,339,4797.33,339,21.3944,-2298.052490234375
39.9483,1700000,5083.8,340,4981.78,340,24.397,-2310.7861328125
39.3625,1705000,4660.48,341,4607.63,341,21.5786,-2303.388671875
37.6864,1710000,4949.22,342,4875.37,342,18.3332,-2251.8720703125
39.0246,1715000,4511.92,343,4486.0,343,18.1289,-2347.947265625
39.3301,1720000,4399.24,344,4517.36,344,17.6483,-2407.560302734375
39.2324,1725000,4556.86,345,4570.67,345,17.1059,-2630.58203125
38.7596,1730000,4742.04,346,4667.96,346,17.7988,-2461.021240234375
37.4543,1735000,4600.36,347,4626.89,347,15.868,-2437.770263671875
37.7151,1740000,4898.5,348,4710.07,348,16.9985,-2443.15478515625
38.6636,1745000,4874.0,349,4657.13,349,16.9236,-2520.89599609375
38.5961,1750000,4909.09,350,4681.2,350,16.8284,-2542.351806640625
38.9813,1755000,4905.43,351,4754.49,351,18.4538,-2669.58837890625
38.7466,1760000,4910.23,352,4769.07,352,18.7332,-2651.853759765625
38.4177,1765000,5008.53,353,4830.51,353,18.2838,-2561.89306640625
38.2549,1770000,5009.82,354,4865.4,354,18.2103,-2438.046875
37.9381,1775000,4960.41,355,4892.13,355,17.9896,-2558.701904296875
37.0221,1780000,5137.34,356,5039.19,356,18.5683,-2490.9208984375
38.2427,1785000,5177.82,357,4874.84,357,18.3203,-2777.697509765625
37.8485,1790000,5065.93,358,4952.55,358,18.339,-2644.87060546875
38.0872,1795000,5018.69,359,4853.22,359,18.0792,-2653.172607421875
39.7668,1800000,4910.5,360,4637.92,360,18.5469,-2740.01318359375
37.8286,1805000,4930.67,361,4804.22,361,17.4777,-2482.28076171875
38.4717,1810000,4871.09,362,3939.16,362,20.4216,-2658.147216796875
38.3211,1815000,4932.16,363,4580.96,363,18.488,-2546.840576171875
38.96,1820000,4613.48,364,4738.85,364,19.1234,-2703.149658203125
37.7363,1825000,4853.75,365,4729.35,365,20.6054,-2579.04345703125
37.3015,1830000,3623.72,366,4834.62,366,22.471,-2655.571533203125
37.2817,1835000,4960.46,367,4910.22,367,17.4709,-2527.12451171875
38.4475,1840000,4759.88,368,4811.14,368,18.142,-2634.447265625
38.4075,1845000,5120.02,369,4930.98,369,19.8349,-2775.628173828125
40.0144,1850000,4760.76,370,4556.23,370,19.8964,-2793.5126953125
39.3658,1855000,5040.17,371,4982.44,371,21.6894,-2727.004150390625
39.3276,1860000,5009.16,372,4940.3,372,20.122,-2678.641845703125
37.7132,1865000,4993.02,373,4927.71,373,18.7866,-2760.721435546875
37.965,1870000,4957.89,374,4900.27,374,17.6287,-2674.8720703125
38.217,1875000,4737.82,375,4646.32,375,15.6619,-2751.95947265625
36.5725,1880000,4833.66,376,4819.41,376,16.129,-2578.767822265625
36.8585,1885000,4931.78,377,4847.52,377,17.0001,-2510.741943359375
36.5001,1890000,4984.19,378,4921.34,378,17.4266,-2662.85205078125
37.4252,1895000,5082.03,379,5011.65,379,17.597,-2742.20947265625
38.7378,1900000,5065.75,380,5002.3,380,18.9778,-2900.101318359375
37.3175,1905000,4769.4,381,4751.61,381,17.5392,-2675.406494140625
38.0804,1910000,4903.67,382,4820.35,382,17.258,-2821.20166015625
37.0709,1915000,4771.09,383,4794.27,383,16.0517,-2836.8662109375
