Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Reward Loss,Itration,Real Det Return,Running Update Time
155000,20.0195,45.3996,1397.64,-139.58018493652344,31,2411.35,31
160000,22.3822,44.83,1504.84,-195.61985778808594,32,2351.92,32
165000,12.9231,45.074,1976.44,-161.2088623046875,33,2740.75,33
170000,13.7095,45.0681,2724.63,-206.52076721191406,34,2817.63,34
175000,15.6433,45.7526,2942.33,-221.9348907470703,35,2895.32,35
180000,15.6211,44.9948,2833.34,-219.331298828125,36,3044.26,36
185000,26.1118,44.414,2151.12,-275.2230529785156,37,3299.78,37
190000,15.2633,44.2374,2891.01,-230.51095581054688,38,3208.06,38
195000,16.9466,45.1752,2890.51,-255.2760009765625,39,3119.09,39
200000,16.2043,44.677,3228.28,-252.81912231445312,40,3372.22,40
205000,14.9632,44.4963,3097.88,-240.15408325195312,41,3329.69,41
210000,16.5738,44.6777,2835.38,-221.40786743164062,42,3145.5,42
215000,15.6494,44.5693,3010.32,-243.70252990722656,43,3295.87,43
220000,16.7956,45.2323,3245.41,-265.54156494140625,44,3362.02,44
225000,16.3026,44.5824,3283.92,-265.7386169433594,45,3241.69,45
230000,16.5152,44.1452,3314.53,-268.3913879394531,46,3322.28,46
235000,17.8372,44.7122,3098.75,-259.2203369140625,47,3302.59,47
240000,16.859,44.5905,3320.5,-267.2652587890625,48,3385.28,48
245000,17.2846,44.8789,3336.41,-260.2568664550781,49,3445.92,49
250000,17.9636,44.4556,3354.5,-270.9569091796875,50,3385.33,50
255000,16.3871,44.0621,3381.29,-240.90475463867188,51,3475.72,51
260000,16.5482,44.269,3420.87,-275.76214599609375,52,3492.96,52
265000,14.9276,44.4871,3031.06,-264.85931396484375,53,3518.71,53
270000,14.9072,44.1971,2906.88,-282.1988220214844,54,3377.03,54
275000,17.0872,44.3541,3254.3,-298.5973205566406,55,3433.63,55
280000,16.5172,44.1026,3558.97,-292.80224609375,56,3640.43,56
285000,15.2673,43.7904,3282.42,-287.4300537109375,57,3499.77,57
290000,15.4035,44.1155,2822.85,-283.3693542480469,58,3334.43,58
295000,15.6888,43.7081,3193.39,-309.0627136230469,59,3414.65,59
300000,17.3136,44.0507,3556.7,-300.3740234375,60,3551.03,60
305000,16.3589,44.1419,3557.92,-301.2738342285156,61,3669.46,61
310000,17.5934,44.2314,3485.78,-335.2028503417969,62,3633.63,62
315000,14.9611,43.6301,3443.81,-323.5382385253906,63,3453.72,63
320000,16.7881,43.7019,3614.06,-330.69036865234375,64,3678.9,64
325000,16.1462,43.2675,3565.82,-335.4753112792969,65,3666.16,65
330000,15.0183,44.0649,3309.58,-333.1282653808594,66,3658.1,66
335000,15.8644,43.5328,3601.55,-330.9368591308594,67,3600.45,67
340000,15.4009,43.7131,3358.58,-363.726806640625,68,3576.45,68
345000,14.8247,43.4911,3188.71,-357.74468994140625,69,3636.05,69
350000,14.7324,44.3763,3107.22,-370.98455810546875,70,3592.05,70
355000,14.9903,43.3572,3638.6,-344.708984375,71,3711.99,71
360000,15.9798,44.261,3550.64,-368.5950012207031,72,3636.45,72
365000,16.2213,43.947,3489.02,-391.0635070800781,73,3656.82,73
370000,14.4862,43.3877,3569.73,-338.1387634277344,74,3691.14,74
375000,14.5602,44.135,3317.56,-358.7911682128906,75,3350.67,75
380000,14.7448,42.8423,3334.71,-348.4111328125,76,2973.46,76
385000,15.2515,43.656,3559.74,-366.39202880859375,77,3639.86,77
390000,15.0535,43.9723,3401.53,-403.94793701171875,78,3501.3,78
395000,14.33,43.3957,3599.78,-364.717529296875,79,3630.92,79
400000,14.767,43.4933,3371.51,-390.19757080078125,80,3636.47,80
405000,15.6817,43.7662,3646.24,-403.7361145019531,81,3790.9,81
410000,14.2063,43.2421,3380.31,-392.19891357421875,82,3688.26,82
415000,15.1958,43.4065,3540.76,-395.5471496582031,83,2600.39,83
420000,13.6268,43.2698,3519.08,-415.3384094238281,84,3616.14,84
425000,14.0794,42.4478,3333.2,-432.4865417480469,85,3024.69,85
430000,15.0792,43.1622,2745.52,-397.99249267578125,86,3705.28,86
435000,15.6106,42.7178,3415.6,-421.2121276855469,87,3427.96,87
440000,15.4948,42.3843,3660.48,-407.2272644042969,88,3774.37,88
445000,15.1019,43.2637,3204.02,-479.5439758300781,89,3558.29,89
450000,16.3608,43.1279,3646.72,-416.5440673828125,90,3696.27,90
455000,15.2611,42.8196,3778.05,-385.2145690917969,91,3768.11,91
460000,14.155,43.1034,3565.58,-431.01715087890625,92,3640.61,92
465000,14.4926,42.9872,3416.05,-441.8378601074219,93,3790.25,93
470000,13.9941,43.2067,3630.65,-462.5835876464844,94,3753.1,94
475000,14.7351,43.0887,3566.76,-473.38055419921875,95,3928.92,95
480000,15.1494,42.4175,3702.47,-458.4075927734375,96,3801.54,96
485000,15.4085,42.4474,3782.36,-414.3354797363281,97,3868.39,97
490000,15.12,41.9421,3842.75,-424.044921875,98,4151.43,98
495000,15.3169,42.8796,3597.32,-430.2894592285156,99,3819.2,99
500000,15.3538,42.2855,3811.1,-438.88336181640625,100,3973.95,100
505000,14.9906,42.3381,3819.91,-446.1170959472656,101,3864.44,101
510000,16.5914,43.1482,3732.32,-464.3927917480469,102,3755.09,102
515000,14.9731,41.9358,3826.28,-454.83935546875,103,3775.82,103
520000,14.0254,42.4683,3539.51,-474.5081787109375,104,3767.43,104
525000,15.5315,43.2052,3587.28,-491.5845947265625,105,3699.2,105
530000,14.0234,42.4145,3562.29,-477.8917541503906,106,3844.08,106
535000,15.0801,41.7473,3880.25,-476.0255126953125,107,3989.41,107
540000,15.4426,42.4163,3548.88,-499.29608154296875,108,3727.14,108
545000,14.9113,42.2583,3803.67,-469.70068359375,109,3844.84,109
550000,14.7136,43.0208,3504.11,-486.7184753417969,110,3781.75,110
555000,15.2732,42.4343,3773.34,-480.6365966796875,111,3911.0,111
560000,15.0081,42.8594,3619.4,-481.2271728515625,112,3902.96,112
565000,15.1981,42.3722,3670.8,-463.5301208496094,113,3798.3,113
570000,15.3812,42.1378,3813.73,-487.7890319824219,114,3910.35,114
575000,15.411,42.4615,3701.86,-531.1207885742188,115,3706.48,115
580000,14.8103,41.6213,3827.72,-503.5579833984375,116,3836.41,116
585000,13.6958,42.6411,3680.41,-521.246337890625,117,3748.21,117
590000,13.4117,41.962,3783.46,-469.4901123046875,118,3639.29,118
595000,14.8235,41.8022,3795.61,-528.8693237304688,119,3910.86,119
600000,14.506,42.0191,3746.05,-541.109130859375,120,3745.09,120
605000,13.6104,41.2245,3825.43,-573.5582275390625,121,3774.2,121
610000,14.3203,41.9665,3811.04,-535.2025146484375,122,3981.47,122
615000,13.5132,41.1245,3841.86,-541.0324096679688,123,3899.31,123
620000,13.5555,41.9318,3741.25,-546.4698486328125,124,3954.49,124
625000,13.5337,40.7758,3758.01,-525.5217895507812,125,3917.43,125
630000,14.3083,41.4007,3896.43,-512.8615112304688,126,3953.33,126
635000,14.2354,40.7354,3626.32,-543.571044921875,127,3969.0,127
640000,15.0979,41.3822,3869.05,-556.7355346679688,128,3842.86,128
645000,13.949,40.5025,3849.66,-528.074951171875,129,4077.73,129
650000,14.0764,42.1638,3645.02,-566.078125,130,3904.71,130
655000,14.3054,41.2393,3869.53,-571.703369140625,131,3896.34,131
660000,14.5296,41.2106,3901.8,-593.2412109375,132,3874.1,132
665000,14.5085,41.3478,3803.86,-553.1178588867188,133,3966.34,133
670000,14.2355,40.5923,3880.23,-547.5880737304688,134,4073.11,134
675000,15.9669,41.0728,3887.95,-592.3082885742188,135,3952.73,135
680000,13.6789,40.6096,3976.03,-589.7338256835938,136,3980.75,136
685000,14.2778,42.635,3733.55,-650.4457397460938,137,4054.82,137
690000,13.4714,40.3293,4023.75,-565.7138671875,138,4014.67,138
695000,14.1071,40.8379,4024.03,-569.10009765625,139,4092.22,139
700000,13.5803,40.9093,3946.7,-575.8629760742188,140,4146.46,140
705000,15.153,41.3648,3971.45,-612.6692504882812,141,3948.87,141
710000,13.6816,42.0346,3905.28,-601.4443969726562,142,4027.61,142
715000,13.6821,41.0224,4001.02,-586.6066284179688,143,4172.7,143
720000,14.8246,41.6285,3933.48,-651.3326416015625,144,3901.98,144
725000,13.2817,41.7047,3858.78,-682.03759765625,145,4012.36,145
730000,13.8132,41.1089,3916.03,-627.8124389648438,146,3976.17,146
735000,13.6199,41.0436,3410.5,-696.2066040039062,147,3606.44,147
740000,13.7091,40.9004,3907.71,-617.6764526367188,148,3979.44,148
745000,13.0128,40.6543,3836.65,-741.265380859375,149,4154.13,149
750000,13.957,40.7309,3892.37,-676.23291015625,150,3915.05,150
755000,13.1373,40.1908,3892.16,-649.4561157226562,151,3846.08,151
760000,13.3445,40.1202,3914.6,-652.6830444335938,152,3935.08,152
765000,14.0933,41.3252,3886.87,-676.750732421875,153,3981.04,153
770000,13.9852,40.6968,3915.92,-677.56689453125,154,4101.92,154
775000,13.7747,40.9044,3999.32,-656.5729370117188,155,4069.66,155
780000,13.8094,40.3073,3927.75,-675.0543212890625,156,3999.54,156
785000,14.1294,42.0248,3456.98,-810.3986206054688,157,3914.3,157
790000,14.2495,40.4175,3886.62,-647.19970703125,158,4042.61,158
795000,12.3415,39.8462,3905.66,-698.1351318359375,159,3952.14,159
800000,12.5606,40.4888,3703.28,-702.548095703125,160,4102.53,160
805000,13.6096,41.6883,3774.28,-740.0887451171875,161,3990.85,161
810000,13.4949,40.4662,4021.35,-661.1151733398438,162,4044.41,162
815000,12.3839,39.8839,3981.21,-708.3515625,163,3994.71,163
820000,12.3777,40.1345,3907.9,-692.4720458984375,164,3987.53,164
825000,13.1005,39.6658,4075.41,-674.70068359375,165,4057.25,165
830000,13.5881,40.4096,3994.74,-709.9739379882812,166,4016.07,166
835000,13.5264,40.7692,4019.56,-702.4472045898438,167,4007.16,167
840000,13.2891,40.1016,4065.88,-726.3635864257812,168,4124.0,168
845000,13.1825,40.0813,4059.19,-722.9849243164062,169,4084.28,169
850000,13.7281,39.8896,3971.32,-667.5588989257812,170,4158.49,170
855000,12.8846,40.4731,4068.66,-767.0086669921875,171,4097.08,171
860000,13.4745,41.0786,4018.64,-774.3566284179688,172,4049.12,172
865000,13.5532,39.9437,4055.18,-727.2567749023438,173,4009.76,173
870000,11.8384,39.3492,4086.17,-690.0411987304688,174,4171.87,174
875000,12.1876,39.7782,4040.87,-722.306640625,175,4118.39,175
880000,12.8959,39.3153,4057.01,-746.906005859375,176,4184.45,176
885000,12.7782,39.8943,4016.02,-763.2946166992188,177,4053.59,177
890000,13.6773,40.2546,3914.29,-779.3837890625,178,4185.61,178
895000,12.678,39.1844,4099.96,-751.0549926757812,179,4155.72,179
900000,12.1241,39.4647,4073.94,-770.4713745117188,180,4187.85,180
905000,13.4111,40.4923,4029.92,-776.8811645507812,181,4224.65,181
910000,13.9977,40.5136,4107.56,-769.9597778320312,182,4100.43,182
915000,13.6897,39.7111,4104.94,-792.7015991210938,183,4119.22,183
920000,12.3998,40.4577,4018.07,-791.4096069335938,184,4060.89,184
925000,12.9548,40.234,4100.24,-826.4092407226562,185,4059.61,185
930000,13.1812,41.2404,3748.38,-838.4242553710938,186,4114.8,186
935000,13.7282,40.1151,4140.71,-817.4656372070312,187,4152.0,187
940000,13.2835,40.4426,4068.0,-847.151611328125,188,4140.12,188
945000,12.6503,39.7435,4171.37,-813.720947265625,189,4179.04,189
950000,13.5316,39.7663,4197.29,-782.2867431640625,190,4220.27,190
955000,15.0728,41.5527,4031.21,-853.2487182617188,191,4012.01,191
960000,13.0569,40.4282,3958.59,-847.8856201171875,192,4229.4,192
965000,12.874,39.9288,4155.37,-812.7550048828125,193,4122.79,193
970000,12.27,39.0943,4151.66,-802.3903198242188,194,4190.47,194
975000,11.4787,38.9109,4200.43,-842.4851684570312,195,4184.26,195
980000,12.5208,39.9402,4233.2,-823.5131225585938,196,4270.2,196
985000,12.7311,39.0057,4195.37,-886.6771240234375,197,4175.03,197
990000,12.5623,39.4733,4098.77,-907.048095703125,198,4074.05,198
995000,12.7293,39.291,4111.14,-853.6306762695312,199,4139.31,199
1000000,12.7367,39.5537,4011.76,-909.7257690429688,200,4172.61,200
1005000,12.8177,40.2538,3920.87,-894.1639404296875,201,4218.78,201
1010000,13.2059,40.1371,3895.14,-924.1201782226562,202,4115.73,202
1015000,12.2737,39.767,4175.59,-868.254638671875,203,4216.26,203
1020000,12.8285,39.5498,4231.29,-838.4873657226562,204,4271.39,204
1025000,12.5192,39.0739,3885.63,-897.3965454101562,205,4155.09,205
1030000,12.4452,39.5153,3847.14,-860.1194458007812,206,3969.42,206
1035000,12.7805,40.1594,4003.29,-893.1159057617188,207,4217.15,207
1040000,12.2272,39.5533,3861.72,-930.5293579101562,208,3876.33,208
1045000,13.0505,39.4065,3301.18,-962.3255615234375,209,4002.64,209
1050000,12.2637,38.6991,3680.11,-1016.01611328125,210,3990.59,210
1055000,12.7213,39.1794,4192.54,-931.4100952148438,211,4279.18,211
1060000,11.9357,38.7828,3958.53,-932.69921875,212,4207.12,212
1065000,12.8378,38.8853,3768.97,-934.4351196289062,213,4255.19,213
1070000,12.8332,39.1715,3996.17,-961.6915283203125,214,4105.7,214
1075000,12.3296,39.6023,4104.17,-1073.0540771484375,215,3890.5,215
1080000,12.6618,39.0677,3782.48,-1014.384521484375,216,4192.2,216
1085000,12.3145,38.5912,3486.72,-1016.9935302734375,217,4054.56,217
1090000,11.7979,38.4332,3929.31,-988.923095703125,218,4222.34,218
1095000,11.8429,38.7555,3073.25,-1154.889404296875,219,4206.85,219
1100000,12.5146,39.4251,3958.56,-1081.952880859375,220,4138.94,220
1105000,12.576,39.6822,3109.12,-1142.080810546875,221,4189.15,221
1110000,12.2276,38.6842,3369.11,-1007.5791015625,222,4240.15,222
1115000,15.7974,38.8127,3636.96,-1131.65576171875,223,4237.76,223
1120000,12.3633,38.6756,4214.11,-1073.15625,224,4268.1,224
1125000,12.0688,38.7054,3986.02,-1057.8477783203125,225,3750.51,225
1130000,11.3946,38.8557,4036.02,-1167.1268310546875,226,4236.81,226
1135000,12.1404,38.4711,4081.27,-964.609619140625,227,4379.4,227
1140000,11.6132,39.2368,4054.63,-1118.8848876953125,228,4322.97,228
1145000,12.122,37.8269,3887.77,-948.2117919921875,229,4393.99,229
1150000,12.2903,38.7773,4194.66,-1101.72509765625,230,4348.7,230
1155000,10.9231,39.4944,3978.66,-1247.146484375,231,4403.61,231
1160000,11.5692,39.2882,4168.28,-1160.3626708984375,232,4357.31,232
1165000,11.7685,39.0275,3457.03,-1192.6829833984375,233,3650.23,233
1170000,11.9417,39.0951,4232.71,-1097.507568359375,234,4313.86,234
1175000,11.8442,38.564,4102.75,-1135.405517578125,235,4256.48,235
1180000,11.1678,38.2198,4304.97,-1142.5032958984375,236,4409.29,236
1185000,11.3796,39.4757,4053.04,-1229.265625,237,4417.91,237
1190000,11.6342,38.602,3682.42,-1116.4007568359375,238,4503.48,238
1195000,11.9794,38.979,4209.78,-1179.64111328125,239,4428.28,239
1200000,12.6225,38.4243,4126.36,-1123.40185546875,240,4266.12,240
1205000,12.6311,38.1286,4023.2,-1152.5577392578125,241,4335.01,241
1210000,11.9579,38.348,4256.99,-1209.9268798828125,242,4429.51,242
1215000,12.3778,38.4177,4041.16,-1181.0338134765625,243,4231.25,243
1220000,12.5882,38.3531,4038.26,-1230.1402587890625,244,4463.92,244
1225000,11.8529,38.4661,4272.53,-1378.302734375,245,4369.94,245
1230000,11.6948,38.4396,4297.37,-1295.423828125,246,3901.18,246
1235000,12.4299,38.6611,3788.76,-1235.615234375,247,4244.52,247
1240000,11.9836,37.9107,4338.63,-1161.57177734375,248,4465.65,248
1245000,13.1155,38.4208,4288.34,-1182.12353515625,249,4397.8,249
1250000,11.6624,39.1339,4038.57,-1269.3541259765625,250,4387.15,250
1255000,12.2222,38.488,4291.64,-1211.565673828125,251,4368.3,251
1260000,11.5437,37.8834,4047.7,-1257.3175048828125,252,4272.98,252
1265000,11.427,38.4819,4173.87,-1237.7813720703125,253,4224.24,253
1270000,12.136,37.9139,3309.59,-1145.005859375,254,4505.04,254
1275000,12.1271,37.7358,4060.68,-1255.2318115234375,255,3536.44,255
1280000,11.9293,37.9012,4156.41,-1207.8653564453125,256,4580.67,256
1285000,35.9297,39.5337,1760.03,-1945.37646484375,257,1562.29,257
1290000,12.8872,38.8751,4118.2,-1353.395751953125,258,3475.21,258
1295000,12.699,38.437,3613.86,-1424.6910400390625,259,4407.41,259
1300000,14.5569,38.8908,3601.52,-1539.13916015625,260,4222.16,260
1305000,18.8446,40.6313,2234.88,-2238.6923828125,261,311.42,261
1310000,21.4514,38.6799,3619.89,-1579.753173828125,262,4179.9,262
1315000,15.8808,40.3175,3384.36,-2169.85791015625,263,2415.94,263
1320000,14.4294,40.2192,2351.07,-1932.4774169921875,264,3825.48,264
1325000,11.8032,38.1325,4185.33,-1370.50634765625,265,4532.6,265
1330000,12.4684,37.702,4429.29,-1324.5994873046875,266,4579.32,266
1335000,12.7675,38.6771,4388.92,-1373.7822265625,267,4436.5,267
1340000,11.6968,37.1136,4260.12,-1292.823486328125,268,4489.91,268
1345000,11.5847,38.3814,4349.1,-1336.979736328125,269,4394.26,269
1350000,11.7543,37.411,4378.97,-1273.7476806640625,270,4573.39,270
1355000,11.5124,37.2964,3624.32,-1497.6014404296875,271,4586.56,271
1360000,11.4546,37.3902,4261.22,-1319.285400390625,272,4686.51,272
1365000,11.8581,37.5562,4459.4,-1437.075927734375,273,4627.67,273
1370000,10.7383,37.5561,3594.09,-1633.3515625,274,4549.13,274
1375000,11.1467,37.4698,4333.4,-1509.3966064453125,275,4654.1,275
1380000,11.9215,36.9322,4064.7,-1387.1014404296875,276,4500.71,276
1385000,11.5429,37.2587,4286.19,-1484.257568359375,277,4505.57,277
1390000,14.7835,39.1306,2328.94,-2422.97509765625,278,364.68,278
1395000,11.1811,37.8083,3427.96,-1844.34814453125,279,673.97,279
1400000,12.4122,38.0304,4225.22,-1698.064697265625,280,1471.28,280
1405000,12.6037,37.0121,4256.87,-1412.7232666015625,281,4581.14,281
1410000,11.5512,37.9972,3855.43,-1674.4183349609375,282,4561.64,282
1415000,11.5512,37.3628,4050.11,-1603.4193115234375,283,4150.13,283
1420000,12.733,36.739,4438.95,-1365.277099609375,284,4575.37,284
1425000,12.5623,37.4982,4368.32,-1466.096923828125,285,4452.13,285
1430000,12.1603,36.691,4307.69,-1474.203369140625,286,4529.05,286
1435000,11.8381,36.6971,4382.6,-1474.843505859375,287,4557.98,287
1440000,12.26,36.6678,4347.59,-1491.269775390625,288,4547.62,288
1445000,12.6674,37.0285,4366.93,-1578.755615234375,289,4580.46,289
1450000,12.85,37.432,3332.12,-1595.6748046875,290,4141.2,290
1455000,13.5292,36.8405,3882.61,-1528.4876708984375,291,4434.23,291
1460000,14.2037,37.271,4191.55,-1600.4771728515625,292,4347.02,292
1465000,13.5337,37.1532,3840.85,-1647.6378173828125,293,4329.34,293
1470000,12.6077,39.0794,2354.3,-2437.8203125,294,746.09,294
1475000,12.7663,38.277,4084.4,-1692.7132568359375,295,3741.48,295
1480000,18.1277,38.2043,2308.74,-2300.49169921875,296,1069.89,296
1485000,13.6062,37.5445,4297.93,-1717.0462646484375,297,4476.24,297
1490000,13.2556,37.7721,4393.79,-1664.419677734375,298,4472.1,298
1495000,13.4317,36.9686,4386.48,-1526.58203125,299,4565.51,299
1500000,12.0697,36.6586,4273.74,-1533.3447265625,300,4348.34,300
1505000,12.8533,36.7721,4386.27,-1516.855224609375,301,4478.86,301
1510000,14.8695,36.8425,3336.09,-1898.449462890625,302,3138.24,302
1515000,12.5063,36.1293,4467.16,-1520.5941162109375,303,4710.22,303
1520000,12.8996,36.4914,4526.88,-1485.80126953125,304,4696.67,304
1525000,12.9408,36.8015,4302.72,-1625.1290283203125,305,4393.63,305
1530000,12.6319,36.7046,4153.26,-1692.0115966796875,306,4470.52,306
1535000,14.0023,36.852,4513.87,-1811.04736328125,307,4589.57,307
1540000,12.8479,36.795,4521.69,-1541.017333984375,308,4642.23,308
1545000,12.7234,37.0416,4436.95,-1625.95751953125,309,4600.59,309
1550000,12.0848,36.2778,4526.45,-1547.9478759765625,310,4651.53,310
1555000,12.124,35.6704,4551.73,-1557.595458984375,311,4674.79,311
1560000,12.1409,37.1513,4486.61,-1666.09716796875,312,4574.83,312
1565000,14.7622,36.8013,4363.28,-1869.5137939453125,313,4412.36,313
1570000,14.3978,37.2096,4465.37,-1864.5076904296875,314,4680.29,314
1575000,11.8014,36.5599,4441.02,-1588.621337890625,315,4626.97,315
1580000,12.1764,37.4526,4446.75,-1654.838134765625,316,4518.29,316
1585000,13.6492,36.8585,4379.5,-1937.4239501953125,317,4533.82,317
1590000,11.7604,37.1065,4326.34,-1762.5302734375,318,4517.77,318
1595000,12.4233,37.0072,4329.04,-1757.743896484375,319,4526.19,319
1600000,12.0605,36.3639,4404.04,-1705.0299072265625,320,4604.48,320
1605000,12.5489,36.8769,4338.35,-1806.2684326171875,321,4605.71,321
1610000,15.2784,36.8371,4220.29,-2329.747314453125,322,4487.52,322
1615000,12.2059,36.1261,3887.8,-1856.068359375,323,4361.23,323
1620000,11.4053,35.9974,4219.62,-1772.3560791015625,324,4472.74,324
1625000,12.2455,37.2075,4296.71,-1927.966796875,325,4391.35,325
1630000,14.2556,36.8217,4357.55,-2250.48095703125,326,4558.71,326
1635000,12.2021,36.7169,4126.6,-1712.1812744140625,327,4555.99,327
1640000,11.8775,37.0903,4332.36,-1849.986572265625,328,4397.66,328
1645000,13.8381,37.1246,3948.0,-1939.9976806640625,329,4342.62,329
1650000,16.9831,37.1724,4048.27,-2338.998779296875,330,3967.2,330
1655000,16.1712,37.7741,3886.18,-2592.993408203125,331,3729.17,331
1660000,11.9807,36.7166,4287.09,-1689.6912841796875,332,4571.15,332
1665000,18.6628,37.5564,4088.13,-2458.657470703125,333,4541.92,333
1670000,15.3347,36.9769,4467.73,-2067.413818359375,334,4554.46,334
1675000,12.2205,36.7764,4419.96,-1835.132568359375,335,4491.59,335
1680000,12.3062,36.0389,4495.21,-1746.7103271484375,336,4612.8,336
1685000,12.3658,36.5265,4122.34,-1851.4027099609375,337,4334.06,337
1690000,12.3894,37.1158,4152.36,-1961.2874755859375,338,4328.0,338
1695000,12.6582,36.3905,4350.11,-1820.914794921875,339,4482.48,339
1700000,11.3219,36.955,3670.78,-2164.177001953125,340,4602.28,340
1705000,10.9578,35.5534,4141.92,-2128.090576171875,341,4482.87,341
1710000,11.3594,35.9631,4327.5,-1860.390869140625,342,4692.27,342
1715000,11.6768,36.0197,4399.84,-1944.773681640625,343,4789.08,343
1720000,12.1614,39.3525,4131.79,-3168.485595703125,344,4753.36,344
1725000,11.0695,36.7471,3648.17,-2238.5830078125,345,4681.99,345
1730000,12.2096,36.5894,4040.64,-1989.91064453125,346,4772.01,346
1735000,12.5263,35.9374,3619.5,-2049.701904296875,347,4289.66,347
1740000,12.0246,36.2951,3612.02,-2309.336669921875,348,4427.83,348
1745000,12.3296,36.3596,3169.86,-2425.3115234375,349,3996.99,349
1750000,12.1344,35.0343,3877.88,-1879.9979248046875,350,4674.84,350
1755000,13.0873,35.8402,4110.58,-2370.69921875,351,4121.54,351
1760000,12.7966,36.0343,4188.05,-2139.2373046875,352,4366.88,352
1765000,11.7477,36.4869,4370.82,-1984.273681640625,353,4534.92,353
1770000,10.9236,37.49,4178.46,-2127.707763671875,354,4352.48,354
1775000,12.0988,36.2,4229.53,-2058.56591796875,355,4098.61,355
1780000,11.99,36.3635,4093.8,-2381.529052734375,356,4038.77,356
1785000,12.5289,35.9543,3661.67,-2160.35107421875,357,1378.02,357
1790000,11.7523,35.4305,4200.71,-2183.77978515625,358,4603.66,358
1795000,12.1357,34.9048,3772.95,-1795.4239501953125,359,4635.51,359
1800000,12.1044,35.122,4510.71,-2154.501220703125,360,4664.2,360
1805000,12.3549,35.296,4513.54,-1882.661376953125,361,4671.65,361
1810000,12.1288,35.6648,4280.63,-1908.0855712890625,362,4661.16,362
1815000,12.6654,37.261,3798.46,-2582.1484375,363,3046.86,363
1820000,12.8719,36.6698,4315.16,-2080.279541015625,364,4346.45,364
1825000,12.5476,35.9823,4339.03,-2078.645263671875,365,4578.83,365
1830000,11.7979,38.0281,3295.23,-3294.60546875,366,4188.37,366
1835000,12.2215,35.1389,4269.51,-1994.515380859375,367,3847.35,367
1840000,11.5009,35.9359,4337.38,-2089.60009765625,368,4693.56,368
1845000,11.8027,35.6823,4352.34,-2042.134521484375,369,4565.24,369
1850000,12.0367,35.8959,4490.6,-1860.47509765625,370,4707.68,370
1855000,12.0668,34.8399,4294.05,-1937.77490234375,371,4531.32,371
1860000,12.0614,35.9225,4377.83,-2060.3876953125,372,4525.4,372
1865000,12.0724,35.7758,4082.07,-2121.857177734375,373,3737.79,373
1870000,12.0791,37.4382,4148.52,-2602.495849609375,374,4178.99,374
1875000,12.6351,36.2294,4377.01,-2055.027587890625,375,4279.45,375
1880000,11.7842,37.2113,4148.47,-2645.866943359375,376,4506.2,376
1885000,12.7856,35.484,4096.86,-2050.06396484375,377,4573.66,377
1890000,12.0299,36.9008,4384.94,-2654.64404296875,378,4373.81,378
1895000,12.1057,35.8728,3957.37,-2183.626708984375,379,4245.26,379
1900000,11.9463,37.5506,4456.35,-2818.67041015625,380,4347.9,380
1905000,12.144,36.5982,4049.76,-2671.212646484375,381,4419.69,381
1910000,12.3323,36.4165,4280.92,-2059.896728515625,382,4585.67,382
1915000,11.8345,36.4471,4097.59,-2604.882080078125,383,4545.11,383
